date,backpack,bitvavo,weex,valr,bitrue,coinex,biconomy.com,bitunix,coindcx,blofin,ourbit,bydfi,osl,toobit,coinstore,gate-us,coin8,byte-exchange,orangex,bigone,pionex,flipster,bitkan,okcoin,zoomex
2025-07-28,7793627,,,,13369482,4816148,-15200,236323,5195687,1204572,666480,,,1190548,,,1199110,,833270,1167278,-845260,-6567,,482626,511362
2025-07-29,-22366903,,,,-17510002,-5989019,-44474,-526196,-9728206,-2940760,-713720,,,-864230,,,-725940,,-595522,-904964,674544,75832,,-899790,-369310
2025-07-30,4864206,,,,-3355705,-1433988,131526,-684636,-3560983,746141,503124,,,-556587,,,-220773,,-181442,-500434,-200969,-3358575,,8717970,-191319
2025-07-31,4830104,,,,-4622542,2201611,-53346,-324582,258585,1907507,477941,,,263130,,,36987,,3539,359317,1025480,119253,,-8874744,-365833
2025-08-01,-1516299,,,,-10745391,-4426283,53010,919111,-7934812,-2115099,-1674201,,,-1515273,,,-3427787,,-612685,-975068,8871288,-1828039,,-632664,-995683
2025-08-02,1565500,,,,-7094665,-10615821,-90592,-918704,-7557022,-4012313,3395786,,,-1958893,,,-1485945,,-1226339,-3957344,47405006,-220736,,-702287,-520204
2025-08-03,850730,,,,-27013098,-1804243,-58846,-214119,-6336482,-1302594,-307413,,,-18541725,,,-735944,,-647099,427225,-1440324,-968230,,-490069,-1163250
2025-08-04,-8116009,,,,26901764,6729081,46585,304391,10786463,1590993,1156555,,,1205591,,,1465894,,871060,1594859,115725763,-649347,,640232,1005273
2025-08-05,5091322,,,,13908710,5429029,-1784,-245444,2154740,-2799997,-3277856,,,740923,,,206014,,695126,3248606,94493,769988,,404490,2707774
2025-08-06,-2117602,,,,-14310257,-3941622,31794,-44639,-6743707,-370288,-1494824,,,-786497,,,-549926,,-493736,-5193598,-788116,-1136376,,-380491,-568386
2025-08-07,4208415,,,,7054566,3734105,-7986,246634,2881053,-1677047,-2678457,,,712183,,,1696585,,444994,739884,1244842,-3637547,,342006,5390629
2025-08-08,6942428,,,,40699573,8763594,59210,512047,10534306,8148178,475543,,,1667051,,,1397217,,1430278,1943338,6518081,1388577,,861340,2172568
2025-08-09,416637,,,,-2616092,1965228,139859,411204,-1987054,-951755,-69756,,,-153788,,,-225286,,-90252,178957,-2696750,-744724,,-61108,-73592
2025-08-10,1697161,,,,-3217669,2474335,-145311,1160417,3308793,-181754,-48790,,,365928,,,98238,,444000,782094,363803,-612693,,337129,-261245
2025-08-11,16977214,,,,-6045835,-1653988,-10134,271485,404060,578195,304101,,,1292111,,,1266181,,1027850,1595351,3046079,-373902,,549409,-261060
2025-08-12,940621,,,,-8923505,-14111592,65995,-128114,-2110092,-351400,-697741,,,-195036,,,-543386,,-162093,-4126433,39833270,2014473,,-146418,519823
2025-08-13,7305143,,,,27986808,13971069,-31846,413110,7487974,3906759,678705,,,1222103,,,974258,,1169488,1740558,1215328,-727517,,1707723,1890278
2025-08-14,381202,,,,6050682,8372921,82619,1198758,6710277,2184328,1508004,,,2049349,,,1814316,,1595645,2745174,8632449,-1294532,,-83979,-2434191
2025-08-15,-7134843,,,,-26461188,-17113172,15764,-1244734,-12375099,-3635185,-2083196,,,-2858444,,,-2500293,,-2463234,-4441830,-9058666,-5467725,,-1534510,-1208913
2025-08-16,-4787127,,,,475402,-266681,44254,-5198846,-51453,-4158597,40946,,,-761168,,,-483592,,-676694,-423158,-483673,-854966,,-405752,164960
2025-08-17,-327461,,,,3535514,2686966,-78428,-19521,2309570,604799,-55900,,,-40346,,,-11756,,316,-2707,-376428,-1138751,,37155,-204917
2025-08-18,1234379,,,,-1333252,1233946,-2550,42977,1331231,652341,166290,,,-351122,,,185709,,-12048,-10367,-713030,-1912750,,-546001,-350628
2025-08-19,-1152439,,,,-4148921,-768995,77244,-864934,-7790066,-4119083,-551096,,,-364408,,,-586222,,-654557,-1195556,-3304546,-1105153,,-2355010,-788696
2025-08-20,-11174712,,,,-24803512,-11332652,-3441,-495940,-10715606,529275,-892443,,,-2001574,,,-1779329,,-1614975,-2704311,-6121577,-1269457,,-1822061,-902002
2025-08-21,1259280,,,,24080407,8731868,-108459,-573225,4298361,293125,1389279,,,972036,,,1041969,,869558,1393084,1832947,-1984440,,501341,-122607
2025-08-22,-528636,,,,-12280023,-5179314,40886,226442,-3075448,70657,-441782,,,-896154,,,-946595,,-827509,-1251072,-3197884,-1369552,,-479681,-441148
2025-08-23,7928122,,,,30872487,24087394,115825,1111304,17091528,8343138,3646008,,,3039541,,,2614576,,2722485,2516298,7228743,382589,,1354721,2604370
2025-08-24,4086857,,,,2396465,-8133763,-136090,-190187,-1939788,-1702317,-508247,,,-695044,,,-839365,,-601975,-860889,581294,-1256883,,-383236,-575135
2025-08-25,-5513350,,,,-10861443,-9248141,20036,-394949,-2262451,-9079798,-1115571,,,-932353,,,-1499743,,-1275809,-1986726,-4837612,-1489318,,-731274,-587012
2025-08-26,-6395083,,,,-20463773,-9147711,-36708,-1635151,-13759244,363965,-1382578,,,-2759589,,,-1642811,,-1681359,-1820256,-6896421,-3063356,,-925611,-1000841
2025-08-27,2815233,,,,28531303,13937525,30181,464609,6630212,2945426,689502,,,1467416,,,1426860,,1113234,-1238901,3202788,799313,,629144,1593633
2025-08-28,-2231882,,,,-7321922,3814509,-37361,653855,-1142748,8410752,-768835,,,-300651,,,-455414,,-202472,-485887,-500799,-1476559,,-200579,-205022
2025-08-29,5351003,,,,-1095979,162039,8233,123740,1820561,2465376,12372498,,,603119,,,530270,,313456,637743,661424,838961,,171032,-74333
2025-08-30,-10106636,,,,-23185893,-10861153,-24936,-440078,-10813729,925903,-1868927,,,-2341395,,,-2033272,,-1865104,-2691333,-4769612,-1589016,,-1107481,-1665011
2025-08-31,-1732449,,,,2869697,-5084473,-4815,92409,-758481,-1857956,328683,,,327080,,,237702,,278147,4339204,-1631992,221127,,158919,-263325
2025-09-01,-735963,,,,-8209255,3846725,-14753,1913292,-1328671,42372,-355789,,,-404829,,,-529010,,-213195,-415439,-996160,-692913,,-182866,-633789
2025-09-02,-2100913,,,,145286,-3183391,-58833,-96632,-534676,-1582814,2504522,,,331473,,,143976,,402585,1016727,2906908,-1568195,,134837,99341
2025-09-03,2582362,,,,15803707,3857305,84287,574795,2495741,5228141,935496,,,1255575,,,1254461,,959348,1344906,3403264,-745260,,524570,880494
2025-09-04,835042,,,,-205071,5015917,6004,-547490,1500822,414473,673601,,,608015,,,291926,,329033,219528,1504277,-69280,,191382,487752
2025-09-05,-476762,,,,-5780040,-6071216,129056,355086,-2546215,-4614252,-1114654,,,-565074,,,-586223,,-614525,-1094340,-1716402,-914319,,-356123,-832356
2025-09-06,-4245165,,,,1794267,-468876,-137778,167238,961002,784851,-536451,,,-506976,,,-395033,,-95913,-443008,-1243914,71188,,974659,-748572
2025-09-07,-1090186,,,,-1161745,-491142,-465,-74385,-2656495,250598,-514424,,,-214844,,,-38249,,-190038,-292596,-1609105,-536681,,-1144936,-378828
2025-09-08,4493910,,,,10138608,4159491,-31671,30749,1904340,240523,189521,,,462666,,,479431,,390596,732003,1899657,-782815,,255315,216622
2025-09-09,3273855,,,,3581250,3791285,82387,203116,5933834,486728,1740668,,,232233,,,557766,,359022,-744431,24374158,16266,,-27969,950659
2025-09-10,-524865,,,,-2964190,-25445348,-84410,-114847,-3681140,2291617,-128416,,,-128630,,,-250167,,-202056,-187683,-24620524,-837018,,-158685,-1020302
2025-09-11,2985068,,,,7281216,7275386,80486,-171781,7139526,968380,830659,,,1370273,,,1285555,,1039767,718068,6382927,2407548,,608421,520880
2025-09-12,1381879,,,,10270310,6254092,1024,260644,5745598,285711,-194019,,,944572,,,1303493,,1005339,1127934,2935076,480824,,532914,195797
2025-09-13,2870142,,,,8148722,2206293,92039,335555,13557205,789462,505275,,,840075,,,592403,,603861,1192269,1593748,1551419,,3793579,-14722923
2025-09-14,2197653,,,,3016762,-2131540,2261,-81524,1435275,-172576,25348,,,-218141,,,68713,,-99399,43752,-81715,-463875,,-3618426,5579167
2025-09-15,-1333595,,,,-11982744,-5809409,13428,-175677,-4463732,-1298646,-550842,,,-402916,,,-394062,,-437677,-213604,-2573045,-1402801,,-255508,-710662
2025-09-16,-11296421,,,,-8725014,-3643535,-113551,-1131874,-6848321,909185,-325997,,,-199030,,,323471,,-134061,-28715,-386284,-1417339,,-263206,399369
2025-09-17,9283636,,,,6883144,4160116,119403,-511852,2558396,-1060241,497840,,,650319,,,1153788,,519058,876496,3222585,-192168,,339684,905431
2025-09-18,3088647,,,,7336951,-688903,54947,116658,1264078,2843052,-126040,,,136750,,,160048,,45370,954650,81516,-314593,,-1211,230931
2025-09-19,1519790,,,,-7300234,592019,-86010,81547,1179737,-1199233,-360425,,,213305,,,291830,,272961,-13607,2355680,-437231,,180513,-3397571
2025-09-20,-3698165,,,,-15948378,-8321066,-30313,-266028,-294337,-3340882,-1081267,,,-905342,,,-685841,,-791549,-1509129,-1861392,-573592,,-738007,-281510
2025-09-21,8947646,,,,-1835770,-2518825,-45887,80629,99365,688682,24043430,,,-7882,,,559544,,16256,-283223,-3940705,-345365,,-13341,-155551
2025-09-22,-1396829,,,,-10319675,-525931,-40854,-69869,-1061263,-1629260,-1574010,,,-215568,,,-440516,,-681695,668909,-311488,-50508,,-467100,-1276866
2025-09-23,-6576945,,,,-14599030,-8528126,84168,863942,-10165746,400952,-2436703,,,-1737064,,,-6540199,,-1064237,-338543,-2930790,-1269013,,-522116,-7985349
2025-09-24,-6721771,,,,-1053327,-186219,-35440,-44433,746937,-153892,-1568348,,,-391553,,,81044,,-328892,-756171,-2325091,-1064902,,1620877,-2309817
2025-09-25,1886034,,,,15589125,5117934,-11184,3755,1424665,-1516867,481561,,,661821,,,460631,,520410,-840952,3113607,-2281994,,-1532029,1839023
2025-09-26,-13199186,,,,-28262600,-12286341,17748,483549,-11141153,94093,-1193365,,,-2464686,,,-2435168,,-2126892,-2453455,-8431166,-2813759,,-932891,-2081693
2025-09-27,5394840,,,,32085,8336838,3775,524920,2678923,-1138117,1146990,,,352703,,,193320,,-582567,-569717,817589,-1407337,,83789,3260504
2025-09-28,4645655,,,,1701933,-3310855,9561,-120127,270261,-716820,-494937,,,-2542,,,84959,,-52522,-2131,-280542,-759327,,-28785,-224998
2025-09-29,803562,,,,9435228,4290192,-92216,405494,6489870,1385619,2013427,,,1508382,,,1364379,,1288251,2278683,4539226,312278,,642265,562592
2025-09-30,1558245,,,1149633,649192,3913442,-40446,-7800079,3596489,215296,1198982,,,1134088,,,1235044,,928535,300797,2901987,-713886,,455836,267327
2025-10-01,1583783,,,-1815014,-6615016,-4123382,36743,1581206,-4131857,1109803,-260339,,,-194246,,,-271686,,-195246,-202718,73984,-1209739,,-89403,-906350
2025-10-02,9977985,,,67869846,16166927,11549148,81643,68552,11796626,2576395,3451394,,,2658725,,,2086116,,3440775,3316344,9071076,514129,,1176053,-1518
2025-10-03,6777468,,,11370774,4715421,1003313,87427,165101,4166047,925692,1356494,,,441348,,,898976,,444650,2312386,2617258,946988,,165473,-94055
2025-10-04,35702,,,6284490,10494068,1015605,20116,457689,5311138,2897299,1035487,,,1568787,,,2216867,,1283209,1420863,3944214,350561,,675939,2290961
2025-10-05,9563575,,,-3452646,-15638639,-216620,-96834,-34164,-2841087,-1410122,-41126,,,-21212,,,-355664,,-157847,-1010450,1226206,72314,,-32508,-336312
2025-10-06,2739434,,,2309372,-1800180,-1444576,10488,2161838,1615320,889831,517642,,,718578,,,715766,,503214,575822,2876109,-313311,,306112,-229431
2025-10-07,4010145,,,-5420865,1611322,8607816,-12648,272059,-310748,2757735,865119,,,802673,,,878968,,811000,492874,2232828,1279453,,352931,964250
2025-10-08,-3355073,,,-8069829,-16203143,-12924467,-23732,-1383194,-9161974,-265626,-2662968,,,-1965208,,,-217932,,-1689394,-2813993,-6757901,-1310940,,-873246,-910070
2025-10-09,6709233,,,1028886,7457129,247081,-82933,209952,3522075,-530659,1536651,,,799099,,,413441,,677149,-119654,2749298,1873281,,357843,-1196856
2025-10-10,-4324985,,,2162720,-8903587,-4754883,153458,9717839,-5162067,-2863310,-287969,,39967,-856437,,,4377673,,-768612,-892770,-2287261,-1586713,183716,-375257,3373971
2025-10-11,-13723662,,,-24622101,-73121455,-22347428,-79692,-1900838,-29960365,-19125866,-4226307,,-11236392,-5366137,,,-7718076,,-4589055,-6019213,-18610428,-6022639,-3204701,-1942865,-4126000
2025-10-12,-41501119,,,-9345446,-1880421,1135711,28385,-554601,-4409600,144510,-1985179,,-195254,-1043054,,,-1331927,,-894027,-1998211,-2658860,-7274629,2161249,-1003040,-3096288
2025-10-13,1408228,,,7683936,23131066,12948983,-15693,1808224,11910669,5857069,4745177,,93075,2816803,,,3309599,,2482414,3425868,9624070,-2122127,2363755,1401514,-484282
2025-10-14,-2408237,,,-14297259,7997585,4707308,-19288,429890,-99418112,3606853,257948,,6459787,158514,,,63463,,176959,-281384,4217071,-406009,258765,112753,2772070
2025-10-15,10556954,,,-4222040,-13333119,-4146219,5101,-400042,97743099,-1260026,-870055,,3082431,-1445556,,,-5821941,,-1229231,-129782,-6369835,-1307915,-3742615,-828197,-672603
2025-10-16,-6232982,,,-4319281,-10193279,-5022364,-40997,-250026,-7939947,-188538,-1038170,,-294396,-1227071,,,-853003,,-1134984,-1661633,-4700776,810039,2371269,21882920,-1006983
2025-10-17,-3029091,,,6453950,-11468423,-5135188,44972,-1431556,-3889529,-2924719,32233,,-5692656,-1396254,,,-1242778,,-823091,-1177786,-5036455,-1478855,-1799991,-22916888,34529
2025-10-18,-3533671,,,2292626,-6013602,-1143508,11381,-1189392,-4545567,-2812759,-1236224,,12489806,-801631,,,-1245772,,-927770,-1846898,-3803037,-3127616,2024279,-629710,-38678
2025-10-19,-706786,,,-1691862,5039378,1692219,35410,159301,7585158,1534349,-226975,,207269,259815,,,262718,,236944,-794403,1016997,195514,2085330,112894,232307
2025-10-20,2406807,,,3069265,3736411,2753191,-101013,175905,4524423,-534529,1028230,,65952,868312,,,822699,,747396,1036808,2989061,-278196,966321,386133,543786
2025-10-21,4632896,,,-3966683,12481683,5279735,169,-360626,5405960,-1550286,2192311,,63313,869561,,,817674,,688503,1737259,3408811,-228921,-2860339,406956,346978
2025-10-22,-4824226,,,3371300,-7388206,-4336091,360,1040556,-2418257,474375,-1799218,,-1575451,-1225164,,,-1343748,,-1038922,-2319769,-4482913,-754344,1435933,-526396,-1575820
2025-10-23,114384,,,976021,-4895827,-1341738,-20012,-63702,-10779806,-1763453,146519,,-4135990,-316738,,,-1171913,,-284030,1109620,-539706,-99026,-1004325,-3444,1883262
2025-10-24,3662044,,,11418332,1644221,5967235,22181,-260633,1968302,1374019,2127890,,-604278,1179532,,,2906418,,964657,2115928,2895532,433880,1398393,490236,294596
2025-10-25,-1264632,,,1562520,15063193,2797863,21229,142727,3790430,1398217,957911,,-504660,590067,,,188363,,449701,674798,2141783,978465,-4294154,177033,3254653
2025-10-26,-283375,,,-582235,9425914,810133,-32405,110733,2883224,630804,135651,,110547,342244,,,447050,,411373,-86138,1671471,1258493,269811,189882,653506
2025-10-27,5005747,,,7348925,8570909,8348850,26828,579152,9217924,2397616,2470304,,167122,1989760,,,1737991,,-1046558,2318240,6173623,1286086,2737728,817332,899099
2025-10-28,744315,,,128065,130356,-6239114,-32286,-518387,-5610753,-685632,-1161867,,6438792,-493127,,,-307502,,-427118,-1466473,-659877,2578605,1910031,-226701,-207717
2025-10-29,-5579294,,,760401,-2181662,-5860122,6310,-61252,-3182448,-1736831,-1421674,,-5329883,-882641,,,-927645,,-775498,-1601629,-3869338,-2371925,-5076154,-396582,2733716
2025-10-30,-3286890,,,-2749125,-10197695,-1524239,-16423,-345736,-1474081,-846721,-1752185,,-114772,-1288568,,,-1052326,,728909,-2338137,-3722540,101791,639006,-535335,-1244139
2025-10-31,-2528111,,,-10410348,-10831403,-4591000,-24791,10309887,-3018576,-1760563,-975604,,-3687862,-1077631,,,-1183911,,-915505,-1859015,-3036109,-326219,2358765,-493293,-813630
2025-11-01,-3013007,,,2897300,493008,2784826,66783,1954716,-3362711,2287709,708883,,8155775,471903,,,633389,,470465,916577,2200511,-282386,-4945983,215805,271015
2025-11-02,712077,,,-2198351,874243,4083579,2808,52202,1264117,586053,-334823,,23802,363355,,,131941,,218334,1167799,1497553,89530,1842641,133049,104600
2025-11-03,4051801,,,-1353581,-1726489,7012937,2056,121733,2948112,-82319,687425,,55316,-218443,,,-255389,,287376,147678,-533560,451402,1105627,63150,78569
2025-11-04,-7610466,,,-13902804,-22668099,-15593465,44989,-1795282,-15015235,-3416884,-3803332,,8460620,-2016997,,,-2265980,,-2218047,-2618416,-5527766,-1769082,-1727729,-1087666,-1931170
2025-11-05,-8514625,,,-9663898,-10939510,-10865877,-159336,-912280,-10641858,2518972,-4584939,,-8159035,-2967258,,,-3368403,,-2543205,-3517290,-11904731,-4079205,-624263,-1212371,-1590880
2025-11-06,12580035,,,5732526,16805231,7060176,38242,852890,8981641,731661,2682652,,1257424,1154858,,,1748153,,989509,553588,4158255,1532585,1535487,524907,1103501
2025-11-07,140046915,,,-23829798,-15926758,-4196533,9163,-1888477,-3041302,-2343541,-1035855,,-1097555,-1125301,,,-1157017,,-946378,-36816,-4097949,-758631,-2701545,-611570,-499915
2025-11-08,8492262,,,12451996,12859392,7190567,-22637,-125758,5445714,4554463,2075876,,-248799,962661,,,1228568,,1727248,-2057695,2722917,1073316,3300226,551587,818197
2025-11-09,1391227,,,-5891444,-3739996,-2753615,8734,-46154,-1036292,-1747466,-494280,,105530,-468074,,,-420239,,-391606,-858138,-2483591,-766843,291336,-213442,-488489
2025-11-10,7238373,,,9824598,18070880,6722443,30678,421430,9991772,890147,2855601,,624422,2193253,,,1875620,,1883830,2809778,7694335,3747053,1460106,902839,1394272
2025-11-11,2123880,,,2706918,12471002,-2325052,-50321,-285383,3258801,2047902,286174,,7362649,-61551,,,24148,,-229144,-124489,1347220,1606836,-1376193,40625,15116
2025-11-12,-9594799,,,-20013483,-17835609,-4920317,20156,-603151,5019220,-781193,510527,,9484687,-1631624,,,-1599683,,-1243395,-2402685,-5996422,-739105,2983037,-711899,-1012388
2025-11-13,481210,,,6636120,-475946,-3210477,-30202,-226575,-9611387,-1480910,-761459,,-14134770,-701962,,,-286889,,-539904,-402443,-2162170,-398159,-3505389,-352508,-81549
2025-11-14,-7720244,,,7671739,-17018898,-6379580,-11891,-5513620,-5477134,-1788273,-2456620,,2404094,-1877110,,,-1758124,,-1644514,-2054671,-6280256,-699853,1295955,-801573,-824766
2025-11-15,-6546941,,,-179756,-4278532,-4693861,28679,22095,-7593653,-810239,-1850673,,1895327,-1824598,,,-1843271,,-1488057,-2256856,-6774025,-4100275,-2958588,-813805,-379878
2025-11-16,1699707,,,-3386822,-3381821,3197013,63992,129532,1505828,1327059,173291,,-102338,145479,,,311825,,119402,501222,641230,-2157737,-604946,54866,-21567
2025-11-17,4709453,,,-3412283,-1802411,-3669679,-73037,-312240,-1275479,-833852,302027,,434435,-415950,,,-563254,,-575189,-166184,-1065022,-411593,704735,-288572,-606999
2025-11-18,-4929700,,,2449076,-10433978,-5093320,-149508,-2177682,-7740199,-4384976,-592824,,1161678,-1429182,,,-1327201,,-962852,-1911384,-5463869,-1068444,-664508,-83076,-651313
2025-11-19,6847070,,,-709593,6446967,5729305,58986,170693677,1608009,779385,-204459,,-5882460,87431,,,304313,,176404,785351,477649,1861912,1204665,-395195,843060
2025-11-20,-5786056,,,-4425092,-12405927,486564,51433,-1130279,-3537312,2179798,-139788,,-16004,-300324,,-153203,-399089,,-463648,-378921,331948,-22346,988729,-254518,-1131680
2025-11-21,-15327998,,,-6454609,-12458902,-12231072,5289,-3265954,-6813712,-2122040,-2376788,,2124905,-2576309,,-1221348,-2462216,,-2040177,-2918679,-9817869,-1383070,-5062108,-1237213,-353027
2025-11-22,-2356357,,,-8906138,-8732113,161045,-12582,-2796831,-6394652,550200,-862506,,-6666335,-1104436,,-880489,-1222377,,-931971,-724279,-3254321,-3493463,543558,-391311,-1192215
2025-11-23,1400498,,,-535750,2215947,-2932337,-8961,-33468,2327016,-7254693,1038318,,59278,56150,,213498,57089,,-57470,165656,-368046,-293597,-211038,-123,692659
2025-11-24,5859710,,,1685617,14978945,2953040,-28663,62348,5011782,1052048,636947,,8092529,815745,,212939,605664,,773877,1225695,3745929,1539848,759153,264258,88538
2025-11-25,2099772,,,7926295,30059482,6257690,7632,-106534188,8023888,2852630,1510409,,-8275619,824468,,1321668,2088996,,737665,985178,2748645,116241,-211715,388207,309706
2025-11-26,1112234,,,-2170335,-2970738,-422321,108554,-375473,1670984,187732,467621,,-362741,-264980,,227520,-143806,,-205045,-449214,-185348,-4091,-124037,-108496,-100263
2025-11-27,5013341,,,8590518,5386300,6009462,-94365,1799475,1668480,139193,1934936,,578440,1507581,,138220,1502130,,1382591,1368083,4205467,686183,2007455,638432,71293
2025-11-28,565073,,,-11679524,-661859,4833817,270828,532224,1982991,276218,1207827,,356892,552633,,-206926,488463,,296788,570667,1835130,841881,1457266,233072,-668102
2025-11-29,-515714,,,9412223,-609372,-6286392,-374275,-185567,-1205959,-402323,-24117,,-809474,-183287,,-161101,-200025,,-137814,40931,-1255028,-392579,2811716,3860561,479029
2025-11-30,2019319,,,-1992268,2508202,-2907034,18585,36468,796408,119727,-218991,,-26852,-91136,,-55568,-124641,,-94211,-146113,-310136,-151655,626559,-4016171,-490424
2025-12-01,-4642507,,,-4586780,-10363481,-9677274,-67184,1117661,-2251305,-765331,-816146,,270735,-889134,,-1211639,-2138229,,-713859,-14538537,-2516160,-587684,418760,-389210,-1648005
2025-12-02,-4214388,,,-15686040,-16576944,3505883,22108,-2921884,-12095391,-554234,-2574242,,2025655,-1759884,,-391079,-559345,,-1516357,-1741749,-14552653,-1586026,-6049711,-751841,-271433
2025-12-03,13541527,,,14142616,20378755,12598583,32376,4191791,12297115,8297808,3510328,,3299149,2936395,,1757253,3909983,,2528198,2639396,9423026,1348729,-1310752,1250295,807955
2025-12-04,4618422,,,7368030,7071025,3651902,29833,3590265,6748634,1966877,1098175,,4973751,1149627,,234237,1220995,,962245,86251,6653734,1111291,2084424,457902,821207
2025-12-05,-1304822,,,-20131,-12933482,-1830662,-80605,-709810,-4933028,-2555419,-748818,,-5341429,-555257,,-873502,-379576,,-479813,55519,-24591029,23354,2084096,3124366,3469369
2025-12-06,-6096573,,,-9470563,-12087680,-7843976,-13054,-2369577,-3733538,-1583452,-1866622,,-4434261,-1687135,,-1918629,-1682088,,-1410185,-1636002,-3924738,-406066,-1591127,-4067107,1263824
2025-12-07,1853206,,,-2642276,907760,-1004347,4543,-1896442,238210,-206281,723504,,338483,236830,,1657384,292151,,205856,47557,121123,-486930,2012802,44802,-1881551
2025-12-08,1765332,,,566888,1345221,2599686,3873,656069,869731,-645056,507428,,50297,364065,,-884749,469722,,295551,328309,-28940,576279,2211337,189639,-429191
2025-12-09,1814804,,,11717622,6336929,2254540,-1081,476636,10378732,2915812,207657,,6067835,405074,,9839011,198475,,371563,407720,1133895,194590,-869200,143932,-5631149
2025-12-10,-395059,,,1043618,4712760,1127885,22390,1328124,11995273,227191,1404523,,-3446194,1207259,,506583,1571772,,1063069,433062,-24966165,956890,3077776,480254,68643
2025-12-11,-195949,,,4064111,-7723662,1035471,6598,-443420,-2360850,72013,-392075,,6770678,-240031,,754549,-446601,,-460241,-449693,958808,-1555398,-2644854,-130320,1005844
2025-12-12,-2230393,,,-7543862,-2293020,-1493620,-10162,204350,4096009,708015,-130017,,-3266121,2832,,-170903,93635,,300550,159059,-108711,-66248,-5814502,58789,1515268
2025-12-13,-3146967,,,4481137,-5157877,-6558973,-15724,-1540655,-4054574,-2805269,-2253952,,-3377824,-1231284,,-534169,-1059687,,-1158410,1957254,-3491597,-839938,5848417,-559980,-2473333
2025-12-14,3123942,,,-2356693,2321847,4151042,3910,84971,1582478,-205633,20780,,66783,-1,,152903,142719,,80518,161971,550589,-54268,-3211221,19107,-840114
2025-12-15,-1130335,,,-4716736,-5944936,-2737864,-5227,-1347746,-3700449,-275983,-1074418,,4237138,-957616,,-429818,-1120647,,-838390,-947206,-10871411,-694317,1529763,-423310,-88373
2025-12-16,842596,,,-13146160,-15656846,-6155175,-26609,-1976780,-10343249,-692537,-1505172,,-844763,-1473572,,-688711,-1305835,,-1250820,-1447782,-1984160,-504592,114769,-524105,-2030117
2025-12-17,-4566600,,,22134948,6586642,3118346,3449,-21577119,2006206,-1369279,505219,,-805623,887666,,155361,850770,,713461,329418,-8210488,1311298,182755,235608,944174
2025-12-18,-3729297,,,-19815978,-9120728,-1957588,-19522,-1110477,-5278403,-5075715,-106545,,-4032452,-991356,,-1287135,-988453,,-824502,-1827223,-884614,-297049,-1936999,-359474,-1836862
2025-12-19,-811622,,,-6965012,-19886811,-808271,-9279,-649012,-3707114,-5692,-537494,,-1244427,-373361,,-566651,-522784,,-334014,462437,-612130,-57718,2211066,2027462,-1751881
2025-12-20,7695820,,,13034224,13170411,8944237,21792,2036237,6602474,2459425,2642548,,2563726,1548142,,1266994,1586914,,1320391,4105251,-5942210,745423,2755607,-1558057,-726615
2025-12-21,708244,,,-4627992,3892615,-2853321,8589,294349,1703014,155963,-775139,,-2813539,161009,,-2676786,136060,,126537,64862,-185793,96273,1183858,77881,11090
2025-12-22,2415322,,,-552733,-545042,-836050,3741,495489,1313713,-1600863,235831,,50543,180798,,-1053294,453687,,382920,494002,717707,447937,194246,192975,-187030
2025-12-23,802525,,,-2580612,-2982889,1173344,-9466,-373142,-1586643,-14804,535832,,4902866,-68320,,526521,-5444145,,-273509,-387287,-708405,847380,-5785637,-153578,-224924
2025-12-24,-1418651,,,-1178616,-6529067,-6895063,-8533,-982153,-2439512,886786,-848227,,5668699,-660824,,2878722,-800865,,-551012,-837317,-1670478,947360,687489,-275730,-840935
2025-12-25,-3802475,,,-6367043,-2180983,-28781,-1256,149248,-195819,543549,131712,,-7047316,121069,,373334,166946,,84181,-42414,1330307,310005,-4803644,46075,93467
2025-12-26,-1470748,,,-2962019,-5006252,3455578,-5150,-431612,-2003708,-1629913,-698710,,153519,-264272,,289038,-410972,,-298922,3141009,-297094,56705,9426179,-148159,1149643
2025-12-27,3037547,,,2050397,1754338,-2386875,-8075,200441,1761382,972815,-340936,,1035513,83136,,318406,176563,,146037,1960737,-643221,530532,-2114180,68760,-169508
2025-12-28,3073366,,,-246392,3649157,2726321,7868,379201,2938888,903066,33006,,49792,280512,,487133,317425,,226323,-6328060,676752,-254873,1854470,145409,481967
2025-12-29,5530198,,,226007,2085057,45924,-3372,4635,376842,1162710,471282,,27158,34412,,-105845,156886,,35021,320387,187229,-742577,-2004621,87043,2640
2025-12-30,-657092,,,10984993,-3529828,-5665969,-16087,-553993,-1510684,3103501,-1117483,,-666085,-368887,,-305251,2397189,,-269350,-708906,-71266,-539085,-2082577,-275453,-1052363
2025-12-31,352865,,,3156224,886786,975107,8757,801342,-224187,-2182103,672213,,-22988008,579659,,214402,595222,,449770,586208,-13778,-3049523,-125409,247617,-53650
2026-01-01,-663032,,,-11790170,-3632001,1932531,-13810,-498168,-1774212,-767374,-577350,,-930615,-229845,,-277586,-297925,,-173817,646359,-1031569,3170352,-461996,-121269,-229600
2026-01-02,7998641,,,2474538,5504706,1708717,16287,762252,3909526,1035523,519259,,10707,529342,,1244123,626170,,397847,1105377,2156079,691674,603224,254749,-917505
2026-01-03,13300079,,405059,2753629,19524672,10704472,41565,1359221,7371004,1646642,1657477,,-173933,831305,,1483794,963277,,814406,-335958,1395298,-37811,452039,360744,3052019
2026-01-04,10368617,,-203577,-291372,-758099,-964810,3841,433388,1408775,599939,1420893,,-9522,593145,,316280,553617,,496665,3621823,418770,359262,291393,250464,247094
