date,UTXO Count
2012-09-25,2349036
2012-09-26,2356400
2012-09-27,2367710
2012-09-28,2379931
2012-09-29,2387613
2012-09-30,2396231
2012-10-01,2415366
2012-10-02,2416721
2012-10-03,2414497
2012-10-04,2416053
2012-10-05,2427459
2012-10-06,2433290
2012-10-07,2444830
2012-10-08,2459636
2012-10-09,2470950
2012-10-10,2484131
2012-10-11,2495676
2012-10-12,2511521
2012-10-13,2523252
2012-10-14,2536585
2012-10-15,2547537
2012-10-16,2560552
2012-10-17,2571536
2012-10-18,2579320
2012-10-19,2584360
2012-10-20,2593505
2012-10-21,2608016
2012-10-22,2622025
2012-10-23,2628926
2012-10-24,2643229
2012-10-25,2647417
2012-10-26,2655032
2012-10-27,2662175
2012-10-28,2669593
2012-10-29,2671058
2012-10-30,2681547
2012-10-31,2687868
2012-11-01,2695566
2012-11-02,2706052
2012-11-03,2717152
2012-11-04,2721629
2012-11-05,2729187
2012-11-06,2738587
2012-11-07,2746878
2012-11-08,2757188
2012-11-09,2768678
2012-11-10,2773776
2012-11-11,2785265
2012-11-12,2793387
2012-11-13,2799611
2012-11-14,2809020
2012-11-15,2820436
2012-11-16,2827127
2012-11-17,2872441
2012-11-18,2881815
2012-11-19,2890004
2012-11-20,2900142
2012-11-21,2904345
2012-11-22,2914809
2012-11-23,2921906
2012-11-24,2932238
2012-11-25,2938790
2012-11-26,2945576
2012-11-27,2951117
2012-11-28,2960891
2012-11-29,2966695
2012-11-30,2977478
2012-12-01,2985346
2012-12-02,2992951
2012-12-03,2997788
2012-12-04,3001643
2012-12-05,3002780
2012-12-06,3008867
2012-12-07,3013341
2012-12-08,3022886
2012-12-09,3026011
2012-12-10,3040044
2012-12-11,3057443
2012-12-12,3064116
2012-12-13,3063432
2012-12-14,3070668
2012-12-15,3078479
2012-12-16,3089406
2012-12-17,3104143
2012-12-18,3124067
2012-12-19,3132722
2012-12-20,3136928
2012-12-21,3141236
2012-12-22,3157142
2012-12-23,3167383
2012-12-24,3167940
2012-12-25,3179987
2012-12-26,3179290
2012-12-27,3186332
2012-12-28,3199357
2012-12-29,3207664
2012-12-30,3225232
2012-12-31,3235029
2013-01-01,3247297
2013-01-02,3262506
2013-01-03,3277036
2013-01-04,3287340
2013-01-05,3303604
2013-01-06,3317905
2013-01-07,3331008
2013-01-08,3326020
2013-01-09,3333935
2013-01-10,3341689
2013-01-11,3356778
2013-01-12,3368196
2013-01-13,3374752
2013-01-14,3380925
2013-01-15,3397700
2013-01-16,3406170
2013-01-17,3410137
2013-01-18,3417001
2013-01-19,3427616
2013-01-20,3437074
2013-01-21,3441722
2013-01-22,3442867
2013-01-23,3451448
2013-01-24,3445175
2013-01-25,3451176
2013-01-26,3459230
2013-01-27,3472010
2013-01-28,3483218
2013-01-29,3488954
2013-01-30,3494459
2013-01-31,3502664
2013-02-01,3515867
2013-02-02,3523081
2013-02-03,3531770
2013-02-04,3539418
2013-02-05,3550661
2013-02-06,3562132
2013-02-07,3572546
2013-02-08,3581374
2013-02-09,3591932
2013-02-10,3602463
2013-02-11,3610050
2013-02-12,3615181
2013-02-13,3621918
2013-02-14,3624099
2013-02-15,3628599
2013-02-16,3641947
2013-02-17,3652282
2013-02-18,3663625
2013-02-19,3670778
2013-02-20,3675007
2013-02-21,3685214
2013-02-22,3696837
2013-02-23,3705127
2013-02-24,3717407
2013-02-25,3728507
2013-02-26,3739082
2013-02-27,3751444
2013-02-28,3764023
2013-03-01,3776268
2013-03-02,3783753
2013-03-03,3794200
2013-03-04,3803947
2013-03-05,3806616
2013-03-06,3807086
2013-03-07,3806451
2013-03-08,3814559
2013-03-09,3817585
2013-03-10,3835124
2013-03-11,3846650
2013-03-12,3853276
2013-03-13,3867766
2013-03-14,3883393
2013-03-15,3910390
2013-03-16,3933354
2013-03-17,3945777
2013-03-18,3956976
2013-03-19,3962849
2013-03-20,3975852
2013-03-21,3983582
2013-03-22,3995549
2013-03-23,4005030
2013-03-24,4022879
2013-03-25,4034768
2013-03-26,4055271
2013-03-27,4072572
2013-03-28,4077029
2013-03-29,4091778
2013-03-30,4081960
2013-03-31,4083914
2013-04-01,4104352
2013-04-02,4132344
2013-04-03,4165024
2013-04-04,4192188
2013-04-05,4217616
2013-04-06,4248709
2013-04-07,4276062
2013-04-08,4321532
2013-04-09,4341899
2013-04-10,4358550
2013-04-11,4380042
2013-04-12,4407099
2013-04-13,4437749
2013-04-14,4468122
2013-04-15,4520186
2013-04-16,4553037
2013-04-17,4600205
2013-04-18,4623324
2013-04-19,4661504
2013-04-20,4688452
2013-04-21,4718533
2013-04-22,4771087
2013-04-23,4803263
2013-04-24,4833013
2013-04-25,4868502
2013-04-26,4906013
2013-04-27,4942416
2013-04-28,5024586
2013-04-29,5074308
2013-04-30,5094578
2013-05-01,5128076
2013-05-02,5164387
2013-05-03,5193277
2013-05-04,5253300
2013-05-05,5290853
2013-05-06,5334350
2013-05-07,5396834
2013-05-08,5463906
2013-05-09,5500823
2013-05-10,5556618
2013-05-11,5589787
2013-05-12,5630982
2013-05-13,5678096
2013-05-14,5717200
2013-05-15,5754844
2013-05-16,5816201
2013-05-17,5836868
2013-05-18,5851893
2013-05-19,5877387
2013-05-20,5923658
2013-05-21,5956180
2013-05-22,5985366
2013-05-23,6007671
2013-05-24,6029863
2013-05-25,6045068
2013-05-26,6064373
2013-05-27,6090479
2013-05-28,6109087
2013-05-29,6126734
2013-05-30,6145480
2013-05-31,6161593
2013-06-01,6174751
2013-06-02,6191449
2013-06-03,6205502
2013-06-04,6219246
2013-06-05,6249638
2013-06-06,6261255
2013-06-07,6269389
2013-06-08,6280354
2013-06-09,6287244
2013-06-10,6298736
2013-06-11,6319509
2013-06-12,6334322
2013-06-13,6347995
2013-06-14,6355163
2013-06-15,6359144
2013-06-16,6364621
2013-06-17,6375295
2013-06-18,6380335
2013-06-19,6390783
2013-06-20,6393363
2013-06-21,6397082
2013-06-22,6406030
2013-06-23,6411271
2013-06-24,6419819
2013-06-25,6426250
2013-06-26,6437733
2013-06-27,6445211
2013-06-28,6452161
2013-06-29,6471226
2013-06-30,6480488
2013-07-01,6489622
2013-07-02,6496786
2013-07-03,6509589
2013-07-04,6517039
2013-07-05,6527004
2013-07-06,6529562
2013-07-07,6539898
2013-07-08,6546790
2013-07-09,6553203
2013-07-10,6575326
2013-07-11,6592890
2013-07-12,6610691
2013-07-13,6619050
2013-07-14,6629627
2013-07-15,6639033
2013-07-16,6649923
2013-07-17,6658631
2013-07-18,6665893
2013-07-19,6676817
2013-07-20,6688987
2013-07-21,6696463
2013-07-22,6703799
2013-07-23,6714803
2013-07-24,6725834
2013-07-25,6727500
2013-07-26,6733481
2013-07-27,6738416
2013-07-28,6743394
2013-07-29,6748275
2013-07-30,6753023
2013-07-31,6752371
2013-08-01,6792472
2013-08-02,6800656
2013-08-03,6801429
2013-08-04,6801162
2013-08-05,6809624
2013-08-06,6816510
2013-08-07,6829172
2013-08-08,6834007
2013-08-09,6841452
2013-08-10,6849636
2013-08-11,6853781
2013-08-12,6848818
2013-08-13,6837379
2013-08-14,6832596
2013-08-15,6839174
2013-08-16,6843537
2013-08-17,6850355
2013-08-18,6857691
2013-08-19,6864361
2013-08-20,6868763
2013-08-21,6873465
2013-08-22,6884882
2013-08-23,6883145
2013-08-24,6886215
2013-08-25,6881347
2013-08-26,6887074
2013-08-27,6881178
2013-08-28,6891664
2013-08-29,6904030
2013-08-30,6909535
2013-08-31,6935209
2013-09-01,6945364
2013-09-02,6955511
2013-09-03,6949769
2013-09-04,6953579
2013-09-05,6965862
2013-09-06,6974209
2013-09-07,6984857
2013-09-08,6990440
2013-09-09,6998040
2013-09-10,7003432
2013-09-11,7015862
2013-09-12,7023376
2013-09-13,7035000
2013-09-14,7043841
2013-09-15,7043969
2013-09-16,7041829
2013-09-17,7048921
2013-09-18,7055834
2013-09-19,7069042
2013-09-20,7083338
2013-09-21,7095069
2013-09-22,7107066
2013-09-23,7118431
2013-09-24,7130007
2013-09-25,7146036
2013-09-26,7151841
2013-09-27,7160113
2013-09-28,7166266
2013-09-29,7173609
2013-09-30,7184197
2013-10-01,7199895
2013-10-02,7194379
2013-10-03,7197071
2013-10-04,7212734
2013-10-05,7224454
2013-10-06,7226698
2013-10-07,7228984
2013-10-08,7249083
2013-10-09,7256747
2013-10-10,7267529
2013-10-11,7277271
2013-10-12,7285467
2013-10-13,7294186
2013-10-14,7297423
2013-10-15,7303832
2013-10-16,7313956
2013-10-17,7321542
2013-10-18,7326253
2013-10-19,7322401
2013-10-20,7332021
2013-10-21,7338900
2013-10-22,7344802
2013-10-23,7343653
2013-10-24,7332995
2013-10-25,7332155
2013-10-26,7338047
2013-10-27,7345997
2013-10-28,7353762
2013-10-29,7363111
2013-10-30,7372377
2013-10-31,7382666
2013-11-01,7391888
2013-11-02,7391050
2013-11-03,7392493
2013-11-04,7397748
2013-11-05,7399839
2013-11-06,7389813
2013-11-07,7384051
2013-11-08,7381407
2013-11-09,7382484
2013-11-10,7387497
2013-11-11,7396957
2013-11-12,7415567
2013-11-13,7425550
2013-11-14,7439174
2013-11-15,7457211
2013-11-16,7480529
2013-11-17,7489100
2013-11-18,7491800
2013-11-19,7469566
2013-11-20,7478221
2013-11-21,7448777
2013-11-22,7459664
2013-11-23,7472535
2013-11-24,7476591
2013-11-25,7497201
2013-11-26,7514313
2013-11-27,7520223
2013-11-28,7540350
2013-11-29,7547314
2013-11-30,7571939
2013-12-01,7569746
2013-12-02,7585704
2013-12-03,7607112
2013-12-04,7618773
2013-12-05,7631874
2013-12-06,7657892
2013-12-07,7681367
2013-12-08,7704653
2013-12-09,7742147
2013-12-10,7737273
2013-12-11,7758808
2013-12-12,7781182
2013-12-13,7801098
2013-12-14,7785866
2013-12-15,7778642
2013-12-16,7803723
2013-12-17,7823699
2013-12-18,7833156
2013-12-19,7858406
2013-12-20,7864281
2013-12-21,7884378
2013-12-22,7897646
2013-12-23,7942652
2013-12-24,7964905
2013-12-25,7986791
2013-12-26,7989906
2013-12-27,8015031
2013-12-28,8020917
2013-12-29,8015359
2013-12-30,8052306
2013-12-31,8065785
2014-01-01,8090324
2014-01-02,8104510
2014-01-03,8116779
2014-01-04,8129981
2014-01-05,8132168
2014-01-06,8146519
2014-01-07,8167469
2014-01-08,8201353
2014-01-09,8224525
2014-01-10,8247034
2014-01-11,8264583
2014-01-12,8284968
2014-01-13,8333376
2014-01-14,8349614
2014-01-15,8376921
2014-01-16,8392167
2014-01-17,8423306
2014-01-18,8442047
2014-01-19,8457979
2014-01-20,8491851
2014-01-21,8507371
2014-01-22,8534164
2014-01-23,8551572
2014-01-24,8576406
2014-01-25,8594643
2014-01-26,8611614
2014-01-27,8659003
2014-01-28,8679552
2014-01-29,8704864
2014-01-30,8732888
2014-01-31,8763839
2014-02-01,8793157
2014-02-02,8806400
2014-02-03,8848263
2014-02-04,8872184
2014-02-05,8895623
2014-02-06,8921313
2014-02-07,8933367
2014-02-08,8961981
2014-02-09,8985483
2014-02-10,9028439
2014-02-11,9042101
2014-02-12,8986142
2014-02-13,8993714
2014-02-14,9004472
2014-02-15,9021962
2014-02-16,9041767
2014-02-17,9082098
2014-02-18,9098896
2014-02-19,9118729
2014-02-20,9142921
2014-02-21,9168813
2014-02-22,9194212
2014-02-23,9216509
2014-02-24,9268439
2014-02-25,9288097
2014-02-26,9305928
2014-02-27,9339340
2014-02-28,9331040
2014-03-01,9351041
2014-03-02,9373465
2014-03-03,9411623
2014-03-04,9421190
2014-03-05,9432511
2014-03-06,9454009
2014-03-07,9473776
2014-03-08,9502628
2014-03-09,9539138
2014-03-10,9578555
2014-03-11,9599761
2014-03-12,9617458
2014-03-13,9643497
2014-03-14,9629272
2014-03-15,9647349
2014-03-16,9677736
2014-03-17,9725421
2014-03-18,9747473
2014-03-19,9773079
2014-03-20,9784067
2014-03-21,9783714
2014-03-22,9773141
2014-03-23,9807155
2014-03-24,9848864
2014-03-25,9866890
2014-03-26,9884568
2014-03-27,9894876
2014-03-28,9918375
2014-03-29,9952294
2014-03-30,10009854
2014-03-31,10024369
2014-04-01,10046164
2014-04-02,10063970
2014-04-03,10065571
2014-04-04,10084560
2014-04-05,10103781
2014-04-06,10167520
2014-04-07,10186782
2014-04-08,10198552
2014-04-09,10214629
2014-04-10,10229987
2014-04-11,10244839
2014-04-12,10257680
2014-04-13,10321466
2014-04-14,10328340
2014-04-15,10323326
2014-04-16,10318187
2014-04-17,10328978
2014-04-18,10348036
2014-04-19,10359036
2014-04-20,10418501
2014-04-21,10434307
2014-04-22,10462428
2014-04-23,10481804
2014-04-24,10490882
2014-04-25,10514967
2014-04-26,10526183
2014-04-27,10583090
2014-04-28,10610485
2014-04-29,10620879
2014-04-30,10631225
2014-05-01,10655081
2014-05-02,10676075
2014-05-03,10691224
2014-05-04,10755567
2014-05-05,10774594
2014-05-06,10791650
2014-05-07,10811384
2014-05-08,10824061
2014-05-09,10842224
2014-05-10,10863225
2014-05-11,10933381
2014-05-12,10936621
2014-05-13,10953626
2014-05-14,10968107
2014-05-15,10980732
2014-05-16,10986242
2014-05-17,10983273
2014-05-18,11035412
2014-05-19,11025702
2014-05-20,11033374
2014-05-21,11031383
2014-05-22,11033818
2014-05-23,11042116
2014-05-24,11052197
2014-05-25,11100336
2014-05-26,11104063
2014-05-27,11107665
2014-05-28,11112320
2014-05-29,11123538
2014-05-30,11132402
2014-05-31,11145962
2014-06-01,11189554
2014-06-02,11197018
2014-06-03,11203785
2014-06-04,11222635
2014-06-05,11233107
2014-06-06,11240535
2014-06-07,11261284
2014-06-08,11314060
2014-06-09,11323868
2014-06-10,11330441
2014-06-11,11343536
2014-06-12,11350030
2014-06-13,11367839
2014-06-14,11390297
2014-06-15,11461148
2014-06-16,11470145
2014-06-17,11502092
2014-06-18,11519522
2014-06-19,11527388
2014-06-20,11547869
2014-06-21,11568239
2014-06-22,11633667
2014-06-23,11651713
2014-06-24,11663742
2014-06-25,11682551
2014-06-26,11702300
2014-06-27,11722509
2014-06-28,11732873
2014-06-29,11805742
2014-06-30,11805568
2014-07-01,11799799
2014-07-02,11806909
2014-07-03,11823053
2014-07-04,11842225
2014-07-05,11867856
2014-07-06,11938944
2014-07-07,11964512
2014-07-08,11992059
2014-07-09,11992546
2014-07-10,12003369
2014-07-11,12012813
2014-07-12,12050280
2014-07-13,12119062
2014-07-14,12134187
2014-07-15,12152678
2014-07-16,12165580
2014-07-17,12180180
2014-07-18,12180193
2014-07-19,12195969
2014-07-20,12272681
2014-07-21,12284366
2014-07-22,12289592
2014-07-23,12302847
2014-07-24,12316656
2014-07-25,12333939
2014-07-26,12354166
2014-07-27,12424029
2014-07-28,12436926
2014-07-29,12453380
2014-07-30,12461388
2014-07-31,12468993
2014-08-01,12492050
2014-08-02,12509775
2014-08-03,12581998
2014-08-04,12575781
2014-08-05,12588330
2014-08-06,12605701
2014-08-07,12617220
2014-08-08,12622370
2014-08-09,12637516
2014-08-10,12706618
2014-08-11,12722380
2014-08-12,12742238
2014-08-13,12740383
2014-08-14,12736758
2014-08-15,12739813
2014-08-16,12692487
2014-08-17,12775791
2014-08-18,12794568
2014-08-19,12813157
2014-08-20,12829767
2014-08-21,12852698
2014-08-22,12865149
2014-08-23,12880720
2014-08-24,12964925
2014-08-25,12977847
2014-08-26,12983084
2014-08-27,12981795
2014-08-28,13018443
2014-08-29,13034604
2014-08-30,13062909
2014-08-31,13129429
2014-09-01,13166441
2014-09-02,13173530
2014-09-03,13174989
2014-09-04,13186667
2014-09-05,13200398
2014-09-06,13218035
2014-09-07,13345529
2014-09-08,13355969
2014-09-09,13335933
2014-09-10,13299786
2014-09-11,13317015
2014-09-12,13329353
2014-09-13,13349372
2014-09-14,13458518
2014-09-15,13451218
2014-09-16,13448997
2014-09-17,13456043
2014-09-18,13468939
2014-09-19,13472882
2014-09-20,13481773
2014-09-21,13587992
2014-09-22,13597439
2014-09-23,13606184
2014-09-24,13633683
2014-09-25,13651010
2014-09-26,13663325
2014-09-27,13685938
2014-09-28,13801802
2014-09-29,13794744
2014-09-30,13815266
2014-10-01,13856128
2014-10-02,13866195
2014-10-03,13923281
2014-10-04,13937993
2014-10-05,14048182
2014-10-06,14053298
2014-10-07,14061303
2014-10-08,14062682
2014-10-09,14070765
2014-10-10,14091702
2014-10-11,14106425
2014-10-12,14210578
2014-10-13,14228933
2014-10-14,14211957
2014-10-15,14227013
2014-10-16,14229994
2014-10-17,14232237
2014-10-18,14255325
2014-10-19,14361979
2014-10-20,14364003
2014-10-21,14366496
2014-10-22,14378361
2014-10-23,14373232
2014-10-24,14378087
2014-10-25,14453191
2014-10-26,14501410
2014-10-27,14520384
2014-10-28,14530055
2014-10-29,14544371
2014-10-30,14556497
2014-10-31,14559050
2014-11-01,14573813
2014-11-02,14701688
2014-11-03,14697621
2014-11-04,14700250
2014-11-05,14706690
2014-11-06,14699697
2014-11-07,14676325
2014-11-08,14673774
2014-11-09,14792124
2014-11-10,14796115
2014-11-11,14791060
2014-11-12,14794557
2014-11-13,14782345
2014-11-14,14814481
2014-11-15,14826399
2014-11-16,14940338
2014-11-17,14924125
2014-11-18,14934176
2014-11-19,14947478
2014-11-20,14952206
2014-11-21,14958901
2014-11-22,14980482
2014-11-23,15106334
2014-11-24,15104867
2014-11-25,15095460
2014-11-26,15102621
2014-11-27,15116003
2014-11-28,15123203
2014-11-29,15130708
2014-11-30,15235973
2014-12-01,15241443
2014-12-02,15242677
2014-12-03,15250075
2014-12-04,15249989
2014-12-05,15299030
2014-12-06,15308517
2014-12-07,15433611
2014-12-08,15422757
2014-12-09,15422265
2014-12-10,15430185
2014-12-11,15438942
2014-12-12,15469285
2014-12-13,15473983
2014-12-14,15591961
2014-12-15,15594192
2014-12-16,15597364
2014-12-17,15593783
2014-12-18,15609687
2014-12-19,15629194
2014-12-20,15690675
2014-12-21,15746454
2014-12-22,15745099
2014-12-23,15728696
2014-12-24,15730244
2014-12-25,15746928
2014-12-26,15767932
2014-12-27,15797809
2014-12-28,15904108
2014-12-29,15892359
2014-12-30,15908393
2014-12-31,15916304
2015-01-01,15925521
2015-01-02,15971647
2015-01-03,16031975
2015-01-04,16076013
2015-01-05,16083105
2015-01-06,16079992
2015-01-07,16079809
2015-01-08,16092874
2015-01-09,16125223
2015-01-10,16219210
2015-01-11,16272031
2015-01-12,16272379
2015-01-13,16264835
2015-01-14,16266506
2015-01-15,16288755
2015-01-16,16322567
2015-01-17,16425567
2015-01-18,16475579
2015-01-19,16487536
2015-01-20,16499994
2015-01-21,16509522
2015-01-22,16496265
2015-01-23,16510330
2015-01-24,16519694
2015-01-25,16652123
2015-01-26,16643996
2015-01-27,16641026
2015-01-28,16630226
2015-01-29,16652293
2015-01-30,16675049
2015-01-31,16758012
2015-02-01,16807634
2015-02-02,16807908
2015-02-03,16814623
2015-02-04,16833914
2015-02-05,16828410
2015-02-06,16875634
2015-02-07,16879952
2015-02-08,17022508
2015-02-09,17018123
2015-02-10,17024929
2015-02-11,17034922
2015-02-12,17110780
2015-02-13,17284586
2015-02-14,17288647
2015-02-15,17412589
2015-02-16,17453080
2015-02-17,17550812
2015-02-18,17553662
2015-02-19,17560391
2015-02-20,17534523
2015-02-21,17584323
2015-02-22,17638419
2015-02-23,17662803
2015-02-24,17662902
2015-02-25,17665233
2015-02-26,17666693
2015-02-27,17661130
2015-02-28,17691244
2015-03-01,17742823
2015-03-02,17728773
2015-03-03,17707234
2015-03-04,17706425
2015-03-05,17674267
2015-03-06,17638755
2015-03-07,17689217
2015-03-08,17739034
2015-03-09,17733317
2015-03-10,17706942
2015-03-11,17665768
2015-03-12,17609551
2015-03-13,17616527
2015-03-14,17681607
2015-03-15,17760830
2015-03-16,17777680
2015-03-17,17793510
2015-03-18,17780289
2015-03-19,17755909
2015-03-20,17780875
2015-03-21,17841098
2015-03-22,17899812
2015-03-23,17928934
2015-03-24,17930505
2015-03-25,17943525
2015-03-26,17953494
2015-03-27,17977103
2015-03-28,18015642
2015-03-29,18087834
2015-03-30,18094028
2015-03-31,18120425
2015-04-01,18127618
2015-04-02,18143227
2015-04-03,18123558
2015-04-04,18185128
2015-04-05,18249824
2015-04-06,18257830
2015-04-07,18258453
2015-04-08,18271048
2015-04-09,18279861
2015-04-10,18309112
2015-04-11,18382333
2015-04-12,18453589
2015-04-13,18454052
2015-04-14,18463270
2015-04-15,18466126
2015-04-16,18481892
2015-04-17,18504510
2015-04-18,18574426
2015-04-19,18635305
2015-04-20,18657186
2015-04-21,18648747
2015-04-22,18661559
2015-04-23,18675122
2015-04-24,18656438
2015-04-25,18734877
2015-04-26,18797510
2015-04-27,18806588
2015-04-28,18807896
2015-04-29,18808163
2015-04-30,18806519
2015-05-01,18824654
2015-05-02,18910145
2015-05-03,18972561
2015-05-04,18983586
2015-05-05,18997033
2015-05-06,19020081
2015-05-07,19034375
2015-05-08,19108929
2015-05-09,19136150
2015-05-10,19184791
2015-05-11,19193914
2015-05-12,19200923
2015-05-13,19218658
2015-05-14,19233338
2015-05-15,19260492
2015-05-16,19340437
2015-05-17,19380301
2015-05-18,19405275
2015-05-19,19405383
2015-05-20,19428775
2015-05-21,19455817
2015-05-22,19478970
2015-05-23,19514280
2015-05-24,19618773
2015-05-25,19650532
2015-05-26,19669803
2015-05-27,19655095
2015-05-28,19653954
2015-05-29,19685944
2015-05-30,19782512
2015-05-31,19852100
2015-06-01,19862105
2015-06-02,19861977
2015-06-03,19878423
2015-06-04,19896550
2015-06-05,19919228
2015-06-06,20008707
2015-06-07,20050877
2015-06-08,20056800
2015-06-09,20060517
2015-06-10,20065057
2015-06-11,20077611
2015-06-12,20102331
2015-06-13,20153363
2015-06-14,20207149
2015-06-15,20238971
2015-06-16,20284222
2015-06-17,20345012
2015-06-18,20490264
2015-06-19,20553468
2015-06-20,20592913
2015-06-21,20664893
2015-06-22,20708665
2015-06-23,20704764
2015-06-24,20718176
2015-06-25,20725098
2015-06-26,20748371
2015-06-27,20816297
2015-06-28,20867643
2015-06-29,20867887
2015-06-30,21247268
2015-07-01,21175927
2015-07-02,21184521
2015-07-03,21194808
2015-07-04,21246282
2015-07-05,21306933
2015-07-06,21635015
2015-07-07,22081172
2015-07-08,23158702
2015-07-09,23513596
2015-07-10,23948462
2015-07-11,24993055
2015-07-12,25694931
2015-07-13,25994129
2015-07-14,25716157
2015-07-15,25460313
2015-07-16,25244190
2015-07-17,25010617
2015-07-18,24846115
2015-07-19,24716035
2015-07-20,24703675
2015-07-21,24711299
2015-07-22,24688669
2015-07-23,24692444
2015-07-24,24674083
2015-07-25,24690637
2015-07-26,24840366
2015-07-27,25006026
2015-07-28,25089715
2015-07-29,26145866
2015-07-30,26947712
2015-07-31,28197111
2015-08-01,29344860
2015-08-02,29592919
2015-08-03,29680999
2015-08-04,30578834
2015-08-05,31581687
2015-08-06,32708313
2015-08-07,32957191
2015-08-08,33000177
2015-08-09,33057402
2015-08-10,33003549
2015-08-11,32979229
2015-08-12,32989752
2015-08-13,32981148
2015-08-14,32984599
2015-08-15,33025641
2015-08-16,33090932
2015-08-17,33097714
2015-08-18,33093011
2015-08-19,33095363
2015-08-20,33109921
2015-08-21,33133048
2015-08-22,33193093
2015-08-23,33260253
2015-08-24,33246281
2015-08-25,33262680
2015-08-26,33288413
2015-08-27,33321424
2015-08-28,33345602
2015-08-29,33415097
2015-08-30,33487316
2015-08-31,33488134
2015-09-01,33497724
2015-09-02,35213824
2015-09-03,35339261
2015-09-04,35361801
2015-09-05,35440069
2015-09-06,35502422
2015-09-07,35511003
2015-09-08,35360771
2015-09-09,35089452
2015-09-10,34728792
2015-09-11,34516032
2015-09-12,34356594
2015-09-13,34253072
2015-09-14,33967005
2015-09-15,33700584
2015-09-16,33510000
2015-09-17,33336222
2015-09-18,33309049
2015-09-19,33322714
2015-09-20,33472877
2015-09-21,33455258
2015-09-22,33494466
2015-09-23,33466522
2015-09-24,33470686
2015-09-25,33469006
2015-09-26,33498975
2015-09-27,33538908
2015-09-28,33526844
2015-09-29,33498542
2015-09-30,33500018
2015-10-01,33513493
2015-10-02,33514618
2015-10-03,33528994
2015-10-04,33645901
2015-10-05,33652364
2015-10-06,33621532
2015-10-07,33471925
2015-10-08,33333365
2015-10-09,33218599
2015-10-10,33036533
2015-10-11,32939002
2015-10-12,32839420
2015-10-13,32777349
2015-10-14,32710272
2015-10-15,32675193
2015-10-16,32637026
2015-10-17,32650701
2015-10-18,32637217
2015-10-19,32591260
2015-10-20,32570004
2015-10-21,32561698
2015-10-22,32549343
2015-10-23,32520506
2015-10-24,32582207
2015-10-25,32566455
2015-10-26,32492627
2015-10-27,32487506
2015-10-28,32466405
2015-10-29,32426122
2015-10-30,32424059
2015-10-31,32480416
2015-11-01,32524623
2015-11-02,32485009
2015-11-03,32458735
2015-11-04,32383680
2015-11-05,32345604
2015-11-06,32386692
2015-11-07,32392534
2015-11-08,32440600
2015-11-09,32431799
2015-11-10,32418045
2015-11-11,32402767
2015-11-12,32422676
2015-11-13,32447720
2015-11-14,32528092
2015-11-15,32601674
2015-11-16,32568407
2015-11-17,32584774
2015-11-18,32598787
2015-11-19,32589566
2015-11-20,32584599
2015-11-21,32612156
2015-11-22,32661231
2015-11-23,32617077
2015-11-24,32655053
2015-11-25,32645059
2015-11-26,32602906
2015-11-27,32590461
2015-11-28,32676340
2015-11-29,32637001
2015-11-30,32663236
2015-12-01,32658845
2015-12-02,32630206
2015-12-03,32558651
2015-12-04,32558940
2015-12-05,32619509
2015-12-06,32685648
2015-12-07,32669638
2015-12-08,32676577
2015-12-09,32662445
2015-12-10,32659699
2015-12-11,32688673
2015-12-12,32722298
2015-12-13,32814933
2015-12-14,32773951
2015-12-15,32815836
2015-12-16,32822295
2015-12-17,32840887
2015-12-18,32863887
2015-12-19,32974148
2015-12-20,33073475
2015-12-21,33099358
2015-12-22,33129390
2015-12-23,33137403
2015-12-24,33176596
2015-12-25,33225324
2015-12-26,33299261
2015-12-27,33346207
2015-12-28,33344336
2015-12-29,33321512
2015-12-30,33350712
2015-12-31,33347007
2016-01-01,33378941
2016-01-02,33409285
2016-01-03,33499869
2016-01-04,33494101
2016-01-05,33498991
2016-01-06,33482555
2016-01-07,33520167
2016-01-08,33504135
2016-01-09,33582064
2016-01-10,33648312
2016-01-11,33630298
2016-01-12,33676652
2016-01-13,33665026
2016-01-14,33683449
2016-01-15,33692005
2016-01-16,33715135
2016-01-17,33841273
2016-01-18,33849989
2016-01-19,33815076
2016-01-20,33748435
2016-01-21,33780454
2016-01-22,33763604
2016-01-23,33839971
2016-01-24,33929823
2016-01-25,33955889
2016-01-26,33985031
2016-01-27,34006655
2016-01-28,34011511
2016-01-29,33993242
2016-01-30,34057960
2016-01-31,34127196
2016-02-01,34042078
2016-02-02,33958449
2016-02-03,33859297
2016-02-04,33860112
2016-02-05,33883944
2016-02-06,33977870
2016-02-07,34141378
2016-02-08,34181651
2016-02-09,34218575
2016-02-10,34246195
2016-02-11,34223633
2016-02-12,34256343
2016-02-13,34298177
2016-02-14,34382679
2016-02-15,34406666
2016-02-16,34443509
2016-02-17,34483830
2016-02-18,34519855
2016-02-19,34528940
2016-02-20,34589228
2016-02-21,34692915
2016-02-22,34784290
2016-02-23,34823101
2016-02-24,34842921
2016-02-25,34813022
2016-02-26,34831861
2016-02-27,34871034
2016-02-28,34957774
2016-02-29,35045447
2016-03-01,35122351
2016-03-02,35092757
2016-03-03,35138681
2016-03-04,35059056
2016-03-05,35072881
2016-03-06,35100100
2016-03-07,35106086
2016-03-08,35145490
2016-03-09,34997664
2016-03-10,34991184
2016-03-11,35015583
2016-03-12,35045167
2016-03-13,35111071
2016-03-14,35082652
2016-03-15,35078278
2016-03-16,35094476
2016-03-17,35138810
2016-03-18,35184161
