date,Block Size (Mean)
2011-11-27,18073.23684211
2011-11-28,20132.2519685
2011-11-29,21789.47826087
2011-11-30,20404.75925926
2011-12-01,16286.32417582
2011-12-02,18543.02054795
2011-12-03,16359.59210526
2011-12-04,16878.77205882
2011-12-05,16507.11392405
2011-12-06,19813.32748538
2011-12-07,19470.63043478
2011-12-08,16858.40243902
2011-12-09,16082.65986395
2011-12-10,16485.64583333
2011-12-11,17566.63157895
2011-12-12,18983.52755906
2011-12-13,18647.5530303
2011-12-14,15678.41176471
2011-12-15,17242.88392857
2011-12-16,19871.04237288
2011-12-17,14532.33333333
2011-12-18,13469.56944444
2011-12-19,17311.61006289
2011-12-20,24973.19402985
2011-12-21,16324.87919463
2011-12-22,17318.93918919
2011-12-23,16640.72535211
2011-12-24,13361.64137931
2011-12-25,12890.33908046
2011-12-26,13740.98870056
2011-12-27,16132.5862069
2011-12-28,14357.63870968
2011-12-29,16804.39130435
2011-12-30,14956.6971831
2011-12-31,16242.64238411
2012-01-01,17072.94771242
2012-01-02,19120.74834437
2012-01-03,18211.79245283
2012-01-04,19350.61073826
2012-01-05,24677.2585034
2012-01-06,21752.60818713
2012-01-07,16700.7173913
2012-01-08,20421.21472393
2012-01-09,20391.26219512
2012-01-10,29670.55319149
2012-01-11,27516.2745098
2012-01-12,20203.4
2012-01-13,21760.32857143
2012-01-14,19971.5
2012-01-15,20883.56115108
2012-01-16,19703.88
2012-01-17,19576.12101911
2012-01-18,24815.5546875
2012-01-19,21241.60666667
2012-01-20,20875.13793103
2012-01-21,18315.49390244
2012-01-22,16622.92647059
2012-01-23,15229.03529412
2012-01-24,24098.34532374
2012-01-25,25041.81756757
2012-01-26,22095.33333333
2012-01-27,21382.06382979
2012-01-28,19138.64137931
2012-01-29,17987.38323353
2012-01-30,15792.49418605
2012-01-31,21926.06666667
2012-02-01,20862.95035461
2012-02-02,21700.85534591
2012-02-03,20770.41139241
2012-02-04,21104.42675159
2012-02-05,21271.93661972
2012-02-06,18749.71232877
2012-02-07,22141.68613139
2012-02-08,21141.27586207
2012-02-09,23220.68965517
2012-02-10,27532.58695652
2012-02-11,23164.47333333
2012-02-12,19618.48734177
2012-02-13,26395.70072993
2012-02-14,31891.60869565
2012-02-15,30038.8358209
2012-02-16,32552.29710145
2012-02-17,18808.04605263
2012-02-18,16335.32748538
2012-02-19,16500.19620253
2012-02-20,19114.28571429
2012-02-21,22962.34108527
2012-02-22,19583.63522013
2012-02-23,22571.12650602
2012-02-24,22268.43624161
2012-02-25,18166.11515152
2012-02-26,18015.96666667
2012-02-27,19568.37012987
2012-02-28,19341.71875
2012-02-29,17044.44134078
2012-03-01,22687.86754967
2012-03-02,28036.97761194
2012-03-03,20243.14159292
2012-03-04,21531.24087591
2012-03-05,24393.13793103
2012-03-06,23387.75912409
2012-03-07,19233.55844156
2012-03-08,19947.96153846
2012-03-09,18711.69047619
2012-03-10,18333.09090909
2012-03-11,19407.2238806
2012-03-12,17901.70481928
2012-03-13,24804.0625
2012-03-14,26125.83941606
2012-03-15,25083.29752066
2012-03-16,20211.13071895
2012-03-17,18140.82941176
2012-03-18,16375.30625
2012-03-19,21142.56643357
2012-03-20,19019.8375
2012-03-21,19624.46202532
2012-03-22,19239.46835443
2012-03-23,21414.64285714
2012-03-24,14808.64673913
2012-03-25,18064.42675159
2012-03-26,21100.0
2012-03-27,19537.62820513
2012-03-28,22284.72666667
2012-03-29,23847.58156028
2012-03-30,20375.17532468
2012-03-31,16175.97058824
2012-04-01,18527.54225352
2012-04-02,26457.32758621
2012-04-03,27281.0
2012-04-04,23483.11678832
2012-04-05,29920.96581197
2012-04-06,25429.26470588
2012-04-07,21153.82170543
2012-04-08,17925.52666667
2012-04-09,20195.19178082
2012-04-10,25337.86394558
2012-04-11,26322.07092199
2012-04-12,29487.81102362
2012-04-13,26308.5203252
2012-04-14,25366.86330935
2012-04-15,29618.25233645
2012-04-16,27426.71333333
2012-04-17,29034.8
2012-04-18,32986.23076923
2012-04-19,23639.26751592
2012-04-20,28227.83116883
2012-04-21,22202.83116883
2012-04-22,21182.45714286
2012-04-23,24876.43703704
2012-04-24,25038.50724638
2012-04-25,27349.31496063
2012-04-26,27404.34193548
2012-04-27,25039.4962963
2012-04-28,21932.69078947
2012-04-29,18960.76536313
2012-04-30,23396.83240223
2012-05-01,28175.13529412
2012-05-02,31534.72
2012-05-03,38952.29936306
2012-05-04,39096.9068323
2012-05-05,34146.86826347
2012-05-06,34706.84756098
2012-05-07,47653.87058824
2012-05-08,44218.44318182
2012-05-09,47815.96385542
2012-05-10,41772.41085271
2012-05-11,59616.92307692
2012-05-12,61847.9765625
2012-05-13,45954.41428571
2012-05-14,89571.45323741
2012-05-15,77342.38461538
2012-05-16,70706.33057851
2012-05-17,67950.60344828
2012-05-18,75677.13793103
2012-05-19,104611.25503356
2012-05-20,99350.21014493
2012-05-21,110299.3015873
2012-05-22,90723.80869565
2012-05-23,93874.20769231
2012-05-24,94541.536
2012-05-25,104401.92561983
2012-05-26,71027.32394366
2012-05-27,72797.69811321
2012-05-28,93353.11971831
2012-05-29,105559.26984127
2012-05-30,88137.30534351
2012-05-31,68906.98550725
2012-06-01,79549.78289474
2012-06-02,36229.2
2012-06-03,95961.94117647
2012-06-04,130250.8516129
2012-06-05,128158.6462585
2012-06-06,47840.64052288
2012-06-07,104517.70503597
2012-06-08,78387.43262411
2012-06-09,84980.92982456
2012-06-10,102712.28313253
2012-06-11,100672.4
2012-06-12,58884.15384615
2012-06-13,161133.25333333
2012-06-14,179401.38461538
2012-06-15,154256.53459119
2012-06-16,125339.02564103
2012-06-17,114087.10365854
2012-06-18,99843.48
2012-06-19,112881.17006803
2012-06-20,105262.23448276
2012-06-21,92688.94117647
2012-06-22,80673.5
2012-06-23,64220.50609756
2012-06-24,78320.02290076
2012-06-25,83111.57142857
2012-06-26,88551.68456376
2012-06-27,82810.86503067
2012-06-28,85466.89781022
2012-06-29,65639.50684932
2012-06-30,72143.51515152
2012-07-01,56680.72535211
2012-07-02,68607.48684211
2012-07-03,60458.3
2012-07-04,67597.36
2012-07-05,67813.11805556
2012-07-06,68159.56774194
2012-07-07,64042.87951807
2012-07-08,59263.66666667
2012-07-09,67203.47239264
2012-07-10,101745.26666667
2012-07-11,103233.67164179
2012-07-12,71337.96666667
2012-07-13,70798.3190184
2012-07-14,61524.22360248
2012-07-15,81751.92142857
2012-07-16,94391.51333333
2012-07-17,91361.98255814
2012-07-18,97539.78709677
2012-07-19,107300.11851852
2012-07-20,111198.89864865
2012-07-21,105447.62411348
2012-07-22,91804.86451613
2012-07-23,97733.26241135
2012-07-24,76612.27950311
2012-07-25,71684.36875
2012-07-26,79078.23076923
2012-07-27,62916.73033708
2012-07-28,94184.73202614
2012-07-29,88410.36746988
2012-07-30,89554.20454545
2012-07-31,137382.72307692
2012-08-01,98965.26865672
2012-08-02,87116.84848485
2012-08-03,73008.24074074
2012-08-04,81569.45512821
2012-08-05,98393.97122302
2012-08-06,102267.35714286
2012-08-07,71238.25
2012-08-08,99368.28313253
2012-08-09,77006.28823529
2012-08-10,73791.17948718
2012-08-11,78008.52380952
2012-08-12,88476.34591195
2012-08-13,127556.3625
2012-08-14,94921.85987261
2012-08-15,144116.05389222
2012-08-16,127898.2987013
2012-08-17,126099.76811594
2012-08-18,100679.8013245
2012-08-19,100175.84615385
2012-08-20,91681.54597701
2012-08-21,99018.52023121
2012-08-22,100371.6474359
2012-08-23,77100.08484848
2012-08-24,87632.49324324
2012-08-25,98860.15942029
2012-08-26,68306.92178771
2012-08-27,95150.33103448
2012-08-28,83606.78807947
2012-08-29,81827.78571429
2012-08-30,91516.5974026
2012-08-31,118403.7
2012-09-01,104102.19254658
2012-09-02,86587.28658537
2012-09-03,103753.14649682
2012-09-04,116097.83006536
2012-09-05,99223.65
2012-09-06,104186.36842105
2012-09-07,83443.64880952
2012-09-08,92160.13103448
2012-09-09,81183.12578616
2012-09-10,95204.53333333
2012-09-11,111399.26206897
2012-09-12,78132.69677419
2012-09-13,100090.12307692
2012-09-14,99917.36419753
2012-09-15,81385.99305556
2012-09-16,81232.75776398
2012-09-17,64597.64880952
2012-09-18,85415.50299401
2012-09-19,99648.45390071
2012-09-20,85107.36184211
2012-09-21,81455.31952663
2012-09-22,72497.2611465
2012-09-23,80852.14556962
2012-09-24,85708.61437908
2012-09-25,70968.05035971
2012-09-26,103247.22857143
2012-09-27,77714.98136646
2012-09-28,93320.3164557
2012-09-29,67540.70238095
2012-09-30,63587.54716981
2012-10-01,95109.42748092
2012-10-02,104430.10958904
2012-10-03,101981.22556391
2012-10-04,119686.99236641
2012-10-05,117130.66176471
2012-10-06,99661.47096774
2012-10-07,130167.312
2012-10-08,97029.1741573
2012-10-09,115115.85915493
2012-10-10,95408.31543624
2012-10-11,91263.95652174
2012-10-12,89739.69127517
2012-10-13,102925.07432432
2012-10-14,102261.78740157
2012-10-15,86268.29585799
2012-10-16,104634.05806452
2012-10-17,111804.57746479
2012-10-18,92154.85987261
2012-10-19,93911.65925926
2012-10-20,92766.49367089
2012-10-21,114870.05590062
2012-10-22,120052.87898089
2012-10-23,121311.83076923
2012-10-24,94888.82098765
2012-10-25,92771.69230769
2012-10-26,65762.72727273
2012-10-27,46227.22285714
2012-10-28,52922.8253012
2012-10-29,72405.01265823
2012-10-30,97116.65034965
2012-10-31,92447.54861111
2012-11-01,80971.04379562
2012-11-02,92732.44055944
2012-11-03,75027.28767123
2012-11-04,74013.75159236
2012-11-05,96567.46875
2012-11-06,108847.53333333
2012-11-07,106407.69426752
2012-11-08,98924.04545455
2012-11-09,77291.88157895
2012-11-10,88831.88888889
2012-11-11,71341.82993197
2012-11-12,83553.0
2012-11-13,87442.3
2012-11-14,93267.0979021
2012-11-15,120568.86764706
2012-11-16,123772.4
2012-11-17,119174.27857143
2012-11-18,105937.38356164
2012-11-19,113961.0
2012-11-20,112477.91836735
2012-11-21,121658.78289474
2012-11-22,99590.38888889
2012-11-23,100192.87730061
2012-11-24,90450.66887417
2012-11-25,118420.26027397
2012-11-26,107951.75796178
2012-11-27,89130.77702703
2012-11-28,99559.38953488
2012-11-29,104866.65060241
2012-11-30,106639.44
2012-12-01,91761.64670659
2012-12-02,68166.85314685
2012-12-03,70422.8707483
2012-12-04,137322.00892857
2012-12-05,134862.59836066
2012-12-06,130736.62773723
2012-12-07,111617.09302326
2012-12-08,105714.22463768
2012-12-09,116813.12698413
2012-12-10,119484.72027972
2012-12-11,118238.21527778
2012-12-12,131017.71538462
2012-12-13,150893.17557252
2012-12-14,168216.86792453
2012-12-15,124239.74137931
2012-12-16,143237.84684685
2012-12-17,131862.05970149
2012-12-18,183036.864
2012-12-19,136948.19014085
2012-12-20,155127.4245283
2012-12-21,153479.65873016
2012-12-22,139518.66013072
2012-12-23,134197.89344262
2012-12-24,135534.39393939
2012-12-25,101059.74193548
2012-12-26,117640.78571429
2012-12-27,131340.40384615
2012-12-28,126688.42011834
2012-12-29,125104.52777778
2012-12-30,115105.25301205
2012-12-31,88550.25949367
2013-01-01,89114.77160494
2013-01-02,114158.38562092
2013-01-03,108105.27160494
2013-01-04,141893.1503268
2013-01-05,118321.9858156
2013-01-06,100689.95862069
2013-01-07,105482.88095238
2013-01-08,149385.64661654
2013-01-09,148418.78461538
2013-01-10,163764.80272109
2013-01-11,187258.68376068
2013-01-12,163180.35245902
2013-01-13,162449.48120301
2013-01-14,127191.74522293
2013-01-15,158378.90909091
2013-01-16,180820.15267176
2013-01-17,200063.90990991
2013-01-18,185283.96694215
2013-01-19,159723.16883117
2013-01-20,140661.27692308
2013-01-21,139584.56818182
2013-01-22,144866.875
2013-01-23,174382.12698413
2013-01-24,150873.96794872
2013-01-25,164224.10948905
2013-01-26,152176.89102564
2013-01-27,162203.36423841
2013-01-28,168422.96598639
2013-01-29,157379.48101266
2013-01-30,127450.35947712
2013-01-31,124566.3626943
2013-02-01,179126.87755102
2013-02-02,158704.55555556
2013-02-03,149299.03225806
2013-02-04,153543.86585366
2013-02-05,141707.17365269
2013-02-06,129362.93150685
2013-02-07,177804.43506494
2013-02-08,180397.14569536
2013-02-09,179376.86013986
2013-02-10,154022.86956522
2013-02-11,164919.75471698
2013-02-12,192537.72661871
2013-02-13,158420.64327485
2013-02-14,157905.0397351
2013-02-15,145939.27374302
2013-02-16,124961.25925926
2013-02-17,126095.03191489
2013-02-18,144020.78881988
2013-02-19,160518.8490566
2013-02-20,149430.15025907
2013-02-21,142290.94886364
2013-02-22,167057.35294118
2013-02-23,163172.48170732
2013-02-24,159470.95512821
2013-02-25,149805.90686275
2013-02-26,174769.81325301
2013-02-27,145835.96891192
2013-02-28,173664.44047619
2013-03-01,196620.55921053
2013-03-02,180438.46896552
2013-03-03,157164.98136646
2013-03-04,164763.15642458
2013-03-05,194577.96402878
2013-03-06,194600.66451613
2013-03-07,201910.925
2013-03-08,161515.89375
2013-03-09,156913.0591716
2013-03-10,185437.66120219
2013-03-11,170545.68292683
2013-03-12,179993.27407407
2013-03-13,167594.1656051
2013-03-14,156039.55865922
2013-03-15,172658.59883721
2013-03-16,101030.39428571
2013-03-17,80979.46889952
2013-03-18,107629.82631579
2013-03-19,132534.74705882
2013-03-20,104119.04739336
2013-03-21,127105.68348624
2013-03-22,130729.08733624
2013-03-23,125269.11520737
2013-03-24,130020.53439153
2013-03-25,168653.26388889
2013-03-26,161460.93377483
2013-03-27,190771.27480916
2013-03-28,175340.67213115
2013-03-29,177902.56321839
2013-03-30,187826.4566474
2013-03-31,147911.24260355
2013-04-01,139337.52525253
2013-04-02,175525.70165746
2013-04-03,184291.05714286
2013-04-04,221649.96753247
2013-04-05,190149.15822785
2013-04-06,158648.50306748
2013-04-07,205493.52439024
2013-04-08,195200.47741935
2013-04-09,179210.71022727
2013-04-10,168524.06282723
2013-04-11,216576.8
2013-04-12,163858.11560694
2013-04-13,145270.91616766
2013-04-14,175250.90849673
2013-04-15,161968.83536585
2013-04-16,181273.21468927
2013-04-17,163884.56725146
2013-04-18,144500.87755102
2013-04-19,211673.7810219
2013-04-20,157490.35714286
2013-04-21,123134.35795455
2013-04-22,147132.35294118
2013-04-23,174533.72619048
2013-04-24,209641.79012346
2013-04-25,175715.64534884
2013-04-26,157673.47368421
2013-04-27,147221.41496599
2013-04-28,122019.97740113
2013-04-29,147565.82183908
2013-04-30,181493.05369128
2013-05-01,170380.08609272
2013-05-02,196927.11940299
2013-05-03,182476.77372263
2013-05-04,157967.86792453
2013-05-05,152646.41818182
2013-05-06,163183.97590361
2013-05-07,171042.53571429
2013-05-08,156593.67272727
2013-05-09,189125.6402439
2013-05-10,190641.81395349
2013-05-11,190634.06043956
2013-05-12,182176.95238095
2013-05-13,168795.66666667
2013-05-14,201917.38311688
2013-05-15,217992.74468085
2013-05-16,201141.56756757
2013-05-17,174007.70186335
2013-05-18,167547.86577181
2013-05-19,141571.06410256
2013-05-20,180973.29457364
2013-05-21,174012.27152318
2013-05-22,158898.81410256
2013-05-23,162274.42528736
2013-05-24,159006.89940828
2013-05-25,149018.38787879
2013-05-26,133395.36809816
2013-05-27,148587.05681818
2013-05-28,169591.15822785
2013-05-29,160073.82738095
2013-05-30,156321.09497207
2013-05-31,147359.39428571
2013-06-01,124866.44131455
2013-06-02,121341.37688442
2013-06-03,126487.30985915
2013-06-04,129793.57276995
2013-06-05,147819.67934783
2013-06-06,143527.87845304
2013-06-07,154855.94409938
2013-06-08,122923.20994475
2013-06-09,134049.47169811
2013-06-10,118736.17816092
2013-06-11,123198.9
2013-06-12,106272.04433498
2013-06-13,108115.32795699
2013-06-14,130693.71111111
2013-06-15,96622.68208092
2013-06-16,106505.80540541
2013-06-17,143229.25517241
2013-06-18,149551.92142857
2013-06-19,160322.30147059
2013-06-20,158415.62987013
2013-06-21,132155.88690476
2013-06-22,117687.75
2013-06-23,106843.23030303
2013-06-24,135474.55333333
2013-06-25,128022.56687898
2013-06-26,120767.79885057
2013-06-27,127479.46706587
2013-06-28,135415.4852071
2013-06-29,105794.76923077
2013-06-30,92671.64705882
2013-07-01,113372.12101911
2013-07-02,117370.46405229
2013-07-03,86074.51630435
2013-07-04,97314.58787879
2013-07-05,90295.6827957
2013-07-06,84349.92513369
2013-07-07,76148.78494624
2013-07-08,94547.51041667
2013-07-09,103349.36216216
2013-07-10,93036.31282051
2013-07-11,115277.72413793
2013-07-12,152026.51298701
2013-07-13,115555.14649682
2013-07-14,97410.16860465
2013-07-15,104989.09146341
2013-07-16,110965.35365854
2013-07-17,100908.52717391
2013-07-18,117120.45341615
2013-07-19,96946.37426901
2013-07-20,83064.82258065
2013-07-21,83059.35175879
2013-07-22,109935.01212121
2013-07-23,124265.12056738
2013-07-24,125014.56603774
2013-07-25,140275.94520548
2013-07-26,105695.58536585
2013-07-27,94782.6519337
2013-07-28,104046.45833333
2013-07-29,110812.66853933
2013-07-30,100043.95939086
2013-07-31,125116.53684211
2013-08-01,135514.24293785
2013-08-02,119717.546875
2013-08-03,125401.73529412
2013-08-04,113389.51396648
2013-08-05,121786.54497354
2013-08-06,125927.33157895
2013-08-07,135285.99462366
2013-08-08,126478.51707317
2013-08-09,112163.72820513
2013-08-10,112655.53333333
2013-08-11,80942.3287037
2013-08-12,134153.66203704
2013-08-13,138799.46448087
2013-08-14,145542.0
2013-08-15,163184.32941176
2013-08-16,182542.54166667
2013-08-17,129777.96315789
2013-08-18,130632.09793814
2013-08-19,177959.14689266
2013-08-20,151469.35263158
2013-08-21,138139.46428571
2013-08-22,132786.75
2013-08-23,133104.05102041
2013-08-24,131210.31147541
2013-08-25,142959.75496689
2013-08-26,150842.15662651
2013-08-27,176087.84023669
2013-08-28,159938.31460674
2013-08-29,133115.6984127
2013-08-30,138975.99512195
2013-08-31,98136.28251121
2013-09-01,95107.27149321
2013-09-02,106152.74883721
2013-09-03,130871.30927835
2013-09-04,147023.83435583
2013-09-05,142603.79329609
2013-09-06,147017.4972973
2013-09-07,156767.82758621
2013-09-08,131435.29936306
2013-09-09,123577.75369458
2013-09-10,125557.41361257
2013-09-11,107222.665
2013-09-12,114380.17840376
2013-09-13,100948.38235294
2013-09-14,90067.24311927
2013-09-15,139854.74585635
2013-09-16,161599.50649351
2013-09-17,165678.17877095
2013-09-18,164105.53939394
2013-09-19,136878.52631579
2013-09-20,131111.54
2013-09-21,124464.04232804
2013-09-22,112764.22660099
2013-09-23,138322.22857143
2013-09-24,132035.82075472
2013-09-25,117527.97087379
2013-09-26,160880.66049383
2013-09-27,123470.16853933
2013-09-28,113568.23728814
2013-09-29,114968.14705882
2013-09-30,133594.13496933
2013-10-01,139612.89839572
2013-10-02,161979.07329843
2013-10-03,145292.85929648
2013-10-04,130150.09444444
2013-10-05,96355.06849315
2013-10-06,112910.83783784
2013-10-07,145600.25
2013-10-08,127433.66459627
2013-10-09,133019.13407821
2013-10-10,137713.70833333
2013-10-11,127686.27567568
2013-10-12,107505.61214953
2013-10-13,118411.33936652
2013-10-14,113406.824
2013-10-15,100830.63076923
2013-10-16,117534.81904762
2013-10-17,133438.55688623
2013-10-18,143193.90104167
2013-10-19,130005.20627803
2013-10-20,121697.22613065
2013-10-21,139856.42180095
2013-10-22,134544.51020408
2013-10-23,134827.63800905
2013-10-24,158989.28372093
2013-10-25,127208.84255319
2013-10-26,126904.24725275
2013-10-27,116610.01675978
2013-10-28,135659.85142857
2013-10-29,145675.88125
2013-10-30,124644.82564103
2013-10-31,135337.58767773
2013-11-01,106324.95192308
2013-11-02,105669.34158416
2013-11-03,104035.86979167
2013-11-04,120132.42564103
2013-11-05,156711.55747126
2013-11-06,185176.78527607
2013-11-07,219445.86805556
2013-11-08,229804.52985075
2013-11-09,199634.02027027
2013-11-10,174086.59649123
2013-11-11,150729.47593583
2013-11-12,141561.64676617
2013-11-13,185109.21428571
2013-11-14,183650.12568306
2013-11-15,175689.9939759
2013-11-16,117453.03608247
2013-11-17,140258.3655914
2013-11-18,255220.73076923
2013-11-19,312510.22981366
2013-11-20,233257.43902439
2013-11-21,274035.68
2013-11-22,226997.54069767
2013-11-23,209453.02352941
2013-11-24,183450.52380952
2013-11-25,190290.04624277
2013-11-26,251388.48427673
2013-11-27,265051.50867052
2013-11-28,248631.14364641
2013-11-29,250041.44508671
2013-11-30,200325.36363636
2013-12-01,188751.73846154
2013-12-02,231057.98113208
2013-12-03,185423.39
2013-12-04,232914.19298246
2013-12-05,238241.07647059
2013-12-06,168976.88461538
2013-12-07,164792.64102564
2013-12-08,120550.93846154
2013-12-09,172596.55681818
2013-12-10,191762.578125
2013-12-11,195924.7030303
2013-12-12,170573.0797546
2013-12-13,177243.81034483
2013-12-14,167295.51515152
2013-12-15,172007.03389831
2013-12-16,179755.97512438
2013-12-17,168914.24137931
2013-12-18,204074.75376884
2013-12-19,148427.04867257
2013-12-20,183211.85393258
2013-12-21,173917.64596273
2013-12-22,162082.52071006
2013-12-23,168516.38596491
2013-12-24,167303.37869822
2013-12-25,176324.19135802
2013-12-26,166255.17777778
2013-12-27,146293.05978261
2013-12-28,177773.78666667
2013-12-29,174762.66071429
2013-12-30,175158.3699422
2013-12-31,144519.68478261
2014-01-01,105176.40487805
2014-01-02,213055.41791045
2014-01-03,196643.04347826
2014-01-04,185009.41843972
2014-01-05,166161.16580311
2014-01-06,203092.99462366
2014-01-07,176517.60451977
2014-01-08,157901.79792746
2014-01-09,141840.52657005
2014-01-10,146732.79144385
2014-01-11,140351.33809524
2014-01-12,126423.48792271
2014-01-13,166477.44970414
2014-01-14,174550.46296296
2014-01-15,162223.95652174
2014-01-16,159538.34054054
2014-01-17,189940.94736842
2014-01-18,144555.44252874
2014-01-19,142592.37869822
2014-01-20,184311.7025641
2014-01-21,219995.35542169
2014-01-22,171825.96354167
2014-01-23,185492.42372881
2014-01-24,170937.06349206
2014-01-25,166226.66060606
2014-01-26,178053.625
2014-01-27,187405.55747126
2014-01-28,215825.51298701
2014-01-29,192529.30263158
2014-01-30,174558.83522727
2014-01-31,167553.79347826
2014-02-01,151615.5026455
2014-02-02,158543.1827957
2014-02-03,180838.66850829
2014-02-04,221137.54069767
2014-02-05,220943.66071429
2014-02-06,210022.99450549
2014-02-07,245162.92903226
2014-02-08,186857.17582418
2014-02-09,210512.22463768
2014-02-10,210632.83333333
2014-02-11,199333.37195122
2014-02-12,250903.43820225
2014-02-13,217723.74157303
2014-02-14,224743.87434555
2014-02-15,180134.80213904
2014-02-16,145525.53333333
2014-02-17,216751.29032258
2014-02-18,225585.84662577
2014-02-19,205789.575
2014-02-20,226498.51977401
2014-02-21,255513.84868421
2014-02-22,184972.0
2014-02-23,210501.64285714
2014-02-24,225952.88481675
2014-02-25,281647.24223602
2014-02-26,233025.98913043
2014-02-27,207854.72340426
2014-02-28,236634.67403315
2014-03-01,261243.55555556
2014-03-02,239263.70714286
2014-03-03,332402.27702703
2014-03-04,357354.90604027
2014-03-05,283470.57051282
2014-03-06,245072.76878613
2014-03-07,249044.1686747
2014-03-08,211094.42857143
2014-03-09,199771.95530726
2014-03-10,278178.80536913
2014-03-11,251411.60714286
2014-03-12,239561.87362637
2014-03-13,256820.77777778
2014-03-14,305855.96240602
2014-03-15,186097.20606061
2014-03-16,167490.4502924
2014-03-17,211539.80124224
2014-03-18,175493.14383562
2014-03-19,222877.025
2014-03-20,216654.92090395
2014-03-21,234227.49462366
2014-03-22,243031.94117647
2014-03-23,144914.57009346
2014-03-24,217301.29787234
2014-03-25,246535.31847134
2014-03-26,243738.76100629
2014-03-27,238861.94219653
2014-03-28,220066.5862069
2014-03-29,172981.05714286
2014-03-30,232450.45714286
2014-03-31,209477.88333333
2014-04-01,218021.32163743
2014-04-02,196244.8680203
2014-04-03,175201.87254902
2014-04-04,198059.95384615
2014-04-05,192057.45614035
2014-04-06,212449.85430464
2014-04-07,243702.10596026
2014-04-08,292680.17164179
2014-04-09,243824.23602484
2014-04-10,254416.33548387
2014-04-11,223737.78698225
2014-04-12,170046.22981366
2014-04-13,162342.14973262
2014-04-14,216129.82901554
2014-04-15,241621.07142857
2014-04-16,271066.33333333
2014-04-17,223713.34911243
2014-04-18,205560.26875
2014-04-19,193319.12578616
2014-04-20,169593.01123596
2014-04-21,190698.40935673
2014-04-22,288122.51948052
2014-04-23,242034.8969697
2014-04-24,279837.37748344
2014-04-25,226678.67582418
2014-04-26,180042.80981595
2014-04-27,181005.92090395
2014-04-28,238974.05263158
2014-04-29,227226.83625731
2014-04-30,270333.35036496
2014-05-01,191978.85227273
2014-05-02,211548.31055901
2014-05-03,203527.06338028
2014-05-04,201563.05298013
2014-05-05,299039.512
2014-05-06,219220.35051546
2014-05-07,244229.03773585
2014-05-08,231275.49101796
2014-05-09,217087.77058824
2014-05-10,170755.25139665
2014-05-11,217980.04605263
2014-05-12,256592.3597561
2014-05-13,231819.09259259
2014-05-14,263311.98666667
2014-05-15,247333.78947368
2014-05-16,210022.59668508
2014-05-17,189017.30057803
2014-05-18,185464.15697674
2014-05-19,240639.0952381
2014-05-20,248944.48022599
2014-05-21,236798.09142857
2014-05-22,244774.88372093
2014-05-23,251024.81818182
2014-05-24,192923.5974026
2014-05-25,219349.2173913
2014-05-26,249870.41139241
2014-05-27,296760.82352941
2014-05-28,249080.71005917
2014-05-29,271797.60283688
2014-05-30,220130.37125749
2014-05-31,208395.54421769
2014-06-01,205033.92
2014-06-02,199626.90673575
2014-06-03,234821.74157303
2014-06-04,204431.08287293
2014-06-05,262957.59868421
2014-06-06,273251.35251799
2014-06-07,184429.66451613
2014-06-08,228370.22794118
2014-06-09,232621.69871795
2014-06-10,239050.36526946
2014-06-11,251775.74657534
2014-06-12,230417.88953488
2014-06-13,231058.26993865
2014-06-14,175539.23033708
2014-06-15,171801.72105263
2014-06-16,216450.07978723
2014-06-17,214619.63043478
2014-06-18,234856.90506329
2014-06-19,226365.46107784
2014-06-20,178434.6827957
2014-06-21,168137.69892473
2014-06-22,176881.30555556
2014-06-23,204360.85227273
2014-06-24,202052.71808511
2014-06-25,203568.34759358
2014-06-26,205764.57309942
2014-06-27,184046.84263959
2014-06-28,178338.98351648
2014-06-29,196855.68152866
2014-06-30,325750.59090909
2014-07-01,329402.01503759
2014-07-02,291681.10948905
2014-07-03,267267.52517986
2014-07-04,197773.54819277
2014-07-05,184142.80263158
2014-07-06,232487.38028169
2014-07-07,254280.33333333
2014-07-08,285394.31333333
2014-07-09,256588.24096386
2014-07-10,253822.69127517
2014-07-11,233474.30769231
2014-07-12,193903.02547771
2014-07-13,212885.65
2014-07-14,263035.45925926
2014-07-15,258661.33333333
2014-07-16,259492.31944444
2014-07-17,226245.48837209
2014-07-18,224514.38953488
2014-07-19,191394.6779661
2014-07-20,214038.09677419
2014-07-21,243837.64516129
2014-07-22,271551.11971831
2014-07-23,260616.2260274
2014-07-24,270031.25874126
2014-07-25,230668.02453988
2014-07-26,228282.3358209
2014-07-27,218658.40522876
2014-07-28,254153.03333333
2014-07-29,241562.81208054
2014-07-30,230701.02906977
2014-07-31,265432.18181818
2014-08-01,243288.78980892
2014-08-02,190202.33128834
2014-08-03,198484.78571429
2014-08-04,301305.5234375
2014-08-05,323926.34074074
2014-08-06,287597.8597561
2014-08-07,249787.05625
2014-08-08,252674.87974684
2014-08-09,191162.34065934
2014-08-10,206576.14689266
2014-08-11,247431.35164835
2014-08-12,256543.86206897
2014-08-13,316760.73103448
2014-08-14,259322.99444444
2014-08-15,258699.38181818
2014-08-16,310691.87341772
2014-08-17,212323.72941176
2014-08-18,210609.96969697
2014-08-19,221730.55376344
2014-08-20,243004.12426036
2014-08-21,251583.54545455
2014-08-22,247983.34394904
2014-08-23,195526.30864198
2014-08-24,242154.41780822
2014-08-25,290531.51824818
2014-08-26,244666.50867052
2014-08-27,253810.01775148
2014-08-28,224507.93063584
