date,Block Size (Mean)
2014-08-29,211672.1
2014-08-30,186332.36263736
2014-08-31,179603.42021277
2014-09-01,296362.69117647
2014-09-02,282462.03401361
2014-09-03,238546.46153846
2014-09-04,249913.60126582
2014-09-05,272765.56551724
2014-09-06,195681.61452514
2014-09-07,252389.33548387
2014-09-08,296770.29861111
2014-09-09,352552.79452055
2014-09-10,307048.59235669
2014-09-11,216341.01176471
2014-09-12,242384.71428571
2014-09-13,181349.59116022
2014-09-14,274821.63291139
2014-09-15,289002.38607595
2014-09-16,296312.65497076
2014-09-17,240645.2688172
2014-09-18,236702.96089385
2014-09-19,221352.85964912
2014-09-20,208401.69886364
2014-09-21,217996.26829268
2014-09-22,260388.30357143
2014-09-23,309575.93333333
2014-09-24,285509.25641026
2014-09-25,283576.93604651
2014-09-26,310114.95522388
2014-09-27,292425.91791045
2014-09-28,328592.44615385
2014-09-29,322685.8540146
2014-09-30,297150.69934641
2014-10-01,300234.36129032
2014-10-02,298949.30434783
2014-10-03,290937.28082192
2014-10-04,276822.93506494
2014-10-05,268188.07100592
2014-10-06,280036.70186335
2014-10-07,337277.40298507
2014-10-08,308250.15277778
2014-10-09,300559.5472973
2014-10-10,285418.85806452
2014-10-11,248888.21527778
2014-10-12,286207.48648649
2014-10-13,296388.10967742
2014-10-14,368183.16666667
2014-10-15,297119.04635762
2014-10-16,284944.87162162
2014-10-17,290464.88028169
2014-10-18,225046.04878049
2014-10-19,312005.43609023
2014-10-20,338066.87591241
2014-10-21,312191.0
2014-10-22,289547.40880503
2014-10-23,308030.33774834
2014-10-24,269695.31446541
2014-10-25,265844.57419355
2014-10-26,333230.024
2014-10-27,315266.5408805
2014-10-28,353804.77536232
2014-10-29,319597.36774194
2014-10-30,298692.79411765
2014-10-31,254220.86702128
2014-11-01,242735.87421384
2014-11-02,315692.98709677
2014-11-03,303758.35502959
2014-11-04,303958.83333333
2014-11-05,350468.49275362
2014-11-06,349831.82467532
2014-11-07,338618.23333333
2014-11-08,265582.1372549
2014-11-09,316057.21333333
2014-11-10,346646.6122449
2014-11-11,385816.31007752
2014-11-12,371572.07482993
2014-11-13,381122.48965517
2014-11-14,324487.22077922
2014-11-15,288056.82857143
2014-11-16,316552.87333333
2014-11-17,367715.11805556
2014-11-18,324235.2987013
2014-11-19,338609.87234043
2014-11-20,360704.36956522
2014-11-21,367333.22047244
2014-11-22,265635.25324675
2014-11-23,333664.13380282
2014-11-24,346860.45578231
2014-11-25,378573.74242424
2014-11-26,342084.72262774
2014-11-27,346226.12765957
2014-11-28,328049.27027027
2014-11-29,273658.35031847
2014-11-30,361432.51875
2014-12-01,415372.56923077
2014-12-02,391368.76
2014-12-03,474028.96551724
2014-12-04,378689.97260274
2014-12-05,324024.28846154
2014-12-06,326682.16788321
2014-12-07,350831.57142857
2014-12-08,352165.17177914
2014-12-09,359033.64084507
2014-12-10,348320.44055944
2014-12-11,327350.52702703
2014-12-12,333217.35460993
2014-12-13,284367.05479452
2014-12-14,367709.63829787
2014-12-15,410678.17730496
2014-12-16,433898.60839161
2014-12-17,461817.046875
2014-12-18,426957.59689922
2014-12-19,398502.44525547
2014-12-20,384143.50746269
2014-12-21,352554.74242424
2014-12-22,352497.81707317
2014-12-23,391734.61333333
2014-12-24,291174.63398693
2014-12-25,235349.86708861
2014-12-26,274921.65789474
2014-12-27,290968.375
2014-12-28,280020.49112426
2014-12-29,284166.32317073
2014-12-30,301214.96774194
2014-12-31,269747.5
2015-01-01,187483.71515152
2015-01-02,265137.32727273
2015-01-03,295148.69135802
2015-01-04,282243.23255814
2015-01-05,360960.73717949
2015-01-06,314165.83544304
2015-01-07,342805.53571429
2015-01-08,390776.84353741
2015-01-09,406356.2
2015-01-10,398392.29931973
2015-01-11,333321.89677419
2015-01-12,388420.90140845
2015-01-13,473648.66929134
2015-01-14,420506.70344828
2015-01-15,422705.54304636
2015-01-16,394174.76258993
2015-01-17,391075.86231884
2015-01-18,320820.01960784
2015-01-19,402776.02083333
2015-01-20,450219.02542373
2015-01-21,354153.30872483
2015-01-22,396514.23703704
2015-01-23,390417.38709677
2015-01-24,372339.73809524
2015-01-25,457589.824
2015-01-26,491455.63779528
2015-01-27,384686.8590604
2015-01-28,273634.4695122
2015-01-29,282345.37804878
2015-01-30,312746.92028986
2015-01-31,314858.07228916
2015-02-01,300457.86451613
2015-02-02,308427.60377358
2015-02-03,404064.7007874
2015-02-04,311072.85534591
2015-02-05,298086.27672956
2015-02-06,260908.63276836
2015-02-07,284945.58490566
2015-02-08,406654.60606061
2015-02-09,366250.44720497
2015-02-10,397552.36805556
2015-02-11,347811.96202532
2015-02-12,421358.24369748
2015-02-13,501242.53424658
2015-02-14,416030.9625
2015-02-15,468847.49285714
2015-02-16,414953.98726115
2015-02-17,445682.40939597
2015-02-18,361059.00598802
2015-02-19,315926.87349398
2015-02-20,382549.76582278
2015-02-21,401512.23943662
2015-02-22,356274.11258278
2015-02-23,404722.02816901
2015-02-24,435635.04651163
2015-02-25,355795.74842767
2015-02-26,364037.30666667
2015-02-27,375608.78289474
2015-02-28,442106.92957746
2015-03-01,394733.44285714
2015-03-02,408546.31012658
2015-03-03,406338.82278481
2015-03-04,401708.45
2015-03-05,476900.12878788
2015-03-06,391679.88513514
2015-03-07,387500.64285714
2015-03-08,351908.47435897
2015-03-09,446213.83333333
2015-03-10,400507.15789474
2015-03-11,407319.13636364
2015-03-12,461840.52671756
2015-03-13,373348.18493151
2015-03-14,394160.94656489
2015-03-15,350267.72027972
2015-03-16,430460.21582734
2015-03-17,411491.5625
2015-03-18,377621.64052288
2015-03-19,457138.24817518
2015-03-20,408021.77941176
2015-03-21,345467.17218543
2015-03-22,390491.66197183
2015-03-23,416135.57241379
2015-03-24,292805.32947977
2015-03-25,312553.85185185
2015-03-26,368037.41216216
2015-03-27,301105.42105263
2015-03-28,341894.43918919
2015-03-29,352724.49019608
2015-03-30,415471.02112676
2015-03-31,400420.98
2015-04-01,469369.71969697
2015-04-02,367188.37951807
2015-04-03,409840.80821918
2015-04-04,340018.36601307
2015-04-05,377984.49324324
2015-04-06,468922.15079365
2015-04-07,394002.0
2015-04-08,462382.6
2015-04-09,439197.05263158
2015-04-10,375338.04605263
2015-04-11,392244.99285714
2015-04-12,371312.7578125
2015-04-13,414068.12820513
2015-04-14,396371.97315436
2015-04-15,448382.55737705
2015-04-16,365163.86956522
2015-04-17,422755.19047619
2015-04-18,368046.50684932
2015-04-19,367780.20689655
2015-04-20,392346.11688312
2015-04-21,381146.66013072
2015-04-22,393256.96710526
2015-04-23,457809.26153846
2015-04-24,493347.11290323
2015-04-25,328686.81595092
2015-04-26,378717.47916667
2015-04-27,436451.96350365
2015-04-28,386087.51633987
2015-04-29,495053.88976378
2015-04-30,438464.24626866
2015-05-01,338625.38513514
2015-05-02,371399.93197279
2015-05-03,345818.59574468
2015-05-04,437794.8671875
2015-05-05,385758.9025974
2015-05-06,363293.55279503
2015-05-07,420890.12056738
2015-05-08,399740.32666667
2015-05-09,381327.13953488
2015-05-10,422314.52713178
2015-05-11,393459.15189873
2015-05-12,402724.37333333
2015-05-13,355236.08024691
2015-05-14,339278.6038961
2015-05-15,370002.53741497
2015-05-16,389019.22727273
2015-05-17,311851.21052632
2015-05-18,375255.13194444
2015-05-19,450350.12307692
2015-05-20,390349.04137931
2015-05-21,334343.63225806
2015-05-22,412173.10869565
2015-05-23,433590.41071429
2015-05-24,398880.30821918
2015-05-25,425769.4964539
2015-05-26,419110.61111111
2015-05-27,437907.72463768
2015-05-28,452907.60606061
2015-05-29,422254.64935065
2015-05-30,480064.86764706
2015-05-31,379709.57432432
2015-06-01,531085.22727273
2015-06-02,468841.77333333
2015-06-03,471853.91549296
2015-06-04,432630.43262411
2015-06-05,421890.89130435
2015-06-06,287492.59550562
2015-06-07,356153.36241611
2015-06-08,372258.94267516
2015-06-09,419617.42384106
2015-06-10,490486.87573965
2015-06-11,459191.7037037
2015-06-12,479207.73239437
2015-06-13,375147.31446541
2015-06-14,407006.50675676
2015-06-15,512932.125
2015-06-16,573775.83050847
2015-06-17,511237.1835443
2015-06-18,484417.94871795
2015-06-19,515908.68707483
2015-06-20,440191.25373134
2015-06-21,459852.08064516
2015-06-22,589237.73202614
2015-06-23,521622.67142857
2015-06-24,385564.63461538
2015-06-25,358829.11184211
2015-06-26,416877.44805195
2015-06-27,485407.66666667
2015-06-28,412737.08510638
2015-06-29,487113.49285714
2015-06-30,598433.86896552
2015-07-01,634471.48888889
2015-07-02,476935.3961039
2015-07-03,430264.55279503
2015-07-04,388086.19736842
2015-07-05,442218.16197183
2015-07-06,507758.40331492
2015-07-07,769014.1641791
2015-07-08,737150.60869565
2015-07-09,744732.98496241
2015-07-10,644446.28571429
2015-07-11,746482.75
2015-07-12,776860.0962963
2015-07-13,717927.83108108
2015-07-14,716006.94444444
2015-07-15,662799.64052288
2015-07-16,699365.59701493
2015-07-17,676601.98639456
2015-07-18,654657.51677852
2015-07-19,639913.51973684
2015-07-20,439029.05128205
2015-07-21,535469.5984252
2015-07-22,463088.83766234
2015-07-23,401367.97142857
2015-07-24,376293.44378698
2015-07-25,354706.22077922
2015-07-26,433771.20833333
2015-07-27,532104.93959732
2015-07-28,574467.5
2015-07-29,840224.34868421
2015-07-30,777652.64179104
2015-07-31,756096.66225166
2015-08-01,729843.75483871
2015-08-02,428181.69536424
2015-08-03,454972.55414013
2015-08-04,797579.75735294
2015-08-05,800967.06766917
2015-08-06,785166.55244755
2015-08-07,498200.94890511
2015-08-08,350408.97515528
2015-08-09,368554.1971831
2015-08-10,450405.82035928
2015-08-11,410415.04938272
2015-08-12,503203.8015873
2015-08-13,444049.3877551
2015-08-14,433368.66197183
2015-08-15,391478.2189781
2015-08-16,378582.63768116
2015-08-17,425367.91836735
2015-08-18,479367.43262411
2015-08-19,414436.30769231
2015-08-20,407439.18666667
2015-08-21,366044.87878788
2015-08-22,378241.82911392
2015-08-23,408776.96268657
2015-08-24,464596.00645161
2015-08-25,486048.42222222
2015-08-26,384749.55279503
2015-08-27,438590.27737226
2015-08-28,413004.8
2015-08-29,351047.25
2015-08-30,372106.88
2015-08-31,454286.39490446
2015-09-01,451843.72727273
2015-09-02,755693.86875
2015-09-03,494697.95890411
2015-09-04,355466.62820513
2015-09-05,448417.17006803
2015-09-06,411318.48611111
2015-09-07,477577.61184211
2015-09-08,692282.625
2015-09-09,728354.98657718
2015-09-10,698637.08187135
2015-09-11,698082.0
2015-09-12,662130.72592593
2015-09-13,623393.41059603
2015-09-14,742593.26315789
2015-09-15,697780.8625
2015-09-16,675848.6056338
2015-09-17,705267.83333333
2015-09-18,556745.91836735
2015-09-19,469263.016
2015-09-20,479238.5703125
2015-09-21,602381.8030303
2015-09-22,486307.30573248
2015-09-23,459780.79113924
2015-09-24,487708.92142857
2015-09-25,428839.26829268
2015-09-26,437717.93197279
2015-09-27,442061.56375839
2015-09-28,514718.12587413
2015-09-29,464740.44252874
2015-09-30,514060.41891892
2015-10-01,457235.7114094
2015-10-02,528039.02173913
2015-10-03,392751.26896552
2015-10-04,372704.56862745
2015-10-05,423255.31372549
2015-10-06,542647.37323944
2015-10-07,686499.58646617
2015-10-08,658225.22142857
2015-10-09,595055.67460317
2015-10-10,632631.6875
2015-10-11,541174.48630137
2015-10-12,575099.93661972
2015-10-13,555196.65693431
2015-10-14,526125.51315789
2015-10-15,538090.15060241
2015-10-16,577965.23611111
2015-10-17,599779.54411765
2015-10-18,532674.74482759
2015-10-19,510530.32727273
2015-10-20,689353.40625
2015-10-21,565292.13194444
2015-10-22,546734.43918919
2015-10-23,555677.74496644
2015-10-24,525396.96551724
2015-10-25,527245.76129032
2015-10-26,477430.0304878
2015-10-27,546607.88435374
2015-10-28,592792.64028777
2015-10-29,591662.03311258
2015-10-30,517576.04093567
2015-10-31,540260.79591837
2015-11-01,541943.7124183
2015-11-02,625830.35294118
2015-11-03,683601.51612903
2015-11-04,784127.32258065
2015-11-05,729976.67123288
2015-11-06,658056.96551724
2015-11-07,536131.29605263
2015-11-08,548014.83453237
2015-11-09,623500.22147651
2015-11-10,606811.76712329
2015-11-11,524536.41071429
2015-11-12,524626.67701863
2015-11-13,493297.16875
2015-11-14,541817.42253521
2015-11-15,498394.175
2015-11-16,521451.60115607
2015-11-17,557605.18120805
2015-11-18,598407.76470588
2015-11-19,609870.76470588
2015-11-20,505331.35329341
2015-11-21,468868.2183908
2015-11-22,437165.43604651
2015-11-23,515721.7607362
2015-11-24,523031.58974359
2015-11-25,558613.12837838
2015-11-26,536883.82954545
2015-11-27,649564.03759399
2015-11-28,551229.11688312
2015-11-29,453507.36241611
2015-11-30,672511.87654321
2015-12-01,567073.94610778
2015-12-02,655984.61490683
2015-12-03,643185.86619718
2015-12-04,588731.83006536
2015-12-05,574138.54857143
2015-12-06,594406.4591195
2015-12-07,688184.65986395
2015-12-08,617037.66857143
2015-12-09,687723.85119048
2015-12-10,532227.99074074
2015-12-11,637256.025
2015-12-12,689175.02469136
2015-12-13,688830.57042254
2015-12-14,629963.74358974
2015-12-15,621391.91803279
2015-12-16,676312.52760736
2015-12-17,676607.81935484
2015-12-18,611859.23076923
2015-12-19,653255.37579618
2015-12-20,600066.4969697
2015-12-21,766527.73825503
2015-12-22,749793.44
2015-12-23,686930.57961783
2015-12-24,729631.77536232
2015-12-25,528243.82716049
2015-12-26,542835.35087719
2015-12-27,447306.1804878
2015-12-28,656115.86754967
2015-12-29,621074.43396226
2015-12-30,554078.46060606
2015-12-31,554895.08450704
2016-01-01,493407.13333333
2016-01-02,579743.72413793
2016-01-03,554655.73793103
2016-01-04,556970.38674033
2016-01-05,641778.94904459
2016-01-06,662380.16312057
2016-01-07,704715.67346939
2016-01-08,583649.3583815
2016-01-09,638665.41059603
2016-01-10,522421.93142857
2016-01-11,656381.00588235
2016-01-12,606917.1
2016-01-13,676355.65540541
2016-01-14,718566.36842105
2016-01-15,785503.7704918
2016-01-16,745876.41549296
2016-01-17,754065.84768212
2016-01-18,665508.78034682
2016-01-19,773838.21052632
2016-01-20,862095.00657895
2016-01-21,840199.2919708
2016-01-22,661855.72159091
2016-01-23,571501.56424581
2016-01-24,619085.47368421
2016-01-25,719355.9691358
2016-01-26,742775.6875
2016-01-27,744016.67096774
2016-01-28,797069.24657534
2016-01-29,686997.4556213
2016-01-30,567548.07486631
2016-01-31,554537.01657459
2016-02-01,776969.54658385
2016-02-02,803890.63333333
2016-02-03,645763.54189944
2016-02-04,657826.81547619
2016-02-05,646794.22340426
2016-02-06,603149.725
2016-02-07,700184.90340909
2016-02-08,819055.81756757
2016-02-09,696156.55113636
2016-02-10,738433.41463415
2016-02-11,639298.22916667
2016-02-12,615090.77777778
2016-02-13,630542.97435897
2016-02-14,624711.97590361
2016-02-15,762567.79605263
2016-02-16,760435.27536232
2016-02-17,773961.0516129
2016-02-18,650894.71597633
2016-02-19,767116.04137931
2016-02-20,737769.92666667
2016-02-21,845762.453125
2016-02-22,898240.1023622
2016-02-23,883189.88235294
2016-02-24,918164.49152542
2016-02-25,799025.12903226
2016-02-26,765234.95
2016-02-27,673899.10884354
2016-02-28,776566.68656716
2016-02-29,913299.21052632
2016-03-01,905035.89361702
2016-03-02,900280.40764331
2016-03-03,920832.7037037
2016-03-04,786571.69677419
2016-03-05,780037.2
2016-03-06,628856.2027027
2016-03-07,708340.44360902
2016-03-08,680366.71428571
2016-03-09,744126.7202381
2016-03-10,676986.82580645
2016-03-11,614320.875
2016-03-12,574049.25694444
2016-03-13,637964.84210526
2016-03-14,726220.45394737
2016-03-15,664197.93167702
2016-03-16,668880.34210526
2016-03-17,746761.90070922
2016-03-18,739598.75
2016-03-19,640091.13970588
2016-03-20,660703.4109589
2016-03-21,754278.78417266
2016-03-22,714047.56756757
2016-03-23,674793.5033557
2016-03-24,674120.0
2016-03-25,624015.46575342
2016-03-26,625294.44444444
2016-03-27,629456.58865248
2016-03-28,674532.90588235
2016-03-29,836449.36305732
2016-03-30,748907.18367347
2016-03-31,845192.10483871
2016-04-01,768427.02614379
2016-04-02,798859.20863309
2016-04-03,727052.91549296
2016-04-04,669686.34939759
2016-04-05,741679.12903226
2016-04-06,706436.8343949
2016-04-07,758243.1294964
2016-04-08,718055.69444444
2016-04-09,635264.83950617
2016-04-10,553299.50289017
2016-04-11,770970.64705882
2016-04-12,835680.31081081
2016-04-13,707264.95121951
2016-04-14,714272.31707317
2016-04-15,792579.08633094
2016-04-16,674731.71014493
2016-04-17,659291.12025316
2016-04-18,837628.74626866
2016-04-19,749866.66666667
2016-04-20,696925.88484848
2016-04-21,731790.45695364
2016-04-22,774912.0979021
2016-04-23,654661.34027778
2016-04-24,728039.8030303
2016-04-25,874485.09448819
2016-04-26,813179.68874172
2016-04-27,875343.31782946
2016-04-28,897479.75555556
2016-04-29,812847.46202532
2016-04-30,757548.50684932
2016-05-01,625717.6
2016-05-02,751085.47133758
2016-05-03,778229.66887417
2016-05-04,707049.45508982
2016-05-05,704524.72258065
2016-05-06,685889.27777778
2016-05-07,646522.55333333
2016-05-08,578155.07142857
2016-05-09,638243.08187135
2016-05-10,726908.98101266
2016-05-11,813015.77443609
2016-05-12,779993.97122302
2016-05-13,762693.90131579
2016-05-14,812342.93055556
2016-05-15,777696.95683453
2016-05-16,906763.57446809
2016-05-17,867932.74468085
2016-05-18,873731.77124183
2016-05-19,955482.475
2016-05-20,781658.2885906
2016-05-21,891297.45390071
2016-05-22,603581.78804348
2016-05-23,646270.47777778
2016-05-24,849967.3877551
2016-05-25,870538.46376812
2016-05-26,820479.05925926
2016-05-27,948130.61870504
2016-05-28,863364.7518797
2016-05-29,680078.29931973
2016-05-30,891742.54166667
2016-05-31,867019.98425197
2016-06-01,839311.59440559
2016-06-02,826838.39855072
2016-06-03,832558.44366197
2016-06-04,840556.00840336
2016-06-05,611225.74117647
2016-06-06,705457.1
2016-06-07,803602.87857143
2016-06-08,802240.02777778
2016-06-09,720621.09090909
2016-06-10,822652.54166667
2016-06-11,696120.80128205
2016-06-12,830047.53424658
2016-06-13,915602.7515528
2016-06-14,955200.24242424
2016-06-15,917150.35526316
2016-06-16,957703.71812081
2016-06-17,930753.73825503
2016-06-18,867727.89873418
2016-06-19,723107.56497175
2016-06-20,780292.72560976
2016-06-21,914910.00671141
2016-06-22,945643.80620155
2016-06-23,919795.85714286
2016-06-24,942676.70542636
2016-06-25,792597.82098765
2016-06-26,762231.73287671
2016-06-27,777207.46938776
2016-06-28,760032.41216216
2016-06-29,764559.2260274
2016-06-30,797510.48
2016-07-01,749351.07096774
2016-07-02,694817.16107383
2016-07-03,614648.81168831
2016-07-04,739326.49668874
2016-07-05,789159.44137931
2016-07-06,797548.0
2016-07-07,821500.40145985
2016-07-08,779844.96551724
2016-07-09,658053.18120805
2016-07-10,585813.68589744
2016-07-11,793286.69230769
2016-07-12,775825.87412587
2016-07-13,820023.19379845
2016-07-14,798437.46808511
2016-07-15,790217.27407407
2016-07-16,688478.47133758
2016-07-17,709356.2147651
2016-07-18,819096.18918919
2016-07-19,860789.296875
2016-07-20,798784.26666667
2016-07-21,809272.63157895
2016-07-22,863989.12403101
2016-07-23,826302.03816794
2016-07-24,791551.41129032
2016-07-25,909994.95419847
2016-07-26,923046.46511628
2016-07-27,921787.4453125
2016-07-28,875243.625
2016-07-29,822371.96598639
2016-07-30,870160.47058824
2016-07-31,794571.93506494
2016-08-01,814182.51633987
2016-08-02,859341.90909091
2016-08-03,791052.75301205
2016-08-04,780742.62745098
2016-08-05,701046.03550296
2016-08-06,619244.60240964
2016-08-07,768321.16216216
2016-08-08,839246.16216216
2016-08-09,880534.76612903
2016-08-10,834621.72847682
2016-08-11,860473.21333333
2016-08-12,805274.22147651
2016-08-13,665115.09815951
2016-08-14,639753.12269939
2016-08-15,809769.73287671
2016-08-16,920074.86666667
2016-08-17,949801.21138211
2016-08-18,798859.01298701
2016-08-19,790802.33116883
2016-08-20,714048.73548387
2016-08-21,614909.92638037
2016-08-22,784878.7721519
2016-08-23,828971.61904762
2016-08-24,756289.13157895
2016-08-25,868055.79230769
2016-08-26,844412.34090909
2016-08-27,686902.59722222
2016-08-28,608527.71710526
2016-08-29,808922.04697987
2016-08-30,783227.64634146
2016-08-31,834746.05970149
2016-09-01,849244.96428571
2016-09-02,726650.8496732
2016-09-03,769942.18253968
2016-09-04,579355.4972067
2016-09-05,880298.85714286
2016-09-06,866949.55882353
2016-09-07,809331.83552632
2016-09-08,814107.1875
2016-09-09,813034.1056338
2016-09-10,646603.3483871
2016-09-11,591717.0
2016-09-12,690828.18404908
2016-09-13,780871.26666667
2016-09-14,764206.87179487
2016-09-15,752978.81168831
2016-09-16,774627.05755396
2016-09-17,754383.93865031
2016-09-18,678307.1862069
2016-09-19,835041.23308271
2016-09-20,782657.01324503
2016-09-21,711351.79518072
2016-09-22,762582.10638298
2016-09-23,805261.05147059
2016-09-24,635886.87951807
2016-09-25,570905.93513514
2016-09-26,770834.41176471
2016-09-27,764239.37125749
2016-09-28,782306.15540541
2016-09-29,832816.37762238
2016-09-30,843357.40140845
2016-10-01,711277.04458599
2016-10-02,718532.16312057
2016-10-03,864554.12582781
2016-10-04,823938.89240506
2016-10-05,788912.03592814
2016-10-06,827400.58385093
2016-10-07,867495.48951049
2016-10-08,761241.77514793
2016-10-09,682252.75
2016-10-10,858421.75806452
2016-10-11,923088.66906475
2016-10-12,864545.92361111
2016-10-13,912039.6875
2016-10-14,858694.69117647
2016-10-15,781651.54929577
2016-10-16,758897.68461538
2016-10-17,929673.328
2016-10-18,841848.61290323
2016-10-19,807401.744
2016-10-20,977431.68656716
2016-10-21,791085.92073171
2016-10-22,793872.95302013
2016-10-23,792336.89583333
2016-10-24,886370.27272727
2016-10-25,943928.3381295
2016-10-26,974398.14492754
2016-10-27,977625.67283951
2016-10-28,816514.10526316
2016-10-29,773039.70469799
2016-10-30,626403.875
2016-10-31,810984.27210884
2016-11-01,857051.65972222
2016-11-02,903709.07518797
2016-11-03,832612.52258065
2016-11-04,956108.19827586
2016-11-05,792454.02040816
2016-11-06,730788.66666667
2016-11-07,886718.80136986
2016-11-08,866265.9408284
2016-11-09,891798.59863946
2016-11-10,804537.11309524
2016-11-11,754812.55828221
2016-11-12,710403.19642857
2016-11-13,773399.28169014
2016-11-14,790227.99418605
2016-11-15,854411.58333333
2016-11-16,791348.35672515
2016-11-17,898399.01886792
2016-11-18,932392.64189189
2016-11-19,852874.0915493
2016-11-20,902306.234375
2016-11-21,922492.99280576
2016-11-22,958884.81343284
2016-11-23,951076.56462585
2016-11-24,951714.06790123
2016-11-25,942782.92105263
2016-11-26,944997.7124183
2016-11-27,821504.36805556
2016-11-28,909111.36585366
2016-11-29,906176.47651007
2016-11-30,912247.46478873
2016-12-01,899509.28767123
2016-12-02,976568.78321678
2016-12-03,880861.97093023
2016-12-04,856999.16891892
2016-12-05,882688.31578947
2016-12-06,962761.09333333
2016-12-07,884193.40804598
2016-12-08,850177.68789809
2016-12-09,930323.8
2016-12-10,898481.71969697
2016-12-11,684039.82887701
2016-12-12,806014.64102564
2016-12-13,814901.38202247
2016-12-14,901627.8705036
2016-12-15,955426.38582677
2016-12-16,966616.79699248
2016-12-17,817033.70138889
2016-12-18,861416.37588652
2016-12-19,914774.60264901
2016-12-20,970379.61594203
2016-12-21,963965.63522013
2016-12-22,919836.19496855
2016-12-23,887989.59210526
2016-12-24,854889.50364964
2016-12-25,648125.82424242
2016-12-26,855863.28169014
2016-12-27,876639.07051282
2016-12-28,868480.19512195
2016-12-29,940397.82
2016-12-30,871707.82802548
2016-12-31,803915.55405405
2017-01-01,698539.76923077
2017-01-02,944877.64150943
2017-01-03,906573.51829268
2017-01-04,986063.18954248
2017-01-05,984196.89285714
2017-01-06,984330.58385093
2017-01-07,987245.73913043
2017-01-08,810419.43712575
2017-01-09,923003.16176471
2017-01-10,959720.4875
2017-01-11,923016.35294118
2017-01-12,801678.48255814
2017-01-13,840487.98666667
2017-01-14,742766.63953488
2017-01-15,677067.65868263
2017-01-16,758334.79881657
2017-01-17,900242.0
2017-01-18,893842.50666667
2017-01-19,834368.74137931
2017-01-20,722272.79365079
2017-01-21,693088.83425414
2017-01-22,674559.7816092
2017-01-23,908683.57971014
2017-01-24,973657.70469799
2017-01-25,987840.48993289
2017-01-26,993137.70967742
2017-01-27,837679.80588235
2017-01-28,877465.68421053
2017-01-29,862491.64670659
2017-01-30,955111.8125
2017-01-31,959546.32413793
2017-02-01,962289.42708333
2017-02-02,913956.59235669
2017-02-03,970819.20134228
2017-02-04,952156.42361111
2017-02-05,957944.60377358
2017-02-06,979201.32
2017-02-07,945680.75496689
2017-02-08,961128.71917808
2017-02-09,956030.31952663
2017-02-10,967545.20408163
2017-02-11,963661.30215827
2017-02-12,872459.21428571
2017-02-13,910462.1595092
2017-02-14,884733.26627219
2017-02-15,940088.31654676
2017-02-16,973947.52317881
2017-02-17,969075.1986755
2017-02-18,961979.03311258
2017-02-19,930882.35820896
2017-02-20,951329.38513514
2017-02-21,949667.44202899
2017-02-22,977160.29710145
2017-02-23,960712.38
2017-02-24,971179.02453988
2017-02-25,966332.38922156
2017-02-26,921750.85393258
2017-02-27,945149.27083333
2017-02-28,968234.01960784
2017-03-01,979145.95138889
2017-03-02,955612.33121019
2017-03-03,985290.04635762
2017-03-04,985903.79545455
2017-03-05,983301.31292517
2017-03-06,965532.56338028
2017-03-07,974861.77124183
2017-03-08,979427.08450704
2017-03-09,991798.21621622
2017-03-10,991821.34615385
2017-03-11,997576.38926174
2017-03-12,960146.46451613
2017-03-13,982872.31034483
2017-03-14,962449.35897436
2017-03-15,983983.57042254
2017-03-16,988260.13071895
2017-03-17,995548.7012987
2017-03-18,942046.31847134
2017-03-19,889056.04242424
2017-03-20,977387.35294118
2017-03-21,982003.84507042
2017-03-22,982097.22641509
2017-03-23,965088.91216216
2017-03-24,869937.53409091
2017-03-25,939924.93233083
2017-03-26,676743.08433735
2017-03-27,900950.25757576
2017-03-28,985683.72258065
2017-03-29,973170.39130435
2017-03-30,962550.09756098
2017-03-31,960527.82962963
2017-04-01,967154.98484848
2017-04-02,824273.55696203
2017-04-03,878287.34090909
2017-04-04,977861.424
2017-04-05,966858.44444444
2017-04-06,977744.88435374
2017-04-07,977586.10493827
2017-04-08,974429.49635037
2017-04-09,925461.89308176
2017-04-10,917565.96598639
2017-04-11,962831.89221557
2017-04-12,982567.29577465
2017-04-13,972980.2992126
2017-04-14,995109.36690647
2017-04-15,991701.11333333
2017-04-16,927419.25342466
2017-04-17,930786.48550725
2017-04-18,955539.78767123
2017-04-19,984213.17482517
2017-04-20,973990.10144928
2017-04-21,975939.32335329
2017-04-22,973032.51034483
2017-04-23,947631.06535948
2017-04-24,963089.90322581
2017-04-25,966010.32432432
2017-04-26,971854.88235294
2017-04-27,967617.97959184
2017-04-28,996674.53676471
2017-04-29,971570.31213873
2017-04-30,971893.51655629
2017-05-01,977420.89333333
2017-05-02,980238.12658228
2017-05-03,995290.87121212
2017-05-04,971046.74404762
2017-05-05,961245.86821705
2017-05-06,964933.17261905
2017-05-07,964836.44311377
2017-05-08,968144.15555556
2017-05-09,987786.52258065
2017-05-10,960165.79054054
2017-05-11,961242.6962963
2017-05-12,954580.51948052
2017-05-13,955090.02531646
2017-05-14,975085.65853659
2017-05-15,970711.98235294
2017-05-16,973960.87121212
2017-05-17,981881.94193548
2017-05-18,974609.49295775
2017-05-19,971260.81707317
2017-05-20,967212.92727273
2017-05-21,990363.70068027
2017-05-22,966800.39726027
2017-05-23,978685.16666667
2017-05-24,970548.16883117
2017-05-25,976875.76687117
2017-05-26,958775.26797386
2017-05-27,991460.91666667
2017-05-28,977982.13939394
2017-05-29,977900.74172185
2017-05-30,980603.11731844
2017-05-31,976696.45121951
