date,timestamp_utc,Coin Days Destroyed (CDD)
2022-04-10,2022-04-10T00:00:00Z,2661938.68977575
2022-04-11,2022-04-11T00:00:00Z,6246667.70363238
2022-04-12,2022-04-12T00:00:00Z,21316417.57686835
2022-04-13,2022-04-13T00:00:00Z,7102932.19639048
2022-04-14,2022-04-14T00:00:00Z,37259642.25303987
2022-04-15,2022-04-15T00:00:00Z,3039822.31162615
2022-04-16,2022-04-16T00:00:00Z,1861432.63903419
2022-04-17,2022-04-17T00:00:00Z,1728772.50593642
2022-04-18,2022-04-18T00:00:00Z,3494536.92577284
2022-04-19,2022-04-19T00:00:00Z,6936157.51172298
2022-04-20,2022-04-20T00:00:00Z,6293841.84150492
2022-04-21,2022-04-21T00:00:00Z,39054602.23469082
2022-04-22,2022-04-22T00:00:00Z,8319163.97811349
2022-04-23,2022-04-23T00:00:00Z,3555438.09468795
2022-04-24,2022-04-24T00:00:00Z,2377676.04467314
2022-04-25,2022-04-25T00:00:00Z,5180999.58409517
2022-04-26,2022-04-26T00:00:00Z,7088257.4029901
2022-04-27,2022-04-27T00:00:00Z,4130572.58642715
2022-04-28,2022-04-28T00:00:00Z,7366857.99993904
2022-04-29,2022-04-29T00:00:00Z,8389214.33357325
2022-04-30,2022-04-30T00:00:00Z,4379927.22544222
2022-05-01,2022-05-01T00:00:00Z,4821755.77783091
2022-05-02,2022-05-02T00:00:00Z,15033360.49577339
2022-05-03,2022-05-03T00:00:00Z,13015425.35136228
2022-05-04,2022-05-04T00:00:00Z,10494897.74991677
2022-05-05,2022-05-05T00:00:00Z,8605838.69040596
2022-05-06,2022-05-06T00:00:00Z,9775669.41775323
2022-05-07,2022-05-07T00:00:00Z,2574458.46924604
2022-05-08,2022-05-08T00:00:00Z,6690781.8379577
2022-05-09,2022-05-09T00:00:00Z,19100526.21743746
2022-05-10,2022-05-10T00:00:00Z,12029029.93269007
2022-05-11,2022-05-11T00:00:00Z,26423163.24546266
2022-05-12,2022-05-12T00:00:00Z,19780663.12939408
2022-05-13,2022-05-13T00:00:00Z,29986527.09089117
2022-05-14,2022-05-14T00:00:00Z,48361625.3481631
2022-05-15,2022-05-15T00:00:00Z,3145283.31506032
2022-05-16,2022-05-16T00:00:00Z,8106695.50851233
2022-05-17,2022-05-17T00:00:00Z,10938422.67428739
2022-05-18,2022-05-18T00:00:00Z,5558809.23253938
2022-05-19,2022-05-19T00:00:00Z,15151636.43090921
2022-05-20,2022-05-20T00:00:00Z,8781054.28606424
2022-05-21,2022-05-21T00:00:00Z,3194281.56282805
2022-05-22,2022-05-22T00:00:00Z,1898809.7936477
2022-05-23,2022-05-23T00:00:00Z,6127958.65952123
2022-05-24,2022-05-24T00:00:00Z,7012149.27754265
2022-05-25,2022-05-25T00:00:00Z,6593011.90242033
2022-05-26,2022-05-26T00:00:00Z,5773556.60311957
2022-05-27,2022-05-27T00:00:00Z,11412347.93938827
2022-05-28,2022-05-28T00:00:00Z,2176807.51245042
2022-05-29,2022-05-29T00:00:00Z,4247256.03545945
2022-05-30,2022-05-30T00:00:00Z,6082224.87673971
2022-05-31,2022-05-31T00:00:00Z,13208559.4674262
2022-06-01,2022-06-01T00:00:00Z,13464724.96762977
2022-06-02,2022-06-02T00:00:00Z,20654612.38655294
2022-06-03,2022-06-03T00:00:00Z,10895826.93791234
2022-06-04,2022-06-04T00:00:00Z,8060241.24743975
2022-06-05,2022-06-05T00:00:00Z,2458990.59943265
2022-06-06,2022-06-06T00:00:00Z,5902886.29132698
2022-06-07,2022-06-07T00:00:00Z,13500641.02488052
2022-06-08,2022-06-08T00:00:00Z,8026900.45671058
2022-06-09,2022-06-09T00:00:00Z,7775773.64233422
2022-06-10,2022-06-10T00:00:00Z,11227672.99034889
2022-06-11,2022-06-11T00:00:00Z,7961204.50189338
2022-06-12,2022-06-12T00:00:00Z,7647490.01655418
2022-06-13,2022-06-13T00:00:00Z,29992257.49270907
2022-06-14,2022-06-14T00:00:00Z,23638847.21603121
2022-06-15,2022-06-15T00:00:00Z,24182454.09198718
2022-06-16,2022-06-16T00:00:00Z,10515914.72187163
2022-06-17,2022-06-17T00:00:00Z,74413148.81411293
2022-06-18,2022-06-18T00:00:00Z,17705395.22304639
2022-06-19,2022-06-19T00:00:00Z,5877593.10452774
2022-06-20,2022-06-20T00:00:00Z,6510791.94014146
2022-06-21,2022-06-21T00:00:00Z,10594288.71850223
2022-06-22,2022-06-22T00:00:00Z,9509449.14491883
2022-06-23,2022-06-23T00:00:00Z,4695184.50454421
2022-06-24,2022-06-24T00:00:00Z,9746515.84892506
2022-06-25,2022-06-25T00:00:00Z,16735615.4891308
2022-06-26,2022-06-26T00:00:00Z,1663831.2972003
2022-06-27,2022-06-27T00:00:00Z,7085104.81021784
2022-06-28,2022-06-28T00:00:00Z,9174825.28033232
2022-06-29,2022-06-29T00:00:00Z,14252878.45786652
2022-06-30,2022-06-30T00:00:00Z,15087772.55492209
2022-07-01,2022-07-01T00:00:00Z,7964404.33368437
2022-07-02,2022-07-02T00:00:00Z,3936360.60143915
2022-07-03,2022-07-03T00:00:00Z,7662537.33261922
2022-07-04,2022-07-04T00:00:00Z,3029502.4346236
2022-07-05,2022-07-05T00:00:00Z,4426134.70275955
2022-07-06,2022-07-06T00:00:00Z,9438399.39992549
2022-07-07,2022-07-07T00:00:00Z,4337408.91007207
2022-07-08,2022-07-08T00:00:00Z,6804124.27053855
2022-07-09,2022-07-09T00:00:00Z,4399376.80474916
2022-07-10,2022-07-10T00:00:00Z,2146988.54936561
2022-07-11,2022-07-11T00:00:00Z,19375257.59762684
2022-07-12,2022-07-12T00:00:00Z,5818508.98627148
2022-07-13,2022-07-13T00:00:00Z,2738708.83589046
2022-07-14,2022-07-14T00:00:00Z,8103763.60961217
2022-07-15,2022-07-15T00:00:00Z,13817729.36227918
2022-07-16,2022-07-16T00:00:00Z,2438591.77376662
2022-07-17,2022-07-17T00:00:00Z,1626179.48607808
2022-07-18,2022-07-18T00:00:00Z,6764434.53546102
2022-07-19,2022-07-19T00:00:00Z,41134697.73008377
2022-07-20,2022-07-20T00:00:00Z,9609003.36280773
2022-07-21,2022-07-21T00:00:00Z,35425558.4296193
2022-07-22,2022-07-22T00:00:00Z,9602206.6249994
2022-07-23,2022-07-23T00:00:00Z,5213373.50729774
2022-07-24,2022-07-24T00:00:00Z,2935579.62826314
2022-07-25,2022-07-25T00:00:00Z,6775942.43888228
2022-07-26,2022-07-26T00:00:00Z,6159409.00659133
2022-07-27,2022-07-27T00:00:00Z,4289816.1233305
2022-07-28,2022-07-28T00:00:00Z,3850971.36945832
2022-07-29,2022-07-29T00:00:00Z,4617012.13080095
2022-07-30,2022-07-30T00:00:00Z,2475279.85372276
2022-07-31,2022-07-31T00:00:00Z,4770988.94804872
2022-08-01,2022-08-01T00:00:00Z,3387905.31962967
2022-08-02,2022-08-02T00:00:00Z,5948458.07361229
2022-08-03,2022-08-03T00:00:00Z,4406927.00839354
2022-08-04,2022-08-04T00:00:00Z,10329781.32382935
2022-08-05,2022-08-05T00:00:00Z,3123990.84981668
2022-08-06,2022-08-06T00:00:00Z,3579035.46515734
2022-08-07,2022-08-07T00:00:00Z,4015909.03733988
2022-08-08,2022-08-08T00:00:00Z,4495307.07980954
2022-08-09,2022-08-09T00:00:00Z,10077631.35418708
2022-08-10,2022-08-10T00:00:00Z,16017530.916879
2022-08-11,2022-08-11T00:00:00Z,4473027.27029892
2022-08-12,2022-08-12T00:00:00Z,5229456.37826215
2022-08-13,2022-08-13T00:00:00Z,2309615.76566128
2022-08-14,2022-08-14T00:00:00Z,1951500.2070312
2022-08-15,2022-08-15T00:00:00Z,3752111.42600985
2022-08-16,2022-08-16T00:00:00Z,3359092.48912015
2022-08-17,2022-08-17T00:00:00Z,5527987.15820188
2022-08-18,2022-08-18T00:00:00Z,6133388.95688324
2022-08-19,2022-08-19T00:00:00Z,8163291.47349639
2022-08-20,2022-08-20T00:00:00Z,2897074.67459789
2022-08-21,2022-08-21T00:00:00Z,1607583.61858091
2022-08-22,2022-08-22T00:00:00Z,5539812.14260955
2022-08-23,2022-08-23T00:00:00Z,5141062.62753037
2022-08-24,2022-08-24T00:00:00Z,3939225.98883283
2022-08-25,2022-08-25T00:00:00Z,3736697.49817917
2022-08-26,2022-08-26T00:00:00Z,5988482.58282158
2022-08-27,2022-08-27T00:00:00Z,3810356.02325814
2022-08-28,2022-08-28T00:00:00Z,17678106.92111983
2022-08-29,2022-08-29T00:00:00Z,19099449.06987849
2022-08-30,2022-08-30T00:00:00Z,11159049.23520592
2022-08-31,2022-08-31T00:00:00Z,3790443.32085756
2022-09-01,2022-09-01T00:00:00Z,5856924.41076191
2022-09-02,2022-09-02T00:00:00Z,6234917.01579166
2022-09-03,2022-09-03T00:00:00Z,3316602.81238007
2022-09-04,2022-09-04T00:00:00Z,17554531.24113416
2022-09-05,2022-09-05T00:00:00Z,3417103.66896399
2022-09-06,2022-09-06T00:00:00Z,11598014.0885469
2022-09-07,2022-09-07T00:00:00Z,7133583.2406868
2022-09-08,2022-09-08T00:00:00Z,4332184.50755024
2022-09-09,2022-09-09T00:00:00Z,4684981.61114887
2022-09-10,2022-09-10T00:00:00Z,3030724.78917953
2022-09-11,2022-09-11T00:00:00Z,2978965.19057876
2022-09-12,2022-09-12T00:00:00Z,4366594.76372795
2022-09-13,2022-09-13T00:00:00Z,15856524.64121013
2022-09-14,2022-09-14T00:00:00Z,7235696.15919064
2022-09-15,2022-09-15T00:00:00Z,6784476.88103408
2022-09-16,2022-09-16T00:00:00Z,3283774.80351946
2022-09-17,2022-09-17T00:00:00Z,2340974.33073671
2022-09-18,2022-09-18T00:00:00Z,1630420.06080139
2022-09-19,2022-09-19T00:00:00Z,12858816.93545783
2022-09-20,2022-09-20T00:00:00Z,5843870.97108241
2022-09-21,2022-09-21T00:00:00Z,7102218.09665544
2022-09-22,2022-09-22T00:00:00Z,4737606.99771167
2022-09-23,2022-09-23T00:00:00Z,4640268.68156223
2022-09-24,2022-09-24T00:00:00Z,1558911.87523787
2022-09-25,2022-09-25T00:00:00Z,2602194.81125376
2022-09-26,2022-09-26T00:00:00Z,4669481.21103521
2022-09-27,2022-09-27T00:00:00Z,11332785.9133152
2022-09-28,2022-09-28T00:00:00Z,5997583.83074464
2022-09-29,2022-09-29T00:00:00Z,6084241.98079766
2022-09-30,2022-09-30T00:00:00Z,8604217.1432863
2022-10-01,2022-10-01T00:00:00Z,2333611.87839825
2022-10-02,2022-10-02T00:00:00Z,2078259.10460099
2022-10-03,2022-10-03T00:00:00Z,4417340.57906375
2022-10-04,2022-10-04T00:00:00Z,5426435.56086629
2022-10-05,2022-10-05T00:00:00Z,7507956.74419189
2022-10-06,2022-10-06T00:00:00Z,5138371.66866381
2022-10-07,2022-10-07T00:00:00Z,6666489.78408712
2022-10-08,2022-10-08T00:00:00Z,4772693.43431155
2022-10-09,2022-10-09T00:00:00Z,1727747.73590982
2022-10-10,2022-10-10T00:00:00Z,4601216.47599051
2022-10-11,2022-10-11T00:00:00Z,6628227.59963456
2022-10-12,2022-10-12T00:00:00Z,9557360.52741111
2022-10-13,2022-10-13T00:00:00Z,4852511.03912498
2022-10-14,2022-10-14T00:00:00Z,4864867.55826774
2022-10-15,2022-10-15T00:00:00Z,1872342.68392255
2022-10-16,2022-10-16T00:00:00Z,3246663.24987693
2022-10-17,2022-10-17T00:00:00Z,23288537.64992059
2022-10-18,2022-10-18T00:00:00Z,55440353.51044121
2022-10-19,2022-10-19T00:00:00Z,7995619.68357836
2022-10-20,2022-10-20T00:00:00Z,3290653.87215679
2022-10-21,2022-10-21T00:00:00Z,4619512.71174946
2022-10-22,2022-10-22T00:00:00Z,13683136.8049201
2022-10-23,2022-10-23T00:00:00Z,2470118.71006561
2022-10-24,2022-10-24T00:00:00Z,4484706.72553971
2022-10-25,2022-10-25T00:00:00Z,12205934.83814362
2022-10-26,2022-10-26T00:00:00Z,19296391.9941851
2022-10-27,2022-10-27T00:00:00Z,12449072.85051007
2022-10-28,2022-10-28T00:00:00Z,4720107.5431342
2022-10-29,2022-10-29T00:00:00Z,3498439.16706139
2022-10-30,2022-10-30T00:00:00Z,2999868.30520624
2022-10-31,2022-10-31T00:00:00Z,6355072.57226392
2022-11-01,2022-11-01T00:00:00Z,6837680.37218278
2022-11-02,2022-11-02T00:00:00Z,18257688.51411054
2022-11-03,2022-11-03T00:00:00Z,8111228.7392747
2022-11-04,2022-11-04T00:00:00Z,38348527.59317485
2022-11-05,2022-11-05T00:00:00Z,9191909.5917543
2022-11-06,2022-11-06T00:00:00Z,8998361.42720299
2022-11-07,2022-11-07T00:00:00Z,20884341.06002931
2022-11-08,2022-11-08T00:00:00Z,13906201.7441278
2022-11-09,2022-11-09T00:00:00Z,26458268.21217529
2022-11-10,2022-11-10T00:00:00Z,16758468.34027494
2022-11-11,2022-11-11T00:00:00Z,47377058.59915494
2022-11-12,2022-11-12T00:00:00Z,31000185.55525702
2022-11-13,2022-11-13T00:00:00Z,4513830.72546534
2022-11-14,2022-11-14T00:00:00Z,14050823.23962104
2022-11-15,2022-11-15T00:00:00Z,14254159.21158246
2022-11-16,2022-11-16T00:00:00Z,35273272.05194616
2022-11-17,2022-11-17T00:00:00Z,18932517.79460322
2022-11-18,2022-11-18T00:00:00Z,75567840.21607658
2022-11-19,2022-11-19T00:00:00Z,4095900.6378119
2022-11-20,2022-11-20T00:00:00Z,9319512.6675706
2022-11-21,2022-11-21T00:00:00Z,12878387.07721679
2022-11-22,2022-11-22T00:00:00Z,16431966.22611024
2022-11-23,2022-11-23T00:00:00Z,86631878.05676901
2022-11-24,2022-11-24T00:00:00Z,8826635.7897493
2022-11-25,2022-11-25T00:00:00Z,6015347.52909305
2022-11-26,2022-11-26T00:00:00Z,4114668.94947984
2022-11-27,2022-11-27T00:00:00Z,3726166.23718114
2022-11-28,2022-11-28T00:00:00Z,9739824.62321937
2022-11-29,2022-11-29T00:00:00Z,8501369.77180896
2022-11-30,2022-11-30T00:00:00Z,7222603.14422332
2022-12-01,2022-12-01T00:00:00Z,13948805.69280128
2022-12-02,2022-12-02T00:00:00Z,9087071.16432977
2022-12-03,2022-12-03T00:00:00Z,3141516.67839005
2022-12-04,2022-12-04T00:00:00Z,5679146.49734353
2022-12-05,2022-12-05T00:00:00Z,16828044.49526082
2022-12-06,2022-12-06T00:00:00Z,7716838.99685229
2022-12-07,2022-12-07T00:00:00Z,5344836.37818935
2022-12-08,2022-12-08T00:00:00Z,5971018.87605042
2022-12-09,2022-12-09T00:00:00Z,11559931.79906252
2022-12-10,2022-12-10T00:00:00Z,4498414.75468502
2022-12-11,2022-12-11T00:00:00Z,4771334.69142692
2022-12-12,2022-12-12T00:00:00Z,5748391.42627461
2022-12-13,2022-12-13T00:00:00Z,11125394.47350784
2022-12-14,2022-12-14T00:00:00Z,12893082.99501076
2022-12-15,2022-12-15T00:00:00Z,5526569.80950941
2022-12-16,2022-12-16T00:00:00Z,8184258.872907
2022-12-17,2022-12-17T00:00:00Z,6021007.68696304
2022-12-18,2022-12-18T00:00:00Z,3996896.29898337
2022-12-19,2022-12-19T00:00:00Z,14191587.72279761
2022-12-20,2022-12-20T00:00:00Z,4218723.65913985
2022-12-21,2022-12-21T00:00:00Z,7036199.1193914
2022-12-22,2022-12-22T00:00:00Z,6464236.93760844
2022-12-23,2022-12-23T00:00:00Z,9507398.35255386
2022-12-24,2022-12-24T00:00:00Z,3897044.70902672
2022-12-25,2022-12-25T00:00:00Z,6194443.68540226
2022-12-26,2022-12-26T00:00:00Z,2723286.33755579
2022-12-27,2022-12-27T00:00:00Z,4923799.05852365
2022-12-28,2022-12-28T00:00:00Z,17509413.79398214
2022-12-29,2022-12-29T00:00:00Z,13372807.26215013
2022-12-30,2022-12-30T00:00:00Z,11223381.24084229
2022-12-31,2022-12-31T00:00:00Z,19812682.29316187
2023-01-01,2023-01-01T00:00:00Z,4207334.81730603
2023-01-02,2023-01-02T00:00:00Z,5244100.84618063
2023-01-03,2023-01-03T00:00:00Z,8293825.58334347
2023-01-04,2023-01-04T00:00:00Z,8260558.4476124
2023-01-05,2023-01-05T00:00:00Z,30827904.71005849
2023-01-06,2023-01-06T00:00:00Z,10882778.1503758
2023-01-07,2023-01-07T00:00:00Z,8102644.7160976
2023-01-08,2023-01-08T00:00:00Z,4265159.18670334
2023-01-09,2023-01-09T00:00:00Z,5715107.19825298
2023-01-10,2023-01-10T00:00:00Z,12110991.03367383
2023-01-11,2023-01-11T00:00:00Z,10687145.556213
2023-01-12,2023-01-12T00:00:00Z,8243116.34331109
2023-01-13,2023-01-13T00:00:00Z,8014028.92929728
2023-01-14,2023-01-14T00:00:00Z,5161980.90445611
2023-01-15,2023-01-15T00:00:00Z,5514310.78607658
2023-01-16,2023-01-16T00:00:00Z,16427849.0991476
2023-01-17,2023-01-17T00:00:00Z,6933829.1703033
2023-01-18,2023-01-18T00:00:00Z,10398307.79429637
2023-01-19,2023-01-19T00:00:00Z,7834334.44227577
2023-01-20,2023-01-20T00:00:00Z,6123025.16068076
2023-01-21,2023-01-21T00:00:00Z,4824027.40160559
2023-01-22,2023-01-22T00:00:00Z,2837298.3015443
2023-01-23,2023-01-23T00:00:00Z,5444447.80849273
2023-01-24,2023-01-24T00:00:00Z,5928870.44812012
2023-01-25,2023-01-25T00:00:00Z,6112434.91066594
2023-01-26,2023-01-26T00:00:00Z,30091925.19885517
2023-01-27,2023-01-27T00:00:00Z,12921335.20669716
2023-01-28,2023-01-28T00:00:00Z,2873536.40327458
2023-01-29,2023-01-29T00:00:00Z,3466321.6807617
2023-01-30,2023-01-30T00:00:00Z,4751835.89278694
2023-01-31,2023-01-31T00:00:00Z,6662547.99447258
2023-02-01,2023-02-01T00:00:00Z,10292890.81058549
2023-02-02,2023-02-02T00:00:00Z,4172889.21519138
2023-02-03,2023-02-03T00:00:00Z,7870360.74466239
2023-02-04,2023-02-04T00:00:00Z,2887912.92717152
2023-02-05,2023-02-05T00:00:00Z,4045179.94675958
2023-02-06,2023-02-06T00:00:00Z,4393932.30868199
2023-02-07,2023-02-07T00:00:00Z,3911665.53719295
2023-02-08,2023-02-08T00:00:00Z,5930314.85818249
2023-02-09,2023-02-09T00:00:00Z,6848190.88305619
2023-02-10,2023-02-10T00:00:00Z,6904107.91211225
2023-02-11,2023-02-11T00:00:00Z,4016111.39012366
2023-02-12,2023-02-12T00:00:00Z,3872001.20690435
2023-02-13,2023-02-13T00:00:00Z,4934912.83578403
2023-02-14,2023-02-14T00:00:00Z,3136930.54748778
2023-02-15,2023-02-15T00:00:00Z,6415994.31914011
2023-02-16,2023-02-16T00:00:00Z,6641981.58796874
2023-02-17,2023-02-17T00:00:00Z,4799982.87138727
2023-02-18,2023-02-18T00:00:00Z,2307791.49133083
2023-02-19,2023-02-19T00:00:00Z,4650758.77003383
2023-02-20,2023-02-20T00:00:00Z,2965611.55986509
2023-02-21,2023-02-21T00:00:00Z,5162956.0701314
2023-02-22,2023-02-22T00:00:00Z,7653582.92545009
2023-02-23,2023-02-23T00:00:00Z,4039907.82264683
2023-02-24,2023-02-24T00:00:00Z,9370965.65191849
2023-02-25,2023-02-25T00:00:00Z,3395121.85309194
2023-02-26,2023-02-26T00:00:00Z,3509317.85804506
2023-02-27,2023-02-27T00:00:00Z,9392982.47964597
2023-02-28,2023-02-28T00:00:00Z,14408685.16949236
2023-03-01,2023-03-01T00:00:00Z,14584547.44556044
2023-03-02,2023-03-02T00:00:00Z,5206975.32909877
2023-03-03,2023-03-03T00:00:00Z,5661235.88212431
2023-03-04,2023-03-04T00:00:00Z,4078075.47817094
2023-03-05,2023-03-05T00:00:00Z,10126239.86345829
2023-03-06,2023-03-06T00:00:00Z,7647134.51595897
2023-03-07,2023-03-07T00:00:00Z,25075514.98102739
2023-03-08,2023-03-08T00:00:00Z,5533937.633788
2023-03-09,2023-03-09T00:00:00Z,8143342.6630597
2023-03-10,2023-03-10T00:00:00Z,5818113.24640578
2023-03-11,2023-03-11T00:00:00Z,6746122.02343978
2023-03-12,2023-03-12T00:00:00Z,3647284.25657003
2023-03-13,2023-03-13T00:00:00Z,12592510.88703988
2023-03-14,2023-03-14T00:00:00Z,14185682.87127458
2023-03-15,2023-03-15T00:00:00Z,12020702.16947118
2023-03-16,2023-03-16T00:00:00Z,9603868.97044139
2023-03-17,2023-03-17T00:00:00Z,9138152.99234608
2023-03-18,2023-03-18T00:00:00Z,4348438.75274037
2023-03-19,2023-03-19T00:00:00Z,4716909.87746579
2023-03-20,2023-03-20T00:00:00Z,7858684.74569857
2023-03-21,2023-03-21T00:00:00Z,7435680.10007926
2023-03-22,2023-03-22T00:00:00Z,9170545.91185928
2023-03-23,2023-03-23T00:00:00Z,11223237.25716744
2023-03-24,2023-03-24T00:00:00Z,9136606.52966207
2023-03-25,2023-03-25T00:00:00Z,3500365.0336313
2023-03-26,2023-03-26T00:00:00Z,5146165.34869152
2023-03-27,2023-03-27T00:00:00Z,11213165.81227512
2023-03-28,2023-03-28T00:00:00Z,5171764.83866065
2023-03-29,2023-03-29T00:00:00Z,4624296.04558017
2023-03-30,2023-03-30T00:00:00Z,91213768.49157296
2023-03-31,2023-03-31T00:00:00Z,15126048.19174895
2023-04-01,2023-04-01T00:00:00Z,4526256.48659254
2023-04-02,2023-04-02T00:00:00Z,2630964.33322492
2023-04-03,2023-04-03T00:00:00Z,7126617.51788727
2023-04-04,2023-04-04T00:00:00Z,9749023.74809223
2023-04-05,2023-04-05T00:00:00Z,12376757.44782904
2023-04-06,2023-04-06T00:00:00Z,10060211.64058621
2023-04-07,2023-04-07T00:00:00Z,8053178.62285448
2023-04-08,2023-04-08T00:00:00Z,2215167.44262113
2023-04-09,2023-04-09T00:00:00Z,1663833.73191704
2023-04-10,2023-04-10T00:00:00Z,7768798.98052293
2023-04-11,2023-04-11T00:00:00Z,20554568.39991799
2023-04-12,2023-04-12T00:00:00Z,18744786.26706353
2023-04-13,2023-04-13T00:00:00Z,8517511.5281475
2023-04-14,2023-04-14T00:00:00Z,12749764.43441438
2023-04-15,2023-04-15T00:00:00Z,3438022.56590396
2023-04-16,2023-04-16T00:00:00Z,3357583.4801565
2023-04-17,2023-04-17T00:00:00Z,6650646.68618619
2023-04-18,2023-04-18T00:00:00Z,5851901.23684728
2023-04-19,2023-04-19T00:00:00Z,27228242.68083131
2023-04-20,2023-04-20T00:00:00Z,5152158.20826179
2023-04-21,2023-04-21T00:00:00Z,6762747.21215685
2023-04-22,2023-04-22T00:00:00Z,2365454.19959944
2023-04-23,2023-04-23T00:00:00Z,3201933.42018839
2023-04-24,2023-04-24T00:00:00Z,5372177.45283838
2023-04-25,2023-04-25T00:00:00Z,5099102.89467567
2023-04-26,2023-04-26T00:00:00Z,5835508.3578984
2023-04-27,2023-04-27T00:00:00Z,5154843.38521076
2023-04-28,2023-04-28T00:00:00Z,5748031.40742612
2023-04-29,2023-04-29T00:00:00Z,10225754.74156828
2023-04-30,2023-04-30T00:00:00Z,2251079.83241156
2023-05-01,2023-05-01T00:00:00Z,4596523.19858831
2023-05-02,2023-05-02T00:00:00Z,5034773.51585925
2023-05-03,2023-05-03T00:00:00Z,14740981.06596647
2023-05-04,2023-05-04T00:00:00Z,5301264.17484468
2023-05-05,2023-05-05T00:00:00Z,4779134.42064971
2023-05-06,2023-05-06T00:00:00Z,1756802.35263932
2023-05-07,2023-05-07T00:00:00Z,26501993.30530495
2023-05-08,2023-05-08T00:00:00Z,8757839.43025341
2023-05-09,2023-05-09T00:00:00Z,3217696.79453984
2023-05-10,2023-05-10T00:00:00Z,8016003.11161108
2023-05-11,2023-05-11T00:00:00Z,8320927.66396761
2023-05-12,2023-05-12T00:00:00Z,8320119.59069196
2023-05-13,2023-05-13T00:00:00Z,2458428.35728533
2023-05-14,2023-05-14T00:00:00Z,7864220.2970186
2023-05-15,2023-05-15T00:00:00Z,32107030.04549924
2023-05-16,2023-05-16T00:00:00Z,9820116.38490933
2023-05-17,2023-05-17T00:00:00Z,4365751.80966591
2023-05-18,2023-05-18T00:00:00Z,4483820.8999299
2023-05-19,2023-05-19T00:00:00Z,4626164.21648526
2023-05-20,2023-05-20T00:00:00Z,3230723.31220358
2023-05-21,2023-05-21T00:00:00Z,3390963.37470339
2023-05-22,2023-05-22T00:00:00Z,19153757.56421463
2023-05-23,2023-05-23T00:00:00Z,5960396.45931917
2023-05-24,2023-05-24T00:00:00Z,6272004.97427203
2023-05-25,2023-05-25T00:00:00Z,36318713.21423472
2023-05-26,2023-05-26T00:00:00Z,8723617.09998042
2023-05-27,2023-05-27T00:00:00Z,2449957.20537231
2023-05-28,2023-05-28T00:00:00Z,4986096.40457917
2023-05-29,2023-05-29T00:00:00Z,6994526.51850503
2023-05-30,2023-05-30T00:00:00Z,10486607.99198848
2023-05-31,2023-05-31T00:00:00Z,10362278.99146615
2023-06-01,2023-06-01T00:00:00Z,11403007.24481776
2023-06-02,2023-06-02T00:00:00Z,5936746.21266332
2023-06-03,2023-06-03T00:00:00Z,3046897.6671418
2023-06-04,2023-06-04T00:00:00Z,2952457.46573705
2023-06-05,2023-06-05T00:00:00Z,8954194.21008366
2023-06-06,2023-06-06T00:00:00Z,6174507.22378578
2023-06-07,2023-06-07T00:00:00Z,4868975.75922218
2023-06-08,2023-06-08T00:00:00Z,9810786.15879407
2023-06-09,2023-06-09T00:00:00Z,5027918.39418703
2023-06-10,2023-06-10T00:00:00Z,6120383.80706082
2023-06-11,2023-06-11T00:00:00Z,3616696.82563111
2023-06-12,2023-06-12T00:00:00Z,8143550.12357562
2023-06-13,2023-06-13T00:00:00Z,9010645.95042224
2023-06-14,2023-06-14T00:00:00Z,9219634.44962864
2023-06-15,2023-06-15T00:00:00Z,9659474.37662383
2023-06-16,2023-06-16T00:00:00Z,6319160.07956676
2023-06-17,2023-06-17T00:00:00Z,2816852.60340229
2023-06-18,2023-06-18T00:00:00Z,12857261.49309016
2023-06-19,2023-06-19T00:00:00Z,10723161.60688843
2023-06-20,2023-06-20T00:00:00Z,17450045.60151273
2023-06-21,2023-06-21T00:00:00Z,21626346.34780004
2023-06-22,2023-06-22T00:00:00Z,7174441.58397986
2023-06-23,2023-06-23T00:00:00Z,20001614.81813316
2023-06-24,2023-06-24T00:00:00Z,5520082.75916994
2023-06-25,2023-06-25T00:00:00Z,5909183.30761367
2023-06-26,2023-06-26T00:00:00Z,5487046.73130127
2023-06-27,2023-06-27T00:00:00Z,10099220.16401036
2023-06-28,2023-06-28T00:00:00Z,7412412.09201813
2023-06-29,2023-06-29T00:00:00Z,18062415.81381276
2023-06-30,2023-06-30T00:00:00Z,6862440.39949658
2023-07-01,2023-07-01T00:00:00Z,31970741.82022769
2023-07-02,2023-07-02T00:00:00Z,4157311.19054501
2023-07-03,2023-07-03T00:00:00Z,6834278.78589032
2023-07-04,2023-07-04T00:00:00Z,4401440.58489205
2023-07-05,2023-07-05T00:00:00Z,5221709.37812689
2023-07-06,2023-07-06T00:00:00Z,22020907.89642754
2023-07-07,2023-07-07T00:00:00Z,4399692.14305725
2023-07-08,2023-07-08T00:00:00Z,2037228.1273046
2023-07-09,2023-07-09T00:00:00Z,3769703.63639141
2023-07-10,2023-07-10T00:00:00Z,7264289.51561757
2023-07-11,2023-07-11T00:00:00Z,12457410.04119958
2023-07-12,2023-07-12T00:00:00Z,6933229.17116589
2023-07-13,2023-07-13T00:00:00Z,10780490.45713545
2023-07-14,2023-07-14T00:00:00Z,8354594.96333267
2023-07-15,2023-07-15T00:00:00Z,2402943.39136326
2023-07-16,2023-07-16T00:00:00Z,2657759.56096116
2023-07-17,2023-07-17T00:00:00Z,10298116.06590379
2023-07-18,2023-07-18T00:00:00Z,11454871.00123586
