date,UTXOs in Loss (%)
2023-12-11,9.04074416
2023-12-12,8.90188431
2023-12-13,7.39158145
2023-12-14,7.15623251
2023-12-15,9.12243273
2023-12-16,8.75416923
2023-12-17,10.87395745
2023-12-18,8.07582814
2023-12-19,8.94554278
2023-12-20,6.61052958
2023-12-21,6.08504243
2023-12-22,5.50343344
2023-12-23,6.69827872
2023-12-24,8.82265984
2023-12-25,7.72435581
2023-12-26,10.45799748
2023-12-27,8.43989434
2023-12-28,10.56872761
2023-12-29,12.39055741
2023-12-30,11.81017527
2023-12-31,11.90312493
2024-01-01,5.18452588
2024-01-02,4.98202396
2024-01-03,9.91849128
2024-01-04,5.53184136
2024-01-05,5.65664142
2024-01-06,6.45308534
2024-01-07,6.44161202
2024-01-08,4.08892499
2024-01-09,4.80189347
2024-01-10,4.47600754
2024-01-11,4.76572344
2024-01-12,11.9700319
2024-01-13,11.8851311
2024-01-14,15.37538296
2024-01-15,13.26124864
2024-01-16,10.32562717
2024-01-17,12.43775654
2024-01-18,17.40443973
2024-01-19,16.69997834
2024-01-20,16.62872334
2024-01-21,17.29658147
2024-01-22,19.36357112
2024-01-23,18.9252981
2024-01-24,18.63194059
2024-01-25,18.77722299
2024-01-26,15.61897437
2024-01-27,14.58077069
2024-01-28,15.1061431
2024-01-29,9.97971846
2024-01-30,10.92694771
2024-01-31,13.00442166
2024-02-01,10.52812416
2024-02-02,10.04429196
2024-02-03,11.32736628
2024-02-04,14.06995422
2024-02-05,13.25554234
2024-02-06,10.3439184
2024-02-07,5.668435
2024-02-08,5.26178576
2024-02-09,3.94676798
2024-02-10,3.49656084
2024-02-11,3.40065555
2024-02-12,2.68249584
2024-02-13,2.91294061
2024-02-14,2.36995403
2024-02-15,2.49488455
2024-02-16,2.4948068
2024-02-17,2.98387527
2024-02-18,2.49695254
2024-02-19,3.16465122
2024-02-20,2.44004277
2024-02-21,3.686455
2024-02-22,4.08827193
2024-02-23,4.57126159
2024-02-24,3.75665427
2024-02-25,3.39524157
2024-02-26,2.11272694
2024-02-27,1.4758859
2024-02-28,0.33348964
2024-02-29,0.73709131
2024-03-01,0.55242037
2024-03-02,0.75226635
2024-03-03,0.31584727
2024-03-04,0.0083415
2024-03-05,0.66183018
2024-03-06,0.6015348
2024-03-07,0.48393804
2024-03-08,0.15155954
2024-03-09,0.14523679
2024-03-10,0.31929811
2024-03-11,0.13357121
2024-03-12,0.36555632
2024-03-13,0.09334441
2024-03-14,0.77156684
2024-03-15,1.02747782
2024-03-16,2.85449764
2024-03-17,1.33367133
2024-03-18,2.07501049
2024-03-19,4.17877469
2024-03-20,1.85852349
2024-03-21,3.29172691
2024-03-22,3.87262523
2024-03-23,3.77415128
2024-03-24,2.13086273
2024-03-25,0.77619698
2024-03-26,0.94765832
2024-03-27,1.21104259
2024-03-28,0.79482606
2024-03-29,1.3711534
2024-03-30,1.78211887
2024-03-31,0.55632082
2024-04-01,1.77516342
2024-04-02,4.90199852
2024-04-03,4.50927987
2024-04-04,2.53949719
2024-04-05,3.22594994
2024-04-06,2.24131251
2024-04-07,1.94702853
2024-04-08,0.67735619
2024-04-09,2.92227526
2024-04-10,1.18849634
2024-04-11,1.95940292
2024-04-12,5.53186426
2024-04-13,7.62636844
2024-04-14,6.86679452
2024-04-15,8.44502256
2024-04-16,8.08670867
2024-04-17,9.90554729
2024-04-18,8.3372565
2024-04-19,8.1721667
2024-04-20,7.09810706
2024-04-21,7.31117955
2024-04-22,5.5110024
2024-04-23,6.29959455
2024-04-24,9.55743939
2024-04-25,9.23459306
2024-04-26,10.67024648
2024-04-27,11.03532873
2024-04-28,12.11185423
2024-04-29,10.37093614
2024-04-30,13.80906925
2024-05-01,14.29714114
2024-05-02,14.02471951
2024-05-03,11.10441577
2024-05-04,10.18082585
2024-05-05,9.41535894
2024-05-06,11.78467204
2024-05-07,13.14110548
2024-05-08,14.32472692
2024-05-09,11.9263211
2024-05-10,14.85227577
2024-05-11,15.10114753
2024-05-12,14.17354908
2024-05-13,12.2460889
2024-05-14,14.06374603
2024-05-15,5.85490553
2024-05-16,7.08376174
2024-05-17,4.5875663
2024-05-18,4.53588696
2024-05-19,6.42631998
2024-05-20,0.5107282
2024-05-21,1.55777008
2024-05-22,3.13489784
2024-05-23,4.32902831
2024-05-24,3.72919489
2024-05-25,3.18493314
2024-05-26,4.54207071
2024-05-27,2.94409404
2024-05-28,4.81121399
2024-05-29,6.28526224
2024-05-30,5.08159775
2024-05-31,7.21569904
2024-06-01,6.51176583
2024-06-02,6.30535758
2024-06-03,4.36434612
2024-06-04,1.11153117
2024-06-05,0.73796789
2024-06-06,1.39920338
2024-06-07,3.86119069
2024-06-08,4.18157988
2024-06-09,3.15372951
2024-06-10,3.68407209
2024-06-11,9.86127441
2024-06-12,7.44838679
2024-06-13,11.62948585
2024-06-14,13.33401307
2024-06-15,12.97661387
2024-06-16,11.74896728
2024-06-17,12.22555296
2024-06-18,14.59270002
2024-06-19,15.18333396
2024-06-20,15.4260177
2024-06-21,16.78763308
2024-06-22,16.44300814
2024-06-23,19.15426161
2024-06-24,22.85803266
2024-06-25,21.13574965
2024-06-26,22.78326559
2024-06-27,21.17709719
2024-06-28,23.3132495
2024-06-29,22.59977141
2024-06-30,19.51197125
2024-07-01,19.38293601
2024-07-02,20.61793664
2024-07-03,24.0402283
2024-07-04,25.36547416
2024-07-05,25.45663088
2024-07-06,24.52855195
2024-07-07,26.08292879
2024-07-08,25.60037039
2024-07-09,24.3448021
2024-07-10,24.64203395
2024-07-11,25.50083721
2024-07-12,24.49472576
2024-07-13,23.48369555
2024-07-14,22.60801901
2024-07-15,14.09599858
2024-07-16,13.22687635
2024-07-17,15.89232234
2024-07-18,16.29759143
2024-07-19,10.10986214
2024-07-20,8.84914178
2024-07-21,6.7881719
2024-07-22,8.12499199
2024-07-23,13.19274655
2024-07-24,14.31084272
2024-07-25,13.55853448
2024-07-26,6.81239515
2024-07-27,6.39639172
2024-07-28,6.22983059
2024-07-29,11.20466678
2024-07-30,13.51853108
2024-07-31,17.01772768
2024-08-01,15.52579142
2024-08-02,24.33082271
2024-08-03,26.28961678
2024-08-04,27.9628603
2024-08-05,30.47957763
2024-08-06,30.03233292
2024-08-07,30.48099793
2024-08-08,23.39747783
2024-08-09,25.74212025
2024-08-10,25.39584802
2024-08-11,27.40539196
2024-08-12,27.01170394
2024-08-13,26.10297381
2024-08-14,27.84552276
2024-08-15,29.40053521
2024-08-16,27.49179629
2024-08-17,26.84389049
2024-08-18,28.10689398
2024-08-19,27.07694612
2024-08-20,27.86494544
2024-08-21,23.9502019
2024-08-22,26.13660259
2024-08-23,18.10391977
2024-08-24,18.24394446
2024-08-25,17.25361913
2024-08-26,21.32692662
2024-08-27,28.09029633
2024-08-28,29.10842525
2024-08-29,28.44400371
2024-08-30,29.06252216
2024-08-31,29.51591932
2024-09-01,32.31185844
2024-09-02,28.7095222
2024-09-03,32.06959332
2024-09-04,31.33780705
2024-09-05,33.95933749
2024-09-06,34.88408529
2024-09-07,34.91856371
2024-09-08,34.27510485
2024-09-09,32.31447117
2024-09-10,31.47377615
2024-09-11,31.91404802
2024-09-12,30.21484433
2024-09-13,25.48611802
2024-09-14,26.34689168
2024-09-15,28.32363262
2024-09-16,30.48323841
2024-09-17,25.84991195
2024-09-18,22.76796934
2024-09-19,19.78356899
2024-09-20,19.41108946
2024-09-21,19.01786671
2024-09-22,18.6298983
2024-09-23,19.24547086
2024-09-24,15.6159882
2024-09-25,19.97354797
2024-09-26,14.27147448
2024-09-27,12.87833306
2024-09-28,12.64523424
2024-09-29,13.47092139
2024-09-30,20.24558341
2024-10-01,25.81557185
2024-10-02,26.96602869
2024-10-03,26.71799912
2024-10-04,23.02570193
2024-10-05,23.03178001
2024-10-06,21.61285342
2024-10-07,22.86344852
2024-10-08,23.32154052
2024-10-09,28.07740058
2024-10-10,29.02057419
2024-10-11,22.66097083
2024-10-12,20.128131
2024-10-13,21.47489575
2024-10-14,11.66380745
2024-10-15,8.63872698
2024-10-16,6.62763716
2024-10-17,8.07564077
2024-10-18,4.92896787
2024-10-19,5.15076426
2024-10-20,4.10661377
2024-10-21,8.71553894
2024-10-22,8.68614846
2024-10-23,11.71974723
2024-10-24,6.05179694
2024-10-25,13.01782441
2024-10-26,10.46282605
2024-10-27,6.58490385
2024-10-28,1.59460034
2024-10-29,0.11311245
2024-10-30,0.14492212
2024-10-31,1.96394235
2024-11-01,3.26348761
2024-11-02,4.36391111
2024-11-03,5.56057353
2024-11-04,8.04239637
2024-11-05,4.05412772
2024-11-06,0.04777267
2024-11-07,0.05381066
2024-11-08,0.03889876
2024-11-09,0.02523173
2024-11-10,0.01795571
2024-11-11,0.00894436
2024-11-12,0.09850423
2024-11-13,0.07274504
2024-11-14,0.57473276
2024-11-15,0.11980373
2024-11-16,0.35778147
2024-11-17,0.63750062
2024-11-18,0.6536986
2024-11-19,0.11992646
2024-11-20,0.0929177
2024-11-21,0.02129786
2024-11-22,0.12491027
2024-11-23,0.44765866
2024-11-24,0.45014822
2024-11-25,1.06055884
2024-11-26,1.30961423
2024-11-27,0.78066691
2024-11-28,0.84026544
2024-11-29,0.58538443
2024-11-30,1.00595914
2024-12-01,0.74479568
2024-12-02,1.48030924
2024-12-03,1.38165342
2024-12-04,0.10506963
2024-12-05,1.03128453
2024-12-06,0.19816454
2024-12-07,0.23271903
2024-12-08,0.11884285
2024-12-09,1.34129769
2024-12-10,1.7975802
2024-12-11,0.12128003
2024-12-12,0.48544222
2024-12-13,0.15506565
2024-12-14,0.28265007
2024-12-15,0.00481541
2024-12-16,0.04952571
2024-12-17,0.22884835
2024-12-18,1.13366262
2024-12-19,2.39425219
2024-12-20,2.22411954
2024-12-21,2.70272558
2024-12-22,3.75985116
2024-12-23,3.82684359
2024-12-24,1.66282355
2024-12-25,1.43959183
2024-12-26,3.59874253
2024-12-27,4.11627725
2024-12-28,3.78180084
2024-12-29,4.39836095
2024-12-30,4.61296707
2024-12-31,4.48174964
2025-01-01,4.01239003
2025-01-02,2.72046256
2025-01-03,1.84875633
2025-01-04,1.7782736
2025-01-05,1.60899998
2025-01-06,0.40143589
2025-01-07,3.18661481
2025-01-08,4.38904827
2025-01-09,5.4504413
2025-01-10,4.45998675
2025-01-11,4.5029041
2025-01-12,4.71431251
2025-01-13,4.67882712
2025-01-14,3.31689996
2025-01-15,0.96860981
2025-01-16,1.14250435
2025-01-17,0.29070825
2025-01-18,0.2471888
2025-01-19,1.15887654
2025-01-20,0.912783
2025-01-21,0.18558367
2025-01-22,0.71907799
2025-01-23,0.68064049
2025-01-24,0.61059777
2025-01-25,0.63081104
2025-01-26,1.2514021
2025-01-27,1.37094062
2025-01-28,1.7469272
2025-01-29,0.97042284
2025-01-30,0.73502485
2025-01-31,1.52913232
2025-02-01,2.3237695
2025-02-02,4.1906037
2025-02-03,1.94038663
2025-02-04,4.02712653
2025-02-05,4.87841183
2025-02-06,4.99227955
2025-02-07,5.26472289
2025-02-08,5.18964852
2025-02-09,5.333604
2025-02-10,4.16494254
2025-02-11,5.90358727
2025-02-12,3.8977734
2025-02-13,5.07487774
2025-02-14,4.06353106
2025-02-15,4.03607325
2025-02-16,5.92628048
2025-02-17,6.21510401
2025-02-18,6.36112951
2025-02-19,5.16455384
2025-02-20,3.13687677
2025-02-21,6.09694699
2025-02-22,5.54284625
2025-02-23,6.60677516
2025-02-24,9.01338954
2025-02-25,9.83060724
2025-02-26,10.21962223
2025-02-27,10.13099344
2025-02-28,9.96361515
2025-03-01,9.72209626
2025-03-02,7.56044227
2025-03-03,9.57873459
2025-03-04,9.45477253
2025-03-05,8.62517159
2025-03-06,8.88507193
2025-03-07,9.6015708
2025-03-08,9.61266418
2025-03-09,10.08630138
2025-03-10,10.27672671
2025-03-11,9.81373057
2025-03-12,9.66552167
2025-03-13,10.23378154
2025-03-14,9.59765566
2025-03-15,9.55015208
2025-03-16,10.29273929
2025-03-17,9.85940218
2025-03-18,10.28617684
2025-03-19,8.91754329
2025-03-20,9.59768524
2025-03-21,9.81583836
2025-03-22,10.0157806
2025-03-23,9.10190407
2025-03-24,8.77136202
2025-03-25,8.86220852
2025-03-26,9.19031746
2025-03-27,9.12694575
2025-03-28,10.11689156
2025-03-29,11.02368233
2025-03-30,11.1119689
2025-03-31,11.01922406
2025-04-01,9.50718337
2025-04-02,11.06582901
2025-04-03,10.70661884
2025-04-04,10.3167485
2025-04-05,10.56533389
2025-04-06,11.85034993
2025-04-07,11.63653729
2025-04-08,12.11601572
2025-04-09,10.96335997
2025-04-10,11.63566354
2025-04-11,10.26237743
2025-04-12,9.18403542
2025-04-13,10.28499207
2025-04-14,9.63747186
2025-04-15,10.55021278
2025-04-16,10.27556515
2025-04-17,9.42043725
2025-04-18,9.97524048
2025-04-19,9.3835957
2025-04-20,9.33210554
2025-04-21,8.34081055
2025-04-22,6.41461356
2025-04-23,6.39837553
2025-04-24,6.2680828
2025-04-25,5.8559063
2025-04-26,5.8571519
2025-04-27,6.68677736
2025-04-28,5.59893757
2025-04-29,6.78789932
2025-04-30,6.57690072
2025-05-01,4.66964904
2025-05-02,4.09961746
2025-05-03,5.29163706
2025-05-04,6.63228087
2025-05-05,6.24763345
2025-05-06,4.2425634
2025-05-07,3.74015084
2025-05-08,0.76913993
2025-05-09,0.85567688
2025-05-10,0.53040041
2025-05-11,0.69707489
2025-05-12,1.17770244
2025-05-13,0.71070902
2025-05-14,0.98042429
2025-05-15,0.9019645
2025-05-16,1.20196969
2025-05-17,1.28330046
2025-05-18,0.10499555
2025-05-19,0.21779443
2025-05-20,0.079555
2025-05-21,0.00733532
2025-05-22,0.05771341
2025-05-23,0.42922693
2025-05-24,0.48446299
2025-05-25,0.29389409
2025-05-26,0.31822946
2025-05-27,0.49318146
2025-05-28,0.76043076
2025-05-29,1.36450062
2025-05-30,2.20008102
2025-05-31,1.82884378
2025-06-01,1.29222344
2025-06-02,1.18049531
2025-06-03,1.42125612
2025-06-04,1.97537849
2025-06-05,3.70885388
2025-06-06,2.24297126
2025-06-07,1.29015437
2025-06-08,1.26889276
2025-06-09,0.17354055
2025-06-10,0.15191498
2025-06-11,0.7310531
2025-06-12,1.48249757
2025-06-13,1.39601457
2025-06-14,1.81983126
2025-06-15,1.68641194
2025-06-16,1.25695144
2025-06-17,2.68495406
2025-06-18,2.73049391
2025-06-19,2.76742052
2025-06-20,3.88767011
2025-06-21,4.41611009
2025-06-22,4.90410673
2025-06-23,1.78695134
2025-06-24,1.3933118
2025-06-25,1.10222663
2025-06-26,1.42806772
2025-06-27,1.45998767
2025-06-28,1.19662274
2025-06-29,0.65020772
2025-06-30,1.61392697
2025-07-01,2.53081663
2025-07-02,0.58054467
2025-07-03,0.36229417
2025-07-04,1.00204777
2025-07-05,0.93947178
2025-07-06,0.49265271
2025-07-07,0.98452207
2025-07-08,0.62630337
2025-07-09,0.02966234
2025-07-10,0.0156628
2025-07-11,0.13253488
2025-07-12,0.23678777
2025-07-13,0.05270284
2025-07-14,0.15778095
2025-07-15,0.43552231
2025-07-16,0.29794298
2025-07-17,0.17198796
2025-07-18,0.57488753
2025-07-19,0.73033128
2025-07-20,1.17277252
2025-07-21,1.14378961
2025-07-22,0.13272517
2025-07-23,0.43133568
2025-07-24,0.74647976
2025-07-25,1.36566736
2025-07-26,1.13068436
2025-07-27,0.19857898
2025-07-28,1.28483298
2025-07-29,1.59683299
2025-07-30,1.85165531
2025-07-31,2.50217106
2025-08-01,2.60057407
2025-08-02,2.63846139
2025-08-03,2.35385352
2025-08-04,2.2354055
2025-08-05,2.47353301
2025-08-06,2.26707094
2025-08-07,1.75117904
2025-08-08,2.04890111
2025-08-09,2.27567126
2025-08-10,0.22043186
2025-08-11,0.71821901
2025-08-12,0.18372932
2025-08-13,0.00883406
2025-08-14,1.18519866
2025-08-15,2.54220064
2025-08-16,2.41060882
2025-08-17,2.61138803
2025-08-18,3.20933885
2025-08-19,4.08592005
2025-08-20,3.73834665
2025-08-21,4.23417899
2025-08-22,2.65327468
2025-08-23,3.28485014
2025-08-24,4.22193831
2025-08-25,4.80469459
2025-08-26,4.47530677
2025-08-27,4.68544236
2025-08-28,4.37311774
2025-08-29,5.90993409
2025-08-30,5.72589583
2025-08-31,6.39848185
2025-09-01,5.36333038
2025-09-02,4.6870846
2025-09-03,4.47322491
2025-09-04,4.91928621
2025-09-05,5.0379174
2025-09-06,5.27390884
2025-09-07,4.73569781
2025-09-08,4.30176277
2025-09-09,4.60722319
2025-09-10,3.5709927
2025-09-11,2.88539245
2025-09-12,2.73821664
2025-09-13,2.82739829
2025-09-14,3.31883939
2025-09-15,3.28069705
2025-09-16,2.51140718
2025-09-17,2.69878573
2025-09-18,2.41561022
2025-09-19,3.4440172
2025-09-20,3.4864789
2025-09-21,4.00073922
2025-09-22,5.35627964
2025-09-23,5.79802137
2025-09-24,5.01351436
2025-09-25,7.64662393
2025-09-26,7.30900896
2025-09-27,7.26670812
2025-09-28,5.57415113
2025-09-29,4.32915463
2025-09-30,4.48454394
2025-10-01,1.12693923
2025-10-02,0.20541348
2025-10-03,0.11314824
2025-10-04,0.09779652
2025-10-05,0.06767267
2025-10-06,0.09837682
2025-10-07,0.66938953
2025-10-08,0.29418107
2025-10-09,0.83003336
2025-10-10,5.70489532
2025-10-11,7.52531288
2025-10-12,4.53396609
2025-10-13,4.53963423
2025-10-14,5.68810501
2025-10-15,7.88118413
2025-10-16,9.85293225
2025-10-17,10.92846291
2025-10-18,10.65655365
2025-10-19,9.39159341
2025-10-20,7.95211958
2025-10-21,9.59582422
2025-10-22,10.3111862
2025-10-23,8.12112088
2025-10-24,7.516713
2025-10-25,6.74155405
2025-10-26,4.57355297
2025-10-27,5.05669797
2025-10-28,5.91958606
2025-10-29,8.86368555
2025-10-30,10.36131793
2025-10-31,9.16085406
2025-11-01,8.81117622
2025-11-02,8.24098588
2025-11-03,12.26330005
2025-11-04,14.86863903
2025-11-05,13.76869243
2025-11-06,14.89068371
2025-11-07,13.89885567
2025-11-08,14.37860459
2025-11-09,13.08165159
2025-11-10,11.94111144
2025-11-11,14.29695464
2025-11-12,15.15887782
2025-11-13,15.52684586
2025-11-14,19.40995294
2025-11-15,18.56339313
2025-11-16,19.50780581
2025-11-17,20.50462654
2025-11-18,20.21846783
2025-11-19,20.5741654
2025-11-20,21.99368177
2025-11-21,22.32703981
2025-11-22,22.53022639
2025-11-23,21.66418143
2025-11-24,21.04220567
2025-11-25,21.33284612
2025-11-26,20.43023452
2025-11-27,20.12239956
2025-11-28,20.40950911
2025-11-29,20.44609449
2025-11-30,20.72157368
2025-12-01,21.97491284
2025-12-02,19.96504533
2025-12-03,18.89890093
2025-12-04,19.599252
2025-12-05,21.00842799
2025-12-06,21.1950019
2025-12-07,20.72145468
2025-12-08,20.60449615
2025-12-09,19.16070467
2025-12-10,19.60093721
2025-12-11,19.32390637
2025-12-12,20.91151324
2025-12-13,20.96604971
2025-12-14,21.91973659
2025-12-15,22.74111965
2025-12-16,22.02270484
2025-12-17,22.92237416
2025-12-18,23.32601598
2025-12-19,21.6732652
2025-12-20,21.54595664
2025-12-21,21.50256617
2025-12-22,21.59436808
2025-12-23,22.4162241
2025-12-24,22.12177285
2025-12-25,22.63502179
2025-12-26,22.60270592
2025-12-27,21.93402802
2025-12-28,21.8546982
2025-12-29,23.14410242
2025-12-30,21.32479215
2025-12-31,22.46735311
2026-01-01,21.07674331
2026-01-02,20.47367537
2026-01-03,19.8129377
2026-01-04,19.18585629
2026-01-05,17.76058639
2026-01-06,18.01147365
2026-01-07,19.53174997
2026-01-08,19.85855269
2026-01-09,20.22010276
2026-01-10,20.47722735
2026-01-11,19.8752418
2026-01-12,19.66586777
2026-01-13,16.72049591
2026-01-14,15.17387892
2026-01-15,16.51555128
2026-01-16,16.70953935
2026-01-17,17.03818569
2026-01-18,17.61468182
2026-01-19,18.89757
2026-01-20,22.48716911
2026-01-21,21.86410642
2026-01-22,21.78602326
2026-01-23,21.72131013
2026-01-24,21.9807176
2026-01-25,24.54633004
2026-01-26,22.40367236
2026-01-27,21.79238248
2026-01-28,21.90998959
2026-01-29,25.60197641
2026-01-30,26.01708149
2026-01-31,27.45028861
2026-02-01,27.53088987
2026-02-02,27.29084185
2026-02-03,27.88729005
2026-02-04,28.07373018
2026-02-05,42.16289809
2026-02-06,28.92824541
2026-02-07,30.70659229
2026-02-08,29.06470493
2026-02-09,29.10003679
2026-02-10,31.71702697
2026-02-11,36.51815116
2026-02-12,38.61969059
2026-02-13,31.45440642
2026-02-14,29.24790574
2026-02-15,32.08874768
2026-02-16,31.37641642
2026-02-17,35.24860884
2026-02-18,38.57513727
2026-02-19,36.94353453
2026-02-20,33.44704236
2026-02-21,33.27482389
2026-02-22,34.78523049
2026-02-23,42.07539058
2026-02-24,43.43239807
2026-02-25,33.36875377
2026-02-26,35.54063541
2026-02-27,39.90323393
2026-02-28,37.31556066
2026-03-01,40.17635018
2026-03-02,31.09075456
2026-03-03,31.77446689
2026-03-04,26.91708186
2026-03-05,27.76708191
2026-03-06,32.80261229
2026-03-07,36.17691267
2026-03-08,40.09443776
2026-03-09,32.17553929
2026-03-10,28.58287562
2026-03-11,28.25219558
2026-03-12,27.88330096
2026-03-13,27.56451414
2026-03-14,27.29788004
2026-03-15,26.52189036
2026-03-16,26.33357257
2026-03-17,26.47726359
2026-03-18,27.40322836
2026-03-19,29.00545303
2026-03-20,28.3003998
2026-03-21,28.81865656
2026-03-22,33.97491588
2026-03-23,27.66707976
2026-03-24,28.25549684
2026-03-25,27.19632246
2026-03-26,32.02463126
2026-03-27,40.4168316
2026-03-28,40.01411506
2026-03-29,41.2189215
2026-03-30,38.94985386
2026-03-31,33.33566191
2026-04-01,33.50577388
2026-04-02,38.21973321
2026-04-03,38.01303492
2026-04-04,36.7392356
2026-04-05,30.87146021
2026-04-06,31.3319271
2026-04-07,26.27950736
2026-04-08,26.94139782
2026-04-09,26.37580862
2026-04-10,25.88210967
