date,timestamp_utc,0 ~ 0.01 BTC,0.01 ~ 0.1 BTC,0.1 ~ 1 BTC,1 ~ 10 BTC,10 ~ 100 BTC,100 ~ 1K BTC,1K ~ 10K BTC,10K ~ BTC
2022-12-12,2022-12-12T00:00:00Z,119323425,10725091,3837562,915749,151560,19387,1825,68
2022-12-13,2022-12-13T00:00:00Z,119330185,10741798,3849971,918398,152196,19320,1818,69
2022-12-14,2022-12-14T00:00:00Z,119332907,10741717,3852974,918409,152413,19306,1823,68
2022-12-15,2022-12-15T00:00:00Z,119389994,10756987,3859149,920002,152380,19371,1807,69
2022-12-16,2022-12-16T00:00:00Z,119504614,10788995,3867385,921999,152458,19388,1807,69
2022-12-17,2022-12-17T00:00:00Z,119520705,10772168,3870381,923687,152511,19393,1802,70
2022-12-18,2022-12-18T00:00:00Z,119519029,10791906,3876804,924722,152701,19387,1802,70
2022-12-19,2022-12-19T00:00:00Z,119418808,10807768,3880624,925742,152569,19426,1802,70
2022-12-20,2022-12-20T00:00:00Z,119408922,10814757,3885563,926302,152756,19413,1803,69
2022-12-21,2022-12-21T00:00:00Z,119402821,10827020,3888632,927084,152604,19424,1802,68
2022-12-22,2022-12-22T00:00:00Z,119437215,10846758,3892177,928038,152766,19410,1801,68
2022-12-23,2022-12-23T00:00:00Z,119533119,10869046,3893989,928848,152662,19448,1795,68
2022-12-24,2022-12-24T00:00:00Z,119628357,10887398,3895296,929171,152811,19443,1795,68
2022-12-25,2022-12-25T00:00:00Z,119617530,10886599,3896329,930152,152802,19443,1795,68
2022-12-26,2022-12-26T00:00:00Z,119607485,10893395,3898469,930486,152902,19445,1795,68
2022-12-27,2022-12-27T00:00:00Z,119613839,10911247,3898090,930589,152862,19448,1794,69
2022-12-28,2022-12-28T00:00:00Z,119629222,10921851,3897493,930710,152710,19401,1797,69
2022-12-29,2022-12-29T00:00:00Z,119629327,10924845,3901492,930810,152728,19425,1793,69
2022-12-30,2022-12-30T00:00:00Z,119536943,10920529,3900202,930092,152756,19508,1791,68
2022-12-31,2022-12-31T00:00:00Z,119543413,10929390,3900004,929563,152781,19518,1788,68
2023-01-01,2023-01-01T00:00:00Z,119551069,10939202,3898031,929510,152819,19499,1792,68
2023-01-02,2023-01-02T00:00:00Z,119502341,10940349,3900143,929768,152717,19518,1789,69
2023-01-03,2023-01-03T00:00:00Z,119431211,10952480,3902880,930093,152796,19524,1789,69
2023-01-04,2023-01-04T00:00:00Z,119439921,10936749,3903469,930143,152922,19448,1785,70
2023-01-05,2023-01-05T00:00:00Z,119446579,10941328,3904613,930633,152988,19353,1787,71
2023-01-06,2023-01-06T00:00:00Z,119385149,10959105,3907968,931050,152966,19319,1789,70
2023-01-07,2023-01-07T00:00:00Z,119451439,10970982,3910166,930904,153031,19324,1789,70
2023-01-08,2023-01-08T00:00:00Z,119508993,10978450,3908427,930769,153137,19310,1789,70
2023-01-09,2023-01-09T00:00:00Z,119418487,10983838,3910071,932447,153054,19296,1788,70
2023-01-10,2023-01-10T00:00:00Z,119124415,10976448,3910919,933004,153149,19253,1789,70
2023-01-11,2023-01-11T00:00:00Z,119014026,10989921,3916031,933599,153006,19234,1788,70
2023-01-12,2023-01-12T00:00:00Z,118957550,10981981,3913745,933769,153085,19276,1789,69
2023-01-13,2023-01-13T00:00:00Z,118930929,10988885,3915228,933765,153223,19261,1794,69
2023-01-14,2023-01-14T00:00:00Z,118962314,10987525,3911716,932190,153334,19312,1793,69
2023-01-15,2023-01-15T00:00:00Z,119054316,10993316,3913247,932296,153359,19275,1796,69
2023-01-16,2023-01-16T00:00:00Z,119034108,10985891,3910687,931294,153147,19327,1800,69
2023-01-17,2023-01-17T00:00:00Z,118994085,10978382,3909820,930793,153327,19338,1796,69
2023-01-18,2023-01-18T00:00:00Z,119026987,10945302,3908402,929740,153325,19333,1794,68
2023-01-19,2023-01-19T00:00:00Z,119081562,10910024,3910942,930074,153463,19389,1789,68
2023-01-20,2023-01-20T00:00:00Z,119181994,10925949,3914053,930971,153351,19314,1795,68
2023-01-21,2023-01-21T00:00:00Z,119263823,10935811,3914095,930220,153423,19325,1797,69
2023-01-22,2023-01-22T00:00:00Z,119261932,10915303,3912854,930437,153454,19341,1795,70
2023-01-23,2023-01-23T00:00:00Z,119261261,10915125,3913966,929228,153694,19344,1796,69
2023-01-24,2023-01-24T00:00:00Z,119293995,10924222,3914824,929024,153802,19340,1797,68
2023-01-25,2023-01-25T00:00:00Z,119347313,10931490,3915436,929034,153888,19360,1798,69
2023-01-26,2023-01-26T00:00:00Z,119394634,10936736,3916117,928496,153814,19400,1801,69
2023-01-27,2023-01-27T00:00:00Z,119483208,10949851,3918157,928808,153847,19390,1800,69
2023-01-28,2023-01-28T00:00:00Z,119541822,10955200,3918474,928519,153932,19402,1797,69
2023-01-29,2023-01-29T00:00:00Z,119574880,10963901,3918394,928970,153921,19356,1798,69
2023-01-30,2023-01-30T00:00:00Z,119574156,10955556,3919146,928929,153930,19375,1799,69
2023-01-31,2023-01-31T00:00:00Z,119659320,10976403,3921043,928434,154107,19398,1801,67
2023-02-01,2023-02-01T00:00:00Z,119653126,10969499,3921122,928086,154369,19385,1801,67
2023-02-02,2023-02-02T00:00:00Z,119727186,10979570,3920318,927139,154197,19373,1802,67
2023-02-03,2023-02-03T00:00:00Z,119841465,10980024,3920772,926587,154132,19351,1802,68
2023-02-04,2023-02-04T00:00:00Z,119855210,10984008,3920616,926711,154162,19357,1802,68
2023-02-05,2023-02-05T00:00:00Z,119909926,10995173,3922003,926733,154251,19341,1802,68
2023-02-06,2023-02-06T00:00:00Z,119969468,11003627,3923424,927226,154373,19337,1802,67
2023-02-07,2023-02-07T00:00:00Z,120082285,11029710,3926444,928268,154292,19289,1804,67
2023-02-08,2023-02-08T00:00:00Z,120193239,11035845,3928353,928766,154199,19292,1803,67
2023-02-09,2023-02-09T00:00:00Z,120328740,11032247,3929785,929904,154304,19274,1801,67
2023-02-10,2023-02-10T00:00:00Z,120489714,11028735,3930081,929958,154309,19328,1805,67
2023-02-11,2023-02-11T00:00:00Z,120599560,11040720,3930398,930126,154525,19312,1809,67
2023-02-12,2023-02-12T00:00:00Z,120684096,11050909,3931611,930636,154430,19327,1807,67
2023-02-13,2023-02-13T00:00:00Z,120717179,11065685,3931919,930790,154455,19345,1804,67
2023-02-14,2023-02-14T00:00:00Z,120840187,11084142,3936224,930913,154566,19291,1811,67
2023-02-15,2023-02-15T00:00:00Z,120926274,11084304,3935091,930675,154461,19294,1811,67
2023-02-16,2023-02-16T00:00:00Z,120923853,11071514,3932073,928972,154411,19354,1809,67
2023-02-17,2023-02-17T00:00:00Z,120910876,11054480,3932855,928972,154527,19387,1809,67
2023-02-18,2023-02-18T00:00:00Z,120818188,10945817,3933268,928954,154556,19385,1808,67
2023-02-19,2023-02-19T00:00:00Z,120666098,10940694,3934113,929030,154576,19388,1808,67
2023-02-20,2023-02-20T00:00:00Z,120633150,10941482,3935383,929010,154632,19355,1809,67
2023-02-21,2023-02-21T00:00:00Z,120448903,10931862,3935468,929338,154629,19395,1808,67
2023-02-22,2023-02-22T00:00:00Z,120430564,10932127,3936954,930694,154487,19420,1807,67
2023-02-23,2023-02-23T00:00:00Z,120221037,10930403,3937778,930957,154517,19431,1806,67
2023-02-24,2023-02-24T00:00:00Z,120271308,10948159,3939356,930273,154503,19456,1806,67
2023-02-25,2023-02-25T00:00:00Z,120421249,10966379,3939384,930262,154510,19452,1803,67
2023-02-26,2023-02-26T00:00:00Z,120397134,10956273,3939148,930357,154637,19468,1802,67
2023-02-27,2023-02-27T00:00:00Z,120382307,10964077,3941534,930195,154583,19458,1797,67
2023-02-28,2023-02-28T00:00:00Z,120507757,10987098,3944611,930322,154397,19482,1791,67
2023-03-01,2023-03-01T00:00:00Z,120667193,11007482,3945065,930328,154213,19466,1795,67
2023-03-02,2023-03-02T00:00:00Z,120846142,11033394,3946404,930619,154118,19490,1794,67
2023-03-03,2023-03-03T00:00:00Z,120933368,11053935,3949253,931286,154102,19489,1793,67
2023-03-04,2023-03-04T00:00:00Z,121047724,11070445,3950206,931749,154158,19492,1793,67
2023-03-05,2023-03-05T00:00:00Z,120947908,11044480,3951163,932445,153674,19508,1799,67
2023-03-06,2023-03-06T00:00:00Z,121043084,11064184,3956407,932777,153518,19514,1802,67
2023-03-07,2023-03-07T00:00:00Z,121123559,11068238,3950138,932592,153561,19537,1803,67
2023-03-08,2023-03-08T00:00:00Z,121229611,11071334,3950712,932271,153588,19528,1804,66
2023-03-09,2023-03-09T00:00:00Z,121393413,11082235,3952371,932199,153656,19537,1800,66
2023-03-10,2023-03-10T00:00:00Z,121545879,11106729,3957062,933097,153609,19505,1798,66
2023-03-11,2023-03-11T00:00:00Z,121629053,11120178,3966086,935474,153577,19456,1798,66
2023-03-12,2023-03-12T00:00:00Z,121628427,11122132,3971051,936760,153598,19470,1798,66
2023-03-13,2023-03-13T00:00:00Z,121693453,11132039,3969866,936069,153569,19492,1788,67
2023-03-14,2023-03-14T00:00:00Z,121761612,11111929,3964779,933641,154095,19513,1785,67
2023-03-15,2023-03-15T00:00:00Z,121896733,11122573,3963051,932293,154411,19516,1781,67
2023-03-16,2023-03-16T00:00:00Z,122058739,11137517,3965622,932545,154430,19366,1780,67
2023-03-17,2023-03-17T00:00:00Z,122171291,11128560,3966941,932765,154289,19352,1781,68
2023-03-18,2023-03-18T00:00:00Z,122228570,11131092,3964790,932602,154430,19366,1783,67
2023-03-19,2023-03-19T00:00:00Z,122330319,11116701,3967228,932847,154548,19383,1784,67
2023-03-20,2023-03-20T00:00:00Z,122393032,11120016,3968458,933302,154677,19393,1784,68
2023-03-21,2023-03-21T00:00:00Z,122467676,11134721,3970796,933805,154661,19377,1781,68
2023-03-22,2023-03-22T00:00:00Z,122589259,11114099,3968802,932454,154360,19402,1786,67
2023-03-23,2023-03-23T00:00:00Z,122727466,11120113,3974070,932854,154343,19397,1792,67
2023-03-24,2023-03-24T00:00:00Z,122899598,11152284,3979889,934373,154395,19442,1783,67
2023-03-25,2023-03-25T00:00:00Z,122975235,11146830,3979407,934318,154506,19413,1782,68
2023-03-26,2023-03-26T00:00:00Z,122985183,11147230,3981306,934532,154626,19401,1782,68
2023-03-27,2023-03-27T00:00:00Z,122872660,11151856,3985293,935337,154595,19374,1788,68
2023-03-28,2023-03-28T00:00:00Z,122928825,11147489,3988202,936085,154428,19313,1789,68
2023-03-29,2023-03-29T00:00:00Z,123018254,11159508,3990082,936193,154382,19329,1787,68
2023-03-30,2023-03-30T00:00:00Z,123081752,11161840,3990692,935914,154482,19309,1795,67
2023-03-31,2023-03-31T00:00:00Z,123129866,11182864,3993963,936044,154567,19331,1787,67
2023-04-01,2023-04-01T00:00:00Z,123173325,11193136,3994561,936427,154454,19338,1785,67
2023-04-02,2023-04-02T00:00:00Z,123168915,11179091,3995618,936805,154663,19324,1784,67
2023-04-03,2023-04-03T00:00:00Z,123221494,11197439,3997952,937651,154649,19324,1785,67
2023-04-04,2023-04-04T00:00:00Z,123348525,11210086,3999371,937594,154602,19335,1784,67
2023-04-05,2023-04-05T00:00:00Z,123519936,11223671,4002127,937990,154292,19213,1777,68
2023-04-06,2023-04-06T00:00:00Z,123645188,11221215,4003806,938058,154416,19215,1780,69
2023-04-07,2023-04-07T00:00:00Z,123835466,11233834,4004885,938414,154384,19242,1779,69
2023-04-08,2023-04-08T00:00:00Z,123997461,11235065,4005885,938789,154402,19245,1779,69
2023-04-09,2023-04-09T00:00:00Z,123839443,11221626,4006678,939379,154499,19240,1779,69
2023-04-10,2023-04-10T00:00:00Z,123832586,11206103,4007947,939019,154520,19236,1781,69
2023-04-11,2023-04-11T00:00:00Z,123837871,11152770,4007181,938771,154544,19061,1785,70
2023-04-12,2023-04-12T00:00:00Z,123771567,11154868,4008052,938305,154409,19035,1786,72
2023-04-13,2023-04-13T00:00:00Z,123775654,11158710,4008925,938424,154595,19002,1788,71
2023-04-14,2023-04-14T00:00:00Z,123814475,11159296,4009221,938320,154712,19008,1791,70
2023-04-15,2023-04-15T00:00:00Z,123563646,11154471,4008910,938386,154720,19023,1791,70
2023-04-16,2023-04-16T00:00:00Z,123430506,11165211,4010708,938604,154875,19013,1790,70
2023-04-17,2023-04-17T00:00:00Z,123266282,11170618,4011649,938943,154799,19089,1786,70
2023-04-18,2023-04-18T00:00:00Z,122943864,11176444,4013266,938839,154654,19126,1786,70
2023-04-19,2023-04-19T00:00:00Z,122905792,11191677,4014746,938858,154720,19124,1786,70
2023-04-20,2023-04-20T00:00:00Z,122916157,11209757,4016393,939029,154753,19067,1785,71
2023-04-21,2023-04-21T00:00:00Z,123034910,11216371,4017029,939170,154665,19094,1789,71
2023-04-22,2023-04-22T00:00:00Z,123154290,11223196,4017318,939124,154800,19074,1785,72
2023-04-23,2023-04-23T00:00:00Z,123384275,11232859,4018886,939191,154862,19070,1781,72
2023-04-24,2023-04-24T00:00:00Z,123397036,11209187,4019734,939612,154924,19079,1781,72
2023-04-25,2023-04-25T00:00:00Z,123567915,11217902,4021540,940165,154659,19060,1779,73
2023-04-26,2023-04-26T00:00:00Z,123861237,11236515,4024264,940737,154083,19057,1781,73
2023-04-27,2023-04-27T00:00:00Z,124126532,11245336,4025449,940892,154135,19071,1784,73
2023-04-28,2023-04-28T00:00:00Z,124465853,11262662,4026840,941237,154121,19074,1784,73
2023-04-29,2023-04-29T00:00:00Z,124852307,11269927,4026770,941439,154134,19054,1781,73
2023-04-30,2023-04-30T00:00:00Z,125330552,11284808,4028679,941576,154092,19048,1782,73
2023-05-01,2023-05-01T00:00:00Z,125831451,11290505,4028085,941714,154190,19061,1782,73
2023-05-02,2023-05-02T00:00:00Z,126212947,11317505,4032038,942157,153300,19050,1784,73
2023-05-03,2023-05-03T00:00:00Z,126533274,11338343,4035220,942399,153289,19068,1775,74
2023-05-04,2023-05-04T00:00:00Z,126862987,11342122,4036119,942486,153190,19076,1776,75
2023-05-05,2023-05-05T00:00:00Z,127230025,11370348,4038464,941902,153210,19087,1776,75
2023-05-06,2023-05-06T00:00:00Z,127810479,11394054,4042136,941624,153177,19083,1777,75
2023-05-07,2023-05-07T00:00:00Z,128468640,11422196,4045737,941683,153096,19246,1777,74
2023-05-08,2023-05-08T00:00:00Z,129017437,11457193,4052150,943049,153526,19192,1775,73
2023-05-09,2023-05-09T00:00:00Z,129524432,11481289,4056252,943051,153627,19165,1776,73
2023-05-10,2023-05-10T00:00:00Z,130076954,11506035,4059836,943882,153600,19147,1775,73
2023-05-11,2023-05-11T00:00:00Z,130493866,11526513,4062933,943967,153611,19149,1774,72
2023-05-12,2023-05-12T00:00:00Z,130893234,11534746,4066100,944658,153537,19194,1772,72
2023-05-13,2023-05-13T00:00:00Z,131415211,11546031,4067667,944773,153656,19185,1771,72
2023-05-14,2023-05-14T00:00:00Z,131817593,11537208,4065938,944223,153645,19200,1771,72
2023-05-15,2023-05-15T00:00:00Z,132168134,11555221,4069423,944599,153689,19178,1773,72
2023-05-16,2023-05-16T00:00:00Z,132609527,11572108,4069524,945208,153598,19193,1776,72
2023-05-17,2023-05-17T00:00:00Z,133065064,11558164,4068987,944174,153514,19197,1778,72
2023-05-18,2023-05-18T00:00:00Z,133393363,11569621,4070152,944541,153360,19230,1778,71
2023-05-19,2023-05-19T00:00:00Z,133794893,11582650,4071746,944651,153213,19256,1777,72
2023-05-20,2023-05-20T00:00:00Z,134095045,11586508,4071435,945324,153249,19246,1777,72
2023-05-21,2023-05-21T00:00:00Z,134411207,11586091,4071656,945966,153173,19253,1777,72
2023-05-22,2023-05-22T00:00:00Z,134774501,11588218,4072050,945866,153205,19275,1785,71
2023-05-23,2023-05-23T00:00:00Z,135133698,11585761,4072033,945328,153069,19305,1801,69
2023-05-24,2023-05-24T00:00:00Z,135352908,11567755,4072934,945429,153078,19300,1809,69
2023-05-25,2023-05-25T00:00:00Z,135661548,11568153,4071411,945764,153020,19399,1808,71
2023-05-26,2023-05-26T00:00:00Z,136018389,11576637,4072382,945912,152795,19396,1811,71
2023-05-27,2023-05-27T00:00:00Z,136287715,11582210,4073886,946218,152733,19395,1811,71
2023-05-28,2023-05-28T00:00:00Z,136527697,11586814,4074104,946166,152695,19413,1810,71
2023-05-29,2023-05-29T00:00:00Z,136895160,11586593,4073159,945993,152536,19435,1810,71
2023-05-30,2023-05-30T00:00:00Z,137225302,11592845,4074929,945677,152598,19410,1811,71
2023-05-31,2023-05-31T00:00:00Z,137467333,11595627,4075022,946159,152640,19365,1811,72
2023-06-01,2023-06-01T00:00:00Z,137633828,11596131,4075642,946050,152522,19394,1805,72
2023-06-02,2023-06-02T00:00:00Z,137964170,11594594,4075550,946419,152532,19396,1809,72
2023-06-03,2023-06-03T00:00:00Z,138171983,11597061,4075147,946822,152538,19391,1808,72
2023-06-04,2023-06-04T00:00:00Z,138249192,11577273,4073362,946578,152645,19385,1811,72
2023-06-05,2023-06-05T00:00:00Z,138379991,11551360,4074085,946806,153048,19333,1809,72
2023-06-06,2023-06-06T00:00:00Z,138671846,11522006,4080540,947830,153213,19313,1811,72
2023-06-07,2023-06-07T00:00:00Z,138880284,11515752,4085936,948665,153284,19255,1808,72
2023-06-08,2023-06-08T00:00:00Z,139015163,11513058,4089510,949074,153633,19211,1806,72
2023-06-09,2023-06-09T00:00:00Z,139027720,11494825,4088962,950026,153574,19205,1805,72
2023-06-10,2023-06-10T00:00:00Z,139084100,11483447,4090601,951198,153648,19188,1805,72
2023-06-11,2023-06-11T00:00:00Z,139153233,11479878,4090267,948392,153590,19198,1806,72
2023-06-12,2023-06-12T00:00:00Z,139162199,11458671,4082940,948404,153800,19190,1808,72
2023-06-13,2023-06-13T00:00:00Z,139345532,11466190,4085338,948657,153957,19178,1809,72
2023-06-14,2023-06-14T00:00:00Z,139528035,11474388,4086750,948540,154217,19140,1819,72
2023-06-15,2023-06-15T00:00:00Z,139797417,11484146,4088638,948395,154245,19152,1820,72
2023-06-16,2023-06-16T00:00:00Z,140174277,11506055,4092051,948566,154160,19137,1823,72
2023-06-17,2023-06-17T00:00:00Z,140486095,11508139,4092898,949098,154522,19176,1822,71
2023-06-18,2023-06-18T00:00:00Z,140736057,11516993,4087131,949085,154703,19138,1821,71
2023-06-19,2023-06-19T00:00:00Z,140849348,11505604,4086299,949134,154965,19106,1819,72
2023-06-20,2023-06-20T00:00:00Z,141142334,11515844,4088943,949148,154922,19139,1818,72
2023-06-21,2023-06-21T00:00:00Z,141319018,11519334,4088021,948381,154781,19160,1815,72
2023-06-22,2023-06-22T00:00:00Z,141438441,11516368,4087545,948389,154669,19150,1816,72
2023-06-23,2023-06-23T00:00:00Z,141642466,11528697,4088248,948904,154528,19170,1818,71
2023-06-24,2023-06-24T00:00:00Z,141653633,11529057,4088702,947412,154709,19155,1815,71
2023-06-25,2023-06-25T00:00:00Z,141698536,11534220,4087958,947737,154860,19173,1814,71
2023-06-26,2023-06-26T00:00:00Z,141762576,11540942,4087346,947648,155154,19148,1819,70
2023-06-27,2023-06-27T00:00:00Z,141973383,11546138,4088825,947686,155227,19094,1818,70
2023-06-28,2023-06-28T00:00:00Z,142175087,11559859,4090059,948200,155179,19085,1817,70
2023-06-29,2023-06-29T00:00:00Z,142388413,11563793,4092199,948514,154981,19080,1816,70
2023-06-30,2023-06-30T00:00:00Z,142510449,11532301,4092626,948346,155009,19098,1823,70
2023-07-01,2023-07-01T00:00:00Z,142486440,11530792,4095233,949070,154800,19072,1822,70
2023-07-02,2023-07-02T00:00:00Z,141982795,11515937,4096844,949714,154766,19085,1824,70
2023-07-03,2023-07-03T00:00:00Z,142003506,11516626,4096674,949604,154734,19105,1826,70
2023-07-04,2023-07-04T00:00:00Z,142009594,11506833,4096976,949807,154733,19111,1826,70
2023-07-05,2023-07-05T00:00:00Z,142278152,11508531,4099866,949857,154794,19102,1826,70
2023-07-06,2023-07-06T00:00:00Z,142454509,11500353,4099437,950343,154966,19087,1816,70
2023-07-07,2023-07-07T00:00:00Z,142752928,11511424,4102546,950511,154950,19117,1816,70
2023-07-08,2023-07-08T00:00:00Z,143011986,11515280,4103801,951134,154998,19104,1815,70
2023-07-09,2023-07-09T00:00:00Z,143383154,11499533,4104623,951852,154989,19106,1815,70
2023-07-10,2023-07-10T00:00:00Z,143721535,11504681,4102657,951435,154823,19113,1817,70
2023-07-11,2023-07-11T00:00:00Z,143939244,11510692,4105041,951619,154673,19123,1817,70
2023-07-12,2023-07-12T00:00:00Z,144260066,11517269,4106727,951662,154777,19169,1817,70
2023-07-13,2023-07-13T00:00:00Z,144500756,11531368,4110019,952158,154632,19154,1819,70
2023-07-14,2023-07-14T00:00:00Z,144730624,11545890,4111992,952384,154611,19099,1820,70
2023-07-15,2023-07-15T00:00:00Z,145101781,11555611,4114307,952918,154495,19114,1819,70
2023-07-16,2023-07-16T00:00:00Z,145553980,11566289,4116046,952843,154578,19114,1819,70
2023-07-17,2023-07-17T00:00:00Z,145835181,11575424,4116517,953092,154535,19115,1815,70
2023-07-18,2023-07-18T00:00:00Z,146202651,11590246,4118035,953313,154405,19133,1818,70
2023-07-19,2023-07-19T00:00:00Z,146546628,11600658,4118803,953492,154258,19140,1821,70
2023-07-20,2023-07-20T00:00:00Z,146803898,11612548,4121180,953452,154249,19119,1824,70
2023-07-21,2023-07-21T00:00:00Z,147000413,11628120,4123546,953923,154195,19121,1825,70
2023-07-22,2023-07-22T00:00:00Z,146759588,11632044,4123956,953903,154224,19122,1825,70
2023-07-23,2023-07-23T00:00:00Z,147172940,11633539,4124093,954317,154193,19142,1824,70
2023-07-24,2023-07-24T00:00:00Z,147475682,11636362,4124542,954673,154200,19137,1819,70
2023-07-25,2023-07-25T00:00:00Z,147793635,11651201,4127590,954975,154224,19152,1818,70
2023-07-26,2023-07-26T00:00:00Z,147998027,11664876,4128598,955154,154140,19154,1817,70
2023-07-27,2023-07-27T00:00:00Z,148222061,11679997,4130349,954911,154180,19150,1818,69
2023-07-28,2023-07-28T00:00:00Z,148497802,11692735,4131514,954947,154292,19162,1815,69
2023-07-29,2023-07-29T00:00:00Z,148811136,11700330,4132940,955133,154365,19161,1816,69
2023-07-30,2023-07-30T00:00:00Z,149257691,11704440,4133118,955523,154459,19156,1816,69
2023-07-31,2023-07-31T00:00:00Z,149494814,11703343,4134728,956009,154351,19164,1814,69
2023-08-01,2023-08-01T00:00:00Z,149679414,11713596,4137724,955997,154295,19167,1815,69
2023-08-02,2023-08-02T00:00:00Z,149731798,11716895,4137238,955870,154353,19180,1811,69
2023-08-03,2023-08-03T00:00:00Z,149926314,11719076,4137452,956282,154384,19184,1810,69
2023-08-04,2023-08-04T00:00:00Z,150076232,11731158,4136430,956194,154219,19193,1812,69
2023-08-05,2023-08-05T00:00:00Z,150392887,11724901,4137661,956330,154278,19188,1812,69
2023-08-06,2023-08-06T00:00:00Z,150948212,11726184,4138823,956847,154246,19190,1812,69
2023-08-07,2023-08-07T00:00:00Z,151174480,11732553,4140034,957278,154333,19159,1812,69
2023-08-08,2023-08-08T00:00:00Z,151299186,11708155,4141747,957149,154289,19175,1812,69
2023-08-09,2023-08-09T00:00:00Z,151491865,11710008,4142942,957181,154292,19180,1813,69
2023-08-10,2023-08-10T00:00:00Z,151741027,11712702,4143696,958045,154241,19174,1815,69
2023-08-11,2023-08-11T00:00:00Z,152037012,11705021,4143278,958140,154426,19158,1817,69
2023-08-12,2023-08-12T00:00:00Z,152271656,11709086,4144853,958514,154529,19144,1817,69
2023-08-13,2023-08-13T00:00:00Z,152585345,11716953,4145521,958686,154559,19140,1818,69
2023-08-14,2023-08-14T00:00:00Z,152880689,11718247,4146500,958595,154476,19137,1817,70
2023-08-15,2023-08-15T00:00:00Z,153234611,11716346,4144102,958729,154506,19146,1816,70
2023-08-16,2023-08-16T00:00:00Z,153517442,11716197,4145220,958741,154558,19158,1815,70
2023-08-17,2023-08-17T00:00:00Z,153779113,11710407,4147519,959812,154503,19155,1815,70
2023-08-18,2023-08-18T00:00:00Z,154090489,11718781,4149972,959989,154450,19172,1811,70
2023-08-19,2023-08-19T00:00:00Z,154409456,11734540,4152347,960096,154543,19171,1811,70
2023-08-20,2023-08-20T00:00:00Z,154835437,11739611,4154392,960671,154471,19172,1811,70
2023-08-21,2023-08-21T00:00:00Z,155199934,11753320,4157624,960868,154395,19175,1811,70
2023-08-22,2023-08-22T00:00:00Z,155258565,11761965,4159584,961215,154328,19163,1815,70
2023-08-23,2023-08-23T00:00:00Z,155367915,11769423,4162333,961339,154472,19095,1815,70
2023-08-24,2023-08-24T00:00:00Z,155494752,11774459,4163874,961525,154574,19108,1814,70
2023-08-25,2023-08-25T00:00:00Z,155758152,11770822,4167240,961876,154408,19106,1816,70
2023-08-26,2023-08-26T00:00:00Z,156165471,11783658,4169764,962352,154361,19121,1815,70
2023-08-27,2023-08-27T00:00:00Z,156425818,11791552,4171144,962904,154450,19102,1816,70
2023-08-28,2023-08-28T00:00:00Z,156574962,11792616,4173335,962911,154578,19108,1806,70
2023-08-29,2023-08-29T00:00:00Z,156837756,11803081,4175637,962963,154571,19148,1798,70
2023-08-30,2023-08-30T00:00:00Z,157103800,11827419,4178357,962690,154527,19156,1799,70
2023-08-31,2023-08-31T00:00:00Z,157402981,11820587,4178478,962992,154555,19162,1796,70
2023-09-01,2023-09-01T00:00:00Z,157648057,11820403,4181101,963312,154611,19187,1794,70
2023-09-02,2023-09-02T00:00:00Z,158091112,11825352,4182557,963917,154573,19177,1795,70
2023-09-03,2023-09-03T00:00:00Z,158634983,11836395,4183781,964341,154575,19185,1794,70
2023-09-04,2023-09-04T00:00:00Z,159126674,11845893,4184074,964713,154538,19162,1795,70
2023-09-05,2023-09-05T00:00:00Z,159524819,11860475,4186434,964836,154597,19149,1794,70
2023-09-06,2023-09-06T00:00:00Z,159821394,11876547,4187506,965029,154464,19144,1796,70
2023-09-07,2023-09-07T00:00:00Z,160193893,11881126,4188446,965344,154550,19142,1796,70
2023-09-08,2023-09-08T00:00:00Z,160418697,11901588,4191140,965492,154357,19164,1797,70
2023-09-09,2023-09-09T00:00:00Z,160952637,11912475,4192904,965870,154333,19171,1796,70
2023-09-10,2023-09-10T00:00:00Z,161429376,11926374,4195205,966094,154404,19170,1796,70
2023-09-11,2023-09-11T00:00:00Z,161497228,11904175,4194647,966392,154334,19190,1797,70
2023-09-12,2023-09-12T00:00:00Z,161745572,11910654,4196003,966568,154365,19181,1794,70
2023-09-13,2023-09-13T00:00:00Z,162006383,11914167,4196481,966618,154306,19197,1792,70
2023-09-14,2023-09-14T00:00:00Z,162404191,11921355,4197576,966654,154246,19190,1793,70
2023-09-15,2023-09-15T00:00:00Z,162943564,11936627,4200019,966723,154361,19162,1792,71
2023-09-16,2023-09-16T00:00:00Z,163432391,11945795,4201106,967426,154326,19157,1790,71
2023-09-17,2023-09-17T00:00:00Z,163954425,11957161,4202292,967396,154326,19161,1790,71
2023-09-18,2023-09-18T00:00:00Z,164343217,11969174,4203338,967980,154267,19173,1789,71
2023-09-19,2023-09-19T00:00:00Z,164602383,11978023,4206444,968539,154029,19190,1787,71
2023-09-20,2023-09-20T00:00:00Z,164949439,11986302,4208630,968878,153986,19188,1790,71
2023-09-21,2023-09-21T00:00:00Z,165139911,11970979,4210487,969350,153831,19195,1788,71
2023-09-22,2023-09-22T00:00:00Z,165432189,11983280,4211597,969545,153717,19184,1786,71
2023-09-23,2023-09-23T00:00:00Z,165902487,11992008,4212933,969944,153213,19177,1789,71
2023-09-24,2023-09-24T00:00:00Z,165971360,11958253,4213808,970626,153156,19181,1788,71
2023-09-25,2023-09-25T00:00:00Z,165684073,11952489,4214030,969160,153324,19186,1791,71
2023-09-26,2023-09-26T00:00:00Z,165524847,11956034,4213145,969053,153621,19153,1793,71
