date,timestamp_utc,0 ~ 0.01 BTC,0.01 ~ 0.1 BTC,0.1 ~ 1 BTC,1 ~ 10 BTC,10 ~ 100 BTC,100 ~ 1K BTC,1K ~ 10K BTC,10K ~ BTC
2023-09-27,2023-09-27T00:00:00Z,165182600,11956073,4215167,969260,153541,19163,1792,71
2023-09-28,2023-09-28T00:00:00Z,165119415,11950435,4214231,968939,153723,19167,1793,70
2023-09-29,2023-09-29T00:00:00Z,165076360,11932890,4213149,969614,153697,19182,1788,70
2023-09-30,2023-09-30T00:00:00Z,164909430,11936159,4213938,969490,153741,19180,1793,70
2023-10-01,2023-10-01T00:00:00Z,164830753,11934037,4214849,969807,153792,19183,1792,70
2023-10-02,2023-10-02T00:00:00Z,164717062,11923264,4214915,969876,153745,19228,1794,70
2023-10-03,2023-10-03T00:00:00Z,164298542,11926140,4214790,969633,154022,19216,1792,70
2023-10-04,2023-10-04T00:00:00Z,164202539,11923380,4216012,969584,154006,19174,1797,70
2023-10-05,2023-10-05T00:00:00Z,164201509,11938835,4218871,970288,153941,19201,1800,69
2023-10-06,2023-10-06T00:00:00Z,164125767,11903285,4218360,972030,154013,19208,1797,69
2023-10-07,2023-10-07T00:00:00Z,163655355,11882748,4193646,965320,154147,19232,1798,69
2023-10-08,2023-10-08T00:00:00Z,163040242,11883315,4193468,965631,154329,19219,1798,69
2023-10-09,2023-10-09T00:00:00Z,162452539,11877991,4194214,965874,154223,19214,1799,69
2023-10-10,2023-10-10T00:00:00Z,161785800,11883343,4195225,966034,154279,19214,1801,69
2023-10-11,2023-10-11T00:00:00Z,161669751,11730272,4197266,967468,154245,19247,1797,69
2023-10-12,2023-10-12T00:00:00Z,161743203,11550575,4198031,968921,154350,19248,1796,69
2023-10-13,2023-10-13T00:00:00Z,161830366,11481971,4201162,969839,154317,19263,1795,69
2023-10-14,2023-10-14T00:00:00Z,161409631,11488594,4202003,969871,153204,19371,1795,69
2023-10-15,2023-10-15T00:00:00Z,160449005,11497562,4202710,970445,153165,19372,1795,69
2023-10-16,2023-10-16T00:00:00Z,160135073,11494337,4202528,969845,153000,19418,1795,69
2023-10-17,2023-10-17T00:00:00Z,159749278,11488893,4201549,969870,152784,19421,1799,69
2023-10-18,2023-10-18T00:00:00Z,159534023,11490126,4204367,970494,152853,19405,1801,69
2023-10-19,2023-10-19T00:00:00Z,159332704,11504161,4206543,970581,152733,19434,1799,69
2023-10-20,2023-10-20T00:00:00Z,159393971,11502854,4208235,970358,152625,19472,1797,69
2023-10-21,2023-10-21T00:00:00Z,159279159,11499007,4208570,971187,152688,19477,1798,69
2023-10-22,2023-10-22T00:00:00Z,159132277,11495788,4209185,971534,152631,19472,1799,69
2023-10-23,2023-10-23T00:00:00Z,158825260,11475218,4208948,971489,152651,19482,1797,69
2023-10-24,2023-10-24T00:00:00Z,159004667,11455760,4206566,971654,152720,19385,1806,69
2023-10-25,2023-10-25T00:00:00Z,159252551,11459430,4207616,971754,152816,19377,1805,69
2023-10-26,2023-10-26T00:00:00Z,159409012,11446680,4206087,971461,152789,19397,1809,69
2023-10-27,2023-10-27T00:00:00Z,159540890,11447827,4204726,971463,152772,19405,1814,69
2023-10-28,2023-10-28T00:00:00Z,159953458,11443154,4204939,971553,152647,19401,1813,69
2023-10-29,2023-10-29T00:00:00Z,160152134,11443648,4207360,971809,152595,19405,1815,69
2023-10-30,2023-10-30T00:00:00Z,160281187,11440891,4207266,971061,152496,19420,1818,69
2023-10-31,2023-10-31T00:00:00Z,160421858,11432760,4207334,971288,152459,19423,1818,69
2023-11-01,2023-11-01T00:00:00Z,160741393,11425239,4207739,972056,152355,19423,1817,69
2023-11-02,2023-11-02T00:00:00Z,160972808,11423755,4207314,972013,152494,19434,1821,68
2023-11-03,2023-11-03T00:00:00Z,161410308,11419273,4206383,971236,152699,19401,1819,69
2023-11-04,2023-11-04T00:00:00Z,162140737,11417931,4209808,970839,152651,19404,1819,69
2023-11-05,2023-11-05T00:00:00Z,162695461,11420607,4209028,970060,152659,19419,1819,69
2023-11-06,2023-11-06T00:00:00Z,162981097,11439120,4209289,968805,152715,19441,1820,69
2023-11-07,2023-11-07T00:00:00Z,163318118,11456815,4210517,968047,152579,19464,1820,69
2023-11-08,2023-11-08T00:00:00Z,163881619,11476012,4213159,968153,152874,19436,1825,69
2023-11-09,2023-11-09T00:00:00Z,164436124,11495102,4216053,967874,152844,19492,1824,68
2023-11-10,2023-11-10T00:00:00Z,164808428,11489994,4214228,966421,152790,19550,1822,68
2023-11-11,2023-11-11T00:00:00Z,165391105,11490943,4216176,966509,152015,19603,1822,68
2023-11-12,2023-11-12T00:00:00Z,166132717,11507060,4218632,966835,151775,19618,1821,68
2023-11-13,2023-11-13T00:00:00Z,166363080,11517915,4219947,967027,151619,19623,1822,68
2023-11-14,2023-11-14T00:00:00Z,166755467,11528410,4221851,966786,151492,19643,1819,68
2023-11-15,2023-11-15T00:00:00Z,167252812,11543955,4224464,967121,151383,19625,1820,68
2023-11-16,2023-11-16T00:00:00Z,167920311,11579612,4229673,967639,151236,19636,1822,68
2023-11-17,2023-11-17T00:00:00Z,168320381,11585559,4229418,968118,150945,19641,1821,68
2023-11-18,2023-11-18T00:00:00Z,168968357,11602371,4231639,968084,150853,19669,1821,68
2023-11-19,2023-11-19T00:00:00Z,169643932,11611236,4232007,968329,150805,19669,1821,68
2023-11-20,2023-11-20T00:00:00Z,170109588,11609866,4232228,968313,150893,19664,1822,68
2023-11-21,2023-11-21T00:00:00Z,170522744,11622838,4236717,969175,151103,19643,1827,67
2023-11-22,2023-11-22T00:00:00Z,170995676,11638509,4239610,969860,151322,19601,1834,67
2023-11-23,2023-11-23T00:00:00Z,171508629,11651937,4240989,969782,151170,19595,1836,67
2023-11-24,2023-11-24T00:00:00Z,171921801,11651372,4241448,969624,151165,19616,1838,67
2023-11-25,2023-11-25T00:00:00Z,172497335,11654760,4242800,969905,150879,19638,1838,67
2023-11-26,2023-11-26T00:00:00Z,173025321,11662205,4244816,969390,150710,19651,1838,67
2023-11-27,2023-11-27T00:00:00Z,173384213,11668540,4247778,969483,150788,19643,1841,67
2023-11-28,2023-11-28T00:00:00Z,173608843,11664801,4248773,969341,150874,19638,1839,67
2023-11-29,2023-11-29T00:00:00Z,173679882,11662961,4251155,969582,150900,19660,1842,66
2023-11-30,2023-11-30T00:00:00Z,173878861,11670354,4253178,969150,150823,19660,1840,66
2023-12-01,2023-12-01T00:00:00Z,174199063,11666434,4252624,969325,150908,19666,1840,66
2023-12-02,2023-12-02T00:00:00Z,174606768,11672762,4254310,969786,151022,19674,1840,66
2023-12-03,2023-12-03T00:00:00Z,175310179,11687860,4255734,970089,151074,19671,1839,67
2023-12-04,2023-12-04T00:00:00Z,175694648,11689896,4254964,969173,150995,19719,1835,67
2023-12-05,2023-12-05T00:00:00Z,176351445,11711379,4258739,969281,151190,19662,1836,66
2023-12-06,2023-12-06T00:00:00Z,176950238,11715329,4251004,968821,151179,19701,1838,65
2023-12-07,2023-12-07T00:00:00Z,177198366,11726272,4251014,968405,151212,19710,1835,65
2023-12-08,2023-12-08T00:00:00Z,177469783,11718602,4249407,968608,151165,19725,1833,65
2023-12-09,2023-12-09T00:00:00Z,177986177,11715889,4248115,968501,151273,19742,1832,65
2023-12-10,2023-12-10T00:00:00Z,178394112,11720997,4249115,968481,151290,19741,1832,65
2023-12-11,2023-12-11T00:00:00Z,178649461,11718042,4248644,968231,151413,19692,1837,65
2023-12-12,2023-12-12T00:00:00Z,179041717,11733877,4253257,967845,151461,19690,1832,66
2023-12-13,2023-12-13T00:00:00Z,179949191,11755399,4258992,968116,151516,19699,1831,66
2023-12-14,2023-12-14T00:00:00Z,180940165,11778048,4262246,968362,151583,19692,1832,66
2023-12-15,2023-12-15T00:00:00Z,181534502,11797610,4266367,968773,151496,19716,1829,66
2023-12-16,2023-12-16T00:00:00Z,182204650,11837267,4273009,967556,151425,19732,1826,66
2023-12-17,2023-12-17T00:00:00Z,182766620,11845316,4272303,967540,151476,19726,1825,66
2023-12-18,2023-12-18T00:00:00Z,183231281,11854712,4275007,967641,151567,19713,1828,66
2023-12-19,2023-12-19T00:00:00Z,183849965,11874447,4278391,968268,151722,19644,1826,66
2023-12-20,2023-12-20T00:00:00Z,184410392,11893798,4279602,968874,151478,19634,1834,66
2023-12-21,2023-12-21T00:00:00Z,184993732,11909450,4281306,969799,151710,19615,1833,66
2023-12-22,2023-12-22T00:00:00Z,185452139,11902640,4279628,970519,151804,19643,1831,65
2023-12-23,2023-12-23T00:00:00Z,185920852,11896503,4279690,970898,151734,19631,1833,65
2023-12-24,2023-12-24T00:00:00Z,186578364,11896489,4279633,971676,151848,19596,1835,65
2023-12-25,2023-12-25T00:00:00Z,187047663,11885838,4277861,971567,151737,19616,1835,65
2023-12-26,2023-12-26T00:00:00Z,187506756,11891105,4278156,971287,151405,19657,1835,66
2023-12-27,2023-12-27T00:00:00Z,188066443,11908929,4279812,971526,151471,19658,1833,66
2023-12-28,2023-12-28T00:00:00Z,188293475,11919585,4281192,971734,151570,19690,1829,66
2023-12-29,2023-12-29T00:00:00Z,188739372,11938587,4283477,972270,151940,19668,1827,65
2023-12-30,2023-12-30T00:00:00Z,189112486,11942379,4282909,972523,151979,19650,1828,65
2023-12-31,2023-12-31T00:00:00Z,189823334,11953016,4284548,972510,151821,19596,1830,65
2024-01-01,2024-01-01T00:00:00Z,190237858,11947620,4285590,973522,151867,19601,1829,65
2024-01-02,2024-01-02T00:00:00Z,190294323,11922241,4284140,972764,151747,19639,1827,65
2024-01-03,2024-01-03T00:00:00Z,190585696,11923362,4282240,973136,151713,19640,1826,65
2024-01-04,2024-01-04T00:00:00Z,190702541,11916607,4283751,973750,151488,19756,1829,63
2024-01-05,2024-01-05T00:00:00Z,191096775,11932099,4285156,973407,151376,19738,1843,63
2024-01-06,2024-01-06T00:00:00Z,191273082,11931049,4285360,969044,151480,19714,1844,63
2024-01-07,2024-01-07T00:00:00Z,191512694,11931105,4283467,966720,151457,19725,1843,63
2024-01-08,2024-01-08T00:00:00Z,191867550,11935428,4280216,967166,151505,19752,1839,63
2024-01-09,2024-01-09T00:00:00Z,192098153,11920635,4276253,966241,151852,19739,1837,63
2024-01-10,2024-01-10T00:00:00Z,192271148,11916089,4271206,966488,151874,19791,1835,63
2024-01-11,2024-01-11T00:00:00Z,192388816,11900615,4263190,966765,151925,19821,1834,63
2024-01-12,2024-01-12T00:00:00Z,192321963,11855190,4256342,967632,152165,19833,1826,63
2024-01-13,2024-01-13T00:00:00Z,192984606,11872819,4254852,968294,152190,19839,1830,63
2024-01-14,2024-01-14T00:00:00Z,193603160,11887731,4257024,968058,152077,19862,1830,63
2024-01-15,2024-01-15T00:00:00Z,193919656,11898154,4256953,967563,151918,19859,1831,63
2024-01-16,2024-01-16T00:00:00Z,194307696,11905651,4256371,967139,152029,19862,1803,66
2024-01-17,2024-01-17T00:00:00Z,194682780,11917593,4258296,966288,152062,19913,1808,65
2024-01-18,2024-01-18T00:00:00Z,195070625,11919956,4256140,965833,152325,19941,1807,65
2024-01-19,2024-01-19T00:00:00Z,195423953,11923901,4253315,965744,152460,19937,1806,65
2024-01-20,2024-01-20T00:00:00Z,195911506,11926862,4253684,965389,152470,19941,1808,65
2024-01-21,2024-01-21T00:00:00Z,196441099,11929312,4254321,965067,152590,19928,1808,65
2024-01-22,2024-01-22T00:00:00Z,196575892,11925933,4254292,964955,152618,19943,1809,65
2024-01-23,2024-01-23T00:00:00Z,196644728,11923006,4254648,965025,152512,19950,1816,65
2024-01-24,2024-01-24T00:00:00Z,196693062,11873610,4254183,965417,152537,19975,1822,65
2024-01-25,2024-01-25T00:00:00Z,196318507,11814064,4255428,966056,152513,19948,1833,65
2024-01-26,2024-01-26T00:00:00Z,196656802,11817382,4259096,966434,152494,19871,1841,65
2024-01-27,2024-01-27T00:00:00Z,197078895,11810246,4260246,967059,152585,19876,1841,65
2024-01-28,2024-01-28T00:00:00Z,197701852,11809372,4261535,967379,152581,19881,1840,65
2024-01-29,2024-01-29T00:00:00Z,198104699,11808321,4262338,966385,152599,19894,1847,65
2024-01-30,2024-01-30T00:00:00Z,198444206,11808064,4262285,967337,152502,19878,1840,66
2024-01-31,2024-01-31T00:00:00Z,198701360,11789105,4258635,966088,152619,19866,1847,67
2024-02-01,2024-02-01T00:00:00Z,198887514,11792743,4258706,966465,152659,19888,1857,66
2024-02-02,2024-02-02T00:00:00Z,198996423,11798937,4258508,966564,152815,19937,1858,66
2024-02-03,2024-02-03T00:00:00Z,199642509,11806489,4259000,965488,152821,19930,1861,66
2024-02-04,2024-02-04T00:00:00Z,199678226,11805802,4260085,964724,153018,19940,1863,66
2024-02-05,2024-02-05T00:00:00Z,199401631,11806994,4262435,963662,153131,19960,1862,66
2024-02-06,2024-02-06T00:00:00Z,199012949,11805419,4262224,963882,152693,19966,1856,66
2024-02-07,2024-02-07T00:00:00Z,199191792,11805262,4262611,963836,152664,19971,1860,66
2024-02-08,2024-02-08T00:00:00Z,199149490,11804951,4260456,963036,152726,19953,1858,66
2024-02-09,2024-02-09T00:00:00Z,199060562,11804462,4259733,963156,152695,19941,1863,66
2024-02-10,2024-02-10T00:00:00Z,199054989,11805220,4259703,963237,152690,19958,1864,66
2024-02-11,2024-02-11T00:00:00Z,199038410,11797977,4259018,963427,152942,19960,1864,66
2024-02-12,2024-02-12T00:00:00Z,198992714,11777409,4256085,962687,152753,19964,1874,66
2024-02-13,2024-02-13T00:00:00Z,199027684,11754892,4253709,961907,152890,19961,1884,66
2024-02-14,2024-02-14T00:00:00Z,199261303,11761753,4253687,962121,152878,19977,1893,66
2024-02-15,2024-02-15T00:00:00Z,199301000,11754523,4252903,961139,152835,19970,1901,66
2024-02-16,2024-02-16T00:00:00Z,199425354,11759970,4254070,961770,152749,19927,1915,66
2024-02-17,2024-02-17T00:00:00Z,199348877,11755135,4254234,962311,152646,19918,1919,66
2024-02-18,2024-02-18T00:00:00Z,199565037,11750878,4253913,962071,152607,19929,1920,66
2024-02-19,2024-02-19T00:00:00Z,199701548,11744201,4252927,962449,152642,19876,1918,66
2024-02-20,2024-02-20T00:00:00Z,200081247,11757907,4253473,961912,152727,19885,1924,66
2024-02-21,2024-02-21T00:00:00Z,200391651,11763455,4254761,961866,152730,19786,1922,67
2024-02-22,2024-02-22T00:00:00Z,200609524,11771438,4256171,962341,152548,19769,1924,67
2024-02-23,2024-02-23T00:00:00Z,200769373,11760454,4256400,962890,152595,19781,1925,67
2024-02-24,2024-02-24T00:00:00Z,200874638,11764064,4258094,962919,152466,19787,1927,67
2024-02-25,2024-02-25T00:00:00Z,200999273,11761828,4258280,963425,152441,19794,1927,67
2024-02-26,2024-02-26T00:00:00Z,201196250,11768545,4262990,962882,152514,19770,1931,67
2024-02-27,2024-02-27T00:00:00Z,201475800,11772949,4259501,962967,152579,19818,1935,67
2024-02-28,2024-02-28T00:00:00Z,201731273,11772480,4256366,962439,152450,19946,1868,68
2024-02-29,2024-02-29T00:00:00Z,202073622,11774583,4251751,961907,152704,19955,1866,67
2024-03-01,2024-03-01T00:00:00Z,202374916,11783931,4249224,960993,152487,20030,1871,68
2024-03-02,2024-03-02T00:00:00Z,202648623,11787415,4245559,961563,152396,20017,1871,68
2024-03-03,2024-03-03T00:00:00Z,202945997,11795689,4245341,962110,152364,20018,1872,68
2024-03-04,2024-03-04T00:00:00Z,203275765,11804231,4245824,960737,152019,20037,1878,68
2024-03-05,2024-03-05T00:00:00Z,203462953,11791944,4240690,958574,152192,19954,1891,69
2024-03-06,2024-03-06T00:00:00Z,203718830,11796658,4236942,957329,151826,19980,1899,70
2024-03-07,2024-03-07T00:00:00Z,203870562,11793046,4232698,956054,151745,20013,1900,70
2024-03-08,2024-03-08T00:00:00Z,204234990,11802445,4231864,955845,151610,20030,1901,70
2024-03-09,2024-03-09T00:00:00Z,204395973,11733522,4231987,955814,151709,20008,1902,70
2024-03-10,2024-03-10T00:00:00Z,204628627,11721567,4231187,955431,151607,20060,1900,70
2024-03-11,2024-03-11T00:00:00Z,204516595,11709289,4229854,954610,151457,20260,1850,69
2024-03-12,2024-03-12T00:00:00Z,204495331,11694203,4228465,954100,151640,20302,1847,69
2024-03-13,2024-03-13T00:00:00Z,204552333,11661361,4226484,953761,151457,20299,1843,69
2024-03-14,2024-03-14T00:00:00Z,204601397,11632873,4227842,953316,151191,20301,1848,69
2024-03-15,2024-03-15T00:00:00Z,204943205,11647045,4232523,952728,151398,20191,1854,69
2024-03-16,2024-03-16T00:00:00Z,205013454,11644266,4232474,952869,151634,20177,1853,69
2024-03-17,2024-03-17T00:00:00Z,205045657,11637180,4232408,952887,151158,20232,1855,69
2024-03-18,2024-03-18T00:00:00Z,205327488,11644952,4232720,953010,151147,20247,1853,70
2024-03-19,2024-03-19T00:00:00Z,205630699,11648605,4231693,952564,151090,20262,1855,70
2024-03-20,2024-03-20T00:00:00Z,205683907,11643843,4230646,953255,150944,20270,1856,70
2024-03-21,2024-03-21T00:00:00Z,205955075,11654508,4232017,953273,150883,20291,1859,70
2024-03-22,2024-03-22T00:00:00Z,206235889,11658997,4232711,953523,151117,20208,1869,70
2024-03-23,2024-03-23T00:00:00Z,206157026,11651680,4234556,954142,151116,20194,1872,70
2024-03-24,2024-03-24T00:00:00Z,205954262,11646874,4235622,954336,151175,20201,1873,70
2024-03-25,2024-03-25T00:00:00Z,206064689,11651703,4237538,955211,153937,20176,1865,70
2024-03-26,2024-03-26T00:00:00Z,206292043,11657120,4237364,955099,153688,20178,1868,70
2024-03-27,2024-03-27T00:00:00Z,206521778,11665469,4237868,956019,153811,20139,1869,70
2024-03-28,2024-03-28T00:00:00Z,206739834,11668915,4238012,956278,153894,20164,1870,70
2024-03-29,2024-03-29T00:00:00Z,207098364,11676400,4238960,956710,153942,20122,1870,70
2024-03-30,2024-03-30T00:00:00Z,207422211,11671878,4239141,956893,153849,20133,1870,70
2024-03-31,2024-03-31T00:00:00Z,207717289,11673157,4239717,957099,153902,20129,1875,69
2024-04-01,2024-04-01T00:00:00Z,207865126,11675488,4239643,958081,155173,20132,1871,69
2024-04-02,2024-04-02T00:00:00Z,207996175,11676708,4238768,958644,155256,20132,1871,69
2024-04-03,2024-04-03T00:00:00Z,208250051,11683894,4237833,959229,155263,20125,1879,69
2024-04-04,2024-04-04T00:00:00Z,208262437,11681573,4237648,959617,155202,20148,1878,69
2024-04-05,2024-04-05T00:00:00Z,208277443,11678050,4239233,959442,155368,20155,1873,69
2024-04-06,2024-04-06T00:00:00Z,208515706,11679903,4239063,960025,155322,20164,1872,69
2024-04-07,2024-04-07T00:00:00Z,208932906,11685491,4238708,960025,155337,20176,1872,69
2024-04-08,2024-04-08T00:00:00Z,209289866,11695118,4238671,959177,155258,20215,1872,69
2024-04-09,2024-04-09T00:00:00Z,209689057,11704991,4237365,959236,155363,20203,1876,68
2024-04-10,2024-04-10T00:00:00Z,210270125,11724420,4238318,958425,155290,20205,1877,68
2024-04-11,2024-04-11T00:00:00Z,210813076,11750782,4239906,958854,155200,20192,1879,68
2024-04-12,2024-04-12T00:00:00Z,211314145,11755046,4239394,958707,155115,20179,1880,68
2024-04-13,2024-04-13T00:00:00Z,211834429,11757681,4238263,958978,155046,20176,1881,68
2024-04-14,2024-04-14T00:00:00Z,212337383,11764916,4236058,959513,154913,20202,1882,68
2024-04-15,2024-04-15T00:00:00Z,212996611,11785460,4235374,959645,154983,20178,1881,68
2024-04-16,2024-04-16T00:00:00Z,213421738,11792481,4234775,959672,155030,20225,1880,68
2024-04-17,2024-04-17T00:00:00Z,213918760,11804015,4236192,960641,154978,20201,1885,68
2024-04-18,2024-04-18T00:00:00Z,214413577,11829543,4236527,960855,155114,20171,1883,69
2024-04-19,2024-04-19T00:00:00Z,214902667,11867677,4238025,961305,155131,20212,1879,69
2024-04-20,2024-04-20T00:00:00Z,215961742,11865844,4238963,961274,155153,20203,1879,69
2024-04-21,2024-04-21T00:00:00Z,216965939,11879902,4240188,960391,155047,20212,1879,69
2024-04-22,2024-04-22T00:00:00Z,217959798,11895400,4241726,959548,155112,20226,1879,69
2024-04-23,2024-04-23T00:00:00Z,219323712,11912177,4242788,959871,155193,20192,1877,69
2024-04-24,2024-04-24T00:00:00Z,220119869,11899264,4241011,959706,155122,20184,1879,69
2024-04-25,2024-04-25T00:00:00Z,220759407,11894785,4242034,960313,154966,20176,1885,69
2024-04-26,2024-04-26T00:00:00Z,221422562,11898733,4247168,960901,154936,20178,1870,70
2024-04-27,2024-04-27T00:00:00Z,222019774,11890662,4246819,960543,154905,20172,1871,70
2024-04-28,2024-04-28T00:00:00Z,222446639,11892433,4248980,960505,154951,20193,1870,70
2024-04-29,2024-04-29T00:00:00Z,222800061,11888413,4248319,960850,154934,20192,1871,70
2024-04-30,2024-04-30T00:00:00Z,223255979,11879486,4244065,961404,155043,20202,1868,70
2024-05-01,2024-05-01T00:00:00Z,223622647,11872420,4243226,961983,154922,20186,1873,70
2024-05-02,2024-05-02T00:00:00Z,223990249,11870985,4242212,961372,154758,20229,1870,70
2024-05-03,2024-05-03T00:00:00Z,224319799,11873881,4240636,961434,154910,20265,1866,70
2024-05-04,2024-05-04T00:00:00Z,225030127,11877082,4240258,961708,154874,20288,1864,70
2024-05-05,2024-05-05T00:00:00Z,225652654,11871973,4239731,962177,154843,20293,1864,70
2024-05-06,2024-05-06T00:00:00Z,226098278,11876044,4239895,962641,154874,20276,1864,70
2024-05-07,2024-05-07T00:00:00Z,226317603,11873769,4238755,962999,154819,20278,1863,70
2024-05-08,2024-05-08T00:00:00Z,226666610,11874315,4237963,963525,154741,20270,1867,70
2024-05-09,2024-05-09T00:00:00Z,227126785,11877011,4237714,963543,154749,20253,1868,70
2024-05-10,2024-05-10T00:00:00Z,227874286,11887217,4237950,963142,154850,20260,1869,70
2024-05-11,2024-05-11T00:00:00Z,228435528,11879366,4238134,963157,154759,20265,1868,70
2024-05-12,2024-05-12T00:00:00Z,228827853,11877228,4239164,962939,154786,20275,1868,70
2024-05-13,2024-05-13T00:00:00Z,229015904,11875782,4238155,963216,154655,20281,1870,70
2024-05-14,2024-05-14T00:00:00Z,229084786,11866661,4239090,962842,154705,20264,1869,70
2024-05-15,2024-05-15T00:00:00Z,229310317,11855928,4235471,960619,154564,20304,1871,70
2024-05-16,2024-05-16T00:00:00Z,229452409,11845509,4233464,960309,154564,20299,1871,70
2024-05-17,2024-05-17T00:00:00Z,229771803,11847058,4233546,960111,154709,20303,1869,70
2024-05-18,2024-05-18T00:00:00Z,229921174,11846859,4232633,959968,154704,20323,1869,70
2024-05-19,2024-05-19T00:00:00Z,230307043,11839317,4232818,959405,154766,20330,1869,70
2024-05-20,2024-05-20T00:00:00Z,230690378,11834216,4232869,958814,154768,20350,1870,70
2024-05-21,2024-05-21T00:00:00Z,231038861,11825962,4230949,958359,154826,20329,1869,70
2024-05-22,2024-05-22T00:00:00Z,231381752,11831740,4231483,957886,154859,20376,1871,70
2024-05-23,2024-05-23T00:00:00Z,232023761,11823410,4230333,957618,154842,20332,1881,70
2024-05-24,2024-05-24T00:00:00Z,232668437,11833653,4231361,957349,154965,20313,1882,70
2024-05-25,2024-05-25T00:00:00Z,233465036,11823550,4230029,957178,154564,20321,1882,70
2024-05-26,2024-05-26T00:00:00Z,234263296,11824576,4230957,957266,154325,20367,1881,70
2024-05-27,2024-05-27T00:00:00Z,234701881,11826404,4230655,956878,154289,20365,1882,70
2024-05-28,2024-05-28T00:00:00Z,235148094,11827765,4231067,956790,154399,20356,1811,73
2024-05-29,2024-05-29T00:00:00Z,235942650,11841630,4232173,956800,154727,20306,1811,73
2024-05-30,2024-05-30T00:00:00Z,236438151,11845611,4232338,956016,154279,20186,1834,73
2024-05-31,2024-05-31T00:00:00Z,237190211,11851559,4231958,955982,154305,20201,1820,73
2024-06-01,2024-06-01T00:00:00Z,237970756,11857448,4232431,956106,154247,20206,1819,73
2024-06-02,2024-06-02T00:00:00Z,238694816,11859042,4234123,956349,154249,20198,1819,73
2024-06-03,2024-06-03T00:00:00Z,239405623,11861188,4238517,956358,154324,20185,1819,73
2024-06-04,2024-06-04T00:00:00Z,240018373,11869013,4238363,956175,154274,20225,1821,73
2024-06-05,2024-06-05T00:00:00Z,240571892,11874660,4234959,956340,154242,20219,1824,73
2024-06-06,2024-06-06T00:00:00Z,241191859,11873104,4236211,956877,154191,20184,1806,75
2024-06-07,2024-06-07T00:00:00Z,241277081,11881022,4238798,957242,154128,20165,1803,75
2024-06-08,2024-06-08T00:00:00Z,241614797,11876344,4239384,956885,154065,20178,1803,75
2024-06-09,2024-06-09T00:00:00Z,242310026,11882006,4240284,957004,154074,20173,1803,75
2024-06-10,2024-06-10T00:00:00Z,242872685,11885102,4239378,957266,154160,20166,1803,75
2024-06-11,2024-06-11T00:00:00Z,243179062,11884942,4238982,957576,154163,20171,1802,75
2024-06-12,2024-06-12T00:00:00Z,243763756,11891446,4235039,956553,154182,20189,1797,76
2024-06-13,2024-06-13T00:00:00Z,244518487,11895439,4230463,956891,154236,20176,1796,76
2024-06-14,2024-06-14T00:00:00Z,245183449,11894229,4230693,957316,154322,20174,1796,77
2024-06-15,2024-06-15T00:00:00Z,245552795,11788718,4230100,957197,154479,20182,1795,77
2024-06-16,2024-06-16T00:00:00Z,245510728,11772631,4231335,957441,154272,20211,1795,77
2024-06-17,2024-06-17T00:00:00Z,245590717,11773889,4230863,957260,154265,20240,1792,77
2024-06-18,2024-06-18T00:00:00Z,246003915,11766048,4229726,956865,154390,20260,1792,77
2024-06-19,2024-06-19T00:00:00Z,246576657,11771815,4230738,956810,154327,20248,1794,77
2024-06-20,2024-06-20T00:00:00Z,246984441,11772598,4230995,957027,154383,20255,1790,77
2024-06-21,2024-06-21T00:00:00Z,247477220,11774113,4230599,957233,154358,20085,1789,78
2024-06-22,2024-06-22T00:00:00Z,248012773,11775031,4230744,957226,154377,20085,1790,78
2024-06-23,2024-06-23T00:00:00Z,248368185,11775520,4231708,957236,154328,20089,1791,78
2024-06-24,2024-06-24T00:00:00Z,248638638,11710693,4228118,956958,154353,20081,1793,78
2024-06-25,2024-06-25T00:00:00Z,249002971,11718259,4228807,956729,154357,20089,1789,78
2024-06-26,2024-06-26T00:00:00Z,249297686,11727224,4229289,956246,154407,20106,1790,78
2024-06-27,2024-06-27T00:00:00Z,249268176,11732039,4230113,956505,154389,20100,1792,79
2024-06-28,2024-06-28T00:00:00Z,249724870,11741257,4228984,956481,154433,20059,1789,79
2024-06-29,2024-06-29T00:00:00Z,250192729,11747862,4230356,956134,154387,20044,1790,79
2024-06-30,2024-06-30T00:00:00Z,250534038,11727774,4230143,956089,154372,20049,1789,79
2024-07-01,2024-07-01T00:00:00Z,250967765,11734238,4229917,955574,154227,20076,1788,79
2024-07-02,2024-07-02T00:00:00Z,251334173,11721933,4229757,955689,154376,20083,1788,79
2024-07-03,2024-07-03T00:00:00Z,251581113,11729789,4230506,955827,154385,20046,1794,79
2024-07-04,2024-07-04T00:00:00Z,251917056,11697944,4227519,955703,154177,20035,1795,79
2024-07-05,2024-07-05T00:00:00Z,252247450,11705730,4228301,955485,154116,20038,1789,80
2024-07-06,2024-07-06T00:00:00Z,252621122,11700534,4228781,955724,154082,20062,1789,80
2024-07-07,2024-07-07T00:00:00Z,253148814,11700472,4229447,955832,154108,20068,1789,80
2024-07-08,2024-07-08T00:00:00Z,253408458,11702896,4229664,956126,154289,20045,1792,81
2024-07-09,2024-07-09T00:00:00Z,253901060,11712798,4231195,956502,154350,20079,1789,81
2024-07-10,2024-07-10T00:00:00Z,254389529,11722176,4232321,956763,154389,20098,1791,80
2024-07-11,2024-07-11T00:00:00Z,254880599,11731238,4233355,956880,154321,20133,1794,79
