date,0 ~ 0.01 BTC (%),0.01 ~ 0.1 BTC (%),0.1 ~ 1 BTC (%),1 ~ 10 BTC (%),10 ~ 100 BTC (%),100 ~ 1K BTC (%),1K ~ 10K BTC (%),10K BTC ~ (%)
2009-04-30,0.0,0.05754213,0.0082203,0.02466091,99.46568023,0.33703247,0.10686395,0.0
2009-05-01,0.0,0.05697542,0.00813935,0.02441804,99.47094254,0.33371317,0.10581149,0.0
2009-05-02,0.0,0.06451093,0.00806387,0.03225546,99.45165712,0.33868236,0.10483026,0.0
2009-05-03,0.0,0.06395907,0.00799488,0.03197953,99.45634794,0.3357851,0.10393348,0.0
2009-05-04,0.0,0.06345681,0.0079321,0.0317284,99.45268502,0.33314825,0.11104942,0.0
2009-05-05,0.0,0.06282887,0.00785361,0.03141443,99.45024739,0.33770518,0.10995052,0.0
2009-05-06,0.0,0.06216972,0.00777122,0.03108486,99.45601492,0.33416226,0.10879702,0.0
2009-05-07,0.0,0.06158584,0.00769823,0.03079292,99.46112394,0.33102386,0.10777521,0.0
2009-05-08,0.0,0.06108269,0.00763534,0.03054135,99.46552646,0.32831946,0.10689471,0.0
2009-05-09,0.0,0.06072106,0.00759013,0.03036053,99.4686907,0.32637571,0.10626186,0.0
2009-05-10,0.0,0.06033183,0.00754148,0.03016591,99.47209653,0.32428356,0.10558069,0.0
2009-05-11,0.0,0.05979073,0.00747384,0.02989537,99.47683109,0.32137519,0.10463378,0.0
2009-05-12,0.0,0.0592154,0.00740192,0.0296077,99.48186528,0.31828275,0.10362694,0.0
2009-05-13,0.0,0.06606474,0.00734053,0.03670264,99.47148205,0.31564266,0.10276738,0.0
2009-05-14,0.0,0.07266386,0.00726639,0.03633193,99.46228746,0.31972097,0.1017294,0.0
2009-05-15,0.0,0.07199942,0.00719994,0.03599971,99.46000432,0.32399741,0.10079919,0.0
2009-05-16,0.0,0.07138778,0.00713878,0.03569389,99.46459166,0.321245,0.09994289,0.0
2009-05-17,0.0,0.07074637,0.00707464,0.03537319,99.46940219,0.31835868,0.09904492,0.0
2009-05-18,0.0,0.07016067,0.00701607,0.03508033,99.47379499,0.31572301,0.09822494,0.0
2009-05-19,0.0,0.06973987,0.00697399,0.03486994,99.47695097,0.31382942,0.09763582,0.0
2009-05-20,0.0,0.06916108,0.00691611,0.03458054,99.48129193,0.31122484,0.09682551,0.0
2009-05-21,0.0,0.06877106,0.00687711,0.03438553,99.48421704,0.30946978,0.09627949,0.0
2009-05-22,0.0,0.06848377,0.00684838,0.03424188,99.48637173,0.30817696,0.09587728,0.0
2009-05-23,0.0,0.06833402,0.0068334,0.03416701,99.48749487,0.30750308,0.09566762,0.0
2009-05-24,0.0,0.06787023,0.00678702,0.03393512,99.49097326,0.30541604,0.09501832,0.0
2009-05-25,0.0,0.06737183,0.00673718,0.03368591,99.49471131,0.30317321,0.09432056,0.0
2009-05-26,0.0,0.06680919,0.00668092,0.0334046,99.49893105,0.30064137,0.09353287,0.0
2009-05-27,0.0,0.06628223,0.00662822,0.03314111,99.50288328,0.29827003,0.09279512,0.0
2009-05-28,0.0,0.06586747,0.00658675,0.03293374,99.50599394,0.29640364,0.09221446,0.0
2009-05-29,0.0,0.06566419,0.00656642,0.0328321,99.50095213,0.29548887,0.09849629,0.0
2009-05-30,0.0,0.06519755,0.00651975,0.03259877,99.50449863,0.29338897,0.09779632,0.0
2009-05-31,0.0,0.06479202,0.0064792,0.03239601,99.50758067,0.29156408,0.09718803,0.0
2009-06-01,0.0,0.07094028,0.00644912,0.03224558,99.50341803,0.29021024,0.09673675,0.0
2009-06-02,0.0,0.07043606,0.00640328,0.03201639,99.50694756,0.28814753,0.09604918,0.0
2009-06-03,0.0,0.07011729,0.0063743,0.03187149,99.50917899,0.28684345,0.09561448,0.0
2009-06-04,0.0,0.06982354,0.00634759,0.03173797,99.51123524,0.28564174,0.09521391,0.0
2009-06-05,0.0,0.06969083,0.00633553,0.03167765,99.51216422,0.28509883,0.09503294,0.0
2009-06-06,0.0,0.06956742,0.00632431,0.03162155,99.51302808,0.28459398,0.09486466,0.0
2009-06-07,0.0,0.06949709,0.00631792,0.03158959,99.51352034,0.28430629,0.09476876,0.0
2009-06-08,0.0,0.06913891,0.00628536,0.03142678,99.51602766,0.28284098,0.09428033,0.0
2009-06-09,0.0,0.0687457,0.00624961,0.03124805,99.51878008,0.28123242,0.09374414,0.0
2009-06-10,0.0,0.0683952,0.00621775,0.03108873,99.5212336,0.27979855,0.09326618,0.0
2009-06-11,0.0,0.0680188,0.00618353,0.03091764,99.52386841,0.27825872,0.09275291,0.0
2009-06-12,0.0,0.067659,0.00615082,0.03075409,99.52638701,0.27678681,0.09226227,0.0
2009-06-13,0.0,0.06733595,0.00612145,0.03060725,99.52864838,0.27546523,0.09182174,0.0
2009-06-14,0.0,0.06704047,0.00609459,0.03047294,99.53071672,0.27425646,0.09141882,0.0
2009-06-15,0.0,0.06669901,0.00606355,0.03031773,99.53310696,0.27285957,0.09095319,0.0
2009-06-16,0.0,0.06641309,0.00603755,0.03018777,99.53510837,0.27168991,0.0905633,0.0
2009-06-17,0.0,0.06609782,0.00600889,0.03004447,99.53731523,0.27040019,0.0901334,0.0
2009-06-18,0.0,0.06578161,0.00598015,0.02990073,99.53952876,0.26910657,0.08970219,0.0
2009-06-19,0.0,0.06544113,0.00594919,0.02974597,99.54191207,0.26771372,0.08923791,0.0
2009-06-20,0.0,0.06513886,0.00592171,0.02960857,99.54402795,0.26647717,0.08882572,0.0
2009-06-21,0.0,0.06482791,0.00589345,0.02946723,99.54620462,0.26520509,0.0884017,0.0
2009-06-22,0.0,0.06476303,0.00588755,0.02943774,99.54077127,0.26493965,0.09420077,0.0
2009-06-23,0.0,0.06447453,0.00586132,0.02930661,99.54281695,0.26375945,0.09378114,0.0
2009-06-24,0.0,0.06411751,0.00582886,0.02914432,99.54534857,0.2622989,0.09326183,0.0
2009-06-25,0.0,0.0639349,0.00581226,0.02906132,99.54083115,0.26155187,0.09880849,0.0
2009-06-26,0.0,0.0636022,0.00578202,0.02891009,99.54322058,0.26019081,0.0982943,0.0
2009-06-27,0.0,0.06329478,0.00575407,0.02877036,99.54542839,0.2589332,0.09781921,0.0
2009-06-28,0.0,0.06312407,0.00573855,0.02869276,99.54665442,0.25823482,0.09755538,0.0
2009-06-29,0.0,0.06282125,0.00571102,0.02855511,99.54882924,0.256996,0.09708738,0.0
2009-06-30,0.0,0.06252487,0.00568408,0.02842039,99.55095777,0.25578355,0.09662934,0.0
2009-07-01,0.0,0.0622665,0.00566059,0.02830295,99.54715272,0.26038718,0.09623005,0.0
2009-07-02,0.0,0.06197183,0.0056338,0.02816901,99.54929577,0.25915493,0.09577465,0.0
2009-07-03,0.0,0.06168686,0.0056079,0.02803948,99.55136833,0.25796321,0.09533423,0.0
2009-07-04,0.0,0.0613805,0.00558005,0.02790023,99.55359634,0.2566821,0.09486078,0.0
2009-07-05,0.0,0.06111111,0.00555556,0.02777778,99.55555556,0.25555556,0.09444444,0.0
2009-07-06,0.0,0.06082725,0.00552975,0.02764875,99.55762,0.2543685,0.09400575,0.0
2009-07-07,0.0,0.06059604,0.00550873,0.02754366,99.55930149,0.25340164,0.09364843,0.0
2009-07-08,0.0,0.06035003,0.00548637,0.02743183,99.56109069,0.25237285,0.09326823,0.0
2009-07-09,0.0,0.06006662,0.0054606,0.02730301,99.56315186,0.25118768,0.09283023,0.0
2009-07-10,0.0,0.05980211,0.00543656,0.02718278,99.56507557,0.25008155,0.09242144,0.0
2009-07-11,0.0,0.05953347,0.00541213,0.02706067,99.56702928,0.24895816,0.09200628,0.0
2009-07-12,0.0,0.05928641,0.00538967,0.02694837,99.56882613,0.24792498,0.09162445,0.0
2009-07-13,0.0,0.05903821,0.00536711,0.02683555,99.57063117,0.24688708,0.09124088,0.0
2009-07-14,0.0,0.05882038,0.00534731,0.02673654,99.57221539,0.24597615,0.09090423,0.0
2009-07-15,0.0,0.05867918,0.00533447,0.02667236,99.57324229,0.24538568,0.09068601,0.0
2009-07-16,0.0,0.05845778,0.00531434,0.02657172,99.57485253,0.2444598,0.09034384,0.0
2009-07-17,0.0,0.05831213,0.0053011,0.02650551,99.57591179,0.24385072,0.09011874,0.0
2009-07-18,0.0,0.05829977,0.00529998,0.02649989,99.5760017,0.24379902,0.09009964,0.0
2009-07-19,0.0,0.05808428,0.00528039,0.02640194,99.57756891,0.24289788,0.08976661,0.0
2009-07-20,0.0,0.05823495,0.00529409,0.02647043,99.57117899,0.24352798,0.09529356,0.0
2009-07-21,0.0,0.05798324,0.0052712,0.02635602,99.57303252,0.24247536,0.09488166,0.0
2009-07-22,0.0,0.05780043,0.00525458,0.02627292,99.57437865,0.24171089,0.09458252,0.0
2009-07-23,0.0,0.05757052,0.00523368,0.02616842,99.5760716,0.24074946,0.09420631,0.0
2009-07-24,0.0,0.05735141,0.00521376,0.02606882,99.57768509,0.23983316,0.09384776,0.0
2009-07-25,0.0,0.05725588,0.00520508,0.0260254,99.57838851,0.23943369,0.09369144,0.0
2009-07-26,0.0,0.05719337,0.0051994,0.02599698,99.57884885,0.23917226,0.09358914,0.0
2009-07-27,0.0,0.05697415,0.00517947,0.02589734,99.58046304,0.23825555,0.09323043,0.0
2009-07-28,0.0,0.05685342,0.00516849,0.02584246,99.58135208,0.23775067,0.09303287,0.0
2009-07-29,0.0,0.05680058,0.00516369,0.02581844,99.57657751,0.24269338,0.0929464,0.0
2009-07-30,0.0,0.05675369,0.00515943,0.03095656,99.57176762,0.24249303,0.09286967,0.0
2009-07-31,0.0,0.05670395,0.0051549,0.03092943,99.57214289,0.24228053,0.09278829,0.0
2009-08-01,0.0,0.05662223,0.00514748,0.03088485,99.57275956,0.24193133,0.09265455,0.0
2009-08-02,0.0,0.05655527,0.00514139,0.03084833,99.57326478,0.24164524,0.09254499,0.0
2009-08-03,0.0,0.0565204,0.00513822,0.03082931,99.5735279,0.24149625,0.09248793,0.0
2009-08-04,0.0,0.05628614,0.00511692,0.03070153,99.5752955,0.24049532,0.09210459,0.0
2009-08-05,0.0,0.05603668,0.00509424,0.03056546,99.57717779,0.23942944,0.09169638,0.0
2009-08-06,0.0,0.05578093,0.00507099,0.03042596,99.57910751,0.23833671,0.09127789,0.0
2009-08-07,0.0,0.05586308,0.00507846,0.03047077,99.57340917,0.23868773,0.09649078,0.0
2009-08-08,0.0,0.05563704,0.00505791,0.03034748,99.5751353,0.23772192,0.09610035,0.0
2009-08-09,0.0,0.05535427,0.00503221,0.03019324,99.57729469,0.23651369,0.09561192,0.0
2009-08-10,0.0,0.05514614,0.00501329,0.03007971,99.57888404,0.2356244,0.09525242,0.0
2009-08-11,0.0,0.05495329,0.00499575,0.02997452,99.5803567,0.23480042,0.09491932,0.0
2009-08-12,0.0,0.05478088,0.00498008,0.02988048,99.58167331,0.23406375,0.09462151,0.0
2009-08-13,0.0,0.05454996,0.00495909,0.02975453,99.58343665,0.23307711,0.09422266,0.0
2009-08-14,0.0,0.05438007,0.00494364,0.02966185,99.58473403,0.2323512,0.09392921,0.0
2009-08-15,0.0,0.05431026,0.0049373,0.02962378,99.58526711,0.23205293,0.09380863,0.0
2009-08-16,0.0,0.05425936,0.00493267,0.02959601,99.5856558,0.23183545,0.09372071,0.0
2009-08-17,0.0,0.0542139,0.00492854,0.02957122,99.58600296,0.2316412,0.09364219,0.0
2009-08-18,0.0,0.05418719,0.00492611,0.02955665,99.5862069,0.23152709,0.09359606,0.0
2009-08-19,0.0,0.05413919,0.00492174,0.02953047,99.58657348,0.23132198,0.09351314,0.0
2009-08-20,0.0,0.05408063,0.00491642,0.02949853,99.58702065,0.23107178,0.093412,0.0
2009-08-21,0.0,0.05404343,0.00491304,0.02947824,99.58730471,0.23091284,0.09334774,0.0
2009-08-22,0.0,0.05402485,0.00491135,0.0294681,99.58744659,0.23083346,0.09331565,0.0
2009-08-23,0.0,0.05398508,0.00490773,0.02944641,99.58775029,0.23066353,0.09324696,0.0
2009-08-24,0.0,0.05394537,0.00490412,0.02942475,99.58805355,0.23049385,0.09317836,0.0
2009-08-25,0.0,0.05381341,0.00489213,0.02935277,99.5890612,0.22993004,0.09295044,0.0
2009-08-26,0.0,0.05380025,0.00489093,0.03423653,99.5744889,0.23476475,0.09781864,0.0
2009-08-27,0.0,0.05372405,0.004884,0.03418803,99.57509158,0.23443223,0.0976801,0.0
2009-08-28,0.0,0.05352798,0.00486618,0.03406326,99.57664234,0.23357664,0.0973236,0.0
2009-08-29,0.0,0.05332558,0.00484778,0.03393446,99.57824316,0.23269343,0.09695559,0.0
2009-08-30,0.0,0.053076,0.00482509,0.03377563,99.58021713,0.23160434,0.09650181,0.0
2009-08-31,0.0,0.05286936,0.00480631,0.03364414,99.57704508,0.23550899,0.09612612,0.0
2009-09-01,0.0,0.0526719,0.00478835,0.03351848,99.57862478,0.23462938,0.09576709,0.0
2009-09-02,0.0,0.05250597,0.00477327,0.03341289,99.57995227,0.23389021,0.09546539,0.0
2009-09-03,0.0,0.05238594,0.00476236,0.03333651,99.57615011,0.23811792,0.09524717,0.0
2009-09-04,0.0,0.05222676,0.00474789,0.03323521,99.57743804,0.23739436,0.09495774,0.0
2009-09-05,0.0,0.05203898,0.00473082,0.03311572,99.57895733,0.23654083,0.09461633,0.0
2009-09-06,0.0,0.05187211,0.00471565,0.03300953,99.58030746,0.23578233,0.09431293,0.0
2009-09-07,0.0,0.05171117,0.00470102,0.03290711,99.57690861,0.23975179,0.09402031,0.0
2009-09-08,0.0,0.05154398,0.00468582,0.03280071,99.57827656,0.23897662,0.09371632,0.0
2009-09-09,0.0,0.05141388,0.00467399,0.03271792,99.57934097,0.23837345,0.09347978,0.0
2009-09-10,0.0,0.05125338,0.0046594,0.03261579,99.58065418,0.2376293,0.09318796,0.0
2009-09-11,0.0,0.05109387,0.0046449,0.03251428,99.58195922,0.23688978,0.09289795,0.0
2009-09-12,0.0,0.05093064,0.00463006,0.03241041,99.58329475,0.23613298,0.09260117,0.0
2009-09-13,0.0,0.05075439,0.00461404,0.03229825,99.58473677,0.23531583,0.09228072,0.0
2009-09-14,0.0,0.05058169,0.00459834,0.03218835,99.58614981,0.23451511,0.09196671,0.0
2009-09-15,0.0,0.05047956,0.00458905,0.03212335,99.58698545,0.23404158,0.09178101,0.0
2009-09-16,0.0,0.05031331,0.00457394,0.03201756,99.58834561,0.23327082,0.09147875,0.0
2009-09-17,0.0,0.05034786,0.00457708,0.03203955,99.5834859,0.23343098,0.09611864,0.0
2009-09-18,0.0,0.05016875,0.0045608,0.03192557,99.58496762,0.23260057,0.0957767,0.0
2009-09-19,0.0,0.05,0.00454545,0.03181818,99.58636364,0.23181818,0.09545455,0.0
2009-09-20,0.0,0.04982335,0.0045294,0.03170577,99.58782498,0.23099918,0.09511731,0.0
2009-09-21,0.0,0.04968383,0.00451671,0.03161698,99.58446251,0.23486902,0.09485095,0.0
2009-09-22,0.0,0.04971527,0.00451957,0.03163699,99.57968001,0.23501763,0.09943053,0.0
2009-09-23,0.0,0.04963451,0.00451223,0.0315856,99.58036278,0.23463586,0.09926902,0.0
2009-09-24,0.0,0.04941821,0.00449256,0.03144795,99.58219147,0.23361337,0.09883643,0.0
2009-09-25,0.0,0.04926991,0.00447908,0.03135358,99.57448715,0.23739138,0.1030189,0.0
2009-09-26,0.0,0.04905021,0.00445911,0.03121377,99.57638455,0.23633283,0.10255953,0.0
2009-09-27,0.0,0.04889323,0.00444484,0.03111388,99.5732954,0.24002134,0.10223131,0.0
2009-09-28,0.0,0.04870921,0.00442811,0.03099677,99.57490147,0.23911792,0.10184652,0.0
2009-09-29,0.0,0.04860804,0.00441891,0.03093239,99.56694653,0.24304021,0.10605391,0.0
2009-09-30,0.0,0.04842615,0.00440238,0.03081664,99.56856703,0.24213075,0.10565705,0.0
2009-10-01,0.0,0.04825196,0.00438654,0.03070579,99.57011888,0.24125981,0.10527701,0.0
2009-10-02,0.0,0.04811899,0.00437445,0.03062117,99.56692913,0.24496938,0.10498688,0.0
2009-10-03,0.0,0.04799721,0.00436338,0.03054368,99.56802513,0.24434942,0.10472118,0.0
2009-10-04,0.0,0.04788647,0.00435332,0.03047321,99.56902181,0.24378564,0.10447956,0.0
