date,0 ~ 0.01 BTC (%),0.01 ~ 0.1 BTC (%),0.1 ~ 1 BTC (%),1 ~ 10 BTC (%),10 ~ 100 BTC (%),100 ~ 1K BTC (%),1K ~ 10K BTC (%),10K BTC ~ (%)
2009-01-03,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2009-01-04,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2009-01-05,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2009-01-06,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2009-01-07,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2009-01-08,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2009-01-09,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2009-01-10,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2009-01-11,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2009-01-12,0.0,0.0,0.0,0.74626866,99.25373134,0.0,0.0,0.0
2009-01-13,0.0,0.0,0.0,0.51150895,99.48849105,0.0,0.0,0.0
2009-01-14,0.0,0.0,0.0,0.19305019,99.80694981,0.0,0.0,0.0
2009-01-15,0.0,0.0,0.0,0.31104199,99.53343701,0.155521,0.0,0.0
2009-01-16,0.0,0.0,0.0,0.2670227,99.33244326,0.40053405,0.0,0.0
2009-01-17,0.0,0.0,0.0,0.23310023,99.41724942,0.34965035,0.0,0.0
2009-01-18,0.0,0.0,0.0,0.20768432,99.37694704,0.41536864,0.0,0.0
2009-01-19,0.0,0.0,0.0,0.18796992,99.2481203,0.56390977,0.0,0.0
2009-01-20,0.0,0.0,0.0,0.17079419,99.23142613,0.59777968,0.0,0.0
2009-01-21,0.0,0.0,0.0,0.1572327,99.21383648,0.62893082,0.0,0.0
2009-01-22,0.0,0.0,0.0,0.14771049,99.18759232,0.66469719,0.0,0.0
2009-01-23,0.0,0.0,0.0,0.1397624,99.09154437,0.76869322,0.0,0.0
2009-01-24,0.0,0.0,0.0,0.12322859,99.13739988,0.73937153,0.0,0.0
2009-01-25,0.0,0.0,0.0,0.11025358,99.22822492,0.6615215,0.0,0.0
2009-01-26,0.0,0.0,0.0,0.10576415,99.20676891,0.63458488,0.05288207,0.0
2009-01-27,0.0,0.0,0.0,0.10070493,99.19436052,0.65458207,0.05035247,0.0
2009-01-28,0.0,0.0,0.0,0.09532888,99.23736892,0.61963775,0.04766444,0.0
2009-01-29,0.0,0.0,0.0,0.09057971,99.23007246,0.63405797,0.04528986,0.0
2009-01-30,0.0,0.0,0.0,0.08602151,99.2688172,0.60215054,0.04301075,0.0
2009-01-31,0.0,0.0,0.0,0.08183306,99.26350245,0.57283142,0.08183306,0.0
2009-02-01,0.0,0.0,0.0,0.07824726,99.25665102,0.58685446,0.07824726,0.0
2009-02-02,0.0,0.0,0.0,0.07451565,99.29210134,0.55886736,0.07451565,0.0
2009-02-03,0.0,0.31746032,0.0,0.07054674,99.01234568,0.52910053,0.07054674,0.0
2009-02-04,0.0,0.30467163,0.0,0.06770481,99.0521327,0.50778605,0.06770481,0.0
2009-02-05,0.0,0.29220779,0.0,0.06493506,99.09090909,0.48701299,0.06493506,0.0
2009-02-06,0.0,0.28107433,0.0,0.06246096,99.12554653,0.46845721,0.06246096,0.0
2009-02-07,0.0,0.27173913,0.0,0.09057971,99.03381643,0.54347826,0.06038647,0.0
2009-02-08,0.0,0.26132404,0.0,0.08710801,99.07084785,0.52264808,0.05807201,0.0
2009-02-09,0.0,0.25459689,0.0,0.08486563,99.06647808,0.50919378,0.08486563,0.0
2009-02-10,0.0,0.24623803,0.0,0.08207934,99.09712722,0.49247606,0.08207934,0.0
2009-02-11,0.0,0.15889831,0.0,0.07944915,99.15254237,0.52966102,0.07944915,0.0
2009-02-12,0.0,0.15404365,0.0,0.07702182,99.17843389,0.51347882,0.07702182,0.0
2009-02-13,0.0,0.14929087,0.0,0.07464543,99.20378204,0.49763623,0.07464543,0.0
2009-02-14,0.0,0.14440433,0.0,0.07220217,99.22984356,0.48134777,0.07220217,0.0
2009-02-15,0.0,0.14041657,0.0,0.07020828,99.22770887,0.49145799,0.07020828,0.0
2009-02-16,0.0,0.13742556,0.0,0.06871278,99.22125515,0.48098946,0.09161704,0.0
2009-02-17,0.0,0.13383895,0.0,0.06691947,99.2415793,0.46843631,0.08922596,0.0
2009-02-18,0.0,0.13040643,0.0,0.06520322,99.26103021,0.45642252,0.08693762,0.0
2009-02-19,0.0,0.12738854,0.0,0.06369427,99.25690021,0.4670913,0.08492569,0.0
2009-02-20,0.0,0.12417219,0.0,0.06208609,99.27566225,0.45529801,0.08278146,0.0
2009-02-21,0.0,0.12131015,0.0,0.06065507,99.29235746,0.44480388,0.08087343,0.0
2009-02-22,0.0,0.11857708,0.0,0.05928854,99.28853755,0.45454545,0.07905138,0.0
2009-02-23,0.0,0.11609907,0.0,0.05804954,99.30340557,0.44504644,0.07739938,0.0
2009-02-24,0.0,0.11376564,0.0,0.05688282,99.31740614,0.43610163,0.07584376,0.0
2009-02-25,0.0,0.1115449,0.0,0.05577245,99.33073062,0.42758877,0.07436326,0.0
2009-02-26,0.0,0.1093693,0.0,0.05468465,99.34378418,0.419249,0.07291287,0.0
2009-02-27,0.0,0.10779734,0.0,0.05389867,99.33524973,0.41322314,0.08983112,0.0
2009-02-28,0.0,0.1060258,0.0,0.0530129,99.32850327,0.4241032,0.08835483,0.0
2009-03-01,0.0,0.10409438,0.0,0.05204719,99.3407356,0.41637752,0.08674532,0.0
2009-03-02,0.0,0.10217984,0.0,0.05108992,99.35286104,0.40871935,0.08514986,0.0
2009-03-03,0.0,0.10048568,0.0,0.05024284,99.33009546,0.43543795,0.08373807,0.0
2009-03-04,0.0,0.0991244,0.01652073,0.0495622,99.30612919,0.42953907,0.0991244,0.0
2009-03-05,0.0,0.09743423,0.01623904,0.04871712,99.30172134,0.43845404,0.09743423,0.0
2009-03-06,0.0,0.09561753,0.01593625,0.04780876,99.31474104,0.43027888,0.09561753,0.0
2009-03-07,0.0,0.09398496,0.01566416,0.04699248,99.3264411,0.42293233,0.09398496,0.0
2009-03-08,0.0,0.09264978,0.01544163,0.04632489,99.32056825,0.41692403,0.10809141,0.0
2009-03-09,0.0,0.09113001,0.01518834,0.04556501,99.33171324,0.41008505,0.10631835,0.0
2009-03-10,0.0,0.08967269,0.01494545,0.04483635,99.34240024,0.40352713,0.10461814,0.0
2009-03-11,0.0,0.08817046,0.01469508,0.04408523,99.35341661,0.39676708,0.10286554,0.0
2009-03-12,0.0,0.08669267,0.01444878,0.04334634,99.34980494,0.40456581,0.10114145,0.0
2009-03-13,0.0,0.08544574,0.01424096,0.04272287,99.35915694,0.3987468,0.0996867,0.0
2009-03-14,0.0,0.08412787,0.01402131,0.04206394,99.36904094,0.39259675,0.09814919,0.0
2009-03-15,0.0,0.08270159,0.0137836,0.04135079,99.37973811,0.38594073,0.09648518,0.0
2009-03-16,0.0,0.08186656,0.01364443,0.04093328,99.37235639,0.38204394,0.10915541,0.0
2009-03-17,0.0,0.08061266,0.01343544,0.04030633,99.38196964,0.3761924,0.10748354,0.0
2009-03-18,0.0,0.07952286,0.01325381,0.03976143,99.3638171,0.39761431,0.10603048,0.0
2009-03-19,0.0,0.07825747,0.01304291,0.03912873,99.37394026,0.39128734,0.10434329,0.0
2009-03-20,0.0,0.07718034,0.01286339,0.03859017,99.36969385,0.39876511,0.10290713,0.0
2009-03-21,0.0,0.07668712,0.01278119,0.03834356,99.37372188,0.39621677,0.10224949,0.0
2009-03-22,0.0,0.0756239,0.01260398,0.03781195,99.35719687,0.41593143,0.10083186,0.0
2009-03-23,0.0,0.07440476,0.01240079,0.03720238,99.36755952,0.40922619,0.09920635,0.0
2009-03-24,0.0,0.0734484,0.0122414,0.0367242,99.37568858,0.40396621,0.0979312,0.0
2009-03-25,0.0,0.0724113,0.01206855,0.03620565,99.38450398,0.39826213,0.09654839,0.0
2009-03-26,0.0,0.07163324,0.01193887,0.03581662,99.37917861,0.39398281,0.10744986,0.0
2009-03-27,0.0,0.07073803,0.01178967,0.03536902,99.38693704,0.38905918,0.10610705,0.0
2009-03-28,0.0,0.06989748,0.01164958,0.03494874,99.37092265,0.40773532,0.10484623,0.0
2009-03-29,0.0,0.06896552,0.01149425,0.03448276,99.37931034,0.40229885,0.10344828,0.0
2009-03-30,0.0,0.06802721,0.01133787,0.03401361,99.3877551,0.3968254,0.10204082,0.0
2009-03-31,0.0,0.06742331,0.01123722,0.03371165,99.38195303,0.39330262,0.11237218,0.0
2009-04-01,0.0,0.06657051,0.01109508,0.03328525,99.38977033,0.38832797,0.11095085,0.0
2009-04-02,0.0,0.06573181,0.0109553,0.03286591,99.39745837,0.38343558,0.10955302,0.0
2009-04-03,0.0,0.06490697,0.01081783,0.03245348,99.40501947,0.37862397,0.10817828,0.0
2009-04-04,0.0,0.06412312,0.01068719,0.03206156,99.41220477,0.37405151,0.10687186,0.0
2009-04-05,0.0,0.06334459,0.01055743,0.0316723,99.39822635,0.390625,0.10557432,0.0
2009-04-06,0.0,0.06262394,0.01043732,0.03131197,99.40507254,0.38618098,0.10437324,0.0
2009-04-07,0.0,0.06197707,0.01032951,0.03098853,99.41121785,0.38219192,0.10329511,0.0
2009-04-08,0.0,0.06131208,0.01021868,0.03065604,99.41753525,0.37809115,0.1021868,0.0
2009-04-09,0.0,0.06069803,0.01011634,0.03034901,99.42336874,0.3743045,0.10116338,0.0
2009-04-10,0.0,0.06004203,0.010007,0.03002101,99.42960072,0.37025918,0.10007005,0.0
2009-04-11,0.0,0.0593648,0.00989413,0.0296824,99.4261403,0.37597705,0.09894133,0.0
2009-04-12,0.0,0.05871416,0.00978569,0.02935708,99.43242979,0.37185635,0.09785693,0.0
2009-04-13,0.0,0.05805515,0.00967586,0.02902758,99.43880019,0.36768263,0.09675859,0.0
2009-04-14,0.0,0.05736686,0.00956114,0.02868343,99.44545368,0.36332345,0.09561144,0.0
2009-04-15,0.0,0.05675369,0.00945895,0.02837684,99.45138101,0.35944003,0.09458948,0.0
2009-04-16,0.0,0.05610098,0.00935016,0.02805049,99.45769051,0.35530622,0.09350164,0.0
2009-04-17,0.0,0.05551957,0.00925326,0.02775979,99.46331082,0.35162395,0.09253262,0.0
2009-04-18,0.0,0.0548747,0.00914578,0.02743735,99.46954454,0.34753978,0.09145784,0.0
2009-04-19,0.0,0.05431831,0.00905305,0.02715915,99.46587,0.35306898,0.09053051,0.0
2009-04-20,0.0,0.05428882,0.00904814,0.02714441,99.4480637,0.35287731,0.10857763,0.0
2009-04-21,0.0,0.06263422,0.00894775,0.02684324,99.4452398,0.34896206,0.10737294,0.0
2009-04-22,0.0,0.06196335,0.00885191,0.02655572,99.45118173,0.3452244,0.10622289,0.0
2009-04-23,0.0,0.0615547,0.00879353,0.02638058,99.45480127,0.34294759,0.10552234,0.0
2009-04-24,0.0,0.06093845,0.00870549,0.02611648,99.46025942,0.33951423,0.10446592,0.0
2009-04-25,0.0,0.06031883,0.00861698,0.02585093,99.46574752,0.33606204,0.10340371,0.0
2009-04-26,0.0,0.05980861,0.00854409,0.02563226,99.4531784,0.35030759,0.10252905,0.0
2009-04-27,0.0,0.05928184,0.00846883,0.0254065,99.45799458,0.34722222,0.10162602,0.0
2009-04-28,0.0,0.05870021,0.00838574,0.02515723,99.46331237,0.34381551,0.10062893,0.0
2009-04-29,0.0,0.05816852,0.00830979,0.02492937,99.45986372,0.34070135,0.10802726,0.0
