date,timestamp_utc,0d ~ 1d,1d ~ 1w,1w ~ 1m,1m ~ 3m,3m ~ 6m,6m ~ 12m,12m ~ 18m,18m ~ 2y,2y ~ 3y,3y ~ 5y,5y ~ 7y,7y ~ 10y,10y ~
2009-01-03,2009-01-03T00:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-04,2009-01-04T00:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-05,2009-01-05T00:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-06,2009-01-06T00:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-07,2009-01-07T00:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-08,2009-01-08T00:00:00Z,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-09,2009-01-09T00:00:00Z,14,1,0,0,0,0,0,0,0,0,0,0,0
2009-01-10,2009-01-10T00:00:00Z,61,14,1,0,0,0,0,0,0,0,0,0,0
2009-01-11,2009-01-11T00:00:00Z,95,73,1,0,0,0,0,0,0,0,0,0,0
2009-01-12,2009-01-12T00:00:00Z,100,167,1,0,0,0,0,0,0,0,0,0,0
2009-01-13,2009-01-13T00:00:00Z,123,267,1,0,0,0,0,0,0,0,0,0,0
2009-01-14,2009-01-14T00:00:00Z,131,386,1,0,0,0,0,0,0,0,0,0,0
2009-01-15,2009-01-15T00:00:00Z,134,508,1,0,0,0,0,0,0,0,0,0,0
2009-01-16,2009-01-16T00:00:00Z,110,625,14,0,0,0,0,0,0,0,0,0,0
2009-01-17,2009-01-17T00:00:00Z,109,674,75,0,0,0,0,0,0,0,0,0,0
2009-01-18,2009-01-18T00:00:00Z,109,686,168,0,0,0,0,0,0,0,0,0,0
2009-01-19,2009-01-19T00:00:00Z,118,681,265,0,0,0,0,0,0,0,0,0,0
2009-01-20,2009-01-20T00:00:00Z,115,674,382,0,0,0,0,0,0,0,0,0,0
2009-01-21,2009-01-21T00:00:00Z,117,670,485,0,0,0,0,0,0,0,0,0,0
2009-01-22,2009-01-22T00:00:00Z,92,639,623,0,0,0,0,0,0,0,0,0,0
2009-01-23,2009-01-23T00:00:00Z,86,617,728,0,0,0,0,0,0,0,0,0,0
2009-01-24,2009-01-24T00:00:00Z,204,593,826,0,0,0,0,0,0,0,0,0,0
2009-01-25,2009-01-25T00:00:00Z,193,695,926,0,0,0,0,0,0,0,0,0,0
2009-01-26,2009-01-26T00:00:00Z,97,756,1038,0,0,0,0,0,0,0,0,0,0
2009-01-27,2009-01-27T00:00:00Z,98,745,1143,0,0,0,0,0,0,0,0,0,0
2009-01-28,2009-01-28T00:00:00Z,112,742,1244,0,0,0,0,0,0,0,0,0,0
2009-01-29,2009-01-29T00:00:00Z,123,755,1330,0,0,0,0,0,0,0,0,0,0
2009-01-30,2009-01-30T00:00:00Z,118,799,1408,0,0,0,0,0,0,0,0,0,0
2009-01-31,2009-01-31T00:00:00Z,139,720,1585,0,0,0,0,0,0,0,0,0,0
2009-02-01,2009-02-01T00:00:00Z,115,672,1769,0,0,0,0,0,0,0,0,0,0
