date,0d ~ 1d (%),1d ~ 1w (%),1w ~ 1m (%),1m ~ 3m (%),3m ~ 6m (%),6m ~ 12m (%),12m ~ 18m (%),18m ~ 2y (%),2y ~ 3y (%),3y ~ 5y (%),5y ~ 7y (%),7y ~ 10y (%),10y ~ (%)
2009-01-26,5.12956108,39.97884717,54.89159175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-27,4.93454179,37.51258812,57.55287009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-28,5.33841754,35.36701621,59.29456625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-29,5.57065217,34.19384058,60.23550725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,5.07526882,34.3655914,60.55913978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-31,5.68739771,29.4599018,64.85270049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,4.49921753,26.29107981,69.20970266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-02,4.80625931,25.81967213,69.33681073,0.03725782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-03,5.46737213,25.5026455,68.99470899,0.03527337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-04,4.06228842,26.10020311,69.80365606,0.0338524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-05,4.09090909,24.93506494,70.94155844,0.03246753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-06,3.84134916,24.23485322,71.89256715,0.03123048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-07,4.04589372,22.91666667,73.00724638,0.03019324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-08,3.86178862,22.64808362,73.08362369,0.40650407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-09,3.81895332,21.61244696,72.44695898,2.12164074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-10,3.3378933,20.41039672,71.65526676,4.59644323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-11,3.52224576,19.72987288,69.70338983,7.04449153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-12,3.10654685,19.40949936,67.70218228,9.7817715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-13,3.08534461,18.81064942,65.76262752,12.34137845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-14,3.29723225,18.12274368,63.65824308,14.92178099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-15,3.01895624,17.71589048,62.3449567,16.92019658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-16,2.817224,16.67430142,61.77278974,18.73568484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-17,2.60985947,16.32835155,60.60673656,20.45505242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-18,2.58639426,15.69224082,59.46533362,22.2560313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-19,2.67515924,15.05307856,58.32271762,23.94904459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-20,2.52483444,14.87996689,57.24337748,25.35182119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-21,2.3251112,14.41568945,56.79336838,26.46583097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-22,2.43083004,13.7944664,56.34387352,27.43083004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-23,2.10913313,13.66099071,53.67647059,30.55340557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-24,2.00985969,13.34850209,51.21350019,33.42813804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-25,1.98921733,12.9020264,50.73433724,34.37441904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-26,1.95041925,12.30404666,50.30987969,35.43565439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,2.10204815,11.44448437,49.64067553,36.81279195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-28,1.76709666,11.22106379,48.70118395,38.31065559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,1.83900069,10.77376822,47.8834143,39.50381679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-02,1.85626703,10.66076294,46.5599455,40.92302452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-03,1.80874225,10.46725842,45.62049908,42.10350025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-04,1.76771849,10.07764745,44.65554271,43.49909136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-05,1.85125041,9.84085742,43.14712569,45.16076648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-06,1.9123506,9.68924303,42.27888446,46.11952191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-07,1.70739348,9.86842105,41.19674185,47.22744361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-08,1.79122915,9.58925263,40.19456455,48.42495368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-09,1.67071689,9.69015796,39.18590522,49.45321993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-10,1.59916305,9.71454192,38.14078613,50.54550889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-11,1.6752388,9.68405584,37.00220426,51.6385011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-12,1.73385349,9.53619419,36.26643549,52.46351683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-13,1.6234691,9.32782683,35.50270578,53.54599829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-14,1.55636568,9.32417274,34.80089736,54.31856422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-15,1.69538249,9.15230875,34.15575465,54.9965541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-16,1.67826443,9.07354346,33.07408923,56.17410288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-17,1.53164047,9.27045546,32.25849792,56.93940615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-18,1.53744201,9.06560636,31.70311465,57.69383698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-19,1.60427807,8.94743707,31.23777227,58.21051259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-20,1.54360689,8.85001286,30.7306406,58.87573964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-21,0.81799591,8.90848671,30.45756646,59.81595092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-22,1.52508193,7.81446937,30.06049912,60.59994958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-23,1.61210317,7.71329365,29.67509921,60.99950397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-24,1.29758844,7.89570327,29.22022279,61.58648549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-25,1.43615737,7.69973449,28.95244992,61.91165822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-26,1.40878701,7.330468,28.77268386,62.48806113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-27,1.28507427,7.27422778,28.56637585,62.87432209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-28,1.42124884,7.73532153,27.52795899,63.31547064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-29,1.33333333,7.7816092,27.14942529,63.73563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-30,1.37188209,7.57369615,27.07482993,63.97959184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,1.2698056,7.39408922,26.85695022,64.47915496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-01,1.26483968,7.31166093,26.65039388,64.77310551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-02,1.27081507,7.23049956,26.48992112,65.00876424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-03,1.26568585,7.34530506,26.14668974,65.23150151,0.01081783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-04,1.21833921,7.25659934,25.98054932,65.53382494,0.01068719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-05,1.39358108,7.03125,25.73902027,65.82559122,0.01055743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-06,1.14810563,7.18087882,25.57144348,66.08913475,0.01043732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-07,1.03295114,7.09637434,25.34862101,66.511724,0.01032951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-08,1.07296137,6.92826487,25.19926426,66.78929082,0.01021868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-09,1.01163379,6.75771371,25.10875063,66.98027314,0.14162873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-10,1.08075653,6.56459522,24.8974282,66.70669469,0.75052537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-11,1.22687246,6.38171564,24.58691996,66.14227763,1.66221431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-12,1.1644975,6.20412956,24.50337606,65.52500245,2.60299442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-13,1.15142719,6.21190131,24.20899855,64.75084664,3.67682632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-14,1.1855818,6.33903815,23.70207477,64.04053925,4.73276604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-15,1.06886114,6.4604616,23.30684828,63.29928112,5.86454786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-16,1.15007013,6.53576438,22.94530154,62.60869565,6.7601683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-17,1.04561858,6.62533543,22.67049135,62.09863977,7.55991487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-18,1.18895189,6.44777757,22.48033656,61.50539601,8.37753796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-19,1.08636611,6.46387833,22.24334601,60.93608546,9.2703241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-20,1.1038726,6.3698878,22.14983713,60.16105682,10.21534564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-21,1.12741589,6.33500358,21.96671439,59.60987831,10.96098783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-22,1.07993273,6.39107728,21.61635833,59.32548464,11.58714703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-23,0.6595146,6.3841013,21.63207879,59.1188885,12.20541681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-24,1.00113171,5.9893793,21.46774615,57.77835814,13.7633847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-25,1.02542008,5.81645842,21.38733305,56.57906075,15.1917277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-26,0.97402597,5.66473001,21.3773069,56.16883117,15.81510595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-27,0.88922764,5.54708672,21.2652439,55.8350271,16.46341463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-28,0.98951782,5.33333333,21.18238994,55.31236897,17.18238994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-29,1.08027256,5.19361808,21.01545621,54.70334054,18.00731261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,1.07685984,5.61446774,20.51787916,54.07316071,18.71763255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.98486082,5.71382061,20.36464268,53.37782842,19.55884747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-02,1.05636642,5.6850254,20.13547295,52.85057657,20.27255866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-03,0.86344739,5.77230572,20.01918772,52.30252638,21.04253278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-04,1.02324106,5.52074244,19.85404934,51.54279369,22.05917348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-05,1.08379801,5.52108694,19.58690018,51.0798712,22.72834367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-06,1.04911408,5.58750389,19.52906435,50.39633199,23.4379857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-07,0.93918399,5.6274057,19.56120092,49.73056197,24.14164742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-08,0.89333435,5.61960754,19.50828434,49.14866,24.83011377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-09,0.59203036,5.53320683,19.63567362,48.58444023,25.65464896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-10,0.64102564,5.28657617,19.5173454,48.07692308,26.47812971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-11,0.91928251,4.94768311,19.40209268,47.60089686,27.13004484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-12,0.96225019,4.78904515,19.39304219,47.02442635,27.83123612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-13,0.85150114,4.71261837,19.37165088,46.62702782,28.43720179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-14,1.03182677,4.57782299,19.24138933,46.14881558,29.00014533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-15,0.98639211,4.78076175,18.98624811,45.60443516,29.64216286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-16,0.85665334,5.17561393,18.51085094,45.20274129,30.25414049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-17,0.89847895,5.39087372,18.13229572,44.7824549,30.79589671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-18,0.83491195,5.37430716,17.95411492,44.52395987,31.3127061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-19,0.59976288,5.26536021,17.92314666,44.28481763,31.92691262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-20,0.84376513,5.01417802,17.74673214,43.92419946,32.47112525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-21,0.57767691,4.84835981,17.79795062,43.71088646,33.06512619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-22,0.65744419,4.57471579,17.90165731,43.5282838,33.33789892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-23,0.21866885,4.05904059,18.18368184,43.15293153,34.38567719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-24,0.67870232,3.38672458,18.18243518,42.93470884,34.81742908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-25,0.75456444,3.2338476,18.09607222,42.67331402,35.24220171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-26,0.83511491,3.36718332,17.77124532,42.39711384,35.6293426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-27,0.80201498,3.37376549,17.7437529,42.06933121,36.01113541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-28,0.62574101,3.59636412,17.44170728,41.81925965,36.51692794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,0.72230613,3.67062841,16.73123646,41.83465756,37.04117145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-30,0.71065328,4.16612335,15.99947842,41.71339158,37.41035337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-31,0.77750421,4.21148115,15.77685629,41.5316833,37.70247506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-01,0.4707855,4.28221334,15.60041274,41.49361537,38.15297304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-02,0.71076391,3.81635397,15.59838637,41.26912979,38.60536595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-03,0.63742988,3.7863335,15.48954615,41.19709332,38.88959714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-04,0.41894122,3.59908595,15.18979307,41.24666751,39.54551225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-05,0.46882919,3.55423213,15.11023822,41.23796249,39.62873796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-06,0.1770807,2.86491272,14.9064002,41.39893752,40.65266886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-07,0.10108668,2.39449078,14.82183472,41.43922163,41.24336619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-08,0.51539912,2.02388435,14.73287241,41.08108108,41.64676304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-09,0.56871446,1.83113555,14.8240735,40.70370602,42.07237048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-10,0.50985513,1.94615432,14.43138718,40.55835354,42.55424983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-11,0.56270096,2.03438041,13.9500371,40.47118476,42.98169676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-12,0.52897035,2.38651741,13.36572764,40.28785829,43.43092631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-13,0.48359452,2.72404505,12.62855044,40.2179236,43.94588639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-14,0.43881034,3.09605071,11.87835202,40.10848367,44.47830327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-15,0.50933786,3.01964589,11.62381761,39.95270434,44.8944943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-16,0.45281652,2.96443881,11.3807885,39.85992876,45.34202741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-17,0.47470256,2.8962865,11.12246124,39.67672155,45.82982815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-18,0.47841167,2.81066858,11.1230714,39.3074991,46.28034924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-19,0.51757987,2.76042596,10.91677078,39.53239336,46.27283003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-20,0.47965891,2.78912773,10.87226861,39.16622254,46.69272221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-21,0.47736917,2.82885431,10.89108911,38.59618105,47.20650636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-22,0.45334118,2.78481013,10.88607595,38.13364734,47.7421254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-23,0.45132173,2.78412754,10.70863373,37.8993025,48.1566145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-24,0.57122872,2.75122406,10.48029844,37.64863605,48.54861273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-25,0.40685847,2.77826213,10.17146178,37.67509445,48.96832316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-26,0.52038161,2.68285632,9.93350679,37.50216826,49.36108702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-27,0.48909604,2.75620001,9.77616664,37.2288394,49.74969791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-28,0.27545048,2.76598187,9.62928957,37.11121313,50.21806496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-29,0.48543689,2.59280411,9.43460879,36.91604797,50.57110223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-30,0.50019894,2.63172853,9.28210084,36.65094072,50.93503098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,0.4358655,2.58122948,9.38525982,36.2787275,51.3189177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-02,0.47887324,2.5971831,9.12112676,36.12394366,51.67323944,0.0056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-03,0.46545536,2.57402423,9.15769403,35.78398385,52.01323463,0.0056079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-04,0.49662407,2.54450086,9.23497573,35.28262932,52.43568997,0.00558005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-05,0.43888889,2.77777778,9.26666667,34.73888889,52.77222222,0.00555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-06,0.4755585,2.74275603,9.51669985,34.21809334,53.04136253,0.00552975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-07,0.38010246,2.72131328,9.87715529,33.61427863,53.4016416,0.00550873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-08,0.40599111,2.67734679,9.79865035,33.42843035,53.61277226,0.07680913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-09,0.47507235,2.59924644,9.75263474,33.18407689,53.58488505,0.40408453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-10,0.4512341,2.60411004,9.73143416,32.85310427,53.45221268,0.90790475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-11,0.44920712,2.55993938,9.71478054,32.54316177,53.29328354,1.43962765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-12,0.4257842,2.57087421,9.65290503,32.24641587,53.05594481,2.04807589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-13,0.41863461,2.52254186,9.66616574,31.8967368,52.83920137,2.65671962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-14,0.36896423,2.56136036,9.63584835,31.54376771,52.57472862,3.31533073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-15,0.24538568,2.52853942,9.58604502,31.25466766,52.53387389,3.85148832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-16,0.37731838,2.30642504,9.62427592,30.91884998,52.43131211,4.34181857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-17,0.36577608,2.24766751,9.62680237,30.66157761,52.4120017,4.68617472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-18,0.02119992,2.10409158,9.64066144,30.39537842,52.48039008,5.35827857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-19,0.3696272,1.65804203,9.57862499,30.07181329,52.36033372,5.96155877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-20,0.38646831,1.529991,9.06877018,29.92217693,52.6073376,6.48525597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-21,0.43223868,1.57081862,8.93996099,29.6294344,52.52227083,6.90527647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-22,0.37833009,1.7445221,8.74362882,29.58856602,52.37244496,7.17250801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-23,0.39775998,1.74281677,8.67744806,29.24059245,51.66692835,8.27445439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
