date,0d ~ 1d (%),1d ~ 1w (%),1w ~ 1m (%),1m ~ 3m (%),3m ~ 6m (%),6m ~ 12m (%),12m ~ 18m (%),18m ~ 2y (%),2y ~ 3y (%),3y ~ 5y (%),5y ~ 7y (%),7y ~ 10y (%),10y ~ (%)
2012-11-10,0.93598176,4.23383753,12.10204011,21.09192825,16.26828016,12.29996553,29.34076773,2.16823877,0.85082696,0.70813318,0.0,0.0,0.0
2012-11-11,0.96594179,4.35162091,11.77577254,21.03030919,16.6328757,12.27245849,29.14775312,2.26887175,0.84796362,0.7064329,0.0,0.0,0.0
2012-11-12,0.94831249,4.31480395,11.78388356,21.07788298,16.73304377,12.22077316,29.03819491,2.33147406,0.84599928,0.70563184,0.0,0.0,0.0
2012-11-13,0.89701876,4.17676481,11.70925062,21.15157592,16.93705581,12.23668179,28.9344183,2.40673066,0.84515434,0.705349,0.0,0.0,0.0
2012-11-14,1.04677225,3.90503294,11.7165584,21.21561429,17.07003449,12.2213615,28.78424331,2.49158424,0.84413902,0.70465957,0.0,0.0,0.0
2012-11-15,1.14737742,3.80193531,11.59219581,21.32960483,17.17254662,12.21866012,28.6418889,2.55014125,0.84238868,0.70326106,0.0,0.0,0.0
2012-11-16,1.0769252,3.79799535,11.42511309,21.48597709,17.27883789,12.23452252,28.57420777,2.58262552,0.84089019,0.70290539,0.0,0.0,0.0
2012-11-17,2.39730236,3.79054441,11.05455054,21.34849259,17.10474416,12.08409445,28.10272253,2.59584457,0.82870399,0.6930004,0.0,0.0,0.0
2012-11-18,1.0792519,5.10713576,11.03563003,21.33658314,17.19620058,12.08934243,27.9890319,2.64798767,0.82701468,0.69182191,0.0,0.0,0.0
2012-11-19,1.06442907,5.14311419,10.81557093,21.36858131,17.38584775,12.1217301,27.86359862,2.7215917,0.82439446,0.69114187,0.0,0.0,0.0
2012-11-20,1.11167124,5.26468051,10.5270163,21.44239343,17.4879954,12.13556045,27.70240589,2.8162453,0.82227122,0.68976028,0.0,0.0,0.0
2012-11-21,1.00549488,5.27269353,10.33966053,21.54994885,17.64369267,12.15638935,27.65267577,2.86743189,0.82163217,0.69038037,0.0,0.0,0.0
2012-11-22,1.15366208,5.17883701,10.23601922,21.59499521,17.72324392,12.16084781,27.54499872,2.89906186,0.81881978,0.68951439,0.0,0.0,0.0
2012-11-23,1.11927094,5.28837038,9.93657556,21.76619887,17.80723652,12.17234527,27.45345326,2.94852463,0.81888441,0.68914016,0.0,0.0,0.0
2012-11-24,1.04282264,4.13817588,11.21001939,21.76180346,17.85328183,12.16171697,27.33090197,2.99607739,0.81719263,0.68800785,0.0,0.0,0.0
2012-11-25,1.02998313,4.08461181,11.18114759,21.81142145,17.92417005,12.17240725,27.22052575,3.0708939,0.81720819,0.68763088,0.0,0.0,0.0
2012-11-26,1.12786243,4.0379254,11.1806807,21.66601258,18.05309801,12.18164078,27.11388484,3.1343997,0.81739642,0.68709914,0.0,0.0,0.0
2012-11-27,0.96824486,4.07405613,11.28289564,21.62784007,18.10106899,12.21573013,27.03346161,3.19269374,0.81691213,0.6870967,0.0,0.0,0.0
2012-11-28,1.1146322,4.0665179,11.21012048,21.64077859,18.08498602,12.22103376,26.92061534,3.23943467,0.81576906,0.68611197,0.0,0.0,0.0
2012-11-29,0.94718324,4.0336186,11.31155891,21.64748536,18.19201932,12.22907947,26.83056645,3.30661333,0.81606072,0.6858146,0.0,0.0,0.0
2012-11-30,0.99178028,3.99533296,11.33799993,21.64277505,18.23102402,12.20339791,26.70330623,3.39358127,0.81599369,0.68480867,0.0,0.0,0.0
2012-12-01,0.95714327,3.99006211,11.35002288,21.62579698,18.29338146,12.22134683,26.6004029,3.4610105,0.81622139,0.68461168,0.0,0.0,0.0
2012-12-02,0.76907476,4.031478,11.41928006,21.66002271,18.29848641,12.29767851,26.46936281,3.55502453,0.81535022,0.68424199,0.0,0.0,0.0
2012-12-03,0.74992061,3.80357624,11.53378629,21.64502179,18.4298802,12.32366975,26.3980994,3.61607107,0.81673663,0.68323802,0.0,0.0,0.0
2012-12-04,0.93815412,3.69258262,11.53100023,21.5740134,18.41067497,12.32639901,26.31129193,3.71513696,0.81808639,0.68266037,0.0,0.0,0.0
2012-12-05,0.95971195,3.61219085,11.37314272,21.6556946,18.49035692,12.35346892,26.19902384,3.85390052,0.81900881,0.68350087,0.0,0.0,0.0
2012-12-06,0.94813223,3.5704517,11.257475,21.69480631,18.61507154,12.39049435,26.05728476,3.96305847,0.81987781,0.68334783,0.0,0.0,0.0
2012-12-07,0.81836184,3.526655,11.17339348,21.84186502,18.66395959,12.45771714,25.925245,4.08769414,0.82164723,0.68346156,0.0,0.0,0.0
2012-12-08,0.88495019,3.44214561,11.10403913,21.9145835,18.7273271,12.47250141,25.7428507,4.20840112,0.8206407,0.68256055,0.0,0.0,0.0
2012-12-09,0.8151997,3.38128762,11.00909548,22.00130403,18.84166164,12.48919781,25.61243249,4.34539643,0.82134641,0.68307839,0.0,0.0,0.0
2012-12-10,1.13784687,3.2461415,10.94449415,21.86849515,18.94188892,12.50572361,25.32759437,4.52510493,0.82110762,0.68160287,0.0,0.0,0.0
2012-12-11,1.22308246,3.46708471,10.837567,21.82117125,18.92845614,12.52060957,25.06153025,4.63809744,0.82336884,0.67903235,0.0,0.0,0.0
2012-12-12,0.92320385,3.7494713,10.81481356,21.77880574,18.98005034,12.55708016,24.9415165,4.74858621,0.82748281,0.67898954,0.0,0.0,0.0
2012-12-13,0.97831548,3.63279188,10.79672485,21.67646125,19.1090115,12.56422133,24.83132464,4.89924852,0.83125804,0.68064251,0.0,0.0,0.0
2012-12-14,0.94670047,3.74759213,10.70839704,21.70067396,18.95934594,12.74277722,24.6042144,5.07821596,0.83161139,0.68047149,0.0,0.0,0.0
2012-12-15,0.81257739,3.87932211,10.65946267,21.72074754,19.00505315,12.79171902,24.37059766,5.24853856,0.83148285,0.68049905,0.0,0.0,0.0
2012-12-16,0.9057737,3.92732835,10.56006614,21.70969602,19.01778434,12.82878925,24.13955059,5.40114061,0.82957775,0.68029325,0.0,0.0,0.0
2012-12-17,1.07508038,3.64864342,9.61586784,22.86240311,18.94953192,12.91175656,23.86615939,5.56414981,0.82667019,0.67973738,0.0,0.0,0.0
2012-12-18,1.41511185,3.46244507,9.73910906,22.7133311,18.98440621,12.90540143,23.54276353,5.7365022,0.82360669,0.67732287,0.0,0.0,0.0
2012-12-19,0.93841803,3.9018182,9.74294215,22.65227108,19.08438005,12.9518479,23.33283004,5.89516647,0.8229273,0.67739877,0.0,0.0,0.0
2012-12-20,0.90391068,3.86368817,9.63268169,22.71272026,19.1738725,12.9928194,23.18802649,6.03068291,0.82300342,0.67859448,0.0,0.0,0.0
2012-12-21,0.84848848,3.83495907,9.55885794,22.74670488,19.24979777,13.03440401,23.09131478,6.13115933,0.82521736,0.67909639,0.0,0.0,0.0
2012-12-22,1.15547652,3.74513127,9.4339527,22.74705041,19.2414398,13.06527841,22.89205512,6.21847819,0.82394218,0.6771954,0.0,0.0,0.0
2012-12-23,0.94270343,3.93773403,9.42791834,22.77064956,19.23498286,13.14155548,22.63110205,6.41350264,0.82307775,0.67677386,0.0,0.0,0.0
2012-12-24,0.8666839,3.83539824,9.37487078,22.80717704,19.26727078,13.27848376,22.5155677,6.55069845,0.82555303,0.67829632,0.0,0.0,0.0
2012-12-25,0.80380908,3.53401149,9.75558368,22.7931021,19.29610338,13.32475258,22.31979784,6.67192036,0.82318024,0.67773926,0.0,0.0,0.0
2012-12-26,0.82169367,3.33993125,9.64228772,22.75764975,19.4505246,13.45477775,22.22372501,6.80529943,0.8241156,0.67999523,0.0,0.0,0.0
2012-12-27,0.88948756,3.30329982,9.56232078,22.57324966,19.63959152,13.53551375,21.85744159,7.1343543,0.82449113,0.68024991,0.0,0.0,0.0
2012-12-28,1.02376917,3.37174317,9.37501758,22.52601619,19.67584706,13.6208122,21.2628862,7.64223028,0.82263482,0.67904333,0.0,0.0,0.0
2012-12-29,0.95013158,3.31444002,9.49137082,22.4230366,19.7502791,13.71769024,21.05462516,7.79736387,0.82231258,0.67875003,0.0,0.0,0.0
2012-12-30,1.18295476,3.2908671,9.40522363,22.06156524,20.06744327,13.77647913,20.80056951,7.9196547,0.81891859,0.67632407,0.0,0.0,0.0
2012-12-31,0.85347073,3.63020266,9.32839489,22.14368602,20.03436758,13.84801853,20.64063782,8.0293636,0.81622219,0.67563599,0.0,0.0,0.0
2013-01-01,0.91750239,3.69233583,9.24643719,22.09153221,20.08610862,13.8851302,20.42103364,8.17126506,0.81452434,0.67413052,0.0,0.0,0.0
2013-01-02,1.08646643,3.74853295,9.21635934,21.98158898,20.06333787,13.9269144,20.19887798,8.2931418,0.81219849,0.67258176,0.0,0.0,0.0
2013-01-03,1.1049019,3.89037889,9.20427106,21.84988677,20.1299163,13.95475725,19.92729399,8.45734541,0.810001,0.67124744,0.0,0.0,0.0
2013-01-04,1.10724882,3.95916208,9.3005676,21.64110342,20.16498461,14.0102764,19.69375212,8.64222317,0.80962189,0.67105989,0.0,0.0,0.0
2013-01-05,1.16593983,4.02811962,9.3916608,21.40255436,20.25859055,14.03610787,19.25081146,8.98967521,0.80705872,0.66948157,0.0,0.0,0.0
2013-01-06,1.10081612,3.96832094,9.73633338,21.11991252,20.35262042,14.09839712,19.01807226,9.13134264,0.8058707,0.66831389,0.0,0.0,0.0
2013-01-07,1.18780969,3.97249479,9.79353078,20.86082128,20.51870231,14.10277079,18.79417773,9.29779451,0.80441188,0.66748624,0.0,0.0,0.0
2013-01-08,1.07684356,4.10623277,9.54420858,20.67487929,20.76507727,14.18624739,18.59380153,9.57484583,0.80757254,0.67029122,0.0,0.0,0.0
2013-01-09,1.11945895,4.08940554,9.26107671,20.76185117,20.94499828,14.19039141,18.26626938,9.88913391,0.80700506,0.67040959,0.0,0.0,0.0
2013-01-10,1.24027213,4.04711873,8.99695543,20.71125175,21.18059566,14.21177813,18.02479347,10.1086697,0.80806515,0.67049986,0.0,0.0,0.0
2013-01-11,1.20055708,4.18610124,9.08240797,20.56688339,21.23419055,14.2150725,17.7811441,10.25829852,0.80648837,0.66885627,0.0,0.0,0.0
2013-01-12,1.09313807,4.22134361,9.20294651,20.37534666,21.40925416,14.24193922,17.52185816,10.45973316,0.8057733,0.66866715,0.0,0.0,0.0
2013-01-13,1.01812016,4.08219989,9.39382455,20.25128387,21.55917373,14.27080947,17.31020588,10.63939866,0.80589697,0.6690868,0.0,0.0,0.0
2013-01-14,0.90182501,4.03005452,9.58185371,20.01672916,21.73206007,14.33271752,17.11636648,10.81213941,0.80691007,0.66934404,0.0,0.0,0.0
2013-01-15,1.21853126,3.86085045,9.60450564,19.81907157,21.83199385,14.35846104,16.85503445,10.97802423,0.80634029,0.66718722,0.0,0.0,0.0
2013-01-16,1.1221411,3.97220688,9.56432847,19.66668105,21.98189343,14.42598088,16.59636771,11.19598657,0.80785822,0.66655569,0.0,0.0,0.0
2013-01-17,1.08418027,3.81322259,9.37904493,19.89355843,22.0731502,14.49400522,16.40903261,11.37776404,0.80941101,0.6666307,0.0,0.0,0.0
2013-01-18,1.11832082,3.79133965,9.40717554,19.68801269,22.20583682,14.54493096,16.21797847,11.54888004,0.8113262,0.66619881,0.0,0.0,0.0
2013-01-19,1.17767087,3.81749632,9.49307871,19.43037327,22.3006798,14.59811828,15.98870701,11.71660861,0.81246045,0.66480667,0.0,0.0,0.0
2013-01-20,0.98307542,3.97734001,9.68472865,19.16533002,22.33325992,14.71558196,15.74279379,11.91953847,0.81354153,0.66481024,0.0,0.0,0.0
2013-01-21,0.93252819,4.02127541,9.6581098,19.0289213,22.37477842,14.85336252,15.56123553,12.08942392,0.81514499,0.66521991,0.0,0.0,0.0
2013-01-22,0.95173669,3.70784324,9.85627083,18.87222382,22.51843233,14.94096194,15.36845487,12.30005019,0.81754609,0.66648,0.0,0.0,0.0
2013-01-23,0.95322394,3.71316941,9.94855778,18.78404552,22.47696255,15.01440701,15.10703488,12.51690234,0.81901928,0.66667729,0.0,0.0,0.0
2013-01-24,1.00680024,3.63099433,9.88444118,18.6404046,22.48982054,15.16043321,14.9477878,12.74743322,0.82236823,0.66951665,0.0,0.0,0.0
2013-01-25,1.00974364,3.53233524,9.99506545,18.57652456,22.50188559,15.21934716,14.74773939,12.92386675,0.8232853,0.67020691,0.0,0.0,0.0
2013-01-26,1.06555598,3.40839153,10.06120732,18.55587968,22.52361583,15.24886918,14.51188372,13.13131518,0.82333423,0.66994736,0.0,0.0,0.0
2013-01-27,0.99446804,3.5283051,10.11610864,18.52666196,22.49278299,15.27626528,14.28228687,13.29147666,0.822723,0.66892146,0.0,0.0,0.0
2013-01-28,1.10487007,3.57078159,10.03693427,18.51438972,22.45571979,15.33611907,14.13025036,13.35975528,0.82283178,0.66834806,0.0,0.0,0.0
2013-01-29,0.99617335,3.69936408,9.82412765,18.6490438,22.44167373,15.43498318,14.06505852,13.39740799,0.82328471,0.668883,0.0,0.0,0.0
2013-01-30,0.90623548,3.78362183,9.8547814,18.5893026,22.43608161,15.49663238,13.99373751,13.44461055,0.82653781,0.66845884,0.0,0.0,0.0
2013-01-31,1.00075343,3.70449781,9.91726005,18.49482436,22.40627911,15.58095402,13.80624617,13.59386478,0.82777066,0.66754961,0.0,0.0,0.0
2013-02-01,1.25627726,3.64923103,9.87922172,18.46476428,22.35211601,15.58288375,13.6112489,13.71173629,0.82688068,0.66564008,0.0,0.0,0.0
2013-02-02,1.07951059,3.81124119,9.96483757,18.47935243,22.24495172,15.63612841,13.44494786,13.8470962,0.82592551,0.66600853,0.0,0.0,0.0
2013-02-03,1.10989768,3.77298389,10.01034326,18.40800936,22.25495057,15.71125728,13.26137879,13.97914981,0.8257906,0.66623874,0.0,0.0,0.0
2013-02-04,1.06381987,3.65837292,10.16464585,18.31726429,22.22550902,15.87236874,13.1036061,14.10193492,0.82606871,0.66640956,0.0,0.0,0.0
2013-02-05,1.0820248,3.66191281,10.14473937,18.24137949,22.2797014,15.95856317,13.0006044,14.13952006,0.82590326,0.66565127,0.0,0.0,0.0
2013-02-06,1.05268507,3.76785905,10.07717576,18.18154256,22.2969185,16.05385431,12.91834181,14.16141863,0.82568599,0.66451833,0.0,0.0,0.0
2013-02-07,1.13658534,3.79298444,10.05916514,18.07214077,22.2955469,16.12414462,12.85991519,14.17043826,0.82532247,0.66375688,0.0,0.0,0.0
2013-02-08,1.09985813,3.70891483,10.1636217,18.06805271,22.2548013,16.22758435,12.75204384,14.23415781,0.82730887,0.66365646,0.0,0.0,0.0
2013-02-09,1.13777305,3.79364403,10.05067194,18.06625354,22.05277443,16.49587172,12.56163471,14.33976006,0.83854664,0.6630699,0.0,0.0,0.0
2013-02-10,1.09855488,3.73805677,10.15997402,18.09677276,22.00840537,16.55688058,12.48127668,14.33925706,0.85844118,0.66238071,0.0,0.0,0.0
2013-02-11,1.03970946,3.63571444,10.26102984,18.15447278,21.89051832,16.71022566,12.41310709,14.3630817,0.86993327,0.66220744,0.0,0.0,0.0
2013-02-12,1.0258416,3.48649499,10.382421,18.1677638,21.83889701,16.80362627,12.30830128,14.44443399,0.87968006,0.66253999,0.0,0.0,0.0
2013-02-13,1.03978144,3.4478998,10.37426334,18.18248081,21.80680662,16.8778671,12.1638415,14.55564253,0.88850787,0.66290899,0.0,0.0,0.0
2013-02-14,0.92872816,3.47692224,10.23714604,18.30536498,21.80339594,16.96983192,12.00820839,14.71004079,0.8962235,0.66413804,0.0,0.0,0.0
2013-02-15,1.02428047,3.40770921,10.18969872,17.31485125,22.7801607,17.01636115,11.83328207,14.86726547,0.90186397,0.664527,0.0,0.0,0.0
2013-02-16,1.0688797,3.3943685,10.20487959,17.36221095,22.72160143,17.06789012,11.62137584,14.98367355,0.91096953,0.66415079,0.0,0.0,0.0
2013-02-17,1.08102366,3.46474078,10.11746364,17.42648905,22.59189399,17.19474334,11.36375397,15.17682521,0.91915212,0.66391423,0.0,0.0,0.0
2013-02-18,1.07855013,3.58628701,10.03381353,17.4567136,22.53248288,17.24970535,11.15821993,15.31547196,0.92539569,0.66335992,0.0,0.0,0.0
2013-02-19,1.06947443,3.64871178,9.97835607,17.49328139,22.45111727,17.33642078,10.98135952,15.44385041,0.93408068,0.66334766,0.0,0.0,0.0
2013-02-20,1.05980837,3.61969674,10.05650606,17.46245718,22.44898237,17.37527361,10.76260053,15.60534356,0.94486972,0.66446186,0.0,0.0,0.0
2013-02-21,0.96662036,3.77294543,9.97419144,17.51123613,22.44747994,17.40931523,10.61922913,15.67883087,0.95525059,0.66490087,0.0,0.0,0.0
2013-02-22,1.06280131,3.7242949,9.98911501,17.53908885,22.39949102,17.44287139,10.45481079,15.75937681,0.96360832,0.66454161,0.0,0.0,0.0
2013-02-23,0.98989939,3.72967275,10.05610069,17.54740192,22.40359567,17.4752316,10.29452725,15.8675931,0.97130352,0.66467411,0.0,0.0,0.0
2013-02-24,1.03736371,3.70368677,10.17145298,17.45548775,22.33736231,17.55703712,10.19765406,15.89668489,0.97931244,0.66395797,0.0,0.0,0.0
2013-02-25,1.15067598,3.67648794,10.16640991,17.42884009,22.31179047,17.59174725,10.14296887,15.87880823,0.98862707,0.66364419,0.0,0.0,0.0
2013-02-26,1.16167644,3.76745182,10.13990344,17.38037629,22.34491435,17.59136408,10.0803968,15.87289276,0.99794629,0.66307773,0.0,0.0,0.0
2013-02-27,1.11743727,3.88048219,10.07508848,17.44159111,22.28788884,17.64641907,10.02478781,15.86070526,1.00342775,0.66217222,0.0,0.0,0.0
2013-02-28,1.18492994,3.98557925,10.06102518,17.35314903,22.2889889,17.65575103,9.9671362,15.82000096,1.02193931,0.6615002,0.0,0.0,0.0
2013-03-01,1.26826375,4.07018575,10.06865249,17.23393353,22.27592608,17.68790061,9.90971237,15.79507794,1.0295358,0.66081168,0.0,0.0,0.0
2013-03-02,1.0372514,4.24491576,10.12743971,17.22280806,22.26278163,17.73721837,7.98107697,17.68351503,1.04219359,0.66079947,0.0,0.0,0.0
2013-03-03,0.98363369,4.2753974,10.13373844,17.3090907,22.18450966,17.80023546,7.8840134,17.72050845,1.0480742,0.66079858,0.0,0.0,0.0
2013-03-04,0.99720185,4.16612337,10.31894791,17.28477075,22.14257097,17.81616659,7.84635631,17.71316823,1.05401131,0.6606827,0.0,0.0,0.0
2013-03-05,1.05936695,4.04945289,10.35603041,17.45031607,22.00770081,17.82390277,7.8088579,17.72050377,1.06209904,0.6617694,0.0,0.0,0.0
2013-03-06,1.2200417,3.87314908,10.38818959,17.53035066,21.86361579,17.90972248,7.75969423,17.72341186,1.06911249,0.66271211,0.0,0.0,0.0
2013-03-07,1.1260892,3.88299013,10.40079885,17.65903541,21.77042744,17.95295772,7.7140158,17.75353295,1.07612136,0.66403114,0.0,0.0,0.0
2013-03-08,0.93688492,3.85274197,10.60196783,17.74636419,21.68254969,18.01255507,7.67389442,17.74932653,1.07981112,0.66390427,0.0,0.0,0.0
2013-03-09,0.96974996,3.72277531,10.61651066,17.83060587,21.62237772,18.07293203,7.6577268,17.75747057,1.08550386,0.66434722,0.0,0.0,0.0
2013-03-10,1.23675368,3.66655967,10.65478768,17.58854545,21.66567887,18.14148758,7.58773973,17.70958465,1.0864064,0.66245628,0.0,0.0,0.0
2013-03-11,1.12328997,3.86713416,10.62787929,17.45886742,21.77639383,18.18313456,7.54202296,17.67128619,1.08850643,0.66148518,0.0,0.0,0.0
2013-03-12,1.11468873,3.8581746,10.60726816,17.48874269,21.75540119,18.24482719,7.50875944,17.66897907,1.0917472,0.66141174,0.0,0.0,0.0
2013-03-13,1.18101859,3.85132181,10.66919043,17.50745845,21.65835911,18.29631236,7.46315118,17.62155541,1.09176803,0.65986463,0.0,0.0,0.0
2013-03-14,1.23824803,3.94001118,10.72622116,17.47604541,21.59242311,18.28160447,7.42127368,17.57546886,1.09031027,0.65839383,0.0,0.0,0.0
2013-03-15,1.49251212,4.12703397,10.62682543,17.47947198,21.44846533,18.2509813,7.36927061,17.46269615,1.0880253,0.65471781,0.0,0.0,0.0
2013-03-16,1.39575644,4.53247117,10.64908776,17.38937105,21.37808195,18.20862161,7.31742476,17.39031172,1.0869358,0.65193775,0.0,0.0,0.0
2013-03-17,1.05064304,4.74494991,10.79316758,17.37605854,21.4209937,18.23520556,7.27213469,17.36855684,1.0872645,0.65102563,0.0,0.0,0.0
2013-03-18,1.11158201,4.69755543,10.8046479,17.16830011,21.56092549,18.32352659,7.13911872,17.45586841,1.08780121,0.65067414,0.0,0.0,0.0
2013-03-19,1.17731045,4.61481471,10.78237711,17.24051351,21.47088229,18.43455436,7.10696303,17.43388464,1.08770313,0.65099678,0.0,0.0,0.0
2013-03-20,1.23317058,4.63599095,10.82038075,17.28918779,21.36069554,18.47799049,6.97315215,17.46107561,1.09815539,0.65020075,0.0,0.0,0.0
2013-03-21,1.35877812,4.64233294,10.89324449,17.33511498,21.18404078,18.46266887,6.79675237,17.57286601,1.1037813,0.65042014,0.0,0.0,0.0
2013-03-22,1.43322089,4.5164791,11.12158388,17.31725777,21.10512556,18.4703167,6.61576666,17.64477245,1.125278,0.650199,0.0,0.0,0.0
2013-03-23,1.33092736,4.41927108,11.41902414,17.30285464,21.07888411,18.50267177,6.40337756,17.75798266,1.13479884,0.65020785,0.0,0.0,0.0
2013-03-24,1.2953668,4.70255608,11.35799363,17.34612253,20.97482,18.50109225,6.24135569,17.79015809,1.14164593,0.648889,0.0,0.0,0.0
2013-03-25,1.34297784,4.86499214,11.30873793,17.38733235,20.85261471,18.52321015,6.07217521,17.84941626,1.15007937,0.64846404,0.0,0.0,0.0
2013-03-26,1.52697676,4.97552813,11.25987234,17.43011806,20.66509538,18.55554306,6.01656907,17.76982434,1.15405443,0.64641844,0.0,0.0,0.0
2013-03-27,1.48157097,5.19907704,11.22225308,17.55550366,20.43749289,18.66976348,5.96802657,17.67005053,1.15133715,0.64492462,0.0,0.0,0.0
2013-03-28,1.64646976,5.0988392,11.09190866,17.65448638,20.37404226,18.74488904,5.94359712,17.64244329,1.15802548,0.6452988,0.0,0.0,0.0
2013-03-29,1.53446741,5.31473115,11.06562966,17.73219368,20.27495138,18.8069343,5.89944029,17.56761975,1.15952038,0.64451199,0.0,0.0,0.0
2013-03-30,1.39864183,5.46436026,11.16167233,17.26604376,20.20058991,19.18975198,5.90118472,17.59995198,1.17012416,0.64767906,0.0,0.0,0.0
2013-03-31,1.38531321,5.60614156,11.14648839,17.11071781,20.20833446,19.23404851,5.89216619,17.59224117,1.17585728,0.64869143,0.0,0.0,0.0
2013-04-01,1.80062529,5.57549645,11.23614641,17.05511613,20.05653998,19.17771673,5.8226731,17.45430217,1.17470431,0.64667943,0.0,0.0,0.0
2013-04-02,1.98850822,5.72733054,11.39798623,16.96327798,19.90860393,19.12546487,5.75148148,17.3188631,1.17480539,0.64367826,0.0,0.0,0.0
2013-04-03,2.17566573,6.16404611,11.51244267,16.85555713,19.65931049,19.03098277,5.65444521,17.13533944,1.17252626,0.63968419,0.0,0.0,0.0
2013-04-04,2.21845967,6.52456426,11.72724124,16.6864654,19.45387468,18.99576069,5.59202021,16.99122272,1.17351607,0.63687506,0.0,0.0,0.0
2013-04-05,1.76753882,7.23055394,11.88145151,16.6528674,19.22616948,19.0194176,5.53971722,16.87524421,1.1729138,0.63412601,0.0,0.0,0.0
2013-04-06,1.71402654,7.60725199,12.00432884,16.60410256,19.01947156,19.03208716,5.47745209,16.73983791,1.1704732,0.63096814,0.0,0.0,0.0
2013-04-07,1.77050754,7.85790758,12.22821372,16.50780555,18.80288452,19.0116046,5.41554355,16.60808473,1.16934694,0.62810128,0.0,0.0,0.0
2013-04-08,2.26049466,7.77754278,12.679161,16.33777096,18.51840968,18.92333552,5.32195527,16.39742573,1.16220359,0.62170082,0.0,0.0,0.0
2013-04-09,1.86568135,8.06340728,13.10198602,16.38126543,18.33218599,18.93763535,5.26096991,16.27815387,1.15877868,0.61993612,0.0,0.0,0.0
2013-04-10,2.09668353,7.74626883,13.66041459,16.31212215,18.10996776,18.99147652,5.18117264,16.12632642,1.15728855,0.61827901,0.0,0.0,0.0
2013-04-11,2.17618967,7.54609375,14.26657878,16.18717724,17.95654424,18.95477691,5.12488353,16.01553501,1.15617639,0.61604446,0.0,0.0,0.0
2013-04-12,1.81427779,7.90173035,14.61024919,16.18232678,17.75644653,18.99376869,5.07022989,15.90050868,1.15724679,0.61321532,0.0,0.0,0.0
2013-04-13,1.52448945,8.03436788,15.05144051,16.22230465,17.59214358,18.99551304,5.02984847,15.78697123,1.15274684,0.61017435,0.0,0.0,0.0
2013-04-14,1.57043643,7.90650029,15.41457807,16.26471172,17.40044641,19.01671866,4.98632423,15.68305782,1.14987933,0.60734703,0.0,0.0,0.0
2013-04-15,2.03239469,7.3085283,16.11071228,16.18792151,17.21511398,18.97683391,4.91760846,15.50812633,1.14105949,0.60170104,0.0,0.0,0.0
2013-04-16,1.72509069,7.6006647,16.49433477,16.14636915,17.02035741,19.00426441,4.87125514,15.40332648,1.13607711,0.59826015,0.0,0.0,0.0
2013-04-17,2.00160689,7.38662894,17.06380847,16.02433283,16.83029709,18.90394426,4.81567774,15.25160623,1.12834126,0.59375628,0.0,0.0,0.0
2013-04-18,1.30038503,7.42122062,17.87919641,16.03180223,16.69130623,18.97176555,4.79871296,15.17919038,1.13442215,0.59199844,0.0,0.0,0.0
2013-04-19,1.83200569,6.93424417,18.18915487,16.02841401,16.53353007,18.9579198,4.75239424,15.05085377,1.13317529,0.58830811,0.0,0.0,0.0
2013-04-20,1.44017715,7.29678096,18.3607763,16.14334884,16.37830917,18.96410989,4.72452416,14.97353817,1.13244225,0.58599311,0.0,0.0,0.0
2013-04-21,1.39829506,7.30922244,18.55208357,16.26455008,16.22975112,18.96049449,4.68368128,14.88825338,1.13041514,0.58325344,0.0,0.0,0.0
2013-04-22,1.83452992,6.80815647,19.02612948,16.37140894,15.9914116,18.90705806,4.62582314,14.73383628,1.1239789,0.57766722,0.0,0.0,0.0
2013-04-23,1.54230604,7.02316467,19.26245123,16.47984224,15.91391434,18.84448527,4.58929786,14.6474625,1.12232062,0.57475524,0.0,0.0,0.0
2013-04-24,1.80113354,6.54235909,19.72120078,16.50242126,15.80453349,18.8186787,4.56334476,14.55100877,1.12308846,0.57223115,0.0,0.0,0.0
2013-04-25,1.68363938,7.01273349,19.48630595,16.69043511,15.70339618,18.74821429,4.53599578,14.44615088,1.12428856,0.56884039,0.0,0.0,0.0
2013-04-26,1.57653508,6.97036615,19.84344922,16.79999967,15.62213871,18.63162993,4.52434686,14.3407721,1.12515012,0.56561215,0.0,0.0,0.0
2013-04-27,1.45457231,7.11561049,19.87493968,17.02115261,15.52463725,18.58374904,4.50152405,14.23629946,1.12523938,0.56227573,0.0,0.0,0.0
2013-04-28,2.32062946,7.0613792,19.80308822,16.97230717,15.3757375,18.35500842,4.43574942,14.00485811,1.11718679,0.55405571,0.0,0.0,0.0
2013-04-29,1.75091889,7.60212183,20.20504475,16.99692194,15.26594666,18.25472917,4.39181153,13.86526278,1.11774869,0.54949375,0.0,0.0,0.0
2013-04-30,1.52053841,7.91828252,20.35737216,16.95950419,15.12270793,18.25766889,4.37820451,13.81304081,1.12405799,0.54862258,0.0,0.0,0.0
2013-05-01,1.41813449,7.7164043,20.48437279,17.36852523,15.02938237,18.22898456,4.35966713,13.72460426,1.12402802,0.54589685,0.0,0.0,0.0
2013-05-02,1.45403539,7.51678902,20.44866515,17.80873854,14.95746058,18.18332325,4.33002103,13.63265643,1.12551618,0.54279444,0.0,0.0,0.0
2013-05-03,1.36674808,7.43700123,20.2485098,18.38477293,14.89549179,18.12110506,4.3144828,13.56461702,1.12695724,0.54031405,0.0,0.0,0.0
