date,0 ~ 0.01 BTC (%),0.01 ~ 0.1 BTC (%),0.1 ~ 1 BTC (%),1 ~ 10 BTC (%),10 ~ 100 BTC (%),100 ~ 1K BTC (%),1K ~ 10K BTC (%),10K BTC ~ (%)
2021-03-10,0.34648834,1.40149052,4.90712278,10.61159121,25.15343255,28.38793298,21.79843468,7.39350695
2021-03-11,0.34785205,1.40074623,4.9110302,10.61319589,25.1591923,28.63352829,21.54387377,7.39058127
2021-03-12,0.34887407,1.4011757,4.91477512,10.60865243,25.16385374,28.82772977,21.34532876,7.38961041
2021-03-13,0.34933361,1.39457916,4.8803124,10.53015113,25.1975865,28.88520096,21.37425466,7.38858158
2021-03-14,0.34831223,1.39287704,4.88220744,10.54032863,25.18383102,28.84156357,21.32059838,7.49028169
2021-03-15,0.34860705,1.39580827,4.88868315,10.53918639,25.17624931,28.81500297,21.40378687,7.432676
2021-03-16,0.34940805,1.39731958,4.89495853,10.56316428,25.16819844,29.15580943,21.06806522,7.40307646
2021-03-17,0.35138473,1.40079362,4.9026201,10.57278644,25.17962381,29.16901004,21.02061932,7.40316195
2021-03-18,0.35305636,1.40046621,4.90459007,10.58852486,25.18832862,29.18643796,20.9759143,7.40268163
2021-03-19,0.35441011,1.40058861,4.90343077,10.57277966,25.14832627,29.21165486,21.00790784,7.40090188
2021-03-20,0.35389769,1.39895135,4.89962042,10.58907531,25.17201733,29.21300239,20.97396083,7.39947468
2021-03-21,0.34931156,1.39816879,4.90353885,10.60426307,25.09970899,29.26614452,20.97978699,7.39907723
2021-03-22,0.34905956,1.40036274,4.90935302,10.61207685,25.09541022,29.319363,20.91683972,7.39753488
2021-03-23,0.34835638,1.40277133,4.9148913,10.62572686,25.17885467,29.21484262,20.94489333,7.36966351
2021-03-24,0.34858028,1.40555696,4.92118895,10.62520213,25.16417772,29.224733,20.9721163,7.33844466
2021-03-25,0.3493961,1.40580137,4.92523752,10.63069395,25.21587457,29.11892574,20.83466598,7.51940477
2021-03-26,0.35082282,1.40890811,4.93209575,10.61128309,25.19582403,29.13202941,20.865318,7.50371878
2021-03-27,0.35006718,1.40901471,4.93808016,10.62534716,25.17501682,29.23862349,20.7610397,7.50281079
2021-03-28,0.34761018,1.4082769,4.94218879,10.63948857,25.18305842,29.21242619,20.76492919,7.50202176
2021-03-29,0.34850455,1.41027899,4.94848807,10.63812372,25.15735832,29.21946666,20.82994927,7.44783042
2021-03-30,0.34961079,1.41029714,4.94403338,10.64393487,25.15094065,29.22643817,20.82985901,7.44488601
2021-03-31,0.3508939,1.40947328,4.93906353,10.65010434,25.14065705,29.21623079,20.84909842,7.4444787
2021-04-01,0.35180294,1.41126315,4.94261101,10.65204665,25.17597401,29.18731086,20.88755232,7.39143906
2021-04-02,0.35291434,1.41221289,4.94622743,10.65756485,25.14884692,29.22639748,20.86371676,7.39211932
2021-04-03,0.35339446,1.41178073,4.95175895,10.67066235,25.15769747,29.22008657,20.84438993,7.39022954
2021-04-04,0.3514679,1.41035372,4.95743803,10.67179986,25.09471866,29.21577391,20.84572737,7.45272055
2021-04-05,0.35077265,1.41133087,4.95800979,10.66748388,25.09196407,29.2517858,20.82089538,7.44775756
2021-04-06,0.35203789,1.41497449,4.96374393,10.65106986,25.13863722,29.16293895,20.89477284,7.42182483
2021-04-07,0.35311165,1.41423418,4.96871243,10.65778562,25.14899898,29.15208425,20.88408606,7.42098682
2021-04-08,0.35407899,1.41541929,4.9677039,10.6297125,25.17209063,29.18263545,20.91997796,7.35838129
2021-04-09,0.35497815,1.41637851,4.97105657,10.62915279,25.16369669,29.18720746,20.91740145,7.36012837
2021-04-10,0.35410626,1.41479362,4.96840029,10.56753478,25.14645718,29.16942092,21.02353645,7.3557505
2021-04-11,0.35270375,1.41427877,4.97126129,10.59950038,25.19041764,29.09555513,21.02111914,7.35516391
2021-04-12,0.35330348,1.41708065,4.95245319,10.58967662,25.17800515,29.07561996,21.07815199,7.35570896
2021-04-13,0.35432565,1.41933922,4.95723333,10.5926444,25.17989042,29.09303831,21.04700441,7.35652425
2021-04-14,0.35609618,1.42108437,4.96101391,10.58884937,25.18255353,29.17342275,20.95913499,7.35784491
2021-04-15,0.35625521,1.4189195,4.95743113,10.56934772,25.17265327,29.21715612,20.95062666,7.35761039
2021-04-16,0.3588344,1.42510284,4.96838249,10.57526643,25.15813827,29.1807912,20.91822729,7.41525707
2021-04-17,0.36048503,1.42851672,4.97713548,10.57075443,25.17237725,29.1537015,20.87160699,7.46542259
2021-04-18,0.36186922,1.42954691,4.97765348,10.5768409,25.19496108,29.11936923,20.8087149,7.53104428
2021-04-19,0.36421646,1.43440157,4.98712284,10.56356851,25.20581956,29.08685557,20.82383477,7.53418072
2021-04-20,0.36658961,1.43817075,4.9855501,10.564213,25.20225583,29.04782724,20.81704261,7.57835086
2021-04-21,0.36922629,1.44221106,4.99087352,10.56818996,25.23850127,29.09037579,20.72260006,7.57802205
2021-04-22,0.36962824,1.44071128,4.99265062,10.5760678,25.25248879,29.10460358,20.69651794,7.56733173
2021-04-23,0.37112641,1.4436453,4.98865812,10.54757896,25.27750097,28.98463409,20.81959247,7.56726368
2021-04-24,0.37009759,1.44292481,4.98669006,10.56278321,25.28398315,28.99182001,20.79754579,7.56415537
2021-04-25,0.36869951,1.435718,4.95598422,10.51643655,25.27373021,28.97588031,20.90884954,7.56470165
2021-04-26,0.3700264,1.43790329,4.96098239,10.51820291,25.22914827,29.04031828,20.88870436,7.55471409
2021-04-27,0.37007446,1.43949264,4.96055073,10.52138195,25.24293065,29.06049524,20.8510774,7.55399694
2021-04-28,0.37014599,1.44133033,4.96816957,10.53215195,25.23096458,29.06190307,20.84701826,7.54831624
2021-04-29,0.37130125,1.43810221,4.96832931,10.52976171,25.19225874,29.05243792,20.92065214,7.52715673
2021-04-30,0.37115529,1.43579835,4.9406873,10.53011431,25.27522271,29.02258516,20.89709978,7.52733711
2021-05-01,0.37037161,1.43355245,4.9420559,10.54310413,25.29083159,28.99759354,20.89518068,7.5273101
2021-05-02,0.36538367,1.42984468,4.94332741,10.56690371,25.27254303,29.00482415,20.89004443,7.52712892
2021-05-03,0.36209736,1.42971029,4.95060475,10.56935888,25.25371063,29.00050018,20.90582904,7.52818887
2021-05-04,0.36072002,1.42232145,4.94240522,10.54453008,25.197152,28.98088862,21.0222274,7.52975522
2021-05-05,0.36132057,1.42392799,4.9495542,10.53614964,25.19556073,28.96758931,21.03712596,7.52877161
2021-05-06,0.36119888,1.42438197,4.94521065,10.52615521,25.17378863,28.99662553,21.052371,7.52026814
2021-05-07,0.36090379,1.42137074,4.9431063,10.52803068,25.2186527,29.17606917,20.83536465,7.51650196
2021-05-08,0.35878658,1.40849859,4.92758909,10.52473996,25.25719235,29.26258468,20.74971711,7.51089164
2021-05-09,0.35388294,1.39763248,4.91565543,10.54369693,25.28346013,29.26258157,20.73426148,7.50882905
2021-05-10,0.35263732,1.39796809,4.91797185,10.54842956,25.24009052,29.31137716,20.72321091,7.50831461
2021-05-11,0.35300522,1.39842564,4.91960738,10.54539452,25.19912612,29.25981832,20.7597771,7.5648457
2021-05-12,0.35172108,1.39811955,4.91665338,10.47756415,25.15068079,29.22322966,20.85820097,7.62383043
2021-05-13,0.35143383,1.39645046,4.91969079,10.45606297,25.20886091,29.15903258,20.88430501,7.62416344
2021-05-14,0.35286661,1.39661382,4.91670885,10.42819247,25.25113511,29.26966175,20.83767166,7.54714974
2021-05-15,0.35282502,1.3954015,4.9171678,10.43464044,25.24441789,29.27219747,20.83635567,7.54699422
2021-05-16,0.35168982,1.39286104,4.91707214,10.44196679,25.30461693,29.16803463,20.78012924,7.64362941
2021-05-17,0.35256102,1.39583122,4.91910716,10.43332673,25.30524809,29.18456286,20.77083693,7.63852599
2021-05-18,0.35400025,1.39919306,4.92448548,10.42592194,25.35436055,29.23565011,20.76528916,7.54109945
2021-05-19,0.35563054,1.40405879,4.92012866,10.42066164,25.37006753,29.29123849,20.78007959,7.45813476
2021-05-20,0.35794113,1.40747458,4.91495729,10.41787681,25.36436285,29.03505501,20.4691316,8.03320074
2021-05-21,0.35999751,1.41045066,4.91801443,10.40216599,25.34615916,29.00769795,20.52368714,8.03182716
2021-05-22,0.35978857,1.4063335,4.91735737,10.373959,25.36223318,29.02479009,20.5464273,8.00911098
2021-05-23,0.359698,1.4047135,4.91508712,10.3209414,25.36936651,29.07298548,20.54722534,8.00998265
2021-05-24,0.35854307,1.40663109,4.92020502,10.34133122,25.35326038,29.10987669,20.50676939,8.00338313
2021-05-25,0.35872113,1.40919596,4.92370051,10.3525336,25.37158076,29.11475118,20.47442153,7.99509534
2021-05-26,0.35912898,1.41111345,4.92606778,10.35807549,25.35708474,29.16357448,20.4389818,7.98597326
2021-05-27,0.35952789,1.41015513,4.93055943,10.38259416,25.33298052,29.13030196,20.4681313,7.98574961
2021-05-28,0.36003004,1.41219929,4.931804,10.39180264,25.3384228,29.14849121,20.47543812,7.94181189
2021-05-29,0.35948634,1.40755234,4.92668895,10.35095956,25.30209902,29.13513027,20.58287456,7.93520897
2021-05-30,0.35698142,1.40369833,4.92834613,10.35107894,25.29291768,29.19673201,20.53507584,7.93516964
2021-05-31,0.35545925,1.3984352,4.93007463,10.33862244,25.2859599,29.21411079,20.60480402,7.87253378
2021-06-01,0.3541147,1.39193537,4.93302255,10.32020073,25.31318875,29.05703831,20.60196948,8.02853012
2021-06-02,0.35255119,1.38778901,4.92872352,10.3308024,25.30381454,29.0369919,20.6848517,7.97447574
2021-06-03,0.35283502,1.38622509,4.90099466,10.32583358,25.29857846,29.0800808,20.71874897,7.93670342
2021-06-04,0.35316219,1.38776739,4.87123138,10.32774609,25.2774956,29.12145431,20.72478661,7.93635643
2021-06-05,0.35389689,1.38792423,4.83365917,10.33586434,25.27282007,29.1614317,20.72642184,7.92798176
2021-06-06,0.35345908,1.38922522,4.76924656,10.34106152,25.27967876,29.10261872,20.89062564,7.87408449
2021-06-07,0.35319603,1.39141252,4.76332031,10.30862056,25.30459365,29.09821513,20.85166603,7.92897577
2021-06-08,0.35198385,1.39485896,4.76932247,10.30663862,25.31467192,29.11049102,20.82835667,7.9236765
2021-06-09,0.35333883,1.39894578,4.77836558,10.30481697,25.35016476,29.15104243,20.74197956,7.92134608
2021-06-10,0.35487859,1.39816488,4.77497363,10.30855877,25.36946906,29.19241407,20.74645542,7.85508558
2021-06-11,0.35608339,1.39908224,4.77351002,10.32084372,25.36933976,29.1950678,20.67281786,7.91325522
2021-06-12,0.35415617,1.38865524,4.74363218,10.33380685,25.42340766,29.19360627,20.64948593,7.9132497
2021-06-13,0.35328469,1.3881013,4.74548909,10.34531032,25.44222283,29.17475677,20.63556032,7.91527467
2021-06-14,0.35268964,1.38984681,4.74678564,10.27108468,25.42521701,29.17600488,20.73891735,7.89945399
2021-06-15,0.35313943,1.39157634,4.7464063,10.17953674,25.42215406,29.17689863,20.83089195,7.89939656
2021-06-16,0.35333514,1.3924156,4.74856505,10.1827262,25.43712144,29.18968296,20.79672071,7.8994329
2021-06-17,0.35389881,1.39430973,4.75439217,10.17378604,25.46086068,29.20762532,20.74921318,7.90591407
2021-06-18,0.35434072,1.39580226,4.75622969,10.15729109,25.47447291,29.29101837,20.66206625,7.90877872
2021-06-19,0.3540721,1.39731186,4.7599311,10.1575981,25.48894041,29.27688545,20.65562001,7.90964095
2021-06-20,0.34798192,1.39864898,4.76251681,10.16477987,25.4898985,29.28349798,20.64332267,7.90935328
2021-06-21,0.34672199,1.40283113,4.76783456,10.15224492,25.53537684,29.27617451,20.61011379,7.90870227
2021-06-22,0.34775328,1.40682051,4.77453379,10.16319675,25.54775057,29.27178599,20.57793456,7.91022456
2021-06-23,0.34859959,1.40796681,4.77427743,10.18122537,25.53149903,29.30052895,20.54546788,7.91043495
2021-06-24,0.34891141,1.40749759,4.77538814,10.1685885,25.54956251,29.26987679,20.59629379,7.88388126
2021-06-25,0.34855772,1.40536235,4.77383931,10.18378376,25.59936162,29.20757159,20.55932421,7.92219944
2021-06-26,0.34842311,1.40706845,4.77858691,10.2004704,25.61608653,29.20538698,20.52244932,7.9215283
2021-06-27,0.3494013,1.40685633,4.78327819,10.20964246,25.60305837,29.20668624,20.52139568,7.91968142
2021-06-28,0.35105787,1.41111984,4.79096287,10.21904559,25.59768755,29.193985,20.51668287,7.91945841
2021-06-29,0.35200148,1.41330646,4.7949243,10.22202037,25.5764392,29.20730439,20.51526949,7.91873432
2021-06-30,0.35343027,1.41512915,4.79656877,10.2259929,25.56133293,29.18249261,20.5461375,7.91891586
2021-07-01,0.35532273,1.41782416,4.79658123,10.21492488,25.56255264,29.17290569,20.59027636,7.88961231
2021-07-02,0.35617647,1.42154629,4.80046986,10.21760252,25.57781999,29.03297512,20.70279743,7.89061232
2021-07-03,0.35321265,1.41669085,4.79517031,10.22998095,25.60012421,29.0076903,20.70660966,7.89052108
2021-07-04,0.35031586,1.41182577,4.79056943,10.228593,25.61652084,29.01501818,20.69498487,7.89217205
2021-07-05,0.34852221,1.41171847,4.78630113,10.23273271,25.61463077,29.02399016,20.68869476,7.8934098
2021-07-06,0.34873466,1.40965404,4.7894536,10.228003,25.61344862,29.03390465,20.68372488,7.89307655
2021-07-07,0.34903631,1.40926427,4.78974951,10.23192374,25.60265145,29.01155729,20.71258038,7.89323706
2021-07-08,0.34980763,1.4116624,4.79287099,10.24840157,25.64806926,28.89861249,20.64059301,8.00998265
2021-07-09,0.34952904,1.41097966,4.79167874,10.25760551,25.64510932,28.91278082,20.62185783,8.01045909
2021-07-10,0.34998746,1.40879535,4.79057971,10.26835136,25.64315918,28.91743452,20.61131845,8.01037397
2021-07-11,0.34820225,1.40673082,4.79263882,10.27343169,25.66751463,28.8947646,20.6064038,8.01031339
2021-07-12,0.34781372,1.40738431,4.78608493,10.281107,25.68616005,28.84621118,20.6369862,8.0082526
2021-07-13,0.34735886,1.40908563,4.78974784,10.28702336,25.69971227,28.84725407,20.61188543,8.00793254
2021-07-14,0.34762817,1.4101528,4.79163632,10.29081169,25.70911462,28.86678068,20.57623427,8.00764144
2021-07-15,0.34692881,1.41059382,4.79080989,10.28547414,25.72496674,28.88728298,20.63345696,7.92048666
2021-07-16,0.34758517,1.41126865,4.79286887,10.28844045,25.7467528,28.84681847,20.6454299,7.9208357
2021-07-17,0.3483711,1.41239528,4.79461374,10.28562879,26.02662679,28.83007744,20.38157838,7.92070849
2021-07-18,0.34771914,1.41204028,4.79683428,10.28658528,26.02523562,28.82750169,20.38297404,7.92110967
2021-07-19,0.34734071,1.41198629,4.79659718,10.27315924,26.03875647,28.79939704,20.41012949,7.92263358
2021-07-20,0.34752852,1.41301302,4.79615715,10.27521037,26.06112822,28.77130803,20.41172935,7.92392534
2021-07-21,0.34741051,1.4142377,4.79763281,10.2700616,26.07029115,28.80626286,20.37107267,7.92303069
2021-07-22,0.34786475,1.41454754,4.79602898,10.2716078,26.0697253,28.81288576,20.36317727,7.92416259
2021-07-23,0.34854132,1.41435324,4.79371188,10.2945604,26.0609515,28.82508225,20.44237031,7.8204291
2021-07-24,0.348882,1.41475215,4.79461414,10.30177856,26.06792478,28.82537862,20.42730218,7.81936757
2021-07-25,0.3483476,1.41474367,4.79539017,10.30054995,26.0191528,28.8337561,20.46881647,7.81924324
2021-07-26,0.34777262,1.41389618,4.79809875,10.28153486,26.00428844,28.80570588,20.47164213,7.87706114
2021-07-27,0.3470727,1.41026693,4.79051898,10.28136142,25.82752033,28.75708517,20.6649362,7.92123828
2021-07-28,0.34733056,1.41104879,4.79281793,10.26948044,25.84078594,28.63456261,20.97223936,7.73173438
2021-07-29,0.347482,1.41150879,4.79630237,10.23829655,25.74985403,28.27065536,21.29073626,7.89516464
2021-07-30,0.34824558,1.41275143,4.79869548,10.2468602,25.76490079,28.25616663,21.28677181,7.88560807
2021-07-31,0.34884697,1.41358498,4.80047886,10.26568737,25.76566125,28.26879361,21.25163556,7.8853114
2021-08-01,0.34939646,1.41518533,4.80610917,10.27114716,25.77742433,28.27098615,21.23518263,7.87456878
2021-08-02,0.34809901,1.41576822,4.80973277,10.26625148,25.76146699,28.3084534,21.27336748,7.81686065
2021-08-03,0.34818791,1.41647463,4.81407839,10.27999011,25.7746722,28.30358937,21.24549281,7.81751458
2021-08-04,0.34821388,1.41495561,4.81269494,10.28644077,25.78155648,28.365754,21.170733,7.81965132
2021-08-05,0.34847675,1.415208,4.8159483,10.29852325,25.78985463,28.35738133,21.15547411,7.81913363
2021-08-06,0.34883301,1.41504453,4.81400256,10.2949106,25.76462924,28.43108705,21.11821921,7.81327379
2021-08-07,0.34919915,1.41511539,4.81741326,10.29835604,25.79162347,28.39313174,21.12185507,7.81330588
2021-08-08,0.34894938,1.41385669,4.81461462,10.30574575,25.78100152,28.3845061,21.13840907,7.81291689
2021-08-09,0.34854113,1.41349505,4.81366619,10.3112143,25.77741511,28.32612411,21.19731268,7.81223143
2021-08-10,0.34890685,1.41343728,4.81184818,10.31268262,25.7728389,28.32218851,21.20578481,7.81231284
2021-08-11,0.34908067,1.41391843,4.81644741,10.32932654,25.72681595,28.28080595,21.19190569,7.89169936
2021-08-12,0.34957784,1.41382308,4.8189024,10.33979568,25.73151197,28.26765639,21.18736382,7.89136882
2021-08-13,0.34771212,1.4144163,4.8215259,10.34445269,25.71780566,28.30596405,21.15691387,7.8912094
2021-08-14,0.34837931,1.41639265,4.82286578,10.3511285,25.69045135,28.31467466,21.1160752,7.94003256
2021-08-15,0.34691593,1.41493235,4.82563444,10.36505776,25.70141596,28.30211069,21.15754314,7.88638973
2021-08-16,0.34645996,1.41540405,4.82676995,10.3595444,25.69301939,28.29916419,21.17310666,7.88653139
2021-08-17,0.34633001,1.41654217,4.82961902,10.36056258,25.71052954,28.27559981,21.17339644,7.88742042
2021-08-18,0.34629851,1.41616062,4.83106426,10.3664127,25.69647279,28.30341417,21.16564505,7.8745319
2021-08-19,0.34662924,1.41598165,4.83495429,10.37435724,25.69960584,28.31805977,21.19833018,7.81208178
2021-08-20,0.34668926,1.41574241,4.83639301,10.38574319,25.6855479,28.32127653,21.19676652,7.81184118
2021-08-21,0.3469928,1.41394032,4.836857,10.39431807,25.6604988,28.36366851,21.17156239,7.8121621
2021-08-22,0.34665879,1.41380313,4.83908531,10.40398551,25.65745382,28.37208219,21.15480227,7.81212899
2021-08-23,0.34605736,1.41387533,4.83670827,10.39980032,25.66472342,28.34108678,21.11570483,7.8820437
2021-08-24,0.34619375,1.41470388,4.83859579,10.40092259,25.64007016,28.37915444,21.10082724,7.87953214
2021-08-25,0.3468824,1.41599529,4.84108765,10.43028332,25.72623631,28.2027198,21.16305019,7.87374502
2021-08-26,0.34786791,1.41735637,4.84195437,10.43816539,25.72696548,28.0674691,21.17530906,7.98491232
2021-08-27,0.34863057,1.41908179,4.84510361,10.4454243,25.73652763,28.06709947,21.15903626,7.97909636
2021-08-28,0.34899884,1.41993787,4.845396,10.453673,25.73077126,28.05378884,21.17224615,7.97518804
2021-08-29,0.34875926,1.420507,4.847755,10.46621334,25.73075159,28.04655855,21.22138191,7.91807336
2021-08-30,0.34836927,1.42180209,4.84974039,10.45744232,25.75795061,28.05233457,21.19663944,7.9157213
2021-08-31,0.34891858,1.42237187,4.84088782,10.45671179,25.73866179,28.09679567,21.18684974,7.90880275
2021-09-01,0.34910576,1.42107732,4.8409077,10.45295068,25.71577331,28.15848632,21.16519635,7.89650256
2021-09-02,0.34881207,1.41886262,4.83719057,10.44440877,25.6910926,28.21936006,21.15326018,7.88701312
2021-09-03,0.34844196,1.41687595,4.83043649,10.41465387,25.68215844,28.30526138,21.18748581,7.81468609
2021-09-04,0.34917855,1.41667515,4.83267595,10.40350874,25.68306471,28.34024135,21.15921691,7.81543864
2021-09-05,0.34918782,1.41634542,4.83217628,10.40452512,25.67731705,28.33625923,21.16520286,7.81898621
2021-09-06,0.34809683,1.41610292,4.83143687,10.39027368,25.66693085,28.31119681,21.21662628,7.81933576
