Datetime,Number of Contracts
2022-03-31T00:00:00Z,22693297
2022-03-30T00:00:00Z,22682923
2022-03-29T00:00:00Z,22673171
2022-03-28T00:00:00Z,22663319
2022-03-27T00:00:00Z,22653286
2022-03-26T00:00:00Z,22640314
2022-03-25T00:00:00Z,22628312
2022-03-24T00:00:00Z,22618299
2022-03-23T00:00:00Z,22607519
2022-03-22T00:00:00Z,22592640
2022-03-21T00:00:00Z,22581099
2022-03-20T00:00:00Z,22569568
2022-03-19T00:00:00Z,22555452
2022-03-18T00:00:00Z,22542418
2022-03-17T00:00:00Z,22532716
2022-03-16T00:00:00Z,22519977
2022-03-15T00:00:00Z,22505964
2022-03-14T00:00:00Z,22491269
2022-03-13T00:00:00Z,22475381
2022-03-12T00:00:00Z,22460046
2022-03-11T00:00:00Z,22439815
2022-03-10T00:00:00Z,22422866
2022-03-09T00:00:00Z,22408607
2022-03-08T00:00:00Z,22394360
2022-03-07T00:00:00Z,22378625
2022-03-06T00:00:00Z,22360530
2022-03-05T00:00:00Z,22346477
2022-03-04T00:00:00Z,22332955
2022-03-03T00:00:00Z,22319187
2022-03-02T00:00:00Z,22305339
2022-03-01T00:00:00Z,22287306
2022-02-28T00:00:00Z,22275717
2022-02-27T00:00:00Z,22264720
2022-02-26T00:00:00Z,22248454
2022-02-25T00:00:00Z,22232236
2022-02-24T00:00:00Z,22211589
2022-02-23T00:00:00Z,22198744
2022-02-22T00:00:00Z,22183676
2022-02-21T00:00:00Z,22170138
2022-02-20T00:00:00Z,22157490
2022-02-19T00:00:00Z,22144272
2022-02-18T00:00:00Z,22129652
2022-02-17T00:00:00Z,22116692
2022-02-16T00:00:00Z,22100613
2022-02-15T00:00:00Z,22085466
2022-02-14T00:00:00Z,22066570
2022-02-13T00:00:00Z,22037671
2022-02-12T00:00:00Z,22018514
2022-02-11T00:00:00Z,22001727
2022-02-10T00:00:00Z,21982017
2022-02-09T00:00:00Z,21958689
2022-02-08T00:00:00Z,21936840
2022-02-07T00:00:00Z,21916183
2022-02-06T00:00:00Z,21899245
2022-02-05T00:00:00Z,21878386
2022-02-04T00:00:00Z,21859004
2022-02-03T00:00:00Z,21842459
2022-02-02T00:00:00Z,21824717
2022-02-01T00:00:00Z,21809802
2022-01-31T00:00:00Z,21796052
2022-01-30T00:00:00Z,21779222
2022-01-29T00:00:00Z,21762385
2022-01-28T00:00:00Z,21745529
2022-01-27T00:00:00Z,21730138
2022-01-26T00:00:00Z,21714106
2022-01-25T00:00:00Z,21697285
2022-01-24T00:00:00Z,21679784
2022-01-23T00:00:00Z,21664713
2022-01-22T00:00:00Z,21649244
2022-01-21T00:00:00Z,21636990
2022-01-20T00:00:00Z,21626009
2022-01-19T00:00:00Z,21611216
2022-01-18T00:00:00Z,21593316
2022-01-17T00:00:00Z,21576716
2022-01-16T00:00:00Z,21562524
2022-01-15T00:00:00Z,21547803
2022-01-14T00:00:00Z,21533134
2022-01-13T00:00:00Z,21520235
2022-01-12T00:00:00Z,21506987
2022-01-11T00:00:00Z,21492777
2022-01-10T00:00:00Z,21479896
2022-01-09T00:00:00Z,21470081
2022-01-08T00:00:00Z,21458097
2022-01-07T00:00:00Z,21443371
2022-01-06T00:00:00Z,21429641
2022-01-05T00:00:00Z,21418902
2022-01-04T00:00:00Z,21401536
2022-01-03T00:00:00Z,21385010
2022-01-02T00:00:00Z,21370528
2022-01-01T00:00:00Z,21357456
2021-12-31T00:00:00Z,21344910
2021-12-30T00:00:00Z,21331924
2021-12-29T00:00:00Z,21317955
2021-12-28T00:00:00Z,21307209
2021-12-27T00:00:00Z,21294984
2021-12-26T00:00:00Z,21282422
2021-12-25T00:00:00Z,21266796
2021-12-24T00:00:00Z,21257238
2021-12-23T00:00:00Z,21243645
2021-12-22T00:00:00Z,21229988
2021-12-21T00:00:00Z,21212035
2021-12-20T00:00:00Z,21189287
2021-12-19T00:00:00Z,21172187
2021-12-18T00:00:00Z,21158577
2021-12-17T00:00:00Z,21141791
2021-12-16T00:00:00Z,21128024
2021-12-15T00:00:00Z,21109680
2021-12-14T00:00:00Z,21095584
2021-12-13T00:00:00Z,21072027
2021-12-12T00:00:00Z,21055291
2021-12-11T00:00:00Z,21039618
2021-12-10T00:00:00Z,21023323
2021-12-09T00:00:00Z,21005716
2021-12-08T00:00:00Z,20991833
2021-12-07T00:00:00Z,20973827
2021-12-06T00:00:00Z,20955213
2021-12-05T00:00:00Z,20936615
2021-12-04T00:00:00Z,20912119
2021-12-03T00:00:00Z,20899677
2021-12-02T00:00:00Z,20886972
2021-12-01T00:00:00Z,20871932
2021-11-30T00:00:00Z,20857552
2021-11-29T00:00:00Z,20844158
2021-11-28T00:00:00Z,20829270
2021-11-27T00:00:00Z,20819919
2021-11-26T00:00:00Z,20809468
2021-11-25T00:00:00Z,20796526
2021-11-24T00:00:00Z,20784860
2021-11-23T00:00:00Z,20773551
2021-11-22T00:00:00Z,20760253
2021-11-21T00:00:00Z,20749252
2021-11-20T00:00:00Z,20740145
2021-11-19T00:00:00Z,20721457
2021-11-18T00:00:00Z,20711462
2021-11-17T00:00:00Z,20702185
2021-11-16T00:00:00Z,20688139
2021-11-15T00:00:00Z,20676830
2021-11-14T00:00:00Z,20660624
2021-11-13T00:00:00Z,20650189
2021-11-12T00:00:00Z,20640686
2021-11-11T00:00:00Z,20631451
2021-11-10T00:00:00Z,20621647
2021-11-09T00:00:00Z,20612191
2021-11-08T00:00:00Z,20602845
2021-11-07T00:00:00Z,20592287
2021-11-06T00:00:00Z,20581245
2021-11-05T00:00:00Z,20566773
2021-11-04T00:00:00Z,20544300
2021-11-03T00:00:00Z,20529227
2021-11-02T00:00:00Z,20518302
2021-11-01T00:00:00Z,20508984
2021-10-31T00:00:00Z,20500299
2021-10-30T00:00:00Z,20485471
2021-10-29T00:00:00Z,20477819
2021-10-28T00:00:00Z,20468507
2021-10-27T00:00:00Z,20461746
2021-10-26T00:00:00Z,20451908
2021-10-25T00:00:00Z,20444535
2021-10-24T00:00:00Z,20436519
2021-10-23T00:00:00Z,20427500
2021-10-22T00:00:00Z,20417469
2021-10-21T00:00:00Z,20407414
2021-10-20T00:00:00Z,20398236
2021-10-19T00:00:00Z,20388216
2021-10-18T00:00:00Z,20377822
2021-10-17T00:00:00Z,20367539
2021-10-16T00:00:00Z,20357650
2021-10-15T00:00:00Z,20343071
2021-10-14T00:00:00Z,20334375
2021-10-13T00:00:00Z,20324819
2021-10-12T00:00:00Z,20315029
2021-10-11T00:00:00Z,20305508
2021-10-10T00:00:00Z,20298005
2021-10-09T00:00:00Z,20287992
2021-10-08T00:00:00Z,20277316
2021-10-07T00:00:00Z,20266818
2021-10-06T00:00:00Z,20257985
2021-10-05T00:00:00Z,20251034
2021-10-04T00:00:00Z,20243253
2021-10-03T00:00:00Z,20235140
2021-10-02T00:00:00Z,20223982
2021-10-01T00:00:00Z,20212045
2021-09-30T00:00:00Z,20203949
2021-09-29T00:00:00Z,20195215
2021-09-28T00:00:00Z,20185430
2021-09-27T00:00:00Z,20175667
2021-09-26T00:00:00Z,20162299
2021-09-25T00:00:00Z,20154485
2021-09-24T00:00:00Z,20140455
2021-09-23T00:00:00Z,20130564
2021-09-22T00:00:00Z,20120098
2021-09-21T00:00:00Z,20109325
2021-09-20T00:00:00Z,20099166
2021-09-19T00:00:00Z,20091054
2021-09-18T00:00:00Z,20074009
2021-09-17T00:00:00Z,20061246
2021-09-16T00:00:00Z,20052671
2021-09-15T00:00:00Z,20041675
2021-09-14T00:00:00Z,20028303
2021-09-13T00:00:00Z,20011260
2021-09-12T00:00:00Z,19996843
2021-09-11T00:00:00Z,19981633
2021-09-10T00:00:00Z,19968466
2021-09-09T00:00:00Z,19953212
2021-09-08T00:00:00Z,19939522
2021-09-07T00:00:00Z,19928230
2021-09-06T00:00:00Z,19918793
2021-09-05T00:00:00Z,19908299
2021-09-04T00:00:00Z,19897822
2021-09-03T00:00:00Z,19887864
2021-09-02T00:00:00Z,19878122
2021-09-01T00:00:00Z,19866928
2021-08-31T00:00:00Z,19855648
2021-08-30T00:00:00Z,19845615
2021-08-29T00:00:00Z,19834441
2021-08-28T00:00:00Z,19823671
2021-08-27T00:00:00Z,19811514
2021-08-26T00:00:00Z,19800562
2021-08-25T00:00:00Z,19790166
2021-08-24T00:00:00Z,19779697
2021-08-23T00:00:00Z,19769851
2021-08-22T00:00:00Z,19761013
2021-08-21T00:00:00Z,19750985
2021-08-20T00:00:00Z,19740350
2021-08-19T00:00:00Z,19730615
2021-08-18T00:00:00Z,19721548
2021-08-17T00:00:00Z,19713451
2021-08-16T00:00:00Z,19705033
2021-08-15T00:00:00Z,19696195
2021-08-14T00:00:00Z,19687122
2021-08-13T00:00:00Z,19678516
2021-08-12T00:00:00Z,19669415
2021-08-11T00:00:00Z,19660422
2021-08-10T00:00:00Z,19651419
2021-08-09T00:00:00Z,19641275
2021-08-08T00:00:00Z,19631612
2021-08-07T00:00:00Z,19622585
2021-08-06T00:00:00Z,19614971
2021-08-05T00:00:00Z,19606883
2021-08-04T00:00:00Z,19628589
2021-08-03T00:00:00Z,19676209
2021-08-02T00:00:00Z,19718243
2021-08-01T00:00:00Z,19747060
2021-07-31T00:00:00Z,19784487
2021-07-30T00:00:00Z,19809080
2021-07-29T00:00:00Z,19855399
2021-07-28T00:00:00Z,19897377
2021-07-27T00:00:00Z,19947369
2021-07-26T00:00:00Z,19988995
2021-07-25T00:00:00Z,20075936
2021-07-24T00:00:00Z,20106295
2021-07-23T00:00:00Z,20130782
2021-07-22T00:00:00Z,20174625
2021-07-21T00:00:00Z,20210978
2021-07-20T00:00:00Z,20242267
2021-07-19T00:00:00Z,20282154
2021-07-18T00:00:00Z,20289378
2021-07-17T00:00:00Z,20301225
2021-07-16T00:00:00Z,20326177
2021-07-15T00:00:00Z,20372278
2021-07-14T00:00:00Z,20438388
2021-07-13T00:00:00Z,20498987
2021-07-12T00:00:00Z,20549167
2021-07-11T00:00:00Z,20571139
2021-07-10T00:00:00Z,20520051
2021-07-09T00:00:00Z,20528620
2021-07-08T00:00:00Z,20568273
2021-07-07T00:00:00Z,20622499
2021-07-06T00:00:00Z,20672043
2021-07-05T00:00:00Z,20720348
2021-07-04T00:00:00Z,20707366
2021-07-03T00:00:00Z,20607714
2021-07-02T00:00:00Z,20498375
2021-07-01T00:00:00Z,20454071
2021-06-30T00:00:00Z,20474575
2021-06-29T00:00:00Z,20494014
2021-06-28T00:00:00Z,20507418
2021-06-27T00:00:00Z,20508578
2021-06-26T00:00:00Z,20381290
2021-06-25T00:00:00Z,20284280
2021-06-24T00:00:00Z,20278218
2021-06-23T00:00:00Z,20241057
2021-06-22T00:00:00Z,20241121
2021-06-21T00:00:00Z,20308034
2021-06-20T00:00:00Z,20360129
2021-06-19T00:00:00Z,20243451
2021-06-18T00:00:00Z,20165791
2021-06-17T00:00:00Z,20146880
2021-06-16T00:00:00Z,20126884
2021-06-15T00:00:00Z,20116580
2021-06-14T00:00:00Z,20084742
2021-06-13T00:00:00Z,20057747
2021-06-12T00:00:00Z,19968695
2021-06-11T00:00:00Z,19817834
2021-06-10T00:00:00Z,19763878
2021-06-09T00:00:00Z,19673251
2021-06-08T00:00:00Z,19617485
2021-06-07T00:00:00Z,19602185
2021-06-06T00:00:00Z,19559194
2021-06-05T00:00:00Z,19347697
2021-06-04T00:00:00Z,19136529
2021-06-03T00:00:00Z,19081442
2021-06-02T00:00:00Z,19067428
2021-06-01T00:00:00Z,19040126
2021-05-31T00:00:00Z,18982517
2021-05-30T00:00:00Z,18895889
2021-05-29T00:00:00Z,18804774
2021-05-28T00:00:00Z,18654834
2021-05-27T00:00:00Z,18614525
2021-05-26T00:00:00Z,18538494
2021-05-25T00:00:00Z,18486981
2021-05-24T00:00:00Z,18445014
2021-05-23T00:00:00Z,18380341
2021-05-22T00:00:00Z,18363644
2021-05-21T00:00:00Z,18310455
2021-05-20T00:00:00Z,18334163
2021-05-19T00:00:00Z,18368605
2021-05-18T00:00:00Z,18490203
2021-05-17T00:00:00Z,18497626
2021-05-16T00:00:00Z,18514978
2021-05-15T00:00:00Z,18516292
2021-05-14T00:00:00Z,18517000
2021-05-13T00:00:00Z,18531332
2021-05-12T00:00:00Z,18566815
2021-05-11T00:00:00Z,18615642
2021-05-10T00:00:00Z,18638932
2021-05-09T00:00:00Z,18677659
2021-05-08T00:00:00Z,18709347
2021-05-07T00:00:00Z,18739739
2021-05-06T00:00:00Z,18749241
2021-05-05T00:00:00Z,18760023
2021-05-04T00:00:00Z,18760796
2021-05-03T00:00:00Z,18778635
2021-05-02T00:00:00Z,18778917
2021-05-01T00:00:00Z,18702944
2021-04-30T00:00:00Z,18635538
2021-04-29T00:00:00Z,18603640
2021-04-28T00:00:00Z,18591686
2021-04-27T00:00:00Z,18580017
2021-04-26T00:00:00Z,18542364
2021-04-25T00:00:00Z,18511010
2021-04-24T00:00:00Z,18327037
2021-04-23T00:00:00Z,18134884
2021-04-22T00:00:00Z,18112858
2021-04-21T00:00:00Z,18112235
2021-04-20T00:00:00Z,18105316
2021-04-19T00:00:00Z,18128694
2021-04-18T00:00:00Z,18134373
2021-04-17T00:00:00Z,18148863
2021-04-16T00:00:00Z,18145869
2021-04-15T00:00:00Z,18156865
2021-04-14T00:00:00Z,18120011
2021-04-13T00:00:00Z,18122568
2021-04-12T00:00:00Z,18112148
2021-04-11T00:00:00Z,18085682
2021-04-10T00:00:00Z,18015429
2021-04-09T00:00:00Z,17953675
2021-04-08T00:00:00Z,17928517
2021-04-07T00:00:00Z,17893915
2021-04-06T00:00:00Z,17888397
2021-04-05T00:00:00Z,17895866
2021-04-04T00:00:00Z,17876372
2021-04-03T00:00:00Z,17839064
2021-04-02T00:00:00Z,17843641
2021-04-01T00:00:00Z,17851184
2021-03-31T00:00:00Z,17864142
2021-03-30T00:00:00Z,17880676
2021-03-29T00:00:00Z,17886382
2021-03-28T00:00:00Z,17879808
2021-03-27T00:00:00Z,17848372
2021-03-26T00:00:00Z,17819643
2021-03-25T00:00:00Z,17812652
2021-03-24T00:00:00Z,17805836
2021-03-23T00:00:00Z,17818728
2021-03-22T00:00:00Z,17822743
2021-03-21T00:00:00Z,17830755
2021-03-20T00:00:00Z,17798366
2021-03-19T00:00:00Z,17791520
2021-03-18T00:00:00Z,17789467
2021-03-17T00:00:00Z,17789854
2021-03-16T00:00:00Z,17799018
2021-03-15T00:00:00Z,17811002
2021-03-14T00:00:00Z,17829106
2021-03-13T00:00:00Z,17841584
2021-03-12T00:00:00Z,17860171
2021-03-11T00:00:00Z,17876988
2021-03-10T00:00:00Z,17890814
2021-03-09T00:00:00Z,17904628
2021-03-08T00:00:00Z,17926234
2021-03-07T00:00:00Z,17945360
2021-03-06T00:00:00Z,17958078
2021-03-05T00:00:00Z,17950283
2021-03-04T00:00:00Z,17971426
2021-03-03T00:00:00Z,17986788
2021-03-02T00:00:00Z,18001008
2021-03-01T00:00:00Z,18010005
2021-02-28T00:00:00Z,18013840
2021-02-27T00:00:00Z,18029239
2021-02-26T00:00:00Z,18033713
2021-02-25T00:00:00Z,18043968
2021-02-24T00:00:00Z,18038837
2021-02-23T00:00:00Z,18055553
2021-02-22T00:00:00Z,18144697
2021-02-21T00:00:00Z,18192418
2021-02-20T00:00:00Z,18174298
2021-02-19T00:00:00Z,18201175
2021-02-18T00:00:00Z,18218555
2021-02-17T00:00:00Z,18236109
2021-02-16T00:00:00Z,18246973
2021-02-15T00:00:00Z,18249127
2021-02-14T00:00:00Z,18252098
2021-02-13T00:00:00Z,18231132
2021-02-12T00:00:00Z,18243761
2021-02-11T00:00:00Z,18252403
2021-02-10T00:00:00Z,18245705
2021-02-09T00:00:00Z,18260128
2021-02-08T00:00:00Z,18276564
2021-02-07T00:00:00Z,18266361
2021-02-06T00:00:00Z,18226971
2021-02-05T00:00:00Z,18171132
2021-02-04T00:00:00Z,18183091
2021-02-03T00:00:00Z,18228175
2021-02-02T00:00:00Z,18251280
2021-02-01T00:00:00Z,18289708
2021-01-31T00:00:00Z,18314914
2021-01-30T00:00:00Z,18326032
2021-01-29T00:00:00Z,18318378
2021-01-28T00:00:00Z,18357066
2021-01-27T00:00:00Z,18366912
2021-01-26T00:00:00Z,18398991
2021-01-25T00:00:00Z,18412439
2021-01-24T00:00:00Z,18452988
2021-01-23T00:00:00Z,18478791
2021-01-22T00:00:00Z,18491697
2021-01-21T00:00:00Z,18533923
2021-01-20T00:00:00Z,18584530
2021-01-19T00:00:00Z,18599090
2021-01-18T00:00:00Z,18648396
2021-01-17T00:00:00Z,18659120
2021-01-16T00:00:00Z,18651154
2021-01-15T00:00:00Z,18672603
2021-01-14T00:00:00Z,18700345
2021-01-13T00:00:00Z,18719742
2021-01-12T00:00:00Z,18718748
2021-01-11T00:00:00Z,18729904
2021-01-10T00:00:00Z,18816244
2021-01-09T00:00:00Z,18827733
2021-01-08T00:00:00Z,18843116
2021-01-07T00:00:00Z,18881753
2021-01-06T00:00:00Z,18924325
2021-01-05T00:00:00Z,18958595
2021-01-04T00:00:00Z,19002002
2021-01-03T00:00:00Z,19069165
2021-01-02T00:00:00Z,19127129
2021-01-01T00:00:00Z,19143442
2020-12-31T00:00:00Z,19147102
2020-12-30T00:00:00Z,19166343
2020-12-29T00:00:00Z,19193714
2020-12-28T00:00:00Z,19227321
2020-12-27T00:00:00Z,19270069
2020-12-26T00:00:00Z,19309995
2020-12-25T00:00:00Z,19332639
2020-12-24T00:00:00Z,19372936
2020-12-23T00:00:00Z,19381697
2020-12-22T00:00:00Z,19432133
2020-12-21T00:00:00Z,19462884
2020-12-20T00:00:00Z,19507036
2020-12-19T00:00:00Z,19501778
2020-12-18T00:00:00Z,19529326
2020-12-17T00:00:00Z,19566775
2020-12-16T00:00:00Z,19626750
2020-12-15T00:00:00Z,19677136
2020-12-14T00:00:00Z,19728654
2020-12-13T00:00:00Z,19765256
2020-12-12T00:00:00Z,19728086
2020-12-11T00:00:00Z,19711256
2020-12-10T00:00:00Z,19753185
2020-12-09T00:00:00Z,19793111
2020-12-08T00:00:00Z,19842702
2020-12-07T00:00:00Z,19899289
2020-12-06T00:00:00Z,19897607
2020-12-05T00:00:00Z,19839841
2020-12-04T00:00:00Z,19783169
2020-12-03T00:00:00Z,19818270
2020-12-02T00:00:00Z,19830177
2020-12-01T00:00:00Z,19843877
2020-11-30T00:00:00Z,19883785
2020-11-29T00:00:00Z,19918548
2020-11-28T00:00:00Z,19665929
2020-11-27T00:00:00Z,19429846
2020-11-26T00:00:00Z,19367417
2020-11-25T00:00:00Z,19438098
2020-11-24T00:00:00Z,19466043
2020-11-23T00:00:00Z,19508590
2020-11-22T00:00:00Z,19558886
2020-11-21T00:00:00Z,19626075
2020-11-20T00:00:00Z,19688250
2020-11-19T00:00:00Z,19746550
2020-11-18T00:00:00Z,19776809
2020-11-17T00:00:00Z,19827642
2020-11-16T00:00:00Z,19883238
2020-11-15T00:00:00Z,19879988
2020-11-14T00:00:00Z,19819299
2020-11-13T00:00:00Z,19721935
2020-11-12T00:00:00Z,19732642
2020-11-11T00:00:00Z,19621471
2020-11-10T00:00:00Z,19479445
2020-11-09T00:00:00Z,19473150
2020-11-08T00:00:00Z,19414749
2020-11-07T00:00:00Z,19239572
2020-11-06T00:00:00Z,19243824
2020-11-05T00:00:00Z,19249699
2020-11-04T00:00:00Z,19249227
2020-11-03T00:00:00Z,19149246
2020-11-02T00:00:00Z,19107945
