date,TVL
2021-03-19,52173429881
2021-03-20,53130228111
2021-03-21,54768937279
2021-03-22,52863128002
2021-03-23,52459191511
2021-03-24,50722291332
2021-03-25,50372760975
2021-03-26,48754045074
2021-03-27,51376111226
2021-03-28,51947770237
2021-03-29,52956656619
2021-03-30,55647174361
2021-03-31,58362200833
2021-04-01,58579168386
2021-04-02,61289001350
2021-04-03,64069532850
2021-04-04,69170871898
2021-04-05,70915080545
2021-04-06,73940251921
2021-04-07,74786078122
2021-04-08,70225724767
2021-04-09,72818943393
2021-04-10,75191633847
2021-04-11,76889427596
2021-04-12,76927775094
2021-04-13,78224904805
2021-04-14,81668698111
2021-04-15,86338006323
2021-04-16,88314461325
2021-04-17,88275648007
2021-04-18,88638226523
2021-04-19,81090538941
2021-04-20,82658653055
2021-04-21,83754790914
2021-04-22,84465782504
2021-04-23,86748958832
2021-04-24,84914973510
2021-04-25,83666275538
2021-04-26,87155108774
2021-04-27,95143356236
2021-04-28,98495217299
2021-04-29,100648786518
2021-04-30,99481878823
2021-05-01,101674327463
2021-05-02,105540350199
2021-05-03,106615732924
2021-05-04,111899890937
2021-05-05,112846963228
2021-05-06,114897580194
2021-05-07,117537095473
2021-05-08,117166617525
2021-05-09,120721665673
2021-05-10,121976533671
2021-05-11,122217312504
2021-05-12,121789969806
2021-05-13,120731973048
2021-05-14,114937062071
2021-05-15,118876523477
2021-05-16,115433783103
2021-05-17,113335391820
2021-05-18,109378382089
2021-05-19,101189767353
2021-05-20,86758376166
2021-05-21,85631023604
2021-05-22,82163616231
2021-05-23,74693893860
2021-05-24,71689811883
2021-05-25,79359087634
2021-05-26,81778270407
2021-05-27,87119308982
2021-05-28,84952523307
2021-05-29,79410419152
2021-05-30,78164308133
2021-05-31,82558933133
2021-06-01,85906685024
2021-06-02,87433886963
2021-06-03,91609856128
2021-06-04,92866343602
2021-06-05,89909035226
2021-06-06,90556561498
2021-06-07,91144185616
2021-06-08,90562450330
2021-06-09,88809316389
2021-06-10,90412771053
2021-06-11,88600196907
2021-06-12,86513450743
2021-06-13,87197939876
2021-06-14,91543023912
2021-06-15,94235774124
2021-06-16,92358243973
2021-06-17,89129142095
2021-06-18,87258342871
2021-06-19,85512707644
2021-06-20,84723658152
2021-06-21,79862217128
2021-06-22,73628903144
2021-06-23,73468556453
2021-06-24,76100782998
2021-06-25,76278598816
2021-06-26,73959276191
2021-06-27,74740236648
2021-06-28,76772506831
2021-06-29,79159964924
2021-06-30,81396476485
2021-07-01,81142476083
2021-07-02,80914925275
2021-07-03,81050266108
2021-07-04,83782560850
2021-07-05,85055252203
2021-07-06,84783738168
2021-07-07,88104902189
2021-07-08,88223127772
2021-07-09,86192127047
2021-07-10,85783839524
2021-07-11,86787690765
2021-07-12,86480983209
2021-07-13,84475114362
2021-07-14,83189050435
2021-07-15,82137426212
2021-07-16,80563559506
2021-07-17,79969146521
2021-07-18,81018263441
2021-07-19,79916136101
2021-07-20,77613109400
2021-07-21,77826354919
2021-07-22,81823298935
2021-07-23,82660080849
2021-07-24,84737012961
2021-07-25,86313053352
2021-07-26,87800992796
2021-07-27,89650497102
2021-07-28,91023769286
2021-07-29,91485928762
2021-07-30,92904098981
2021-07-31,94425471140
2021-08-01,95492687235
2021-08-02,95020996862
2021-08-03,94527727165
2021-08-04,94985510333
2021-08-05,98384120258
2021-08-06,100614310706
2021-08-07,103199134084
2021-08-08,105875240899
2021-08-09,104890654782
2021-08-10,107495093983
2021-08-11,107297329139
2021-08-12,107850245070
2021-08-13,108378512843
2021-08-14,112587995447
2021-08-15,112840507267
2021-08-16,113239113365
2021-08-17,110693940384
2021-08-18,109364285770
2021-08-19,110938365495
2021-08-20,114585789547
2021-08-21,117219797239
2021-08-22,116658474758
2021-08-23,118330912156
2021-08-24,118141620237
2021-08-25,116567140939
2021-08-26,116005006606
2021-08-27,115727469551
2021-08-28,119063702442
2021-08-29,118594634080
2021-08-30,117824279116
2021-08-31,118092088549
2021-09-01,122995117383
2021-09-02,129519971539
2021-09-03,130154447216
2021-09-04,132361784912
2021-09-05,133249814432
2021-09-06,135149927254
2021-09-07,129688536633
2021-09-08,122741964531
2021-09-09,123957495591
2021-09-10,123749621241
2021-09-11,121103768696
2021-09-12,124386763200
2021-09-13,125851882906
2021-09-14,124540201292
2021-09-15,129514481707
2021-09-16,131765440134
2021-09-17,130202942998
2021-09-18,129319423464
2021-09-19,129540307067
2021-09-20,122152852336
2021-09-21,112883192373
2021-09-22,115426717205
2021-09-23,121654169073
2021-09-24,121391354572
2021-09-25,118938627043
2021-09-26,119221088475
2021-09-27,120142546959
2021-09-28,116845100463
2021-09-29,115332417039
2021-09-30,117920767099
2021-10-01,122840240151
2021-10-02,127844856776
2021-10-03,129970018522
2021-10-04,130388962620
2021-10-05,131380953221
2021-10-06,132998574450
2021-10-07,134347417713
2021-10-08,136731549626
2021-10-09,137426672339
2021-10-10,138359501178
2021-10-11,135451945126
2021-10-12,137612989929
2021-10-13,138674751566
2021-10-14,142028106295
2021-10-15,144894637874
2021-10-16,147392085801
2021-10-17,147651984390
2021-10-18,148036623054
2021-10-19,145967701193
2021-10-20,149243785217
2021-10-21,156622946347
2021-10-22,154212608739
2021-10-23,152569962444
2021-10-24,156691888018
2021-10-25,155674598845
2021-10-26,159621484836
2021-10-27,158214210305
2021-10-28,152409267884
2021-10-29,159322798801
2021-10-30,156958490039
2021-10-31,154267236142
2021-11-01,156675882909
2021-11-02,158673348529
2021-11-03,164592036806
2021-11-04,167046106857
2021-11-05,167332808402
2021-11-06,166702058317
2021-11-07,169008429285
2021-11-08,173780394903
2021-11-09,177484430035
2021-11-10,176133292796
2021-11-11,171586173510
2021-11-12,174423284300
2021-11-13,173510568888
2021-11-14,174993505179
2021-11-15,175766432832
2021-11-16,172038916517
2021-11-17,164752567382
2021-11-18,166855611027
2021-11-19,159160090856
2021-11-20,168390956961
2021-11-21,172461579474
2021-11-22,170516816476
2021-11-23,165871559700
2021-11-24,171369152868
2021-11-25,170611628723
2021-11-26,175006421387
2021-11-27,162593591579
2021-11-28,164143470765
2021-11-29,170249038676
2021-11-30,173838558839
2021-12-01,177095084802
2021-12-02,177488670948
2021-12-03,175478980616
2021-12-04,167270402219
2021-12-05,160846688780
2021-12-06,160005823474
2021-12-07,164391810248
2021-12-08,165018941385
2021-12-09,168057413266
2021-12-10,160218927500
2021-12-11,155322111502
2021-12-12,158749876755
2021-12-13,160334714712
2021-12-14,151369774452
2021-12-15,154146099893
2021-12-16,158964513586
2021-12-17,157807031586
2021-12-18,156706382104
2021-12-19,161111975260
2021-12-20,160783396442
2021-12-21,160783895082
2021-12-22,166114629849
2021-12-23,165939822090
2021-12-24,171132659844
2021-12-25,170436413730
2021-12-26,171930980013
2021-12-27,173492815987
2021-12-28,170501819913
2021-12-29,164805768747
2021-12-30,161880836890
2021-12-31,163281962101
2022-01-01,163275017710
2022-01-02,166646969088
2022-01-03,167783409885
2022-01-04,167910182361
2022-01-05,167927946975
2022-01-06,161502138011
2022-01-07,158756998332
2022-01-08,154003628670
2022-01-09,151119940310
2022-01-10,153070476690
2022-01-11,150663210822
2022-01-12,155419551206
2022-01-13,159863208344
2022-01-14,157487572921
2022-01-15,158982903433
2022-01-16,160475231477
2022-01-17,161210964095
2022-01-18,157077126312
2022-01-19,156178154603
2022-01-20,154748605021
2022-01-21,150846780858
2022-01-22,135274126007
2022-01-23,128686220129
2022-01-24,132132263712
2022-01-25,128260136264
2022-01-26,132510260348
2022-01-27,133603025392
2022-01-28,126357271341
2022-01-29,127419961134
2022-01-30,128888859703
2022-01-31,127186508489
2022-02-01,129877779410
2022-02-02,132683519351
2022-02-03,129004909972
2022-02-04,130661231386
2022-02-05,138389746902
2022-02-06,140598158735
2022-02-07,142542667517
2022-02-08,144881846651
2022-02-09,144814010176
2022-02-10,147227257692
2022-02-11,143386451290
2022-02-12,139760743832
2022-02-13,139728534135
2022-02-14,139071724185
2022-02-15,140066869068
2022-02-16,145518035146
2022-02-17,144646528063
2022-02-18,138394847582
2022-02-19,136552341627
2022-02-20,135876518344
2022-02-21,132920047153
2022-02-22,130085457356
2022-02-23,131880051963
2022-02-24,131272070842
2022-02-25,131356731653
2022-02-26,135248328492
2022-02-27,136359745971
2022-02-28,132716003017
2022-03-01,142158323098
2022-03-02,143292397658
2022-03-03,143499240118
2022-03-04,138812518736
2022-03-05,133741802414
2022-03-06,135666951986
2022-03-07,131583734086
2022-03-08,131658440504
2022-03-09,134196990081
2022-03-10,139288180732
2022-03-11,135826419039
2022-03-12,134847555211
2022-03-13,134931591263
2022-03-14,133267736121
2022-03-15,135524323643
2022-03-16,136297824192
2022-03-17,140710105959
2022-03-18,140975950050
2022-03-19,145222718371
2022-03-20,145422804683
2022-03-21,143450564144
2022-03-22,147584313100
2022-03-23,149390651886
2022-03-24,150896859239
2022-03-25,152129396447
2022-03-26,151087156526
2022-03-27,152954251008
2022-03-28,156376982822
2022-03-29,157893818203
2022-03-30,160311744248
2022-03-31,161430008554
2022-04-01,157537124284
2022-04-02,161726399187
2022-04-03,161799122817
2022-04-04,162902153557
2022-04-05,162378897736
2022-04-06,158563770940
2022-04-07,152307882030
2022-04-08,154627389479
2022-04-09,151927995834
2022-04-10,153468433976
2022-04-11,151538338236
2022-04-12,144289221672
2022-04-13,146191016975
2022-04-14,148423215321
2022-04-15,146106202324
2022-04-16,147131069653
2022-04-17,147654282027
2022-04-18,145166969370
2022-04-19,148719712465
2022-04-20,149693102211
2022-04-21,149483617612
2022-04-22,146762416810
2022-04-23,146144682521
2022-04-24,145645454302
2022-04-25,144673072859
2022-04-26,147987530790
2022-04-27,142223364997
2022-04-28,144375229726
2022-04-29,144032693542
2022-04-30,140401372014
2022-05-01,135815392900
2022-05-02,138176943986
2022-05-03,138043869147
2022-05-04,137927533627
2022-05-05,142611890062
2022-05-06,136851664532
2022-05-07,135722206187
2022-05-08,130662121135
2022-05-09,125980123140
2022-05-10,109587055221
2022-05-11,107060775270
2022-05-12,89981753404
2022-05-13,78550311528
2022-05-14,79114407678
2022-05-15,79401649345
2022-05-16,81346561861
2022-05-17,78504926839
2022-05-18,80138598610
2022-05-19,76419963566
2022-05-20,78587868743
2022-05-21,76768618282
2022-05-22,77348687053
2022-05-23,79972749897
2022-05-24,79085507343
2022-05-25,79657929538
2022-05-26,79707036670
2022-05-27,76406476786
2022-05-28,75036794613
2022-05-29,76157582216
2022-05-30,76421355864
2022-05-31,80231277103
2022-06-01,79791541037
2022-06-02,76922140166
2022-06-03,77404074799
2022-06-04,75714235105
2022-06-05,75359516576
2022-06-06,75568120046
2022-06-07,75933292724
2022-06-08,75985902322
2022-06-09,75561589330
2022-06-10,74898137060
2022-06-11,72047790185
2022-06-12,69124116346
2022-06-13,66218424255
2022-06-14,57513802883
2022-06-15,55668154902
2022-06-16,55362795453
2022-06-17,51623967198
2022-06-18,52351882109
2022-06-19,49601481176
2022-06-20,51475964025
2022-06-21,52164381376
2022-06-22,52498029522
2022-06-23,51963701732
2022-06-24,53546762359
2022-06-25,54752097806
2022-06-26,54928149441
2022-06-27,54079509554
2022-06-28,53616383286
2022-06-29,52511983431
2022-06-30,51800965237
2022-07-01,51332356308
2022-07-02,51281117288
2022-07-03,52337807050
2022-07-04,52606618003
2022-07-05,54049881671
2022-07-06,54257109353
2022-07-07,55092894677
2022-07-08,55665365652
2022-07-09,55499742372
2022-07-10,55622926644
2022-07-11,54445973906
2022-07-12,52825325074
2022-07-13,51664526283
2022-07-14,52804189038
2022-07-15,53982320935
2022-07-16,54496697858
2022-07-17,55827480546
2022-07-18,55642462399
2022-07-19,58990912077
2022-07-20,59171118888
2022-07-21,58483675036
2022-07-22,59279998593
2022-07-23,59206297925
2022-07-24,59259150588
2022-07-25,59856649962
2022-07-26,57316176468
2022-07-27,57184040978
2022-07-28,60050611030
2022-07-29,61754112832
2022-07-30,61291118709
2022-07-31,61363863940
2022-08-01,61055117921
2022-08-02,60484189489
2022-08-03,59443733002
2022-08-04,60140579515
2022-08-05,60929433372
2022-08-06,62024750159
2022-08-07,61467223295
2022-08-08,62584088837
2022-08-09,62837724985
2022-08-10,61095424936
2022-08-11,63869850319
2022-08-12,63654156580
2022-08-13,64171247596
2022-08-14,64325321116
2022-08-15,63361428362
2022-08-16,62691189706
2022-08-17,62853328779
2022-08-18,61713858233
2022-08-19,60919895311
2022-08-20,57861495580
2022-08-21,57506308989
2022-08-22,58368598808
2022-08-23,58380489289
2022-08-24,58578627375
2022-08-25,58750838118
2022-08-26,59135749908
2022-08-27,56348092712
2022-08-28,56015286909
2022-08-29,54980121314
2022-08-30,56613014981
2022-08-31,56438841386
2022-09-01,56101084905
2022-09-02,56673048802
2022-09-03,56556843748
2022-09-04,56286230363
2022-09-05,56249576338
2022-09-06,56938279998
2022-09-07,54492134109
2022-09-08,55489967094
2022-09-09,55508950314
2022-09-10,56912694621
2022-09-11,57631856438
2022-09-12,56992223557
2022-09-13,56514176209
2022-09-14,53485365994
2022-09-15,52462967062
2022-09-16,51420641233
2022-09-17,51692961734
2022-09-18,52310158465
2022-09-19,50831413943
2022-09-20,51208295226
2022-09-21,51059924610
2022-09-22,50000638919
2022-09-23,51663157557
2022-09-24,51858034362
2022-09-25,51668746201
2022-09-26,51477391279
2022-09-27,52223618203
2022-09-28,52180095440
2022-09-29,52418914217
2022-09-30,52414673147
2022-10-01,52321075941
2022-10-02,52690081756
2022-10-03,52179497882
2022-10-04,52961113202
2022-10-05,53455450520
2022-10-06,53521666874
2022-10-07,53396720310
2022-10-08,52804325220
2022-10-09,52573381540
2022-10-10,52663291189
2022-10-11,51969715679
2022-10-12,51944739726
2022-10-13,51619850935
2022-10-14,51133734874
2022-10-15,51113700141
2022-10-16,50968983136
2022-10-17,51387928441
2022-10-18,51784550784
2022-10-19,51343601632
2022-10-20,50772242117
2022-10-21,50222243384
2022-10-22,50267539820
2022-10-23,50385333665
2022-10-24,51246813874
2022-10-25,50668371351
2022-10-26,52334959675
2022-10-27,53583496083
2022-10-28,52925408272
2022-10-29,53474582519
2022-10-30,54349642480
2022-10-31,54004799584
2022-11-01,53461455964
2022-11-02,53291973760
2022-11-03,52507628911
2022-11-04,52871706006
2022-11-05,54629714168
2022-11-06,54512119345
2022-11-07,53500889461
2022-11-08,53292126869
2022-11-09,48151089405
2022-11-10,42728387859
2022-11-11,44483075563
2022-11-12,43506324367
2022-11-13,42796683675
2022-11-14,41924913286
2022-11-15,42105642810
2022-11-16,42422294842
2022-11-17,41761612081
2022-11-18,41871351600
2022-11-19,41766314342
2022-11-20,41511356743
2022-11-21,40292214329
2022-11-22,40041920054
2022-11-23,40035393664
2022-11-24,40564691062
2022-11-25,40303564669
2022-11-26,40251521938
2022-11-27,40753350372
2022-11-28,40501136296
2022-11-29,39844306298
2022-11-30,40862919579
2022-12-01,41407826437
2022-12-02,41459749613
2022-12-03,40947057743
2022-12-04,40926156829
2022-12-05,41533444008
2022-12-06,41006596427
2022-12-07,41387502800
2022-12-08,41354172641
2022-12-09,41501455988
2022-12-10,41465967119
2022-12-11,41755549838
2022-12-12,41303886027
2022-12-13,41267060836
2022-12-14,41380748306
2022-12-15,41291023042
2022-12-16,40630632081
2022-12-17,38814399755
2022-12-18,39034294612
2022-12-19,39139614624
2022-12-20,38524845749
2022-12-21,39102838123
2022-12-22,39089317786
2022-12-23,39080318042
2022-12-24,39021395710
2022-12-25,39069303592
2022-12-26,38690437408
2022-12-27,38882199416
2022-12-28,38677509778
2022-12-29,38423136768
2022-12-30,38415881388
2022-12-31,38303681946
2023-01-01,37845166405
2023-01-02,38125759882
2023-01-03,38327700217
2023-01-04,38367241351
2023-01-05,39007057125
2023-01-06,38893082220
2023-01-07,38974606415
2023-01-08,39075667061
2023-01-09,39806905369
2023-01-10,40160753245
2023-01-11,40357651302
2023-01-12,41437484197
2023-01-13,41698278051
2023-01-14,43866273454
2023-01-15,43849013628
2023-01-16,44228451665
2023-01-17,44268140982
2023-01-18,44412972572
2023-01-19,43441765765
2023-01-20,44124145375
2023-01-21,46134741000
2023-01-22,46000312327
2023-01-23,46097160954
2023-01-24,46357822761
2023-01-25,45632465456
2023-01-26,46822467077
2023-01-27,46530112076
2023-01-28,47016778494
2023-01-29,46862251566
2023-01-30,47816953452
2023-01-31,46327259617
2023-02-01,46793469547
2023-02-02,48498694407
2023-02-03,48066135639
2023-02-04,48274214183
2023-02-05,48207792143
2023-02-06,47794393611
2023-02-07,47592299618
2023-02-08,48766151499
2023-02-09,48291311348
2023-02-10,46196393488
2023-02-11,45992665826
2023-02-12,46499000707
2023-02-13,46258331045
2023-02-14,45909550655
2023-02-15,46696863104
2023-02-16,49415030898
2023-02-17,48524633714
2023-02-18,49824027991
2023-02-19,50124865084
2023-02-20,49837966685
2023-02-21,50492200478
2023-02-22,49462067382
2023-02-23,49213134574
2023-02-24,49238405385
2023-02-25,48282919285
2023-02-26,48016589516
2023-02-27,49028050759
2023-02-28,49033142641
2023-03-01,48716337990
2023-03-02,49595984488
2023-03-03,49215692145
2023-03-04,47715099980
2023-03-05,47628464504
2023-03-06,47706583577
2023-03-07,47642232877
2023-03-08,47435724281
2023-03-09,46482784108
2023-03-10,44258288967
2023-03-11,43842205596
2023-03-12,42201017135
2023-03-13,45586517624
2023-03-14,46479989195
2023-03-15,46927595167
2023-03-16,45777985601
2023-03-17,45679976427
2023-03-18,48165216743
2023-03-19,47980040248
2023-03-20,48156558963
2023-03-21,48136651734
2023-03-22,48937984198
2023-03-23,48105126729
2023-03-24,49124277480
2023-03-25,48089497546
2023-03-26,47993591806
2023-03-27,48271032576
2023-03-28,47350061561
2023-03-29,47873678189
2023-03-30,48518241906
2023-03-31,48662407567
2023-04-01,49027722476
2023-04-02,48987576157
2023-04-03,48527914799
2023-04-04,48642099841
2023-04-05,49861374211
2023-04-06,49702235805
2023-04-07,49523319095
2023-04-08,49246186839
2023-04-09,49319571814
2023-04-10,49449975640
2023-04-11,50270768587
2023-04-12,50083770360
2023-04-13,50110647182
2023-04-14,52346074361
2023-04-15,52483638471
2023-04-16,52544998114
2023-04-17,52213809742
2023-04-18,51438138052
2023-04-19,52135479586
2023-04-20,49798948497
2023-04-21,49268609602
2023-04-22,47700695572
2023-04-23,47784026959
2023-04-24,47752211428
2023-04-25,47294830392
2023-04-26,47886061612
2023-04-27,48513837173
2023-04-28,48558600984
2023-04-29,48242501939
2023-04-30,48464794410
2023-05-01,48063169946
2023-05-02,46944031951
2023-05-03,47524967551
2023-05-04,48255179833
2023-05-05,48083130945
2023-05-06,49727652264
2023-05-07,48433104162
2023-05-08,47960222239
2023-05-09,46712271761
2023-05-10,46862454089
2023-05-11,46604129493
2023-05-12,45834530451
2023-05-13,45886822950
2023-05-14,45808224964
2023-05-15,45754871020
2023-05-16,46263579637
2023-05-17,46308750554
2023-05-18,46430578127
2023-05-19,46155337183
2023-05-20,46249818379
2023-05-21,46719796431
2023-05-22,46292076897
2023-05-23,46648718101
2023-05-24,47212270190
2023-05-25,45910292520
2023-05-26,45951332573
2023-05-27,46247505842
2023-05-28,46535584844
2023-05-29,47679237118
2023-05-30,47142758890
2023-05-31,47103231310
2023-06-01,45816068499
2023-06-02,45695445200
2023-06-03,46529098927
2023-06-04,46316565150
2023-06-05,46265889416
2023-06-06,44557685539
2023-06-07,45719058356
2023-06-08,44498580575
2023-06-09,44571042178
2023-06-10,44022195903
2023-06-11,42157835963
2023-06-12,42156514307
2023-06-13,41905861839
2023-06-14,42113130379
2023-06-15,40687548424
2023-06-16,40637610994
2023-06-17,41374904843
2023-06-18,41676528388
2023-06-19,41594634068
2023-06-20,41860560462
2023-06-21,43125876060
2023-06-22,44659565675
2023-06-23,44166999909
2023-06-24,44414362512
2023-06-25,44203959789
2023-06-26,44541774173
2023-06-27,44156760488
2023-06-28,44284616004
2023-06-29,43446140487
2023-06-30,43926339278
2023-07-01,45033130633
2023-07-02,44952908155
2023-07-03,45104980178
2023-07-04,45347334770
2023-07-05,45027632034
2023-07-06,44507230251
2023-07-07,43554061976
2023-07-08,43987584052
2023-07-09,44040770131
2023-07-10,43952902575
2023-07-11,44070276048
2023-07-12,44208878253
2023-07-13,43997052886
2023-07-14,45736856843
2023-07-15,44664257050
2023-07-16,44820054189
2023-07-17,44567300819
2023-07-18,44455375277
2023-07-19,44104449327
2023-07-20,43832406600
2023-07-21,43855045633
2023-07-22,43910672060
2023-07-23,43382797782
2023-07-24,43711202319
2023-07-25,42819918595
2023-07-26,42790991546
2023-07-27,43010204427
2023-07-28,42980541863
2023-07-29,43279331209
2023-07-30,43587430635
2023-07-31,41326686542
2023-08-01,40643848904
2023-08-02,40270781452
2023-08-03,39835231119
2023-08-04,40289804686
2023-08-05,40241185081
2023-08-06,40362548625
2023-08-07,40440836841
2023-08-08,40759474943
2023-08-09,41263791714
2023-08-10,41269439652
2023-08-11,41552385832
2023-08-12,41708348861
2023-08-13,41727934887
2023-08-14,41595659476
2023-08-15,41605250199
2023-08-16,41032199771
2023-08-17,40114347343
2023-08-18,38433007842
2023-08-19,38104411392
2023-08-20,38263943410
2023-08-21,38090931454
2023-08-22,37909802775
2023-08-23,37426285757
2023-08-24,38148617689
2023-08-25,37874496574
2023-08-26,37671604615
2023-08-27,37634960779
2023-08-28,37865763450
2023-08-29,37874215594
2023-08-30,39027594901
2023-08-31,38519729121
2023-09-01,37647909307
2023-09-02,37489894495
2023-09-03,37586968914
2023-09-04,37677442052
2023-09-05,37504849329
2023-09-06,37740739721
2023-09-07,37618077690
2023-09-08,37992417028
2023-09-09,37688413285
2023-09-10,37622527442
2023-09-11,37359619175
2023-09-12,36268623412
2023-09-13,36952813854
2023-09-14,37282852471
2023-09-15,37581179876
2023-09-16,38742718445
2023-09-17,38521684612
2023-09-18,38321101268
2023-09-19,38538760666
2023-09-20,38760878030
2023-09-21,38455598686
2023-09-22,37749991197
2023-09-23,37937867180
2023-09-24,37858433737
2023-09-25,37476467124
2023-09-26,37695045233
2023-09-27,37715187401
2023-09-28,37723726404
2023-09-29,38450395086
2023-09-30,38556848920
2023-10-01,38564250608
2023-10-02,39522987024
2023-10-03,38637519450
2023-10-04,38344384834
2023-10-05,38526961778
2023-10-06,38170122236
2023-10-07,38561623246
2023-10-08,38487078637
2023-10-09,38285341519
2023-10-10,37529338866
2023-10-11,36909481191
2023-10-12,36593478439
2023-10-13,36049990364
2023-10-14,36598732584
2023-10-15,36641742772
2023-10-16,36675242247
2023-10-17,37309392678
2023-10-18,36888098479
2023-10-19,36544888207
2023-10-20,36783421750
2023-10-21,37406042763
2023-10-22,38069118558
2023-10-23,38719725055
2023-10-24,40806134572
2023-10-25,40693601966
2023-10-26,41122798952
2023-10-27,41101294110
2023-10-28,40762458192
2023-10-29,41243799688
2023-10-30,41651341145
2023-10-31,42287883980
2023-11-01,41957583422
2023-11-02,42872290546
2023-11-03,42099528379
2023-11-04,42919054803
2023-11-05,43691190207
2023-11-06,43648466438
2023-11-07,43850867683
2023-11-08,43854437514
2023-11-09,44368871296
2023-11-10,46659342736
2023-11-11,46740189063
2023-11-12,46547821863
2023-11-13,46752924445
2023-11-14,45969059176
2023-11-15,45501891961
2023-11-16,47220154912
2023-11-17,45487940364
2023-11-18,45598841170
2023-11-19,45800034836
2023-11-20,46798266528
2023-11-21,46818530363
2023-11-22,44864770654
2023-11-23,46780419409
2023-11-24,46785774971
2023-11-25,47074046318
2023-11-26,46944464087
2023-11-27,46202903676
2023-11-28,45641725712
2023-11-29,46132204002
2023-11-30,45947109543
2023-12-01,46249530158
2023-12-02,46835990405
2023-12-03,48106188110
2023-12-04,48589362175
2023-12-05,49209604321
2023-12-06,50340064125
2023-12-07,49520577357
2023-12-08,51011762745
2023-12-09,51819114331
2023-12-10,51030052423
2023-12-11,50629345777
2023-12-12,49280079604
2023-12-13,48968046269
2023-12-14,50167494986
2023-12-15,51330204876
2023-12-16,49660737664
2023-12-17,49971620767
2023-12-18,49410260163
2023-12-19,50388697364
2023-12-20,49945469800
2023-12-21,50993528992
2023-12-22,51669804020
2023-12-23,52633408349
2023-12-24,52752098195
2023-12-25,52332638778
2023-12-26,52536725524
2023-12-27,52219902239
2023-12-28,54174270118
2023-12-29,53415231067
2023-12-30,52749025422
2023-12-31,52810902969
2024-01-01,52599714575
2024-01-02,54770861270
2024-01-03,54630763766
2024-01-04,52079923354
2024-01-05,53606835381
2024-01-06,53202448825
2024-01-07,52762612008
2024-01-08,52050778304
2024-01-09,54048592936
2024-01-10,54184013250
2024-01-11,57362518301
2024-01-12,57743866790
2024-01-13,55542313385
2024-01-14,56361177709
2024-01-15,55601751304
2024-01-16,55870487201
2024-01-17,56676991770
2024-01-18,56009287142
2024-01-19,54894190080
2024-01-20,55068626767
2024-01-21,55046829134
2024-01-22,54884414103
2024-01-23,52885902872
2024-01-24,52263235883
2024-01-25,52452758697
2024-01-26,52462851418
2024-01-27,53815645931
2024-01-28,54055575795
2024-01-29,54006439172
2024-01-30,55171857135
2024-01-31,55004372066
2024-02-01,53880057079
2024-02-02,54673230224
2024-02-03,54998427742
2024-02-04,54525686746
2024-02-05,54436885977
2024-02-06,55916036702
2024-02-07,57636920645
2024-02-08,59003999306
2024-02-09,60099723396
2024-02-10,61971527412
2024-02-11,62191699395
2024-02-12,62401551519
2024-02-13,64893400641
2024-02-14,64407526639
2024-02-15,67117428799
2024-02-16,67265246672
2024-02-17,66955354323
2024-02-18,66940306489
2024-02-19,68557781475
2024-02-20,69730820956
2024-02-21,70331792161
2024-02-22,69691875438
2024-02-23,69800002130
2024-02-24,68848255791
2024-02-25,70131613967
2024-02-26,71654786701
2024-02-27,73835055076
2024-02-28,75309392951
2024-02-29,78455902300
2024-03-01,78150848990
2024-03-02,80503479475
2024-03-03,80557951007
2024-03-04,82037004200
2024-03-05,84503105758
2024-03-06,82296587942
2024-03-07,87585151041
2024-03-08,88396656217
2024-03-09,89808029443
2024-03-10,90407579937
2024-03-11,90297170587
2024-03-12,94341660758
2024-03-13,92790659674
2024-03-14,94215586066
2024-03-15,92174518863
2024-03-16,89921151876
2024-03-17,85408588432
2024-03-18,88389246707
2024-03-19,86106524275
2024-03-20,79425003979
2024-03-21,87085437470
2024-03-22,86296548264
2024-03-23,83653745140
2024-03-24,84860848648
2024-03-25,87455020217
2024-03-26,90906167787
2024-03-27,91039483014
2024-03-28,89663067723
2024-03-29,91382912082
2024-03-30,90752845587
2024-03-31,90694121103
2024-04-01,92982875575
2024-04-02,90678595764
2024-04-03,86504560072
2024-04-04,87280832126
2024-04-05,87977029148
2024-04-06,87804152509
2024-04-07,88814703575
2024-04-08,90157078675
2024-04-09,95073262309
2024-04-10,91934732778
2024-04-11,92852888723
2024-04-12,93400399073
2024-04-13,85840247649
2024-04-14,79054320677
2024-04-15,83495942601
2024-04-16,83179677138
2024-04-17,82242204682
2024-04-18,80573424981
2024-04-19,82545224597
2024-04-20,83295104126
2024-04-21,85639865494
2024-04-22,85839692207
2024-04-23,87249194466
2024-04-24,87759369638
2024-04-25,85285709689
2024-04-26,85906344588
2024-04-27,85037472457
2024-04-28,87029704235
2024-04-29,87359662166
2024-04-30,85680801306
2024-05-01,81150985829
2024-05-02,81036171929
2024-05-03,82275396227
2024-05-04,85553291950
2024-05-05,86248536216
2024-05-06,86908545306
2024-05-07,85544357409
2024-05-08,84475188824
2024-05-09,82884111888
2024-05-10,84462054896
2024-05-11,82184702130
2024-05-12,82475206654
2024-05-13,82878833925
2024-05-14,82974367655
2024-05-15,81527561855
2024-05-16,85239457951
2024-05-17,84431226394
2024-05-18,87393915627
2024-05-19,88021021606
2024-05-20,87099903919
2024-05-21,96900164260
2024-05-22,98480530893
2024-05-23,98743359408
2024-05-24,98021042010
2024-05-25,97992164878
2024-05-26,98554101584
2024-05-27,100099704125
