date,Exchange to Miner Flow (Total)
2018-07-01,238.13790391
2018-07-02,783.84654938
2018-07-03,1034.61663939
2018-07-04,727.79382299
2018-07-05,567.37495995
2018-07-06,419.18194254
2018-07-07,280.55351799
2018-07-08,235.12277538
2018-07-09,962.65620463
2018-07-10,1479.92223478
2018-07-11,744.83329278
2018-07-12,777.28167854
2018-07-13,530.14456733
2018-07-14,263.38090272
2018-07-15,405.50150887
2018-07-16,584.84900703
2018-07-17,1552.91292259
2018-07-18,1727.89777434
2018-07-19,1384.31680464
2018-07-20,1039.0351376
2018-07-21,699.34823385
2018-07-22,234.16578774
2018-07-23,1642.72449722
2018-07-24,1147.23533079
2018-07-25,1954.66209213
2018-07-26,827.49193832
2018-07-27,781.88667559
2018-07-28,306.27117653
2018-07-29,157.16882957
2018-07-30,1163.45207033
2018-07-31,1836.31173933
2018-08-01,1260.33482484
2018-08-02,417.50814075
2018-08-03,701.08122077
2018-08-04,331.97585457
2018-08-05,183.00025037
2018-08-06,382.41122055
2018-08-07,1231.74851043
2018-08-08,1857.73997153
2018-08-09,970.14311943
2018-08-10,459.62586391
2018-08-11,504.02943778
2018-08-12,506.52326765
2018-08-13,698.11778216
2018-08-14,718.43476727
2018-08-15,1520.91947263
2018-08-16,255.57112629
2018-08-17,12635.49155141
2018-08-18,106.42424932
2018-08-19,261.23530505
2018-08-20,405.28137504
2018-08-21,168.15976469
2018-08-22,309.30858568
2018-08-23,421.79622941
2018-08-24,319.82652367
2018-08-25,181.4753399
2018-08-26,132.14607431
2018-08-27,692.45218561
2018-08-28,884.27842299
2018-08-29,368.69688795
2018-08-30,640.5132315
2018-08-31,297.1168793
2018-09-01,323.32968566
2018-09-02,464.92168677
2018-09-03,300.19111027
2018-09-04,554.57435436
2018-09-05,1339.87925017
2018-09-06,842.83460612
2018-09-07,379.4795595
2018-09-08,191.44426944
2018-09-09,550.23559871
2018-09-10,497.48335204
2018-09-11,708.78264903
2018-09-12,617.41868899
2018-09-13,1002.40673982
2018-09-14,236.27525561
2018-09-15,93.4240581
2018-09-16,100.63032675
2018-09-17,334.6384529
2018-09-18,508.40144084
2018-09-19,540.69695522
2018-09-20,412.54139835
2018-09-21,906.33615016
2018-09-22,149.10719887
2018-09-23,67.61061468
2018-09-24,118.49459931
2018-09-25,295.31054527
2018-09-26,537.58588124
2018-09-27,356.27676716
2018-09-28,260.75034547
2018-09-29,304.61444808
2018-09-30,177.65466867
2018-10-01,133.59482028
2018-10-02,129.41427147
2018-10-03,256.62071656
2018-10-04,139.92513383
2018-10-05,175.148085
2018-10-06,91.63491906
2018-10-07,140.91363143
2018-10-08,242.35471958
2018-10-09,595.9812648
2018-10-10,645.21216713
2018-10-11,808.30867647
2018-10-12,217.79814657
2018-10-13,207.73640312
2018-10-14,166.69037014
2018-10-15,457.6406845
2018-10-16,365.41189063
2018-10-17,380.74383131
2018-10-18,456.13435725
2018-10-19,107.66179492
2018-10-20,273.56174703
2018-10-21,99.66104131
2018-10-22,538.12500054
2018-10-23,404.88861609
2018-10-24,202.31359375
2018-10-25,699.12580891
2018-10-26,240.60029998
2018-10-27,153.73385065
2018-10-28,189.28860656
2018-10-29,177.14393958
2018-10-30,238.06063239
2018-10-31,538.896977
2018-11-01,340.50089644
2018-11-02,459.76713373
2018-11-03,192.99594426
2018-11-04,405.74962537
2018-11-05,431.18828874
2018-11-06,306.1349157
2018-11-07,357.58414025
2018-11-08,388.45206227
2018-11-09,351.00747054
2018-11-10,191.01336866
2018-11-11,153.98051723
2018-11-12,543.73195892
2018-11-13,243.82016589
2018-11-14,982.88365295
2018-11-15,714.23885994
2018-11-16,313.05022609
2018-11-17,91.85525608
2018-11-18,212.36604976
2018-11-19,391.34780942
2018-11-20,624.84468436
2018-11-21,491.88789279
2018-11-22,366.41874211
2018-11-23,298.25295859
2018-11-24,352.14242878
2018-11-25,494.17210878
2018-11-26,656.12458433
2018-11-27,438.29845928
2018-11-28,474.6997229
2018-11-29,632.39803526
2018-11-30,1124.76972696
2018-12-01,226.52546983
2018-12-02,168.76831002
2018-12-03,340.94690096
2018-12-04,410.32541158
2018-12-05,442.26311397
2018-12-06,437.79024571
2018-12-07,583.36067753
2018-12-08,452.55241066
2018-12-09,267.455127
2018-12-10,689.53770102
2018-12-11,313.79911598
2018-12-12,501.87644302
2018-12-13,277.41455889
2018-12-14,448.07500744
2018-12-15,398.36221896
2018-12-16,291.19422699
2018-12-17,618.80226545
2018-12-18,629.66799774
2018-12-19,784.08414095
2018-12-20,799.75207636
2018-12-21,369.52392391
2018-12-22,111.60702296
2018-12-23,208.43152822
2018-12-24,571.39181399
2018-12-25,276.23804588
2018-12-26,199.88161967
2018-12-27,421.44310386
2018-12-28,384.26553099
2018-12-29,175.985516
2018-12-30,165.72352172
2018-12-31,351.05354801
2019-01-01,523.64473514
2019-01-02,815.13177128
2019-01-03,325.11275326
2019-01-04,444.47610532
2019-01-05,91.25209268
2019-01-06,277.76647056
2019-01-07,313.04726996
2019-01-08,448.02604813
2019-01-09,557.98547083
2019-01-10,1700.17655305
2019-01-11,552.45984143
2019-01-12,177.11152329
2019-01-13,176.06762693
2019-01-14,342.2315381
2019-01-15,205.69221844
2019-01-16,244.07625461
2019-01-17,316.54686348
2019-01-18,248.34005497
2019-01-19,205.22103236
2019-01-20,246.34068744
2019-01-21,293.76251051
2019-01-22,477.55584869
2019-01-23,357.5773601
2019-01-24,287.98283102
2019-01-25,520.67014275
2019-01-26,331.8239943
2019-01-27,325.05608329
2019-01-28,580.11781705
2019-01-29,426.92995533
2019-01-30,349.99210948
2019-01-31,553.65106324
2019-02-01,687.00893671
2019-02-02,600.06020478
2019-02-03,210.52754621
2019-02-04,351.27981514
2019-02-05,192.67875062
2019-02-06,128.60981509
2019-02-07,168.59419901
2019-02-08,123.05643468
2019-02-09,146.02330611
2019-02-10,52.57594059
2019-02-11,133.37768386
2019-02-12,323.51023947
2019-02-13,303.06905452
2019-02-14,491.57461504
2019-02-15,418.59523163
2019-02-16,277.23592453
2019-02-17,132.80582979
2019-02-18,305.31324721
2019-02-19,693.43589542
2019-02-20,624.50980589
2019-02-21,453.58039675
2019-02-22,201.02395694
2019-02-23,194.01691484
2019-02-24,365.82265311
2019-02-25,540.19617282
2019-02-26,381.11391582
2019-02-27,465.38707262
2019-02-28,564.31545774
2019-03-01,413.95536346
2019-03-02,251.92457261
2019-03-03,117.43474347
2019-03-04,706.07461008
2019-03-05,606.98881995
2019-03-06,226.01065758
2019-03-07,221.9081744
2019-03-08,227.4154919
2019-03-09,1244.73021748
2019-03-10,211.62288125
2019-03-11,370.36501036
2019-03-12,367.48731735
2019-03-13,197.96539248
2019-03-14,293.5968977
2019-03-15,510.59086716
2019-03-16,272.2793529
2019-03-17,73.76131678
2019-03-18,168.43136106
2019-03-19,110.96325335
2019-03-20,377.54553343
2019-03-21,613.48355979
2019-03-22,298.4939426
2019-03-23,178.05821813
2019-03-24,270.81428727
2019-03-25,266.30851831
2019-03-26,205.17644919
2019-03-27,217.95110974
2019-03-28,510.5662056
2019-03-29,391.58580456
2019-03-30,314.62283018
2019-03-31,117.74890532
2019-04-01,373.4019682
2019-04-02,518.2533898
2019-04-03,624.75249833
2019-04-04,493.03203547
2019-04-05,146.58939893
2019-04-06,164.43666957
2019-04-07,614.85492369
2019-04-08,513.0729694
2019-04-09,369.94115672
2019-04-10,388.53231969
2019-04-11,578.32706158
2019-04-12,272.05857631
2019-04-13,194.10781155
2019-04-14,96.95983178
2019-04-15,379.39955169
2019-04-16,237.70915499
2019-04-17,567.18200264
2019-04-18,272.03932615
2019-04-19,214.72804228
2019-04-20,153.02364192
2019-04-21,174.66276521
2019-04-22,165.58515859
2019-04-23,253.41745446
2019-04-24,389.0063583
2019-04-25,398.01899256
2019-04-26,521.80526224
2019-04-27,298.39063826
2019-04-28,465.70757007
2019-04-29,365.92146315
2019-04-30,328.77251634
2019-05-01,134.41693896
2019-05-02,214.37225129
2019-05-03,222.7556236
2019-05-04,210.9076705
2019-05-05,194.71293718
2019-05-06,317.42307343
2019-05-07,1243.58622361
2019-05-08,434.34374264
2019-05-09,439.89757403
2019-05-10,561.45955711
2019-05-11,304.6545355
2019-05-12,224.22895775
2019-05-13,340.08561815
2019-05-14,530.37477595
2019-05-15,377.50070333
2019-05-16,376.92557719
2019-05-17,398.50695126
2019-05-18,213.7488521
2019-05-19,212.38340583
2019-05-20,746.30455409
2019-05-21,453.22971604
2019-05-22,416.08666355
2019-05-23,327.83148891
2019-05-24,203.74505567
2019-05-25,150.15780265
2019-05-26,103.81922183
2019-05-27,613.38974975
2019-05-28,426.67098762
2019-05-29,352.00634937
2019-05-30,660.51927245
2019-05-31,658.45634874
2019-06-01,350.45747404
2019-06-02,313.16330943
2019-06-03,637.52844447
2019-06-04,726.60450882
2019-06-05,375.81517125
2019-06-06,460.71295572
2019-06-07,175.62390564
2019-06-08,486.13393483
2019-06-09,265.80107227
2019-06-10,269.28546914
2019-06-11,113.05433619
2019-06-12,305.05687501
2019-06-13,313.8347073
2019-06-14,373.22040621
2019-06-15,373.44323469
2019-06-16,98.971419
2019-06-17,459.34304269
2019-06-18,198.58889502
2019-06-19,299.33909139
2019-06-20,254.46574984
2019-06-21,327.25785639
2019-06-22,291.67669152
2019-06-23,255.16457333
2019-06-24,297.43360325
2019-06-25,517.37206067
2019-06-26,521.94601696
2019-06-27,511.81663662
2019-06-28,435.40247184
2019-06-29,206.79407498
2019-06-30,213.19340163
2019-07-01,205.26676097
2019-07-02,283.36873366
2019-07-03,374.17471336
2019-07-04,532.70308762
2019-07-05,519.55799385
2019-07-06,77.46035585
2019-07-07,102.7110041
2019-07-08,225.29063102
2019-07-09,186.55149822
2019-07-10,335.29339555
2019-07-11,411.96369483
2019-07-12,263.31752399
2019-07-13,195.27446076
2019-07-14,333.8442054
2019-07-15,636.05538994
2019-07-16,484.88601353
2019-07-17,658.43490661
2019-07-18,393.03332378
2019-07-19,158.58158162
2019-07-20,162.91178642
2019-07-21,161.71334549
2019-07-22,222.3157109
2019-07-23,362.75730446
2019-07-24,467.92430615
2019-07-25,201.49816171
2019-07-26,309.49308349
2019-07-27,242.72040472
2019-07-28,143.43882171
2019-07-29,377.23599474
2019-07-30,5886.55480327
2019-07-31,245.49071022
2019-08-01,148.06804217
2019-08-02,160.52541267
2019-08-03,137.36228945
2019-08-04,226.68359576
2019-08-05,357.00927459
2019-08-06,446.81627315
2019-08-07,243.86932666
2019-08-08,286.21799086
2019-08-09,216.82688383
2019-08-10,414.73173722
2019-08-11,61.25854801
2019-08-12,228.84390175
2019-08-13,178.80050266
2019-08-14,219.81295396
2019-08-15,511.82971534
2019-08-16,308.50151212
2019-08-17,71.07871142
2019-08-18,158.71216062
2019-08-19,461.80424113
2019-08-20,185.42506225
2019-08-21,266.41874257
2019-08-22,292.22650892
2019-08-23,294.54344042
2019-08-24,172.43049094
2019-08-25,161.97569592
2019-08-26,407.47877804
2019-08-27,248.24418993
2019-08-28,516.57393841
2019-08-29,883.42581637
2019-08-30,556.89048966
2019-08-31,279.38517953
2019-09-01,291.29336787
2019-09-02,547.29008122
2019-09-03,297.12780546
2019-09-04,156.24775859
2019-09-05,449.96374588
2019-09-06,331.0321468
2019-09-07,273.0523977
2019-09-08,158.26706066
2019-09-09,316.06593767
2019-09-10,407.95242216
2019-09-11,220.78429229
2019-09-12,615.30733898
2019-09-13,392.08637426
2019-09-14,308.26415724
2019-09-15,272.35874339
2019-09-16,622.11966194
2019-09-17,193.88295512
2019-09-18,203.97012957
2019-09-19,495.27256624
2019-09-20,448.06282145
2019-09-21,142.94092734
2019-09-22,181.60396939
2019-09-23,340.39434467
2019-09-24,649.41015343
2019-09-25,544.89363742
2019-09-26,678.79078979
2019-09-27,1604.72898576
2019-09-28,551.95075798
2019-09-29,1535.41967989
2019-09-30,1214.90483834
2019-10-01,790.13508698
2019-10-02,208.67118191
2019-10-03,157.80271304
2019-10-04,241.49156785
2019-10-05,286.61852281
2019-10-06,335.30423979
2019-10-07,228.10644296
2019-10-08,487.03375234
2019-10-09,628.00641035
2019-10-10,461.51619917
2019-10-11,637.25603082
2019-10-12,608.06755604
2019-10-13,442.02217634
2019-10-14,819.60220163
2019-10-15,789.74372168
2019-10-16,499.70238388
2019-10-17,366.23297963
2019-10-18,286.80092125
2019-10-19,214.48056866
2019-10-20,325.91380303
2019-10-21,334.94349352
2019-10-22,365.70675553
2019-10-23,456.09869846
2019-10-24,610.49044749
2019-10-25,890.72882739
2019-10-26,592.98496886
2019-10-27,211.01305502
2019-10-28,428.64185271
2019-10-29,706.88594628
2019-10-30,933.19995183
2019-10-31,434.12862977
2019-11-01,399.19224064
2019-11-02,411.01405668
2019-11-03,170.10664815
2019-11-04,305.77382721
2019-11-05,361.08705369
2019-11-06,552.84386106
2019-11-07,354.74521493
2019-11-08,286.35141317
2019-11-09,230.59868032
2019-11-10,247.91369201
2019-11-11,450.38165413
2019-11-12,291.43961406
2019-11-13,246.54324801
2019-11-14,1046.71657487
2019-11-15,339.26319239
2019-11-16,329.81221969
2019-11-17,162.20834153
2019-11-18,374.65408783
2019-11-19,551.32898884
2019-11-20,684.69054225
2019-11-21,539.58822893
2019-11-22,1387.06007421
2019-11-23,455.42486174
2019-11-24,745.63401789
2019-11-25,994.10653373
2019-11-26,608.49270684
2019-11-27,867.43531276
2019-11-28,597.00786755
2019-11-29,513.62147366
2019-11-30,330.89048659
2019-12-01,341.12287188
2019-12-02,587.51723912
2019-12-03,495.73974681
2019-12-04,576.16011256
2019-12-05,334.51352109
2019-12-06,470.16620522
2019-12-07,279.80198728
2019-12-08,230.16416899
2019-12-09,362.2486242
2019-12-10,484.92435514
2019-12-11,522.21975493
2019-12-12,467.72542866
2019-12-13,410.83555219
2019-12-14,195.86511971
2019-12-15,445.33964277
2019-12-16,342.96442136
2019-12-17,562.57629669
2019-12-18,1325.28295261
2019-12-19,687.93924254
2019-12-20,296.94458802
2019-12-21,129.22164174
2019-12-22,218.91195959
2019-12-23,321.16413255
2019-12-24,309.99987766
2019-12-25,724.98151394
2019-12-26,388.01268733
2019-12-27,303.7332601
2019-12-28,236.00010817
2019-12-29,276.23611308
2019-12-30,337.69120919
2019-12-31,1035.46442991
2020-01-01,332.63015098
2020-01-02,292.02194649
2020-01-03,325.61658561
2020-01-04,149.58558815
2020-01-05,305.83870296
2020-01-06,627.12163221
2020-01-07,555.15583488
2020-01-08,785.28050263
2020-01-09,509.24412814
2020-01-10,533.34214131
2020-01-11,368.21839803
2020-01-12,236.04598548
2020-01-13,372.97726586
2020-01-14,493.99633207
2020-01-15,426.50038106
2020-01-16,519.97511046
2020-01-17,527.3972744
2020-01-18,355.05320813
2020-01-19,542.01506873
2020-01-20,408.27813612
2020-01-21,781.5912042
2020-01-22,315.11881957
2020-01-23,399.02002369
2020-01-24,225.19784161
2020-01-25,191.73674791
2020-01-26,167.31247003
2020-01-27,220.60502249
2020-01-28,302.29261276
2020-01-29,403.46994762
2020-01-30,434.31029013
2020-01-31,500.03042582
2020-02-01,223.18949744
2020-02-02,185.64228339
2020-02-03,345.98598948
2020-02-04,622.98239435
2020-02-05,492.80788183
2020-02-06,322.02575456
2020-02-07,480.05933424
2020-02-08,238.32467173
2020-02-09,481.41794769
2020-02-10,518.98257284
2020-02-11,527.64720504
2020-02-12,499.2884035
2020-02-13,964.77644005
2020-02-14,297.33668095
2020-02-15,435.72623444
2020-02-16,492.96066896
2020-02-17,388.09063711
2020-02-18,537.81858949
2020-02-19,452.34915521
2020-02-20,1206.37815437
2020-02-21,369.2484595
2020-02-22,469.74516312
2020-02-23,195.80942967
2020-02-24,621.15122717
2020-02-25,941.22757132
2020-02-26,634.03305771
2020-02-27,435.05487217
2020-02-28,505.35928923
2020-02-29,418.86158829
2020-03-01,244.03488961
2020-03-02,456.08568355
2020-03-03,454.25477024
2020-03-04,547.93148564
2020-03-05,491.45412121
2020-03-06,550.70067683
2020-03-07,135.11251737
2020-03-08,582.56270286
2020-03-09,1472.6684705
2020-03-10,922.41534264
2020-03-11,709.44028763
2020-03-12,2991.39903933
2020-03-13,4455.51829606
2020-03-14,1313.07298376
2020-03-15,854.56060212
2020-03-16,3834.02280845
2020-03-17,2235.92982581
2020-03-18,1411.3173668
2020-03-19,1130.77016789
2020-03-20,1161.39122963
2020-03-21,415.8777848
2020-03-22,402.60839793
2020-03-23,899.86910736
2020-03-24,1235.98756305
2020-03-25,496.17569813
2020-03-26,592.5126636
2020-03-27,643.17343288
2020-03-28,2206.28030794
2020-03-29,304.48339501
2020-03-30,1241.8949618
2020-03-31,717.68884024
2020-04-01,1024.87618759
2020-04-02,564.41955068
2020-04-03,353.3592926
2020-04-04,303.8545093
2020-04-05,153.47626769
2020-04-06,558.89010198
2020-04-07,543.28598264
2020-04-08,380.34830815
2020-04-09,292.00303243
2020-04-10,545.45744639
2020-04-11,284.17352437
2020-04-12,240.68978139
2020-04-13,732.50544731
2020-04-14,453.51888207
2020-04-15,983.43591706
2020-04-16,1335.95335531
2020-04-17,804.8559869
2020-04-18,521.18472267
2020-04-19,414.95844315
2020-04-20,614.51433191
2020-04-21,1251.78213797
2020-04-22,948.44958704
2020-04-23,566.8880577
2020-04-24,379.18231594
2020-04-25,579.37408812
2020-04-26,238.85783143
2020-04-27,530.30269207
2020-04-28,527.02895654
2020-04-29,435.9983173
2020-04-30,797.82225386
2020-05-01,379.87142252
2020-05-02,118.55813409
2020-05-03,153.06759517
2020-05-04,458.35905502
2020-05-05,363.94577678
2020-05-06,421.07743744
2020-05-07,335.80837656
2020-05-08,664.02332587
2020-05-09,482.41842185
2020-05-10,625.2962315
2020-05-11,509.74817316
2020-05-12,914.29785126
2020-05-13,284.93621553
2020-05-14,811.81724126
2020-05-15,413.77474333
2020-05-16,435.29625704
2020-05-17,104.90565125
2020-05-18,260.94397651
2020-05-19,224.92296834
2020-05-20,342.34151005
2020-05-21,667.17533147
2020-05-22,318.31478468
2020-05-23,88.3575558
2020-05-24,137.89562999
2020-05-25,2403.52451832
2020-05-26,272.74568581
2020-05-27,645.14275755
2020-05-28,200.75652719
2020-05-29,130.95256484
2020-05-30,144.94077613
2020-05-31,88.7612445
2020-06-01,120.88754649
2020-06-02,3940.29509677
2020-06-03,1680.10182334
2020-06-04,397.49289865
2020-06-05,185.13602611
2020-06-06,69.82176234
2020-06-07,107.87903601
2020-06-08,262.33516643
2020-06-09,183.21481662
2020-06-10,230.12020151
2020-06-11,384.61081618
2020-06-12,613.78521578
2020-06-13,452.6338144
2020-06-14,171.83655078
2020-06-15,721.96356623
2020-06-16,230.49276387
2020-06-17,300.55665035
2020-06-18,480.00820673
2020-06-19,381.1015653
2020-06-20,143.38842698
2020-06-21,165.55049729
2020-06-22,161.59283062
2020-06-23,246.57567084
2020-06-24,984.34590975
2020-06-25,178.39902909
2020-06-26,304.21981246
2020-06-27,393.36816919
2020-06-28,320.60119955
2020-06-29,676.4340513
2020-06-30,329.75999381
2020-07-01,1096.27018094
2020-07-02,594.06759583
2020-07-03,625.53794344
2020-07-04,180.44002524
2020-07-05,245.40108528
2020-07-06,208.60995253
2020-07-07,147.93443369
2020-07-08,202.74125027
2020-07-09,208.17351511
2020-07-10,355.43906952
2020-07-11,115.35345377
2020-07-12,138.53527619
2020-07-13,212.68825286
2020-07-14,279.03059392
2020-07-15,332.97836154
2020-07-16,228.23041078
2020-07-17,295.03902746
2020-07-18,222.23250897
2020-07-19,206.60171842
2020-07-20,261.85936628
2020-07-21,301.61322007
2020-07-22,165.10899513
2020-07-23,598.7990869
2020-07-24,943.29428956
2020-07-25,591.79518021
2020-07-26,694.83918239
2020-07-27,629.79388303
2020-07-28,521.75942552
2020-07-29,532.20463274
2020-07-30,525.26744138
2020-07-31,371.45329405
2020-08-01,75.08800445
2020-08-02,269.07565595
2020-08-03,571.0194341
2020-08-04,615.34496012
2020-08-05,724.22374714
2020-08-06,443.5048088
2020-08-07,312.1409625
2020-08-08,226.55384402
2020-08-09,196.46045449
2020-08-10,695.6608095
2020-08-11,379.49569476
2020-08-12,303.01175462
2020-08-13,237.3498648
2020-08-14,269.50095099
2020-08-15,61.74342637
2020-08-16,152.41970886
2020-08-17,338.62412322
2020-08-18,377.15627284
2020-08-19,231.98149507
2020-08-20,195.20558261
2020-08-21,191.86215681
2020-08-22,90.79665617
2020-08-23,101.14850223
2020-08-24,206.78055553
2020-08-25,230.6973423
2020-08-26,342.8289733
2020-08-27,306.95371148
2020-08-28,229.93227223
2020-08-29,119.41219633
2020-08-30,143.75426835
2020-08-31,605.73035091
2020-09-01,292.66213649
2020-09-02,2135.4405825
2020-09-03,705.41762659
2020-09-04,1496.79430948
2020-09-05,583.26183672
2020-09-06,462.949588
2020-09-07,368.73819878
2020-09-08,322.14995539
2020-09-09,384.9548596
2020-09-10,257.86019243
2020-09-11,1108.31291712
2020-09-12,115.08436823
2020-09-13,504.26588969
2020-09-14,402.52487173
2020-09-15,395.56880031
2020-09-16,236.22336828
2020-09-17,370.67466138
2020-09-18,394.16840693
2020-09-19,198.49173477
2020-09-20,852.11632859
2020-09-21,417.68801381
2020-09-22,271.14189463
2020-09-23,255.61586067
2020-09-24,159.48140992
2020-09-25,569.78708504
2020-09-26,303.66454402
2020-09-27,901.28064012
2020-09-28,182.08443451
2020-09-29,385.32190695
2020-09-30,156.02441736
2020-10-01,235.59497958
2020-10-02,1050.48663402
2020-10-03,204.57984471
2020-10-04,182.18550847
2020-10-05,287.85902445
2020-10-06,275.01726316
2020-10-07,318.59147128
2020-10-08,181.72087898
2020-10-09,589.92768852
2020-10-10,248.26594899
2020-10-11,241.9143145
2020-10-12,256.34319187
2020-10-13,311.89231081
2020-10-14,235.30001584
2020-10-15,622.46234306
2020-10-16,1579.5249967
2020-10-17,216.94560297
2020-10-18,287.50885657
2020-10-19,377.84273882
2020-10-20,233.52012348
2020-10-21,904.85971812
2020-10-22,299.63760985
2020-10-23,254.23030172
2020-10-24,280.97154318
2020-10-25,171.64684075
2020-10-26,340.07162129
2020-10-27,927.46986199
2020-10-28,850.94405882
2020-10-29,565.84392819
2020-10-30,662.5537979
2020-10-31,205.8029261
2020-11-01,1613.74898675
2020-11-02,1176.74265575
2020-11-03,1694.35077651
2020-11-04,600.13049348
2020-11-05,855.99765253
2020-11-06,345.63284364
2020-11-07,315.99162796
2020-11-08,280.5579298
2020-11-09,266.80678403
2020-11-10,162.16847361
2020-11-11,261.72101727
2020-11-12,1627.61064615
2020-11-13,187.33378876
2020-11-14,237.38303845
2020-11-15,148.62388787
2020-11-16,263.76564808
2020-11-17,635.62372241
2020-11-18,1238.80216306
2020-11-19,262.79049493
2020-11-20,166.67290111
2020-11-21,372.00164358
2020-11-22,212.92775645
2020-11-23,258.3800306
2020-11-24,309.038428
2020-11-25,282.80506031
2020-11-26,2160.60314391
2020-11-27,643.76966001
2020-11-28,436.62607014
2020-11-29,327.41302844
2020-11-30,287.87194991
2020-12-01,428.97943706
2020-12-02,165.18170062
2020-12-03,767.0443297
2020-12-04,412.4924772
2020-12-05,76.27407058
2020-12-06,186.49191726
2020-12-07,186.49697727
2020-12-08,369.25688161
2020-12-09,251.52723805
2020-12-10,380.71738735
2020-12-11,286.48533719
2020-12-12,229.41323239
2020-12-13,178.48858652
2020-12-14,263.8651542
2020-12-15,169.75327675
2020-12-16,255.51922365
2020-12-17,399.50290769
2020-12-18,2378.5516324
2020-12-19,265.7100738
2020-12-20,170.45731242
2020-12-21,267.02465127
2020-12-22,956.03850372
2020-12-23,2023.41360034
2020-12-24,213.92026372
2020-12-25,1708.02733323
2020-12-26,399.26453502
2020-12-27,245.18715794
2020-12-28,1166.80307045
2020-12-29,571.96165501
2020-12-30,146.31311794
2020-12-31,328.16355176
2021-01-01,130.84846189
2021-01-02,510.62022013
2021-01-03,345.71293232
2021-01-04,899.92032454
2021-01-05,703.16673227
2021-01-06,352.46885616
2021-01-07,446.01870248
2021-01-08,256.50096693
2021-01-09,106.18535472
2021-01-10,114.47254411
2021-01-11,1051.10322016
2021-01-12,708.74259479
2021-01-13,224.89314257
2021-01-14,550.89330179
2021-01-15,565.5647283
2021-01-16,181.89183561
2021-01-17,188.33901369
2021-01-18,837.70054039
2021-01-19,1355.85277955
2021-01-20,447.00003427
2021-01-21,216.39517772
2021-01-22,388.1839724
2021-01-23,180.50451052
2021-01-24,113.29511108
2021-01-25,193.39287525
2021-01-26,114.50520644
2021-01-27,305.62342533
2021-01-28,807.93769457
2021-01-29,360.11612746
2021-01-30,240.18264785
2021-01-31,137.94438048
2021-02-01,581.69721183
2021-02-02,370.6234432
2021-02-03,163.45953958
2021-02-04,172.55211994
2021-02-05,129.9115333
2021-02-06,114.94654064
2021-02-07,200.70316997
2021-02-08,168.77524431
2021-02-09,960.88839542
2021-02-10,561.16588002
2021-02-11,650.75057038
2021-02-12,151.38245096
2021-02-13,167.40257769
2021-02-14,93.15371254
2021-02-15,209.90746559
2021-02-16,305.82270985
2021-02-17,159.35093388
2021-02-18,197.62232481
2021-02-19,484.47188906
2021-02-20,187.51350401
2021-02-21,105.59325057
2021-02-22,1076.17985534
2021-02-23,480.77413291
2021-02-24,487.87293657
2021-02-25,265.23095102
2021-02-26,475.98033907
2021-02-27,138.38378483
2021-02-28,210.10636267
2021-03-01,655.62888408
2021-03-02,134.57726773
2021-03-03,178.37995577
2021-03-04,223.24191288
2021-03-05,376.20245802
2021-03-06,82.62188165
2021-03-07,504.37799924
2021-03-08,724.08641598
2021-03-09,647.62905143
2021-03-10,311.85452282
2021-03-11,453.27947831
2021-03-12,124.95184241
2021-03-13,487.63247358
2021-03-14,67.96922619
2021-03-15,277.56436847
2021-03-16,445.09629576
2021-03-17,318.41434826
2021-03-18,123.27825668
2021-03-19,179.82739923
2021-03-20,136.1297097
2021-03-21,115.03806536
2021-03-22,494.21161787
2021-03-23,396.79646032
2021-03-24,148.29479516
2021-03-25,183.77811816
2021-03-26,124.24178241
2021-03-27,708.9507586
2021-03-28,67.02743084
2021-03-29,331.72140841
2021-03-30,1446.65995917
2021-03-31,358.88409486
2021-04-01,213.77501945
2021-04-02,423.51360416
2021-04-03,180.73156957
2021-04-04,142.22988208
2021-04-05,476.5332696
2021-04-06,219.25537671
2021-04-07,467.84216478
2021-04-08,158.38354725
2021-04-09,226.89809579
2021-04-10,111.93967239
2021-04-11,114.92843203
2021-04-12,244.2008833
2021-04-13,462.82189783
2021-04-14,115.42830105
2021-04-15,419.37977639
2021-04-16,542.93838897
2021-04-17,175.53972153
2021-04-18,662.18705345
2021-04-19,512.44993772
2021-04-20,311.8651061
2021-04-21,149.64601272
2021-04-22,292.78977625
2021-04-23,693.1383467
2021-04-24,132.98649492
2021-04-25,173.65251826
2021-04-26,173.58724682
2021-04-27,362.1309634
2021-04-28,212.97531827
2021-04-29,495.20925994
2021-04-30,245.77891558
2021-05-01,89.30164208
2021-05-02,117.49079243
2021-05-03,137.44256955
2021-05-04,113.74794258
2021-05-05,341.32078299
2021-05-06,116.82839804
2021-05-07,1017.02869367
2021-05-08,359.88608083
2021-05-09,1476.18049512
2021-05-10,334.68999953
2021-05-11,268.02870006
2021-05-12,284.38703705
2021-05-13,394.4506692
2021-05-14,249.4709913
2021-05-15,93.57410242
2021-05-16,558.89349674
2021-05-17,338.063217
2021-05-18,246.82025688
2021-05-19,2247.57885926
2021-05-20,1050.79675805
2021-05-21,685.27105262
2021-05-22,764.34741012
2021-05-23,871.12640254
2021-05-24,358.27029481
2021-05-25,200.20855484
2021-05-26,387.64883565
2021-05-27,462.94702675
2021-05-28,383.87696367
2021-05-29,75.96877755
2021-05-30,96.35650224
2021-05-31,75.71321819
2021-06-01,291.32910445
2021-06-02,59.78310742
2021-06-03,129.12489397
2021-06-04,159.01994482
