date,Miner Outflow (Mean)
2012-03-04,47.78160951
2012-03-05,42.69633368
2012-03-06,54.87563645
2012-03-07,50.59613523
2012-03-08,54.13254117
2012-03-09,53.87444802
2012-03-10,51.96556698
2012-03-11,48.42959438
2012-03-12,54.76791601
2012-03-13,58.25714852
2012-03-14,107.38076928
2012-03-15,50.45731174
2012-03-16,53.93764786
2012-03-17,29.61055113
2012-03-18,39.93193593
2012-03-19,61.18184343
2012-03-20,47.90978567
2012-03-21,52.75050829
2012-03-22,60.70327842
2012-03-23,61.16303608
2012-03-24,48.27394605
2012-03-25,48.84852329
2012-03-26,59.30873595
2012-03-27,58.63482605
2012-03-28,52.57431937
2012-03-29,50.83779446
2012-03-30,57.09294431
2012-03-31,51.01758941
2012-04-01,57.6936904
2012-04-02,60.58268416
2012-04-03,53.1986975
2012-04-04,55.57413787
2012-04-05,51.28842417
2012-04-06,58.96174241
2012-04-07,55.14763491
2012-04-08,36.25926225
2012-04-09,58.21476094
2012-04-10,64.04922213
2012-04-11,62.52318039
2012-04-12,65.0617049
2012-04-13,69.55822973
2012-04-14,60.78401546
2012-04-15,32.65953593
2012-04-16,103.91991762
2012-04-17,55.5086025
2012-04-18,61.82092618
2012-04-19,79.29674829
2012-04-20,92.76606648
2012-04-21,64.60691417
2012-04-22,117.07789202
2012-04-23,57.20914366
2012-04-24,67.6778706
2012-04-25,49.30444322
2012-04-26,59.76822365
2012-04-27,58.15429741
2012-04-28,46.15382514
2012-04-29,38.5944671
2012-04-30,67.71690101
2012-05-01,62.31021524
2012-05-02,68.90509531
2012-05-03,48.17126482
2012-05-04,55.19484806
2012-05-05,49.04916625
2012-05-06,55.35852999
2012-05-07,67.06674237
2012-05-08,55.67161759
2012-05-09,76.05776647
2012-05-10,57.8666578
2012-05-11,69.98992415
2012-05-12,105.65059707
2012-05-13,43.71642751
2012-05-14,57.55337136
2012-05-15,58.84604997
2012-05-16,59.02791884
2012-05-17,56.87004864
2012-05-18,75.15303943
2012-05-19,67.00352195
2012-05-20,86.91999737
2012-05-21,73.18887525
2012-05-22,62.46322082
2012-05-23,60.06701987
2012-05-24,46.59953208
2012-05-25,44.54162884
2012-05-26,45.26390972
2012-05-27,49.47188772
2012-05-28,75.21899853
2012-05-29,41.58128845
2012-05-30,49.30701874
2012-05-31,51.65600842
2012-06-01,70.67638425
2012-06-02,56.88901671
2012-06-03,30.34040497
2012-06-04,51.17206797
2012-06-05,52.2751885
2012-06-06,50.43665575
2012-06-07,36.09583716
2012-06-08,53.22354792
2012-06-09,83.73607814
2012-06-10,29.10253114
2012-06-11,45.68272614
2012-06-12,54.10771842
2012-06-13,44.90681856
2012-06-14,39.97174296
2012-06-15,38.59450637
2012-06-16,57.68613989
2012-06-17,50.83073609
2012-06-18,47.29004678
2012-06-19,67.5145871
2012-06-20,38.74613212
2012-06-21,42.4472237
2012-06-22,43.2794868
2012-06-23,31.42529659
2012-06-24,65.81597475
2012-06-25,27.29921073
2012-06-26,43.01264047
2012-06-27,50.43053001
2012-06-28,43.49143496
2012-06-29,34.65598411
2012-06-30,30.14124225
2012-07-01,28.78350481
2012-07-02,42.38990512
2012-07-03,46.78090966
2012-07-04,53.17178388
2012-07-05,37.67535475
2012-07-06,31.49823831
2012-07-07,33.44507352
2012-07-08,48.73924139
2012-07-09,44.73739972
2012-07-10,72.48193923
2012-07-11,56.05709165
2012-07-12,91.2793422
2012-07-13,51.81926751
2012-07-14,33.90545986
2012-07-15,26.83638977
2012-07-16,58.65199449
2012-07-17,46.33916993
2012-07-18,47.45471483
2012-07-19,50.73497965
2012-07-20,30.38211767
2012-07-21,34.91656748
2012-07-22,29.58407377
2012-07-23,45.12324441
2012-07-24,54.42616604
2012-07-25,67.74051255
2012-07-26,49.47735093
2012-07-27,51.28956286
2012-07-28,26.58156457
2012-07-29,40.53569441
2012-07-30,44.2944138
2012-07-31,26.23361079
2012-08-01,48.16939899
2012-08-02,59.61471498
2012-08-03,46.94449505
2012-08-04,30.53085178
2012-08-05,27.27444412
2012-08-06,35.01995898
2012-08-07,46.18622022
2012-08-08,46.12338746
2012-08-09,53.02677942
2012-08-10,37.50681982
2012-08-11,27.30829395
2012-08-12,24.87414323
2012-08-13,26.6360978
2012-08-14,45.94069181
2012-08-15,44.06691304
2012-08-16,31.06252757
2012-08-17,41.38770992
2012-08-18,49.38707943
2012-08-19,41.81333765
2012-08-20,85.43331494
2012-08-21,59.73721413
2012-08-22,72.40900089
2012-08-23,38.90015146
2012-08-24,32.80552076
2012-08-25,17.61487744
2012-08-26,27.7439432
2012-08-27,28.33525298
2012-08-28,35.0931922
2012-08-29,38.66969661
2012-08-30,41.84793993
2012-08-31,29.02012344
2012-09-01,21.36371383
2012-09-02,49.38079071
2012-09-03,71.13345594
2012-09-04,43.54744551
2012-09-05,58.02282998
2012-09-06,44.60708464
2012-09-07,71.30108349
2012-09-08,48.10221267
2012-09-09,90.14482809
2012-09-10,78.8126253
2012-09-11,45.33030031
2012-09-12,45.68648663
2012-09-13,62.80372337
2012-09-14,42.47920088
2012-09-15,28.70447135
2012-09-16,41.71857861
2012-09-17,49.48950473
2012-09-18,30.05404061
2012-09-19,25.98587105
2012-09-20,22.69632821
2012-09-21,25.47848832
2012-09-22,42.30525238
2012-09-23,33.41727978
2012-09-24,43.56948007
2012-09-25,33.08017505
2012-09-26,24.5224944
2012-09-27,29.02588117
2012-09-28,33.38088107
2012-09-29,25.48487806
2012-09-30,11.41928517
2012-10-01,28.42830289
2012-10-02,23.30582111
2012-10-03,28.16514959
2012-10-04,32.01372066
2012-10-05,18.40730266
2012-10-06,29.18639295
2012-10-07,21.75411494
2012-10-08,29.36471129
2012-10-09,28.01912401
2012-10-10,31.05161189
2012-10-11,39.47015515
2012-10-12,28.45094117
2012-10-13,26.2942695
2012-10-14,28.54678255
2012-10-15,28.74847588
2012-10-16,27.90283351
2012-10-17,34.96370497
2012-10-18,24.12690385
2012-10-19,28.23183353
2012-10-20,62.21544283
2012-10-21,14.81478053
2012-10-22,31.22574409
2012-10-23,45.21234293
2012-10-24,41.89913779
2012-10-25,39.25183373
2012-10-26,43.47497391
2012-10-27,35.7594329
2012-10-28,32.73148998
2012-10-29,40.05241343
2012-10-30,34.20238311
2012-10-31,32.07194417
2012-11-01,25.8956081
2012-11-02,26.88889536
2012-11-03,11.64974196
2012-11-04,33.06640992
2012-11-05,26.91727456
2012-11-06,32.00112659
2012-11-07,23.50726906
2012-11-08,32.23228816
2012-11-09,23.13760492
2012-11-10,28.26210038
2012-11-11,24.25120524
2012-11-12,35.44142828
2012-11-13,19.93177842
2012-11-14,26.42971658
2012-11-15,37.57434497
2012-11-16,53.93551525
2012-11-17,21.75872143
2012-11-18,34.3736311
2012-11-19,39.60722281
2012-11-20,37.21117471
2012-11-21,27.14142933
2012-11-22,25.30214163
2012-11-23,16.76308622
2012-11-24,15.89538743
2012-11-25,19.74528987
2012-11-26,26.03171931
2012-11-27,67.79552388
2012-11-28,29.42988255
2012-11-29,32.93252632
2012-11-30,35.46538517
2012-12-01,12.20999769
2012-12-02,22.34779261
2012-12-03,57.33052493
2012-12-04,24.71788801
2012-12-05,26.3308406
2012-12-06,22.10205292
2012-12-07,46.8126857
2012-12-08,22.0397148
2012-12-09,34.72247068
2012-12-10,38.55371806
2012-12-11,21.69016861
2012-12-12,41.99538993
2012-12-13,15.18316432
2012-12-14,16.80406011
2012-12-15,14.27529619
2012-12-16,28.41984804
2012-12-17,36.32119609
2012-12-18,13.15223193
2012-12-19,9.96546551
2012-12-20,14.66354019
2012-12-21,13.79543785
2012-12-22,14.91944459
2012-12-23,22.64933266
2012-12-24,6.8652013
2012-12-25,12.08040099
2012-12-26,24.45404457
2012-12-27,8.59225376
2012-12-28,9.37964214
2012-12-29,7.79238639
2012-12-30,32.1675008
2012-12-31,35.36470695
2013-01-01,17.46558249
2013-01-02,21.37570992
2013-01-03,7.96300097
2013-01-04,14.37706548
2013-01-05,16.73632117
2013-01-06,23.80474957
2013-01-07,14.29302406
2013-01-08,14.37380787
2013-01-09,15.65076557
2013-01-10,16.25733944
2013-01-11,11.34006268
2013-01-12,7.4705867
2013-01-13,5.98887944
2013-01-14,7.06311159
2013-01-15,15.21181051
2013-01-16,18.84832017
2013-01-17,10.97091892
2013-01-18,17.66366658
2013-01-19,7.40252441
2013-01-20,6.93983399
2013-01-21,11.35552228
2013-01-22,21.03358077
2013-01-23,16.06020457
2013-01-24,20.83608994
2013-01-25,13.90460047
2013-01-26,12.47261837
2013-01-27,11.68180421
2013-01-28,10.44674593
2013-01-29,33.28077929
2013-01-30,20.34139353
2013-01-31,37.74790787
2013-02-01,26.11948592
2013-02-02,18.55698531
2013-02-03,19.3281277
2013-02-04,12.98661688
2013-02-05,12.02840003
2013-02-06,9.88064942
2013-02-07,16.37206722
2013-02-08,9.23964722
2013-02-09,9.28752195
2013-02-10,19.60834918
2013-02-11,17.12580636
2013-02-12,14.53858253
2013-02-13,18.1771708
2013-02-14,32.59511058
2013-02-15,42.38796959
2013-02-16,13.55749014
2013-02-17,18.57681182
2013-02-18,41.63020138
2013-02-19,25.82957507
2013-02-20,20.59753595
2013-02-21,36.65321736
2013-02-22,18.3642153
2013-02-23,16.60869747
2013-02-24,15.96607926
2013-02-25,34.71723776
2013-02-26,29.99068515
2013-02-27,31.79132539
2013-02-28,49.34662668
2013-03-01,29.22680842
2013-03-02,38.99461866
2013-03-03,21.67938406
2013-03-04,30.92543508
2013-03-05,42.3713385
2013-03-06,45.06297033
2013-03-07,34.23800636
2013-03-08,30.27511444
2013-03-09,25.04906563
2013-03-10,8.13904171
2013-03-11,29.03777545
2013-03-12,37.57707528
2013-03-13,35.03435956
2013-03-14,38.86578037
2013-03-15,29.11985061
2013-03-16,20.99554684
2013-03-17,21.28788788
2013-03-18,23.40331407
2013-03-19,31.55283748
2013-03-20,29.58666416
2013-03-21,26.64597907
2013-03-22,17.52215381
2013-03-23,21.28663142
2013-03-24,19.45035244
2013-03-25,33.8315705
2013-03-26,24.80889545
2013-03-27,15.32286988
2013-03-28,24.82164386
2013-03-29,21.06021839
2013-03-30,16.96200494
2013-03-31,36.18936815
2013-04-01,18.90728647
2013-04-02,26.75126692
2013-04-03,35.83973418
2013-04-04,20.41273133
2013-04-05,23.91457508
2013-04-06,22.94276087
2013-04-07,20.98107798
2013-04-08,24.50055071
2013-04-09,22.48838382
2013-04-10,22.95677051
2013-04-11,29.72734466
2013-04-12,36.56528386
2013-04-13,28.84565904
2013-04-14,33.03263877
2013-04-15,25.35343092
2013-04-16,32.33145362
2013-04-17,27.78470892
2013-04-18,22.99339824
2013-04-19,18.98379492
2013-04-20,15.86158447
2013-04-21,24.94242812
2013-04-22,23.98195078
2013-04-23,21.00220951
2013-04-24,29.33582294
2013-04-25,23.64705015
2013-04-26,31.55668348
2013-04-27,42.54875869
2013-04-28,28.45560014
2013-04-29,22.02935698
2013-04-30,28.82322853
2013-05-01,25.37095051
2013-05-02,30.79946007
2013-05-03,43.18691549
2013-05-04,25.66870793
2013-05-05,19.78608572
2013-05-06,35.1775993
2013-05-07,21.23593063
2013-05-08,24.71182897
2013-05-09,24.85501784
2013-05-10,17.99922555
2013-05-11,17.71618728
2013-05-12,22.91026817
2013-05-13,13.26269743
2013-05-14,18.43705798
2013-05-15,23.01373009
2013-05-16,23.24632456
2013-05-17,28.39139998
2013-05-18,10.96270942
2013-05-19,14.00426087
2013-05-20,17.14564036
2013-05-21,15.05442164
2013-05-22,16.38778776
2013-05-23,16.83292608
2013-05-24,15.32696439
2013-05-25,11.77238789
2013-05-26,6.4658025
2013-05-27,12.30896226
2013-05-28,17.27787149
2013-05-29,14.35789953
2013-05-30,10.6965167
2013-05-31,11.60307073
2013-06-01,7.21652721
2013-06-02,16.35067864
2013-06-03,18.2500556
2013-06-04,19.8330085
2013-06-05,18.03744184
2013-06-06,9.49235907
2013-06-07,15.71497434
2013-06-08,7.0808128
2013-06-09,17.95866037
2013-06-10,21.65395445
2013-06-11,15.34164579
2013-06-12,23.22641646
2013-06-13,24.30063254
2013-06-14,24.34446932
2013-06-15,33.98908964
2013-06-16,29.75632546
2013-06-17,23.53776581
2013-06-18,28.04176376
2013-06-19,26.1527627
2013-06-20,23.73379837
2013-06-21,25.52147479
2013-06-22,11.21733924
2013-06-23,19.38730965
2013-06-24,19.54269016
2013-06-25,22.19144337
2013-06-26,21.10872303
2013-06-27,18.54755207
2013-06-28,31.37230544
2013-06-29,25.81273669
2013-06-30,36.07139131
2013-07-01,45.95915492
2013-07-02,20.35240164
2013-07-03,44.20370886
2013-07-04,38.87516307
2013-07-05,35.44302003
2013-07-06,31.17073402
2013-07-07,28.81642781
2013-07-08,30.2657127
2013-07-09,26.5554996
2013-07-10,28.49019735
2013-07-11,24.34884143
2013-07-12,20.93778455
2013-07-13,31.91505202
2013-07-14,22.75059816
2013-07-15,22.41088226
2013-07-16,18.68304335
2013-07-17,25.12184079
2013-07-18,38.05481167
2013-07-19,12.90998669
2013-07-20,7.05202992
2013-07-21,11.37905057
2013-07-22,10.8004369
2013-07-23,19.24484434
2013-07-24,17.09077095
2013-07-25,16.9798225
2013-07-26,12.47936742
2013-07-27,15.35189662
2013-07-28,18.34161029
2013-07-29,18.23261647
2013-07-30,16.91549584
2013-07-31,27.84411857
2013-08-01,13.1037209
2013-08-02,16.00082513
2013-08-03,7.03421464
2013-08-04,14.01184809
2013-08-05,14.77994643
2013-08-06,19.26953881
2013-08-07,13.77725471
2013-08-08,14.97766771
2013-08-09,11.40766784
2013-08-10,21.11489594
2013-08-11,11.42952729
2013-08-12,11.15173935
2013-08-13,20.2147136
2013-08-14,22.35616596
2013-08-15,17.75479641
2013-08-16,9.61701932
2013-08-17,10.3453183
2013-08-18,12.3139423
2013-08-19,13.5190705
2013-08-20,13.57884245
2013-08-21,15.73694099
2013-08-22,17.8525427
2013-08-23,13.7303825
2013-08-24,12.72554506
2013-08-25,13.79726219
2013-08-26,19.13256031
2013-08-27,22.17160709
2013-08-28,15.4740857
2013-08-29,15.92734687
2013-08-30,12.91403764
2013-08-31,14.44107409
2013-09-01,14.75238384
2013-09-02,11.24234094
2013-09-03,10.31619024
2013-09-04,15.01588316
2013-09-05,14.66160998
2013-09-06,11.24942299
2013-09-07,11.39858484
2013-09-08,11.84369768
2013-09-09,8.55198192
2013-09-10,12.89629175
2013-09-11,12.2930163
2013-09-12,13.67179212
2013-09-13,14.94885066
2013-09-14,12.54134076
2013-09-15,10.12869849
2013-09-16,11.42436858
2013-09-17,10.89078559
2013-09-18,15.743957
2013-09-19,9.33937228
2013-09-20,8.23618305
2013-09-21,7.53538371
2013-09-22,9.498304
2013-09-23,18.7971029
2013-09-24,16.22331355
2013-09-25,13.14294408
2013-09-26,11.06466738
2013-09-27,14.15698399
2013-09-28,6.86318546
2013-09-29,20.04360464
2013-09-30,11.85957707
2013-10-01,9.9812514
2013-10-02,16.64510102
2013-10-03,14.40699874
2013-10-04,10.13397188
2013-10-05,9.44641504
2013-10-06,8.24238722
2013-10-07,33.34567367
2013-10-08,9.48586741
2013-10-09,10.93451388
2013-10-10,11.02901974
2013-10-11,8.98940423
2013-10-12,11.57108471
2013-10-13,10.70360463
2013-10-14,10.09702906
2013-10-15,9.99726246
2013-10-16,11.81313463
2013-10-17,15.87114834
2013-10-18,12.50068525
2013-10-19,14.13944094
2013-10-20,15.39587639
2013-10-21,12.93843583
2013-10-22,11.54486234
2013-10-23,10.39851837
2013-10-24,13.61096748
2013-10-25,10.38599579
2013-10-26,6.83856902
2013-10-27,8.83404161
2013-10-28,7.35255204
2013-10-29,12.82419768
2013-10-30,16.01162572
2013-10-31,7.49578676
2013-11-01,9.53786475
2013-11-02,9.50685001
2013-11-03,6.56172604
2013-11-04,9.1373491
2013-11-05,11.67730119
2013-11-06,11.02174806
2013-11-07,9.58784302
2013-11-08,15.78583791
2013-11-09,11.67296964
2013-11-10,14.14237438
2013-11-11,10.26749538
2013-11-12,11.57639945
2013-11-13,10.91768245
2013-11-14,12.17288625
2013-11-15,14.90148925
2013-11-16,10.82996443
2013-11-17,13.25711815
2013-11-18,13.36962748
2013-11-19,13.31694081
2013-11-20,15.01647993
2013-11-21,6.50801411
2013-11-22,7.57061426
2013-11-23,7.1075719
2013-11-24,6.53523282
2013-11-25,5.11087212
2013-11-26,7.33550749
2013-11-27,8.02669409
2013-11-28,7.0760707
2013-11-29,6.94119742
2013-11-30,4.35512175
2013-12-01,5.91920968
2013-12-02,3.78146242
2013-12-03,3.53777546
2013-12-04,3.55616277
2013-12-05,7.31434269
2013-12-06,6.31978709
2013-12-07,7.6349408
2013-12-08,6.54356178
2013-12-09,4.38737773
2013-12-10,3.94407658
2013-12-11,5.53874844
2013-12-12,3.04620735
2013-12-13,3.43339245
2013-12-14,6.00946998
2013-12-15,3.67784428
2013-12-16,5.28313241
2013-12-17,5.03099324
2013-12-18,7.06277608
2013-12-19,4.91339522
2013-12-20,3.16114009
2013-12-21,3.7470929
2013-12-22,3.35141467
2013-12-23,3.76407159
2013-12-24,2.57677673
2013-12-25,3.41905517
2013-12-26,3.61557143
2013-12-27,2.74936606
2013-12-28,5.68889788
2013-12-29,4.81629963
2013-12-30,3.08635265
2013-12-31,4.15794558
2014-01-01,3.77629394
2014-01-02,2.8059382
2014-01-03,2.81631513
2014-01-04,5.31625542
2014-01-05,5.06499256
2014-01-06,4.69909213
2014-01-07,2.72507869
2014-01-08,3.48430245
2014-01-09,2.87246322
2014-01-10,2.85944233
2014-01-11,3.04005032
2014-01-12,3.52350016
2014-01-13,3.11418778
2014-01-14,2.27522056
2014-01-15,2.88494147
2014-01-16,2.13148252
2014-01-17,1.82796719
2014-01-18,2.77304662
2014-01-19,3.53611495
2014-01-20,3.44341954
2014-01-21,2.7275365
2014-01-22,2.93109479
2014-01-23,2.77195348
2014-01-24,2.8080015
2014-01-25,3.02030301
2014-01-26,3.69627574
2014-01-27,3.10489014
2014-01-28,3.27531143
2014-01-29,2.12070315
2014-01-30,2.71765999
2014-01-31,2.22310968
2014-02-01,2.36078252
2014-02-02,2.54025604
2014-02-03,2.66041772
2014-02-04,2.12937712
2014-02-05,1.36699348
2014-02-06,1.64407172
2014-02-07,3.68654671
2014-02-08,2.53152556
2014-02-09,1.41268099
2014-02-10,2.66240435
2014-02-11,4.43894791
2014-02-12,1.65488013
2014-02-13,2.05904823
2014-02-14,2.20749384
2014-02-15,2.3778377
2014-02-16,2.31288126
2014-02-17,2.30455666
2014-02-18,2.13605457
2014-02-19,2.78619231
2014-02-20,3.51019088
2014-02-21,2.54333278
2014-02-22,2.8735884
2014-02-23,3.61893432
2014-02-24,3.00158845
2014-02-25,4.7550374
2014-02-26,3.70546529
2014-02-27,3.73297402
2014-02-28,3.04497732
2014-03-01,4.79911635
2014-03-02,3.8267914
2014-03-03,3.70312494
2014-03-04,2.92965705
2014-03-05,4.3733997
2014-03-06,4.61348769
2014-03-07,74.56653428
2014-03-08,4.73474795
2014-03-09,2.05315822
2014-03-10,2.93446335
2014-03-11,1.70829726
2014-03-12,2.74192624
2014-03-13,2.5249571
2014-03-14,2.78918333
2014-03-15,2.51863399
2014-03-16,2.46596119
2014-03-17,3.07536539
2014-03-18,4.6469863
2014-03-19,2.02536744
2014-03-20,2.33897921
2014-03-21,3.16584374
2014-03-22,2.44809678
2014-03-23,2.16008426
2014-03-24,2.44167643
2014-03-25,2.1183849
2014-03-26,2.36591049
2014-03-27,3.65483508
2014-03-28,3.28895602
2014-03-29,1.59719461
2014-03-30,1.75047526
2014-03-31,3.22641751
2014-04-01,3.69175005
2014-04-02,2.93685906
2014-04-03,2.23912325
2014-04-04,2.23282601
2014-04-05,1.93224494
2014-04-06,3.25030268
2014-04-07,2.16804706
2014-04-08,2.15421858
2014-04-09,3.66707495
2014-04-10,4.61314793
2014-04-11,4.39297597
2014-04-12,3.29419109
2014-04-13,3.1737448
2014-04-14,3.28824554
2014-04-15,3.50624938
2014-04-16,6.68497269
2014-04-17,2.10645804
2014-04-18,2.36065496
2014-04-19,2.19752705
2014-04-20,1.64331381
2014-04-21,2.24782727
2014-04-22,2.31821146
2014-04-23,2.18777724
2014-04-24,1.71065781
2014-04-25,3.4122098
2014-04-26,2.59177005
2014-04-27,1.72453953
2014-04-28,3.36592079
2014-04-29,2.91921461
2014-04-30,4.13013906
2014-05-01,3.81100389
2014-05-02,2.72676804
2014-05-03,1.32171148
2014-05-04,1.17207834
2014-05-05,2.20748818
2014-05-06,2.39031297
2014-05-07,2.38830895
2014-05-08,3.21956706
2014-05-09,3.19054307
2014-05-10,2.27206978
2014-05-11,1.63274793
2014-05-12,1.783647
2014-05-13,2.09847679
2014-05-14,1.95376502
2014-05-15,2.19974826
2014-05-16,2.09977769
2014-05-17,1.74184578
2014-05-18,1.24665505
2014-05-19,2.85487016
2014-05-20,3.45588211
2014-05-21,1.8514281
2014-05-22,1.67900124
2014-05-23,2.30598517
2014-05-24,1.58223299
2014-05-25,2.50014667
2014-05-26,4.23512547
2014-05-27,3.17848304
2014-05-28,3.38631278
2014-05-29,3.7084412
2014-05-30,2.75854851
2014-05-31,2.87899367
2014-06-01,4.5741439
2014-06-02,2.86282895
2014-06-03,2.99809517
2014-06-04,2.65824
2014-06-05,4.86868876
2014-06-06,3.5191441
2014-06-07,2.49955687
2014-06-08,2.06623138
2014-06-09,2.80080811
2014-06-10,3.2429338
2014-06-11,3.96831859
2014-06-12,2.47826629
2014-06-13,2.41769238
2014-06-14,2.80213189
2014-06-15,2.23626444
2014-06-16,3.13896136
2014-06-17,2.7313696
2014-06-18,3.84994341
2014-06-19,2.20734453
2014-06-20,2.63632734
2014-06-21,2.75009323
2014-06-22,2.62391688
2014-06-23,4.91348852
2014-06-24,9.241299
2014-06-25,3.46474719
2014-06-26,2.87298962
2014-06-27,4.11803889
2014-06-28,2.46393311
2014-06-29,1.80119948
2014-06-30,3.70071617
2014-07-01,2.74632026
2014-07-02,3.98681692
2014-07-03,2.42384956
2014-07-04,1.90642535
2014-07-05,1.63458553
2014-07-06,1.68530227
2014-07-07,2.7852665
2014-07-08,3.03262443
2014-07-09,1.9301131
2014-07-10,3.60771949
2014-07-11,3.21208525
2014-07-12,1.91002929
2014-07-13,2.38172807
2014-07-14,2.22857324
2014-07-15,2.38376673
2014-07-16,6.13749351
2014-07-17,3.6145573
2014-07-18,2.89896179
2014-07-19,2.5263908
2014-07-20,2.01313145
2014-07-21,3.20570294
2014-07-22,2.77607688
2014-07-23,3.11586855
2014-07-24,2.02283159
2014-07-25,3.26836135
2014-07-26,2.66053597
2014-07-27,2.42468788
2014-07-28,2.63149595
2014-07-29,2.899846
2014-07-30,4.52383997
2014-07-31,2.62258736
2014-08-01,3.80032664
2014-08-02,3.62166635
2014-08-03,2.45270931
2014-08-04,2.32331099
2014-08-05,4.30457673
2014-08-06,4.27839651
2014-08-07,2.68106259
2014-08-08,3.12499779
2014-08-09,2.44165248
2014-08-10,2.57493407
2014-08-11,2.89489164
2014-08-12,3.41683814
2014-08-13,4.10911375
2014-08-14,2.4631701
2014-08-15,2.35486686
2014-08-16,1.59598223
2014-08-17,1.06582505
2014-08-18,2.63060752
2014-08-19,2.38075112
2014-08-20,3.60075467
2014-08-21,2.58298245
2014-08-22,4.30005065
2014-08-23,3.29986327
2014-08-24,3.35808066
2014-08-25,3.36084938
2014-08-26,3.09630069
2014-08-27,4.66263569
2014-08-28,3.27205116
2014-08-29,11.18264398
2014-08-30,1.64647096
2014-08-31,2.5253914
2014-09-01,4.72619984
2014-09-02,3.00906115
2014-09-03,3.23829867
2014-09-04,3.10851945
2014-09-05,3.91826202
2014-09-06,3.72985071
2014-09-07,2.38451616
2014-09-08,2.90522973
2014-09-09,3.28049322
2014-09-10,4.67816123
2014-09-11,4.69626293
2014-09-12,3.69467033
2014-09-13,2.60496696
2014-09-14,2.44968322
2014-09-15,3.857533
2014-09-16,3.60746564
2014-09-17,3.13513843
2014-09-18,4.02949497
2014-09-19,4.37882872
2014-09-20,2.26034175
2014-09-21,1.50977737
2014-09-22,3.21326965
2014-09-23,3.33681299
2014-09-24,2.80360568
2014-09-25,2.95871044
2014-09-26,3.2674496
2014-09-27,3.47008773
2014-09-28,3.4897982
2014-09-29,5.23034492
2014-09-30,4.4188482
2014-10-01,6.05513337
2014-10-02,5.25526732
2014-10-03,3.70674151
2014-10-04,2.99426376
2014-10-05,3.38241645
2014-10-06,4.35963681
2014-10-07,6.4990524
2014-10-08,5.99184696
2014-10-09,3.68923829
2014-10-10,8.70726651
2014-10-11,4.2942398
2014-10-12,3.77305117
2014-10-13,5.36876427
2014-10-14,5.94155794
2014-10-15,6.15003623
2014-10-16,6.58265413
2014-10-17,7.39068643
2014-10-18,4.41452555
2014-10-19,3.19230353
2014-10-20,4.21853865
2014-10-21,4.86238102
2014-10-22,5.52855422
2014-10-23,4.91530497
2014-10-24,5.41697157
2014-10-25,4.56841223
2014-10-26,3.942321
2014-10-27,5.43587681
2014-10-28,3.75415009
2014-10-29,3.97215248
2014-10-30,4.51356657
2014-10-31,5.33549106
2014-11-01,3.93253226
2014-11-02,4.44530775
2014-11-03,5.2004273
2014-11-04,7.06475952
2014-11-05,4.47752906
2014-11-06,3.56645326
2014-11-07,4.36193045
2014-11-08,3.03166064
2014-11-09,6.13482589
2014-11-10,4.57541402
2014-11-11,7.55078584
2014-11-12,5.23604683
2014-11-13,4.50262173
2014-11-14,4.99948191
2014-11-15,3.43771569
2014-11-16,2.44892227
2014-11-17,8.08809394
2014-11-18,6.28807789
2014-11-19,4.45987642
2014-11-20,4.45050013
2014-11-21,3.81202364
2014-11-22,3.91803071
2014-11-23,3.65178189
2014-11-24,3.57681334
2014-11-25,3.71400795
2014-11-26,5.29219996
2014-11-27,4.1037099
2014-11-28,4.09060595
2014-11-29,5.22585744
2014-11-30,3.40771975
2014-12-01,3.98279454
2014-12-02,6.94176115
2014-12-03,6.25968801
2014-12-04,6.47742255
2014-12-05,3.67632363
2014-12-06,4.56794842
2014-12-07,3.08836371
2014-12-08,3.55206871
2014-12-09,3.80697601
2014-12-10,4.83802827
2014-12-11,4.09805007
2014-12-12,4.69300423
2014-12-13,5.68741565
2014-12-14,3.37257276
2014-12-15,5.06466599
2014-12-16,4.80366877
2014-12-17,5.77209352
2014-12-18,7.56445086
2014-12-19,3.31344183
2014-12-20,3.61808101
2014-12-21,4.69903761
2014-12-22,5.64425728
2014-12-23,6.98219727
2014-12-24,5.49775684
2014-12-25,4.36603269
2014-12-26,5.0467523
2014-12-27,3.3111515
2014-12-28,3.29945717
2014-12-29,6.32967211
2014-12-30,5.76923007
2014-12-31,8.02249063
2015-01-01,5.85154547
2015-01-02,6.07131986
2015-01-03,8.51108554
2015-01-04,9.7842491
2015-01-05,8.2794864
2015-01-06,11.37080879
2015-01-07,12.13732873
2015-01-08,9.44950842
2015-01-09,8.11572446
2015-01-10,11.29112475
2015-01-11,13.56398699
2015-01-12,11.25629771
2015-01-13,13.14217379
2015-01-14,11.4553239
2015-01-15,8.93875492
2015-01-16,10.84398935
2015-01-17,8.59812778
2015-01-18,7.21833929
2015-01-19,9.29146119
2015-01-20,12.7431332
2015-01-21,22.62446451
2015-01-22,15.15604872
2015-01-23,8.98052443
2015-01-24,7.48916078
2015-01-25,9.99084984
2015-01-26,11.53214343
2015-01-27,14.44129043
2015-01-28,6.49167485
2015-01-29,7.21420734
2015-01-30,4.60508542
2015-01-31,5.74829703
2015-02-01,10.79885487
2015-02-02,10.49037228
2015-02-03,11.91408913
2015-02-04,13.14194491
2015-02-05,12.05400419
2015-02-06,10.69345732
2015-02-07,9.16934375
2015-02-08,15.09803005
2015-02-09,11.25717827
2015-02-10,8.94085644
2015-02-11,11.56470569
2015-02-12,9.7516023
