date,Miner to Exchange Flow (Total)
2015-04-14,952.73953458
2015-04-15,285.46783543
2015-04-16,404.5346246
2015-04-17,710.04912755
2015-04-18,408.42465567
2015-04-19,203.48006181
2015-04-20,688.86131609
2015-04-21,602.75030981
2015-04-22,1185.32021236
2015-04-23,618.12165672
2015-04-24,433.3927803
2015-04-25,432.77090495
2015-04-26,290.05413002
2015-04-27,603.20073816
2015-04-28,571.60484658
2015-04-29,164.13870354
2015-04-30,526.89899438
2015-05-01,268.51851574
2015-05-02,371.36308639
2015-05-03,476.16012125
2015-05-04,2213.9305348
2015-05-05,228.96022152
2015-05-06,292.89196605
2015-05-07,721.97995113
2015-05-08,544.73199465
2015-05-09,184.46457317
2015-05-10,307.09525951
2015-05-11,2847.43180993
2015-05-12,545.86656922
2015-05-13,951.18264776
2015-05-14,285.74985974
2015-05-15,396.17954108
2015-05-16,434.9716109
2015-05-17,373.2888964
2015-05-18,589.02706476
2015-05-19,568.55801065
2015-05-20,667.64800795
2015-05-21,774.65960776
2015-05-22,494.20905299
2015-05-23,457.55459484
2015-05-24,485.17810024
2015-05-25,606.63163909
2015-05-26,551.74098801
2015-05-27,3415.12603648
2015-05-28,293.56589366
2015-05-29,211.53331848
2015-05-30,548.5207135
2015-05-31,475.32447475
2015-06-01,355.61053584
2015-06-02,363.00889088
2015-06-03,605.07259202
2015-06-04,428.90083299
2015-06-05,480.81695412
2015-06-06,365.11563588
2015-06-07,430.46333466
2015-06-08,488.81760577
2015-06-09,254.62424497
2015-06-10,332.27971107
2015-06-11,587.23283581
2015-06-12,236.5402075
2015-06-13,195.51973214
2015-06-14,560.05474355
2015-06-15,379.66553225
2015-06-16,3387.01086327
2015-06-17,437.9262917
2015-06-18,809.32040188
2015-06-19,18607.47244215
2015-06-20,258.08021832
2015-06-21,387.82625193
2015-06-22,327.55867217
2015-06-23,413.76614926
2015-06-24,182.20188
2015-06-25,544.62381093
2015-06-26,338.14859813
2015-06-27,227.61379054
2015-06-28,407.37711533
2015-06-29,489.1644854
2015-06-30,548.40135243
2015-07-01,415.5173125
2015-07-02,246.77477714
2015-07-03,365.0884009
2015-07-04,157.55026212
2015-07-05,704.50113254
2015-07-06,498.9419344
2015-07-07,386.51832905
2015-07-08,175.91752065
2015-07-09,278.75934345
2015-07-10,615.22274555
2015-07-11,450.05563143
2015-07-12,292.7572318
2015-07-13,382.84761573
2015-07-14,190.85535354
2015-07-15,185.64910025
2015-07-16,317.16937997
2015-07-17,233.05041369
2015-07-18,192.51431914
2015-07-19,2223.72695116
2015-07-20,511.28676502
2015-07-21,276.76807864
2015-07-22,347.6351309
2015-07-23,394.41940049
2015-07-24,328.05160558
2015-07-25,274.78861748
2015-07-26,351.81842545
2015-07-27,245.8770346
2015-07-28,388.03920964
2015-07-29,412.61452168
2015-07-30,224.35322077
2015-07-31,369.0332294
2015-08-01,422.30701143
2015-08-02,320.94176096
2015-08-03,305.55605768
2015-08-04,145.84164146
2015-08-05,252.9394322
2015-08-06,138.50905736
2015-08-07,164.51527732
2015-08-08,272.91630103
2015-08-09,289.72109357
2015-08-10,2249.09903307
2015-08-11,322.27879599
2015-08-12,256.84872721
2015-08-13,390.08986961
2015-08-14,321.38838999
2015-08-15,621.36981532
2015-08-16,262.46527659
2015-08-17,431.30552296
2015-08-18,407.59408279
2015-08-19,471.87051634
2015-08-20,401.07396484
2015-08-21,254.4876839
2015-08-22,346.44839375
2015-08-23,354.7332779
2015-08-24,427.6312287
2015-08-25,412.43921037
2015-08-26,681.20530606
2015-08-27,373.96631521
2015-08-28,355.77174666
2015-08-29,286.13642356
2015-08-30,208.85157382
2015-08-31,445.07756272
2015-09-01,420.66686028
2015-09-02,495.91566223
2015-09-03,184.40398066
2015-09-04,186.42550233
2015-09-05,302.91950092
2015-09-06,416.89138336
2015-09-07,543.63776084
2015-09-08,377.39402105
2015-09-09,345.48896448
2015-09-10,2275.0394983
2015-09-11,543.85753262
2015-09-12,281.23784369
2015-09-13,358.80382768
2015-09-14,178.413673
2015-09-15,469.91865802
2015-09-16,335.39264967
2015-09-17,199.11399402
2015-09-18,234.90218415
2015-09-19,143.71532432
2015-09-20,167.0888924
2015-09-21,289.0991355
2015-09-22,654.29097117
2015-09-23,256.92091116
2015-09-24,183.97254506
2015-09-25,327.78257971
2015-09-26,142.70021601
2015-09-27,147.53895322
2015-09-28,2209.54255657
2015-09-29,224.19974789
2015-09-30,195.549456
2015-10-01,235.05171736
2015-10-02,251.93732055
2015-10-03,176.26378303
2015-10-04,187.85945435
2015-10-05,2212.00009417
2015-10-06,178.23657622
2015-10-07,196.72508267
2015-10-08,267.85523727
2015-10-09,176.47659435
2015-10-10,162.84843436
2015-10-11,209.90667731
2015-10-12,237.6329039
2015-10-13,285.41614709
2015-10-14,424.468536
2015-10-15,288.585127
2015-10-16,242.31865985
2015-10-17,399.53617397
2015-10-18,416.62630192
2015-10-19,242.12211648
2015-10-20,248.70771764
2015-10-21,268.32828008
2015-10-22,219.79839525
2015-10-23,150.87616305
2015-10-24,325.74841674
2015-10-25,3257.20372546
2015-10-26,243.04919748
2015-10-27,335.29635686
2015-10-28,170.27213329
2015-10-29,436.42923496
2015-10-30,1313.51568287
2015-10-31,690.51235186
2015-11-01,378.29025685
2015-11-02,437.1807741
2015-11-03,1043.87035598
2015-11-04,1253.64264266
2015-11-05,732.00449511
2015-11-06,631.75513249
2015-11-07,387.67443183
2015-11-08,1199.31420722
2015-11-09,631.42514411
2015-11-10,531.9775879
2015-11-11,709.09627344
2015-11-12,781.97404909
2015-11-13,723.05166035
2015-11-14,577.91862965
2015-11-15,555.69258382
2015-11-16,559.68097944
2015-11-17,462.32520337
2015-11-18,428.95111186
2015-11-19,604.01250747
2015-11-20,461.20447507
2015-11-21,412.46685383
2015-11-22,408.54403062
2015-11-23,560.22374016
2015-11-24,561.00700061
2015-11-25,584.4686958
2015-11-26,661.99976137
2015-11-27,543.28497215
2015-11-28,482.71792823
2015-11-29,305.15182602
2015-11-30,730.04866429
2015-12-01,571.47317671
2015-12-02,776.76491631
2015-12-03,464.65452822
2015-12-04,504.22320128
2015-12-05,911.24389273
2015-12-06,512.41250802
2015-12-07,659.09007632
2015-12-08,1069.07840071
2015-12-09,817.95059292
2015-12-10,682.38151594
2015-12-11,523.04211417
2015-12-12,532.33271617
2015-12-13,659.32366082
2015-12-14,648.96286772
2015-12-15,938.61022152
2015-12-16,1049.33821691
2015-12-17,2612.16470769
2015-12-18,907.80867002
2015-12-19,633.30347831
2015-12-20,633.92999591
2015-12-21,776.59285145
2015-12-22,782.73456753
2015-12-23,832.65754447
2015-12-24,851.00676168
2015-12-25,513.74295248
2015-12-26,857.22817385
2015-12-27,332.18544731
2015-12-28,179.20482538
2015-12-29,272.76516056
2015-12-30,204.04279103
2015-12-31,344.62339106
2016-01-01,285.08682616
2016-01-02,264.31002675
2016-01-03,181.51991162
2016-01-04,373.38567448
2016-01-05,270.17434193
2016-01-06,257.45231814
2016-01-07,277.32000884
2016-01-08,1377.00829006
2016-01-09,312.52318016
2016-01-10,219.42296615
2016-01-11,258.52998681
2016-01-12,517.44457342
2016-01-13,388.55516323
2016-01-14,276.40555754
2016-01-15,567.72981131
2016-01-16,973.2540283
2016-01-17,200.03796851
2016-01-18,464.59121207
2016-01-19,3511.40938095
2016-01-20,762.9770057
2016-01-21,1226.77301445
2016-01-22,484.74618718
2016-01-23,848.05441081
2016-01-24,728.28722178
2016-01-25,523.46134011
2016-01-26,768.98571693
2016-01-27,512.76884045
2016-01-28,497.59834428
2016-01-29,575.46139308
2016-01-30,653.26803812
2016-01-31,345.62575418
2016-02-01,583.48316328
2016-02-02,997.99425189
2016-02-03,517.03601443
2016-02-04,700.92523382
2016-02-05,659.77943212
2016-02-06,757.35758021
2016-02-07,594.55440107
2016-02-08,461.47170041
2016-02-09,695.43540005
2016-02-10,488.18007042
2016-02-11,678.81982071
2016-02-12,476.55255401
2016-02-13,444.90881778
2016-02-14,690.92825063
2016-02-15,793.20784082
2016-02-16,370.32558052
2016-02-17,765.23936697
2016-02-18,448.72838247
2016-02-19,781.97725008
2016-02-20,796.32086715
2016-02-21,417.87687299
2016-02-22,768.72679977
2016-02-23,1277.90648821
2016-02-24,1553.66243551
2016-02-25,821.39726546
2016-02-26,603.51557462
2016-02-27,507.83131084
2016-02-28,696.56456364
2016-02-29,895.03990473
2016-03-01,1149.79806201
2016-03-02,1506.51651719
2016-03-03,806.08166104
2016-03-04,693.16123213
2016-03-05,812.36773395
2016-03-06,504.18283488
2016-03-07,823.84309118
2016-03-08,1025.07156643
2016-03-09,595.08728113
2016-03-10,1077.29338879
2016-03-11,663.64010216
2016-03-12,1672.14284701
2016-03-13,808.43845918
2016-03-14,768.64938447
2016-03-15,530.12646571
2016-03-16,504.58808616
2016-03-17,3680.22347311
2016-03-18,1352.21659931
2016-03-19,871.92530242
2016-03-20,613.22684948
2016-03-21,517.98223446
2016-03-22,650.40279807
2016-03-23,1330.79891919
2016-03-24,563.24992061
2016-03-25,469.99447788
2016-03-26,625.32150916
2016-03-27,507.83430093
2016-03-28,785.96502622
2016-03-29,809.41574164
2016-03-30,710.28456853
2016-03-31,476.53748069
2016-04-01,556.20796402
2016-04-02,457.3927558
2016-04-03,281.3762803
2016-04-04,365.94517794
2016-04-05,776.19307727
2016-04-06,694.15778513
2016-04-07,428.90961673
2016-04-08,435.66200262
2016-04-09,1282.62048207
2016-04-10,751.38328702
2016-04-11,483.78170876
2016-04-12,1124.21747289
2016-04-13,675.19624965
2016-04-14,401.54253207
2016-04-15,252.89706907
2016-04-16,288.50591813
2016-04-17,318.5835494
2016-04-18,252.08849562
2016-04-19,759.60998286
2016-04-20,367.62371453
2016-04-21,1134.19951805
2016-04-22,803.30142987
2016-04-23,1050.03911615
2016-04-24,677.98458464
2016-04-25,249.60435849
2016-04-26,376.81141725
2016-04-27,240.39379252
2016-04-28,250.89987961
2016-04-29,210.34368071
2016-04-30,751.51988436
2016-05-01,267.65046044
2016-05-02,560.89735926
2016-05-03,346.30495192
2016-05-04,289.00635846
2016-05-05,276.82316728
2016-05-06,389.16915858
2016-05-07,267.61752261
2016-05-08,365.24675751
2016-05-09,245.66717509
2016-05-10,325.99208311
2016-05-11,439.04625623
2016-05-12,249.87081863
2016-05-13,299.20252313
2016-05-14,275.89400345
2016-05-15,253.33015112
2016-05-16,318.60102642
2016-05-17,267.36178236
2016-05-18,280.62641215
2016-05-19,444.73762907
2016-05-20,410.73358361
2016-05-21,283.67366631
2016-05-22,214.21215
2016-05-23,290.53372751
2016-05-24,289.79452083
2016-05-25,292.11586773
2016-05-26,329.44637235
2016-05-27,727.69463141
2016-05-28,1369.73903459
2016-05-29,1951.41356339
2016-05-30,1383.34735801
2016-05-31,743.35402297
2016-06-01,414.19974721
2016-06-02,234.12448668
2016-06-03,679.20020862
2016-06-04,223.3231033
2016-06-05,372.10388902
2016-06-06,265.78856604
2016-06-07,217.34827236
2016-06-08,271.83013639
2016-06-09,56250.26726716
2016-06-10,198.79570496
2016-06-11,203.51586051
2016-06-12,579.83802708
2016-06-13,10256.60454826
2016-06-14,2456.99904923
2016-06-15,30196.09049548
2016-06-16,9884.80927227
2016-06-17,4551.76558148
2016-06-18,669.76851708
2016-06-19,324.49348057
2016-06-20,3669.76724298
2016-06-21,1158.6771193
2016-06-22,26469.99732486
2016-06-23,5247.27895895
2016-06-24,2877.21295058
2016-06-25,243.45552346
2016-06-26,270.22206886
2016-06-27,2350.46738618
2016-06-28,432.80608209
2016-06-29,14415.2430466
2016-06-30,4095.16516969
2016-07-01,1784.53978842
2016-07-02,192.99512603
2016-07-03,184.71439869
2016-07-04,2924.0933411
2016-07-05,858.62187745
2016-07-06,17002.91995664
2016-07-07,6316.21610106
2016-07-08,3994.08403348
2016-07-09,204.05509138
2016-07-10,166.78102093
2016-07-11,4480.07846754
2016-07-12,1059.177085
2016-07-13,4809.84015896
2016-07-14,1866.12876897
2016-07-15,1180.20624331
2016-07-16,353.27599682
2016-07-17,170.75413577
2016-07-18,922.45527347
2016-07-19,1720.65669194
2016-07-20,12178.60878162
2016-07-21,3843.76414874
2016-07-22,2896.58214327
2016-07-23,176.53924758
2016-07-24,259.2869396
2016-07-25,3343.77362613
2016-07-26,355.67119821
2016-07-27,4311.06522696
2016-07-28,2163.61810688
2016-07-29,941.90732007
2016-07-30,162.1333906
2016-07-31,325.01882591
2016-08-01,1751.56878399
2016-08-02,499.49881912
2016-08-03,5143.53891747
2016-08-04,2038.05888746
2016-08-05,826.65731271
2016-08-06,99.39822854
2016-08-07,261.0614721
2016-08-08,1450.85516076
2016-08-09,229.96349232
2016-08-10,559.59538998
2016-08-11,2534.60766769
2016-08-12,188.59420892
2016-08-13,129.91326715
2016-08-14,138.85067507
2016-08-15,1769.97611436
2016-08-16,2439.28232915
2016-08-17,5539.61490398
2016-08-18,2523.29331104
2016-08-19,2286.55058281
2016-08-20,117.08534848
2016-08-21,135.78354629
2016-08-22,2514.70729493
2016-08-23,2351.46724489
2016-08-24,6459.69835958
2016-08-25,1628.54448458
2016-08-26,2037.77164339
2016-08-27,194.11328714
2016-08-28,477.1203955
2016-08-29,1398.74306075
2016-08-30,705.51181087
2016-08-31,662.94891968
2016-09-01,6510.73699131
2016-09-02,1012.0374771
2016-09-03,229.36806547
2016-09-04,272.61305066
2016-09-05,2228.06660532
2016-09-06,491.35181304
2016-09-07,6812.21766714
2016-09-08,787.52852053
2016-09-09,657.83511578
2016-09-10,146.78480816
2016-09-11,161.72215915
2016-09-12,1702.37577155
2016-09-13,720.46049633
2016-09-14,1051.44001048
2016-09-15,6642.20373999
2016-09-16,266.01247776
2016-09-17,127.35079012
2016-09-18,139.99540129
2016-09-19,1707.98073527
2016-09-20,354.7182227
2016-09-21,4133.08803669
2016-09-22,1211.07019468
2016-09-23,663.93586883
2016-09-24,270.18774909
2016-09-25,185.14470075
2016-09-26,1590.63564564
2016-09-27,483.32918826
2016-09-28,3823.93204542
2016-09-29,923.17541898
2016-09-30,847.35970309
2016-10-01,145.16739284
2016-10-02,126.16389423
2016-10-03,702.67528552
2016-10-04,398.78706494
2016-10-05,3347.33569297
2016-10-06,678.07545278
2016-10-07,1484.6912589
2016-10-08,158.87790815
2016-10-09,119.38744241
2016-10-10,168.374058
2016-10-11,813.01337836
2016-10-12,3180.8191764
2016-10-13,2406.81285799
2016-10-14,786.98156836
2016-10-15,136.28446634
2016-10-16,165.93284423
2016-10-17,754.73027108
2016-10-18,1476.14475385
2016-10-19,145.85782426
2016-10-20,4560.13292072
2016-10-21,440.00628674
2016-10-22,177.43767457
2016-10-23,172.91452986
2016-10-24,1270.21966355
2016-10-25,273.4561072
2016-10-26,1508.29828673
2016-10-27,845.96554538
2016-10-28,571.03186887
2016-10-29,822.51971144
2016-10-30,348.23248474
2016-10-31,2164.91278511
2016-11-01,1669.75286788
2016-11-02,1229.67262312
2016-11-03,1954.52320161
2016-11-04,812.13661756
2016-11-05,217.62487472
2016-11-06,133.47422699
2016-11-07,2279.04452529
2016-11-08,548.75536278
2016-11-09,2552.18968491
2016-11-10,1194.46717543
2016-11-11,1029.39273985
2016-11-12,178.54548573
2016-11-13,368.08316296
2016-11-14,1420.90476532
2016-11-15,251.46059716
2016-11-16,4641.22115109
2016-11-17,1027.70539995
2016-11-18,775.21052587
2016-11-19,356.95825217
2016-11-20,152.50299827
2016-11-21,985.62124809
2016-11-22,447.90038173
2016-11-23,2601.94076011
2016-11-24,492.08132844
2016-11-25,547.74817328
2016-11-26,334.06913523
2016-11-27,160.25210032
2016-11-28,782.12335177
2016-11-29,161.76999405
2016-11-30,559.84220959
2016-12-01,729.71580221
2016-12-02,922.3801371
2016-12-03,212.75366599
2016-12-04,490.379682
2016-12-05,709.33728022
2016-12-06,262.5067117
2016-12-07,860.71508207
2016-12-08,827.71998178
2016-12-09,364.3201635
2016-12-10,226.42272836
2016-12-11,157.01784389
2016-12-12,162.30590746
2016-12-13,759.73711117
2016-12-14,238.41773969
2016-12-15,321.70495069
2016-12-16,568.94618518
2016-12-17,259.12135378
2016-12-18,170.28316266
2016-12-19,732.43505863
2016-12-20,1168.37333392
2016-12-21,323.70855964
2016-12-22,913.76338349
2016-12-23,5624.94833713
2016-12-24,586.17498859
2016-12-25,256.19120938
2016-12-26,429.76698575
2016-12-27,1225.46703797
2016-12-28,1466.93768729
2016-12-29,408.86314136
2016-12-30,2611.2186086
2016-12-31,6191.1728579
2017-01-01,173.51193907
2017-01-02,394.5250494
2017-01-03,893.8875032
2017-01-04,2193.81285881
2017-01-05,3495.09269595
2017-01-06,1935.51653244
2017-01-07,574.16676757
2017-01-08,326.48440484
2017-01-09,614.76306192
2017-01-10,254.29831673
2017-01-11,516.79299524
2017-01-12,959.15639105
2017-01-13,2087.3175296
2017-01-14,199.05831642
2017-01-15,176.43129864
2017-01-16,360.22833766
2017-01-17,240.41185584
2017-01-18,351.13874678
2017-01-19,553.15856776
2017-01-20,316.85320647
2017-01-21,340.8573997
2017-01-22,341.46865628
2017-01-23,715.36635538
2017-01-24,253.97070857
2017-01-25,260.28280639
2017-01-26,389.70776317
2017-01-27,224.42506097
2017-01-28,162.35774117
2017-01-29,197.36689524
2017-01-30,218.98661695
2017-01-31,311.99403891
2017-02-01,284.99689511
2017-02-02,267.05750088
2017-02-03,316.32245648
2017-02-04,225.33169374
2017-02-05,309.31584269
2017-02-06,255.93101508
2017-02-07,290.57114467
2017-02-08,242.18341006
2017-02-09,785.18526067
2017-02-10,455.6132517
2017-02-11,159.45950155
2017-02-12,180.51869435
2017-02-13,269.88420526
2017-02-14,284.94686356
2017-02-15,334.1033578
2017-02-16,163.52185098
2017-02-17,222.62659042
2017-02-18,178.17367889
2017-02-19,184.81916664
2017-02-20,238.98548884
2017-02-21,696.09459858
2017-02-22,209.44916546
2017-02-23,350.55627751
2017-02-24,410.70203465
2017-02-25,157.06674032
2017-02-26,147.43030245
2017-02-27,322.00859026
2017-02-28,248.24554332
2017-03-01,273.1914601
2017-03-02,483.17152254
2017-03-03,1315.84533403
2017-03-04,133.72254786
2017-03-05,124.83733848
2017-03-06,370.36519601
2017-03-07,402.9593613
2017-03-08,279.6131783
2017-03-09,439.56140219
2017-03-10,283.77738672
2017-03-11,273.23426124
2017-03-12,202.40410886
2017-03-13,251.09274369
2017-03-14,489.44408942
2017-03-15,293.78724264
2017-03-16,1153.09782708
2017-03-17,677.3690921
2017-03-18,2177.37229096
2017-03-19,500.25795298
2017-03-20,448.28227063
2017-03-21,443.80017834
2017-03-22,704.24007041
2017-03-23,269.52160271
2017-03-24,866.48512952
2017-03-25,711.40946105
2017-03-26,220.95728076
2017-03-27,569.689806
2017-03-28,665.26072188
2017-03-29,388.69215674
2017-03-30,456.81712235
2017-03-31,452.81349968
2017-04-01,226.04828642
2017-04-02,158.8640803
2017-04-03,513.06437823
2017-04-04,620.25706499
2017-04-05,221.46778966
2017-04-06,684.01974826
2017-04-07,1234.26905593
2017-04-08,268.61575532
2017-04-09,297.01263524
2017-04-10,488.10762145
2017-04-11,424.5631179
2017-04-12,287.1571459
2017-04-13,318.93507279
2017-04-14,1629.26948226
2017-04-15,136.3014242
2017-04-16,267.60069448
2017-04-17,114.0145675
2017-04-18,865.86636975
2017-04-19,264.90034937
2017-04-20,918.10392946
2017-04-21,350.59801251
2017-04-22,266.57550509
2017-04-23,296.9876378
2017-04-24,377.69603009
2017-04-25,421.28545003
2017-04-26,595.40441849
2017-04-27,423.13260675
2017-04-28,806.41755158
2017-04-29,618.06079503
2017-04-30,1437.6682572
2017-05-01,977.72450032
2017-05-02,954.73744539
2017-05-03,441.35788406
2017-05-04,898.04929835
2017-05-05,858.33405241
2017-05-06,256.50248989
2017-05-07,360.76180612
2017-05-08,834.47214617
2017-05-09,1295.11953853
2017-05-10,481.31939044
2017-05-11,611.29304824
2017-05-12,488.16596584
2017-05-13,335.06932513
2017-05-14,396.04655772
2017-05-15,463.55243266
2017-05-16,336.39870697
2017-05-17,1078.58686223
2017-05-18,715.61326292
2017-05-19,800.07296642
2017-05-20,909.52119134
2017-05-21,728.89494174
2017-05-22,1361.68219956
2017-05-23,703.54755314
2017-05-24,634.14700736
2017-05-25,890.58586329
2017-05-26,518.22610135
2017-05-27,1199.24651099
2017-05-28,866.38450422
2017-05-29,984.67992028
2017-05-30,1013.15344897
2017-05-31,1235.93364112
2017-06-01,1793.02579259
2017-06-02,1003.03650188
2017-06-03,755.33008168
2017-06-04,657.79777025
2017-06-05,787.04348608
2017-06-06,1694.70931918
2017-06-07,994.8846651
2017-06-08,605.08428364
2017-06-09,933.17476316
2017-06-10,1257.96012233
2017-06-11,840.56589268
2017-06-12,1376.34235668
2017-06-13,863.25805527
2017-06-14,824.30820743
2017-06-15,1592.3954305
2017-06-16,611.19043574
2017-06-17,831.6197794
2017-06-18,665.91816336
2017-06-19,855.92712489
2017-06-20,769.59276365
2017-06-21,1277.88988652
2017-06-22,1212.63513673
2017-06-23,831.33385234
2017-06-24,538.49115904
2017-06-25,705.38854122
2017-06-26,1388.15127054
2017-06-27,947.38664954
2017-06-28,710.77849671
2017-06-29,454.42988188
2017-06-30,827.68721146
2017-07-01,289.76181709
2017-07-02,388.28357685
2017-07-03,429.62762718
2017-07-04,551.48516988
2017-07-05,422.58890689
2017-07-06,517.12904083
2017-07-07,575.80179503
2017-07-08,202.97161236
2017-07-09,317.21171797
2017-07-10,811.92334344
2017-07-11,869.68533152
2017-07-12,794.03707053
2017-07-13,584.01893274
2017-07-14,472.00288049
2017-07-15,612.30508529
2017-07-16,2203.21720352
2017-07-17,1340.76838891
2017-07-18,3238.54726993
2017-07-19,585.48092187
2017-07-20,4307.04224372
2017-07-21,3731.03557538
2017-07-22,1870.84857328
2017-07-23,1271.64474141
2017-07-24,310.51269918
2017-07-25,2350.96911265
2017-07-26,1092.4753755
2017-07-27,3623.75557313
2017-07-28,1002.09638189
2017-07-29,5784.10059486
2017-07-30,829.82966391
2017-07-31,484.81214726
2017-08-01,2325.05390273
2017-08-02,364.56748712
2017-08-03,150.28103839
2017-08-04,5418.05085547
2017-08-05,3425.81909601
2017-08-06,580.28929642
2017-08-07,2943.85329282
2017-08-08,3117.80688386
2017-08-09,3658.72180882
2017-08-10,2657.68044224
2017-08-11,2443.65132209
2017-08-12,3366.13770927
2017-08-13,792.05461835
2017-08-14,2958.83472532
2017-08-15,1055.96018559
2017-08-16,4804.50093931
2017-08-17,1061.18314809
2017-08-18,914.77436872
2017-08-19,9943.69261393
2017-08-20,254.71505535
2017-08-21,631.15014466
2017-08-22,501.72133509
2017-08-23,884.59420012
2017-08-24,482.40607592
2017-08-25,554.13755806
2017-08-26,334.64027115
2017-08-27,323.49775534
2017-08-28,237.31194987
2017-08-29,1662.03074322
2017-08-30,3590.36646323
2017-08-31,693.18979935
2017-09-01,789.48754714
2017-09-02,565.9792651
2017-09-03,465.07712678
2017-09-04,1720.84938297
2017-09-05,1358.76412863
2017-09-06,1190.96150354
2017-09-07,885.85079921
2017-09-08,1205.78667987
2017-09-09,1953.96977131
2017-09-10,2300.37186037
2017-09-11,802.01996825
2017-09-12,802.24398786
2017-09-13,579.44701298
2017-09-14,3420.61641072
2017-09-15,7103.80939181
2017-09-16,3327.62595763
2017-09-17,393.3337073
2017-09-18,822.091377
2017-09-19,1198.7091443
2017-09-20,573.41501406
2017-09-21,399.57795727
2017-09-22,382.02924365
2017-09-23,465.53567117
2017-09-24,446.70377067
2017-09-25,1718.65331844
2017-09-26,1025.86440519
2017-09-27,964.71243288
2017-09-28,2842.67432541
2017-09-29,646.22373857
2017-09-30,503.14863765
2017-10-01,257.13897005
2017-10-02,703.97430224
2017-10-03,331.97635112
2017-10-04,251.28052832
2017-10-05,411.99125949
2017-10-06,399.50734591
2017-10-07,224.2535412
2017-10-08,398.13415996
2017-10-09,738.62809722
2017-10-10,1034.60244859
2017-10-11,450.26573761
2017-10-12,925.32796624
2017-10-13,1791.01893772
2017-10-14,348.3677297
2017-10-15,349.52551147
2017-10-16,427.35652665
2017-10-17,472.64965156
2017-10-18,491.95308136
2017-10-19,511.66873699
2017-10-20,417.61373995
2017-10-21,641.21787081
2017-10-22,332.70290045
2017-10-23,485.68478314
2017-10-24,449.31905673
2017-10-25,356.2453257
2017-10-26,413.13799171
2017-10-27,206.40406613
2017-10-28,228.07416539
2017-10-29,548.54423448
2017-10-30,658.24578189
2017-10-31,388.26417897
2017-11-01,437.45663248
2017-11-02,458.07352676
2017-11-03,399.22555402
2017-11-04,353.72242239
2017-11-05,362.8230699
2017-11-06,356.68869909
2017-11-07,2433.3151215
2017-11-08,813.46701056
2017-11-09,2421.55418195
2017-11-10,539.68108308
2017-11-11,628.12423048
2017-11-12,865.5036381
2017-11-13,416.6733143
2017-11-14,479.98671001
2017-11-15,477.17171926
2017-11-16,904.87273806
2017-11-17,881.89881781
2017-11-18,335.09792605
2017-11-19,465.44119411
2017-11-20,869.6455171
2017-11-21,550.8850259
2017-11-22,461.75178373
2017-11-23,712.26744513
2017-11-24,3725.21234893
2017-11-25,428.42746457
2017-11-26,354.21004019
2017-11-27,671.02364981
2017-11-28,1472.1144126
2017-11-29,810.33661713
2017-11-30,540.01356653
2017-12-01,527.53833825
2017-12-02,506.50364364
2017-12-03,651.92270233
2017-12-04,751.05269302
2017-12-05,839.00179725
2017-12-06,1178.11712485
2017-12-07,1567.46206739
2017-12-08,887.80543477
2017-12-09,717.40435064
2017-12-10,634.27391559
2017-12-11,1171.46375081
2017-12-12,931.27297395
2017-12-13,3996.2143721
2017-12-14,806.75796525
2017-12-15,1024.49584055
2017-12-16,736.72325573
2017-12-17,786.57940594
2017-12-18,808.56510452
2017-12-19,563.96098442
2017-12-20,1023.17683009
2017-12-21,838.6383838
2017-12-22,1010.1163971
2017-12-23,768.14265774
2017-12-24,514.91467934
2017-12-25,733.87916392
2017-12-26,2139.27038361
2017-12-27,741.67210185
2017-12-28,587.16729653
2017-12-29,649.90108246
2017-12-30,595.97100083
2017-12-31,496.83466378
2018-01-01,523.76995807
2018-01-02,630.98986742
2018-01-03,1022.16512974
2018-01-04,1089.22689128
2018-01-05,1490.77315351
2018-01-06,1684.63483624
2018-01-07,938.05923348
2018-01-08,978.37802867
2018-01-09,848.73742495
2018-01-10,1163.10227907
2018-01-11,785.72126672
2018-01-12,974.90720372
2018-01-13,979.53671056
2018-01-14,644.84430788
2018-01-15,852.21770137
2018-01-16,1432.78652838
2018-01-17,1204.78752609
2018-01-18,938.86056144
2018-01-19,558.73588368
2018-01-20,663.51696769
2018-01-21,512.81242592
2018-01-22,473.81325398
2018-01-23,981.477823
2018-01-24,622.58829012
2018-01-25,573.14428945
2018-01-26,547.39649649
2018-01-27,505.71941568
2018-01-28,547.343107
2018-01-29,514.37402051
2018-01-30,1019.31686383
2018-01-31,588.01928465
2018-02-01,2421.86444646
2018-02-02,1776.86885949
2018-02-03,500.33147862
2018-02-04,618.34924418
2018-02-05,1464.36586393
2018-02-06,1781.89586812
2018-02-07,961.26928016
2018-02-08,351.68748464
2018-02-09,805.61735243
2018-02-10,396.62926133
2018-02-11,318.01202913
2018-02-12,409.50558486
2018-02-13,1161.43001416
2018-02-14,568.46826654
2018-02-15,297.2021973
2018-02-16,305.80458177
2018-02-17,402.98085623
2018-02-18,393.39563573
2018-02-19,310.72617258
2018-02-20,668.44930277
2018-02-21,678.87243143
2018-02-22,468.4748316
2018-02-23,340.71583956
2018-02-24,1886.71817241
2018-02-25,353.22076169
2018-02-26,520.88859491
2018-02-27,597.06609216
2018-02-28,664.75325304
2018-03-01,633.52356834
2018-03-02,2063.10299252
2018-03-03,647.7844727
2018-03-04,323.63136233
2018-03-05,1685.14394939
2018-03-06,841.66405424
2018-03-07,483.24664226
