date,Miner to Exchange Flow (Total)
2018-03-08,370.95650087
2018-03-09,792.80633186
2018-03-10,357.20815532
2018-03-11,316.4583386
2018-03-12,615.96422738
2018-03-13,1516.46946603
2018-03-14,482.15954889
2018-03-15,749.65191329
2018-03-16,1189.53247531
2018-03-17,607.1623592
2018-03-18,544.80161005
2018-03-19,2789.37234924
2018-03-20,888.98306735
2018-03-21,2567.79012932
2018-03-22,552.76260707
2018-03-23,470.87153476
2018-03-24,4338.15434554
2018-03-25,233.09378473
2018-03-26,4543.38548364
2018-03-27,566.02265292
2018-03-28,519.05021931
2018-03-29,830.95499371
2018-03-30,1011.88675922
2018-03-31,567.78293542
2018-04-01,499.65688267
2018-04-02,938.41863708
2018-04-03,4761.24425033
2018-04-04,3161.45774553
2018-04-05,631.30299916
2018-04-06,571.07139465
2018-04-07,724.65944623
2018-04-08,836.60870748
2018-04-09,613.41000121
2018-04-10,606.71662026
2018-04-11,985.61551591
2018-04-12,1809.6996532
2018-04-13,1328.40528222
2018-04-14,669.89443608
2018-04-15,697.46659451
2018-04-16,683.1395093
2018-04-17,892.021123
2018-04-18,1234.6749611
2018-04-19,1302.47604289
2018-04-20,1076.01318574
2018-04-21,875.62499961
2018-04-22,719.17524222
2018-04-23,736.52875081
2018-04-24,947.81036977
2018-04-25,1204.25128084
2018-04-26,402.26233071
2018-04-27,969.39148139
2018-04-28,1335.36552558
2018-04-29,797.08640733
2018-04-30,743.00284819
2018-05-01,543.44447321
2018-05-02,824.73704473
2018-05-03,1365.66518921
2018-05-04,1847.64781122
2018-05-05,1032.49597277
2018-05-06,649.95938785
2018-05-07,1192.59177942
2018-05-08,980.65808961
2018-05-09,1079.09284105
2018-05-10,849.96886039
2018-05-11,1145.18801655
2018-05-12,684.05692032
2018-05-13,509.11103538
2018-05-14,772.23761725
2018-05-15,1012.38868493
2018-05-16,922.19749963
2018-05-17,558.50874345
2018-05-18,1038.22408926
2018-05-19,662.6102493
2018-05-20,781.68549111
2018-05-21,629.73065385
2018-05-22,686.41260683
2018-05-23,1228.84122148
2018-05-24,1147.28900503
2018-05-25,1455.63321566
2018-05-26,509.1054422
2018-05-27,444.9071431
2018-05-28,1384.32918093
2018-05-29,1290.02862512
2018-05-30,878.60970192
2018-05-31,1160.8251615
2018-06-01,1595.38759276
2018-06-02,794.13633023
2018-06-03,731.56543098
2018-06-04,733.54467575
2018-06-05,816.36462153
2018-06-06,1700.63149397
2018-06-07,1816.05759344
2018-06-08,1098.65523409
2018-06-09,398.96897386
2018-06-10,422.93542527
2018-06-11,1398.78281753
2018-06-12,1565.91738803
2018-06-13,1690.54567695
2018-06-14,1201.08318703
2018-06-15,1704.49636325
2018-06-16,2686.43608551
2018-06-17,450.16363701
2018-06-18,831.44419462
2018-06-19,1478.40414473
2018-06-20,933.85536726
2018-06-21,1376.63643401
2018-06-22,1402.50885905
2018-06-23,1044.2314751
2018-06-24,702.35749827
2018-06-25,1485.32243157
2018-06-26,1859.54522162
2018-06-27,2849.0460471
2018-06-28,3537.7008863
2018-06-29,895.38756075
2018-06-30,1120.56918759
2018-07-01,354.08466668
2018-07-02,1001.44667241
2018-07-03,696.69844736
2018-07-04,787.54428944
2018-07-05,892.31169901
2018-07-06,830.87031257
2018-07-07,332.43009357
2018-07-08,572.66039087
2018-07-09,893.31847529
2018-07-10,723.58861791
2018-07-11,663.43693418
2018-07-12,1167.39705244
2018-07-13,648.91257265
2018-07-14,369.40145021
2018-07-15,451.86803283
2018-07-16,835.67022498
2018-07-17,880.21785549
2018-07-18,913.54405723
2018-07-19,1287.45835072
2018-07-20,1023.94559441
2018-07-21,628.15158282
2018-07-22,616.62443362
2018-07-23,1781.17772125
2018-07-24,1710.34514226
2018-07-25,1272.20978812
2018-07-26,1026.15923862
2018-07-27,583.66525393
2018-07-28,483.63976481
2018-07-29,378.00028641
2018-07-30,1373.1287907
2018-07-31,1304.58756044
2018-08-01,1052.75854153
2018-08-02,742.0174625
2018-08-03,1590.51012732
2018-08-04,683.93070623
2018-08-05,470.3467202
2018-08-06,682.47706488
2018-08-07,1261.76181714
2018-08-08,1299.13005693
2018-08-09,973.44816063
2018-08-10,1041.0260265
2018-08-11,700.96409344
2018-08-12,627.43502978
2018-08-13,1388.87036984
2018-08-14,1528.61384673
2018-08-15,1525.85904233
2018-08-16,991.92773448
2018-08-17,1083.12683895
2018-08-18,690.04029021
2018-08-19,431.38200057
2018-08-20,972.60050051
2018-08-21,1136.23557756
2018-08-22,2060.14179208
2018-08-23,6852.69398016
2018-08-24,2026.85672653
2018-08-25,1265.38176466
2018-08-26,874.08508217
2018-08-27,968.82261924
2018-08-28,1162.29775987
2018-08-29,1611.70965422
2018-08-30,2214.80237644
2018-08-31,1839.08902814
2018-09-01,1307.56249434
2018-09-02,824.09640492
2018-09-03,1130.28378434
2018-09-04,1281.12653733
2018-09-05,1675.82287067
2018-09-06,1242.8448321
2018-09-07,858.65679557
2018-09-08,443.32034068
2018-09-09,475.72481079
2018-09-10,730.68822162
2018-09-11,1154.8849242
2018-09-12,1841.96438303
2018-09-13,1121.96842401
2018-09-14,898.11949616
2018-09-15,511.02450087
2018-09-16,374.61418157
2018-09-17,664.76973392
2018-09-18,518.53406903
2018-09-19,774.2000188
2018-09-20,989.36378846
2018-09-21,967.48749721
2018-09-22,608.18331285
2018-09-23,417.59058612
2018-09-24,719.40623928
2018-09-25,1085.24981033
2018-09-26,797.06263989
2018-09-27,645.96446438
2018-09-28,1433.05271056
2018-09-29,629.28319673
2018-09-30,1246.52099586
2018-10-01,848.00425642
2018-10-02,822.7733449
2018-10-03,718.96276565
2018-10-04,861.06656431
2018-10-05,639.81068174
2018-10-06,515.37465451
2018-10-07,387.29344436
2018-10-08,1002.41232873
2018-10-09,1083.07819812
2018-10-10,1136.56260207
2018-10-11,1295.08492853
2018-10-12,619.88203524
2018-10-13,568.77430487
2018-10-14,313.49362221
2018-10-15,1081.1477395
2018-10-16,1294.88598185
2018-10-17,1061.17547046
2018-10-18,822.31681202
2018-10-19,975.67058033
2018-10-20,552.00102251
2018-10-21,561.33760051
2018-10-22,1056.33524202
2018-10-23,1098.89728243
2018-10-24,577.11917864
2018-10-25,1137.52030503
2018-10-26,958.13792411
2018-10-27,454.07761114
2018-10-28,382.91310937
2018-10-29,925.33257683
2018-10-30,791.16653586
2018-10-31,904.83394379
2018-11-01,884.39163154
2018-11-02,1076.0951783
2018-11-03,327.47821633
2018-11-04,429.9877796
2018-11-05,1030.54796933
2018-11-06,788.8241304
2018-11-07,856.81437001
2018-11-08,713.18441377
2018-11-09,871.31699292
2018-11-10,588.9080748
2018-11-11,431.43546297
2018-11-12,1305.46932147
2018-11-13,984.44835078
2018-11-14,790.98691994
2018-11-15,1414.78699886
2018-11-16,730.50817807
2018-11-17,584.28682503
2018-11-18,629.49853133
2018-11-19,1406.77288672
2018-11-20,2258.24759183
2018-11-21,1069.33864445
2018-11-22,1014.64582602
2018-11-23,1524.09406825
2018-11-24,1386.79456239
2018-11-25,1596.84165186
2018-11-26,1325.80501181
2018-11-27,1456.63656686
2018-11-28,3753.77479106
2018-11-29,935.93274502
2018-11-30,1092.28757304
2018-12-01,448.30846768
2018-12-02,469.87583191
2018-12-03,800.92055605
2018-12-04,1111.86685603
2018-12-05,1751.19499866
2018-12-06,1095.30795314
2018-12-07,2448.54095025
2018-12-08,1229.88004073
2018-12-09,543.59694124
2018-12-10,1134.24157934
2018-12-11,1025.82386909
2018-12-12,1779.91474697
2018-12-13,1120.71047739
2018-12-14,1107.24693776
2018-12-15,700.58684943
2018-12-16,650.62624263
2018-12-17,2521.69655875
2018-12-18,1056.65244871
2018-12-19,1453.7392703
2018-12-20,1183.82087683
2018-12-21,1105.12253383
2018-12-22,726.15635492
2018-12-23,680.09565658
2018-12-24,1078.74271891
2018-12-25,766.08708592
2018-12-26,907.6673029
2018-12-27,826.91575089
2018-12-28,990.7952813
2018-12-29,868.13824888
2018-12-30,497.57494434
2018-12-31,882.97483097
2019-01-01,558.09809391
2019-01-02,933.41237296
2019-01-03,762.34773076
2019-01-04,802.11610948
2019-01-05,3082.13620588
2019-01-06,560.09865667
2019-01-07,766.01747148
2019-01-08,921.48386716
2019-01-09,4142.28350324
2019-01-10,1184.61965261
2019-01-11,709.70984857
2019-01-12,541.01612041
2019-01-13,489.64604924
2019-01-14,1051.25666308
2019-01-15,735.05127297
2019-01-16,737.11826812
2019-01-17,667.68102753
2019-01-18,1473.93933976
2019-01-19,737.33858927
2019-01-20,484.83271463
2019-01-21,680.80104357
2019-01-22,669.37120894
2019-01-23,706.30208364
2019-01-24,867.3780228
2019-01-25,691.77912228
2019-01-26,474.85058451
2019-01-27,400.86938216
2019-01-28,876.26650725
2019-01-29,879.75777007
2019-01-30,892.90701899
2019-01-31,1386.49763932
2019-02-01,1128.86148039
2019-02-02,632.20536913
2019-02-03,555.4991711
2019-02-04,684.43614255
2019-02-05,654.41209479
2019-02-06,3210.90061434
2019-02-07,561.1753611
2019-02-08,650.01898534
2019-02-09,631.89780913
2019-02-10,450.8232801
2019-02-11,699.42331271
2019-02-12,988.15418833
2019-02-13,1100.85288263
2019-02-14,940.86007484
2019-02-15,977.34017024
2019-02-16,809.92418045
2019-02-17,411.82282224
2019-02-18,1262.63984516
2019-02-19,1805.14102244
2019-02-20,1038.58814915
2019-02-21,1108.71907043
2019-02-22,1068.85116178
2019-02-23,804.39763561
2019-02-24,861.89743349
2019-02-25,952.40684376
2019-02-26,1121.32167535
2019-02-27,1200.86051546
2019-02-28,1312.78051414
2019-03-01,1295.43143691
2019-03-02,852.26292345
2019-03-03,776.0157256
2019-03-04,1128.04220603
2019-03-05,685.62067088
2019-03-06,1018.22258518
2019-03-07,1072.50241486
2019-03-08,1024.23670381
2019-03-09,1008.95942369
2019-03-10,649.63240074
2019-03-11,948.3422946
2019-03-12,1503.69629133
2019-03-13,1256.80160581
2019-03-14,1377.11476928
2019-03-15,1036.65711661
2019-03-16,841.03671637
2019-03-17,465.49080447
2019-03-18,645.14591639
2019-03-19,1088.40481609
2019-03-20,1200.73227065
2019-03-21,1602.97969548
2019-03-22,1218.16208185
2019-03-23,620.3137083
2019-03-24,463.43717875
2019-03-25,1250.82941988
2019-03-26,4827.76462286
2019-03-27,1077.91809836
2019-03-28,1006.87347282
2019-03-29,1737.69995657
2019-03-30,719.97550144
2019-03-31,922.13879324
2019-04-01,802.67388259
2019-04-02,1824.32391896
2019-04-03,1788.85521429
2019-04-04,1137.32735928
2019-04-05,676.01965442
2019-04-06,763.01613564
2019-04-07,666.1031135
2019-04-08,2303.94210434
2019-04-09,1002.65153168
2019-04-10,781.84575445
2019-04-11,1137.69464779
2019-04-12,579.64963701
2019-04-13,452.67892869
2019-04-14,328.31598852
2019-04-15,749.72095505
2019-04-16,694.89547434
2019-04-17,1005.98689087
2019-04-18,852.24272905
2019-04-19,1003.36074028
2019-04-20,388.37645452
2019-04-21,596.36618472
2019-04-22,656.39115919
2019-04-23,593.90466185
2019-04-24,1336.60456685
2019-04-25,674.1337856
2019-04-26,1068.23162495
2019-04-27,369.57364763
2019-04-28,1554.38927365
2019-04-29,975.9884856
2019-04-30,1230.21658535
2019-05-01,423.09229397
2019-05-02,632.12648777
2019-05-03,1024.19389496
2019-05-04,829.33492781
2019-05-05,1230.44204032
2019-05-06,1365.11986853
2019-05-07,1189.28965224
2019-05-08,1163.03767763
2019-05-09,1052.41716076
2019-05-10,1052.07308614
2019-05-11,695.87181131
2019-05-12,1004.83745863
2019-05-13,1104.50593794
2019-05-14,1502.44395272
2019-05-15,1272.72564464
2019-05-16,1284.903586
2019-05-17,1440.90618788
2019-05-18,461.67592209
2019-05-19,914.39945885
2019-05-20,922.65566121
2019-05-21,877.38620403
2019-05-22,861.4541361
2019-05-23,667.79998932
2019-05-24,1693.81205499
2019-05-25,774.72094358
2019-05-26,762.19984134
2019-05-27,1903.79463005
2019-05-28,1177.7775241
2019-05-29,1943.64357481
2019-05-30,798.73104968
2019-05-31,747.07736555
2019-06-01,500.64067457
2019-06-02,782.46277823
2019-06-03,1104.56369356
2019-06-04,849.28997176
2019-06-05,1748.34702634
2019-06-06,777.41177001
2019-06-07,720.84679214
2019-06-08,460.4511236
2019-06-09,407.65202138
2019-06-10,1181.14344676
2019-06-11,932.65912516
2019-06-12,733.31919147
2019-06-13,830.06044157
2019-06-14,2562.5785974
2019-06-15,926.74879735
2019-06-16,1324.35938844
2019-06-17,1218.91899003
2019-06-18,1030.30426551
2019-06-19,1166.23081055
2019-06-20,1014.59718598
2019-06-21,1135.65372368
2019-06-22,1359.32561472
2019-06-23,860.98787387
2019-06-24,1537.66541356
2019-06-25,1687.71511317
2019-06-26,2247.22440042
2019-06-27,3098.05042908
2019-06-28,2099.10229583
2019-06-29,998.91134705
2019-06-30,684.78209485
2019-07-01,1847.25781318
2019-07-02,1001.50745832
2019-07-03,1073.85306394
2019-07-04,1448.25926317
2019-07-05,719.32599848
2019-07-06,589.07897479
2019-07-07,467.4765661
2019-07-08,1206.88923343
2019-07-09,1280.84189032
2019-07-10,1316.94196956
2019-07-11,563.33511066
2019-07-12,1151.4857637
2019-07-13,609.89376116
2019-07-14,520.42069175
2019-07-15,880.55153213
2019-07-16,773.60894307
2019-07-17,947.4657677
2019-07-18,698.24306329
2019-07-19,1084.09028628
2019-07-20,695.85742588
2019-07-21,466.02531555
2019-07-22,540.05340161
2019-07-23,834.38793182
2019-07-24,761.72323277
2019-07-25,539.1784151
2019-07-26,753.23660271
2019-07-27,513.384337
2019-07-28,383.21372297
2019-07-29,711.32311748
2019-07-30,758.30775049
2019-07-31,1462.85833055
2019-08-01,1904.98125867
2019-08-02,6131.77679432
2019-08-03,780.1373501
2019-08-04,911.25596436
2019-08-05,1171.82484051
2019-08-06,1441.93570073
2019-08-07,969.38917624
2019-08-08,1135.90280194
2019-08-09,1482.62583222
2019-08-10,712.12078423
2019-08-11,572.43576683
2019-08-12,922.14359074
2019-08-13,681.61053081
2019-08-14,1056.82330529
2019-08-15,1112.02766904
2019-08-16,529.81187065
2019-08-17,586.48081106
2019-08-18,482.81166482
2019-08-19,1100.03128041
2019-08-20,880.52698295
2019-08-21,802.68491173
2019-08-22,772.41884149
2019-08-23,693.53692167
2019-08-24,690.74472189
2019-08-25,737.36912151
2019-08-26,1256.27177215
2019-08-27,781.53905578
2019-08-28,1404.22546634
2019-08-29,1496.43183739
2019-08-30,993.95753456
2019-08-31,1272.99353107
2019-09-01,1099.58909715
2019-09-02,1168.02672642
2019-09-03,1853.50555999
2019-09-04,1195.62902336
2019-09-05,1633.00384363
2019-09-06,1165.57291453
2019-09-07,789.24285576
2019-09-08,812.79845244
2019-09-09,725.92053027
2019-09-10,1599.41581472
2019-09-11,1295.88083583
2019-09-12,1379.36033858
2019-09-13,945.78906772
2019-09-14,854.92391642
2019-09-15,553.93936375
2019-09-16,517.44869551
2019-09-17,819.77472727
2019-09-18,701.85743848
2019-09-19,638.05882526
2019-09-20,946.09666714
2019-09-21,495.02642775
2019-09-22,514.46545034
2019-09-23,863.37630337
2019-09-24,1076.09797811
2019-09-25,1362.12569556
2019-09-26,650.51404608
2019-09-27,1580.22949405
2019-09-28,641.27759622
2019-09-29,607.40851815
2019-09-30,1243.37031426
2019-10-01,1125.87320743
2019-10-02,615.90655396
2019-10-03,683.05976458
2019-10-04,608.2148855
2019-10-05,751.35416904
2019-10-06,676.44098512
2019-10-07,707.25338239
2019-10-08,787.20329867
2019-10-09,885.3330145
2019-10-10,1337.89000321
2019-10-11,769.22826548
2019-10-12,901.95560099
2019-10-13,631.60732139
2019-10-14,1429.0310181
2019-10-15,797.81123726
2019-10-16,853.9244803
2019-10-17,1130.54991443
2019-10-18,812.71162146
2019-10-19,635.07814162
2019-10-20,667.28356401
2019-10-21,1042.97392101
2019-10-22,1007.32541717
2019-10-23,835.67667915
2019-10-24,610.87427612
2019-10-25,1204.7894523
2019-10-26,1313.70266412
2019-10-27,908.35884398
2019-10-28,2823.64198703
2019-10-29,856.9279468
2019-10-30,1157.44542884
2019-10-31,1059.07720503
2019-11-01,949.6140764
2019-11-02,446.18092581
2019-11-03,545.87451612
2019-11-04,1270.14783762
2019-11-05,1202.18004798
2019-11-06,960.61060347
2019-11-07,1073.69417414
2019-11-08,737.99305183
2019-11-09,542.6157235
2019-11-10,545.2849673
2019-11-11,835.89448063
2019-11-12,858.27698507
2019-11-13,782.18096283
2019-11-14,888.92077629
2019-11-15,871.98400313
2019-11-16,511.67468956
2019-11-17,787.53166574
2019-11-18,1284.64072991
2019-11-19,3987.24997329
2019-11-20,1188.89409925
2019-11-21,1145.82191896
2019-11-22,1166.87329314
2019-11-23,770.89497848
2019-11-24,2912.23161137
2019-11-25,1196.09770593
2019-11-26,913.04646017
2019-11-27,1018.24631462
2019-11-28,1408.5657392
2019-11-29,1855.47622836
2019-11-30,767.47563088
2019-12-01,680.29710584
2019-12-02,1022.87692979
2019-12-03,959.27632725
2019-12-04,1239.49636281
2019-12-05,987.81291432
2019-12-06,1018.11357115
2019-12-07,566.66504015
2019-12-08,721.12165045
2019-12-09,1101.57971368
2019-12-10,1164.25648694
2019-12-11,1087.01801792
2019-12-12,1552.80001187
2019-12-13,2484.94230558
2019-12-14,954.79753442
2019-12-15,647.98666757
2019-12-16,1129.47444544
2019-12-17,1079.05524056
2019-12-18,1640.32334731
2019-12-19,1469.05400268
2019-12-20,1327.23540321
2019-12-21,583.49411455
2019-12-22,686.98213901
2019-12-23,1384.05176196
2019-12-24,2381.891486
2019-12-25,1105.38585495
2019-12-26,1776.00253242
2019-12-27,810.4241872
2019-12-28,1676.05061399
2019-12-29,906.11743179
2019-12-30,1028.03006924
2019-12-31,1023.84810003
2020-01-01,666.20640479
2020-01-02,1287.94002132
2020-01-03,869.39479517
2020-01-04,724.50955308
2020-01-05,897.68945833
2020-01-06,1004.33945042
2020-01-07,1474.17687353
2020-01-08,1209.12419109
2020-01-09,1645.7360561
2020-01-10,1363.99640587
2020-01-11,1348.91414597
2020-01-12,539.16720984
2020-01-13,1532.86251528
2020-01-14,1741.29084058
2020-01-15,1606.05527911
2020-01-16,1583.28452451
2020-01-17,1126.69441559
2020-01-18,971.42585289
2020-01-19,1164.66484302
2020-01-20,991.72734284
2020-01-21,1829.00753154
2020-01-22,1346.74979498
2020-01-23,824.65475462
2020-01-24,805.87250333
2020-01-25,570.25270679
2020-01-26,782.77373307
2020-01-27,727.64629236
2020-01-28,1442.35278535
2020-01-29,949.14949304
2020-01-30,1199.95157843
2020-01-31,929.58811676
2020-02-01,906.3830237
2020-02-02,762.43501533
2020-02-03,1075.76717981
2020-02-04,1016.92468715
2020-02-05,1483.55402396
2020-02-06,2331.58074376
2020-02-07,1190.60603968
2020-02-08,949.35330915
2020-02-09,954.17223355
2020-02-10,1287.58998499
2020-02-11,1221.6137641
2020-02-12,1303.52193243
2020-02-13,1508.53573223
2020-02-14,892.58187187
2020-02-15,691.76771808
2020-02-16,723.99823572
2020-02-17,832.14391116
2020-02-18,929.7637988
2020-02-19,1466.25447297
2020-02-20,821.52464717
2020-02-21,937.30104638
2020-02-22,752.54226376
2020-02-23,776.19344279
2020-02-24,782.39941348
2020-02-25,1028.99444043
2020-02-26,1227.84170294
2020-02-27,874.38179395
2020-02-28,900.68802589
2020-02-29,895.37805416
2020-03-01,586.19660446
2020-03-02,1271.15773082
2020-03-03,753.62929134
2020-03-04,968.49052204
2020-03-05,1062.87357011
2020-03-06,1209.43100436
2020-03-07,746.78028093
2020-03-08,823.49313462
2020-03-09,1532.81466047
2020-03-10,1533.60501898
2020-03-11,2148.51645634
2020-03-12,3746.32952576
2020-03-13,3689.40920354
2020-03-14,1414.59128054
2020-03-15,886.65689387
2020-03-16,2431.80830347
2020-03-17,1522.27336563
2020-03-18,1230.05401511
2020-03-19,1232.15477658
2020-03-20,1813.9331447
2020-03-21,648.65291676
2020-03-22,615.70533513
2020-03-23,778.45674655
2020-03-24,2935.96138873
2020-03-25,888.00900349
2020-03-26,1742.00393941
2020-03-27,1442.49266995
2020-03-28,1021.07508038
2020-03-29,755.57255317
2020-03-30,1470.85430231
2020-03-31,2171.09821917
2020-04-01,1159.01408784
2020-04-02,1566.65686338
2020-04-03,989.63409597
2020-04-04,814.85321361
2020-04-05,800.04797299
2020-04-06,1231.17766039
2020-04-07,1007.60115291
2020-04-08,1109.00356066
2020-04-09,827.48843167
2020-04-10,1049.95468382
2020-04-11,650.87667976
2020-04-12,777.84580858
2020-04-13,1014.80549429
2020-04-14,1048.30085546
2020-04-15,1247.73849261
2020-04-16,1196.48107574
2020-04-17,2943.07850483
2020-04-18,1354.10928066
2020-04-19,721.25982508
2020-04-20,995.14668785
2020-04-21,1006.9637419
2020-04-22,939.28682344
2020-04-23,939.77804626
2020-04-24,980.86731596
2020-04-25,679.15153091
2020-04-26,837.0267657
2020-04-27,1246.78012256
2020-04-28,1176.47352727
2020-04-29,1125.87126697
2020-04-30,1646.2048361
2020-05-01,818.82870395
2020-05-02,2204.80525296
2020-05-03,1241.48025727
2020-05-04,804.4889283
2020-05-05,1563.33432735
2020-05-06,1552.00136534
2020-05-07,2658.22220333
2020-05-08,2666.39780175
2020-05-09,1175.37662313
2020-05-10,890.93438715
2020-05-11,1019.92591574
2020-05-12,1069.72863218
2020-05-13,802.8613701
2020-05-14,932.32352352
2020-05-15,610.77883478
2020-05-16,704.30176792
2020-05-17,392.59445275
2020-05-18,649.43437514
2020-05-19,1267.99607891
2020-05-20,901.07082546
2020-05-21,464.78588189
2020-05-22,962.07019931
2020-05-23,241.44790087
2020-05-24,467.46675127
2020-05-25,486.43086881
2020-05-26,944.36930394
2020-05-27,958.12407255
2020-05-28,646.38629498
2020-05-29,560.33041482
2020-05-30,459.89209822
2020-05-31,547.62082478
2020-06-01,650.2785611
2020-06-02,1738.74015571
2020-06-03,575.00638847
2020-06-04,1428.216888
2020-06-05,629.80764307
2020-06-06,273.91191225
2020-06-07,363.81010327
2020-06-08,599.23973137
2020-06-09,489.83971579
2020-06-10,1439.75512052
2020-06-11,711.59388091
2020-06-12,897.08541254
2020-06-13,800.8784263
2020-06-14,374.22246539
2020-06-15,963.96444462
2020-06-16,692.80464153
2020-06-17,681.79767743
2020-06-18,832.01837363
2020-06-19,597.0073483
2020-06-20,743.8978286
2020-06-21,338.84840885
2020-06-22,1198.12422412
2020-06-23,817.83707923
2020-06-24,1204.72719286
2020-06-25,484.89236208
2020-06-26,428.67957807
2020-06-27,1004.10995299
2020-06-28,782.68133949
2020-06-29,649.86136893
2020-06-30,1203.35568394
2020-07-01,1325.00890062
2020-07-02,900.21219615
2020-07-03,860.07623302
2020-07-04,557.8311324
2020-07-05,434.13403901
2020-07-06,813.0003265
2020-07-07,618.33906948
2020-07-08,1307.40222043
2020-07-09,565.99199604
2020-07-10,1000.91871273
2020-07-11,475.92164907
2020-07-12,656.26795836
2020-07-13,657.14195379
2020-07-14,609.93555271
2020-07-15,965.76729223
2020-07-16,542.10117581
2020-07-17,1007.55645303
2020-07-18,550.45285075
2020-07-19,566.98748596
2020-07-20,902.4726112
2020-07-21,760.98851431
2020-07-22,658.96569967
2020-07-23,718.73949946
2020-07-24,600.41983684
2020-07-25,684.60755534
2020-07-26,712.80864402
2020-07-27,1400.63860826
2020-07-28,2020.82854792
2020-07-29,1414.02954108
2020-07-30,1346.32581373
2020-07-31,1434.78226633
2020-08-01,1455.75150163
2020-08-02,971.96002998
2020-08-03,1298.53171882
2020-08-04,1118.79029181
2020-08-05,809.83559414
2020-08-06,852.73106601
2020-08-07,878.16588074
2020-08-08,661.45552333
2020-08-09,624.11334782
2020-08-10,1105.15645426
2020-08-11,917.77017376
2020-08-12,689.48495505
2020-08-13,804.67212854
2020-08-14,1516.40709411
2020-08-15,697.47796329
2020-08-16,530.48780393
2020-08-17,1130.42827182
2020-08-18,1247.33367127
2020-08-19,527.67305479
2020-08-20,628.0441146
2020-08-21,1333.44572487
2020-08-22,440.58394395
2020-08-23,455.80612297
2020-08-24,809.77426472
2020-08-25,634.91317049
2020-08-26,718.93642684
2020-08-27,1001.85370336
2020-08-28,631.04280622
2020-08-29,683.81579658
2020-08-30,530.96478532
2020-08-31,907.40285036
2020-09-01,1114.74839668
2020-09-02,976.15562502
2020-09-03,1294.78217834
2020-09-04,1100.12225389
2020-09-05,563.99333917
2020-09-06,517.63963417
2020-09-07,656.41678802
2020-09-08,640.67110279
2020-09-09,701.79467092
2020-09-10,840.00448455
2020-09-11,502.09917994
2020-09-12,467.90962909
2020-09-13,1429.39178533
2020-09-14,1425.07498393
2020-09-15,598.71319513
2020-09-16,496.80731451
2020-09-17,646.42461794
2020-09-18,970.7946261
2020-09-19,578.61663025
2020-09-20,1597.89274738
2020-09-21,1090.51611226
2020-09-22,988.30613988
2020-09-23,482.27929236
2020-09-24,612.24092585
2020-09-25,665.64081861
2020-09-26,833.1495118
2020-09-27,634.38582413
2020-09-28,1384.61139792
2020-09-29,1154.8370922
2020-09-30,861.90421638
2020-10-01,636.53397328
2020-10-02,536.66306601
2020-10-03,387.48478349
2020-10-04,419.16161586
2020-10-05,577.90681168
2020-10-06,614.18711108
2020-10-07,651.77878858
2020-10-08,520.71072636
2020-10-09,1147.18256721
2020-10-10,872.59847466
2020-10-11,1513.18105867
2020-10-12,951.10114442
2020-10-13,1146.89054837
2020-10-14,838.7113526
2020-10-15,975.37755778
2020-10-16,2020.15182264
2020-10-17,578.94669351
2020-10-18,477.96008741
2020-10-19,1080.54866598
2020-10-20,924.99137787
2020-10-21,1182.89186587
2020-10-22,1909.74624799
2020-10-23,730.31667665
2020-10-24,591.32156666
2020-10-25,517.56679221
2020-10-26,1014.58106896
2020-10-27,1329.83125948
2020-10-28,1330.27310135
2020-10-29,409.20669426
2020-10-30,947.57989091
2020-10-31,1392.21158602
2020-11-01,462.033622
2020-11-02,925.41556972
2020-11-03,843.3708101
2020-11-04,934.0435298
2020-11-05,1520.76349495
2020-11-06,2302.99054371
2020-11-07,1634.58090556
2020-11-08,1693.34128497
2020-11-09,894.26206723
2020-11-10,491.98340134
2020-11-11,773.01816829
2020-11-12,1411.61612584
2020-11-13,782.95850202
2020-11-14,579.48960826
2020-11-15,484.56833391
2020-11-16,976.6723171
2020-11-17,1169.03082492
2020-11-18,1476.61856751
2020-11-19,1067.06321208
2020-11-20,1156.29052933
2020-11-21,630.60005318
2020-11-22,612.31122951
2020-11-23,728.93686208
2020-11-24,1267.84758028
2020-11-25,864.3477351
2020-11-26,1358.14503566
2020-11-27,457.55314582
2020-11-28,479.4760314
2020-11-29,431.53054713
2020-11-30,1030.26562969
2020-12-01,868.20539786
2020-12-02,562.79738018
2020-12-03,747.33953322
2020-12-04,1590.23776857
2020-12-05,465.96302467
2020-12-06,320.33647203
2020-12-07,793.96097325
2020-12-08,409.33688789
2020-12-09,735.96938763
2020-12-10,1081.87988613
2020-12-11,694.59533004
2020-12-12,630.11664579
2020-12-13,448.74584225
2020-12-14,679.40479629
2020-12-15,657.41752039
2020-12-16,1124.27801336
2020-12-17,1568.01585734
2020-12-18,1152.216017
2020-12-19,937.86161321
2020-12-20,1125.11336487
2020-12-21,1047.61630755
2020-12-22,523.77882819
2020-12-23,775.77565878
2020-12-24,1455.6534715
2020-12-25,729.51524177
2020-12-26,514.20566693
2020-12-27,3231.52635851
2020-12-28,1071.80690599
2020-12-29,512.56029776
2020-12-30,817.26652008
2020-12-31,1012.13506182
2021-01-01,701.33831849
2021-01-02,1104.64523384
2021-01-03,2844.83525211
2021-01-04,1117.14872043
2021-01-05,477.29845855
2021-01-06,1267.23116178
2021-01-07,1718.83979542
2021-01-08,1827.1364252
2021-01-09,1358.86383105
2021-01-10,1711.03810196
2021-01-11,1312.43581862
