date,Miner to Exchange Flow (Mean)
2015-04-20,2.51409239
2015-04-21,2.71509149
2015-04-22,4.91834113
2015-04-23,2.66431749
2015-04-24,2.33006871
2015-04-25,1.23296554
2015-04-26,0.74949388
2015-04-27,2.7797269
2015-04-28,3.26631341
2015-04-29,0.83319139
2015-04-30,2.62138803
2015-05-01,1.35615412
2015-05-02,1.17149239
2015-05-03,1.21780082
2015-05-04,9.54280403
2015-05-05,1.2580232
2015-05-06,1.38156588
2015-05-07,3.02083662
2015-05-08,2.36839998
2015-05-09,0.55561618
2015-05-10,0.69010171
2015-05-11,12.82626941
2015-05-12,2.45885842
2015-05-13,3.60296457
2015-05-14,1.40763478
2015-05-15,1.75300682
2015-05-16,1.26078728
2015-05-17,0.96706968
2015-05-18,2.4440957
2015-05-19,1.99494039
2015-05-20,2.56787695
2015-05-21,4.09872808
2015-05-22,1.90814306
2015-05-23,1.30357434
2015-05-24,1.28694456
2015-05-25,2.82154251
2015-05-26,2.50791358
2015-05-27,15.52330017
2015-05-28,1.34663254
2015-05-29,0.92372628
2015-05-30,1.57620895
2015-05-31,1.24430491
2015-06-01,1.51323632
2015-06-02,1.67285203
2015-06-03,2.70121693
2015-06-04,2.31838288
2015-06-05,2.38028195
2015-06-06,1.19318835
2015-06-07,1.1540572
2015-06-08,2.45636988
2015-06-09,1.36894755
2015-06-10,1.74884058
2015-06-11,2.90709325
2015-06-12,1.14270632
2015-06-13,1.04556006
2015-06-14,1.50148725
2015-06-15,1.09729923
2015-06-16,15.7535389
2015-06-17,1.97264095
2015-06-18,4.15036104
2015-06-19,86.9508058
2015-06-20,1.52710188
2015-06-21,0.86956559
2015-06-22,1.65433673
2015-06-23,1.66841189
2015-06-24,1.03523795
2015-06-25,3.58305139
2015-06-26,1.78914602
2015-06-27,0.87543766
2015-06-28,1.30569588
2015-06-29,2.92912866
2015-06-30,3.16995001
2015-07-01,2.03684957
2015-07-02,1.26551168
2015-07-03,1.89164975
2015-07-04,1.07911138
2015-07-05,1.61213074
2015-07-06,2.77189964
2015-07-07,1.22315927
2015-07-08,1.30309275
2015-07-09,1.47491716
2015-07-10,2.86150114
2015-07-11,2.51427727
2015-07-12,0.90636914
2015-07-13,2.02564876
2015-07-14,0.89603452
2015-07-15,1.11836807
2015-07-16,2.00740114
2015-07-17,1.36286792
2015-07-18,0.66384248
2015-07-19,5.60132733
2015-07-20,2.44634816
2015-07-21,1.52910541
2015-07-22,2.04491253
2015-07-23,2.01234388
2015-07-24,1.53295143
2015-07-25,1.36033969
2015-07-26,0.76648894
2015-07-27,1.34359035
2015-07-28,1.97979189
2015-07-29,1.88408457
2015-07-30,1.14465929
2015-07-31,1.80898642
2015-08-01,2.39947166
2015-08-02,0.79638154
2015-08-03,1.36408954
2015-08-04,0.90025705
2015-08-05,1.38218269
2015-08-06,0.80528522
2015-08-07,0.97346318
2015-08-08,1.9355766
2015-08-09,0.71184544
2015-08-10,9.48986934
2015-08-11,1.34282832
2015-08-12,0.91081109
2015-08-13,1.08660131
2015-08-14,1.32258597
2015-08-15,2.94488064
2015-08-16,1.01730727
2015-08-17,2.59822604
2015-08-18,1.26582013
2015-08-19,1.38378451
2015-08-20,1.10793913
2015-08-21,0.83989335
2015-08-22,1.1864671
2015-08-23,1.16688578
2015-08-24,1.71739449
2015-08-25,2.3434046
2015-08-26,4.15369089
2015-08-27,2.05475997
2015-08-28,1.99871768
2015-08-29,1.5301413
2015-08-30,0.9945313
2015-08-31,1.7661808
2015-09-01,1.38377257
2015-09-02,1.41286513
2015-09-03,0.50521639
2015-09-04,0.59371179
2015-09-05,1.02684577
2015-09-06,1.27101032
2015-09-07,2.86125137
2015-09-08,1.73914295
2015-09-09,1.33393423
2015-09-10,10.88535645
2015-09-11,2.49475932
2015-09-12,1.52846654
2015-09-13,3.06669938
2015-09-14,0.74650072
2015-09-15,2.29228614
2015-09-16,1.99638482
2015-09-17,1.35451697
2015-09-18,1.36571037
2015-09-19,0.94549555
2015-09-20,1.06426046
2015-09-21,1.49792298
2015-09-22,3.63494984
2015-09-23,2.03905485
2015-09-24,1.3527393
2015-09-25,2.10117038
2015-09-26,1.58555796
2015-09-27,1.03174093
2015-09-28,11.87926106
2015-09-29,1.57887146
2015-09-30,1.58983298
2015-10-01,1.79428792
2015-10-02,1.49962691
2015-10-03,2.14955833
2015-10-04,1.24410235
2015-10-05,14.0000006
2015-10-06,1.32027093
2015-10-07,1.19227323
2015-10-08,1.5048047
2015-10-09,1.29762202
2015-10-10,1.22442432
2015-10-11,1.44763226
2015-10-12,1.17640051
2015-10-13,1.44149569
2015-10-14,2.11178376
2015-10-15,1.3422564
2015-10-16,1.38467806
2015-10-17,2.39243218
2015-10-18,2.68791163
2015-10-19,1.21061058
2015-10-20,1.48040308
2015-10-21,1.13698424
2015-10-22,1.30058222
2015-10-23,0.87718699
2015-10-24,2.90846801
2015-10-25,23.43312033
2015-10-26,2.6418391
2015-10-27,3.7673748
2015-10-28,2.24042281
2015-10-29,3.07344532
2015-10-30,7.13867219
2015-10-31,6.00445523
2015-11-01,3.63740632
2015-11-02,2.76696692
2015-11-03,7.35119969
2015-11-04,5.94143433
2015-11-05,2.96358095
2015-11-06,4.26861576
2015-11-07,2.87166246
2015-11-08,8.56653005
2015-11-09,3.37660505
2015-11-10,3.03987193
2015-11-11,5.21394319
2015-11-12,3.3705778
2015-11-13,2.13289575
2015-11-14,1.61881969
2015-11-15,2.8065282
2015-11-16,3.99772128
2015-11-17,4.97123875
2015-11-18,3.29962394
2015-11-19,4.6107825
2015-11-20,3.29431768
2015-11-21,2.7869382
2015-11-22,3.81816851
2015-11-23,3.94523761
2015-11-24,3.92312588
2015-11-25,3.63024035
2015-11-26,3.89411624
2015-11-27,2.90526723
2015-11-28,3.28379543
2015-11-29,2.82547987
2015-11-30,4.29440391
2015-12-01,3.22866202
2015-12-02,4.41343702
2015-12-03,3.97140622
2015-12-04,3.81987274
2015-12-05,3.76547063
2015-12-06,1.97081734
2015-12-07,3.24674914
2015-12-08,3.26935291
2015-12-09,1.91109952
2015-12-10,1.71022936
2015-12-11,1.99634395
2015-12-12,2.51100338
2015-12-13,2.81762248
2015-12-14,2.26119466
2015-12-15,3.55534175
2015-12-16,3.56917761
2015-12-17,8.79516737
2015-12-18,2.83690209
2015-12-19,1.87367893
2015-12-20,1.72732969
2015-12-21,1.61790177
2015-12-22,2.24279246
2015-12-23,2.83216852
2015-12-24,2.65939613
2015-12-25,1.89573045
2015-12-26,3.98710779
2015-12-27,2.93969422
2015-12-28,1.62913478
2015-12-29,2.37187096
2015-12-30,2.26714212
2015-12-31,3.44623391
2016-01-01,3.39389079
2016-01-02,2.78221081
2016-01-03,2.32717835
2016-01-04,3.66064387
2016-01-05,2.57308897
2016-01-06,3.47908538
2016-01-07,2.2919009
2016-01-08,10.84258496
2016-01-09,1.2914181
2016-01-10,1.16096807
2016-01-11,1.84664276
2016-01-12,4.70404158
2016-01-13,4.79697732
2016-01-14,3.00440823
2016-01-15,4.93678097
2016-01-16,9.6361785
2016-01-17,2.98564132
2016-01-18,5.80739015
2016-01-19,51.63837325
2016-01-20,8.11677666
2016-01-21,12.02718642
2016-01-22,5.91153887
2016-01-23,9.11886463
2016-01-24,7.91616545
2016-01-25,5.13197392
2016-01-26,6.99077924
2016-01-27,4.42042104
2016-01-28,4.18149869
2016-01-29,1.43506582
2016-01-30,1.70121885
2016-01-31,0.99891836
2016-02-01,1.3260981
2016-02-02,7.56056251
2016-02-03,5.44248436
2016-02-04,4.30015481
2016-02-05,3.04045821
2016-02-06,2.97002973
2016-02-07,4.30836523
2016-02-08,1.69658713
2016-02-09,2.70597432
2016-02-10,1.50672861
2016-02-11,2.21113948
2016-02-12,1.84710292
2016-02-13,1.70463149
2016-02-14,0.64633139
2016-02-15,1.71690009
2016-02-16,0.68074555
2016-02-17,1.41188075
2016-02-18,0.84825781
2016-02-19,1.35996043
2016-02-20,1.86492006
2016-02-21,0.38764088
2016-02-22,1.87494341
2016-02-23,3.2766833
2016-02-24,5.07732822
2016-02-25,2.19039271
2016-02-26,1.41008312
2016-02-27,1.96073865
2016-02-28,1.63897544
2016-02-29,1.76188958
2016-03-01,2.44637886
2016-03-02,3.44740622
2016-03-03,0.86304246
2016-03-04,1.68652368
2016-03-05,2.67226228
2016-03-06,0.63739929
2016-03-07,1.07411094
2016-03-08,1.49209835
2016-03-09,1.4877182
2016-03-10,4.6038179
2016-03-11,3.10112197
2016-03-12,7.92484762
2016-03-13,1.19768661
2016-03-14,2.92262123
2016-03-15,2.03113588
2016-03-16,1.67637238
2016-03-17,12.47533381
2016-03-18,3.95384971
2016-03-19,4.19194857
2016-03-20,0.84118909
2016-03-21,1.99223936
2016-03-22,2.3146007
2016-03-23,6.27735339
2016-03-24,2.36659631
2016-03-25,2.12667185
2016-03-26,2.64966741
2016-03-27,0.62310957
2016-03-28,1.40350898
2016-03-29,1.47973627
2016-03-30,1.36856372
2016-03-31,1.83283646
2016-04-01,2.91208358
2016-04-02,2.17806074
2016-04-03,0.43288659
2016-04-04,2.01068779
2016-04-05,3.27507628
2016-04-06,3.94407832
2016-04-07,2.3828312
2016-04-08,2.92390606
2016-04-09,6.47788122
2016-04-10,1.16855877
2016-04-11,2.23973013
2016-04-12,5.62108736
2016-04-13,4.0190253
2016-04-14,2.06980687
2016-04-15,1.5905476
2016-04-16,1.97606793
2016-04-17,0.58779253
2016-04-18,1.10082312
2016-04-19,3.97701562
2016-04-20,1.8289737
2016-04-21,5.87668144
2016-04-22,3.80711578
2016-04-23,5.35734243
2016-04-24,1.10963107
2016-04-25,1.38669088
2016-04-26,2.05907878
2016-04-27,1.5024612
2016-04-28,1.52060533
2016-04-29,1.28258342
2016-04-30,4.61055144
2016-05-01,0.59610348
2016-05-02,1.78629732
2016-05-03,2.15096243
2016-05-04,1.7000374
2016-05-05,1.47246366
2016-05-06,2.24953271
2016-05-07,1.72656466
2016-05-08,0.89084575
2016-05-09,0.59627955
2016-05-10,0.69212756
2016-05-11,0.90338736
2016-05-12,1.30822418
2016-05-13,1.7097287
2016-05-14,1.75728665
2016-05-15,0.60030841
2016-05-16,0.91815858
2016-05-17,1.64025633
2016-05-18,1.67039531
2016-05-19,2.71181481
2016-05-20,2.89249003
2016-05-21,2.48836549
2016-05-22,0.49244172
2016-05-23,1.22072995
2016-05-24,1.85765718
2016-05-25,1.84883461
2016-05-26,2.13926216
2016-05-27,3.73176734
2016-05-28,7.40399478
2016-05-29,5.9494316
2016-05-30,2.88197366
2016-05-31,5.58912799
2016-06-01,2.74304468
2016-06-02,1.48180055
2016-06-03,3.97193104
2016-06-04,1.37853767
2016-06-05,0.97155062
2016-06-06,0.99174838
2016-06-07,1.6099872
2016-06-08,1.86185025
2016-06-09,284.09225893
2016-06-10,1.46173312
2016-06-11,1.34778716
2016-06-12,1.38056673
2016-06-13,33.30066412
2016-06-14,15.45282421
2016-06-15,132.4389934
2016-06-16,46.40755527
2016-06-17,23.3423876
2016-06-18,3.65993725
2016-06-19,0.74768083
2016-06-20,17.14844506
2016-06-21,6.06637235
2016-06-22,132.34998662
2016-06-23,37.48056399
2016-06-24,20.55152108
2016-06-25,1.93218669
2016-06-26,0.6721942
2016-06-27,17.54080139
2016-06-28,2.82879792
2016-06-29,91.23571548
2016-06-30,30.1115086
2016-07-01,15.12321855
2016-07-02,1.47324524
2016-07-03,0.55636867
2016-07-04,11.03431449
2016-07-05,6.50471119
2016-07-06,100.60899383
2016-07-07,46.10376716
2016-07-08,29.36826495
2016-07-09,1.94338182
2016-07-10,0.48063695
2016-07-11,20.4569793
2016-07-12,5.57461624
2016-07-13,19.95784298
2016-07-14,9.71942067
2016-07-15,7.42268078
2016-07-16,2.48785913
2016-07-17,0.47039707
2016-07-18,4.61227637
2016-07-19,13.03527797
2016-07-20,29.63165154
2016-07-21,15.75313176
2016-07-22,12.27365315
2016-07-23,1.3685213
2016-07-24,0.73244898
2016-07-25,10.19443179
2016-07-26,2.52249077
2016-07-27,19.59575103
2016-07-28,10.81809053
2016-07-29,5.41326046
2016-07-30,1.58954305
2016-07-31,0.90534492
2016-08-01,4.96195123
2016-08-02,2.69999362
2016-08-03,14.95214802
2016-08-04,9.47934366
2016-08-05,5.1666082
2016-08-06,0.85688128
2016-08-07,0.69247075
2016-08-08,5.2567216
2016-08-09,1.96549993
2016-08-10,3.94081261
2016-08-11,13.06498798
2016-08-12,1.39699414
2016-08-13,0.99170433
2016-08-14,0.35786256
2016-08-15,7.28385232
2016-08-16,13.04429053
2016-08-17,18.28255744
2016-08-18,11.79109024
2016-08-19,10.99303165
2016-08-20,0.79649897
2016-08-21,0.33945887
2016-08-22,9.48946149
2016-08-23,16.91703054
2016-08-24,34.36009766
2016-08-25,8.85078524
2016-08-26,9.89209536
2016-08-27,1.54058164
2016-08-28,1.43279398
2016-08-29,8.03875322
2016-08-30,3.54528548
2016-08-31,5.38982862
2016-09-01,25.8362579
2016-09-02,6.52927405
2016-09-03,1.77804702
2016-09-04,0.70080476
2016-09-05,7.92906265
2016-09-06,2.99604764
2016-09-07,25.8038548
2016-09-08,4.42431753
2016-09-09,4.2716566
2016-09-10,1.12911391
2016-09-11,0.36018298
2016-09-12,9.15255791
2016-09-13,4.55987656
2016-09-14,6.91736849
2016-09-15,27.33417177
2016-09-16,2.55781229
2016-09-17,0.97214344
2016-09-18,0.3773461
2016-09-19,8.0565129
2016-09-20,2.48054701
2016-09-21,19.87061556
2016-09-22,7.25191733
2016-09-23,4.17569729
2016-09-24,1.92991249
2016-09-25,0.43258108
2016-09-26,8.50607297
2016-09-27,2.92926781
2016-09-28,18.47310167
2016-09-29,7.1563986
2016-09-30,6.00964328
2016-10-01,1.14305034
2016-10-02,0.87613815
2016-10-03,1.30608789
2016-10-04,2.44654641
2016-10-05,17.80497709
2016-10-06,4.80904576
2016-10-07,10.0316977
2016-10-08,0.95136472
2016-10-09,0.26296793
2016-10-10,0.82133687
2016-10-11,4.10612817
2016-10-12,11.3196412
2016-10-13,9.74418161
2016-10-14,3.67748396
2016-10-15,0.9875686
2016-10-16,0.41483211
2016-10-17,1.95525977
2016-10-18,6.67938803
2016-10-19,0.8579872
2016-10-20,15.04994363
2016-10-21,2.02767874
2016-10-22,1.13017627
2016-10-23,0.45147397
2016-10-24,3.52838795
2016-10-25,1.44685771
2016-10-26,5.93818223
2016-10-27,3.07623835
2016-10-28,2.94346324
2016-10-29,4.59508219
2016-10-30,0.83709732
2016-10-31,4.17936831
2016-11-01,8.69662952
2016-11-02,6.47196117
2016-11-03,8.80415857
2016-11-04,4.5118701
2016-11-05,1.18274388
2016-11-06,0.3697347
2016-11-07,4.880181
2016-11-08,1.9668651
2016-11-09,8.95505153
2016-11-10,5.03994589
2016-11-11,5.4754933
2016-11-12,0.80425894
2016-11-13,0.93659838
2016-11-14,3.23668511
2016-11-15,1.27644973
2016-11-16,14.92354068
2016-11-17,4.80236168
2016-11-18,4.01663485
2016-11-19,1.9831014
2016-11-20,0.44332267
2016-11-21,2.02386293
2016-11-22,2.35737043
2016-11-23,11.88100804
2016-11-24,2.42404595
2016-11-25,2.72511529
2016-11-26,1.79607062
2016-11-27,0.48123754
2016-11-28,2.38452241
2016-11-29,0.81702017
2016-11-30,3.45581611
2016-12-01,3.66691358
2016-12-02,4.52147126
2016-12-03,1.46726666
2016-12-04,1.30767915
2016-12-05,1.7733432
2016-12-06,1.40377921
2016-12-07,4.21919158
2016-12-08,5.27210179
2016-12-09,2.42880109
2016-12-10,1.47027746
2016-12-11,0.41871425
2016-12-12,0.43866461
2016-12-13,6.07789689
2016-12-14,1.95424377
2016-12-15,1.98583303
2016-12-16,2.7485323
2016-12-17,1.75081996
2016-12-18,0.44229393
2016-12-19,2.04020908
2016-12-20,6.60097929
2016-12-21,1.54146933
2016-12-22,4.8347269
2016-12-23,25.56794699
2016-12-24,3.66359368
2016-12-25,0.70771052
2016-12-26,1.0355831
2016-12-27,6.28444635
2016-12-28,6.06172598
2016-12-29,2.4050773
2016-12-30,13.32254392
2016-12-31,36.85221939
2017-01-01,0.51183463
2017-01-02,0.9111433
2017-01-03,3.38593751
2017-01-04,10.4467279
2017-01-05,19.85848123
2017-01-06,10.57659307
2017-01-07,3.72835563
2017-01-08,0.86600638
2017-01-09,1.88000936
2017-01-10,1.110473
2017-01-11,2.35978537
2017-01-12,4.13429479
2017-01-13,11.16212583
2017-01-14,1.30103475
2017-01-15,0.5412003
2017-01-16,0.65975886
2017-01-17,1.02302917
2017-01-18,2.05344296
2017-01-19,3.03933279
2017-01-20,1.56858023
2017-01-21,1.77529896
2017-01-22,0.9381007
2017-01-23,2.07955336
2017-01-24,1.10422047
2017-01-25,1.54930242
2017-01-26,2.01921121
2017-01-27,1.20013402
2017-01-28,0.91727537
2017-01-29,0.54976851
2017-01-30,0.4932131
2017-01-31,1.71425296
2017-02-01,1.3970436
2017-02-02,1.42051862
2017-02-03,1.52078104
2017-02-04,1.3177292
2017-02-05,0.89656766
2017-02-06,0.57512588
2017-02-07,1.68936712
2017-02-08,1.33802989
2017-02-09,3.48971227
2017-02-10,2.39796448
2017-02-11,0.93799707
2017-02-12,0.52324259
2017-02-13,0.56579498
2017-02-14,1.96515078
2017-02-15,1.62977248
2017-02-16,0.81760925
2017-02-17,1.29434064
2017-02-18,0.9377562
2017-02-19,0.53108956
2017-02-20,0.51728461
2017-02-21,3.48047299
2017-02-22,1.30092649
2017-02-23,2.0742975
2017-02-24,1.9840678
2017-02-25,0.9405194
2017-02-26,0.46507982
2017-02-27,0.77779853
2017-02-28,1.37152234
2017-03-01,1.44545746
2017-03-02,2.38015528
2017-03-03,6.12021086
2017-03-04,0.84102231
2017-03-05,0.3876936
2017-03-06,0.83041524
2017-03-07,2.03514829
2017-03-08,1.44130504
2017-03-09,2.64796025
2017-03-10,1.37090525
2017-03-11,1.42309511
2017-03-12,0.83985107
2017-03-13,0.50218549
2017-03-14,2.30869853
2017-03-15,1.28854054
2017-03-16,4.13296712
2017-03-17,2.45423584
2017-03-18,7.56032045
2017-03-19,0.82687265
2017-03-20,2.03764668
2017-03-21,1.87257459
2017-03-22,2.23568276
2017-03-23,1.04062395
2017-03-24,3.09458975
2017-03-25,3.57492191
2017-03-26,0.36401529
2017-03-27,2.98266914
2017-03-28,2.57852993
2017-03-29,1.82484581
2017-03-30,1.84200453
2017-03-31,1.99477313
2017-04-01,1.09732178
2017-04-02,0.30492146
2017-04-03,1.72748949
2017-04-04,3.40800585
2017-04-05,1.32615443
2017-04-06,3.3366817
2017-04-07,6.63585514
2017-04-08,1.77891229
2017-04-09,0.59283959
2017-04-10,2.92280013
2017-04-11,2.22284355
2017-04-12,1.66951829
2017-04-13,1.49035081
2017-04-14,8.3982963
2017-04-15,0.71362002
2017-04-16,0.57057717
2017-04-17,0.76009712
2017-04-18,4.04610453
2017-04-19,1.03476699
2017-04-20,5.27645936
2017-04-21,1.53771058
2017-04-22,1.26940717
2017-04-23,0.65560185
2017-04-24,1.70903181
2017-04-25,1.77757574
2017-04-26,2.83525914
2017-04-27,1.88058936
2017-04-28,3.31859075
2017-04-29,2.55397023
2017-04-30,2.51780781
2017-05-01,4.42409276
2017-05-02,3.99471734
2017-05-03,1.90240467
2017-05-04,2.49458138
2017-05-05,3.05456958
2017-05-06,1.26355906
2017-05-07,1.00771454
2017-05-08,1.58043967
2017-05-09,4.02211037
2017-05-10,1.91760713
2017-05-11,2.52600433
2017-05-12,1.80135043
2017-05-13,1.489197
2017-05-14,1.98023279
2017-05-15,1.68564521
2017-05-16,1.52216609
2017-05-17,2.57419299
2017-05-18,2.60223005
2017-05-19,2.51595272
2017-05-20,3.53899296
2017-05-21,2.18232018
2017-05-22,3.50949021
2017-05-23,1.75011829
2017-05-24,1.58536752
2017-05-25,2.07112991
2017-05-26,1.43156382
2017-05-27,3.70137812
2017-05-28,2.79478872
2017-05-29,2.61188308
2017-05-30,2.41227012
2017-05-31,2.80257061
2017-06-01,4.5393058
2017-06-02,2.83343645
2017-06-03,2.22155906
2017-06-04,1.83230577
2017-06-05,2.1157083
2017-06-06,4.12338034
2017-06-07,2.36314647
2017-06-08,1.77444071
2017-06-09,2.50853431
2017-06-10,3.05330127
2017-06-11,2.21785196
2017-06-12,3.12805081
2017-06-13,1.80976532
2017-06-14,2.27082151
2017-06-15,3.59457208
2017-06-16,1.70248032
2017-06-17,2.61515654
2017-06-18,2.44822854
2017-06-19,2.24064692
2017-06-20,2.13775768
2017-06-21,3.02817509
2017-06-22,3.74270104
2017-06-23,2.52685062
2017-06-24,1.9440114
2017-06-25,2.39928075
2017-06-26,3.01772015
2017-06-27,2.35668321
2017-06-28,1.89036834
2017-06-29,1.49483514
2017-06-30,2.71372856
2017-07-01,0.92280833
2017-07-02,1.35763488
2017-07-03,1.41791296
2017-07-04,2.05778048
2017-07-05,1.48798911
2017-07-06,2.03594111
2017-07-07,2.12472987
2017-07-08,0.84220586
2017-07-09,1.75255093
2017-07-10,2.28710801
2017-07-11,2.16879135
2017-07-12,2.06243395
2017-07-13,1.65444457
2017-07-14,1.68572457
2017-07-15,1.99447911
2017-07-16,7.5452644
2017-07-17,4.67166686
2017-07-18,9.81377961
2017-07-19,2.12130769
2017-07-20,13.29334026
2017-07-21,13.66679698
2017-07-22,6.6342148
2017-07-23,6.48798337
2017-07-24,1.33841681
2017-07-25,8.90518603
2017-07-26,4.59023267
2017-07-27,13.52147602
2017-07-28,2.78360106
2017-07-29,19.80856368
2017-07-30,3.60795506
2017-07-31,1.88642859
2017-08-01,29.43106206
2017-08-02,2.44676166
2017-08-03,0.9334226
2017-08-04,27.78487618
2017-08-05,9.56932708
2017-08-06,2.66187751
2017-08-07,8.58266266
2017-08-08,8.18322017
2017-08-09,10.7609465
2017-08-10,7.22195772
2017-08-11,6.60446303
2017-08-12,8.92874724
2017-08-13,1.97519855
2017-08-14,7.64556777
2017-08-15,2.34137513
2017-08-16,12.35090216
2017-08-17,2.05655649
2017-08-18,2.28123284
2017-08-19,27.54485489
2017-08-20,0.72157239
2017-08-21,1.53564512
2017-08-22,1.55814079
2017-08-23,2.09123924
2017-08-24,1.64643712
2017-08-25,1.73167987
2017-08-26,1.29705531
2017-08-27,1.17209332
2017-08-28,0.7126485
2017-08-29,4.21835214
2017-08-30,7.12374298
2017-08-31,1.6120693
2017-09-01,1.63794097
2017-09-02,1.29514706
2017-09-03,1.29547946
2017-09-04,2.88249478
2017-09-05,2.47048023
2017-09-06,2.62326322
2017-09-07,2.28312062
2017-09-08,2.22881087
2017-09-09,4.90947179
2017-09-10,6.26804322
2017-09-11,1.68138358
2017-09-12,1.5136679
2017-09-13,1.32900691
2017-09-14,5.4993833
2017-09-15,10.32530435
2017-09-16,8.31906489
2017-09-17,1.0688416
2017-09-18,1.79495934
2017-09-19,2.90244345
2017-09-20,1.74821651
2017-09-21,0.97696322
2017-09-22,1.1647233
2017-09-23,1.24142846
2017-09-24,1.42262347
2017-09-25,5.61651411
2017-09-26,2.55190151
2017-09-27,2.54541539
2017-09-28,6.93335201
2017-09-29,1.69168518
2017-09-30,1.61265589
2017-10-01,1.19045819
2017-10-02,1.69632362
2017-10-03,0.81767574
2017-10-04,0.75009113
2017-10-05,1.211739
2017-10-06,1.11594231
2017-10-07,0.8399009
2017-10-08,1.28017415
2017-10-09,1.7420474
2017-10-10,2.59950364
2017-10-11,1.27916403
2017-10-12,2.29041576
2017-10-13,3.71580692
2017-10-14,0.87750058
2017-10-15,0.89392714
2017-10-16,1.05001604
2017-10-17,1.11473974
2017-10-18,1.10551254
2017-10-19,1.24191441
2017-10-20,1.16978639
2017-10-21,1.70084316
2017-10-22,0.89677332
2017-10-23,1.15639234
2017-10-24,0.89327844
2017-10-25,0.89508876
2017-10-26,1.08720524
2017-10-27,0.69263109
2017-10-28,1.09651041
2017-10-29,1.43974865
2017-10-30,1.5488136
2017-10-31,1.02715391
2017-11-01,0.91518124
2017-11-02,0.90349808
2017-11-03,0.81474603
2017-11-04,0.88652236
2017-11-05,0.94239758
2017-11-06,0.90072904
2017-11-07,5.54285905
2017-11-08,1.48442885
2017-11-09,5.35742076
2017-11-10,1.08369695
2017-11-11,1.34214579
2017-11-12,1.76994609
2017-11-13,0.71104661
2017-11-14,0.97163302
2017-11-15,0.87876928
2017-11-16,1.41165794
2017-11-17,1.47474719
2017-11-18,0.79407091
2017-11-19,1.05303438
2017-11-20,1.33381214
2017-11-21,0.9196745
2017-11-22,0.85987297
2017-11-23,1.3566999
2017-11-24,6.82273324
2017-11-25,0.88885366
2017-11-26,0.72435591
2017-11-27,0.94777352
2017-11-28,2.0646766
2017-11-29,0.9578447
2017-11-30,0.70682404
2017-12-01,0.76123858
2017-12-02,0.91261918
2017-12-03,1.04474792
2017-12-04,1.07600672
2017-12-05,1.09245026
2017-12-06,1.24273958
2017-12-07,1.66574077
2017-12-08,0.87641208
2017-12-09,0.88568438
2017-12-10,0.75419015
2017-12-11,0.99783965
2017-12-12,0.99388791
2017-12-13,4.30626549
2017-12-14,0.8282936
2017-12-15,1.04115431
2017-12-16,0.78962836
2017-12-17,0.77495508
2017-12-18,0.72128912
2017-12-19,0.72957437
2017-12-20,1.1133589
2017-12-21,1.01162652
2017-12-22,1.191175
2017-12-23,0.65318253
2017-12-24,0.48439763
2017-12-25,0.90379207
2017-12-26,2.65089267
2017-12-27,0.80180768
2017-12-28,0.68116856
2017-12-29,0.71496269
2017-12-30,0.65707938
2017-12-31,0.51915848
2018-01-01,0.6965026
2018-01-02,0.63288853
2018-01-03,0.97814845
2018-01-04,1.21701329
2018-01-05,1.52743151
2018-01-06,1.3662894
2018-01-07,0.43691627
2018-01-08,0.52942534
2018-01-09,0.61236466
2018-01-10,1.06511198
2018-01-11,0.81169552
2018-01-12,1.00713554
2018-01-13,1.19455696
2018-01-14,0.71729067
2018-01-15,0.90086438
2018-01-16,1.38567363
2018-01-17,1.06242286
2018-01-18,0.92316673
2018-01-19,0.72094953
2018-01-20,0.95883955
2018-01-21,0.65999025
2018-01-22,0.61137194
2018-01-23,1.17542254
2018-01-24,0.90230187
2018-01-25,0.79714088
2018-01-26,0.7720684
2018-01-27,0.78406111
2018-01-28,0.72399882
2018-01-29,0.86159802
2018-01-30,1.48805382
2018-01-31,0.9088397
2018-02-01,3.1452785
2018-02-02,2.17221132
2018-02-03,0.88554244
2018-02-04,0.82777677
2018-02-05,1.78581203
2018-02-06,1.90781142
2018-02-07,1.42621555
2018-02-08,0.80293946
2018-02-09,1.64076854
2018-02-10,0.7250992
2018-02-11,0.43682971
2018-02-12,0.90598581
2018-02-13,2.47112769
2018-02-14,1.07664444
2018-02-15,0.51777386
2018-02-16,0.54413627
2018-02-17,0.8124614
2018-02-18,0.58541017
2018-02-19,0.51701526
2018-02-20,1.07988579
2018-02-21,1.10206564
2018-02-22,0.76799153
2018-02-23,0.60733661
2018-02-24,4.17415525
2018-02-25,0.50460109
2018-02-26,1.06521185
2018-02-27,1.06809677
2018-02-28,1.26378945
2018-03-01,1.07014116
2018-03-02,3.60682341
2018-03-03,1.0431312
2018-03-04,0.54209608
2018-03-05,3.16162092
2018-03-06,1.41694285
2018-03-07,0.81767621
2018-03-08,0.70793225
2018-03-09,1.21970205
2018-03-10,0.74573728
2018-03-11,0.45863527
2018-03-12,1.13856604
2018-03-13,2.5529789
2018-03-14,0.82139617
2018-03-15,1.02411464
2018-03-16,1.83569826
2018-03-17,1.13700816
2018-03-18,0.63719487
2018-03-19,4.01926851
2018-03-20,1.55145387
2018-03-21,4.73762016
2018-03-22,1.00502292
2018-03-23,1.05105253
2018-03-24,8.62456132
2018-03-25,0.42613123
2018-03-26,8.20105683
2018-03-27,1.0291321
2018-03-28,0.96657397
2018-03-29,1.22740767
