date,Miner to Exchange Flow (Mean)
2013-02-06,0.00125
2013-02-07,0.0013
2013-02-08,0.18227949
2013-02-09,0.05087016
2013-02-10,0.0017666
2013-02-11,0.10533053
2013-02-12,0.00172285
2013-02-13,0.00114074
2013-02-14,20.02092429
2013-02-15,0.00163243
2013-02-16,0.00055
2013-02-17,0.00090231
2013-02-18,0.02627462
2013-02-19,0.1008082
2013-02-20,0.00106759
2013-02-21,0.03427629
2013-02-22,0.04084616
2013-02-23,0.0008
2013-02-24,0.02668036
2013-02-25,0.05200583
2013-02-26,0.00219999
2013-02-27,0.0153448
2013-02-28,0.01446107
2013-03-01,0.00105124
2013-03-02,0.00148
2013-03-03,0.07792599
2013-03-04,49.75374164
2013-03-05,0.07661718
2013-03-06,0.05056186
2013-03-07,0.15025271
2013-03-08,0.00495897
2013-03-09,0.00061
2013-03-10,0.07617904
2013-03-11,2.00419346
2013-03-12,0.29037
2013-03-13,0.029628
2013-03-14,0.07888911
2013-03-15,0.00267358
2013-03-16,0.00596832
2013-03-17,0.05248245
2013-03-18,0.00299323
2013-03-19,0.00338208
2013-03-20,0.0677134
2013-03-21,0.02490944
2013-03-22,0.05258454
2013-03-23,0.02580779
2013-03-24,0.0
2013-03-25,0.0
2013-03-26,0.03738584
2013-03-27,0.16853499
2013-03-28,0.64803682
2013-03-29,2.92019106
2013-03-30,0.05185151
2013-03-31,0.00493548
2013-04-01,0.01756227
2013-04-02,0.0119456
2013-04-03,9.16098442
2013-04-04,0.02957279
2013-04-05,0.0029016
2013-04-06,0.06384229
2013-04-07,0.12687742
2013-04-08,0.95075711
2013-04-09,0.22891925
2013-04-10,0.1776908
2013-04-11,0.17162052
2013-04-12,0.07375176
2013-04-13,0.15569862
2013-04-14,0.04866894
2013-04-15,0.04610238
2013-04-16,0.84171932
2013-04-17,0.72473072
2013-04-18,0.00708795
2013-04-19,0.0347691
2013-04-20,0.02912084
2013-04-21,0.10323414
2013-04-22,0.03110867
2013-04-23,0.31343075
2013-04-24,1.94717925
2013-04-25,0.00208028
2013-04-26,0.01555956
2013-04-27,3.45071462
2013-04-28,0.0306954
2013-04-29,0.05367086
2013-04-30,0.05853549
2013-05-01,1.15982551
2013-05-02,0.21846311
2013-05-03,0.46178472
2013-05-04,0.23467757
2013-05-05,0.12995802
2013-05-06,0.06704563
2013-05-07,0.05103656
2013-05-08,0.09382494
2013-05-09,4.84829433
2013-05-10,0.09408611
2013-05-11,0.22457835
2013-05-12,0.01821351
2013-05-13,0.15084067
2013-05-14,0.02903027
2013-05-15,5.72435747
2013-05-16,3.543752
2013-05-17,10.1752005
2013-05-18,0.03279631
2013-05-19,0.37050961
2013-05-20,1.23862529
2013-05-21,0.12601132
2013-05-22,1.83320934
2013-05-23,0.15230083
2013-05-24,1.76403659
2013-05-25,0.14126737
2013-05-26,0.11745175
2013-05-27,0.109451
2013-05-28,0.97951936
2013-05-29,0.03518533
2013-05-30,0.0458734
2013-05-31,0.14161887
2013-06-01,0.02448391
2013-06-02,0.20387964
2013-06-03,0.13115539
2013-06-04,0.13974785
2013-06-05,1.74196757
2013-06-06,0.64907685
2013-06-07,0.17847032
2013-06-08,0.06660971
2013-06-09,1.45506274
2013-06-10,0.41688294
2013-06-11,0.17397305
2013-06-12,2.02854328
2013-06-13,138.58494612
2013-06-14,0.20644305
2013-06-15,71.86292984
2013-06-16,0.11475753
2013-06-17,0.04679124
2013-06-18,14.93012935
2013-06-19,0.25222291
2013-06-20,0.10728596
2013-06-21,436.03244442
2013-06-22,0.13351653
2013-06-23,0.13927698
2013-06-24,0.66914129
2013-06-25,9.21567559
2013-06-26,0.18762309
2013-06-27,0.89744611
2013-06-28,0.01225406
2013-06-29,0.17420249
2013-06-30,0.39013271
2013-07-01,0.07868683
2013-07-02,0.52911281
2013-07-03,0.27884783
2013-07-04,0.33048348
2013-07-05,0.39029126
2013-07-06,0.18623333
2013-07-07,0.1057972
2013-07-08,0.17550778
2013-07-09,0.54613874
2013-07-10,4.86426756
2013-07-11,1.24649384
2013-07-12,0.51216397
2013-07-13,0.17527789
2013-07-14,0.30803055
2013-07-15,0.23301895
2013-07-16,0.10982656
2013-07-17,0.61670536
2013-07-18,0.3800187
2013-07-19,0.37051689
2013-07-20,0.43291286
2013-07-21,0.1274655
2013-07-22,0.55232895
2013-07-23,0.35653284
2013-07-24,0.07138802
2013-07-25,2.7893229
2013-07-26,1.04585446
2013-07-27,0.45238475
2013-07-28,6.71913956
2013-07-29,0.11555391
2013-07-30,0.34465984
2013-07-31,8.28403646
2013-08-01,3.74715301
2013-08-02,0.67357327
2013-08-03,6.42639272
2013-08-04,2.77463518
2013-08-05,0.14830915
2013-08-06,4.08834368
2013-08-07,0.34982908
2013-08-08,2.99136043
2013-08-09,0.12071957
2013-08-10,0.04145393
2013-08-11,0.04048605
2013-08-12,0.03623196
2013-08-13,1.73867067
2013-08-14,1.08079266
2013-08-15,1.62340026
2013-08-16,0.05139963
2013-08-17,4.05206521
2013-08-18,0.13090652
2013-08-19,1.05722571
2013-08-20,9.1400761
2013-08-21,0.04851737
2013-08-22,1.37178056
2013-08-23,1.40555065
2013-08-24,5.25655858
2013-08-25,1.38919123
2013-08-26,0.29734952
2013-08-27,1.15260166
2013-08-28,7.91575008
2013-08-29,0.22019599
2013-08-30,2.32040318
2013-08-31,0.45392497
2013-09-01,0.04886954
2013-09-02,0.14496101
2013-09-03,1.96974834
2013-09-04,0.41947252
2013-09-05,11.29865794
2013-09-06,1.60139912
2013-09-07,4.40075175
2013-09-08,0.73805006
2013-09-09,73.38362127
2013-09-10,8.51227663
2013-09-11,0.1797841
2013-09-12,25.40728028
2013-09-13,194.11063577
2013-09-14,86.94781702
2013-09-15,0.34510859
2013-09-16,0.68434217
2013-09-17,0.39151491
2013-09-18,1.48781274
2013-09-19,25.53860155
2013-09-20,0.17644575
2013-09-21,1.31031513
2013-09-22,0.14536088
2013-09-23,0.54039178
2013-09-24,0.19050272
2013-09-25,0.45456638
2013-09-26,2.24607908
2013-09-27,0.06495206
2013-09-28,0.27035007
2013-09-29,0.74172579
2013-09-30,0.11787806
2013-10-01,4.08053285
2013-10-02,1.58004009
2013-10-03,0.07216118
2013-10-04,0.08471197
2013-10-05,8.41706018
2013-10-06,0.1223577
2013-10-07,0.30634422
2013-10-08,0.34684327
2013-10-09,4.79521223
2013-10-10,0.42100654
2013-10-11,0.38569905
2013-10-12,3.51480569
2013-10-13,0.2176208
2013-10-14,0.88798127
2013-10-15,0.58162906
2013-10-16,0.6364625
2013-10-17,1.95693737
2013-10-18,0.44247294
2013-10-19,0.17618364
2013-10-20,3.27452234
2013-10-21,1.39887236
2013-10-22,0.81137683
2013-10-23,0.37295498
2013-10-24,2.47425837
2013-10-25,0.66966284
2013-10-26,0.29977095
2013-10-27,0.4123271
2013-10-28,1.68711605
2013-10-29,0.21129126
2013-10-30,0.22435102
2013-10-31,0.27298616
2013-11-01,1.98065971
2013-11-02,0.37727057
2013-11-03,0.93288495
2013-11-04,1.86682344
2013-11-05,38.69726391
2013-11-06,3.72504622
2013-11-07,0.60247182
2013-11-08,0.79279196
2013-11-09,1.20581518
2013-11-10,0.1900025
2013-11-11,0.76109189
2013-11-12,0.49310767
2013-11-13,1.52335895
2013-11-14,1.21665084
2013-11-15,0.26251136
2013-11-16,0.53452176
2013-11-17,0.9296692
2013-11-18,0.8219209
2013-11-19,1.03897274
2013-11-20,1.36103763
2013-11-21,0.35809779
2013-11-22,0.82345285
2013-11-23,0.18107545
2013-11-24,0.45325058
2013-11-25,0.52633148
2013-11-26,0.16197141
2013-11-27,0.72654479
2013-11-28,0.51771632
2013-11-29,1.90739101
2013-11-30,0.38591593
2013-12-01,0.4182119
2013-12-02,0.44843717
2013-12-03,0.37732665
2013-12-04,0.52570858
2013-12-05,0.65340893
2013-12-06,0.43797607
2013-12-07,0.95576134
2013-12-08,0.75741334
2013-12-09,0.24957171
2013-12-10,0.53152343
2013-12-11,0.59230957
2013-12-12,1.10211844
2013-12-13,0.58670974
2013-12-14,0.79189892
2013-12-15,1.80087218
2013-12-16,1.25291333
2013-12-17,1.19325381
2013-12-18,3.73251529
2013-12-19,8.83026314
2013-12-20,1.5806112
2013-12-21,2.71449317
2013-12-22,0.18556903
2013-12-23,0.2975174
2013-12-24,1.48419896
2013-12-25,3.1935778
2013-12-26,1.00976214
2013-12-27,1.02552323
2013-12-28,0.84629723
2013-12-29,0.44612914
2013-12-30,0.06699971
2013-12-31,0.21882044
2014-01-01,1.31207415
2014-01-02,0.37105693
2014-01-03,0.75717911
2014-01-04,0.3430426
2014-01-05,1.2561236
2014-01-06,0.08730693
2014-01-07,0.44153466
2014-01-08,0.36507989
2014-01-09,1.05728183
2014-01-10,0.54543754
2014-01-11,0.43899284
2014-01-12,0.15116028
2014-01-13,0.06795046
2014-01-14,1.24950742
2014-01-15,0.5197623
2014-01-16,1.21933953
2014-01-17,1.2300917
2014-01-18,1.79556238
2014-01-19,0.61911588
2014-01-20,0.60672202
2014-01-21,2.50309214
2014-01-22,0.4364344
2014-01-23,3.2906916
2014-01-24,1.99005582
2014-01-25,1.11036209
2014-01-26,1.2263156
2014-01-27,0.33928713
2014-01-28,1.94378163
2014-01-29,0.66267628
2014-01-30,0.69965855
2014-01-31,0.58646545
2014-02-01,0.63063675
2014-02-02,0.9799225
2014-02-03,0.20878213
2014-02-04,0.55052284
2014-02-05,0.9958192
2014-02-06,0.71024362
2014-02-07,0.48601652
2014-02-08,0.77133991
2014-02-09,0.71346061
2014-02-10,0.62318523
2014-02-11,1.18229422
2014-02-12,1.27070279
2014-02-13,0.9608323
2014-02-14,0.68437996
2014-02-15,1.14102005
2014-02-16,1.19615053
2014-02-17,0.28168356
2014-02-18,1.35496004
2014-02-19,1.23836238
2014-02-20,1.04662473
2014-02-21,0.95887502
2014-02-22,0.54459844
2014-02-23,0.82370252
2014-02-24,0.29996833
2014-02-25,0.90657456
2014-02-26,0.78285663
2014-02-27,0.72015726
2014-02-28,0.91055792
2014-03-01,0.71201189
2014-03-02,0.57557027
2014-03-03,0.56830326
2014-03-04,1.2234172
2014-03-05,0.86337664
2014-03-06,0.86625648
2014-03-07,0.92802736
2014-03-08,0.46605935
2014-03-09,0.5200227
2014-03-10,0.28514426
2014-03-11,0.56922767
2014-03-12,0.86440513
2014-03-13,0.96730113
2014-03-14,0.37134717
2014-03-15,1.13782429
2014-03-16,0.60163606
2014-03-17,0.18555148
2014-03-18,0.73823947
2014-03-19,0.44894962
2014-03-20,0.82137665
2014-03-21,0.8224341
2014-03-22,0.73485531
2014-03-23,0.86964457
2014-03-24,0.14108114
2014-03-25,0.53462403
2014-03-26,0.72348062
2014-03-27,1.05936651
2014-03-28,0.76532508
2014-03-29,0.34129869
2014-03-30,0.07819941
2014-03-31,0.59778924
2014-04-01,0.78694921
2014-04-02,0.60531334
2014-04-03,0.39342956
2014-04-04,0.79212103
2014-04-05,0.35736182
2014-04-06,0.3625986
2014-04-07,0.40041395
2014-04-08,0.70448522
2014-04-09,0.95775916
2014-04-10,0.65782288
2014-04-11,0.97268914
2014-04-12,1.25745105
2014-04-13,0.15566202
2014-04-14,1.27567277
2014-04-15,1.92960218
2014-04-16,0.61389953
2014-04-17,0.63233606
2014-04-18,1.10195047
2014-04-19,0.73785316
2014-04-20,0.186555
2014-04-21,0.50045593
2014-04-22,0.69772149
2014-04-23,0.76794867
2014-04-24,1.07690901
2014-04-25,0.3242428
2014-04-26,0.55525836
2014-04-27,0.1281032
2014-04-28,0.36743972
2014-04-29,0.74752824
2014-04-30,0.55584364
2014-05-01,0.76805363
2014-05-02,0.58549403
2014-05-03,0.8239221
2014-05-04,0.2199147
2014-05-05,0.63384589
2014-05-06,0.46929606
2014-05-07,1.16925306
2014-05-08,0.56992595
2014-05-09,0.96547415
2014-05-10,0.33980745
2014-05-11,0.1236721
2014-05-12,0.93707458
2014-05-13,0.8483073
2014-05-14,1.05106474
2014-05-15,0.82430398
2014-05-16,1.11788464
2014-05-17,0.55231488
2014-05-18,0.17345078
2014-05-19,0.84225598
2014-05-20,0.38694676
2014-05-21,0.65858676
2014-05-22,0.76998359
2014-05-23,0.76062109
2014-05-24,0.84182359
2014-05-25,0.54020355
2014-05-26,0.98055508
2014-05-27,0.6990034
2014-05-28,0.9979332
2014-05-29,0.78140874
2014-05-30,1.04085772
2014-05-31,0.40634645
2014-06-01,0.26025031
2014-06-02,0.46440744
2014-06-03,0.73216196
2014-06-04,0.80610768
2014-06-05,0.45152538
2014-06-06,0.39649434
2014-06-07,0.51048076
2014-06-08,0.26543258
2014-06-09,0.78108513
2014-06-10,0.41928719
2014-06-11,1.23797991
2014-06-12,0.9537886
2014-06-13,0.487799
2014-06-14,0.37749837
2014-06-15,0.23038056
2014-06-16,0.7599879
2014-06-17,0.87695762
2014-06-18,0.66543351
2014-06-19,0.7242495
2014-06-20,1.14729189
2014-06-21,0.57512051
2014-06-22,0.23901592
2014-06-23,3.71785237
2014-06-24,0.45467281
2014-06-25,0.39262553
2014-06-26,0.56758571
2014-06-27,0.43804763
2014-06-28,0.57346804
2014-06-29,0.0859899
2014-06-30,0.7152445
2014-07-01,0.44983076
2014-07-02,0.84780153
2014-07-03,0.61125802
2014-07-04,0.42222642
2014-07-05,0.28774924
2014-07-06,0.19070487
2014-07-07,0.39358287
2014-07-08,0.82938475
2014-07-09,0.31535228
2014-07-10,0.51865896
2014-07-11,0.35789416
2014-07-12,0.35853537
2014-07-13,0.17359634
2014-07-14,0.60396752
2014-07-15,0.5904744
2014-07-16,0.40726446
2014-07-17,0.58139077
2014-07-18,0.41848393
2014-07-19,0.74042967
2014-07-20,0.28034647
2014-07-21,0.45740338
2014-07-22,0.85994978
2014-07-23,0.44048159
2014-07-24,0.4890952
2014-07-25,0.44041349
2014-07-26,0.38377758
2014-07-27,0.26407106
2014-07-28,0.5875913
2014-07-29,0.12974415
2014-07-30,0.43265165
2014-07-31,0.47229497
2014-08-01,0.44890797
2014-08-02,0.24710281
2014-08-03,0.20325344
2014-08-04,0.4300134
2014-08-05,0.37829339
2014-08-06,0.73361245
2014-08-07,0.3360982
2014-08-08,0.53162595
2014-08-09,0.42916859
2014-08-10,0.09866183
2014-08-11,0.28760244
2014-08-12,0.67893762
2014-08-13,1.10342672
2014-08-14,0.58571465
2014-08-15,0.38963949
2014-08-16,0.0780867
2014-08-17,0.04028853
2014-08-18,0.49091297
2014-08-19,0.24497574
2014-08-20,0.38392928
2014-08-21,0.50461289
2014-08-22,0.98635083
2014-08-23,0.22004262
2014-08-24,0.13899257
2014-08-25,0.66897754
2014-08-26,0.92624909
2014-08-27,0.90487321
2014-08-28,1.01432262
2014-08-29,1.06812681
2014-08-30,0.45116828
2014-08-31,0.08368467
2014-09-01,0.73437063
2014-09-02,0.29111365
2014-09-03,1.13426671
2014-09-04,0.43905313
2014-09-05,0.3272064
2014-09-06,0.69928462
2014-09-07,0.12309146
2014-09-08,0.98217492
2014-09-09,0.623
2014-09-10,1.14233795
2014-09-11,0.61910737
2014-09-12,0.62446723
2014-09-13,0.65570677
2014-09-14,0.3118737
2014-09-15,1.25179896
2014-09-16,0.79969016
2014-09-17,0.54680301
2014-09-18,0.85042269
2014-09-19,5.01715386
2014-09-20,1.08512595
2014-09-21,0.22433208
2014-09-22,1.05684315
2014-09-23,1.75838518
2014-09-24,0.9172115
2014-09-25,0.55164312
2014-09-26,0.98056716
2014-09-27,2.75717771
2014-09-28,0.14699393
2014-09-29,3.84233409
2014-09-30,1.68344023
2014-10-01,1.21391416
2014-10-02,2.80709238
2014-10-03,11.00324731
2014-10-04,1.97133643
2014-10-05,0.48957717
2014-10-06,1.40781007
2014-10-07,1.9315232
2014-10-08,19.3603975
2014-10-09,1.42507685
2014-10-10,10.27103098
2014-10-11,0.99141633
2014-10-12,0.46021306
2014-10-13,1.19444936
2014-10-14,1.88542825
2014-10-15,3.11845572
2014-10-16,1.61435419
2014-10-17,1.04511238
2014-10-18,1.68046369
2014-10-19,0.86935201
2014-10-20,1.11412107
2014-10-21,2.422102
2014-10-22,1.444321
2014-10-23,2.63903292
2014-10-24,0.97091304
2014-10-25,1.751169
2014-10-26,0.16531108
2014-10-27,2.04417136
2014-10-28,1.44730385
2014-10-29,7.5892483
2014-10-30,2.03373425
2014-10-31,1.15874031
2014-11-01,1.01000538
2014-11-02,0.20921199
2014-11-03,1.98332401
2014-11-04,19.21352172
2014-11-05,0.99798603
2014-11-06,1.04500598
2014-11-07,1.07816311
2014-11-08,1.99186566
2014-11-09,0.21968267
2014-11-10,0.31301244
2014-11-11,1.63889747
2014-11-12,2.11632891
2014-11-13,1.52817623
2014-11-14,0.61989072
2014-11-15,1.26011018
2014-11-16,0.18866545
2014-11-17,21.13621525
2014-11-18,1.35797093
2014-11-19,1.76039863
2014-11-20,1.57033314
2014-11-21,1.10231908
2014-11-22,1.12844211
2014-11-23,0.38989205
2014-11-24,2.43490962
2014-11-25,1.47495209
2014-11-26,3.60846096
2014-11-27,0.69899498
2014-11-28,0.83777745
2014-11-29,2.42086906
2014-11-30,0.22863048
2014-12-01,2.61872096
2014-12-02,2.19329147
2014-12-03,1.23792252
2014-12-04,0.61058556
2014-12-05,0.35664936
2014-12-06,0.75445827
2014-12-07,0.24731369
2014-12-08,1.44091588
2014-12-09,2.31906158
2014-12-10,1.90312789
2014-12-11,1.04162877
2014-12-12,0.21577568
2014-12-13,1.42423714
2014-12-14,0.16442778
2014-12-15,1.45188089
2014-12-16,1.31647823
2014-12-17,1.57401084
2014-12-18,4.83814092
2014-12-19,1.23670023
2014-12-20,5.92946193
2014-12-21,0.65937797
2014-12-22,2.52449269
2014-12-23,11.46751957
2014-12-24,3.55693393
2014-12-25,1.70427412
2014-12-26,2.35617544
2014-12-27,0.2212874
2014-12-28,0.6537992
2014-12-29,1.48309088
2014-12-30,1.50252407
2014-12-31,2.2314239
2015-01-01,1.0286728
2015-01-02,0.91199961
2015-01-03,2.39567022
2015-01-04,0.91399589
2015-01-05,1.42083623
2015-01-06,3.40154974
2015-01-07,5.18894672
2015-01-08,2.38641816
2015-01-09,1.16106582
2015-01-10,1.4913124
2015-01-11,1.1789543
2015-01-12,2.44767188
2015-01-13,5.00664382
2015-01-14,1.65787309
2015-01-15,3.33620722
2015-01-16,2.58762983
2015-01-17,0.90918165
2015-01-18,0.99659792
2015-01-19,1.14480972
2015-01-20,1.85567106
2015-01-21,20.51917236
2015-01-22,2.27667994
2015-01-23,2.63260449
2015-01-24,0.46895061
2015-01-25,1.55819055
2015-01-26,4.77560799
2015-01-27,2.12613686
2015-01-28,23.22002751
2015-01-29,2.87494579
2015-01-30,0.75350763
2015-01-31,0.714101
2015-02-01,0.95356315
2015-02-02,2.93973178
2015-02-03,1.40510266
2015-02-04,1.79253846
2015-02-05,1.76665358
2015-02-06,2.96615972
2015-02-07,3.38069866
2015-02-08,11.31660754
2015-02-09,5.3055228
2015-02-10,23.85342262
2015-02-11,26.33419499
2015-02-12,1.16652858
2015-02-13,3.56164769
2015-02-14,1.11095529
2015-02-15,0.87230883
2015-02-16,1.06969941
2015-02-17,1.73174942
2015-02-18,5.22953568
2015-02-19,1.98848094
2015-02-20,1.59537209
2015-02-21,1.10586617
2015-02-22,0.30275971
2015-02-23,1.1785871
2015-02-24,2.26950812
2015-02-25,1.29873951
2015-02-26,1.3508052
2015-02-27,4.02549521
2015-02-28,1.14070406
2015-03-01,0.69519029
2015-03-02,2.54374582
2015-03-03,1.45467443
2015-03-04,0.36453069
2015-03-05,0.66399234
2015-03-06,0.47710261
2015-03-07,0.48044356
2015-03-08,0.30446683
2015-03-09,0.62732145
2015-03-10,0.7143034
2015-03-11,0.47770082
2015-03-12,3.39590393
2015-03-13,2.15634655
2015-03-14,0.66490875
2015-03-15,0.26823823
2015-03-16,0.52481784
2015-03-17,7.81629629
2015-03-18,0.7784153
2015-03-19,3.14152446
2015-03-20,0.54418227
2015-03-21,0.50190816
2015-03-22,4.19696138
2015-03-23,1.05189598
2015-03-24,0.68685019
2015-03-25,1.57895062
2015-03-26,1.70978384
2015-03-27,1.01722417
2015-03-28,0.93943148
2015-03-29,0.71125245
2015-03-30,0.86055488
2015-03-31,1.69663143
2015-04-01,2.01422041
2015-04-02,3.62907801
2015-04-03,3.76486037
2015-04-04,1.25438271
2015-04-05,0.32778633
2015-04-06,2.50573169
2015-04-07,1.24310142
2015-04-08,3.0355818
2015-04-09,1.41122179
2015-04-10,1.77908903
2015-04-11,0.62489564
2015-04-12,0.41744885
2015-04-13,18.69453529
2015-04-14,4.19709046
2015-04-15,1.46393762
2015-04-16,1.78997622
2015-04-17,2.72049474
2015-04-18,1.31749889
2015-04-19,0.28104981
