Datetime,Exchange Inflow (Mean)
2026-04-11T00:00:00Z,13.943511699746212
2026-04-10T00:00:00Z,33.13568492
2026-04-09T00:00:00Z,20.51031807
2026-04-08T00:00:00Z,14.35625111
2026-04-07T00:00:00Z,43.80853982
2026-04-06T00:00:00Z,47.73106489
2026-04-05T00:00:00Z,22.33837458
2026-04-04T00:00:00Z,10.92929964
2026-04-03T00:00:00Z,11.52450547
2026-04-02T00:00:00Z,23.62029753
2026-04-01T00:00:00Z,20.12971012
2026-03-31T00:00:00Z,40.42534892
2026-03-30T00:00:00Z,51.71399629
2026-03-29T00:00:00Z,24.72944603
2026-03-28T00:00:00Z,22.560459
2026-03-27T00:00:00Z,61.54295067
2026-03-26T00:00:00Z,50.32046738
2026-03-25T00:00:00Z,21.24366753
2026-03-24T00:00:00Z,19.03261784
2026-03-23T00:00:00Z,36.00158928
2026-03-22T00:00:00Z,89.77532502
2026-03-21T00:00:00Z,12.06117433
2026-03-20T00:00:00Z,55.04706326
2026-03-19T00:00:00Z,45.6985012
2026-03-18T00:00:00Z,29.22732082
2026-03-17T00:00:00Z,14.34595382
2026-03-16T00:00:00Z,15.33831104
2026-03-15T00:00:00Z,10.40000519
2026-03-14T00:00:00Z,11.67652809
2026-03-13T00:00:00Z,33.32089224
2026-03-12T00:00:00Z,10.26312024
2026-03-11T00:00:00Z,14.03826057
2026-03-10T00:00:00Z,29.17375328
2026-03-09T00:00:00Z,31.5369564
2026-03-08T00:00:00Z,14.24905537
2026-03-07T00:00:00Z,14.81248583
2026-03-06T00:00:00Z,43.19633308
2026-03-05T00:00:00Z,48.12547183
2026-03-04T00:00:00Z,43.36422867
2026-03-03T00:00:00Z,50.16660727
2026-03-02T00:00:00Z,38.65489386
2026-03-01T00:00:00Z,26.63458921
2026-02-28T00:00:00Z,15.27477859
2026-02-27T00:00:00Z,29.3614817
2026-02-26T00:00:00Z,38.45076574
2026-02-25T00:00:00Z,47.18291347
2026-02-24T00:00:00Z,51.91217569
2026-02-23T00:00:00Z,51.9059168
2026-02-22T00:00:00Z,14.94988162
2026-02-21T00:00:00Z,15.32356203
2026-02-20T00:00:00Z,41.74153865
2026-02-19T00:00:00Z,26.37355103
2026-02-18T00:00:00Z,33.67719016
2026-02-17T00:00:00Z,60.99219791
2026-02-16T00:00:00Z,39.42381658
2026-02-15T00:00:00Z,57.24913344
2026-02-14T00:00:00Z,15.88432336
2026-02-13T00:00:00Z,45.53061138
2026-02-12T00:00:00Z,46.26430988
2026-02-11T00:00:00Z,21.32456245
2026-02-10T00:00:00Z,47.36705054
2026-02-09T00:00:00Z,47.13909896
2026-02-08T00:00:00Z,10.0823059
2026-02-07T00:00:00Z,21.61173058
2026-02-06T00:00:00Z,94.52507181
2026-02-05T00:00:00Z,57.19421857
2026-02-04T00:00:00Z,46.13614475
2026-02-03T00:00:00Z,51.97599132
2026-02-02T00:00:00Z,45.26002059
2026-02-01T00:00:00Z,40.0209559
2026-01-31T00:00:00Z,48.78350731
2026-01-30T00:00:00Z,23.20855044
2026-01-29T00:00:00Z,18.28624259
2026-01-28T00:00:00Z,13.90185751
2026-01-27T00:00:00Z,22.97711654
2026-01-26T00:00:00Z,32.62784096
2026-01-25T00:00:00Z,9.21299263
2026-01-24T00:00:00Z,5.74525675
2026-01-23T00:00:00Z,14.67822194
2026-01-22T00:00:00Z,42.02906102
2026-01-21T00:00:00Z,27.22822889
2026-01-20T00:00:00Z,29.30001398
2026-01-19T00:00:00Z,15.95359573
2026-01-18T00:00:00Z,10.51012323
2026-01-17T00:00:00Z,9.22589076
2026-01-16T00:00:00Z,21.04399078
2026-01-15T00:00:00Z,32.03644035
2026-01-14T00:00:00Z,38.58544399
2026-01-13T00:00:00Z,37.2280351
2026-01-12T00:00:00Z,30.66669726
2026-01-11T00:00:00Z,15.81812039
2026-01-10T00:00:00Z,18.27400229
2026-01-09T00:00:00Z,24.24842772
2026-01-08T00:00:00Z,21.46369585
2026-01-07T00:00:00Z,21.09013366
2026-01-06T00:00:00Z,32.06225712
2026-01-05T00:00:00Z,27.39826853
2026-01-04T00:00:00Z,11.17708411
2026-01-03T00:00:00Z,19.7983219
2026-01-02T00:00:00Z,25.12785751
2026-01-01T00:00:00Z,12.95596641
2025-12-31T00:00:00Z,14.1235982
2025-12-30T00:00:00Z,17.93729228
2025-12-29T00:00:00Z,22.49309551
2025-12-28T00:00:00Z,12.56726997
2025-12-27T00:00:00Z,12.50724507
2025-12-26T00:00:00Z,41.69362496
2025-12-25T00:00:00Z,17.05087821
2025-12-24T00:00:00Z,13.38284062
2025-12-23T00:00:00Z,17.24646785
2025-12-22T00:00:00Z,9.72736591
2025-12-21T00:00:00Z,5.88063766
2025-12-20T00:00:00Z,3.84681399
2025-12-19T00:00:00Z,23.24680168
2025-12-18T00:00:00Z,16.82365237
2025-12-17T00:00:00Z,16.35452442
2025-12-16T00:00:00Z,20.2511945
2025-12-15T00:00:00Z,36.01980687
2025-12-14T00:00:00Z,14.23016955
2025-12-13T00:00:00Z,9.04417715
2025-12-12T00:00:00Z,35.57264597
2025-12-11T00:00:00Z,19.44030448
2025-12-10T00:00:00Z,24.20388559
2025-12-09T00:00:00Z,25.65622155
2025-12-08T00:00:00Z,23.54823006
2025-12-07T00:00:00Z,19.69992966
2025-12-06T00:00:00Z,9.72791113
2025-12-05T00:00:00Z,21.0602161
2025-12-04T00:00:00Z,21.26427507
2025-12-03T00:00:00Z,29.03823426
2025-12-02T00:00:00Z,37.05304904
2025-12-01T00:00:00Z,44.00710486
2025-11-30T00:00:00Z,1.73269964
2025-11-29T00:00:00Z,21.49855326
2025-11-28T00:00:00Z,28.97666687
2025-11-27T00:00:00Z,13.71434887
2025-11-26T00:00:00Z,20.55418084
2025-11-25T00:00:00Z,18.73559806
2025-11-24T00:00:00Z,39.93000931
2025-11-23T00:00:00Z,145.86582214
2025-11-22T00:00:00Z,38.76980313
2025-11-21T00:00:00Z,65.90794856
2025-11-20T00:00:00Z,58.17286369
2025-11-19T00:00:00Z,49.67534757
2025-11-18T00:00:00Z,37.93244666
2025-11-17T00:00:00Z,31.4267904
2025-11-16T00:00:00Z,14.90373131
2025-11-15T00:00:00Z,18.53594209
2025-11-14T00:00:00Z,54.60758263
2025-11-13T00:00:00Z,50.0954272
2025-11-12T00:00:00Z,47.60996217
2025-11-11T00:00:00Z,32.59024357
2025-11-10T00:00:00Z,23.97784286
2025-11-09T00:00:00Z,11.20433979
2025-11-08T00:00:00Z,10.7913842
2025-11-07T00:00:00Z,24.76405447
2025-11-06T00:00:00Z,43.35404061
2025-11-05T00:00:00Z,55.05014577
2025-11-04T00:00:00Z,59.62953925
2025-11-03T00:00:00Z,35.53879798
2025-11-02T00:00:00Z,8.1334701
2025-11-01T00:00:00Z,15.15123068
2025-10-31T00:00:00Z,17.12023703
2025-10-30T00:00:00Z,21.22603459
2025-10-29T00:00:00Z,26.03521648
2025-10-28T00:00:00Z,34.13748281
2025-10-27T00:00:00Z,29.01065382
2025-10-26T00:00:00Z,29.2389375
2025-10-25T00:00:00Z,12.56233456
2025-10-24T00:00:00Z,27.51658325
2025-10-23T00:00:00Z,20.43272597
2025-10-22T00:00:00Z,18.66413902
2025-10-21T00:00:00Z,24.48183812
2025-10-20T00:00:00Z,32.3874691
2025-10-19T00:00:00Z,15.68357364
2025-10-18T00:00:00Z,14.16427769
2025-10-17T00:00:00Z,34.50603647
2025-10-16T00:00:00Z,29.51118356
2025-10-15T00:00:00Z,33.54043881
2025-10-14T00:00:00Z,34.54084328
2025-10-13T00:00:00Z,35.25913002
2025-10-12T00:00:00Z,22.02352281
2025-10-11T00:00:00Z,40.50774466
2025-10-10T00:00:00Z,39.31638404
2025-10-09T00:00:00Z,37.22850504
2025-10-08T00:00:00Z,61.56070885
2025-10-07T00:00:00Z,37.45563028
2025-10-06T00:00:00Z,38.32764245
2025-10-05T00:00:00Z,13.56014906
2025-10-04T00:00:00Z,14.26108359
2025-10-03T00:00:00Z,24.7365962
2025-10-02T00:00:00Z,24.80235075
2025-10-01T00:00:00Z,32.48491118
2025-09-30T00:00:00Z,38.49794011
2025-09-29T00:00:00Z,33.29208647
2025-09-28T00:00:00Z,13.1153134
2025-09-27T00:00:00Z,13.03599932
2025-09-26T00:00:00Z,28.92222566
2025-09-25T00:00:00Z,31.03438649
2025-09-24T00:00:00Z,28.30834921
2025-09-23T00:00:00Z,26.16358208
2025-09-22T00:00:00Z,46.28707512
2025-09-21T00:00:00Z,20.00948897
2025-09-20T00:00:00Z,15.86055287
2025-09-19T00:00:00Z,45.09238458
2025-09-18T00:00:00Z,35.28578252
2025-09-17T00:00:00Z,20.79623512
2025-09-16T00:00:00Z,23.58649731
2025-09-15T00:00:00Z,28.09131191
2025-09-14T00:00:00Z,14.05729941
2025-09-13T00:00:00Z,15.39133534
2025-09-12T00:00:00Z,23.88458921
2025-09-11T00:00:00Z,28.88405965
2025-09-10T00:00:00Z,32.84381267
2025-09-09T00:00:00Z,31.81922752
2025-09-08T00:00:00Z,34.34899642
2025-09-07T00:00:00Z,6.94639965
2025-09-06T00:00:00Z,11.78504424
2025-09-05T00:00:00Z,26.67141443
2025-09-04T00:00:00Z,42.68418387
2025-09-03T00:00:00Z,44.77938235
2025-09-02T00:00:00Z,41.65970992
2025-09-01T00:00:00Z,27.74197077
2025-08-31T00:00:00Z,20.54458649
2025-08-30T00:00:00Z,13.94420482
2025-08-29T00:00:00Z,23.90593501
2025-08-28T00:00:00Z,22.03524617
2025-08-27T00:00:00Z,40.48049666
2025-08-26T00:00:00Z,29.99379221
2025-08-25T00:00:00Z,23.75263602
2025-08-24T00:00:00Z,16.67268037
2025-08-23T00:00:00Z,18.38473053
2025-08-22T00:00:00Z,31.5143496
2025-08-21T00:00:00Z,16.93366256
2025-08-20T00:00:00Z,19.11248712
2025-08-19T00:00:00Z,18.49815855
2025-08-18T00:00:00Z,27.47394922
2025-08-17T00:00:00Z,6.87530419
2025-08-16T00:00:00Z,11.81749519
2025-08-15T00:00:00Z,28.32816309
2025-08-14T00:00:00Z,35.32846954
2025-08-13T00:00:00Z,26.94246602
2025-08-12T00:00:00Z,36.68339436
2025-08-11T00:00:00Z,26.30645683
2025-08-10T00:00:00Z,11.58022297
2025-08-09T00:00:00Z,17.66395037
2025-08-08T00:00:00Z,29.78314939
2025-08-07T00:00:00Z,18.617558
2025-08-06T00:00:00Z,30.10137036
2025-08-05T00:00:00Z,48.84035582
2025-08-04T00:00:00Z,24.52740292
2025-08-03T00:00:00Z,9.3095211
2025-08-02T00:00:00Z,11.25453889
2025-08-01T00:00:00Z,24.51545612
2025-07-31T00:00:00Z,29.42674863
2025-07-30T00:00:00Z,32.41911537
2025-07-29T00:00:00Z,26.28147802
2025-07-28T00:00:00Z,42.57390475
2025-07-27T00:00:00Z,16.91284506
2025-07-26T00:00:00Z,19.83200802
2025-07-25T00:00:00Z,68.9941819
2025-07-24T00:00:00Z,48.50822204
2025-07-23T00:00:00Z,42.05797592
2025-07-22T00:00:00Z,30.20831981
2025-07-21T00:00:00Z,36.35808332
2025-07-20T00:00:00Z,20.55369549
2025-07-19T00:00:00Z,20.8824921
2025-07-18T00:00:00Z,45.23690488
2025-07-17T00:00:00Z,39.57832726
2025-07-16T00:00:00Z,46.28921158
2025-07-15T00:00:00Z,44.16863898
2025-07-14T00:00:00Z,34.03515366
2025-07-13T00:00:00Z,12.40473853
2025-07-12T00:00:00Z,8.71784248
2025-07-11T00:00:00Z,27.51670852
2025-07-10T00:00:00Z,20.47256955
2025-07-09T00:00:00Z,22.01757354
2025-07-08T00:00:00Z,10.63328456
2025-07-07T00:00:00Z,16.94664201
2025-07-06T00:00:00Z,11.13699618
2025-07-05T00:00:00Z,14.85365451
2025-07-04T00:00:00Z,13.58700916
2025-07-03T00:00:00Z,10.88310497
2025-07-02T00:00:00Z,21.46100603
2025-07-01T00:00:00Z,25.22548279
2025-06-30T00:00:00Z,24.689728
2025-06-29T00:00:00Z,13.34061749
2025-06-28T00:00:00Z,18.13374284
2025-06-27T00:00:00Z,27.73017537
2025-06-26T00:00:00Z,42.75954849
2025-06-25T00:00:00Z,26.53484693
2025-06-24T00:00:00Z,28.74068186
2025-06-23T00:00:00Z,31.36455506
2025-06-22T00:00:00Z,29.13719614
2025-06-21T00:00:00Z,18.85764162
2025-06-20T00:00:00Z,58.85185532
2025-06-19T00:00:00Z,19.09773044
2025-06-18T00:00:00Z,42.15346267
2025-06-17T00:00:00Z,40.31255799
2025-06-16T00:00:00Z,40.31585341
2025-06-15T00:00:00Z,8.3490888
2025-06-14T00:00:00Z,5.17959732
2025-06-13T00:00:00Z,37.52681366
2025-06-12T00:00:00Z,19.14195213
2025-06-11T00:00:00Z,25.52293058
2025-06-10T00:00:00Z,29.32810779
2025-06-09T00:00:00Z,27.01432241
2025-06-08T00:00:00Z,25.19298537
2025-06-07T00:00:00Z,11.77112736
2025-06-06T00:00:00Z,25.67517967
2025-06-05T00:00:00Z,28.85414814
2025-06-04T00:00:00Z,29.10461335
2025-06-03T00:00:00Z,34.98552858
2025-06-02T00:00:00Z,40.90969858
2025-06-01T00:00:00Z,17.76371483
2025-05-31T00:00:00Z,8.47145888
2025-05-30T00:00:00Z,40.00307398
2025-05-29T00:00:00Z,31.5602608
2025-05-28T00:00:00Z,28.64855193
2025-05-27T00:00:00Z,21.27388246
2025-05-26T00:00:00Z,18.75657973
2025-05-25T00:00:00Z,15.32295723
2025-05-24T00:00:00Z,15.67812192
2025-05-23T00:00:00Z,39.81301544
2025-05-22T00:00:00Z,30.6695719
2025-05-21T00:00:00Z,60.59769431
2025-05-20T00:00:00Z,49.18903752
2025-05-19T00:00:00Z,55.26490931
2025-05-18T00:00:00Z,13.98299734
2025-05-17T00:00:00Z,22.04828418
2025-05-16T00:00:00Z,24.47146531
2025-05-15T00:00:00Z,37.55523229
2025-05-14T00:00:00Z,31.82225798
2025-05-13T00:00:00Z,27.17657382
2025-05-12T00:00:00Z,33.72273595
2025-05-11T00:00:00Z,19.16706714
2025-05-10T00:00:00Z,18.58342598
2025-05-09T00:00:00Z,23.82519689
2025-05-08T00:00:00Z,35.86849328
2025-05-07T00:00:00Z,30.50278968
2025-05-06T00:00:00Z,17.00884335
2025-05-05T00:00:00Z,25.19673997
2025-05-04T00:00:00Z,13.61369337
2025-05-03T00:00:00Z,7.03457294
2025-05-02T00:00:00Z,25.92998344
2025-05-01T00:00:00Z,27.85259316
2025-04-30T00:00:00Z,30.33477335
2025-04-29T00:00:00Z,23.59135621
2025-04-28T00:00:00Z,43.70972988
2025-04-27T00:00:00Z,17.85070513
2025-04-26T00:00:00Z,4.40699129
2025-04-25T00:00:00Z,14.62034295
2025-04-24T00:00:00Z,46.08495052
2025-04-23T00:00:00Z,45.42478357
2025-04-22T00:00:00Z,58.24572044
2025-04-21T00:00:00Z,53.76804018
2025-04-20T00:00:00Z,7.60998471
