Datetime,Exchange Inflow (Mean)
2025-04-19T00:00:00Z,16.73831062
2025-04-18T00:00:00Z,16.6374069
2025-04-17T00:00:00Z,26.90835749
2025-04-16T00:00:00Z,20.43001876
2025-04-15T00:00:00Z,23.38791859
2025-04-14T00:00:00Z,44.4424824
2025-04-13T00:00:00Z,27.76155207
2025-04-12T00:00:00Z,17.69482889
2025-04-11T00:00:00Z,27.42466897
2025-04-10T00:00:00Z,29.0219147
2025-04-09T00:00:00Z,12.69031443
2025-04-08T00:00:00Z,7.52612285
2025-04-07T00:00:00Z,13.66806109
2025-04-06T00:00:00Z,31.66356399
2025-04-05T00:00:00Z,14.27661876
2025-04-04T00:00:00Z,36.03960501
2025-04-03T00:00:00Z,20.43738714
2025-04-02T00:00:00Z,31.81928368
2025-04-01T00:00:00Z,22.31421496
2025-03-31T00:00:00Z,35.97547763
2025-03-30T00:00:00Z,9.35936727
2025-03-29T00:00:00Z,14.69144876
2025-03-28T00:00:00Z,39.95026736
2025-03-27T00:00:00Z,18.82600873
2025-03-26T00:00:00Z,25.18141502
2025-03-25T00:00:00Z,14.86764532
2025-03-24T00:00:00Z,17.55604642
2025-03-23T00:00:00Z,9.51478784
2025-03-22T00:00:00Z,9.62057985
2025-03-21T00:00:00Z,21.64476578
2025-03-20T00:00:00Z,21.14181957
2025-03-19T00:00:00Z,16.72321686
2025-03-18T00:00:00Z,21.69323451
2025-03-17T00:00:00Z,32.25446183
2025-03-16T00:00:00Z,13.69854817
2025-03-15T00:00:00Z,9.3409033
2025-03-14T00:00:00Z,15.82071965
2025-03-13T00:00:00Z,23.52243544
2025-03-12T00:00:00Z,35.78353852
2025-03-11T00:00:00Z,38.20877293
2025-03-10T00:00:00Z,47.07842721
2025-03-09T00:00:00Z,14.41734257
2025-03-08T00:00:00Z,13.1110453
2025-03-07T00:00:00Z,40.27490162
2025-03-06T00:00:00Z,15.95353152
2025-03-05T00:00:00Z,13.95258623
2025-03-04T00:00:00Z,31.06243979
2025-03-03T00:00:00Z,34.54965709
2025-03-02T00:00:00Z,24.12957233
2025-03-01T00:00:00Z,21.09571584
2025-02-28T00:00:00Z,36.77561277
2025-02-27T00:00:00Z,40.49064119
2025-02-26T00:00:00Z,45.87002182
2025-02-25T00:00:00Z,65.72811297
2025-02-24T00:00:00Z,38.38241773
2025-02-23T00:00:00Z,21.84946609
2025-02-22T00:00:00Z,35.99649115
2025-02-21T00:00:00Z,34.25281722
2025-02-20T00:00:00Z,16.67632383
2025-02-19T00:00:00Z,14.97430798
2025-02-18T00:00:00Z,18.17910645
2025-02-17T00:00:00Z,7.80990178
2025-02-16T00:00:00Z,19.04569588
2025-02-15T00:00:00Z,14.81372341
2025-02-14T00:00:00Z,13.48698558
2025-02-13T00:00:00Z,24.80690638
2025-02-12T00:00:00Z,26.0170973
2025-02-11T00:00:00Z,28.21297097
2025-02-10T00:00:00Z,21.95836925
2025-02-09T00:00:00Z,27.24634077
2025-02-08T00:00:00Z,29.8545702
2025-02-07T00:00:00Z,21.91569147
2025-02-06T00:00:00Z,28.44583482
2025-02-05T00:00:00Z,47.32563761
2025-02-04T00:00:00Z,51.42571286
2025-02-03T00:00:00Z,70.88928299
2025-02-02T00:00:00Z,27.91309979
2025-02-01T00:00:00Z,11.43353454
2025-01-31T00:00:00Z,28.14566821
2025-01-30T00:00:00Z,16.77158282
2025-01-29T00:00:00Z,19.68802414
2025-01-28T00:00:00Z,35.6777366
2025-01-27T00:00:00Z,35.24035345
2025-01-26T00:00:00Z,7.59038758
2025-01-25T00:00:00Z,9.9556365
2025-01-24T00:00:00Z,18.72204842
2025-01-23T00:00:00Z,26.02167625
2025-01-22T00:00:00Z,19.39795391
2025-01-21T00:00:00Z,26.62762902
2025-01-20T00:00:00Z,17.88164806
2025-01-19T00:00:00Z,20.46476068
2025-01-18T00:00:00Z,18.11082975
2025-01-17T00:00:00Z,18.97998476
2025-01-16T00:00:00Z,19.43240367
2025-01-15T00:00:00Z,9.20074389
2025-01-14T00:00:00Z,6.1799756
2025-01-13T00:00:00Z,10.93347654
2025-01-12T00:00:00Z,13.65982074
2025-01-11T00:00:00Z,9.31259406
2025-01-10T00:00:00Z,21.42591346
2025-01-09T00:00:00Z,35.12695485
2025-01-08T00:00:00Z,29.90323368
2025-01-07T00:00:00Z,26.58192425
2025-01-06T00:00:00Z,15.10425086
2025-01-05T00:00:00Z,6.9913879
2025-01-04T00:00:00Z,7.4921391
2025-01-03T00:00:00Z,11.84932805
2025-01-02T00:00:00Z,26.83824467
2025-01-01T00:00:00Z,27.44601232
2024-12-31T00:00:00Z,24.45506712
2024-12-30T00:00:00Z,25.57607419
2024-12-29T00:00:00Z,7.63568162
2024-12-28T00:00:00Z,6.061343
2024-12-27T00:00:00Z,13.27066827
2024-12-26T00:00:00Z,12.41722561
2024-12-25T00:00:00Z,3.63490629
2024-12-24T00:00:00Z,9.84624877
2024-12-23T00:00:00Z,12.35559164
2024-12-22T00:00:00Z,6.09589252
2024-12-21T00:00:00Z,7.23507888
2024-12-20T00:00:00Z,15.26968956
2024-12-19T00:00:00Z,18.11875463
2024-12-18T00:00:00Z,18.45053051
2024-12-17T00:00:00Z,23.52124679
2024-12-16T00:00:00Z,15.57608737
2024-12-15T00:00:00Z,8.5319662
2024-12-14T00:00:00Z,7.14581881
2024-12-13T00:00:00Z,19.43464316
2024-12-12T00:00:00Z,16.94950192
2024-12-11T00:00:00Z,31.65844644
2024-12-10T00:00:00Z,26.18160837
2024-12-09T00:00:00Z,29.1436314
2024-12-08T00:00:00Z,8.16917883
2024-12-07T00:00:00Z,11.45371741
2024-12-06T00:00:00Z,28.00259933
2024-12-05T00:00:00Z,26.31872822
2024-12-04T00:00:00Z,35.92633025
2024-12-03T00:00:00Z,41.07575289
2024-12-02T00:00:00Z,38.73615962
2024-12-01T00:00:00Z,11.98422966
2024-11-30T00:00:00Z,12.6706194
2024-11-29T00:00:00Z,20.93668978
2024-11-28T00:00:00Z,21.1718012
2024-11-27T00:00:00Z,21.22226611
2024-11-26T00:00:00Z,21.72488319
2024-11-25T00:00:00Z,37.21834442
2024-11-24T00:00:00Z,12.70822609
2024-11-23T00:00:00Z,14.27965959
2024-11-22T00:00:00Z,27.99967966
2024-11-21T00:00:00Z,25.14712063
2024-11-20T00:00:00Z,22.08528223
2024-11-19T00:00:00Z,21.66523676
2024-11-18T00:00:00Z,19.31276813
2024-11-17T00:00:00Z,11.23423094
2024-11-16T00:00:00Z,13.89626884
2024-11-15T00:00:00Z,26.18579392
2024-11-14T00:00:00Z,24.2889
2024-11-13T00:00:00Z,34.1120845
2024-11-12T00:00:00Z,33.83031767
2024-11-11T00:00:00Z,25.33872007
2024-11-10T00:00:00Z,25.30019686
2024-11-09T00:00:00Z,21.65900283
2024-11-08T00:00:00Z,17.6742744
2024-11-07T00:00:00Z,26.12388384
2024-11-06T00:00:00Z,33.79187917
2024-11-05T00:00:00Z,34.03197351
2024-11-04T00:00:00Z,23.45614919
2024-11-03T00:00:00Z,11.82211285
2024-11-02T00:00:00Z,11.80018757
2024-11-01T00:00:00Z,29.92516141
2024-10-31T00:00:00Z,26.46822865
2024-10-30T00:00:00Z,23.56699324
2024-10-29T00:00:00Z,28.92784249
2024-10-28T00:00:00Z,28.33964292
2024-10-27T00:00:00Z,14.11494326
2024-10-26T00:00:00Z,14.71952851
2024-10-25T00:00:00Z,52.82358237
2024-10-24T00:00:00Z,17.10469693
2024-10-23T00:00:00Z,19.99220634
2024-10-22T00:00:00Z,19.94636945
2024-10-21T00:00:00Z,17.0335238
2024-10-20T00:00:00Z,9.77665057
2024-10-19T00:00:00Z,9.83203283
2024-10-18T00:00:00Z,28.87380842
2024-10-17T00:00:00Z,24.80894598
2024-10-16T00:00:00Z,32.47502838
2024-10-15T00:00:00Z,24.26745523
2024-10-14T00:00:00Z,20.16316359
2024-10-13T00:00:00Z,10.99188978
2024-10-12T00:00:00Z,11.28118917
2024-10-11T00:00:00Z,15.76817448
2024-10-10T00:00:00Z,14.71103364
2024-10-09T00:00:00Z,19.06469079
2024-10-08T00:00:00Z,24.34798292
2024-10-07T00:00:00Z,27.29139927
2024-10-06T00:00:00Z,8.33915842
2024-10-05T00:00:00Z,7.07836816
2024-10-04T00:00:00Z,21.2710771
2024-10-03T00:00:00Z,15.2391739
2024-10-02T00:00:00Z,21.11510992
2024-10-01T00:00:00Z,25.28589965
2024-09-30T00:00:00Z,27.45863566
2024-09-29T00:00:00Z,10.89147022
2024-09-28T00:00:00Z,9.85506383
2024-09-27T00:00:00Z,24.68631817
2024-09-26T00:00:00Z,17.30768839
2024-09-25T00:00:00Z,22.73351123
2024-09-24T00:00:00Z,29.21087055
2024-09-23T00:00:00Z,22.192237
2024-09-22T00:00:00Z,8.81121312
2024-09-21T00:00:00Z,10.92025696
2024-09-20T00:00:00Z,23.88397597
2024-09-19T00:00:00Z,45.0086575
2024-09-18T00:00:00Z,33.21728437
2024-09-17T00:00:00Z,19.08774934
2024-09-16T00:00:00Z,25.20392321
2024-09-15T00:00:00Z,7.82139704
2024-09-14T00:00:00Z,5.72228287
2024-09-13T00:00:00Z,13.80057408
2024-09-12T00:00:00Z,19.2317984
2024-09-11T00:00:00Z,38.80224966
2024-09-10T00:00:00Z,35.99519895
2024-09-09T00:00:00Z,27.49163525
2024-09-08T00:00:00Z,12.31315153
2024-09-07T00:00:00Z,14.05086147
2024-09-06T00:00:00Z,27.11657664
2024-09-05T00:00:00Z,18.76256044
2024-09-04T00:00:00Z,21.33583295
2024-09-03T00:00:00Z,26.90545825
2024-09-02T00:00:00Z,18.17547836
2024-09-01T00:00:00Z,17.01545066
2024-08-31T00:00:00Z,13.87427687
2024-08-30T00:00:00Z,25.77942761
2024-08-29T00:00:00Z,17.77518526
2024-08-28T00:00:00Z,29.59713472
2024-08-27T00:00:00Z,25.78870132
2024-08-26T00:00:00Z,16.78493619
2024-08-25T00:00:00Z,5.98332275
2024-08-24T00:00:00Z,12.42339021
2024-08-23T00:00:00Z,45.13500378
2024-08-22T00:00:00Z,23.56787112
2024-08-21T00:00:00Z,24.58241068
2024-08-20T00:00:00Z,14.88917223
2024-08-19T00:00:00Z,21.60692297
2024-08-18T00:00:00Z,9.16147124
2024-08-17T00:00:00Z,6.48442685
2024-08-16T00:00:00Z,5.99026845
2024-08-15T00:00:00Z,2.12292992
2024-08-14T00:00:00Z,3.45774986
2024-08-13T00:00:00Z,19.53391896
2024-08-12T00:00:00Z,36.1358482
2024-08-11T00:00:00Z,7.57114306
2024-08-10T00:00:00Z,4.68087403
2024-08-09T00:00:00Z,11.34983566
2024-08-08T00:00:00Z,21.24153368
2024-08-07T00:00:00Z,20.73466647
2024-08-06T00:00:00Z,34.22398365
2024-08-05T00:00:00Z,71.94441145
2024-08-04T00:00:00Z,23.8743579
2024-08-03T00:00:00Z,15.17496865
2024-08-02T00:00:00Z,28.48712983
2024-08-01T00:00:00Z,24.82789404
2024-07-31T00:00:00Z,20.5861532
2024-07-30T00:00:00Z,23.05591823
2024-07-29T00:00:00Z,22.49473325
2024-07-28T00:00:00Z,5.30409702
2024-07-27T00:00:00Z,11.76173885
2024-07-26T00:00:00Z,41.86433907
2024-07-25T00:00:00Z,42.95540162
2024-07-24T00:00:00Z,39.91154508
2024-07-23T00:00:00Z,18.04368961
2024-07-22T00:00:00Z,28.89399481
2024-07-21T00:00:00Z,7.06995964
2024-07-20T00:00:00Z,4.31425108
2024-07-19T00:00:00Z,14.0395139
2024-07-18T00:00:00Z,11.56635407
2024-07-17T00:00:00Z,15.4285449
2024-07-16T00:00:00Z,13.12325373
2024-07-15T00:00:00Z,8.98605685
2024-07-14T00:00:00Z,2.17316304
2024-07-13T00:00:00Z,2.76115214
2024-07-12T00:00:00Z,6.06977279
2024-07-11T00:00:00Z,6.29056807
2024-07-10T00:00:00Z,4.736971
2024-07-09T00:00:00Z,5.94881743
2024-07-08T00:00:00Z,6.98966589
2024-07-07T00:00:00Z,13.94852211
2024-07-06T00:00:00Z,11.00962048
2024-07-05T00:00:00Z,28.1067962
2024-07-04T00:00:00Z,18.68227824
2024-07-03T00:00:00Z,11.99200711
2024-07-02T00:00:00Z,8.19020424
2024-07-01T00:00:00Z,15.86114404
2024-06-30T00:00:00Z,6.91911245
2024-06-29T00:00:00Z,3.22183263
2024-06-28T00:00:00Z,20.9462409
2024-06-27T00:00:00Z,15.94836065
2024-06-26T00:00:00Z,11.83158353
2024-06-25T00:00:00Z,18.66608908
2024-06-24T00:00:00Z,21.97817859
2024-06-23T00:00:00Z,7.15087809
2024-06-22T00:00:00Z,4.46462461
2024-06-21T00:00:00Z,14.08122417
2024-06-20T00:00:00Z,16.14050351
2024-06-19T00:00:00Z,19.60653133
2024-06-18T00:00:00Z,22.57037012
2024-06-17T00:00:00Z,16.53379021
2024-06-16T00:00:00Z,7.46539894
