Datetime,Taker Sell Volume
2026-01-18T00:00:00Z,3537649345.5326
2026-01-17T00:00:00Z,2193634749.4098997
2026-01-16T00:00:00Z,5691530296.7271
2026-01-15T00:00:00Z,7949322449.6909
2026-01-14T00:00:00Z,9692116796.0103
2026-01-13T00:00:00Z,9990857879.5021
2026-01-12T00:00:00Z,8899455016.9097
2026-01-11T00:00:00Z,2314263441.6688
2026-01-10T00:00:00Z,1383091838.3515
2026-01-09T00:00:00Z,7302364961.6958
2026-01-08T00:00:00Z,8472340518.2795
2026-01-07T00:00:00Z,7792396914.9911
2026-01-06T00:00:00Z,9556715102.0556
2026-01-05T00:00:00Z,9722558719.413101
2026-01-04T00:00:00Z,3749612684.7566
2026-01-03T00:00:00Z,2862799615.5835
2026-01-02T00:00:00Z,9162851468.3496
2026-01-01T00:00:00Z,2401317984.3164997
2025-12-31T00:00:00Z,4825300487.9135
2025-12-30T00:00:00Z,6330628542.8927
2025-12-29T00:00:00Z,9400188752.2796
2025-12-28T00:00:00Z,1903594505.3618
2025-12-27T00:00:00Z,1392179785.0726
2025-12-26T00:00:00Z,7729025129.7072
2025-12-25T00:00:00Z,3068898815.1948
2025-12-24T00:00:00Z,4061803610.2662997
2025-12-23T00:00:00Z,6756508205.6505
2025-12-22T00:00:00Z,7739396665.1659
2025-12-21T00:00:00Z,3485697592.9998
2025-12-20T00:00:00Z,1808480129.2416
2025-12-19T00:00:00Z,8897307038.4803
2025-12-18T00:00:00Z,11280589185.3882
2025-12-17T00:00:00Z,10269422567.8417
2025-12-16T00:00:00Z,7338146191.6264
2025-12-15T00:00:00Z,9969329762.331
2025-12-14T00:00:00Z,4959348939.7759
2025-12-13T00:00:00Z,1942044031.2477
2025-12-12T00:00:00Z,7788561319.9688
2025-12-11T00:00:00Z,9866823686.4714
2025-12-10T00:00:00Z,8503545609.2657
2025-12-09T00:00:00Z,9243694082.8396
2025-12-08T00:00:00Z,7637888307.7092
2025-12-07T00:00:00Z,6360039453.655
2025-12-06T00:00:00Z,2912026146.9589
2025-12-05T00:00:00Z,9252546545.7141
2025-12-04T00:00:00Z,7883449773.0943
2025-12-03T00:00:00Z,10275590482.0611
2025-12-02T00:00:00Z,11060102296.5705
2025-12-01T00:00:00Z,14074333373.7794
2025-11-30T00:00:00Z,3343960809.5152
2025-11-29T00:00:00Z,2814549211.6669
2025-11-28T00:00:00Z,7631234573.0154
2025-11-27T00:00:00Z,5974637547.7535
2025-11-26T00:00:00Z,8174753371.4271
2025-11-25T00:00:00Z,7617376838.8147
2025-11-24T00:00:00Z,10509685203.6781
2025-11-23T00:00:00Z,6777304958.5172
2025-11-22T00:00:00Z,4571891643.910601
2025-11-21T00:00:00Z,22285268826.2675
2025-11-20T00:00:00Z,14483460346.8882
2025-11-19T00:00:00Z,11754304148.404
2025-11-18T00:00:00Z,12226862446.1326
2025-11-17T00:00:00Z,11322687465.5708
2025-11-16T00:00:00Z,7510656335.9971
2025-11-15T00:00:00Z,4720295643.4622
2025-11-14T00:00:00Z,16568137792.7235
2025-11-13T00:00:00Z,13551420792.4662
2025-11-12T00:00:00Z,8319497281.28
2025-11-11T00:00:00Z,8413833598.2233
2025-11-10T00:00:00Z,7466858373.4249
2025-11-09T00:00:00Z,5258561369.0782
2025-11-08T00:00:00Z,4389880025.1946
2025-11-07T00:00:00Z,9659610099.6131
2025-11-06T00:00:00Z,8595189852.971699
2025-11-05T00:00:00Z,9586510419.3251
2025-11-04T00:00:00Z,17165290580.2946
2025-11-03T00:00:00Z,10925270616.8836
2025-11-02T00:00:00Z,3989577687.5819
2025-11-01T00:00:00Z,2635242589.9895
2025-10-31T00:00:00Z,9435769274.6688
2025-10-30T00:00:00Z,13111852645.715
2025-10-29T00:00:00Z,10817109207.5611
2025-10-28T00:00:00Z,8717451295.7697
2025-10-27T00:00:00Z,7948013629.1015
2025-10-26T00:00:00Z,6122635034.7863
2025-10-25T00:00:00Z,3017933091.1524
2025-10-24T00:00:00Z,7360297663.3676
2025-10-23T00:00:00Z,8481045923.8431
2025-10-22T00:00:00Z,10961863882.7779
2025-10-21T00:00:00Z,15634829624.273
2025-10-20T00:00:00Z,9000437367.4478
2025-10-19T00:00:00Z,6770822994.6748
2025-10-18T00:00:00Z,4327394829.9349
2025-10-17T00:00:00Z,14967987142.1112
2025-10-16T00:00:00Z,12672423034.1575
2025-10-15T00:00:00Z,8572597020.227
2025-10-14T00:00:00Z,16923964063.1999
2025-10-13T00:00:00Z,12676086794.3438
2025-10-12T00:00:00Z,13813411078.439
2025-10-11T00:00:00Z,11751849448.1338
2025-10-10T00:00:00Z,27900389345.4932
2025-10-09T00:00:00Z,12136106792.9444
2025-10-08T00:00:00Z,8555923686.1717005
2025-10-07T00:00:00Z,13174800012.8495
2025-10-06T00:00:00Z,10086462455.3741
2025-10-05T00:00:00Z,11028712196.2749
2025-10-04T00:00:00Z,5001489175.3931
2025-10-03T00:00:00Z,11447085473.8947
2025-10-02T00:00:00Z,9492849152.7318
2025-10-01T00:00:00Z,10698873332.2547
2025-09-30T00:00:00Z,7659887987.95
2025-09-29T00:00:00Z,7894259571.9141
2025-09-28T00:00:00Z,4581422938.608601
2025-09-27T00:00:00Z,2251930891.5326
2025-09-26T00:00:00Z,7426222207.723
2025-09-25T00:00:00Z,12324869492.9574
2025-09-24T00:00:00Z,6731176532.72
2025-09-23T00:00:00Z,6469442434.176
2025-09-22T00:00:00Z,11033254543.2434
2025-09-21T00:00:00Z,2140693185.6017
2025-09-20T00:00:00Z,2324251295.9599
2025-09-19T00:00:00Z,6266901945.8984
2025-09-18T00:00:00Z,7570824785.9869
2025-09-17T00:00:00Z,10283526175.2055
2025-09-16T00:00:00Z,6573658982.9041
2025-09-15T00:00:00Z,7901280838.3099
2025-09-14T00:00:00Z,3719028883.2656
2025-09-13T00:00:00Z,3559064427.467
2025-09-12T00:00:00Z,7761568717.6197
2025-09-11T00:00:00Z,7237454426.6393
2025-09-10T00:00:00Z,9542459990.3419
2025-09-09T00:00:00Z,8743211694.5442
2025-09-08T00:00:00Z,6252915578.7334
2025-09-07T00:00:00Z,3182313612.4441
2025-09-06T00:00:00Z,3053424471.9203
2025-09-05T00:00:00Z,12217450037.2678
2025-09-04T00:00:00Z,7712765838.2039
2025-09-03T00:00:00Z,6765113124.227
2025-09-02T00:00:00Z,11065882395.777401
2025-09-01T00:00:00Z,9209891393.6672
2025-08-31T00:00:00Z,4189004567.9927
2025-08-30T00:00:00Z,3840617120.9539
2025-08-29T00:00:00Z,12047914306.7459
2025-08-28T00:00:00Z,6234819136.9583
2025-08-27T00:00:00Z,7176411842.2411
2025-08-26T00:00:00Z,9364350778.0583
2025-08-25T00:00:00Z,13513913809.8356
2025-08-24T00:00:00Z,8810622585.3603
2025-08-23T00:00:00Z,5257003218.4223
2025-08-22T00:00:00Z,12668380943.1964
2025-08-21T00:00:00Z,6378735873.2607
2025-08-20T00:00:00Z,8390280121.0815
2025-08-19T00:00:00Z,9469555124.6044
2025-08-18T00:00:00Z,10165545705.8705
2025-08-17T00:00:00Z,3683237526.6286
2025-08-16T00:00:00Z,3246046220.8167
2025-08-15T00:00:00Z,8325786411.3993
2025-08-14T00:00:00Z,18541698889.7607
2025-08-13T00:00:00Z,12694232671.2204
2025-08-12T00:00:00Z,8285939987.1966
2025-08-11T00:00:00Z,14594312991.0779
2025-08-10T00:00:00Z,8324994479.7205
2025-08-09T00:00:00Z,4825236520.2038
2025-08-08T00:00:00Z,6091548136.9894
2025-08-07T00:00:00Z,8117765119.6006
2025-08-06T00:00:00Z,6293958150.0177
2025-08-05T00:00:00Z,7801888201.262
2025-08-04T00:00:00Z,5458033001.4523
2025-08-03T00:00:00Z,4143981310.8643
2025-08-02T00:00:00Z,6807554838.5607
2025-08-01T00:00:00Z,14699416353.04
2025-07-31T00:00:00Z,9143506822.5254
2025-07-30T00:00:00Z,8467896067.2465
2025-07-29T00:00:00Z,7942168072.4953
2025-07-28T00:00:00Z,7637838662.3339
2025-07-27T00:00:00Z,4887136000.6986
2025-07-26T00:00:00Z,3724345343.6429
2025-07-25T00:00:00Z,17793860376.2424
2025-07-24T00:00:00Z,9445563118.3498
2025-07-23T00:00:00Z,9406274270.9163
2025-07-22T00:00:00Z,12374110455.3031
2025-07-21T00:00:00Z,9509356867.6988
2025-07-20T00:00:00Z,5490957487.4165
2025-07-19T00:00:00Z,3696460979.77
2025-07-18T00:00:00Z,11229737778.4246
2025-07-17T00:00:00Z,10888940571.4277
2025-07-16T00:00:00Z,10661616879.4944
2025-07-15T00:00:00Z,17820062150.7509
2025-07-14T00:00:00Z,14698502337.5013
2025-07-13T00:00:00Z,6130144457.7656
2025-07-12T00:00:00Z,4356130625.410299
2025-07-11T00:00:00Z,13171015589.4434
2025-07-10T00:00:00Z,13522938409.464
2025-07-09T00:00:00Z,9757734952.153801
2025-07-08T00:00:00Z,5797354562.8071
2025-07-07T00:00:00Z,6477052203.2241
2025-07-06T00:00:00Z,4212488100.7849
2025-07-05T00:00:00Z,2192539688.5535
2025-07-04T00:00:00Z,8232341428.6026
2025-07-03T00:00:00Z,8356416944.3926
2025-07-02T00:00:00Z,10189666547.0039
2025-07-01T00:00:00Z,7310336540.3955
2025-06-30T00:00:00Z,6963536133.054
2025-06-29T00:00:00Z,4452377726.473499
2025-06-28T00:00:00Z,2024373727.5474
2025-06-27T00:00:00Z,7165969148.3879
2025-06-26T00:00:00Z,6905847966.9377
2025-06-25T00:00:00Z,9161350296.854801
2025-06-24T00:00:00Z,8490320327.0425
2025-06-23T00:00:00Z,16377382613.7926
2025-06-22T00:00:00Z,16138030771.3235
2025-06-21T00:00:00Z,7032661854.4399
2025-06-20T00:00:00Z,11729646115.649
2025-06-19T00:00:00Z,5073710107.571
2025-06-18T00:00:00Z,9859520221.6631
2025-06-17T00:00:00Z,13081762560.0746
2025-06-16T00:00:00Z,9603537523.6489
2025-06-15T00:00:00Z,4540210624.0582
2025-06-14T00:00:00Z,4812785684.6283
2025-06-13T00:00:00Z,14272056631.9411
2025-06-12T00:00:00Z,11460588086.2471
2025-06-11T00:00:00Z,8368411020.232
2025-06-10T00:00:00Z,9141418542.3458
2025-06-09T00:00:00Z,10500216856.2258
2025-06-08T00:00:00Z,4209864682.8642
2025-06-07T00:00:00Z,4383025621.145
2025-06-06T00:00:00Z,9562888076.4342
2025-06-05T00:00:00Z,12773511372.4645
2025-06-04T00:00:00Z,6851522046.1779
2025-06-03T00:00:00Z,7933359387.3295
2025-06-02T00:00:00Z,9061351452.1831
2025-06-01T00:00:00Z,5479331741.8375
2025-05-31T00:00:00Z,6103885277.152
2025-05-30T00:00:00Z,12924383531.265
2025-05-29T00:00:00Z,12773943941.8353
2025-05-28T00:00:00Z,9614275498.1313
2025-05-27T00:00:00Z,13445993224.9296
2025-05-26T00:00:00Z,8595948771.1664
2025-05-25T00:00:00Z,9503146191.3682
2025-05-24T00:00:00Z,9882395452.738
2025-05-23T00:00:00Z,16866785464.5555
2025-05-22T00:00:00Z,14663495907.0563
2025-05-21T00:00:00Z,23800874716.6825
2025-05-20T00:00:00Z,12671383815.3311
2025-05-19T00:00:00Z,14853490370.8495
2025-05-18T00:00:00Z,9573315405.5593
2025-05-17T00:00:00Z,5197763584.5332
2025-05-16T00:00:00Z,6843221778.6332
2025-05-15T00:00:00Z,10149519229.8525
2025-05-14T00:00:00Z,7334178522.1826
2025-05-13T00:00:00Z,9343675943.374699
2025-05-12T00:00:00Z,14818933489.0726
2025-05-11T00:00:00Z,8195732733.7494
2025-05-10T00:00:00Z,5888312423.2545
2025-05-09T00:00:00Z,10002796493.0915
2025-05-08T00:00:00Z,16533249880.9973
2025-05-07T00:00:00Z,9795665711.3365
2025-05-06T00:00:00Z,8960688818.069199
2025-05-05T00:00:00Z,7850339301.3265
2025-05-04T00:00:00Z,5180767255.9601
2025-05-03T00:00:00Z,3974067608.6825
2025-05-02T00:00:00Z,7751264461.7295
2025-05-01T00:00:00Z,9419200333.005001
2025-04-30T00:00:00Z,8711182500.874
2025-04-29T00:00:00Z,7683589142.1878
2025-04-28T00:00:00Z,10040298065.0611
2025-04-27T00:00:00Z,4368415300.5308
2025-04-26T00:00:00Z,3841562568.1362
2025-04-25T00:00:00Z,10369345848.0705
2025-04-24T00:00:00Z,8124582431.279
2025-04-23T00:00:00Z,12259516792.7685
2025-04-22T00:00:00Z,15480521411.9056
2025-04-21T00:00:00Z,12721212605.9641
2025-04-20T00:00:00Z,4193738373.9485
2025-04-19T00:00:00Z,3454731174.6274
2025-04-18T00:00:00Z,2730906403.816
2025-04-17T00:00:00Z,6461365483.2484
2025-04-16T00:00:00Z,9652157604.1924
2025-04-15T00:00:00Z,8833514190.2845
2025-04-14T00:00:00Z,9752927271.4921
2025-04-13T00:00:00Z,9428138092.1612
2025-04-12T00:00:00Z,7029615668.6165
2025-04-11T00:00:00Z,13175395780.9482
2025-04-10T00:00:00Z,13434346331.8065
2025-04-09T00:00:00Z,24635113483.7443
2025-04-08T00:00:00Z,14337775477.575
2025-04-07T00:00:00Z,29885536112.3844
2025-04-06T00:00:00Z,12836505147.3953
2025-04-05T00:00:00Z,4616896379.9377
2025-04-04T00:00:00Z,16356948320.7739
2025-04-03T00:00:00Z,10836080088.1911
2025-04-02T00:00:00Z,16507591727.7631
2025-04-01T00:00:00Z,9086983704.5126
2025-03-31T00:00:00Z,9528841796.473
2025-03-30T00:00:00Z,5189705456.1932
2025-03-29T00:00:00Z,6409542000.1755
2025-03-28T00:00:00Z,10993360733.0332
2025-03-27T00:00:00Z,8150291667.8212
2025-03-26T00:00:00Z,9297793047.1888
2025-03-25T00:00:00Z,8491297377.0364
2025-03-24T00:00:00Z,10193680372.521101
2025-03-23T00:00:00Z,4015983984.8274
2025-03-22T00:00:00Z,2626127468.5283
2025-03-21T00:00:00Z,6734158956.1356
2025-03-20T00:00:00Z,11389311013.9546
2025-03-19T00:00:00Z,11326273548.7356
2025-03-18T00:00:00Z,8733290313.5023
2025-03-17T00:00:00Z,8485553817.151
2025-03-16T00:00:00Z,8062517570.2026005
2025-03-15T00:00:00Z,3580674380.9504
2025-03-14T00:00:00Z,10770557850.9656
2025-03-13T00:00:00Z,11346559514.4539
2025-03-12T00:00:00Z,14045596764.8324
2025-03-11T00:00:00Z,17432123686.695297
2025-03-10T00:00:00Z,18592376005.446
2025-03-09T00:00:00Z,10664077457.9175
2025-03-08T00:00:00Z,4761735176.2806
2025-03-07T00:00:00Z,22617352021.7114
2025-03-06T00:00:00Z,15441936649.0507
2025-03-05T00:00:00Z,13998881356.8924
2025-03-04T00:00:00Z,20693838546.6844
2025-03-03T00:00:00Z,22637678475.1234
2025-03-02T00:00:00Z,18098676184.312
2025-03-01T00:00:00Z,7182807460.1908
2025-02-28T00:00:00Z,25541976734.01
2025-02-27T00:00:00Z,12968787842.4134
2025-02-26T00:00:00Z,20027341352.1484
2025-02-25T00:00:00Z,24063960553.652
2025-02-24T00:00:00Z,11973794321.8636
2025-02-23T00:00:00Z,3787764103.3467
2025-02-22T00:00:00Z,3679105389.901
2025-02-21T00:00:00Z,14096553253.229
2025-02-20T00:00:00Z,7197806407.128
2025-02-19T00:00:00Z,6750185355.8004
2025-02-18T00:00:00Z,9756647305.3587
2025-02-17T00:00:00Z,5726655588.5948
2025-02-16T00:00:00Z,3168492650.1732
2025-02-15T00:00:00Z,2655950062.0563
2025-02-14T00:00:00Z,7998511686.2385
2025-02-13T00:00:00Z,7811987316.1262
2025-02-12T00:00:00Z,10913509289.3753
2025-02-11T00:00:00Z,8587173487.1432
2025-02-10T00:00:00Z,7371436551.1663
2025-02-09T00:00:00Z,5712631712.5291
2025-02-08T00:00:00Z,3806417805.9305
2025-02-07T00:00:00Z,12680291053.5209
2025-02-06T00:00:00Z,8941945256.2694
2025-02-05T00:00:00Z,8501735745.2
2025-02-04T00:00:00Z,15519113623.2962
2025-02-03T00:00:00Z,25827692877.5802
2025-02-02T00:00:00Z,14095166624.0089
2025-02-01T00:00:00Z,5777199887.1348
2025-01-31T00:00:00Z,10540146686.8241
2025-01-30T00:00:00Z,8355853279.5515
2025-01-29T00:00:00Z,9580961674.7583
2025-01-28T00:00:00Z,10323072209.0472
2025-01-27T00:00:00Z,19735767477.7799
2025-01-26T00:00:00Z,4826356463.112801
2025-01-25T00:00:00Z,4021625033.7977
2025-01-24T00:00:00Z,10183457874.767
2025-01-23T00:00:00Z,24889825161.6704
2025-01-22T00:00:00Z,9231738767.2868
2025-01-21T00:00:00Z,16458977110.1704
2025-01-20T00:00:00Z,32343590836.9813
2025-01-19T00:00:00Z,16816513382.3386
2025-01-18T00:00:00Z,10093367252.3446
2025-01-17T00:00:00Z,14326067974.7572
2025-01-16T00:00:00Z,12523481605.588
2025-01-15T00:00:00Z,12221049428.1814
2025-01-14T00:00:00Z,11078226483.5748
2025-01-13T00:00:00Z,19483439254.8162
2025-01-12T00:00:00Z,4108153478.2578
2025-01-11T00:00:00Z,3587765837.512
2025-01-10T00:00:00Z,13934384512.8291
2025-01-09T00:00:00Z,14318351764.0011
2025-01-08T00:00:00Z,14814950009.674
2025-01-07T00:00:00Z,15445775878.4442
2025-01-06T00:00:00Z,11869009886.8767
2025-01-05T00:00:00Z,4256202725.1838
2025-01-04T00:00:00Z,4116177924.6164
2025-01-03T00:00:00Z,7063088445.4496
2025-01-02T00:00:00Z,9994845172.5268
2025-01-01T00:00:00Z,4834055866.9299
2024-12-31T00:00:00Z,9334980641.2179
2024-12-30T00:00:00Z,11916203729.8632
2024-12-29T00:00:00Z,5347150971.1404
2024-12-28T00:00:00Z,3552448576.3966002
2024-12-27T00:00:00Z,11608027749.6059
2024-12-26T00:00:00Z,11375815732.7095
2024-12-25T00:00:00Z,7202557970.1439
2024-12-24T00:00:00Z,11557245977.2707
2024-12-23T00:00:00Z,13870959005.8915
2024-12-22T00:00:00Z,8847794702.5349
2024-12-21T00:00:00Z,9004919659.071499
2024-12-20T00:00:00Z,23012875521.4709
2024-12-19T00:00:00Z,22822594400.184002
2024-12-18T00:00:00Z,21242364473.8394
2024-12-17T00:00:00Z,12285912564.4989
2024-12-16T00:00:00Z,16684985967.0934
2024-12-15T00:00:00Z,8792202076.474201
2024-12-14T00:00:00Z,6400475265.1233
2024-12-13T00:00:00Z,9059401090.8552
2024-12-12T00:00:00Z,12955522627.4643
2024-12-11T00:00:00Z,12636232203.6048
2024-12-10T00:00:00Z,16706574405.7352
2024-12-09T00:00:00Z,20136344452.888298
2024-12-08T00:00:00Z,6338277587.677
2024-12-07T00:00:00Z,5896453080.8005
2024-12-06T00:00:00Z,16678172940.9424
2024-12-05T00:00:00Z,34154945655.3461
2024-12-04T00:00:00Z,15269383843.8713
2024-12-03T00:00:00Z,11517042349.8191
2024-12-02T00:00:00Z,14803136390.157999
2024-12-01T00:00:00Z,6344578255.2696
2024-11-30T00:00:00Z,5431875408.619
2024-11-29T00:00:00Z,10905107719.2782
2024-11-28T00:00:00Z,8725122157.6791
2024-11-27T00:00:00Z,13276661612.4287
2024-11-26T00:00:00Z,19498365330.704597
2024-11-25T00:00:00Z,19585336498.8642
2024-11-24T00:00:00Z,10064532690.0261
2024-11-23T00:00:00Z,7216071178.4173
2024-11-22T00:00:00Z,15418051186.5142
2024-11-21T00:00:00Z,22956147034.609
2024-11-20T00:00:00Z,15681288246.737
2024-11-19T00:00:00Z,16158169703.5495
2024-11-18T00:00:00Z,17931203568.488
2024-11-17T00:00:00Z,9094904029.636
2024-11-16T00:00:00Z,6931479873.6225
2024-11-15T00:00:00Z,16375776447.4125
2024-11-14T00:00:00Z,19675632347.0425
2024-11-13T00:00:00Z,28804699838.8591
2024-11-12T00:00:00Z,32816439665.5593
2024-11-11T00:00:00Z,28550404569.4752
2024-11-10T00:00:00Z,18676154059.54
2024-11-09T00:00:00Z,5031362534.039
2024-11-08T00:00:00Z,10265096604.6244
2024-11-07T00:00:00Z,12214210194.6427
2024-11-06T00:00:00Z,28328681206.0071
2024-11-05T00:00:00Z,10796630297.270401
2024-11-04T00:00:00Z,9799752828.9598
2024-11-03T00:00:00Z,8996787243.332699
2024-11-02T00:00:00Z,3244461845.5997
2024-11-01T00:00:00Z,14519331425.8045
2024-10-31T00:00:00Z,10908700876.7976
2024-10-30T00:00:00Z,9350310356.1467
2024-10-29T00:00:00Z,14964496672.4799
2024-10-28T00:00:00Z,9516786680.4706
2024-10-27T00:00:00Z,3263588310.2051
2024-10-26T00:00:00Z,3532632414.0119
2024-10-25T00:00:00Z,13783475811.3363
2024-10-24T00:00:00Z,8052317156.6249
2024-10-23T00:00:00Z,9687221836.7498
2024-10-22T00:00:00Z,8420221998.8294
2024-10-21T00:00:00Z,10048116379.9132
2024-10-20T00:00:00Z,3944466136.6541
2024-10-19T00:00:00Z,2662984282.2577
2024-10-18T00:00:00Z,9195404868.6395
2024-10-17T00:00:00Z,8289252494.2617
2024-10-16T00:00:00Z,9559797145.5765
2024-10-15T00:00:00Z,15542230179.1256
2024-10-14T00:00:00Z,11757169154.487
2024-10-13T00:00:00Z,4479120586.4862
2024-10-12T00:00:00Z,3515765300.8718
2024-10-11T00:00:00Z,8789713592.5103
2024-10-10T00:00:00Z,9302716400.6156
2024-10-09T00:00:00Z,7887804777.7392
2024-10-08T00:00:00Z,7779596274.0423
2024-10-07T00:00:00Z,10571814238.7496
2024-10-06T00:00:00Z,3248021278.9994
2024-10-05T00:00:00Z,2639783961.3341
2024-10-04T00:00:00Z,8033715218.1286
2024-10-03T00:00:00Z,9637908211.9052
2024-10-02T00:00:00Z,11017693251.0276
2024-10-01T00:00:00Z,15826010416.2798
2024-09-30T00:00:00Z,11090645297.6238
2024-09-29T00:00:00Z,3190613677.1754
2024-09-28T00:00:00Z,3430849903.841
2024-09-27T00:00:00Z,8403606778.8167
2024-09-26T00:00:00Z,11263004808.0971
2024-09-25T00:00:00Z,6705638575.6757
2024-09-24T00:00:00Z,8378589031.257
2024-09-23T00:00:00Z,8513223390.9682
2024-09-22T00:00:00Z,5180090021.7086
2024-09-21T00:00:00Z,2689685968.9803
2024-09-20T00:00:00Z,9218275957.4827
2024-09-19T00:00:00Z,10589640248.0534
2024-09-18T00:00:00Z,11860774544.6655
2024-09-17T00:00:00Z,10472418294.2959
2024-09-16T00:00:00Z,8210221485.4491
2024-09-15T00:00:00Z,4454252511.1404
2024-09-14T00:00:00Z,3580420991.0303
2024-09-13T00:00:00Z,8769816015.9533
2024-09-12T00:00:00Z,8224270949.8715
2024-09-11T00:00:00Z,10889665416.32966
2024-09-10T00:00:00Z,7278117783.19378
2024-09-09T00:00:00Z,9517993374.06247
2024-09-08T00:00:00Z,5046460932.26925
2024-09-07T00:00:00Z,4017394028.34215
2024-09-06T00:00:00Z,15291378681.338089
2024-09-05T00:00:00Z,9723035349.2275
2024-09-04T00:00:00Z,10648146389.27299
2024-09-03T00:00:00Z,7746647759.6052
2024-09-02T00:00:00Z,6411032119.5451
2024-09-01T00:00:00Z,7549743462.1679
2024-08-31T00:00:00Z,2316890520.2257
2024-08-30T00:00:00Z,9146516116.9278
2024-08-29T00:00:00Z,8145504648.7894
2024-08-28T00:00:00Z,11073555639.8917
2024-08-27T00:00:00Z,12356990108.4074
2024-08-26T00:00:00Z,7286456845.9516
2024-08-25T00:00:00Z,4237932217.399
2024-08-24T00:00:00Z,4841387948.5597
2024-08-23T00:00:00Z,13088721636.1718
2024-08-22T00:00:00Z,7427614548.5086
2024-08-21T00:00:00Z,9366594465.1752
2024-08-20T00:00:00Z,9967353012.0848
2024-08-19T00:00:00Z,7143466253.1487
2024-08-18T00:00:00Z,5106875380.6051
2024-08-17T00:00:00Z,2556955140.5187
2024-08-16T00:00:00Z,8980253823.30259
2024-08-15T00:00:00Z,12289243064.90623
2024-08-14T00:00:00Z,10389156114.662
2024-08-13T00:00:00Z,8723708066.607399
2024-08-12T00:00:00Z,12528872265.2557
2024-08-11T00:00:00Z,7070496799.5102
2024-08-10T00:00:00Z,3972276694.6602
