Datetime,Market Cap
2026-02-21T00:00:00Z,1358565067687.2441
2026-02-20T00:00:00Z,1359631862681.2756
2026-02-19T00:00:00Z,1340304217159.3298
2026-02-18T00:00:00Z,1327917586059.5928
2026-02-17T00:00:00Z,1348945921927.4485
2026-02-16T00:00:00Z,1376527938371.0632
2026-02-15T00:00:00Z,1375228120570.731
2026-02-14T00:00:00Z,1394941574447.536
2026-02-13T00:00:00Z,1375514219614.3538
2026-02-12T00:00:00Z,1324520707910.582
2026-02-11T00:00:00Z,1340145581667.2964
2026-02-10T00:00:00Z,1375641942895.6138
2026-02-09T00:00:00Z,1402058971780.405
2026-02-08T00:00:00Z,1404738115886.748
2026-02-07T00:00:00Z,1384009243708.003
2026-02-06T00:00:00Z,1409847539742.325
2026-02-05T00:00:00Z,1255237252263.2954
2026-02-04T00:00:00Z,1459012794990.6973
2026-02-03T00:00:00Z,1512449889586.9773
2026-02-02T00:00:00Z,1572076667480.8801
2026-02-01T00:00:00Z,1537849558501.725
2026-01-31T00:00:00Z,1573030603190.5815
2026-01-30T00:00:00Z,1680965159985.0347
2026-01-29T00:00:00Z,1691655110481.956
2026-01-28T00:00:00Z,1781637444725.0542
2026-01-27T00:00:00Z,1781220372548.2036
2026-01-26T00:00:00Z,1764011170525.58
2026-01-25T00:00:00Z,1730357340530.4866
2026-01-24T00:00:00Z,1780657988859.5793
2026-01-23T00:00:00Z,1790887458390.199
2026-01-22T00:00:00Z,1788297558296.4668
2026-01-21T00:00:00Z,1785432529877.4158
2026-01-20T00:00:00Z,1764346285642.1323
2026-01-19T00:00:00Z,1849244816636.1582
2026-01-18T00:00:00Z,1870645713569.569
2026-01-17T00:00:00Z,1900005574980.0547
2026-01-16T00:00:00Z,1907697104542.275
2026-01-15T00:00:00Z,1909406918428.8901
2026-01-14T00:00:00Z,1936106117141.4832
2026-01-13T00:00:00Z,1904825593297.245
2026-01-12T00:00:00Z,1821469719454.7559
2026-01-11T00:00:00Z,1815520734351.5984
2026-01-10T00:00:00Z,1806498214220.2803
2026-01-09T00:00:00Z,1807953958912.0684
2026-01-08T00:00:00Z,1817999482094.2205
2026-01-07T00:00:00Z,1822998518620.7021
2026-01-06T00:00:00Z,1870459788220.994
2026-01-05T00:00:00Z,1873990616173.3923
2026-01-04T00:00:00Z,1827031875122.5842
2026-01-03T00:00:00Z,1809098457506.181
2026-01-02T00:00:00Z,1796297422450.1426
2026-01-01T00:00:00Z,1771986844350.2144
2025-12-31T00:00:00Z,1747568060005.9893
2025-12-30T00:00:00Z,1764938000615.009
2025-12-29T00:00:00Z,1739640414197.6167
2025-12-28T00:00:00Z,1754932308235.0872
2025-12-27T00:00:00Z,1753471825813.0728
2025-12-26T00:00:00Z,1743727950701.1033
2025-12-25T00:00:00Z,1740910135066.3733
2025-12-24T00:00:00Z,1749538596608.4878
2025-12-23T00:00:00Z,1745499071678.0469
2025-12-22T00:00:00Z,1768151818918.128
2025-12-21T00:00:00Z,1769619819081.8452
2025-12-20T00:00:00Z,1763556841485.4888
2025-12-19T00:00:00Z,1758640090185.8953
2025-12-18T00:00:00Z,1706340078838.1812
2025-12-17T00:00:00Z,1722643135127.737
2025-12-16T00:00:00Z,1753700402123.7502
2025-12-15T00:00:00Z,1725116314375.8032
2025-12-14T00:00:00Z,1760095152280.2698
2025-12-13T00:00:00Z,1801524823913.2827
2025-12-12T00:00:00Z,1802102619874.3647
2025-12-11T00:00:00Z,1847121281809.9495
2025-12-10T00:00:00Z,1836890310534.2659
2025-12-09T00:00:00Z,1850089917564.5203
2025-12-08T00:00:00Z,1809319621699.498
2025-12-07T00:00:00Z,1804711417242.9202
2025-12-06T00:00:00Z,1781307518038.346
2025-12-05T00:00:00Z,1783039420227.1907
2025-12-04T00:00:00Z,1837782743071.7378
2025-12-03T00:00:00Z,1865072460952.9492
2025-12-02T00:00:00Z,1822082807135.6719
2025-12-01T00:00:00Z,1724597359848.6626
2025-11-30T00:00:00Z,1803342075694.5928
2025-11-29T00:00:00Z,1812502268361.0269
2025-11-28T00:00:00Z,1813813091947.7087
2025-11-27T00:00:00Z,1822120955327.2893
2025-11-26T00:00:00Z,1805447432696.2021
2025-11-25T00:00:00Z,1742458468368.9182
2025-11-24T00:00:00Z,1764637277859.415
2025-11-23T00:00:00Z,1733555525256.1418
2025-11-22T00:00:00Z,1690966040998.718
2025-11-21T00:00:00Z,1697313473726.515
2025-11-20T00:00:00Z,1726486098171.8384
2025-11-19T00:00:00Z,1824621329854.8347
2025-11-18T00:00:00Z,1853694819695.0334
2025-11-17T00:00:00Z,1837584049111.028
2025-11-16T00:00:00Z,1880598668736.2258
2025-11-15T00:00:00Z,1905925251302.7717
2025-11-14T00:00:00Z,1889786005093.9631
2025-11-13T00:00:00Z,1987276352351.1519
2025-11-12T00:00:00Z,2027408150933.6528
2025-11-11T00:00:00Z,2054771293944.2659
2025-11-10T00:00:00Z,2113792850450.3755
2025-11-09T00:00:00Z,2088363946709.4731
2025-11-08T00:00:00Z,2040410410343.766
2025-11-07T00:00:00Z,2060212688133.2664
2025-11-06T00:00:00Z,2021233060788.1284
2025-11-05T00:00:00Z,2071690188986.5906
2025-11-04T00:00:00Z,2023874120345.7722
2025-11-03T00:00:00Z,2125258390361.478
2025-11-02T00:00:00Z,2204513634249.8477
2025-11-01T00:00:00Z,2195111462382.7197
2025-10-31T00:00:00Z,2188228629874.0415
2025-10-30T00:00:00Z,2159926818511.0754
2025-10-29T00:00:00Z,2197319533779.2747
2025-10-28T00:00:00Z,2252187409575.2163
2025-10-27T00:00:00Z,2275210179630.94
2025-10-26T00:00:00Z,2284107822212.3877
2025-10-25T00:00:00Z,2226535970496.017
2025-10-24T00:00:00Z,2214892811849.7705
2025-10-23T00:00:00Z,2195945675375.346
2025-10-22T00:00:00Z,2145323953760.1775
2025-10-21T00:00:00Z,2160165560294.284
2025-10-20T00:00:00Z,2204357639957.9243
2025-10-19T00:00:00Z,2166962468670.7192
2025-10-18T00:00:00Z,2140185128088.3977
2025-10-17T00:00:00Z,2125802284279.5117
2025-10-16T00:00:00Z,2157177259688.2031
2025-10-15T00:00:00Z,2209449416790.3755
2025-10-14T00:00:00Z,2254027517068.831
2025-10-13T00:00:00Z,2297408843657.3843
2025-10-12T00:00:00Z,2293868861014.811
2025-10-11T00:00:00Z,2208929169181.56
2025-10-10T00:00:00Z,2251233852305.8813
2025-10-09T00:00:00Z,2426190705320.806
2025-10-08T00:00:00Z,2458182612635.9487
2025-10-07T00:00:00Z,2420094295597.9946
2025-10-06T00:00:00Z,2485605301539.4043
2025-10-05T00:00:00Z,2461419656598.131
2025-10-04T00:00:00Z,2439720218766.1147
2025-10-03T00:00:00Z,2437526353841.507
2025-10-02T00:00:00Z,2403607726375.9336
2025-10-01T00:00:00Z,2364377108634.9023
2025-09-30T00:00:00Z,2272873453135.538
2025-09-29T00:00:00Z,2278894638179.8945
2025-09-28T00:00:00Z,2235559876214.0166
2025-09-27T00:00:00Z,2185300645066.088
2025-09-26T00:00:00Z,2187264337239.1555
2025-09-25T00:00:00Z,2172744185879.378
2025-09-24T00:00:00Z,2258527936207.331
2025-09-23T00:00:00Z,2231908721994.8984
2025-09-22T00:00:00Z,2245907364298.276
2025-09-21T00:00:00Z,2296689039937.89
2025-09-20T00:00:00Z,2305955199056.9927
2025-09-19T00:00:00Z,2305182903153.7485
2025-09-18T00:00:00Z,2333091450407.3022
2025-09-17T00:00:00Z,2320521226987.9536
2025-09-16T00:00:00Z,2327222849881.201
2025-09-15T00:00:00Z,2298368740674.884
2025-09-14T00:00:00Z,2300508263536.521
2025-09-13T00:00:00Z,2310161971824.1987
2025-09-12T00:00:00Z,2312642279211.988
2025-09-11T00:00:00Z,2301456698952.562
2025-09-10T00:00:00Z,2270374207500.495
2025-09-09T00:00:00Z,2221750423891.2876
2025-09-08T00:00:00Z,2232272921628.0854
2025-09-07T00:00:00Z,2213405163977.8354
2025-09-06T00:00:00Z,2195182691477.1758
2025-09-05T00:00:00Z,2204173489267.672
2025-09-04T00:00:00Z,2205260279751.984
2025-09-03T00:00:00Z,2225301043731.4526
2025-09-02T00:00:00Z,2215337503229.306
2025-09-01T00:00:00Z,2176232902246.9336
2025-08-31T00:00:00Z,2157228438746.6611
2025-08-30T00:00:00Z,2167306452928.0288
2025-08-29T00:00:00Z,2158202226113.2266
2025-08-28T00:00:00Z,2241537014381.479
2025-08-27T00:00:00Z,2215498848472.286
2025-08-26T00:00:00Z,2226737451844.356
2025-08-25T00:00:00Z,2193436494224.581
2025-08-24T00:00:00Z,2262050177071.092
2025-08-23T00:00:00Z,2297354983167.2246
2025-08-22T00:00:00Z,2327575168953.52
2025-08-21T00:00:00Z,2239367192856.346
2025-08-20T00:00:00Z,2275104678090.1255
2025-08-19T00:00:00Z,2246920515267.7256
2025-08-18T00:00:00Z,2315029742919.102
2025-08-17T00:00:00Z,2339416334930.3247
2025-08-16T00:00:00Z,2338097874841.1216
2025-08-15T00:00:00Z,2337680995509.3784
2025-08-14T00:00:00Z,2356599600627.9224
2025-08-13T00:00:00Z,2455308966050.3325
2025-08-12T00:00:00Z,2390822751316.3394
2025-08-11T00:00:00Z,2362458557430.525
2025-08-10T00:00:00Z,2374734933246.821
2025-08-09T00:00:00Z,2318653322301.2764
2025-08-08T00:00:00Z,2322438503773.3584
2025-08-07T00:00:00Z,2338924288338.2793
2025-08-06T00:00:00Z,2289804407580.748
2025-08-05T00:00:00Z,2271162040739.621
2025-08-04T00:00:00Z,2289779867058.5845
2025-08-03T00:00:00Z,2273624313195.6006
2025-08-02T00:00:00Z,2239812000448.59
2025-08-01T00:00:00Z,2253765142233.511
2025-07-31T00:00:00Z,2306398622274.173
2025-07-30T00:00:00Z,2344609418547.0605
2025-07-29T00:00:00Z,2346686610389.8193
2025-07-28T00:00:00Z,2349771076212.399
2025-07-27T00:00:00Z,2376886070696.091
2025-07-26T00:00:00Z,2347310322448.345
2025-07-25T00:00:00Z,2340479278463.202
2025-07-24T00:00:00Z,2355423163628.542
2025-07-23T00:00:00Z,2363681146278.691
2025-07-22T00:00:00Z,2387710039060.382
2025-07-21T00:00:00Z,2336283538427.8057
2025-07-20T00:00:00Z,2333863344519.885
2025-07-19T00:00:00Z,2345588703053.9663
2025-07-18T00:00:00Z,2347488357326.1963
2025-07-17T00:00:00Z,2372546290048.714
2025-07-16T00:00:00Z,2360983748963.272
2025-07-15T00:00:00Z,2344083343492.461
2025-07-14T00:00:00Z,2384261882493.0493
2025-07-13T00:00:00Z,2367806163337.1284
2025-07-12T00:00:00Z,2336438673540.4697
2025-07-11T00:00:00Z,2338507591925.3794
2025-07-10T00:00:00Z,2307593922534.8647
2025-07-09T00:00:00Z,2213253356513.433
2025-07-08T00:00:00Z,2167951117547.9302
2025-07-07T00:00:00Z,2153388048496.237
2025-07-06T00:00:00Z,2172174900967.1216
2025-07-05T00:00:00Z,2152333457956.2798
2025-07-04T00:00:00Z,2148374095544.6084
2025-07-03T00:00:00Z,2180199349922
2025-07-02T00:00:00Z,2165301633846.376
2025-07-01T00:00:00Z,2102511753452.1147
2025-06-30T00:00:00Z,2131949119853.1829
2025-06-29T00:00:00Z,2155200943641.649
2025-06-28T00:00:00Z,2134657250024.253
2025-06-27T00:00:00Z,2129516290281.9329
2025-06-26T00:00:00Z,2127690367007.5347
2025-06-25T00:00:00Z,2135303031710.4697
2025-06-24T00:00:00Z,2110168235648.6772
2025-06-23T00:00:00Z,2095930482052.886
2025-06-22T00:00:00Z,2008178061597.8884
2025-06-21T00:00:00Z,2031074893265.7747
2025-06-20T00:00:00Z,2053814814900.6758
2025-06-19T00:00:00Z,2082096179165.0994
2025-06-18T00:00:00Z,2085707073228.4014
2025-06-17T00:00:00Z,2080820009170.7947
2025-06-16T00:00:00Z,2124300169088.2773
2025-06-15T00:00:00Z,2099131821323.6125
2025-06-14T00:00:00Z,2096112987447.997
2025-06-13T00:00:00Z,2109277079670.7964
2025-06-12T00:00:00Z,2101456219560.8337
2025-06-11T00:00:00Z,2159816171716.462
2025-06-10T00:00:00Z,2190772246877.1194
2025-06-09T00:00:00Z,2192471350474.895
2025-06-08T00:00:00Z,2102551295839.245
2025-06-07T00:00:00Z,2099782310564.9167
2025-06-06T00:00:00Z,2075117560902.8167
2025-06-05T00:00:00Z,2019550137429.8557
2025-06-04T00:00:00Z,2081343580431.2969
2025-06-03T00:00:00Z,2094549614918.7012
2025-06-02T00:00:00Z,2104448275233.726
2025-06-01T00:00:00Z,2099961228542.5588
2025-05-31T00:00:00Z,2079589984229.5273
2025-05-30T00:00:00Z,2067138013105.689
2025-05-29T00:00:00Z,2096892801977.078
2025-05-28T00:00:00Z,2142142281938.82
2025-05-27T00:00:00Z,2164303149125.509
2025-05-26T00:00:00Z,2175007147566.7183
2025-05-25T00:00:00Z,2166315402445.6135
2025-05-24T00:00:00Z,2141332707976.2817
2025-05-23T00:00:00Z,2131359421457.5696
2025-05-22T00:00:00Z,2219303161623.3545
2025-05-21T00:00:00Z,2179026758471.088
2025-05-20T00:00:00Z,2122713681749.9993
2025-05-19T00:00:00Z,2098030975390.939
2025-05-18T00:00:00Z,2115544195708.2114
2025-05-17T00:00:00Z,2049167408786.5225
2025-05-16T00:00:00Z,2055840559805.3074
2025-05-15T00:00:00Z,2061619788846.9712
2025-05-14T00:00:00Z,2056637125264.3552
2025-05-13T00:00:00Z,2068628091481.416
2025-05-12T00:00:00Z,2042035284976.9087
2025-05-11T00:00:00Z,2068555112643.0278
2025-05-10T00:00:00Z,2081491584645.2087
2025-05-09T00:00:00Z,2045554199567.3608
2025-05-08T00:00:00Z,2051457965098.1614
2025-05-07T00:00:00Z,1927686314210.5037
2025-05-06T00:00:00Z,1923065764875.5022
2025-05-05T00:00:00Z,1884846238052.8562
2025-05-04T00:00:00Z,1875111209187.2437
2025-05-03T00:00:00Z,1904164793106.6145
2025-05-02T00:00:00Z,1924942956311.843
2025-05-01T00:00:00Z,1916472576539.0056
2025-04-30T00:00:00Z,1870257913794.0325
2025-04-29T00:00:00Z,1872215695782.4204
2025-04-28T00:00:00Z,1886683721756.9072
2025-04-27T00:00:00Z,1862138023799.9998
2025-04-26T00:00:00Z,1879595545081.6501
2025-04-25T00:00:00Z,1880535101411.2524
2025-04-24T00:00:00Z,1866161929391.8127
2025-04-23T00:00:00Z,1860746574147.2312
2025-04-22T00:00:00Z,1856038593048.137
2025-04-21T00:00:00Z,1737385871529.59
2025-04-20T00:00:00Z,1689423516440.1284
2025-04-19T00:00:00Z,1687938636882.8699
2025-04-18T00:00:00Z,1676456770080.06
2025-04-17T00:00:00Z,1685164599800.2568
2025-04-16T00:00:00Z,1668100693546.9143
2025-04-15T00:00:00Z,1660393489035.1555
2025-04-14T00:00:00Z,1679061264979.7878
2025-04-13T00:00:00Z,1662207059596.2798
2025-04-12T00:00:00Z,1692648163660.7363
2025-04-11T00:00:00Z,1655124816010.9763
2025-04-10T00:00:00Z,1579008537448.143
2025-04-09T00:00:00Z,1639318841541.5513
2025-04-08T00:00:00Z,1513987033408.6064
2025-04-07T00:00:00Z,1570863243790.9075
2025-04-06T00:00:00Z,1555424382077.714
2025-04-05T00:00:00Z,1657554450677.2283
2025-04-04T00:00:00Z,1664452426648.0967
2025-04-03T00:00:00Z,1650665323215.2356
2025-04-02T00:00:00Z,1637177540498.054
2025-04-01T00:00:00Z,1690066337540.5474
2025-03-31T00:00:00Z,1637880062617.2556
2025-03-30T00:00:00Z,1634829603649.168
2025-03-29T00:00:00Z,1639846870807.4824
2025-03-28T00:00:00Z,1674282403549.0532
2025-03-27T00:00:00Z,1731692894875.518
2025-03-26T00:00:00Z,1725805793650.2163
2025-03-25T00:00:00Z,1734674022887.6157
2025-03-24T00:00:00Z,1736373648261.2842
2025-03-23T00:00:00Z,1709149909304.743
2025-03-22T00:00:00Z,1663494995577.6406
2025-03-21T00:00:00Z,1667637553164.1602
2025-03-20T00:00:00Z,1670001273690.6296
2025-03-19T00:00:00Z,1724492548760.8867
2025-03-18T00:00:00Z,1642362091546.277
2025-03-17T00:00:00Z,1670378611104.3528
2025-03-16T00:00:00Z,1638018263388.361
2025-03-15T00:00:00Z,1674301914731.849
2025-03-14T00:00:00Z,1667180405506.2874
2025-03-13T00:00:00Z,1609541169685.1938
2025-03-12T00:00:00Z,1659710157003.1172
2025-03-11T00:00:00Z,1646191757253.047
2025-03-10T00:00:00Z,1560339624912.7705
2025-03-09T00:00:00Z,1602841124002.4077
2025-03-08T00:00:00Z,1713923877543.2766
2025-03-07T00:00:00Z,1721957323796.6921
2025-03-06T00:00:00Z,1783593367935.854
2025-03-05T00:00:00Z,1797021543709.4065
2025-03-04T00:00:00Z,1732380712212.5576
2025-03-03T00:00:00Z,1708686363240.949
2025-03-02T00:00:00Z,1870330200977.054
2025-03-01T00:00:00Z,1707510802094.2122
2025-02-28T00:00:00Z,1675697810509.7158
2025-02-27T00:00:00Z,1681437746274.5325
2025-02-26T00:00:00Z,1672942672469.4736
2025-02-25T00:00:00Z,1756824165913.5803
2025-02-24T00:00:00Z,1817144105503.2517
2025-02-23T00:00:00Z,1909439742046.7778
2025-02-22T00:00:00Z,1915016273689.809
2025-02-21T00:00:00Z,1906512418227.9805
2025-02-20T00:00:00Z,1949804048348.7432
2025-02-19T00:00:00Z,1915905972198.4248
2025-02-18T00:00:00Z,1895501465645.2126
2025-02-17T00:00:00Z,1899014055931.282
2025-02-16T00:00:00Z,1907057366811.684
2025-02-15T00:00:00Z,1934907727089.8892
2025-02-14T00:00:00Z,1933042828277.6602
2025-02-13T00:00:00Z,1915855719006.5889
2025-02-12T00:00:00Z,1940158762928.3672
2025-02-11T00:00:00Z,1899874209151.149
2025-02-10T00:00:00Z,1931723353169.1987
2025-02-09T00:00:00Z,1912439372672.7126
2025-02-08T00:00:00Z,1913056201552.233
2025-02-07T00:00:00Z,1913380259782.363
2025-02-06T00:00:00Z,1913947710508.145
2025-02-05T00:00:00Z,1915234629718.5115
2025-02-04T00:00:00Z,1938137742624.034
2025-02-03T00:00:00Z,2010480601122.8586
2025-02-02T00:00:00Z,1935152273453.8496
2025-02-01T00:00:00Z,1994188011155.5728
2025-01-31T00:00:00Z,2029656629728.2322
2025-01-30T00:00:00Z,2075743880690.2217
2025-01-29T00:00:00Z,2055753235242.034
2025-01-28T00:00:00Z,2006912336568.8547
2025-01-27T00:00:00Z,2022575822675.0557
2025-01-26T00:00:00Z,2032856290529.9998
2025-01-25T00:00:00Z,2075242316858.2244
2025-01-24T00:00:00Z,2077592651916.781
2025-01-23T00:00:00Z,2059286498947.8137
2025-01-22T00:00:00Z,2053891688175.6533
2025-01-21T00:00:00Z,2103476007013.079
2025-01-20T00:00:00Z,2024840173373.9067
2025-01-19T00:00:00Z,2005678645548.1743
2025-01-18T00:00:00Z,2068986875827.189
2025-01-17T00:00:00Z,2062277258327.2725
2025-01-16T00:00:00Z,1980761197453.528
2025-01-15T00:00:00Z,1991045474293.2317
2025-01-14T00:00:00Z,1912282489596.9783
2025-01-13T00:00:00Z,1873281478486.9714
2025-01-12T00:00:00Z,1871833784058.524
2025-01-11T00:00:00Z,1873789636990.911
2025-01-10T00:00:00Z,1876120601575.5012
2025-01-09T00:00:00Z,1835718430309.8706
2025-01-08T00:00:00Z,1882228745411.1091
2025-01-07T00:00:00Z,1920519055011.8635
2025-01-06T00:00:00Z,2025751103874.1323
2025-01-05T00:00:00Z,1947824147312.1023
2025-01-04T00:00:00Z,1945395005852.5735
2025-01-03T00:00:00Z,1943634996430.9011
2025-01-02T00:00:00Z,1919110195991.5288
2025-01-01T00:00:00Z,1869413363515.9092
2024-12-31T00:00:00Z,1849384880958.501
2024-12-30T00:00:00Z,1834496068095.3098
2024-12-29T00:00:00Z,1853160907797.4758
2024-12-28T00:00:00Z,1888313407360.671
2024-12-27T00:00:00Z,1864619622278.6384
2024-12-26T00:00:00Z,1895673037012.2126
2024-12-25T00:00:00Z,1967071816124.6611
2024-12-24T00:00:00Z,1952380413958.9668
2024-12-23T00:00:00Z,1876333675749.913
2024-12-22T00:00:00Z,1882840041948.7495
2024-12-21T00:00:00Z,1925178672380.3525
2024-12-20T00:00:00Z,1935679993790.209
2024-12-19T00:00:00Z,1928055046178.329
2024-12-18T00:00:00Z,1982945134814.3638
2024-12-17T00:00:00Z,2101089467144.5022
2024-12-16T00:00:00Z,2099983702766.7239
2024-12-15T00:00:00Z,2066948811259.022
2024-12-14T00:00:00Z,2007335163923.858
2024-12-13T00:00:00Z,2007780759617.3787
2024-12-12T00:00:00Z,1980033213043.8293
2024-12-11T00:00:00Z,2003099509129.4531
2024-12-10T00:00:00Z,1913200007727.146
2024-12-09T00:00:00Z,1926739663544.9316
2024-12-08T00:00:00Z,2002631056465.203
2024-12-07T00:00:00Z,1977864144909.793
2024-12-06T00:00:00Z,1977038473020.0774
2024-12-05T00:00:00Z,1920688040735.1812
2024-12-04T00:00:00Z,1954248809548.8396
2024-12-03T00:00:00Z,1898571515844.794
2024-12-02T00:00:00Z,1897161686373.5935
2024-12-01T00:00:00Z,1924887474685.411
2024-11-30T00:00:00Z,1909095100253.892
2024-11-29T00:00:00Z,1929459645454.363
2024-11-28T00:00:00Z,1892965190013.2659
2024-11-27T00:00:00Z,1898500742458.1096
2024-11-26T00:00:00Z,1820511166594.0967
2024-11-25T00:00:00Z,1839994358576.4053
2024-11-24T00:00:00Z,1939416265394.1875
2024-11-23T00:00:00Z,1934255632303.0947
2024-11-22T00:00:00Z,1958368110479.6846
2024-11-21T00:00:00Z,1947498652968.2932
2024-11-20T00:00:00Z,1867003420002.7908
2024-11-19T00:00:00Z,1828269922676.7246
2024-11-18T00:00:00Z,1790807124170.823
2024-11-17T00:00:00Z,1778199508226.8
2024-11-16T00:00:00Z,1792376515802.7332
2024-11-15T00:00:00Z,1801318069496.0454
2024-11-14T00:00:00Z,1727600969986.7915
2024-11-13T00:00:00Z,1789971944024.481
2024-11-12T00:00:00Z,1741266527922.3262
2024-11-11T00:00:00Z,1755103098595.5884
2024-11-10T00:00:00Z,1590856049701.3018
2024-11-09T00:00:00Z,1517489240926.6228
2024-11-08T00:00:00Z,1514236867930.0674
2024-11-07T00:00:00Z,1501388159865.7656
2024-11-06T00:00:00Z,1496168332239.1365
2024-11-05T00:00:00Z,1372203987026.6099
2024-11-04T00:00:00Z,1341173619300.9097
2024-11-03T00:00:00Z,1359801559389.5645
2024-11-02T00:00:00Z,1371578728750.3992
2024-11-01T00:00:00Z,1373764157539.8752
2024-10-31T00:00:00Z,1388261017607.6467
2024-10-30T00:00:00Z,1430241624696.7212
2024-10-29T00:00:00Z,1437806305564.9187
2024-10-28T00:00:00Z,1382606383554.576
2024-10-27T00:00:00Z,1343404086383.1963
2024-10-26T00:00:00Z,1325020878649.4563
2024-10-25T00:00:00Z,1316327077693.7556
2024-10-24T00:00:00Z,1347564015245.4326
2024-10-23T00:00:00Z,1317051968628.3538
2024-10-22T00:00:00Z,1332247551840.4402
2024-10-21T00:00:00Z,1331450385590.7766
2024-10-20T00:00:00Z,1364623904272.5417
2024-10-19T00:00:00Z,1351600668075.2512
2024-10-18T00:00:00Z,1352623358307.3962
2024-10-17T00:00:00Z,1332684786488.6204
2024-10-16T00:00:00Z,1336582562747.1614
2024-10-15T00:00:00Z,1325689551527.188
2024-10-14T00:00:00Z,1306111091281.1824
2024-10-13T00:00:00Z,1242416357132.733
2024-10-12T00:00:00Z,1249334901735.5847
2024-10-11T00:00:00Z,1236008935863.0464
2024-10-10T00:00:00Z,1191731223264.2612
2024-10-09T00:00:00Z,1197559229975.501
2024-10-08T00:00:00Z,1227726177682.5735
2024-10-07T00:00:00Z,1229907818855.2507
2024-10-06T00:00:00Z,1241575542551.4065
2024-10-05T00:00:00Z,1226705545906.428
2024-10-04T00:00:00Z,1227092130669.4993
2024-10-03T00:00:00Z,1200523049212.7212
2024-10-02T00:00:00Z,1198484972030.51
2024-10-01T00:00:00Z,1201732670903.5996
2024-09-30T00:00:00Z,1251078236068.7444
2024-09-29T00:00:00Z,1296411265046.5266
2024-09-28T00:00:00Z,1301649001481.475
2024-09-27T00:00:00Z,1299848346793.468
2024-09-26T00:00:00Z,1287750176529.0308
2024-09-25T00:00:00Z,1247675463731.1162
2024-09-24T00:00:00Z,1269974878167.8643
2024-09-23T00:00:00Z,1251437483583.6729
2024-09-22T00:00:00Z,1256093846336.4897
2024-09-21T00:00:00Z,1252065679708.525
2024-09-20T00:00:00Z,1248778992307.1484
2024-09-19T00:00:00Z,1243788832663.8618
2024-09-18T00:00:00Z,1220265338296.8416
2024-09-17T00:00:00Z,1191524972008.6326
2024-09-16T00:00:00Z,1149988028054.7878
2024-09-15T00:00:00Z,1168106531425.2424
2024-09-14T00:00:00Z,1185393421929.9993
2024-09-13T00:00:00Z,1196169005065.5068
2024-09-12T00:00:00Z,1148349352505.3975
2024-09-11T00:00:00Z,1132661913341.3804
2024-09-10T00:00:00Z,1138581257459.8455
2024-09-09T00:00:00Z,1126570955370.2356
2024-09-08T00:00:00Z,1084118408892.641
2024-09-07T00:00:00Z,1069937558563.4664
2024-09-06T00:00:00Z,1066333100454.428
2024-09-05T00:00:00Z,1109586796265.6875
2024-09-04T00:00:00Z,1145084660120.2803
2024-09-03T00:00:00Z,1135223449775.7007
2024-09-02T00:00:00Z,1168295630958.4946
2024-09-01T00:00:00Z,1132268977414.896
2024-08-31T00:00:00Z,1164991856513.757
2024-08-30T00:00:00Z,1167463809379.612
