Datetime,Taker Sell Ratio
2026-02-04T00:00:00Z,0.50717569
2026-02-03T00:00:00Z,0.50938243
2026-02-02T00:00:00Z,0.49791686
2026-02-01T00:00:00Z,0.52320803
2026-01-31T00:00:00Z,0.53415693
2026-01-30T00:00:00Z,0.50765074
2026-01-29T00:00:00Z,0.52432709
2026-01-28T00:00:00Z,0.50378048
2026-01-27T00:00:00Z,0.49397235
2026-01-26T00:00:00Z,0.5047722
2026-01-25T00:00:00Z,0.52542989
2026-01-24T00:00:00Z,0.51805137
2026-01-23T00:00:00Z,0.50507292
2026-01-22T00:00:00Z,0.50479054
2026-01-21T00:00:00Z,0.50745577
2026-01-20T00:00:00Z,0.52689076
2026-01-19T00:00:00Z,0.50170964
2026-01-18T00:00:00Z,0.51637801
2026-01-17T00:00:00Z,0.51646261
2026-01-16T00:00:00Z,0.52053384
2026-01-15T00:00:00Z,0.49315307
2026-01-14T00:00:00Z,0.49363044
2026-01-13T00:00:00Z,0.47648793
2026-01-12T00:00:00Z,0.51050636
2026-01-11T00:00:00Z,0.50683343
2026-01-10T00:00:00Z,0.52188103
2026-01-09T00:00:00Z,0.50328462
2026-01-08T00:00:00Z,0.50015771
2026-01-07T00:00:00Z,0.50945439
2026-01-06T00:00:00Z,0.49456715
2026-01-05T00:00:00Z,0.49070555
2026-01-04T00:00:00Z,0.49090412
2026-01-03T00:00:00Z,0.48848955
2026-01-02T00:00:00Z,0.50344307
2026-01-01T00:00:00Z,0.49735307
2025-12-31T00:00:00Z,0.49979128
2025-12-30T00:00:00Z,0.5031076
2025-12-29T00:00:00Z,0.49835051
2025-12-28T00:00:00Z,0.49550982
2025-12-27T00:00:00Z,0.50065863
2025-12-26T00:00:00Z,0.49737073
2025-12-25T00:00:00Z,0.51722496
2025-12-24T00:00:00Z,0.49728162
2025-12-23T00:00:00Z,0.51398684
2025-12-22T00:00:00Z,0.49688461
2025-12-21T00:00:00Z,0.51409678
2025-12-20T00:00:00Z,0.49357947
2025-12-19T00:00:00Z,0.49408124
2025-12-18T00:00:00Z,0.50173703
2025-12-17T00:00:00Z,0.4959165
2025-12-16T00:00:00Z,0.50731518
2025-12-15T00:00:00Z,0.51410973
2025-12-14T00:00:00Z,0.53618211
2025-12-13T00:00:00Z,0.51627572
2025-12-12T00:00:00Z,0.51771313
2025-12-11T00:00:00Z,0.50828063
2025-12-10T00:00:00Z,0.51097513
2025-12-09T00:00:00Z,0.49629214
2025-12-08T00:00:00Z,0.50163972
2025-12-07T00:00:00Z,0.49134346
2025-12-06T00:00:00Z,0.5095969
2025-12-05T00:00:00Z,0.50819655
2025-12-04T00:00:00Z,0.51130934
2025-12-03T00:00:00Z,0.49393776
2025-12-02T00:00:00Z,0.49162841
2025-12-01T00:00:00Z,0.50100321
2025-11-30T00:00:00Z,0.49461177
2025-11-29T00:00:00Z,0.51199143
2025-11-28T00:00:00Z,0.48511414
2025-11-27T00:00:00Z,0.50378696
2025-11-26T00:00:00Z,0.50679307
2025-11-25T00:00:00Z,0.51133473
2025-11-24T00:00:00Z,0.50830166
2025-11-23T00:00:00Z,0.49895319
2025-11-22T00:00:00Z,0.50404599
2025-11-21T00:00:00Z,0.52158579
2025-11-20T00:00:00Z,0.5189539
2025-11-19T00:00:00Z,0.50556561
2025-11-18T00:00:00Z,0.50963127
2025-11-17T00:00:00Z,0.52066633
2025-11-16T00:00:00Z,0.52012031
2025-11-15T00:00:00Z,0.4792236
2025-11-14T00:00:00Z,0.52473826
2025-11-13T00:00:00Z,0.501061
2025-11-12T00:00:00Z,0.50242424
2025-11-11T00:00:00Z,0.51535751
2025-11-10T00:00:00Z,0.50800632
2025-11-09T00:00:00Z,0.47920966
2025-11-08T00:00:00Z,0.53016765
2025-11-07T00:00:00Z,0.50345319
2025-11-06T00:00:00Z,0.4970368
2025-11-05T00:00:00Z,0.49093352
2025-11-04T00:00:00Z,0.51926835
2025-11-03T00:00:00Z,0.51141154
2025-11-02T00:00:00Z,0.51606915
2025-11-01T00:00:00Z,0.4954593
2025-10-31T00:00:00Z,0.48564557
2025-10-30T00:00:00Z,0.51275708
2025-10-29T00:00:00Z,0.51721303
2025-10-28T00:00:00Z,0.50658036
2025-10-27T00:00:00Z,0.51053789
2025-10-26T00:00:00Z,0.48272455
2025-10-25T00:00:00Z,0.51138419
2025-10-24T00:00:00Z,0.50019689
2025-10-23T00:00:00Z,0.50715521
2025-10-22T00:00:00Z,0.48844996
2025-10-21T00:00:00Z,0.50822694
2025-10-20T00:00:00Z,0.50931747
2025-10-19T00:00:00Z,0.4948223
2025-10-18T00:00:00Z,0.51868525
2025-10-17T00:00:00Z,0.50657798
2025-10-16T00:00:00Z,0.516078
2025-10-15T00:00:00Z,0.51068163
2025-10-14T00:00:00Z,0.51719136
2025-10-13T00:00:00Z,0.51053565
2025-10-12T00:00:00Z,0.4999683
2025-10-11T00:00:00Z,0.54298558
2025-10-10T00:00:00Z,0.53412928
2025-10-09T00:00:00Z,0.53180986
2025-10-08T00:00:00Z,0.48234472
2025-10-07T00:00:00Z,0.52511303
2025-10-06T00:00:00Z,0.505544
2025-10-05T00:00:00Z,0.48612858
2025-10-04T00:00:00Z,0.51301195
2025-10-03T00:00:00Z,0.49013224
2025-10-02T00:00:00Z,0.47636426
2025-10-01T00:00:00Z,0.47376987
2025-09-30T00:00:00Z,0.49822225
2025-09-29T00:00:00Z,0.49441207
2025-09-28T00:00:00Z,0.48245459
2025-09-27T00:00:00Z,0.50076277
2025-09-26T00:00:00Z,0.49871373
2025-09-25T00:00:00Z,0.52879527
2025-09-24T00:00:00Z,0.49000682
2025-09-23T00:00:00Z,0.49475019
2025-09-22T00:00:00Z,0.5326825
2025-09-21T00:00:00Z,0.49011397
2025-09-20T00:00:00Z,0.53593051
2025-09-19T00:00:00Z,0.52700111
2025-09-18T00:00:00Z,0.51853204
2025-09-17T00:00:00Z,0.49269493
2025-09-16T00:00:00Z,0.49654764
2025-09-15T00:00:00Z,0.51259831
2025-09-14T00:00:00Z,0.51792569
2025-09-13T00:00:00Z,0.51855224
2025-09-12T00:00:00Z,0.48861981
2025-09-11T00:00:00Z,0.49924196
2025-09-10T00:00:00Z,0.49617692
2025-09-09T00:00:00Z,0.50567616
2025-09-08T00:00:00Z,0.49504628
2025-09-07T00:00:00Z,0.48016682
2025-09-06T00:00:00Z,0.5306227
2025-09-05T00:00:00Z,0.50499793
2025-09-04T00:00:00Z,0.49488625
2025-09-03T00:00:00Z,0.50698973
2025-09-02T00:00:00Z,0.50463956
2025-09-01T00:00:00Z,0.50207978
2025-08-31T00:00:00Z,0.48980667
2025-08-30T00:00:00Z,0.51349651
2025-08-29T00:00:00Z,0.52700203
2025-08-28T00:00:00Z,0.5025759
2025-08-27T00:00:00Z,0.49760172
2025-08-26T00:00:00Z,0.50855143
2025-08-25T00:00:00Z,0.52794178
2025-08-24T00:00:00Z,0.53151565
2025-08-23T00:00:00Z,0.51769577
2025-08-22T00:00:00Z,0.49613305
2025-08-21T00:00:00Z,0.50794447
2025-08-20T00:00:00Z,0.50171758
2025-08-19T00:00:00Z,0.51573211
2025-08-18T00:00:00Z,0.52782368
2025-08-17T00:00:00Z,0.51508941
2025-08-16T00:00:00Z,0.52106514
2025-08-15T00:00:00Z,0.50960143
2025-08-14T00:00:00Z,0.53181948
2025-08-13T00:00:00Z,0.50420426
2025-08-12T00:00:00Z,0.49598741
2025-08-11T00:00:00Z,0.50486996
2025-08-10T00:00:00Z,0.49361567
2025-08-09T00:00:00Z,0.48668821
2025-08-08T00:00:00Z,0.51327136
2025-08-07T00:00:00Z,0.47684755
2025-08-06T00:00:00Z,0.50566446
2025-08-05T00:00:00Z,0.52390706
2025-08-04T00:00:00Z,0.51272684
2025-08-03T00:00:00Z,0.50761642
2025-08-02T00:00:00Z,0.53643908
2025-08-01T00:00:00Z,0.51962972
2025-07-31T00:00:00Z,0.51828478
2025-07-30T00:00:00Z,0.51390455
2025-07-29T00:00:00Z,0.5213964
2025-07-28T00:00:00Z,0.54014453
2025-07-27T00:00:00Z,0.48170616
2025-07-26T00:00:00Z,0.50038971
2025-07-25T00:00:00Z,0.52274861
2025-07-24T00:00:00Z,0.5102191
2025-07-23T00:00:00Z,0.51439609
2025-07-22T00:00:00Z,0.49472148
2025-07-21T00:00:00Z,0.50791144
2025-07-20T00:00:00Z,0.51442783
2025-07-19T00:00:00Z,0.53066821
2025-07-18T00:00:00Z,0.5154594
2025-07-17T00:00:00Z,0.49610093
2025-07-16T00:00:00Z,0.50009157
2025-07-15T00:00:00Z,0.51286313
2025-07-14T00:00:00Z,0.4874053
2025-07-13T00:00:00Z,0.49242136
2025-07-12T00:00:00Z,0.51331347
2025-07-11T00:00:00Z,0.4956805
2025-07-10T00:00:00Z,0.47458081
2025-07-09T00:00:00Z,0.47709425
2025-07-08T00:00:00Z,0.50071233
2025-07-07T00:00:00Z,0.51176597
2025-07-06T00:00:00Z,0.48789944
2025-07-05T00:00:00Z,0.49771167
2025-07-04T00:00:00Z,0.51814597
2025-07-03T00:00:00Z,0.48442356
2025-07-02T00:00:00Z,0.48100203
2025-07-01T00:00:00Z,0.51364918
2025-06-30T00:00:00Z,0.51047758
2025-06-29T00:00:00Z,0.47553447
2025-06-28T00:00:00Z,0.47686713
2025-06-27T00:00:00Z,0.4956673
2025-06-26T00:00:00Z,0.50358468
2025-06-25T00:00:00Z,0.49041047
2025-06-24T00:00:00Z,0.50320519
2025-06-23T00:00:00Z,0.48955019
2025-06-22T00:00:00Z,0.50169639
2025-06-21T00:00:00Z,0.51554961
2025-06-20T00:00:00Z,0.51078957
2025-06-19T00:00:00Z,0.51011655
2025-06-18T00:00:00Z,0.50403778
2025-06-17T00:00:00Z,0.50483313
2025-06-16T00:00:00Z,0.49085215
2025-06-15T00:00:00Z,0.50082106
2025-06-14T00:00:00Z,0.50665686
2025-06-13T00:00:00Z,0.49692522
2025-06-12T00:00:00Z,0.52244038
2025-06-11T00:00:00Z,0.51650528
2025-06-10T00:00:00Z,0.50146752
2025-06-09T00:00:00Z,0.46497273
2025-06-08T00:00:00Z,0.4854861
2025-06-07T00:00:00Z,0.47458327
2025-06-06T00:00:00Z,0.50359811
2025-06-05T00:00:00Z,0.52348022
2025-06-04T00:00:00Z,0.50535308
2025-06-03T00:00:00Z,0.49613417
2025-06-02T00:00:00Z,0.50717587
2025-06-01T00:00:00Z,0.49825488
2025-05-31T00:00:00Z,0.50975845
2025-05-30T00:00:00Z,0.5115785
2025-05-29T00:00:00Z,0.51478169
2025-05-28T00:00:00Z,0.51021185
2025-05-27T00:00:00Z,0.51024058
2025-05-26T00:00:00Z,0.49626868
2025-05-25T00:00:00Z,0.51837112
2025-05-24T00:00:00Z,0.52104303
2025-05-23T00:00:00Z,0.51319365
2025-05-22T00:00:00Z,0.49119603
2025-05-21T00:00:00Z,0.4938785
2025-05-20T00:00:00Z,0.48766639
2025-05-19T00:00:00Z,0.50908454
2025-05-18T00:00:00Z,0.48096927
2025-05-17T00:00:00Z,0.50784649
2025-05-16T00:00:00Z,0.50415156
2025-05-15T00:00:00Z,0.5040513
2025-05-14T00:00:00Z,0.51083313
2025-05-13T00:00:00Z,0.50066115
2025-05-12T00:00:00Z,0.51070825
2025-05-11T00:00:00Z,0.51565582
2025-05-10T00:00:00Z,0.48917423
2025-05-09T00:00:00Z,0.5052988
2025-05-08T00:00:00Z,0.47542186
2025-05-07T00:00:00Z,0.50209212
2025-05-06T00:00:00Z,0.49755939
2025-05-05T00:00:00Z,0.49095198
2025-05-04T00:00:00Z,0.51297163
2025-05-03T00:00:00Z,0.51635474
2025-05-02T00:00:00Z,0.50609694
2025-05-01T00:00:00Z,0.47742547
2025-04-30T00:00:00Z,0.49895458
2025-04-29T00:00:00Z,0.49827269
2025-04-28T00:00:00Z,0.49543082
2025-04-27T00:00:00Z,0.50089197
2025-04-26T00:00:00Z,0.50389117
2025-04-25T00:00:00Z,0.50615525
2025-04-24T00:00:00Z,0.49106712
2025-04-23T00:00:00Z,0.503158
2025-04-22T00:00:00Z,0.46984793
2025-04-21T00:00:00Z,0.48271124
2025-04-20T00:00:00Z,0.50166044
2025-04-19T00:00:00Z,0.49325588
2025-04-18T00:00:00Z,0.5108319
2025-04-17T00:00:00Z,0.48704952
2025-04-16T00:00:00Z,0.50027848
2025-04-15T00:00:00Z,0.50097819
2025-04-14T00:00:00Z,0.49474958
2025-04-13T00:00:00Z,0.49492371
2025-04-12T00:00:00Z,0.47355915
2025-04-11T00:00:00Z,0.48987157
2025-04-10T00:00:00Z,0.5086921
2025-04-09T00:00:00Z,0.50245531
2025-04-08T00:00:00Z,0.50304126
2025-04-07T00:00:00Z,0.49909916
2025-04-06T00:00:00Z,0.51827176
2025-04-05T00:00:00Z,0.50822362
2025-04-04T00:00:00Z,0.50085887
2025-04-03T00:00:00Z,0.49321647
2025-04-02T00:00:00Z,0.50038475
2025-04-01T00:00:00Z,0.49255927
2025-03-31T00:00:00Z,0.49294972
2025-03-30T00:00:00Z,0.50995086
2025-03-29T00:00:00Z,0.51886277
2025-03-28T00:00:00Z,0.51302588
2025-03-27T00:00:00Z,0.51159761
2025-03-26T00:00:00Z,0.51506145
2025-03-25T00:00:00Z,0.50120751
2025-03-24T00:00:00Z,0.49621341
2025-03-23T00:00:00Z,0.46852527
2025-03-22T00:00:00Z,0.53096447
2025-03-21T00:00:00Z,0.49984639
2025-03-20T00:00:00Z,0.49785135
2025-03-19T00:00:00Z,0.48189656
2025-03-18T00:00:00Z,0.50627305
2025-03-17T00:00:00Z,0.50715024
2025-03-16T00:00:00Z,0.50170599
2025-03-15T00:00:00Z,0.4916243
2025-03-14T00:00:00Z,0.49864192
2025-03-13T00:00:00Z,0.50846802
2025-03-12T00:00:00Z,0.50444603
2025-03-11T00:00:00Z,0.49842734
2025-03-10T00:00:00Z,0.4992241
2025-03-09T00:00:00Z,0.52193181
2025-03-08T00:00:00Z,0.50865782
2025-03-07T00:00:00Z,0.50534424
2025-03-06T00:00:00Z,0.49838377
2025-03-05T00:00:00Z,0.50138534
2025-03-04T00:00:00Z,0.50451225
2025-03-03T00:00:00Z,0.51361893
2025-03-02T00:00:00Z,0.48780232
2025-03-01T00:00:00Z,0.4904742
2025-02-28T00:00:00Z,0.51039535
2025-02-27T00:00:00Z,0.50034605
2025-02-26T00:00:00Z,0.51996347
2025-02-25T00:00:00Z,0.51330675
2025-02-24T00:00:00Z,0.52095564
2025-02-23T00:00:00Z,0.52030253
2025-02-22T00:00:00Z,0.50250805
2025-02-21T00:00:00Z,0.50510342
2025-02-20T00:00:00Z,0.49544517
2025-02-19T00:00:00Z,0.49704962
2025-02-18T00:00:00Z,0.50837027
2025-02-17T00:00:00Z,0.49758521
2025-02-16T00:00:00Z,0.50936864
2025-02-15T00:00:00Z,0.50089979
2025-02-14T00:00:00Z,0.49592082
2025-02-13T00:00:00Z,0.50424911
2025-02-12T00:00:00Z,0.49765461
2025-02-11T00:00:00Z,0.49854994
2025-02-10T00:00:00Z,0.50255289
2025-02-09T00:00:00Z,0.51857578
2025-02-08T00:00:00Z,0.51053186
2025-02-07T00:00:00Z,0.50918269
2025-02-06T00:00:00Z,0.49426481
2025-02-05T00:00:00Z,0.50317999
2025-02-04T00:00:00Z,0.50699366
2025-02-03T00:00:00Z,0.50619588
2025-02-02T00:00:00Z,0.52797454
2025-02-01T00:00:00Z,0.54208799
2025-01-31T00:00:00Z,0.50778294
2025-01-30T00:00:00Z,0.49427994
2025-01-29T00:00:00Z,0.49552766
2025-01-28T00:00:00Z,0.51300135
2025-01-27T00:00:00Z,0.51621158
2025-01-26T00:00:00Z,0.52634688
2025-01-25T00:00:00Z,0.49820309
2025-01-24T00:00:00Z,0.49869373
2025-01-23T00:00:00Z,0.50595165
2025-01-22T00:00:00Z,0.5090207
2025-01-21T00:00:00Z,0.49736945
2025-01-20T00:00:00Z,0.50047754
2025-01-19T00:00:00Z,0.50388754
2025-01-18T00:00:00Z,0.50711073
2025-01-17T00:00:00Z,0.48198846
2025-01-16T00:00:00Z,0.50567319
2025-01-15T00:00:00Z,0.48779191
2025-01-14T00:00:00Z,0.48742613
2025-01-13T00:00:00Z,0.51319103
2025-01-12T00:00:00Z,0.5033283
2025-01-11T00:00:00Z,0.51731875
2025-01-10T00:00:00Z,0.49517851
2025-01-09T00:00:00Z,0.52372829
2025-01-08T00:00:00Z,0.51980136
2025-01-07T00:00:00Z,0.51955304
2025-01-06T00:00:00Z,0.48663584
2025-01-05T00:00:00Z,0.50672533
2025-01-04T00:00:00Z,0.52067699
2025-01-03T00:00:00Z,0.49824683
2025-01-02T00:00:00Z,0.49494899
2025-01-01T00:00:00Z,0.49775283
2024-12-31T00:00:00Z,0.48731157
2024-12-30T00:00:00Z,0.50118148
2024-12-29T00:00:00Z,0.52456685
2024-12-28T00:00:00Z,0.48159599
2024-12-27T00:00:00Z,0.5054403
2024-12-26T00:00:00Z,0.51603815
2024-12-25T00:00:00Z,0.50173822
2024-12-24T00:00:00Z,0.48309219
2024-12-23T00:00:00Z,0.50673674
2024-12-22T00:00:00Z,0.52553816
2024-12-21T00:00:00Z,0.50080391
2024-12-20T00:00:00Z,0.51452989
2024-12-19T00:00:00Z,0.51656426
2024-12-18T00:00:00Z,0.52758472
2024-12-17T00:00:00Z,0.49370389
2024-12-16T00:00:00Z,0.49346249
2024-12-15T00:00:00Z,0.46721675
2024-12-14T00:00:00Z,0.5040785
2024-12-13T00:00:00Z,0.49811807
2024-12-12T00:00:00Z,0.49869341
2024-12-11T00:00:00Z,0.48391622
2024-12-10T00:00:00Z,0.50437308
2024-12-09T00:00:00Z,0.52642253
2024-12-08T00:00:00Z,0.50311348
2024-12-07T00:00:00Z,0.51430042
2024-12-06T00:00:00Z,0.50502106
2024-12-05T00:00:00Z,0.50036531
2024-12-04T00:00:00Z,0.49406589
2024-12-03T00:00:00Z,0.50848181
2024-12-02T00:00:00Z,0.51458457
2024-12-01T00:00:00Z,0.50290572
2024-11-30T00:00:00Z,0.51837451
2024-11-29T00:00:00Z,0.48997121
2024-11-28T00:00:00Z,0.49935302
2024-11-27T00:00:00Z,0.49423941
2024-11-26T00:00:00Z,0.51202869
2024-11-25T00:00:00Z,0.52606296
2024-11-24T00:00:00Z,0.50985246
2024-11-23T00:00:00Z,0.51806956
2024-11-22T00:00:00Z,0.50672386
2024-11-21T00:00:00Z,0.48494586
2024-11-20T00:00:00Z,0.49724216
2024-11-19T00:00:00Z,0.49271586
2024-11-18T00:00:00Z,0.50530329
2024-11-17T00:00:00Z,0.52041374
2024-11-16T00:00:00Z,0.50993486
2024-11-15T00:00:00Z,0.49932387
2024-11-14T00:00:00Z,0.51922525
2024-11-13T00:00:00Z,0.49881066
2024-11-12T00:00:00Z,0.50730644
2024-11-11T00:00:00Z,0.4838189
2024-11-10T00:00:00Z,0.48550141
2024-11-09T00:00:00Z,0.49713617
2024-11-08T00:00:00Z,0.50327792
2024-11-07T00:00:00Z,0.50242056
2024-11-06T00:00:00Z,0.49036376
2024-11-05T00:00:00Z,0.49902826
2024-11-04T00:00:00Z,0.50750813
2024-11-03T00:00:00Z,0.51226242
2024-11-02T00:00:00Z,0.51801905
2024-11-01T00:00:00Z,0.51552994
2024-10-31T00:00:00Z,0.52267865
2024-10-30T00:00:00Z,0.50415496
2024-10-29T00:00:00Z,0.47927923
2024-10-28T00:00:00Z,0.47073304
2024-10-27T00:00:00Z,0.48213317
2024-10-26T00:00:00Z,0.49907465
2024-10-25T00:00:00Z,0.52097177
2024-10-24T00:00:00Z,0.49512556
2024-10-23T00:00:00Z,0.5183651
2024-10-22T00:00:00Z,0.50962603
2024-10-21T00:00:00Z,0.51754726
2024-10-20T00:00:00Z,0.4802321
2024-10-19T00:00:00Z,0.5156034
2024-10-18T00:00:00Z,0.49130631
2024-10-17T00:00:00Z,0.50434525
2024-10-16T00:00:00Z,0.48981331
2024-10-15T00:00:00Z,0.49629136
2024-10-14T00:00:00Z,0.47386523
2024-10-13T00:00:00Z,0.49993282
2024-10-12T00:00:00Z,0.48609615
2024-10-11T00:00:00Z,0.48082702
2024-10-10T00:00:00Z,0.51858673
2024-10-09T00:00:00Z,0.52821161
2024-10-08T00:00:00Z,0.49894906
2024-10-07T00:00:00Z,0.50002312
2024-10-06T00:00:00Z,0.47928668
2024-10-05T00:00:00Z,0.51177551
2024-10-04T00:00:00Z,0.49620079
2024-10-03T00:00:00Z,0.50325668
2024-10-02T00:00:00Z,0.49401361
2024-10-01T00:00:00Z,0.52839772
2024-09-30T00:00:00Z,0.51956095
2024-09-29T00:00:00Z,0.49852286
2024-09-28T00:00:00Z,0.50805019
2024-09-27T00:00:00Z,0.49239341
2024-09-26T00:00:00Z,0.4879767
2024-09-25T00:00:00Z,0.51105545
2024-09-24T00:00:00Z,0.49886968
2024-09-23T00:00:00Z,0.50645138
2024-09-22T00:00:00Z,0.49533376
2024-09-21T00:00:00Z,0.49273218
2024-09-20T00:00:00Z,0.5042791
2024-09-19T00:00:00Z,0.48898463
2024-09-18T00:00:00Z,0.49861804
2024-09-17T00:00:00Z,0.48955435
2024-09-16T00:00:00Z,0.5043879
2024-09-15T00:00:00Z,0.51048737
2024-09-14T00:00:00Z,0.51768613
2024-09-13T00:00:00Z,0.48412672
2024-09-12T00:00:00Z,0.49077091
2024-09-11T00:00:00Z,0.50801898
2024-09-10T00:00:00Z,0.50000007
2024-09-09T00:00:00Z,0.48393156
2024-09-08T00:00:00Z,0.50518813
2024-09-07T00:00:00Z,0.51441782
2024-09-06T00:00:00Z,0.51821204
2024-09-05T00:00:00Z,0.51599831
2024-09-04T00:00:00Z,0.50137239
2024-09-03T00:00:00Z,0.51133577
2024-09-02T00:00:00Z,0.47946991
2024-09-01T00:00:00Z,0.51489064
2024-08-31T00:00:00Z,0.50702619
2024-08-30T00:00:00Z,0.50591542
2024-08-29T00:00:00Z,0.50032678
2024-08-28T00:00:00Z,0.50670813
2024-08-27T00:00:00Z,0.52168007
2024-08-26T00:00:00Z,0.51120783
2024-08-25T00:00:00Z,0.49161169
2024-08-24T00:00:00Z,0.49441595
2024-08-23T00:00:00Z,0.48372232
2024-08-22T00:00:00Z,0.50696044
2024-08-21T00:00:00Z,0.4969261
2024-08-20T00:00:00Z,0.49778564
2024-08-19T00:00:00Z,0.49784544
2024-08-18T00:00:00Z,0.50528831
2024-08-17T00:00:00Z,0.49150159
2024-08-16T00:00:00Z,0.49683608
2024-08-15T00:00:00Z,0.51156581
2024-08-14T00:00:00Z,0.51602576
2024-08-13T00:00:00Z,0.49600816
2024-08-12T00:00:00Z,0.49855075
2024-08-11T00:00:00Z,0.51604026
2024-08-10T00:00:00Z,0.50096615
2024-08-09T00:00:00Z,0.50204114
2024-08-08T00:00:00Z,0.47247778
2024-08-07T00:00:00Z,0.50487977
2024-08-06T00:00:00Z,0.49654019
2024-08-05T00:00:00Z,0.50922905
2024-08-04T00:00:00Z,0.51847326
2024-08-03T00:00:00Z,0.51273712
2024-08-02T00:00:00Z,0.5168435
2024-08-01T00:00:00Z,0.51328288
2024-07-31T00:00:00Z,0.51088134
2024-07-30T00:00:00Z,0.51282699
2024-07-29T00:00:00Z,0.50822616
2024-07-28T00:00:00Z,0.50521365
2024-07-27T00:00:00Z,0.49269609
2024-07-26T00:00:00Z,0.49501317
2024-07-25T00:00:00Z,0.50922135
2024-07-24T00:00:00Z,0.50556695
2024-07-23T00:00:00Z,0.50868926
2024-07-22T00:00:00Z,0.50841658
2024-07-21T00:00:00Z,0.49077338
2024-07-20T00:00:00Z,0.49716861
2024-07-19T00:00:00Z,0.48812653
2024-07-18T00:00:00Z,0.50274342
2024-07-17T00:00:00Z,0.50530616
2024-07-16T00:00:00Z,0.50080625
2024-07-15T00:00:00Z,0.4773805
2024-07-14T00:00:00Z,0.4834145
2024-07-13T00:00:00Z,0.4749575
2024-07-12T00:00:00Z,0.50381183
2024-07-11T00:00:00Z,0.50414698
2024-07-10T00:00:00Z,0.50235622
2024-07-09T00:00:00Z,0.49254737
2024-07-08T00:00:00Z,0.49317138
2024-07-07T00:00:00Z,0.5194655
2024-07-06T00:00:00Z,0.47636062
2024-07-05T00:00:00Z,0.51130937
2024-07-04T00:00:00Z,0.52137378
2024-07-03T00:00:00Z,0.52122519
2024-07-02T00:00:00Z,0.50191132
2024-07-01T00:00:00Z,0.49393491
2024-06-30T00:00:00Z,0.47844729
2024-06-29T00:00:00Z,0.50120321
2024-06-28T00:00:00Z,0.50460236
2024-06-27T00:00:00Z,0.49223614
2024-06-26T00:00:00Z,0.49652089
2024-06-25T00:00:00Z,0.50287005
2024-06-24T00:00:00Z,0.52812638
2024-06-23T00:00:00Z,0.53427081
2024-06-22T00:00:00Z,0.51250888
2024-06-21T00:00:00Z,0.51821142
2024-06-20T00:00:00Z,0.50126561
2024-06-19T00:00:00Z,0.51315399
2024-06-18T00:00:00Z,0.51389254
2024-06-17T00:00:00Z,0.50202321
2024-06-16T00:00:00Z,0.49080801
