Datetime,0d ~ 1d (%),1d ~ 1w (%),1w ~ 1m (%),1m ~ 3m (%),3m ~ 6m (%),6m ~ 12m (%),12m ~ 18m (%),18m ~ 2y (%),2y ~ 3y (%),3y ~ 5y (%),5y ~ 7y (%),7y ~ 10y (%),10y ~ (%)
2026-04-10T00:00:00Z,1.28856635,1.31015232,4.90806593,10.79232113,25.03233023,25.06942789,11.94450332,4.89526609,4.56609465,6.88405047,2.36709174,0.90759031,0.03453956
2026-04-09T00:00:00Z,1.07273561,1.38061647,5.09177801,11.08733543,24.70116577,25.12598876,11.87679628,4.90778688,4.56728074,6.88536123,2.36105457,0.90764678,0.03445346
2026-04-08T00:00:00Z,1.35631663,1.59032169,4.67341785,11.2384646,24.59633285,25.024438,11.85868761,4.91424208,4.55952033,7.03602344,2.21004554,0.90775759,0.03443179
2026-04-07T00:00:00Z,1.26426459,1.64661355,4.65793248,11.30573315,24.72911629,24.88179902,11.85244386,4.92202222,4.55028437,7.04569237,2.20180585,0.90788725,0.03440499
2026-04-06T00:00:00Z,1.10384356,1.91112265,4.43169086,12.19394859,24.25779046,24.60947392,11.99469698,4.76458865,4.54312156,7.05724409,2.1903165,0.90777561,0.03438657
2026-04-05T00:00:00Z,0.58143814,2.35229496,4.45570258,12.46255694,24.25098161,24.43754122,12.39065223,4.34740627,4.53336914,7.06182925,2.18436991,0.90753886,0.03431888
2026-04-04T00:00:00Z,0.58452716,2.37139115,4.59231529,12.44250308,24.32658073,24.22350637,12.39164952,4.34929213,4.52853809,7.07110326,2.17574699,0.90861755,0.03422867
2026-04-03T00:00:00Z,0.70446229,2.29025542,4.69967525,12.3101968,24.42682184,24.22674815,12.28031575,4.36164547,4.5150323,7.07454323,2.16766724,0.90847524,0.03416102
2026-04-02T00:00:00Z,1.61766254,1.58847111,4.59818868,12.19377734,24.46716483,24.28381394,12.19340509,4.37860083,4.49968129,7.0794653,2.15753347,0.90815207,0.03408353
2026-04-01T00:00:00Z,1.03278604,2.16857225,4.64986205,12.23908151,24.5210648,24.33028011,12.01826422,4.38760571,4.48406611,7.07795809,2.14930072,0.90711899,0.0340394
2026-03-31T00:00:00Z,1.49271613,1.87162145,4.49363233,12.4582271,24.56738868,24.0826319,11.99942367,4.40063832,4.46703295,7.09184988,2.13390891,0.90689726,0.03403144
2026-03-30T00:00:00Z,1.39947925,2.26458242,3.98577556,12.88772302,24.42850155,23.96144241,12.0043383,4.41339141,4.47129418,7.10077063,2.14264412,0.90605394,0.03400321
2026-03-29T00:00:00Z,0.58849809,3.01516486,3.9432325,13.28805158,24.18062658,23.93992736,11.99078274,4.4438148,4.43886599,7.10093667,2.13077449,0.90535726,0.03396708
2026-03-28T00:00:00Z,0.65067431,3.04384408,3.9960131,13.31337588,24.13725204,23.94704856,11.8734352,4.45539845,4.42233506,7.10380906,2.11770927,0.90516284,0.03394215
2026-03-27T00:00:00Z,1.59863812,2.03724977,4.10201959,13.28330289,24.26614833,23.93159887,11.75867758,4.46452089,4.40305378,7.12721095,2.08880818,0.90486409,0.03390696
2026-03-26T00:00:00Z,1.47281836,2.19754549,4.2318898,13.23290754,24.18778063,23.93453506,11.74202399,4.46640124,4.3965654,7.12076174,2.0791981,0.90374769,0.03382497
2026-03-25T00:00:00Z,1.15095104,2.1661513,4.54044306,13.38870573,24.15749972,23.86899763,11.73573104,4.51635779,4.34523027,7.12063528,2.0720472,0.90344931,0.03380062
2026-03-24T00:00:00Z,1.4156787,1.90177457,4.38499115,13.50621803,24.44522471,23.63823334,11.75511577,4.49972273,4.32897714,7.12524631,2.06193774,0.9031359,0.03374391
2026-03-23T00:00:00Z,1.12083643,2.06923528,4.22518839,14.22479727,24.26101336,23.43786025,11.72335321,4.53409824,4.29008545,7.13348968,2.04395409,0.90240383,0.0336845
2026-03-22T00:00:00Z,0.64292732,2.69915097,3.99515002,14.47560391,24.27685248,23.25473957,11.7221094,5.0209597,3.80085666,7.14171533,2.03374294,0.90251897,0.03367272
2026-03-21T00:00:00Z,0.5202693,2.89521723,4.03417665,14.39406896,24.38883201,23.07730599,11.7323728,5.0597014,3.78395902,7.14328988,2.03308737,0.90404985,0.03366953
2026-03-20T00:00:00Z,1.15723135,2.29393077,4.08457285,14.32908258,24.71620612,22.77972417,11.69933714,5.06352549,3.76669317,7.14638054,2.02565155,0.90401386,0.03365041
2026-03-19T00:00:00Z,0.97365277,2.51353315,4.13139537,14.33472471,24.68252906,22.76777598,11.68145657,5.05903609,3.75610053,7.14346927,2.01882157,0.9039025,0.03360244
