Datetime,Total Left,KYC'd US Exchange,KYC'd US Alliance Exchange,KYC'd Off-shore Chinese-controlled Exchange,International,International
2026-04-10T00:00:00Z,0.8789941222856884,0.053104445194121754,0.00562618152907463,0.037929937477927,0.023594260746588366,0.0007510527665999016
2026-04-09T00:00:00Z,0.878848560181693,0.05318787315888442,0.005633252971971842,0.03797457456132517,0.02360632659374977,0.0007494125323758464
2026-04-08T00:00:00Z,0.8786094939882844,0.05328340754503027,0.005625084905357241,0.03810207144325678,0.02362915553893308,0.0007507865791383371
2026-04-07T00:00:00Z,0.8785746843193813,0.05329639797438878,0.005624533592980002,0.03810232722815899,0.02365167702451798,0.0007503798605729301
2026-04-06T00:00:00Z,0.8785750372803649,0.05332344714619409,0.005630287208466285,0.03806833167760002,0.023652509332393032,0.0007503873549816224
2026-04-05T00:00:00Z,0.8784833001499166,0.053298325277439884,0.005641775860176326,0.0381538480070324,0.023672960597516873,0.0007497901079178538
2026-04-04T00:00:00Z,0.8784927833092618,0.05329625441821561,0.005642320330369588,0.03816001880075953,0.02365874737928333,0.0007498757621102416
2026-04-03T00:00:00Z,0.8784134658264637,0.05331070671498616,0.005646602901332917,0.03822441140014052,0.023655215372650296,0.0007495977844263312
2026-04-02T00:00:00Z,0.8784527621795201,0.05329957186591058,0.00563710870080739,0.03822066918550855,0.023640314909908325,0.0007495731583449579
2026-04-01T00:00:00Z,0.878393826958594,0.053400267337067216,0.005641870322393934,0.03815425938368722,0.0236575436401608,0.0007522323580968146
2026-03-31T00:00:00Z,0.8783390612627185,0.053462411271739604,0.005626451697137047,0.03816364722766318,0.023656434132352563,0.0007519944083891659
2026-03-30T00:00:00Z,0.8782847215615319,0.05354549032705639,0.005637225658757709,0.03813646250213945,0.023645327822868104,0.0007507721276464953
2026-03-29T00:00:00Z,0.8784444182294834,0.05356444318652756,0.00563999262417834,0.038012648499273376,0.02358760411321485,0.0007508933473225422
2026-03-28T00:00:00Z,0.8784506414892767,0.053601008282815284,0.005639147115042016,0.03800296723605573,0.02355573886480184,0.0007504970120085061
2026-03-27T00:00:00Z,0.8784646410135378,0.05356722493103081,0.0056390939449531075,0.03804542949780663,0.023531696750612792,0.0007519138620589031
2026-03-26T00:00:00Z,0.8785307675759687,0.0535330253674851,0.00562170276845593,0.03806417136502805,0.023497319164088388,0.0007530137589739678
2026-03-25T00:00:00Z,0.8786756111809592,0.053467371547229074,0.005616318673635284,0.03801187992131869,0.023475449137377317,0.0007533695394803879
2026-03-24T00:00:00Z,0.8783078182474088,0.0535308763958119,0.005622852788748993,0.03831605266965981,0.023469680784419276,0.0007527191139512936
2026-03-23T00:00:00Z,0.8784489456883063,0.053455991381914876,0.005620425555672296,0.03821183411203198,0.023510612328842627,0.0007521909332317354
2026-03-22T00:00:00Z,0.8785313911077424,0.05341630138215466,0.005623378002348265,0.038200856701116725,0.023483643707034662,0.0007444290996032707
2026-03-21T00:00:00Z,0.8781127501909253,0.05333380628008928,0.005623813390600044,0.038703337888343264,0.023482930982585613,0.0007433612674564574
2026-03-20T00:00:00Z,0.8780847229866022,0.05335604513072872,0.005618286461710878,0.03872099152195838,0.02347647202904003,0.0007434818699598398
2026-03-19T00:00:00Z,0.8781385894712738,0.05335784278025411,0.005614246039067609,0.038712406640214476,0.023432853522215556,0.0007440615469745255
2026-03-18T00:00:00Z,0.8781190386446406,0.053389755403881814,0.005616632560962926,0.03870581700264802,0.023424693023493922,0.0007440633643726075
2026-03-17T00:00:00Z,0.8780809780807706,0.053441854978214895,0.005613100822993057,0.03866594942851232,0.023444899901954187,0.0007532167875550662
2026-03-16T00:00:00Z,0.8779431715568644,0.05344127250948706,0.00561894100534455,0.03876839330800885,0.023470326610708168,0.000757895009587042
2026-03-15T00:00:00Z,0.8781168237047922,0.05340562822990804,0.005623865817014457,0.0387196504423112,0.02336856675524565,0.0007654650507285511
2026-03-14T00:00:00Z,0.878004967449277,0.0534957794596271,0.005619071186214667,0.03870518425711731,0.02340864202867583,0.0007663556190880792
2026-03-13T00:00:00Z,0.8781707552242033,0.05332960331381209,0.0056173056114953894,0.038723372172872694,0.023392700917330762,0.0007662627602857892
2026-03-12T00:00:00Z,0.8782245950573131,0.05328642326457423,0.005638603232983752,0.03882305967228192,0.023258055478119995,0.0007692632947268839
