Datetime,Open,High,Low,Close,Volume
2026-04-10T00:00:00Z,106699065.4095526,108850000,106437477.76088458,108359390.47818966,603.68081136
2026-04-09T00:00:00Z,105828904.07378942,108076035.94041778,105095905.2908167,106685726.39916094,635.25207973
2026-04-08T00:00:00Z,107279412.22894964,107837893.67066573,105295736.46606372,105805026.98514517,721.11705855
2026-04-07T00:00:00Z,103900000,108291276.65258671,102391379.96973424,107258954.40055965,850.78468926
2026-04-06T00:00:00Z,104301082.14309333,105631048.41687188,103299495.23056728,103909712.88246365,715.36327525
2026-04-05T00:00:00Z,102049700.36129525,104429749.04915598,101366904.74291322,104276035.31049427,336.72451171
2026-04-04T00:00:00Z,101602128.84781979,102453388.90446395,101410120.32600255,102044906.62646998,145.11496925
2026-04-03T00:00:00Z,101750208.67989917,102087167.91549058,100798796.74081308,101597293.59317364,293.84288812
2026-04-02T00:00:00Z,103167808.22257924,103772041.82060923,100310061.92525937,101753861.30756436,703.32610216
2026-04-01T00:00:00Z,103274955.14540152,104159850.86041906,102330394.787498,103149406.24997106,559.58333976
2026-03-31T00:00:00Z,101483100.85769749,103846942.14286624,100873945.44951229,103227988.33957662,865.44722821
2026-03-30T00:00:00Z,100397652.82650746,103211847.29647444,100097054.32501978,101482846.00122628,750.32634854
2026-03-29T00:00:00Z,100806043.9579275,101736158.05465555,99260000,100397000,281.80607277
2026-03-28T00:00:00Z,101106864.15570936,101920927.28321178,100243696.26813759,100753000,399.16583512
2026-03-27T00:00:00Z,103825302.69654348,104281996.01896109,99776598.8521068,101097102.3434437,1502.48242176
2026-03-26T00:00:00Z,106508366.33800974,106706275.6923525,103221953.47464536,103824046.74576074,746.77610017
2026-03-25T00:00:00Z,105168239.32273518,107284491.3677073,105041901.1286077,106512992.13146372,723.77309368
2026-03-24T00:00:00Z,105314305.5638627,106317260.61802092,103295008.52949122,105183057.39556448,601.26277705
2026-03-23T00:00:00Z,101993292.4716155,106590588.48840038,101406089.19971508,105313062.08848716,1121.87426005
2026-03-22T00:00:00Z,103767822.19142029,104502287.29795223,101637000,101991359.24810576,626.39996978
2026-03-21T00:00:00Z,105378584.83864091,106498807.18268053,103333034.27703609,103767246.56791691,346.42222736
2026-03-20T00:00:00Z,104030241.59348741,106199485.87141164,103805941.31631447,105382000,593.7267976
2026-03-19T00:00:00Z,105969256.88380747,106349180.24961962,102541865.71283087,104061635.4225061,901.53574498
2026-03-18T00:00:00Z,109010055.84450811,110021998.39279301,104933885.13673323,105960000,971.15699794
2026-03-17T00:00:00Z,110116078.05376334,112303898.60603137,108447516.82726389,109000017.84406914,1146.00499826
2026-03-16T00:00:00Z,107002159.76624925,110154440.75469801,106145165.84804861,110114137.12044048,1410.92834358
2026-03-15T00:00:00Z,105152373.5912411,107351022.8281193,104698081.01059952,106962286.37026858,504.05878345
2026-03-14T00:00:00Z,104477223.23074323,105178574.4571843,103875105.36317016,105137676.94581316,340.03424369
2026-03-13T00:00:00Z,103188172.8359106,108020213.15261072,103054232.96017145,104506000,1236.76112947
2026-03-12T00:00:00Z,102695058.44237614,103402563.30436292,101566684.75081348,103170106.38070954,603.54464673
2026-03-11T00:00:00Z,102413722.76767743,104078920.22180273,101192011.83992419,102669917.3275888,653.49492126
2026-03-10T00:00:00Z,100393986.31426822,104504932.63853526,100349316.55933219,102414454.94108579,955.86784642
2026-03-09T00:00:00Z,97849554.71413736,102175317.19198056,97601333.62951232,100409878.55238095,902.56263776
2026-03-08T00:00:00Z,99447840.86886068,100791276.70433302,97507149.38494094,97847300.61746843,589.24256858
