Datetime,0d ~ 1d,1d ~ 1w,1w ~ 1m,1m ~ 3m,3m ~ 6m,6m ~ 12m,12m ~ 18m,18m ~ 2y,2y ~ 3y,3y ~ 5y,5y ~ 7y,7y ~ 10y,10y ~
2015-04-03T00:00:00Z,34054428.4540059,100348165.7012551,313702203.9778645,328572532.6248518,461615323.4162719,917994246.2916543,1827913475.0988078,144918402.9327887,25392052.9950436,7562140.0033156,323.706695,0,0
2015-04-02T00:00:00Z,46054531.6480846,93087378.0497405,310898246.3279666,325118657.172108,464915103.1299659,916520046.4845417,1828522559.201466,146032079.3766374,23971363.4276716,7559936.5638181,320.833815,0,0
2015-04-01T00:00:00Z,48306938.4459889,87946358.2340761,322077513.6502669,313711242.4952505,466867438.447614,918390277.6973524,1826775305.4059618,146666596.6267602,23098631.7550769,7612860.7227432,318.786888,0,0
2015-03-31T00:00:00Z,42167309.9716014,86711942.8077297,322053039.1655078,315239195.6483199,470433420.8233826,933623333.6301982,1823991982.7581863,146908980.7662555,22472540.5966586,7609869.2161466,316.883605,0,0
2015-03-30T00:00:00Z,43324713.1951756,85970636.2380057,324094802.2547855,321456894.3076957,464510871.6115459,936360502.0289108,1819958252.3793316,147084150.9510228,21597506.1920343,7606616.9499001,315.016233,0,0
2015-03-29T00:00:00Z,25126910.0305376,112581395.3830837,315845964.4308389,333360378.0539051,455231432.8704672,938891924.5058185,1817396803.9613366,147566566.72281,19987405.1558271,7602786.58041,312.789751,0,0
2015-03-28T00:00:00Z,25403216.640355,113738392.3572619,317840197.3636174,335210632.6462514,453887962.4404235,937916623.8690155,1815040127.8842528,147977898.9126318,19350891.1650997,7596839.491599,310.563269,0,0
2015-03-27T00:00:00Z,39047275.1153261,103188120.3802306,314053652.2486506,335046450.796177,458688350.8624828,941945990.8114986,1807517563.6802135,147786799.6480339,18845281.6620614,7589814.5820978,307.834033,0,0
2015-03-26T00:00:00Z,49088346.3190878,93845324.8768782,318334543.1022055,329649351.1789689,459545678.8203238,947255003.3873658,1803209931.4147322,148068383.7747516,18363500.9775535,7572426.2432249,306.038483,0,0
2015-03-25T00:00:00Z,41945303.7690883,93711587.3722466,325855102.3134467,330331677.1728592,461535744.9529302,951450138.6386967,1798143287.2658198,148228433.0885582,17911399.765208,7563387.8794313,304.458399,0,0
