Datetime,Exchange Depositing Addresses
2024-02-27T00:00:00Z,5315
2024-02-26T00:00:00Z,4643
2024-02-25T00:00:00Z,2993
2024-02-24T00:00:00Z,3072
2024-02-23T00:00:00Z,4540
2024-02-22T00:00:00Z,4372
2024-02-21T00:00:00Z,4297
2024-02-20T00:00:00Z,4598
2024-02-19T00:00:00Z,4101
2024-02-18T00:00:00Z,2940
2024-02-17T00:00:00Z,3654
2024-02-16T00:00:00Z,4801
2024-02-15T00:00:00Z,5172
2024-02-14T00:00:00Z,4545
2024-02-13T00:00:00Z,4769
2024-02-12T00:00:00Z,4027
2024-02-11T00:00:00Z,3346
2024-02-10T00:00:00Z,3617
2024-02-09T00:00:00Z,5266
2024-02-08T00:00:00Z,5604
2024-02-07T00:00:00Z,4309
2024-02-06T00:00:00Z,4471
2024-02-05T00:00:00Z,5306
2024-02-04T00:00:00Z,3390
2024-02-03T00:00:00Z,3472
2024-02-02T00:00:00Z,5632
2024-02-01T00:00:00Z,5300
2024-01-31T00:00:00Z,5778
2024-01-30T00:00:00Z,4974
2024-01-29T00:00:00Z,4460
2024-01-28T00:00:00Z,3116
2024-01-27T00:00:00Z,3411
2024-01-26T00:00:00Z,4863
2024-01-25T00:00:00Z,4273
2024-01-24T00:00:00Z,4489
2024-01-23T00:00:00Z,5915
2024-01-22T00:00:00Z,5218
2024-01-21T00:00:00Z,3490
2024-01-20T00:00:00Z,3827
2024-01-19T00:00:00Z,5210
2024-01-18T00:00:00Z,5526
2024-01-17T00:00:00Z,4716
2024-01-16T00:00:00Z,4272
2024-01-15T00:00:00Z,4225
2024-01-14T00:00:00Z,3031
2024-01-13T00:00:00Z,3468
2024-01-12T00:00:00Z,5476
2024-01-11T00:00:00Z,5975
2024-01-10T00:00:00Z,4978
2024-01-09T00:00:00Z,5271
2024-01-08T00:00:00Z,5224
2024-01-07T00:00:00Z,3101
2024-01-06T00:00:00Z,3656
2024-01-05T00:00:00Z,5283
2024-01-04T00:00:00Z,6156
2024-01-03T00:00:00Z,5842
2024-01-02T00:00:00Z,6004
2024-01-01T00:00:00Z,3854
2023-12-31T00:00:00Z,4147
2023-12-30T00:00:00Z,5188
2023-12-29T00:00:00Z,5773
2023-12-28T00:00:00Z,5605
2023-12-27T00:00:00Z,4628
2023-12-26T00:00:00Z,5183
2023-12-25T00:00:00Z,3840
2023-12-24T00:00:00Z,3984
2023-12-23T00:00:00Z,4199
2023-12-22T00:00:00Z,5631
2023-12-21T00:00:00Z,4633
2023-12-20T00:00:00Z,4676
2023-12-19T00:00:00Z,4656
2023-12-18T00:00:00Z,9292
2023-12-17T00:00:00Z,3516
2023-12-16T00:00:00Z,4153
2023-12-15T00:00:00Z,4968
2023-12-14T00:00:00Z,5694
2023-12-13T00:00:00Z,4696
2023-12-12T00:00:00Z,4216
2023-12-11T00:00:00Z,6083
2023-12-10T00:00:00Z,4133
2023-12-09T00:00:00Z,4855
2023-12-08T00:00:00Z,8261
2023-12-07T00:00:00Z,5783
2023-12-06T00:00:00Z,5905
2023-12-05T00:00:00Z,5631
2023-12-04T00:00:00Z,5633
2023-12-03T00:00:00Z,3395
2023-12-02T00:00:00Z,3726
2023-12-01T00:00:00Z,5385
2023-11-30T00:00:00Z,4859
2023-11-29T00:00:00Z,4531
2023-11-28T00:00:00Z,4160
2023-11-27T00:00:00Z,4505
2023-11-26T00:00:00Z,3045
2023-11-25T00:00:00Z,3306
2023-11-24T00:00:00Z,4253
2023-11-23T00:00:00Z,4253
2023-11-22T00:00:00Z,4531
2023-11-21T00:00:00Z,4622
2023-11-20T00:00:00Z,4403
2023-11-19T00:00:00Z,2844
2023-11-18T00:00:00Z,4184
2023-11-17T00:00:00Z,4658
2023-11-16T00:00:00Z,4918
2023-11-15T00:00:00Z,4755
2023-11-14T00:00:00Z,4506
2023-11-13T00:00:00Z,4528
2023-11-12T00:00:00Z,3109
2023-11-11T00:00:00Z,3878
2023-11-10T00:00:00Z,4852
2023-11-09T00:00:00Z,4865
2023-11-08T00:00:00Z,3697
2023-11-07T00:00:00Z,5267
2023-11-06T00:00:00Z,4389
2023-11-05T00:00:00Z,2986
2023-11-04T00:00:00Z,3256
2023-11-03T00:00:00Z,4832
2023-11-02T00:00:00Z,6017
2023-11-01T00:00:00Z,5037
2023-10-31T00:00:00Z,5906
2023-10-30T00:00:00Z,4568
2023-10-29T00:00:00Z,2685
2023-10-28T00:00:00Z,3297
2023-10-27T00:00:00Z,4615
2023-10-26T00:00:00Z,4662
2023-10-25T00:00:00Z,4861
2023-10-24T00:00:00Z,5404
2023-10-23T00:00:00Z,4701
2023-10-22T00:00:00Z,2675
2023-10-21T00:00:00Z,3017
2023-10-20T00:00:00Z,4175
2023-10-19T00:00:00Z,3877
2023-10-18T00:00:00Z,4627
2023-10-17T00:00:00Z,3870
2023-10-16T00:00:00Z,5059
2023-10-15T00:00:00Z,2431
2023-10-14T00:00:00Z,3249
2023-10-13T00:00:00Z,4094
2023-10-12T00:00:00Z,5054
2023-10-11T00:00:00Z,5003
2023-10-10T00:00:00Z,4603
2023-10-09T00:00:00Z,4044
2023-10-08T00:00:00Z,2273
2023-10-07T00:00:00Z,2412
2023-10-06T00:00:00Z,7035
2023-10-05T00:00:00Z,8240
2023-10-04T00:00:00Z,4229
2023-10-03T00:00:00Z,4233
2023-10-02T00:00:00Z,5446
2023-10-01T00:00:00Z,3050
2023-09-30T00:00:00Z,3112
2023-09-29T00:00:00Z,4662
2023-09-28T00:00:00Z,3843
2023-09-27T00:00:00Z,3778
2023-09-26T00:00:00Z,3454
2023-09-25T00:00:00Z,4938
2023-09-24T00:00:00Z,3061
2023-09-23T00:00:00Z,2292
2023-09-22T00:00:00Z,3545
2023-09-21T00:00:00Z,3608
2023-09-20T00:00:00Z,3643
2023-09-19T00:00:00Z,3532
2023-09-18T00:00:00Z,3591
2023-09-17T00:00:00Z,2139
2023-09-16T00:00:00Z,3292
2023-09-15T00:00:00Z,4538
2023-09-14T00:00:00Z,3316
2023-09-13T00:00:00Z,4069
2023-09-12T00:00:00Z,3795
2023-09-11T00:00:00Z,3917
2023-09-10T00:00:00Z,2420
2023-09-09T00:00:00Z,2470
2023-09-08T00:00:00Z,3614
2023-09-07T00:00:00Z,3304
2023-09-06T00:00:00Z,3682
2023-09-05T00:00:00Z,3963
2023-09-04T00:00:00Z,3685
2023-09-03T00:00:00Z,2538
2023-09-02T00:00:00Z,3001
2023-09-01T00:00:00Z,4838
2023-08-31T00:00:00Z,4541
2023-08-30T00:00:00Z,3711
2023-08-29T00:00:00Z,3715
2023-08-28T00:00:00Z,3403
2023-08-27T00:00:00Z,2196
2023-08-26T00:00:00Z,2488
2023-08-25T00:00:00Z,3624
2023-08-24T00:00:00Z,3484
2023-08-23T00:00:00Z,3881
2023-08-22T00:00:00Z,3878
2023-08-21T00:00:00Z,4717
2023-08-20T00:00:00Z,2200
2023-08-19T00:00:00Z,2933
2023-08-18T00:00:00Z,4826
2023-08-17T00:00:00Z,4639
2023-08-16T00:00:00Z,3743
2023-08-15T00:00:00Z,3862
2023-08-14T00:00:00Z,3325
2023-08-13T00:00:00Z,2996
2023-08-12T00:00:00Z,2337
2023-08-11T00:00:00Z,3553
2023-08-10T00:00:00Z,3429
2023-08-09T00:00:00Z,3370
2023-08-08T00:00:00Z,5657
2023-08-07T00:00:00Z,4079
2023-08-06T00:00:00Z,2211
2023-08-05T00:00:00Z,2433
2023-08-04T00:00:00Z,3585
2023-08-03T00:00:00Z,4501
2023-08-02T00:00:00Z,4057
2023-08-01T00:00:00Z,5265
2023-07-31T00:00:00Z,15112
2023-07-30T00:00:00Z,2456
2023-07-29T00:00:00Z,2853
2023-07-28T00:00:00Z,3453
2023-07-27T00:00:00Z,4039
2023-07-26T00:00:00Z,11507
2023-07-25T00:00:00Z,3423
2023-07-24T00:00:00Z,5086
2023-07-23T00:00:00Z,3158
2023-07-22T00:00:00Z,6784
2023-07-21T00:00:00Z,7726
2023-07-20T00:00:00Z,4655
2023-07-19T00:00:00Z,4027
2023-07-18T00:00:00Z,4140
2023-07-17T00:00:00Z,4805
2023-07-16T00:00:00Z,4763
2023-07-15T00:00:00Z,3134
2023-07-14T00:00:00Z,5343
2023-07-13T00:00:00Z,4908
2023-07-12T00:00:00Z,4852
2023-07-11T00:00:00Z,5108
2023-07-10T00:00:00Z,5431
2023-07-09T00:00:00Z,4367
2023-07-08T00:00:00Z,5296
2023-07-07T00:00:00Z,7170
2023-07-06T00:00:00Z,4968
2023-07-05T00:00:00Z,5229
2023-07-04T00:00:00Z,5439
2023-07-03T00:00:00Z,5620
2023-07-02T00:00:00Z,4321
2023-07-01T00:00:00Z,5320
2023-06-30T00:00:00Z,7463
2023-06-29T00:00:00Z,5222
2023-06-28T00:00:00Z,4544
2023-06-27T00:00:00Z,4697
2023-06-26T00:00:00Z,3636
2023-06-25T00:00:00Z,2856
2023-06-24T00:00:00Z,2898
2023-06-23T00:00:00Z,3730
2023-06-22T00:00:00Z,3482
2023-06-21T00:00:00Z,4702
2023-06-20T00:00:00Z,3607
2023-06-19T00:00:00Z,3043
2023-06-18T00:00:00Z,1971
2023-06-17T00:00:00Z,2550
2023-06-16T00:00:00Z,3815
2023-06-15T00:00:00Z,4709
2023-06-14T00:00:00Z,3514
2023-06-13T00:00:00Z,3630
2023-06-12T00:00:00Z,3630
2023-06-11T00:00:00Z,10232
2023-06-10T00:00:00Z,32806
2023-06-09T00:00:00Z,4719
2023-06-08T00:00:00Z,18477
2023-06-07T00:00:00Z,3717
2023-06-06T00:00:00Z,3826
2023-06-05T00:00:00Z,4400
2023-06-04T00:00:00Z,2463
2023-06-03T00:00:00Z,2692
2023-06-02T00:00:00Z,4023
2023-06-01T00:00:00Z,3992
2023-05-31T00:00:00Z,4306
2023-05-30T00:00:00Z,10059
2023-05-29T00:00:00Z,2781
2023-05-28T00:00:00Z,1924
2023-05-27T00:00:00Z,2252
2023-05-26T00:00:00Z,3197
2023-05-25T00:00:00Z,3298
2023-05-24T00:00:00Z,3499
2023-05-23T00:00:00Z,5415
2023-05-22T00:00:00Z,5501
2023-05-21T00:00:00Z,1970
2023-05-20T00:00:00Z,2331
2023-05-19T00:00:00Z,3071
2023-05-18T00:00:00Z,4769
2023-05-17T00:00:00Z,9894
2023-05-16T00:00:00Z,4455
2023-05-15T00:00:00Z,3332
2023-05-14T00:00:00Z,2214
2023-05-13T00:00:00Z,3157
2023-05-12T00:00:00Z,3594
2023-05-11T00:00:00Z,3251
2023-05-10T00:00:00Z,3314
2023-05-09T00:00:00Z,3615
2023-05-08T00:00:00Z,4267
2023-05-07T00:00:00Z,2207
2023-05-06T00:00:00Z,2826
2023-05-05T00:00:00Z,3946
2023-05-04T00:00:00Z,3400
2023-05-03T00:00:00Z,4372
2023-05-02T00:00:00Z,3803
2023-05-01T00:00:00Z,3430
2023-04-30T00:00:00Z,2480
2023-04-29T00:00:00Z,3167
2023-04-28T00:00:00Z,3795
2023-04-27T00:00:00Z,3718
2023-04-26T00:00:00Z,4027
2023-04-25T00:00:00Z,3668
2023-04-24T00:00:00Z,3405
2023-04-23T00:00:00Z,2388
2023-04-22T00:00:00Z,2852
2023-04-21T00:00:00Z,10135
2023-04-20T00:00:00Z,3818
2023-04-19T00:00:00Z,3789
2023-04-18T00:00:00Z,3527
2023-04-17T00:00:00Z,4627
2023-04-16T00:00:00Z,2792
2023-04-15T00:00:00Z,3131
2023-04-14T00:00:00Z,4686
2023-04-13T00:00:00Z,3769
2023-04-12T00:00:00Z,4130
2023-04-11T00:00:00Z,4586
2023-04-10T00:00:00Z,3729
2023-04-09T00:00:00Z,2527
2023-04-08T00:00:00Z,2415
2023-04-07T00:00:00Z,3225
2023-04-06T00:00:00Z,3717
2023-04-05T00:00:00Z,4150
2023-04-04T00:00:00Z,4135
2023-04-03T00:00:00Z,4590
2023-04-02T00:00:00Z,2835
2023-04-01T00:00:00Z,3419
2023-03-31T00:00:00Z,5289
2023-03-30T00:00:00Z,4384
2023-03-29T00:00:00Z,5123
2023-03-28T00:00:00Z,8518
2023-03-27T00:00:00Z,3557
2023-03-26T00:00:00Z,2190
2023-03-25T00:00:00Z,2441
2023-03-24T00:00:00Z,3684
2023-03-23T00:00:00Z,4523
2023-03-22T00:00:00Z,4687
2023-03-21T00:00:00Z,5745
2023-03-20T00:00:00Z,4455
2023-03-19T00:00:00Z,3241
2023-03-18T00:00:00Z,2734
2023-03-17T00:00:00Z,4540
2023-03-16T00:00:00Z,3714
2023-03-15T00:00:00Z,3960
2023-03-14T00:00:00Z,8583
2023-03-13T00:00:00Z,10111
2023-03-12T00:00:00Z,7480
2023-03-11T00:00:00Z,21031
2023-03-10T00:00:00Z,9907
2023-03-09T00:00:00Z,5441
2023-03-08T00:00:00Z,4004
2023-03-07T00:00:00Z,4446
2023-03-06T00:00:00Z,5571
2023-03-05T00:00:00Z,3018
2023-03-04T00:00:00Z,3041
2023-03-03T00:00:00Z,7152
2023-03-02T00:00:00Z,5564
2023-03-01T00:00:00Z,5436
2023-02-28T00:00:00Z,6746
2023-02-27T00:00:00Z,4641
2023-02-26T00:00:00Z,2836
2023-02-25T00:00:00Z,3190
2023-02-24T00:00:00Z,4707
2023-02-23T00:00:00Z,3825
2023-02-22T00:00:00Z,4304
2023-02-21T00:00:00Z,4246
2023-02-20T00:00:00Z,5555
2023-02-19T00:00:00Z,3478
2023-02-18T00:00:00Z,3570
2023-02-17T00:00:00Z,4741
2023-02-16T00:00:00Z,5761
2023-02-15T00:00:00Z,4981
2023-02-14T00:00:00Z,10798
2023-02-13T00:00:00Z,5167
2023-02-12T00:00:00Z,3332
2023-02-11T00:00:00Z,3227
2023-02-10T00:00:00Z,6656
2023-02-09T00:00:00Z,5498
2023-02-08T00:00:00Z,4798
2023-02-07T00:00:00Z,6151
2023-02-06T00:00:00Z,5402
2023-02-05T00:00:00Z,3477
2023-02-04T00:00:00Z,3602
2023-02-03T00:00:00Z,6016
2023-02-02T00:00:00Z,6802
2023-02-01T00:00:00Z,6068
2023-01-31T00:00:00Z,5538
2023-01-30T00:00:00Z,4877
2023-01-29T00:00:00Z,2997
2023-01-28T00:00:00Z,3035
2023-01-27T00:00:00Z,10005
2023-01-26T00:00:00Z,5257
2023-01-25T00:00:00Z,6419
2023-01-24T00:00:00Z,5022
2023-01-23T00:00:00Z,4632
2023-01-22T00:00:00Z,4636
2023-01-21T00:00:00Z,5017
2023-01-20T00:00:00Z,10481
2023-01-19T00:00:00Z,5372
2023-01-18T00:00:00Z,5387
2023-01-17T00:00:00Z,4984
2023-01-16T00:00:00Z,6275
2023-01-15T00:00:00Z,3762
2023-01-14T00:00:00Z,5744
2023-01-13T00:00:00Z,7627
2023-01-12T00:00:00Z,6091
2023-01-11T00:00:00Z,6883
2023-01-10T00:00:00Z,4813
2023-01-09T00:00:00Z,5948
2023-01-08T00:00:00Z,2571
2023-01-07T00:00:00Z,6618
2023-01-06T00:00:00Z,6285
2023-01-05T00:00:00Z,6783
2023-01-04T00:00:00Z,5917
2023-01-03T00:00:00Z,6119
2023-01-02T00:00:00Z,4219
2023-01-01T00:00:00Z,2800
2022-12-31T00:00:00Z,3533
2022-12-30T00:00:00Z,4763
2022-12-29T00:00:00Z,4643
2022-12-28T00:00:00Z,4179
2022-12-27T00:00:00Z,4571
2022-12-26T00:00:00Z,3256
2022-12-25T00:00:00Z,1943
2022-12-24T00:00:00Z,2643
2022-12-23T00:00:00Z,4401
2022-12-22T00:00:00Z,4157
2022-12-21T00:00:00Z,4054
2022-12-20T00:00:00Z,4379
2022-12-19T00:00:00Z,4777
2022-12-18T00:00:00Z,2653
2022-12-17T00:00:00Z,6328
2022-12-16T00:00:00Z,5280
2022-12-15T00:00:00Z,4907
2022-12-14T00:00:00Z,4243
2022-12-13T00:00:00Z,8327
2022-12-12T00:00:00Z,4903
2022-12-11T00:00:00Z,2790
2022-12-10T00:00:00Z,2969
2022-12-09T00:00:00Z,3824
2022-12-08T00:00:00Z,4150
2022-12-07T00:00:00Z,4269
2022-12-06T00:00:00Z,5003
2022-12-05T00:00:00Z,5553
2022-12-04T00:00:00Z,2408
2022-12-03T00:00:00Z,3561
2022-12-02T00:00:00Z,5226
2022-12-01T00:00:00Z,6601
2022-11-30T00:00:00Z,6544
2022-11-29T00:00:00Z,5308
2022-11-28T00:00:00Z,5051
2022-11-27T00:00:00Z,4062
2022-11-26T00:00:00Z,8192
2022-11-25T00:00:00Z,4937
2022-11-24T00:00:00Z,17635
2022-11-23T00:00:00Z,4842
2022-11-22T00:00:00Z,5766
2022-11-21T00:00:00Z,6844
2022-11-20T00:00:00Z,4707
2022-11-19T00:00:00Z,3373
2022-11-18T00:00:00Z,6303
2022-11-17T00:00:00Z,7470
2022-11-16T00:00:00Z,5148
2022-11-15T00:00:00Z,23462
2022-11-14T00:00:00Z,29204
2022-11-13T00:00:00Z,7878
2022-11-12T00:00:00Z,5547
2022-11-11T00:00:00Z,7630
2022-11-10T00:00:00Z,16703
2022-11-09T00:00:00Z,39036
2022-11-08T00:00:00Z,9699
2022-11-07T00:00:00Z,6162
2022-11-06T00:00:00Z,2995
2022-11-05T00:00:00Z,3222
2022-11-04T00:00:00Z,4656
2022-11-03T00:00:00Z,4330
2022-11-02T00:00:00Z,4707
2022-11-01T00:00:00Z,4960
2022-10-31T00:00:00Z,6492
2022-10-30T00:00:00Z,4908
2022-10-29T00:00:00Z,3623
2022-10-28T00:00:00Z,5706
2022-10-27T00:00:00Z,8301
2022-10-26T00:00:00Z,7899
2022-10-25T00:00:00Z,3995
2022-10-24T00:00:00Z,7988
2022-10-23T00:00:00Z,1998
2022-10-22T00:00:00Z,2317
2022-10-21T00:00:00Z,3389
2022-10-20T00:00:00Z,3081
2022-10-19T00:00:00Z,3211
2022-10-18T00:00:00Z,3860
2022-10-17T00:00:00Z,5848
2022-10-16T00:00:00Z,2249
2022-10-15T00:00:00Z,2512
2022-10-14T00:00:00Z,3639
2022-10-13T00:00:00Z,4115
2022-10-12T00:00:00Z,3506
2022-10-11T00:00:00Z,3903
2022-10-10T00:00:00Z,5524
2022-10-09T00:00:00Z,2207
2022-10-08T00:00:00Z,2654
2022-10-07T00:00:00Z,3810
2022-10-06T00:00:00Z,5510
2022-10-05T00:00:00Z,3599
2022-10-04T00:00:00Z,5469
2022-10-03T00:00:00Z,6191
2022-10-02T00:00:00Z,4291
2022-10-01T00:00:00Z,4890
2022-09-30T00:00:00Z,6896
2022-09-29T00:00:00Z,8141
2022-09-28T00:00:00Z,6341
2022-09-27T00:00:00Z,10439
2022-09-26T00:00:00Z,6376
2022-09-25T00:00:00Z,3756
2022-09-24T00:00:00Z,4414
2022-09-23T00:00:00Z,6466
2022-09-22T00:00:00Z,5997
2022-09-21T00:00:00Z,7084
2022-09-20T00:00:00Z,7728
2022-09-19T00:00:00Z,7524
2022-09-18T00:00:00Z,6323
2022-09-17T00:00:00Z,4286
2022-09-16T00:00:00Z,5727
2022-09-15T00:00:00Z,5784
2022-09-14T00:00:00Z,6736
2022-09-13T00:00:00Z,6199
2022-09-12T00:00:00Z,5812
2022-09-11T00:00:00Z,4095
2022-09-10T00:00:00Z,4387
2022-09-09T00:00:00Z,6295
2022-09-08T00:00:00Z,5828
2022-09-07T00:00:00Z,6742
2022-09-06T00:00:00Z,7352
2022-09-05T00:00:00Z,5953
2022-09-04T00:00:00Z,3757
2022-09-03T00:00:00Z,4684
2022-09-02T00:00:00Z,7617
2022-09-01T00:00:00Z,8371
2022-08-31T00:00:00Z,6337
2022-08-30T00:00:00Z,5871
2022-08-29T00:00:00Z,6242
2022-08-28T00:00:00Z,3796
2022-08-27T00:00:00Z,4774
2022-08-26T00:00:00Z,5556
2022-08-25T00:00:00Z,4935
2022-08-24T00:00:00Z,5286
2022-08-23T00:00:00Z,5338
2022-08-22T00:00:00Z,5726
2022-08-21T00:00:00Z,4576
2022-08-20T00:00:00Z,3935
2022-08-19T00:00:00Z,6921
2022-08-18T00:00:00Z,5166
2022-08-17T00:00:00Z,5901
2022-08-16T00:00:00Z,5986
2022-08-15T00:00:00Z,6265
2022-08-14T00:00:00Z,4182
2022-08-13T00:00:00Z,5075
2022-08-12T00:00:00Z,5646
2022-08-11T00:00:00Z,6364
2022-08-10T00:00:00Z,6147
2022-08-09T00:00:00Z,6326
2022-08-08T00:00:00Z,7802
2022-08-07T00:00:00Z,4290
2022-08-06T00:00:00Z,5195
2022-08-05T00:00:00Z,6427
2022-08-04T00:00:00Z,6374
2022-08-03T00:00:00Z,7101
2022-08-02T00:00:00Z,8154
2022-08-01T00:00:00Z,38851
2022-07-31T00:00:00Z,4705
2022-07-30T00:00:00Z,5668
2022-07-29T00:00:00Z,8142
2022-07-28T00:00:00Z,9063
2022-07-27T00:00:00Z,6503
2022-07-26T00:00:00Z,9042
2022-07-25T00:00:00Z,6371
2022-07-24T00:00:00Z,4290
2022-07-23T00:00:00Z,4665
2022-07-22T00:00:00Z,6101
2022-07-21T00:00:00Z,6365
2022-07-20T00:00:00Z,7344
2022-07-19T00:00:00Z,7697
2022-07-18T00:00:00Z,7209
2022-07-17T00:00:00Z,4512
2022-07-16T00:00:00Z,4784
2022-07-15T00:00:00Z,6465
2022-07-14T00:00:00Z,6015
2022-07-13T00:00:00Z,6493
2022-07-12T00:00:00Z,6624
2022-07-11T00:00:00Z,6688
2022-07-10T00:00:00Z,4639
2022-07-09T00:00:00Z,5057
2022-07-08T00:00:00Z,6730
2022-07-07T00:00:00Z,6945
2022-07-06T00:00:00Z,8124
2022-07-05T00:00:00Z,7940
2022-07-04T00:00:00Z,8884
2022-07-03T00:00:00Z,5839
2022-07-02T00:00:00Z,7975
2022-07-01T00:00:00Z,14103
2022-06-30T00:00:00Z,8458
2022-06-29T00:00:00Z,7973
2022-06-28T00:00:00Z,6609
2022-06-27T00:00:00Z,6336
2022-06-26T00:00:00Z,4300
2022-06-25T00:00:00Z,4851
2022-06-24T00:00:00Z,7694
2022-06-23T00:00:00Z,8314
2022-06-22T00:00:00Z,6595
2022-06-21T00:00:00Z,8211
2022-06-20T00:00:00Z,6734
2022-06-19T00:00:00Z,9796
2022-06-18T00:00:00Z,9188
2022-06-17T00:00:00Z,10479
2022-06-16T00:00:00Z,8360
2022-06-15T00:00:00Z,11216
2022-06-14T00:00:00Z,10941
2022-06-13T00:00:00Z,13414
2022-06-12T00:00:00Z,6082
2022-06-11T00:00:00Z,6012
2022-06-10T00:00:00Z,11150
2022-06-09T00:00:00Z,5368
2022-06-08T00:00:00Z,5284
2022-06-07T00:00:00Z,6357
2022-06-06T00:00:00Z,5916
2022-06-05T00:00:00Z,3641
2022-06-04T00:00:00Z,3729
2022-06-03T00:00:00Z,5649
2022-06-02T00:00:00Z,6474
2022-06-01T00:00:00Z,7328
2022-05-31T00:00:00Z,7319
2022-05-30T00:00:00Z,6106
2022-05-29T00:00:00Z,5336
2022-05-28T00:00:00Z,5920
2022-05-27T00:00:00Z,6834
2022-05-26T00:00:00Z,6012
2022-05-25T00:00:00Z,6194
2022-05-24T00:00:00Z,7044
2022-05-23T00:00:00Z,6820
2022-05-22T00:00:00Z,6016
2022-05-21T00:00:00Z,5247
2022-05-20T00:00:00Z,8186
2022-05-19T00:00:00Z,7542
2022-05-18T00:00:00Z,12432
2022-05-17T00:00:00Z,8492
2022-05-16T00:00:00Z,9535
2022-05-15T00:00:00Z,9222
2022-05-14T00:00:00Z,9441
2022-05-13T00:00:00Z,14768
2022-05-12T00:00:00Z,18418
2022-05-11T00:00:00Z,12324
2022-05-10T00:00:00Z,10855
2022-05-09T00:00:00Z,9584
2022-05-08T00:00:00Z,12698
2022-05-07T00:00:00Z,5616
2022-05-06T00:00:00Z,8911
2022-05-05T00:00:00Z,33893
2022-05-04T00:00:00Z,7641
2022-05-03T00:00:00Z,6240
2022-05-02T00:00:00Z,6907
2022-05-01T00:00:00Z,5015
2022-04-30T00:00:00Z,5692
2022-04-29T00:00:00Z,6422
2022-04-28T00:00:00Z,5886
2022-04-27T00:00:00Z,5816
2022-04-26T00:00:00Z,6157
2022-04-25T00:00:00Z,6183
2022-04-24T00:00:00Z,4045
2022-04-23T00:00:00Z,4217
2022-04-22T00:00:00Z,5399
2022-04-21T00:00:00Z,5378
2022-04-20T00:00:00Z,5624
2022-04-19T00:00:00Z,6318
2022-04-18T00:00:00Z,6755
2022-04-17T00:00:00Z,3936
2022-04-16T00:00:00Z,5071
2022-04-15T00:00:00Z,6291
2022-04-14T00:00:00Z,6137
2022-04-13T00:00:00Z,5918
2022-04-12T00:00:00Z,9819
2022-04-11T00:00:00Z,8736
2022-04-10T00:00:00Z,5047
2022-04-09T00:00:00Z,5275
2022-04-08T00:00:00Z,5792
2022-04-07T00:00:00Z,6770
2022-04-06T00:00:00Z,6918
2022-04-05T00:00:00Z,6942
2022-04-04T00:00:00Z,7330
2022-04-03T00:00:00Z,5728
2022-04-02T00:00:00Z,7351
2022-04-01T00:00:00Z,8405
2022-03-31T00:00:00Z,7646
2022-03-30T00:00:00Z,9284
2022-03-29T00:00:00Z,23198
2022-03-28T00:00:00Z,7404
2022-03-27T00:00:00Z,5657
2022-03-26T00:00:00Z,7717
2022-03-25T00:00:00Z,6609
2022-03-24T00:00:00Z,6483
2022-03-23T00:00:00Z,7045
2022-03-22T00:00:00Z,8629
2022-03-21T00:00:00Z,6514
2022-03-20T00:00:00Z,4899
2022-03-19T00:00:00Z,5771
2022-03-18T00:00:00Z,12797
2022-03-17T00:00:00Z,6096
2022-03-16T00:00:00Z,5718
2022-03-15T00:00:00Z,6078
2022-03-14T00:00:00Z,5796
2022-03-13T00:00:00Z,4177
2022-03-12T00:00:00Z,6918
2022-03-11T00:00:00Z,6364
2022-03-10T00:00:00Z,6177
2022-03-09T00:00:00Z,9075
2022-03-08T00:00:00Z,6441
2022-03-07T00:00:00Z,9875
2022-03-06T00:00:00Z,9560
2022-03-05T00:00:00Z,5274
2022-03-04T00:00:00Z,6829
2022-03-03T00:00:00Z,6781
2022-03-02T00:00:00Z,7004
2022-03-01T00:00:00Z,7759
2022-02-28T00:00:00Z,7082
2022-02-27T00:00:00Z,4753
2022-02-26T00:00:00Z,5515
2022-02-25T00:00:00Z,6703
2022-02-24T00:00:00Z,8545
2022-02-23T00:00:00Z,8223
2022-02-22T00:00:00Z,6302
2022-02-21T00:00:00Z,5485
2022-02-20T00:00:00Z,4679
2022-02-19T00:00:00Z,4529
2022-02-18T00:00:00Z,5817
2022-02-17T00:00:00Z,6133
2022-02-16T00:00:00Z,5253
2022-02-15T00:00:00Z,5980
2022-02-14T00:00:00Z,5979
2022-02-13T00:00:00Z,4539
2022-02-12T00:00:00Z,4822
2022-02-11T00:00:00Z,6706
2022-02-10T00:00:00Z,5479
2022-02-09T00:00:00Z,6520
2022-02-08T00:00:00Z,6339
2022-02-07T00:00:00Z,6617
2022-02-06T00:00:00Z,4591
2022-02-05T00:00:00Z,6582
2022-02-04T00:00:00Z,6493
2022-02-03T00:00:00Z,6190
2022-02-02T00:00:00Z,5952
2022-02-01T00:00:00Z,6617
2022-01-31T00:00:00Z,7011
2022-01-30T00:00:00Z,5718
2022-01-29T00:00:00Z,5532
2022-01-28T00:00:00Z,6445
2022-01-27T00:00:00Z,7311
2022-01-26T00:00:00Z,6811
2022-01-25T00:00:00Z,7595
2022-01-24T00:00:00Z,10528
2022-01-23T00:00:00Z,14592
2022-01-22T00:00:00Z,16865
2022-01-21T00:00:00Z,7248
2022-01-20T00:00:00Z,6000
2022-01-19T00:00:00Z,5968
2022-01-18T00:00:00Z,6383
2022-01-17T00:00:00Z,5806
2022-01-16T00:00:00Z,4530
2022-01-15T00:00:00Z,4972
2022-01-14T00:00:00Z,6066
2022-01-13T00:00:00Z,6443
