Datetime,Exchange Depositing Transactions
2026-04-12T00:00:00Z,1542
2026-04-11T00:00:00Z,11264
2026-04-10T00:00:00Z,17708
2026-04-09T00:00:00Z,19898
2026-04-08T00:00:00Z,16986
2026-04-07T00:00:00Z,16408
2026-04-06T00:00:00Z,14997
2026-04-05T00:00:00Z,10155
2026-04-04T00:00:00Z,10958
2026-04-03T00:00:00Z,15435
2026-04-02T00:00:00Z,17987
2026-04-01T00:00:00Z,19979
2026-03-31T00:00:00Z,19217
2026-03-30T00:00:00Z,16446
2026-03-29T00:00:00Z,9783
2026-03-28T00:00:00Z,11169
2026-03-27T00:00:00Z,17129
2026-03-26T00:00:00Z,14921
2026-03-25T00:00:00Z,14619
2026-03-24T00:00:00Z,14852
2026-03-23T00:00:00Z,15328
2026-03-22T00:00:00Z,10288
2026-03-21T00:00:00Z,10054
2026-03-20T00:00:00Z,15096
2026-03-19T00:00:00Z,16143
2026-03-18T00:00:00Z,15800
2026-03-17T00:00:00Z,16296
2026-03-16T00:00:00Z,17556
2026-03-15T00:00:00Z,10864
2026-03-14T00:00:00Z,10928
2026-03-13T00:00:00Z,16506
2026-03-12T00:00:00Z,15055
2026-03-11T00:00:00Z,16740
2026-03-10T00:00:00Z,16242
2026-03-09T00:00:00Z,19968
2026-03-08T00:00:00Z,10071
2026-03-07T00:00:00Z,10862
2026-03-06T00:00:00Z,15983
2026-03-05T00:00:00Z,16364
2026-03-04T00:00:00Z,17278
2026-03-03T00:00:00Z,17316
2026-03-02T00:00:00Z,19124
2026-03-01T00:00:00Z,12304
2026-02-28T00:00:00Z,13181
2026-02-27T00:00:00Z,16416
2026-02-26T00:00:00Z,14946
2026-02-25T00:00:00Z,17364
2026-02-24T00:00:00Z,14936
2026-02-23T00:00:00Z,14937
2026-02-22T00:00:00Z,12051
2026-02-21T00:00:00Z,10595
2026-02-20T00:00:00Z,14641
2026-02-19T00:00:00Z,14374
2026-02-18T00:00:00Z,13795
2026-02-17T00:00:00Z,14198
2026-02-16T00:00:00Z,14342
2026-02-15T00:00:00Z,10844
2026-02-14T00:00:00Z,12583
2026-02-13T00:00:00Z,16943
2026-02-12T00:00:00Z,16228
2026-02-11T00:00:00Z,16108
2026-02-10T00:00:00Z,17070
2026-02-09T00:00:00Z,16809
2026-02-08T00:00:00Z,10759
2026-02-07T00:00:00Z,12586
2026-02-06T00:00:00Z,22413
2026-02-05T00:00:00Z,23715
2026-02-04T00:00:00Z,21478
2026-02-03T00:00:00Z,19794
2026-02-02T00:00:00Z,23711
2026-02-01T00:00:00Z,14057
2026-01-31T00:00:00Z,17231
2026-01-30T00:00:00Z,20144
2026-01-29T00:00:00Z,19034
2026-01-28T00:00:00Z,19427
2026-01-27T00:00:00Z,20188
2026-01-26T00:00:00Z,19564
2026-01-25T00:00:00Z,14086
2026-01-24T00:00:00Z,15595
2026-01-23T00:00:00Z,17863
2026-01-22T00:00:00Z,19066
2026-01-21T00:00:00Z,19984
2026-01-20T00:00:00Z,20600
2026-01-19T00:00:00Z,15438
2026-01-18T00:00:00Z,8940
2026-01-17T00:00:00Z,10575
2026-01-16T00:00:00Z,16716
2026-01-15T00:00:00Z,17612
2026-01-14T00:00:00Z,16283
2026-01-13T00:00:00Z,20928
2026-01-12T00:00:00Z,20042
2026-01-11T00:00:00Z,10418
2026-01-10T00:00:00Z,11797
2026-01-09T00:00:00Z,17217
2026-01-08T00:00:00Z,18932
2026-01-07T00:00:00Z,25151
2026-01-06T00:00:00Z,28478
2026-01-05T00:00:00Z,32644
2026-01-04T00:00:00Z,23347
2026-01-03T00:00:00Z,28739
2026-01-02T00:00:00Z,25265
2026-01-01T00:00:00Z,23795
2025-12-31T00:00:00Z,54652
2025-12-30T00:00:00Z,33003
2025-12-29T00:00:00Z,24984
2025-12-28T00:00:00Z,12874
2025-12-27T00:00:00Z,11075
2025-12-26T00:00:00Z,13294
2025-12-25T00:00:00Z,10974
2025-12-24T00:00:00Z,14782
2025-12-23T00:00:00Z,18772
2025-12-22T00:00:00Z,18633
2025-12-21T00:00:00Z,12401
2025-12-20T00:00:00Z,15766
2025-12-19T00:00:00Z,19732
2025-12-18T00:00:00Z,22470
2025-12-17T00:00:00Z,22044
2025-12-16T00:00:00Z,21482
2025-12-15T00:00:00Z,21150
2025-12-14T00:00:00Z,14464
2025-12-13T00:00:00Z,12797
2025-12-12T00:00:00Z,18266
2025-12-11T00:00:00Z,17769
2025-12-10T00:00:00Z,17066
2025-12-09T00:00:00Z,17521
2025-12-08T00:00:00Z,21032
2025-12-07T00:00:00Z,11661
2025-12-06T00:00:00Z,15100
2025-12-05T00:00:00Z,19475
2025-12-04T00:00:00Z,22786
2025-12-03T00:00:00Z,24963
2025-12-02T00:00:00Z,23864
2025-12-01T00:00:00Z,27461
2025-11-30T00:00:00Z,15891
2025-11-29T00:00:00Z,14906
2025-11-28T00:00:00Z,22364
2025-11-27T00:00:00Z,19502
2025-11-26T00:00:00Z,22219
2025-11-25T00:00:00Z,27007
2025-11-24T00:00:00Z,26089
2025-11-23T00:00:00Z,17967
2025-11-22T00:00:00Z,18280
