Datetime,Exchange Inflow (Mean)
2026-01-19T00:00:00Z,95584.68718675
2026-01-18T00:00:00Z,34627.28656113
2026-01-17T00:00:00Z,36595.8051816
2026-01-16T00:00:00Z,139972.35737518
2026-01-15T00:00:00Z,112176.28880066
2026-01-14T00:00:00Z,138751.59955414
2026-01-13T00:00:00Z,102650.30585553
2026-01-12T00:00:00Z,82103.41657866
2026-01-11T00:00:00Z,23148.30747071
2026-01-10T00:00:00Z,27605.81878391
2026-01-09T00:00:00Z,99681.88126296
2026-01-08T00:00:00Z,123095.80736459
2026-01-07T00:00:00Z,80712.09204438
2026-01-06T00:00:00Z,78973.87797905
2026-01-05T00:00:00Z,49791.47206601
2026-01-04T00:00:00Z,18673.33828923
2026-01-03T00:00:00Z,12293.10273928
2026-01-02T00:00:00Z,64885.59960258
2026-01-01T00:00:00Z,50365.59845377
2025-12-31T00:00:00Z,36055.21326871
2025-12-30T00:00:00Z,59889.15208907
2025-12-29T00:00:00Z,85902.74484444
2025-12-28T00:00:00Z,33757.73368106
2025-12-27T00:00:00Z,26654.54071899
2025-12-26T00:00:00Z,111622.48837761
2025-12-25T00:00:00Z,49641.18944091
2025-12-24T00:00:00Z,69651.40917921
2025-12-23T00:00:00Z,85713.89110976
2025-12-22T00:00:00Z,57149.31835834
2025-12-21T00:00:00Z,14342.45470668
2025-12-20T00:00:00Z,13653.47322183
2025-12-19T00:00:00Z,90163.58681422
2025-12-18T00:00:00Z,65309.28544708
2025-12-17T00:00:00Z,53621.53800193
2025-12-16T00:00:00Z,57193.60711111
2025-12-15T00:00:00Z,68107.36740513
2025-12-14T00:00:00Z,18882.66741686
2025-12-13T00:00:00Z,47650.54284061
2025-12-12T00:00:00Z,69273.75932693
2025-12-11T00:00:00Z,94168.56859454
2025-12-10T00:00:00Z,70948.15578131
2025-12-09T00:00:00Z,126285.36477126
2025-12-08T00:00:00Z,58273.36152395
2025-12-07T00:00:00Z,20584.44731779
2025-12-06T00:00:00Z,28558.0031635
2025-12-05T00:00:00Z,83080.45197018
2025-12-04T00:00:00Z,51471.86415726
2025-12-03T00:00:00Z,80188.04844154
2025-12-02T00:00:00Z,88042.71466848
2025-12-01T00:00:00Z,93658.72907201
2025-11-30T00:00:00Z,19448.39554658
2025-11-29T00:00:00Z,45211.38160292
2025-11-28T00:00:00Z,91357.417165
2025-11-27T00:00:00Z,63901.76110582
2025-11-26T00:00:00Z,108407.52679164
2025-11-25T00:00:00Z,106919.73997507
2025-11-24T00:00:00Z,129959.43006239
2025-11-23T00:00:00Z,71025.98217699
2025-11-22T00:00:00Z,60610.4859565
2025-11-21T00:00:00Z,154282.66243962
2025-11-20T00:00:00Z,116464.52275819
2025-11-19T00:00:00Z,122145.79748411
2025-11-18T00:00:00Z,84125.09309525
2025-11-17T00:00:00Z,97798.0000557
2025-11-16T00:00:00Z,38959.50207224
2025-11-15T00:00:00Z,40518.93344353
2025-11-14T00:00:00Z,87525.81875601
2025-11-13T00:00:00Z,84377.10955799
2025-11-12T00:00:00Z,97985.64678787
2025-11-11T00:00:00Z,58725.64613587
2025-11-10T00:00:00Z,122956.35804913
2025-11-09T00:00:00Z,53013.5051465
2025-11-08T00:00:00Z,48165.93244991
2025-11-07T00:00:00Z,133141.82778293
2025-11-06T00:00:00Z,122547.21846018
2025-11-05T00:00:00Z,149286.8872073
2025-11-04T00:00:00Z,119391.7418153
2025-11-03T00:00:00Z,83543.30702373
2025-11-02T00:00:00Z,68049.91029873
2025-11-01T00:00:00Z,91457.89407119
2025-10-31T00:00:00Z,153567.696433
2025-10-30T00:00:00Z,87040.01521514
2025-10-29T00:00:00Z,125539.05263099
2025-10-28T00:00:00Z,84455.33648876
2025-10-27T00:00:00Z,130030.41231781
2025-10-26T00:00:00Z,47563.62834161
2025-10-25T00:00:00Z,35033.59742945
2025-10-24T00:00:00Z,129348.03348983
2025-10-23T00:00:00Z,129247.03025647
2025-10-22T00:00:00Z,149273.60185137
2025-10-21T00:00:00Z,135746.39700445
2025-10-20T00:00:00Z,122715.75360178
2025-10-19T00:00:00Z,48274.55481815
2025-10-18T00:00:00Z,32267.96843656
2025-10-17T00:00:00Z,165734.62365996
2025-10-16T00:00:00Z,149724.04206726
2025-10-15T00:00:00Z,109350.33401401
2025-10-14T00:00:00Z,213391.80966631
2025-10-13T00:00:00Z,108912.81172398
2025-10-12T00:00:00Z,84940.98632721
2025-10-11T00:00:00Z,107868.57404284
2025-10-10T00:00:00Z,126528.22246095
2025-10-09T00:00:00Z,126291.71860888
2025-10-08T00:00:00Z,94564.62211892
2025-10-07T00:00:00Z,105879.3011306
2025-10-06T00:00:00Z,147781.61865279
2025-10-05T00:00:00Z,66982.35737297
2025-10-04T00:00:00Z,65045.59262962
2025-10-03T00:00:00Z,160777.98452872
2025-10-02T00:00:00Z,59734.10776122
2025-10-01T00:00:00Z,65426.58663014
2025-09-30T00:00:00Z,136646.49426578
2025-09-29T00:00:00Z,136503.03965444
2025-09-28T00:00:00Z,46440.14050421
2025-09-27T00:00:00Z,47692.51056732
2025-09-26T00:00:00Z,163487.19394185
2025-09-25T00:00:00Z,109290.30781404
2025-09-24T00:00:00Z,148881.97848602
2025-09-23T00:00:00Z,158788.61961255
2025-09-22T00:00:00Z,180377.08802789
2025-09-21T00:00:00Z,73617.97192788
2025-09-20T00:00:00Z,77975.09838175
2025-09-19T00:00:00Z,128343.21350466
2025-09-18T00:00:00Z,232537.13839641
2025-09-17T00:00:00Z,142191.64565974
2025-09-16T00:00:00Z,152055.38929526
2025-09-15T00:00:00Z,156248.21252042
2025-09-14T00:00:00Z,89077.16999147
2025-09-13T00:00:00Z,89895.65483847
2025-09-12T00:00:00Z,233436.35257317
2025-09-11T00:00:00Z,183887.94549842
2025-09-10T00:00:00Z,159119.91384925
2025-09-09T00:00:00Z,131892.25475933
2025-09-08T00:00:00Z,144260.50601026
2025-09-07T00:00:00Z,47661.25930172
2025-09-06T00:00:00Z,43939.33309393
2025-09-05T00:00:00Z,126454.29982288
2025-09-04T00:00:00Z,113751.75182082
2025-09-03T00:00:00Z,169558.22905802
2025-09-02T00:00:00Z,131876.38523884
2025-09-01T00:00:00Z,116118.51563329
2025-08-31T00:00:00Z,72765.02909404
2025-08-30T00:00:00Z,95262.62764348
2025-08-29T00:00:00Z,186033.06708332
2025-08-28T00:00:00Z,215005.77074274
2025-08-27T00:00:00Z,147688.66387973
2025-08-26T00:00:00Z,195267.21223145
2025-08-25T00:00:00Z,199563.61178362
2025-08-24T00:00:00Z,108109.22027656
2025-08-23T00:00:00Z,77600.87950359
2025-08-22T00:00:00Z,188259.04570585
2025-08-21T00:00:00Z,136862.15859812
2025-08-20T00:00:00Z,169365.32637251
2025-08-19T00:00:00Z,173119.28814172
2025-08-18T00:00:00Z,161579.34893994
2025-08-17T00:00:00Z,94972.60504716
2025-08-16T00:00:00Z,72556.54336002
2025-08-15T00:00:00Z,257215.91631996
2025-08-14T00:00:00Z,261754.27450876
2025-08-13T00:00:00Z,208303.96316273
2025-08-12T00:00:00Z,171338.32720822
2025-08-11T00:00:00Z,186188.50233326
2025-08-10T00:00:00Z,62005.83375283
2025-08-09T00:00:00Z,46147.32346885
2025-08-08T00:00:00Z,171908.50988109
2025-08-07T00:00:00Z,151253.5357515
2025-08-06T00:00:00Z,115950.54666834
2025-08-05T00:00:00Z,140190.80405393
2025-08-04T00:00:00Z,139029.74674481
2025-08-03T00:00:00Z,86607.65667434
2025-08-02T00:00:00Z,75676.79316715
2025-08-01T00:00:00Z,182383.23202898
2025-07-31T00:00:00Z,175646.97699752
2025-07-30T00:00:00Z,155287.08556393
2025-07-29T00:00:00Z,192174.33119584
2025-07-28T00:00:00Z,144771.41146992
2025-07-27T00:00:00Z,63490.3169835
2025-07-26T00:00:00Z,89251.3405122
2025-07-25T00:00:00Z,207226.54949024
2025-07-24T00:00:00Z,167777.94592456
2025-07-23T00:00:00Z,120673.53330656
2025-07-22T00:00:00Z,134402.06234667
2025-07-21T00:00:00Z,155026.43985808
2025-07-20T00:00:00Z,50532.81843498
2025-07-19T00:00:00Z,81244.1031343
2025-07-18T00:00:00Z,303727.34745721
2025-07-17T00:00:00Z,200354.67455488
2025-07-16T00:00:00Z,238896.2533672
2025-07-15T00:00:00Z,161248.5440885
2025-07-14T00:00:00Z,162533.94010089
2025-07-13T00:00:00Z,50316.89504467
2025-07-12T00:00:00Z,91551.66375276
2025-07-11T00:00:00Z,165833.16749655
2025-07-10T00:00:00Z,149441.34196098
2025-07-09T00:00:00Z,128112.99088063
2025-07-08T00:00:00Z,68252.3931202
2025-07-07T00:00:00Z,92921.2863821
2025-07-06T00:00:00Z,44898.88824176
2025-07-05T00:00:00Z,32517.26287096
2025-07-04T00:00:00Z,53218.59178463
2025-07-03T00:00:00Z,135457.69880382
2025-07-02T00:00:00Z,122120.77165138
2025-07-01T00:00:00Z,68197.88961566
2025-06-30T00:00:00Z,124248.02671297
2025-06-29T00:00:00Z,34370.78063837
2025-06-28T00:00:00Z,26975.1180363
2025-06-27T00:00:00Z,103678.21377693
2025-06-26T00:00:00Z,122169.43527101
2025-06-25T00:00:00Z,128773.91773914
2025-06-24T00:00:00Z,158075.92195659
2025-06-23T00:00:00Z,152100.63208361
2025-06-22T00:00:00Z,89758.52506206
2025-06-21T00:00:00Z,68799.82154192
2025-06-20T00:00:00Z,131395.35248508
2025-06-19T00:00:00Z,71031.05267592
2025-06-18T00:00:00Z,113342.88959473
2025-06-17T00:00:00Z,120745.19207666
2025-06-16T00:00:00Z,162436.08504442
2025-06-15T00:00:00Z,61957.23249996
2025-06-14T00:00:00Z,42028.8084684
2025-06-13T00:00:00Z,157471.85494355
2025-06-12T00:00:00Z,99914.75682412
2025-06-11T00:00:00Z,155874.47831521
2025-06-10T00:00:00Z,128653.40818835
2025-06-09T00:00:00Z,145431.47097341
2025-06-08T00:00:00Z,53743.51257509
2025-06-07T00:00:00Z,46769.39147511
2025-06-06T00:00:00Z,182569.42059436
2025-06-05T00:00:00Z,127377.23985121
2025-06-04T00:00:00Z,94426.90912858
2025-06-03T00:00:00Z,166713.99406791
2025-06-02T00:00:00Z,135263.58114491
2025-06-01T00:00:00Z,36535.70074115
2025-05-31T00:00:00Z,47399.5657655
2025-05-30T00:00:00Z,119729.64041685
2025-05-29T00:00:00Z,152800.55779923
2025-05-28T00:00:00Z,112999.56620766
2025-05-27T00:00:00Z,167176.57698806
2025-05-26T00:00:00Z,72778.17931865
2025-05-25T00:00:00Z,59636.08685087
2025-05-24T00:00:00Z,48111.37843406
2025-05-23T00:00:00Z,231197.92594334
2025-05-22T00:00:00Z,165032.60203539
2025-05-21T00:00:00Z,272203.63652603
2025-05-20T00:00:00Z,111492.20116593
2025-05-19T00:00:00Z,114907.79579257
2025-05-18T00:00:00Z,46239.31460978
2025-05-17T00:00:00Z,41911.53586494
2025-05-16T00:00:00Z,157121.59286899
2025-05-15T00:00:00Z,232132.2344171
2025-05-14T00:00:00Z,154751.65592825
2025-05-13T00:00:00Z,158777.33110772
2025-05-12T00:00:00Z,181658.39412875
2025-05-11T00:00:00Z,76015.80407543
2025-05-10T00:00:00Z,85969.00038429
2025-05-09T00:00:00Z,243950.26599394
2025-05-08T00:00:00Z,211012.90267352
2025-05-07T00:00:00Z,173963.25224662
2025-05-06T00:00:00Z,258504.95696564
2025-05-05T00:00:00Z,131117.27173828
2025-05-04T00:00:00Z,41472.02074686
2025-05-03T00:00:00Z,43350.2868257
2025-05-02T00:00:00Z,113334.30099527
2025-05-01T00:00:00Z,127335.46935965
2025-04-30T00:00:00Z,107365.93413785
2025-04-29T00:00:00Z,95497.4325719
2025-04-28T00:00:00Z,154910.65730732
2025-04-27T00:00:00Z,58617.33341602
2025-04-26T00:00:00Z,146640.36283373
2025-04-25T00:00:00Z,187913.46135488
2025-04-24T00:00:00Z,186374.42795725
2025-04-23T00:00:00Z,200345.09906421
2025-04-22T00:00:00Z,285654.28619131
2025-04-21T00:00:00Z,150529.04330592
2025-04-20T00:00:00Z,49829.45033494
2025-04-19T00:00:00Z,44895.01203516
2025-04-18T00:00:00Z,146348.37129021
2025-04-17T00:00:00Z,160517.13471821
2025-04-16T00:00:00Z,113524.26465216
2025-04-15T00:00:00Z,137237.50308137
2025-04-14T00:00:00Z,152459.77190822
2025-04-13T00:00:00Z,49238.05567187
2025-04-12T00:00:00Z,70343.97096776
2025-04-11T00:00:00Z,200810.55604023
2025-04-10T00:00:00Z,193900.85285189
2025-04-09T00:00:00Z,207179.94997562
2025-04-08T00:00:00Z,166799.92777852
2025-04-07T00:00:00Z,128234.76480842
2025-04-06T00:00:00Z,62278.8454469
2025-04-05T00:00:00Z,36136.63920108
2025-04-04T00:00:00Z,148724.03045172
2025-04-03T00:00:00Z,115715.85069353
2025-04-02T00:00:00Z,157779.49853743
2025-04-01T00:00:00Z,157421.47434679
2025-03-31T00:00:00Z,143716.00708483
2025-03-30T00:00:00Z,62299.2511953
2025-03-29T00:00:00Z,52412.22515177
2025-03-28T00:00:00Z,257736.05953986
2025-03-27T00:00:00Z,237908.98053286
2025-03-26T00:00:00Z,183834.45479345
2025-03-25T00:00:00Z,275935.09348287
2025-03-24T00:00:00Z,311179.40249606
2025-03-23T00:00:00Z,86753.63121604
2025-03-22T00:00:00Z,78730.26789519
2025-03-21T00:00:00Z,275564.07998391
2025-03-20T00:00:00Z,258658.75537243
2025-03-19T00:00:00Z,285447.72111482
2025-03-18T00:00:00Z,128659.96482874
2025-03-17T00:00:00Z,150241.59821393
2025-03-16T00:00:00Z,101527.94200143
2025-03-15T00:00:00Z,162573.94686731
2025-03-14T00:00:00Z,251551.2983444
2025-03-13T00:00:00Z,252496.44489389
2025-03-12T00:00:00Z,153001.52319114
2025-03-11T00:00:00Z,84456.89879733
2025-03-10T00:00:00Z,171543.42602881
2025-03-09T00:00:00Z,79370.9110138
2025-03-08T00:00:00Z,20223.64412338
2025-03-07T00:00:00Z,181194.37581067
2025-03-06T00:00:00Z,168761.40710682
2025-03-05T00:00:00Z,158596.79407842
2025-03-04T00:00:00Z,167210.26246989
2025-03-03T00:00:00Z,204844.65646296
2025-03-02T00:00:00Z,201935.88610478
2025-03-01T00:00:00Z,90306.11894684
2025-02-28T00:00:00Z,274425.42338718
2025-02-27T00:00:00Z,210084.17523245
2025-02-26T00:00:00Z,272565.05765356
2025-02-25T00:00:00Z,209765.63646626
2025-02-24T00:00:00Z,205847.62557251
2025-02-23T00:00:00Z,106768.29346736
2025-02-22T00:00:00Z,135052.9702049
2025-02-21T00:00:00Z,293955.24817809
2025-02-20T00:00:00Z,199883.37627591
2025-02-19T00:00:00Z,136346.24271321
2025-02-18T00:00:00Z,207149.28645758
2025-02-17T00:00:00Z,83284.21619528
2025-02-16T00:00:00Z,71316.72462024
2025-02-15T00:00:00Z,68062.97474308
2025-02-14T00:00:00Z,168192.94483953
2025-02-13T00:00:00Z,161159.3789898
2025-02-12T00:00:00Z,300994.29082122
2025-02-11T00:00:00Z,216736.47637858
2025-02-10T00:00:00Z,220468.66803998
2025-02-09T00:00:00Z,87751.89926186
2025-02-08T00:00:00Z,128098.21380783
2025-02-07T00:00:00Z,182398.22291815
2025-02-06T00:00:00Z,147110.08151062
2025-02-05T00:00:00Z,167784.70411721
2025-02-04T00:00:00Z,218297.51819741
2025-02-03T00:00:00Z,288249.90466873
2025-02-02T00:00:00Z,102046.98244189
2025-02-01T00:00:00Z,57039.49850956
2025-01-31T00:00:00Z,233039.84578459
2025-01-30T00:00:00Z,205525.87265433
2025-01-29T00:00:00Z,130855.73251883
2025-01-28T00:00:00Z,125317.55261027
2025-01-27T00:00:00Z,232812.02166929
2025-01-26T00:00:00Z,65956.84885969
2025-01-25T00:00:00Z,49303.59625322
2025-01-24T00:00:00Z,223682.52316306
2025-01-23T00:00:00Z,289155.11608379
2025-01-22T00:00:00Z,292117.58270583
2025-01-21T00:00:00Z,401361.90820853
2025-01-20T00:00:00Z,257903.20981078
2025-01-19T00:00:00Z,247791.84389953
2025-01-18T00:00:00Z,123852.69405668
2025-01-17T00:00:00Z,267683.83702672
2025-01-16T00:00:00Z,185102.67460809
2025-01-15T00:00:00Z,195500.45251796
2025-01-14T00:00:00Z,157456.40991984
2025-01-13T00:00:00Z,177159.69996195
2025-01-12T00:00:00Z,35301.85286592
2025-01-11T00:00:00Z,50523.52234563
2025-01-10T00:00:00Z,149813.70848676
2025-01-09T00:00:00Z,152854.0566625
2025-01-08T00:00:00Z,181561.01770433
2025-01-07T00:00:00Z,265000.4127503
2025-01-06T00:00:00Z,221452.27984142
2025-01-05T00:00:00Z,44254.94517003
2025-01-04T00:00:00Z,60164.76953263
2025-01-03T00:00:00Z,222934.95640136
2025-01-02T00:00:00Z,208893.77121568
2025-01-01T00:00:00Z,294358.47628382
2024-12-31T00:00:00Z,163721.71742407
2024-12-30T00:00:00Z,212166.21765201
2024-12-29T00:00:00Z,87678.7826363
2024-12-28T00:00:00Z,57742.56628246
2024-12-27T00:00:00Z,179741.53016986
2024-12-26T00:00:00Z,192179.00793978
2024-12-25T00:00:00Z,80298.29265059
2024-12-24T00:00:00Z,249938.90766713
2024-12-23T00:00:00Z,190678.77744679
2024-12-22T00:00:00Z,72864.85001898
2024-12-21T00:00:00Z,107573.03207577
2024-12-20T00:00:00Z,276466.28504128
2024-12-19T00:00:00Z,169284.95081749
2024-12-18T00:00:00Z,197474.01457092
2024-12-17T00:00:00Z,156308.7482326
2024-12-16T00:00:00Z,253752.79446006
2024-12-15T00:00:00Z,117683.62328656
2024-12-14T00:00:00Z,84069.02853279
2024-12-13T00:00:00Z,270916.72356495
2024-12-12T00:00:00Z,174380.92785302
2024-12-11T00:00:00Z,313876.68597141
2024-12-10T00:00:00Z,221798.84053489
2024-12-09T00:00:00Z,241017.72338542
2024-12-08T00:00:00Z,110398.69555279
2024-12-07T00:00:00Z,91323.68535589
2024-12-06T00:00:00Z,283091.52362006
2024-12-05T00:00:00Z,319780.57172733
2024-12-04T00:00:00Z,241746.89628076
2024-12-03T00:00:00Z,246377.23355895
2024-12-02T00:00:00Z,195469.32240802
2024-12-01T00:00:00Z,83949.90791257
2024-11-30T00:00:00Z,96126.53987222
2024-11-29T00:00:00Z,211920.60477032
2024-11-28T00:00:00Z,134128.93499345
2024-11-27T00:00:00Z,382733.68668244
2024-11-26T00:00:00Z,236150.02368319
2024-11-25T00:00:00Z,232990.64859551
2024-11-24T00:00:00Z,77263.7156154
2024-11-23T00:00:00Z,131112.5514861
2024-11-22T00:00:00Z,328249.61719289
2024-11-21T00:00:00Z,268018.73039867
2024-11-20T00:00:00Z,229348.6455166
2024-11-19T00:00:00Z,175909.06976563
2024-11-18T00:00:00Z,212301.93045566
2024-11-17T00:00:00Z,73989.22388717
2024-11-16T00:00:00Z,71125.17182119
2024-11-15T00:00:00Z,198133.49106307
2024-11-14T00:00:00Z,218857.35693533
2024-11-13T00:00:00Z,319658.33026694
2024-11-12T00:00:00Z,273000.64419309
2024-11-11T00:00:00Z,281279.34767352
2024-11-10T00:00:00Z,144375.28643659
2024-11-09T00:00:00Z,184680.92285413
2024-11-08T00:00:00Z,283104.11204985
2024-11-07T00:00:00Z,287262.24334879
2024-11-06T00:00:00Z,336850.71930399
2024-11-05T00:00:00Z,165986.90247138
2024-11-04T00:00:00Z,175171.90080484
2024-11-03T00:00:00Z,12409.56148712
2024-11-02T00:00:00Z,50414.27048606
2024-11-01T00:00:00Z,206142.16165318
2024-10-31T00:00:00Z,163288.87017071
2024-10-30T00:00:00Z,154979.96568724
2024-10-29T00:00:00Z,218213.4432251
2024-10-28T00:00:00Z,195378.28669659
2024-10-27T00:00:00Z,54956.30380144
2024-10-26T00:00:00Z,74261.53496361
2024-10-25T00:00:00Z,254156.8437164
2024-10-24T00:00:00Z,195466.17945372
2024-10-23T00:00:00Z,213104.24003708
2024-10-22T00:00:00Z,161509.34510832
2024-10-21T00:00:00Z,187310.99173379
2024-10-20T00:00:00Z,51347.51470493
2024-10-19T00:00:00Z,56761.10512388
2024-10-18T00:00:00Z,169441.96959214
2024-10-17T00:00:00Z,197733.42745193
2024-10-16T00:00:00Z,219912.87715015
2024-10-15T00:00:00Z,152617.81246935
2024-10-14T00:00:00Z,207639.75523074
2024-10-13T00:00:00Z,54393.24622023
2024-10-12T00:00:00Z,41375.31554775
2024-10-11T00:00:00Z,186356.64503404
2024-10-10T00:00:00Z,154075.2514638
2024-10-09T00:00:00Z,176662.35141293
2024-10-08T00:00:00Z,180301.40666119
2024-10-07T00:00:00Z,140977.93603606
2024-10-06T00:00:00Z,50264.64928661
2024-10-05T00:00:00Z,41041.1334071
2024-10-04T00:00:00Z,146226.7309861
2024-10-03T00:00:00Z,115955.824147
2024-10-02T00:00:00Z,131440.37369157
2024-10-01T00:00:00Z,148886.49367888
2024-09-30T00:00:00Z,163668.89456387
2024-09-29T00:00:00Z,53751.93359012
2024-09-28T00:00:00Z,43019.92782111
2024-09-27T00:00:00Z,143784.21256589
2024-09-26T00:00:00Z,191538.7171973
2024-09-25T00:00:00Z,147252.77357087
2024-09-24T00:00:00Z,157682.97288039
2024-09-23T00:00:00Z,148632.55201533
2024-09-22T00:00:00Z,85462.50955511
2024-09-21T00:00:00Z,64193.21480214
2024-09-20T00:00:00Z,177957.90959855
2024-09-19T00:00:00Z,230474.54145965
2024-09-18T00:00:00Z,168793.36761767
2024-09-17T00:00:00Z,189750.93730024
2024-09-16T00:00:00Z,163024.37177611
2024-09-15T00:00:00Z,81187.38134155
2024-09-14T00:00:00Z,35540.81959275
2024-09-13T00:00:00Z,196934.66000319
2024-09-12T00:00:00Z,129409.01357708
2024-09-11T00:00:00Z,131174.61112513
2024-09-10T00:00:00Z,158882.56742393
2024-09-09T00:00:00Z,164103.40810409
2024-09-08T00:00:00Z,57911.96761848
2024-09-07T00:00:00Z,68664.37058955
2024-09-06T00:00:00Z,143977.11796987
2024-09-05T00:00:00Z,107320.38926228
2024-09-04T00:00:00Z,137518.03284612
2024-09-03T00:00:00Z,102078.45841104
2024-09-02T00:00:00Z,69606.26695479
2024-09-01T00:00:00Z,46275.43915628
2024-08-31T00:00:00Z,35001.97607676
2024-08-30T00:00:00Z,96193.52318969
2024-08-29T00:00:00Z,173236.00018397
2024-08-28T00:00:00Z,125794.12568755
2024-08-27T00:00:00Z,120998.56418282
2024-08-26T00:00:00Z,126072.06011803
2024-08-25T00:00:00Z,64113.70285497
2024-08-24T00:00:00Z,88667.64073837
2024-08-23T00:00:00Z,219743.01407721
2024-08-22T00:00:00Z,115904.98714927
2024-08-21T00:00:00Z,168413.48526002
2024-08-20T00:00:00Z,179065.1494625
2024-08-19T00:00:00Z,153389.72040188
2024-08-18T00:00:00Z,49113.72066012
2024-08-17T00:00:00Z,70681.54597201
2024-08-16T00:00:00Z,178187.14888052
2024-08-15T00:00:00Z,138921.97810128
2024-08-14T00:00:00Z,191048.26905519
2024-08-13T00:00:00Z,146621.20614904
2024-08-12T00:00:00Z,187302.91888909
2024-08-11T00:00:00Z,43613.09453697
2024-08-10T00:00:00Z,41680.05638423
2024-08-09T00:00:00Z,175294.71136996
2024-08-08T00:00:00Z,168129.6910402
2024-08-07T00:00:00Z,157917.2546021
2024-08-06T00:00:00Z,180776.86825246
2024-08-05T00:00:00Z,233940.0234332
2024-08-04T00:00:00Z,85796.15583262
2024-08-03T00:00:00Z,40953.64494644
2024-08-02T00:00:00Z,111588.95039122
2024-08-01T00:00:00Z,129343.21562809
2024-07-31T00:00:00Z,121780.95750149
2024-07-30T00:00:00Z,141146.47122705
2024-07-29T00:00:00Z,175448.37789484
2024-07-28T00:00:00Z,42244.74022848
2024-07-27T00:00:00Z,95310.24938806
2024-07-26T00:00:00Z,168529.86705814
2024-07-25T00:00:00Z,92329.3916931
2024-07-24T00:00:00Z,115836.86860526
2024-07-23T00:00:00Z,200167.10817548
2024-07-22T00:00:00Z,142580.13766665
2024-07-21T00:00:00Z,107211.2012871
2024-07-20T00:00:00Z,95941.06938443
2024-07-19T00:00:00Z,235208.01081383
2024-07-18T00:00:00Z,154489.9477424
