Datetime,Exchange Inflow (Mean)
2026-04-12T00:00:00Z,27561.02898673
2026-04-11T00:00:00Z,26400.9649599
2026-04-10T00:00:00Z,109318.34821778
2026-04-09T00:00:00Z,62544.10723251
2026-04-08T00:00:00Z,111947.10462457
2026-04-07T00:00:00Z,103601.94020346
2026-04-06T00:00:00Z,85840.59361838
2026-04-05T00:00:00Z,20617.9619083
2026-04-04T00:00:00Z,18265.75356786
2026-04-03T00:00:00Z,57648.00138221
2026-04-02T00:00:00Z,103376.00551457
2026-04-01T00:00:00Z,85901.52141124
2026-03-31T00:00:00Z,96741.57692989
2026-03-30T00:00:00Z,86790.77425511
2026-03-29T00:00:00Z,46400.5411244
2026-03-28T00:00:00Z,21137.98736891
2026-03-27T00:00:00Z,94284.90072823
2026-03-26T00:00:00Z,109515.59767481
2026-03-25T00:00:00Z,71627.54072835
2026-03-24T00:00:00Z,90975.38749117
2026-03-23T00:00:00Z,71113.63103238
2026-03-22T00:00:00Z,28781.9683184
2026-03-21T00:00:00Z,18039.99224805
2026-03-20T00:00:00Z,73546.52066215
2026-03-19T00:00:00Z,65393.38357042
2026-03-18T00:00:00Z,87046.4855571
2026-03-17T00:00:00Z,78008.57327185
2026-03-16T00:00:00Z,99325.32084713
2026-03-15T00:00:00Z,19938.31711519
2026-03-14T00:00:00Z,17576.06883254
2026-03-13T00:00:00Z,99123.80454252
2026-03-12T00:00:00Z,99169.56570707
2026-03-11T00:00:00Z,79511.07930476
2026-03-10T00:00:00Z,106676.89941759
2026-03-09T00:00:00Z,89726.08117002
2026-03-08T00:00:00Z,34057.11720556
2026-03-07T00:00:00Z,31321.41221312
2026-03-06T00:00:00Z,107387.39693876
2026-03-05T00:00:00Z,112828.34143649
2026-03-04T00:00:00Z,109111.15953102
2026-03-03T00:00:00Z,162100.02698816
2026-03-02T00:00:00Z,111327.01202412
2026-03-01T00:00:00Z,32164.18459952
2026-02-28T00:00:00Z,31045.91721551
2026-02-27T00:00:00Z,84997.22550679
2026-02-26T00:00:00Z,84481.74805761
2026-02-25T00:00:00Z,97120.37467283
2026-02-24T00:00:00Z,73833.72636828
2026-02-23T00:00:00Z,113604.38689241
2026-02-22T00:00:00Z,19718.19177189
2026-02-21T00:00:00Z,29241.56245503
2026-02-20T00:00:00Z,98277.12609862
2026-02-19T00:00:00Z,104240.67968486
2026-02-18T00:00:00Z,62443.95345938
2026-02-17T00:00:00Z,76404.08542706
2026-02-16T00:00:00Z,90466.24660036
2026-02-15T00:00:00Z,31627.79087383
2026-02-14T00:00:00Z,17627.06297392
2026-02-13T00:00:00Z,84818.72962442
2026-02-12T00:00:00Z,105473.13443102
2026-02-11T00:00:00Z,86373.60164591
2026-02-10T00:00:00Z,84756.25321121
2026-02-09T00:00:00Z,159884.36515752
2026-02-08T00:00:00Z,38688.20628192
2026-02-07T00:00:00Z,71885.73862445
2026-02-06T00:00:00Z,152446.72989413
2026-02-05T00:00:00Z,89591.51281629
2026-02-04T00:00:00Z,96597.1358149
2026-02-03T00:00:00Z,88721.0064405
2026-02-02T00:00:00Z,89824.0445856
2026-02-01T00:00:00Z,58897.39266646
2026-01-31T00:00:00Z,50940.52510561
2026-01-30T00:00:00Z,113152.85001198
2026-01-29T00:00:00Z,94387.64459959
2026-01-28T00:00:00Z,79793.00025167
2026-01-27T00:00:00Z,83549.67619349
2026-01-26T00:00:00Z,86064.31635118
2026-01-25T00:00:00Z,46512.67192956
2026-01-24T00:00:00Z,37703.19458555
2026-01-23T00:00:00Z,88259.22525853
2026-01-22T00:00:00Z,51065.22635577
2026-01-21T00:00:00Z,69241.67844643
2026-01-20T00:00:00Z,91151.57939782
