date,Exchange Inflow (Top10)
2019-08-19,316967.43344673
2019-08-20,369495.69379809
2019-08-21,717884.30923299
2019-08-22,131652.30447956
2019-08-23,671321.79202384
2019-08-24,267401.36226833
2019-08-25,69466.89159261
2019-08-26,202712.29594764
2019-08-27,282775.3571556
2019-08-28,377733.67243418
2019-08-29,269910.73348378
2019-08-30,210045.6625271
2019-08-31,42612.45479878
2019-09-01,71714.41144117
2019-09-02,271940.13702318
2019-09-03,195891.49634958
2019-09-04,692396.68123725
2019-09-05,168747.92009694
2019-09-06,272825.89341868
2019-09-07,58566.93765127
2019-09-08,77246.83853912
2019-09-09,338012.06049433
2019-09-10,169138.56711169
2019-09-11,115893.94053491
2019-09-12,316355.02695629
2019-09-13,1115574.66732677
2019-09-14,175907.71086366
2019-09-15,113685.0169303
2019-09-16,215379.94945848
2019-09-17,224545.45865558
2019-09-18,283978.61244129
2019-09-19,182000.9687591
2019-09-20,367071.80052418
2019-09-21,93564.42155745
2019-09-22,38992.74693323
2019-09-23,253325.24149539
2019-09-24,213399.96424672
2019-09-25,238199.80054756
2019-09-26,129956.56564603
2019-09-27,435684.85869419
2019-09-28,221683.77749976
2019-09-29,117373.93704155
2019-09-30,135127.75833161
2019-10-01,401046.90045946
2019-10-02,728424.99577618
2019-10-03,177324.14082164
2019-10-04,218768.08978892
2019-10-05,133062.94131673
2019-10-06,221835.96136774
2019-10-07,219071.23490445
2019-10-08,484789.24681908
2019-10-09,273812.23564764
2019-10-10,302095.95448919
2019-10-11,311775.90639472
2019-10-12,236263.11644365
2019-10-13,162406.82120885
2019-10-14,207019.04264304
2019-10-15,233567.52474568
2019-10-16,593157.07816475
2019-10-17,159861.87999869
2019-10-18,223338.78353182
2019-10-19,144651.7653532
2019-10-20,104251.39903703
2019-10-21,490915.48503631
2019-10-22,260370.12225314
2019-10-23,471589.21189978
2019-10-24,504763.47518963
2019-10-25,309682.45187558
2019-10-26,316705.81365421
2019-10-27,377755.03874393
2019-10-28,326478.51337781
2019-10-29,501944.84666585
2019-10-30,376881.72138711
2019-10-31,313889.79831835
2019-11-01,635241.06678225
2019-11-02,307782.26866145
2019-11-03,235276.04469113
2019-11-04,945582.68730575
2019-11-05,643561.79370983
2019-11-06,1038540.53047512
2019-11-07,543906.1637111
2019-11-08,253747.87506231
2019-11-09,371893.90932106
2019-11-10,144719.10498264
2019-11-11,251242.97329283
2019-11-12,353883.44825624
2019-11-13,523834.10386972
2019-11-14,288203.46157692
2019-11-15,760606.56424518
2019-11-16,174952.11246104
2019-11-17,228300.26649379
2019-11-18,507503.75997434
2019-11-19,435097.69915633
2019-11-20,177676.42666706
2019-11-21,530092.68783878
2019-11-22,612492.82070621
2019-11-23,154805.92918197
2019-11-24,180328.85648483
2019-11-25,362805.32475325
2019-11-26,498257.56803302
2019-11-27,437236.60990061
2019-11-28,502412.93638355
2019-11-29,381418.92652069
2019-11-30,543536.57904865
2019-12-01,193401.23400838
2019-12-02,596435.93156337
2019-12-03,419579.63339598
2019-12-04,300691.07642978
2019-12-05,620900.74895393
2019-12-06,574555.09309933
2019-12-07,470342.69884827
2019-12-08,392739.17197115
2019-12-09,328882.89241756
2019-12-10,426147.95988113
2019-12-11,814300.15434244
2019-12-12,461719.36611156
2019-12-13,482339.87832279
2019-12-14,129710.00147059
2019-12-15,176018.72739474
2019-12-16,188776.9716194
2019-12-17,394071.98578753
2019-12-18,875479.58153361
2019-12-19,572341.00781222
2019-12-20,621784.57947517
2019-12-21,314652.30573333
2019-12-22,286457.01037272
2019-12-23,743900.60210003
2019-12-24,883874.76448829
2019-12-25,267760.49860812
2019-12-26,227747.0442753
2019-12-27,593608.80770175
2019-12-28,319842.56727513
2019-12-29,460821.8409389
2019-12-30,505809.10037669
2019-12-31,171741.58041753
2020-01-01,146586.06927413
2020-01-02,490642.6340926
2020-01-03,728158.56843425
2020-01-04,535600.78578945
2020-01-05,249873.96366403
2020-01-06,414894.98514291
2020-01-07,906345.61650176
2020-01-08,751399.33230055
2020-01-09,482560.66771788
2020-01-10,325268.749934
2020-01-11,375519.29530431
2020-01-12,182314.77071465
2020-01-13,316424.18119632
2020-01-14,985058.51947169
2020-01-15,497629.92315808
2020-01-16,670943.79768438
2020-01-17,463189.12769842
2020-01-18,437639.96398713
2020-01-19,624944.92592354
2020-01-20,334683.41666008
2020-01-21,435479.60985354
2020-01-22,501520.82728534
2020-01-23,344031.06069672
2020-01-24,357611.66159527
2020-01-25,99138.55354683
2020-01-26,237973.79992898
2020-01-27,426769.54635606
2020-01-28,410912.86053999
2020-01-29,409903.2694156
2020-01-30,565599.23956004
2020-01-31,390148.17859791
2020-02-01,241113.72783238
2020-02-02,194047.35904037
2020-02-03,324193.30478015
2020-02-04,736061.34086031
2020-02-05,315612.2739346
2020-02-06,396538.19619572
2020-02-07,617441.40466132
2020-02-08,247602.99373514
2020-02-09,832233.46706286
2020-02-10,344455.80772249
2020-02-11,462153.55660841
2020-02-12,482413.8553666
2020-02-13,308258.79323054
2020-02-14,660661.20991654
2020-02-15,308316.17222391
2020-02-16,341753.13680756
2020-02-17,396073.61068457
2020-02-18,450654.61089926
2020-02-19,406134.87781037
2020-02-20,318486.05019418
2020-02-21,819275.05166817
2020-02-22,274351.91802386
2020-02-23,292027.12574375
2020-02-24,250340.60927456
2020-02-25,446511.45391797
2020-02-26,426118.53385943
2020-02-27,1033236.31360338
2020-02-28,242965.53905773
2020-02-29,234469.98043362
2020-03-01,502683.35386083
2020-03-02,657018.2749345
2020-03-03,308647.54182262
2020-03-04,645795.03222783
2020-03-05,647556.36781694
2020-03-06,534087.48899143
2020-03-07,315824.42543463
2020-03-08,246203.24566546
2020-03-09,724909.51116247
2020-03-10,470585.02448556
2020-03-11,338129.38125165
2020-03-12,461140.10786291
2020-03-13,1185417.51577199
2020-03-14,931736.99733425
2020-03-15,810713.19851896
2020-03-16,988552.83846054
2020-03-17,748267.57211953
2020-03-18,650826.05396212
2020-03-19,641504.03518977
2020-03-20,946806.64808001
2020-03-21,740777.78303241
2020-03-22,285060.31923206
2020-03-23,486809.51369557
2020-03-24,710052.95870082
2020-03-25,543407.69991546
2020-03-26,586567.08588128
2020-03-27,594012.33874819
2020-03-28,299192.94546225
2020-03-29,268126.96771786
2020-03-30,604421.4260416
2020-03-31,417615.70262874
2020-04-01,351015.32442974
2020-04-02,518333.63325447
2020-04-03,374470.91864761
2020-04-04,390655.696473
2020-04-05,464158.85544021
2020-04-06,395449.26209501
2020-04-07,416720.48074225
2020-04-08,336053.25466866
2020-04-09,664175.28458144
2020-04-10,343626.55733619
2020-04-11,271559.80524841
2020-04-12,418631.459526
2020-04-13,515948.88637182
2020-04-14,605362.02684401
2020-04-15,519173.80046956
2020-04-16,371620.19776432
2020-04-17,332952.91120415
2020-04-18,207339.03227216
2020-04-19,705268.58310053
2020-04-20,759574.42527847
2020-04-21,985835.2332612
2020-04-22,725253.98695461
2020-04-23,710904.8626095
2020-04-24,712567.70145066
2020-04-25,306531.34726184
2020-04-26,458664.86895863
2020-04-27,566795.51478822
2020-04-28,469277.18532145
2020-04-29,654182.74244379
2020-04-30,813685.1197588
2020-05-01,795676.80695468
2020-05-02,253582.28451844
2020-05-03,1099177.90513518
2020-05-04,401902.25163945
2020-05-05,1654203.6498498
2020-05-06,621550.02981691
2020-05-07,728540.78175524
2020-05-08,1221519.67417939
2020-05-09,693800.73863368
2020-05-10,727235.52565839
2020-05-11,571903.26642835
2020-05-12,448957.98242674
2020-05-13,375697.33885568
2020-05-14,568150.96433375
2020-05-15,471702.99030562
2020-05-16,311171.66008015
2020-05-17,203666.4010356
2020-05-18,1037021.69791495
2020-05-19,621253.76319613
2020-05-20,843966.23255231
2020-05-21,677756.32223494
2020-05-22,527279.34147989
2020-05-23,769075.45724621
2020-05-24,501972.99812113
2020-05-25,507075.47329905
2020-05-26,516354.07243694
2020-05-27,426237.48899006
2020-05-28,554607.29212178
2020-05-29,859559.75883803
2020-05-30,429947.94629636
2020-05-31,399708.74412618
2020-06-01,727929.10008297
2020-06-02,760606.09119854
2020-06-03,895935.26410332
2020-06-04,1183840.46460485
2020-06-05,1200500.99634537
2020-06-06,248198.44332854
2020-06-07,420651.44964241
2020-06-08,920443.66976068
2020-06-09,481159.5502543
2020-06-10,715827.23957299
2020-06-11,743558.75935256
2020-06-12,537636.08456299
2020-06-13,738152.07060301
2020-06-14,443747.4970297
2020-06-15,1307104.26852747
2020-06-16,732294.48114181
2020-06-17,747296.29124201
2020-06-18,840216.30815792
2020-06-19,972547.48290581
2020-06-20,985904.21828962
2020-06-21,754133.98966988
2020-06-22,968283.11568017
2020-06-23,688450.61037399
2020-06-24,965081.19115249
2020-06-25,480757.45179116
2020-06-26,1226341.85345462
2020-06-27,854568.84858342
2020-06-28,722124.08457939
2020-06-29,476999.27390409
2020-06-30,361589.21144914
2020-07-01,444737.66964483
2020-07-02,1072492.57540705
2020-07-03,644425.62541154
2020-07-04,638345.55798915
2020-07-05,369665.16388161
2020-07-06,711847.19257858
2020-07-07,425195.12866485
2020-07-08,994321.77131095
2020-07-09,365868.66713491
2020-07-10,909782.69277173
2020-07-11,363935.34421751
2020-07-12,276617.51150723
2020-07-13,750795.36396617
2020-07-14,340566.35605813
2020-07-15,501358.24109114
2020-07-16,706792.86169019
2020-07-17,548758.46198164
2020-07-18,607103.60429613
2020-07-19,1085224.23815638
2020-07-20,665137.67415797
2020-07-21,816801.31575448
2020-07-22,716599.54514492
2020-07-23,1205743.53171223
2020-07-24,1001520.5976374
2020-07-25,373338.63563986
2020-07-26,953789.39093535
2020-07-27,1146756.90561269
2020-07-28,572835.38543633
2020-07-29,1113909.39031138
2020-07-30,863442.75963091
2020-07-31,939733.27233593
2020-08-01,566890.89262046
2020-08-02,574943.79079346
2020-08-03,977089.14035611
2020-08-04,1461006.77432958
2020-08-05,722790.06119727
2020-08-06,1018389.4953364
2020-08-07,567975.90488727
2020-08-08,465450.35842918
2020-08-09,884343.6355283
2020-08-10,1088589.19742439
2020-08-11,781668.75935299
2020-08-12,589362.38205001
2020-08-13,615707.11887069
2020-08-14,2290128.42755751
2020-08-15,545535.22446206
2020-08-16,571407.09716493
2020-08-17,1203511.4785824
2020-08-18,706218.45626994
2020-08-19,666995.60366241
2020-08-20,567459.61254301
2020-08-21,669667.51346617
2020-08-22,383650.33197938
2020-08-23,495974.87479266
2020-08-24,405151.9073796
2020-08-25,373209.69480901
2020-08-26,933132.15312551
2020-08-27,1198697.40137267
2020-08-28,2627657.56944626
2020-08-29,631544.13339076
2020-08-30,360354.78615565
2020-08-31,3312895.23651295
2020-09-01,1302604.30798144
2020-09-02,1121422.15049143
2020-09-03,1654797.90421618
2020-09-04,1654438.37677526
2020-09-05,672946.43401024
2020-09-06,1330943.0187063
2020-09-07,1433302.08778663
2020-09-08,3177007.54725999
2020-09-09,2034085.22813207
2020-09-10,835857.82302274
2020-09-11,2422321.49042711
2020-09-12,1077308.63695346
2020-09-13,1966068.18587637
2020-09-14,2773514.10338028
2020-09-15,1680623.17255687
2020-09-16,1980289.79603137
2020-09-17,1338530.18967313
2020-09-18,1314540.18369455
2020-09-19,1094161.84751483
2020-09-20,718494.47564425
2020-09-21,1203210.7092725
2020-09-22,851161.2269285
2020-09-23,1522020.12866755
2020-09-24,701000.79459742
2020-09-25,662209.76527942
2020-09-26,586509.48761682
2020-09-27,971586.15088994
2020-09-28,1863610.02366692
2020-09-29,680374.48836535
2020-09-30,1850518.51299451
2020-10-01,6140634.84921387
2020-10-02,1100307.27521402
2020-10-03,1823355.12645543
2020-10-04,1965602.53630591
2020-10-05,2336892.91843196
2020-10-06,1033288.24127393
2020-10-07,1413255.72971715
2020-10-08,1289125.40904521
2020-10-09,935911.04772912
2020-10-10,1252886.96583541
2020-10-11,610472.31099188
2020-10-12,1098361.5212887
2020-10-13,1374897.80394046
2020-10-14,2091960.16229237
2020-10-15,1104997.7410008
2020-10-16,951984.78065712
2020-10-17,690120.59001229
2020-10-18,497853.04272188
2020-10-19,2098010.13829255
2020-10-20,501297.70147505
2020-10-21,4644450.15190015
2020-10-22,1514598.73992649
2020-10-23,1072180.63894802
2020-10-24,7501531.07983257
2020-10-25,530562.06408446
2020-10-26,1923078.4360594
2020-10-27,670124.69202418
2020-10-28,857621.58400166
2020-10-29,3555491.38538709
2020-10-30,1898966.96860504
2020-10-31,636574.86790711
2020-11-01,593115.01831523
2020-11-02,1659741.8368835
2020-11-03,1269304.70683384
2020-11-04,624827.18678405
2020-11-05,1085658.75210607
2020-11-06,1081946.08997744
2020-11-07,882481.99403588
2020-11-08,473782.38104404
2020-11-09,1346988.40557771
2020-11-10,870388.45333317
2020-11-11,1178333.62712034
2020-11-12,1094359.23051142
2020-11-13,1329987.80170274
2020-11-14,1525605.5285456
2020-11-15,899617.45755908
2020-11-16,853248.82266163
2020-11-17,5775080.91202781
2020-11-18,1471847.47791124
2020-11-19,1929173.12598469
2020-11-20,867296.91440182
2020-11-21,1010254.41689142
2020-11-22,1060020.89808502
2020-11-23,11375746.37787096
2020-11-24,1302106.27797652
2020-11-25,3216010.39744991
2020-11-26,1698978.24294486
2020-11-27,997562.84957187
2020-11-28,858453.49885277
2020-11-29,554325.05218622
2020-11-30,2199772.57854445
2020-12-01,1967590.12010813
2020-12-02,1363343.98696935
2020-12-03,794125.05455823
2020-12-04,2300158.56986813
2020-12-05,853850.27410439
2020-12-06,1049484.17665724
2020-12-07,3096020.72642798
2020-12-08,1186832.64996023
2020-12-09,2323201.10665646
2020-12-10,1702343.62862602
2020-12-11,868454.39654238
2020-12-12,808947.73147327
2020-12-13,1022312.0497994
2020-12-14,1730139.58345034
2020-12-15,1508110.18292631
2020-12-16,2590080.15767875
2020-12-17,2374021.2896229
2020-12-18,1972056.77856421
2020-12-19,2776076.97713846
2020-12-20,1049873.82638012
2020-12-21,3058203.93192028
2020-12-22,3626127.19811498
2020-12-23,2638796.41826305
2020-12-24,1556835.31795071
2020-12-25,2813474.45508521
2020-12-26,738732.54838346
2020-12-27,1361356.00576685
2020-12-28,1345121.9758102
2020-12-29,2502824.38996862
2020-12-30,2125601.1255276
2020-12-31,2663684.97886246
2021-01-01,3106359.70613986
2021-01-02,2906055.2629486
2021-01-03,2224383.92162684
2021-01-04,4169088.40437393
2021-01-05,2509690.77474505
2021-01-06,1814762.07550875
2021-01-07,2665943.6183874
2021-01-08,2343726.90444826
2021-01-09,1268343.97919671
2021-01-10,1534509.10997237
2021-01-11,3606556.17782432
2021-01-12,2981743.73806787
2021-01-13,2637643.97050211
2021-01-14,2248670.39183998
2021-01-15,2009295.78587817
2021-01-16,1635477.48127804
2021-01-17,1296968.5076082
2021-01-18,2332603.81521514
2021-01-19,1866402.30788075
2021-01-20,2226875.14310216
2021-01-21,2499113.54311885
2021-01-22,2818842.08529252
2021-01-23,1187482.44700318
2021-01-24,1486913.60576071
2021-01-25,2898581.53090297
2021-01-26,2187563.59747069
2021-01-27,2443175.45530533
2021-01-28,2425859.96996314
2021-01-29,2587846.4829288
2021-01-30,1594684.60941672
2021-01-31,1123235.95137867
2021-02-01,1689175.8558864
2021-02-02,4413085.48076917
2021-02-03,5653181.24939252
2021-02-04,2082400.90426839
2021-02-05,4355538.21830684
2021-02-06,1281086.18394926
2021-02-07,1455354.12185284
2021-02-08,2091128.70062126
2021-02-09,2043091.7826179
2021-02-10,2058358.47664558
2021-02-11,2966385.98593128
2021-02-12,1805805.34496428
2021-02-13,3100711.72417932
2021-02-14,1886294.33613225
2021-02-15,5450646.8807334
2021-02-16,4758887.60485527
2021-02-17,3515644.76458398
2021-02-18,1939350.60223188
2021-02-19,2859638.71624151
2021-02-20,2034810.09250721
2021-02-21,1749190.75864592
2021-02-22,2739687.57865283
2021-02-23,9469304.98896437
2021-02-24,2668540.52066963
2021-02-25,2756559.12722591
2021-02-26,3245190.4338056
2021-02-27,2452749.00427955
2021-02-28,1736283.10242646
2021-03-01,2589014.33603447
2021-03-02,2143873.62748178
2021-03-03,2478107.53190408
2021-03-04,1672316.14814254
2021-03-05,6953465.51207036
2021-03-06,2495278.24729258
2021-03-07,5113876.16807354
2021-03-08,2149505.24120988
2021-03-09,6394422.35507084
2021-03-10,7219681.72432327
2021-03-11,7125399.68869576
2021-03-12,4594800.58478782
2021-03-13,3108632.89692155
2021-03-14,1486652.74985827
2021-03-15,6153304.70152202
2021-03-16,2502251.24360963
2021-03-17,3588125.72800561
2021-03-18,2760508.38757377
2021-03-19,3778737.56764922
2021-03-20,4476205.91664154
2021-03-21,3104931.32076307
2021-03-22,4103888.35994963
2021-03-23,4738066.03284067
2021-03-24,5848579.62289267
2021-03-25,4025028.84917735
2021-03-26,4469410.49764547
2021-03-27,3094815.66887147
2021-03-28,1490217.89322601
2021-03-29,4818646.48763467
2021-03-30,7478346.36928651
2021-03-31,2775208.27218715
2021-04-01,4577824.65753572
2021-04-02,4035918.76133975
2021-04-03,2026038.41430121
2021-04-04,1534649.9767938
2021-04-05,3781419.80039793
2021-04-06,2517558.62844729
2021-04-07,2571639.18296794
2021-04-08,2622259.86774084
2021-04-09,2137563.32570492
2021-04-10,2417410.05550952
2021-04-11,898640.99541866
2021-04-12,9103804.51215207
2021-04-13,1896267.760665
2021-04-14,3857087.09139906
2021-04-15,2618041.74375369
2021-04-16,5531444.29338444
2021-04-17,4080400.53263338
2021-04-18,3163657.81761006
2021-04-19,3455002.19599235
2021-04-20,3187559.53306256
2021-04-21,5079187.90085962
2021-04-22,2646904.23490853
2021-04-23,3499001.37897075
2021-04-24,2190210.64016176
2021-04-25,1478857.5636354
2021-04-26,3315815.86387919
2021-04-27,2121777.34745715
2021-04-28,2995202.61702854
2021-04-29,2367119.80727662
2021-04-30,3305774.80466962
2021-05-01,8171076.41759331
2021-05-02,1472246.25286273
2021-05-03,4003001.5023822
2021-05-04,3017061.29123232
2021-05-05,3863286.50040879
2021-05-06,13586040.55615613
2021-05-07,4593606.01619012
2021-05-08,4149781.96623529
2021-05-09,4120483.74567919
2021-05-10,3744705.66047381
2021-05-11,4071342.68609118
2021-05-12,4123008.00606272
2021-05-13,6847125.18393993
2021-05-14,5696983.67973604
2021-05-15,5241316.66423183
2021-05-16,3806319.92592811
2021-05-17,3733850.76698837
2021-05-18,8059689.25585633
2021-05-19,8666800.41747144
2021-05-20,5751096.44429473
