date,Exchange Depositing Addresses
2022-09-21,7084
2022-09-22,5997
2022-09-23,6466
2022-09-24,4414
2022-09-25,3756
2022-09-26,6376
2022-09-27,10439
2022-09-28,6341
2022-09-29,8141
2022-09-30,6896
2022-10-01,4890
2022-10-02,4291
2022-10-03,6191
2022-10-04,5469
2022-10-05,3599
2022-10-06,5510
2022-10-07,3810
2022-10-08,2654
2022-10-09,2207
2022-10-10,5524
2022-10-11,3903
2022-10-12,3506
2022-10-13,4115
2022-10-14,3639
2022-10-15,2512
2022-10-16,2249
2022-10-17,5848
2022-10-18,3860
2022-10-19,3211
2022-10-20,3081
2022-10-21,3389
2022-10-22,2317
2022-10-23,1998
2022-10-24,7988
2022-10-25,3995
2022-10-26,7899
2022-10-27,8301
2022-10-28,5706
2022-10-29,3623
2022-10-30,4908
2022-10-31,6492
2022-11-01,4960
2022-11-02,4707
2022-11-03,4330
2022-11-04,4656
2022-11-05,3222
2022-11-06,2995
2022-11-07,6162
2022-11-08,9699
2022-11-09,39036
2022-11-10,16703
2022-11-11,7630
2022-11-12,5547
2022-11-13,7878
2022-11-14,29204
2022-11-15,23462
2022-11-16,5148
2022-11-17,7470
2022-11-18,6303
2022-11-19,3373
2022-11-20,4707
2022-11-21,6844
2022-11-22,5766
2022-11-23,4842
2022-11-24,17635
2022-11-25,4937
2022-11-26,8192
2022-11-27,4062
2022-11-28,5051
2022-11-29,5308
2022-11-30,6544
2022-12-01,6601
2022-12-02,5226
2022-12-03,3561
2022-12-04,2408
2022-12-05,5553
2022-12-06,5003
2022-12-07,4269
2022-12-08,4150
2022-12-09,3824
2022-12-10,2969
2022-12-11,2790
2022-12-12,4903
2022-12-13,8327
2022-12-14,4243
2022-12-15,4907
2022-12-16,5280
2022-12-17,6328
2022-12-18,2653
2022-12-19,4777
2022-12-20,4379
2022-12-21,4054
2022-12-22,4157
2022-12-23,4401
2022-12-24,2643
2022-12-25,1943
2022-12-26,3256
2022-12-27,4571
2022-12-28,4179
2022-12-29,4643
2022-12-30,4763
2022-12-31,3533
2023-01-01,2800
2023-01-02,4219
2023-01-03,6119
2023-01-04,5917
2023-01-05,6783
2023-01-06,6285
2023-01-07,6618
2023-01-08,2571
2023-01-09,5948
2023-01-10,4813
2023-01-11,6883
2023-01-12,6091
2023-01-13,7627
2023-01-14,5744
2023-01-15,3762
2023-01-16,6275
2023-01-17,4984
2023-01-18,5387
2023-01-19,5372
2023-01-20,10481
2023-01-21,5017
2023-01-22,4636
2023-01-23,4632
2023-01-24,5022
2023-01-25,6419
2023-01-26,5257
2023-01-27,10005
2023-01-28,3035
2023-01-29,2997
2023-01-30,4877
2023-01-31,5538
2023-02-01,6068
2023-02-02,6802
2023-02-03,6016
2023-02-04,3602
2023-02-05,3477
2023-02-06,5402
2023-02-07,6151
2023-02-08,4798
2023-02-09,5498
2023-02-10,6656
2023-02-11,3227
2023-02-12,3332
2023-02-13,5167
2023-02-14,10798
2023-02-15,4981
2023-02-16,5761
2023-02-17,4741
2023-02-18,3570
2023-02-19,3478
2023-02-20,5555
2023-02-21,4246
2023-02-22,4304
2023-02-23,3825
2023-02-24,4707
2023-02-25,3190
2023-02-26,2836
2023-02-27,4641
2023-02-28,6746
2023-03-01,5436
2023-03-02,5564
2023-03-03,7152
2023-03-04,3041
2023-03-05,3018
2023-03-06,5571
2023-03-07,4446
2023-03-08,4004
2023-03-09,5441
2023-03-10,9907
2023-03-11,21031
2023-03-12,7480
2023-03-13,10111
2023-03-14,8583
2023-03-15,3960
2023-03-16,3714
2023-03-17,4540
2023-03-18,2734
2023-03-19,3241
2023-03-20,4455
2023-03-21,5745
2023-03-22,4687
2023-03-23,4523
2023-03-24,3684
2023-03-25,2441
2023-03-26,2190
2023-03-27,3557
2023-03-28,8518
2023-03-29,5123
2023-03-30,4384
2023-03-31,5289
2023-04-01,3419
2023-04-02,2835
2023-04-03,4590
2023-04-04,4135
2023-04-05,4150
2023-04-06,3717
2023-04-07,3225
2023-04-08,2415
2023-04-09,2527
2023-04-10,3729
2023-04-11,4586
2023-04-12,4130
2023-04-13,3769
2023-04-14,4686
2023-04-15,3131
2023-04-16,2792
2023-04-17,4627
2023-04-18,3527
2023-04-19,3789
2023-04-20,3818
2023-04-21,10135
2023-04-22,2852
2023-04-23,2388
2023-04-24,3405
2023-04-25,3668
2023-04-26,4027
2023-04-27,3718
2023-04-28,3795
2023-04-29,3167
2023-04-30,2480
2023-05-01,3430
2023-05-02,3803
2023-05-03,4372
2023-05-04,3400
2023-05-05,3946
2023-05-06,2826
2023-05-07,2207
2023-05-08,4267
2023-05-09,3615
2023-05-10,3314
2023-05-11,3251
2023-05-12,3594
2023-05-13,3157
2023-05-14,2214
2023-05-15,3332
2023-05-16,4455
2023-05-17,9894
2023-05-18,4769
2023-05-19,3071
2023-05-20,2331
2023-05-21,1970
2023-05-22,5501
2023-05-23,5415
2023-05-24,3499
2023-05-25,3298
2023-05-26,3197
2023-05-27,2252
2023-05-28,1924
2023-05-29,2781
2023-05-30,10059
2023-05-31,4306
2023-06-01,3992
2023-06-02,4023
2023-06-03,2692
2023-06-04,2463
2023-06-05,4400
2023-06-06,3826
2023-06-07,3717
2023-06-08,18477
2023-06-09,4719
2023-06-10,32806
2023-06-11,10232
2023-06-12,3630
2023-06-13,3630
2023-06-14,3514
2023-06-15,4709
2023-06-16,3815
2023-06-17,2550
2023-06-18,1971
2023-06-19,3043
2023-06-20,3607
2023-06-21,4702
2023-06-22,3482
2023-06-23,3730
2023-06-24,2898
2023-06-25,2856
2023-06-26,3636
2023-06-27,4697
2023-06-28,4544
2023-06-29,5222
2023-06-30,7463
2023-07-01,5320
2023-07-02,4321
2023-07-03,5620
2023-07-04,5439
2023-07-05,5229
2023-07-06,4968
2023-07-07,7170
2023-07-08,5296
2023-07-09,4367
2023-07-10,5431
2023-07-11,5108
2023-07-12,4852
2023-07-13,4908
2023-07-14,5343
2023-07-15,3134
2023-07-16,4763
2023-07-17,4805
2023-07-18,4140
2023-07-19,4027
2023-07-20,4655
2023-07-21,7726
2023-07-22,6784
2023-07-23,3158
2023-07-24,5086
2023-07-25,3423
2023-07-26,11507
2023-07-27,4039
2023-07-28,3453
2023-07-29,2853
2023-07-30,2456
2023-07-31,15112
2023-08-01,5265
2023-08-02,4057
2023-08-03,4501
2023-08-04,3585
2023-08-05,2433
2023-08-06,2211
2023-08-07,4079
2023-08-08,5657
2023-08-09,3370
2023-08-10,3429
2023-08-11,3553
2023-08-12,2337
2023-08-13,2996
2023-08-14,3325
2023-08-15,3862
2023-08-16,3743
2023-08-17,4639
2023-08-18,4826
2023-08-19,2933
2023-08-20,2200
2023-08-21,4717
2023-08-22,3878
2023-08-23,3881
2023-08-24,3484
2023-08-25,3624
2023-08-26,2488
2023-08-27,2196
2023-08-28,3403
2023-08-29,3715
2023-08-30,3711
2023-08-31,4541
2023-09-01,4838
2023-09-02,3001
2023-09-03,2538
2023-09-04,3685
2023-09-05,3963
2023-09-06,3682
2023-09-07,3304
2023-09-08,3614
2023-09-09,2470
2023-09-10,2420
2023-09-11,3917
2023-09-12,3795
2023-09-13,4069
2023-09-14,3316
2023-09-15,4538
2023-09-16,3292
2023-09-17,2139
2023-09-18,3591
2023-09-19,3532
2023-09-20,3643
2023-09-21,3608
2023-09-22,3545
2023-09-23,2292
2023-09-24,3061
2023-09-25,4938
2023-09-26,3454
2023-09-27,3778
2023-09-28,3843
2023-09-29,4662
2023-09-30,3112
2023-10-01,3050
2023-10-02,5446
2023-10-03,4233
2023-10-04,4229
2023-10-05,8240
2023-10-06,7035
2023-10-07,2412
2023-10-08,2273
2023-10-09,4044
2023-10-10,4603
2023-10-11,5003
2023-10-12,5054
2023-10-13,4094
2023-10-14,3249
2023-10-15,2431
2023-10-16,5059
2023-10-17,3870
2023-10-18,4627
2023-10-19,3877
2023-10-20,4175
2023-10-21,3017
2023-10-22,2675
2023-10-23,4701
2023-10-24,5404
2023-10-25,4861
2023-10-26,4662
2023-10-27,4615
2023-10-28,3297
2023-10-29,2685
2023-10-30,4568
2023-10-31,5906
2023-11-01,5037
2023-11-02,6017
2023-11-03,4832
2023-11-04,3256
2023-11-05,2986
2023-11-06,4389
2023-11-07,5267
2023-11-08,3697
2023-11-09,4865
2023-11-10,4852
2023-11-11,3878
2023-11-12,3109
2023-11-13,4528
2023-11-14,4506
2023-11-15,4755
2023-11-16,4918
2023-11-17,4658
2023-11-18,4184
2023-11-19,2844
2023-11-20,4403
2023-11-21,4622
2023-11-22,4531
2023-11-23,4253
2023-11-24,4253
2023-11-25,3306
2023-11-26,3045
2023-11-27,4505
2023-11-28,4160
2023-11-29,4531
2023-11-30,4859
2023-12-01,5385
2023-12-02,3726
2023-12-03,3395
2023-12-04,5633
2023-12-05,5631
2023-12-06,5905
2023-12-07,5783
2023-12-08,8261
2023-12-09,4855
2023-12-10,4133
2023-12-11,6083
2023-12-12,4216
2023-12-13,4696
2023-12-14,5694
2023-12-15,4968
2023-12-16,4153
2023-12-17,3516
2023-12-18,9292
2023-12-19,4656
2023-12-20,4676
2023-12-21,4633
2023-12-22,5631
2023-12-23,4199
2023-12-24,3984
2023-12-25,3840
2023-12-26,5183
2023-12-27,4628
2023-12-28,5605
2023-12-29,5773
2023-12-30,5188
2023-12-31,4147
2024-01-01,3854
2024-01-02,6004
2024-01-03,5842
2024-01-04,6156
2024-01-05,5283
2024-01-06,3656
2024-01-07,3101
2024-01-08,5224
2024-01-09,5271
2024-01-10,4978
2024-01-11,5975
2024-01-12,5476
2024-01-13,3468
2024-01-14,3031
2024-01-15,4225
2024-01-16,4272
2024-01-17,4716
2024-01-18,5526
2024-01-19,5210
2024-01-20,3827
2024-01-21,3490
2024-01-22,5218
2024-01-23,5915
2024-01-24,4489
2024-01-25,4273
2024-01-26,4863
2024-01-27,3411
2024-01-28,3116
2024-01-29,4460
2024-01-30,4974
2024-01-31,5778
2024-02-01,5300
2024-02-02,5632
2024-02-03,3472
2024-02-04,3390
2024-02-05,5306
2024-02-06,4471
2024-02-07,4309
2024-02-08,5604
2024-02-09,5266
2024-02-10,3617
2024-02-11,3346
2024-02-12,4027
2024-02-13,4769
2024-02-14,4545
2024-02-15,5172
2024-02-16,4801
2024-02-17,3654
2024-02-18,2940
2024-02-19,4101
2024-02-20,4598
2024-02-21,4297
2024-02-22,4372
2024-02-23,4540
2024-02-24,3072
2024-02-25,2993
2024-02-26,4643
2024-02-27,5315
2024-02-28,5969
2024-02-29,5917
2024-03-01,6404
2024-03-02,4725
2024-03-03,4491
2024-03-04,5472
2024-03-05,6583
2024-03-06,5669
2024-03-07,6129
2024-03-08,5800
2024-03-09,4424
2024-03-10,4203
2024-03-11,5891
2024-03-12,5781
2024-03-13,5177
2024-03-14,6607
2024-03-15,6819
2024-03-16,5638
2024-03-17,4943
2024-03-18,5782
2024-03-19,6297
2024-03-20,7937
2024-03-21,4962
2024-03-22,5442
2024-03-23,4154
2024-03-24,4044
2024-03-25,5450
2024-03-26,5267
2024-03-27,5194
2024-03-28,5290
2024-03-29,5199
2024-03-30,3696
2024-03-31,3976
2024-04-01,4814
2024-04-02,7231
2024-04-03,6959
2024-04-04,11705
2024-04-05,8319
2024-04-06,3949
2024-04-07,3968
2024-04-08,6631
2024-04-09,5996
2024-04-10,5839
2024-04-11,7281
2024-04-12,5285
2024-04-13,7688
2024-04-14,4896
2024-04-15,6605
2024-04-16,6318
2024-04-17,4557
2024-04-18,8832
2024-04-19,5033
2024-04-20,3391
2024-04-21,3963
2024-04-22,3798
2024-04-23,4549
2024-04-24,4378
2024-04-25,4684
2024-04-26,4422
2024-04-27,3562
2024-04-28,3068
2024-04-29,5769
2024-04-30,6695
2024-05-01,6358
2024-05-02,6152
2024-05-03,6516
2024-05-04,3772
2024-05-05,2896
2024-05-06,5588
2024-05-07,5266
2024-05-08,4733
2024-05-09,4459
2024-05-10,5343
2024-05-11,3215
2024-05-12,3403
2024-05-13,4679
2024-05-14,4491
2024-05-15,4057
2024-05-16,5203
2024-05-17,5954
2024-05-18,5760
2024-05-19,3411
2024-05-20,7700
2024-05-21,10909
2024-05-22,8374
2024-05-23,4982
2024-05-24,6058
2024-05-25,6678
2024-05-26,4045
2024-05-27,4756
2024-05-28,7012
2024-05-29,3921
2024-05-30,4725
2024-05-31,5996
2024-06-01,3740
2024-06-02,3484
2024-06-03,5525
2024-06-04,5325
2024-06-05,6426
2024-06-06,5004
2024-06-07,4957
2024-06-08,3460
2024-06-09,3018
2024-06-10,6960
2024-06-11,4956
2024-06-12,5755
2024-06-13,4343
2024-06-14,5646
2024-06-15,3275
2024-06-16,2881
2024-06-17,7536
2024-06-18,5252
2024-06-19,4340
2024-06-20,4146
2024-06-21,4944
2024-06-22,3753
2024-06-23,2494
2024-06-24,5434
2024-06-25,9512
2024-06-26,4543
2024-06-27,4835
2024-06-28,7940
2024-06-29,5760
2024-06-30,4233
2024-07-01,6423
2024-07-02,5750
2024-07-03,5522
2024-07-04,5893
2024-07-05,7350
2024-07-06,4544
2024-07-07,3003
2024-07-08,5355
2024-07-09,4769
2024-07-10,4858
2024-07-11,5239
2024-07-12,5065
2024-07-13,2733
2024-07-14,2737
2024-07-15,5004
2024-07-16,4236
2024-07-17,4437
2024-07-18,3861
2024-07-19,4593
2024-07-20,3379
2024-07-21,2953
2024-07-22,4439
2024-07-23,6489
2024-07-24,5942
2024-07-25,7103
2024-07-26,4796
2024-07-27,3523
2024-07-28,2977
2024-07-29,4668
2024-07-30,4862
2024-07-31,5954
2024-08-01,5843
2024-08-02,6153
2024-08-03,9098
2024-08-04,4565
2024-08-05,8762
2024-08-06,7180
2024-08-07,5530
2024-08-08,5157
2024-08-09,4392
2024-08-10,3294
2024-08-11,2959
2024-08-12,5196
2024-08-13,4107
2024-08-14,4236
2024-08-15,4599
2024-08-16,4531
2024-08-17,2934
2024-08-18,2721
2024-08-19,4601
2024-08-20,4542
2024-08-21,4193
2024-08-22,4466
2024-08-23,4828
2024-08-24,3454
2024-08-25,3115
2024-08-26,4816
2024-08-27,5147
2024-08-28,5050
2024-08-29,5183
2024-08-30,6741
2024-08-31,3548
2024-09-01,4012
2024-09-02,5507
2024-09-03,5387
2024-09-04,5513
2024-09-05,5169
2024-09-06,5369
2024-09-07,3880
2024-09-08,3146
2024-09-09,5011
2024-09-10,6338
2024-09-11,6019
2024-09-12,3986
2024-09-13,4790
2024-09-14,7276
2024-09-15,2534
2024-09-16,4039
2024-09-17,3916
2024-09-18,3773
2024-09-19,4166
2024-09-20,3921
2024-09-21,3053
2024-09-22,2685
2024-09-23,4439
2024-09-24,4033
2024-09-25,4513
2024-09-26,4496
2024-09-27,5962
2024-09-28,3103
2024-09-29,3148
2024-09-30,6001
2024-10-01,7602
2024-10-02,5101
2024-10-03,5566
2024-10-04,5342
2024-10-05,3386
2024-10-06,2818
2024-10-07,5741
2024-10-08,4768
2024-10-09,4343
2024-10-10,4853
2024-10-11,4633
2024-10-12,5484
2024-10-13,2696
2024-10-14,4202
2024-10-15,8447
2024-10-16,4313
2024-10-17,4139
2024-10-18,4066
2024-10-19,3353
2024-10-20,3165
2024-10-21,4920
2024-10-22,4615
2024-10-23,4632
2024-10-24,4799
2024-10-25,5884
2024-10-26,3659
2024-10-27,3193
2024-10-28,4574
2024-10-29,5627
2024-10-30,5091
2024-10-31,6225
2024-11-01,5986
2024-11-02,4093
2024-11-03,16651
2024-11-04,5813
2024-11-05,6116
2024-11-06,7405
2024-11-07,6479
2024-11-08,5723
2024-11-09,4593
2024-11-10,5255
2024-11-11,6429
2024-11-12,7480
2024-11-13,6202
2024-11-14,6716
2024-11-15,6689
2024-11-16,5584
2024-11-17,4914
2024-11-18,6620
2024-11-19,6582
2024-11-20,6476
2024-11-21,6700
2024-11-22,7156
2024-11-23,5873
2024-11-24,5652
2024-11-25,6609
2024-11-26,7058
2024-11-27,6640
2024-11-28,6232
2024-11-29,7754
2024-11-30,5761
2024-12-01,6352
2024-12-02,8416
2024-12-03,8216
2024-12-04,8539
2024-12-05,9135
2024-12-06,7635
2024-12-07,5045
2024-12-08,5143
2024-12-09,7508
2024-12-10,6879
2024-12-11,6067
2024-12-12,6912
2024-12-13,6722
2024-12-14,5199
2024-12-15,5440
2024-12-16,7061
2024-12-17,9980
2024-12-18,6586
2024-12-19,9833
2024-12-20,8434
2024-12-21,5729
2024-12-22,4867
2024-12-23,7100
2024-12-24,5888
2024-12-25,4572
2024-12-26,5501
2024-12-27,7569
2024-12-28,5271
2024-12-29,5965
2024-12-30,10649
2024-12-31,7772
2025-01-01,4967
2025-01-02,6616
2025-01-03,7496
2025-01-04,5104
2025-01-05,4845
2025-01-06,7141
2025-01-07,7446
2025-01-08,7346
2025-01-09,7357
2025-01-10,7263
2025-01-11,5697
2025-01-12,5070
2025-01-13,7789
2025-01-14,6583
2025-01-15,7543
2025-01-16,8739
2025-01-17,8144
2025-01-18,8958
2025-01-19,8484
2025-01-20,12090
2025-01-21,10756
2025-01-22,6988
2025-01-23,7965
2025-01-24,6975
2025-01-25,6225
2025-01-26,5412
2025-01-27,8645
2025-01-28,7676
2025-01-29,7583
2025-01-30,7403
2025-01-31,8187
2025-02-01,6819
2025-02-02,7153
2025-02-03,12003
2025-02-04,10221
2025-02-05,7665
2025-02-06,8123
2025-02-07,10468
2025-02-08,5468
2025-02-09,6067
2025-02-10,7629
2025-02-11,7939
2025-02-12,7854
2025-02-13,8234
2025-02-14,7904
2025-02-15,5824
2025-02-16,4926
2025-02-17,8529
2025-02-18,8626
2025-02-19,7129
2025-02-20,8034
2025-02-21,8587
2025-02-22,6674
2025-02-23,5457
2025-02-24,8333
2025-02-25,13166
2025-02-26,9538
2025-02-27,8930
2025-02-28,12308
2025-03-01,6706
2025-03-02,7224
2025-03-03,10418
2025-03-04,11107
2025-03-05,11119
2025-03-06,9021
2025-03-07,9188
2025-03-08,14472
2025-03-09,6527
2025-03-10,11930
2025-03-11,18158
2025-03-12,12786
2025-03-13,7451
2025-03-14,7104
2025-03-15,4765
2025-03-16,4885
2025-03-17,10330
2025-03-18,8139
2025-03-19,7511
2025-03-20,8454
2025-03-21,8427
2025-03-22,5100
2025-03-23,4802
2025-03-24,7943
2025-03-25,8307
2025-03-26,8002
2025-03-27,8971
2025-03-28,9562
2025-03-29,6629
2025-03-30,5779
2025-03-31,10397
2025-04-01,11187
2025-04-02,10573
2025-04-03,11066
2025-04-04,10186
2025-04-05,6123
2025-04-06,7812
2025-04-07,14618
2025-04-08,11966
2025-04-09,11093
2025-04-10,10503
2025-04-11,10074
2025-04-12,6602
2025-04-13,6442
2025-04-14,10438
2025-04-15,10758
2025-04-16,9439
2025-04-17,8835
2025-04-18,7906
2025-04-19,5862
2025-04-20,4876
2025-04-21,9687
2025-04-22,10110
2025-04-23,10864
2025-04-24,10063
2025-04-25,10622
2025-04-26,7135
2025-04-27,6407
2025-04-28,10305
2025-04-29,13148
2025-04-30,11331
2025-05-01,10573
2025-05-02,10807
2025-05-03,6631
2025-05-04,6748
2025-05-05,12972
2025-05-06,11328
2025-05-07,9382
2025-05-08,11591
2025-05-09,13088
2025-05-10,8116
2025-05-11,7651
2025-05-12,11458
2025-05-13,11142
2025-05-14,10635
2025-05-15,12011
2025-05-16,11154
2025-05-17,7353
2025-05-18,7161
2025-05-19,10258
2025-05-20,13565
2025-05-21,9588
2025-05-22,10289
2025-05-23,10512
2025-05-24,7992
2025-05-25,7231
2025-05-26,10211
2025-05-27,11562
2025-05-28,11079
2025-05-29,11332
2025-05-30,11772
2025-05-31,8742
2025-06-01,7957
2025-06-02,13877
2025-06-03,12144
2025-06-04,10456
2025-06-05,11282
2025-06-06,10682
2025-06-07,8836
2025-06-08,6984
2025-06-09,11046
2025-06-10,12479
2025-06-11,10964
2025-06-12,11302
2025-06-13,13740
2025-06-14,7631
2025-06-15,7650
2025-06-16,11159
2025-06-17,12094
2025-06-18,10022
2025-06-19,10030
2025-06-20,9825
2025-06-21,7506
2025-06-22,8100
2025-06-23,10784
2025-06-24,10264
2025-06-25,10391
2025-06-26,11467
2025-06-27,11081
2025-06-28,7190
2025-06-29,7108
2025-06-30,12845
2025-07-01,14046
2025-07-02,12697
2025-07-03,12179
2025-07-04,11234
2025-07-05,7619
2025-07-06,7378
2025-07-07,11707
2025-07-08,12052
2025-07-09,11297
2025-07-10,13464
2025-07-11,14505
2025-07-12,10888
2025-07-13,8222
2025-07-14,13172
2025-07-15,12182
2025-07-16,12707
2025-07-17,12445
2025-07-18,12556
2025-07-19,9593
2025-07-20,8666
2025-07-21,13085
2025-07-22,12535
2025-07-23,12098
2025-07-24,11409
2025-07-25,11465
2025-07-26,8115
2025-07-27,8006
2025-07-28,12212
2025-07-29,11799
2025-07-30,12167
2025-07-31,14657
2025-08-01,15979
2025-08-02,11440
2025-08-03,8741
2025-08-04,13191
2025-08-05,12923
2025-08-06,11715
2025-08-07,12530
2025-08-08,13622
2025-08-09,16759
2025-08-10,11922
2025-08-11,13586
2025-08-12,13347
2025-08-13,14418
2025-08-14,14071
2025-08-15,13440
2025-08-16,11462
2025-08-17,8402
2025-08-18,11849
2025-08-19,12646
2025-08-20,12233
2025-08-21,11721
2025-08-22,13783
2025-08-23,10084
2025-08-24,8579
2025-08-25,12809
2025-08-26,13185
2025-08-27,13349
2025-08-28,12618
2025-08-29,14851
2025-08-30,8958
2025-08-31,9373
2025-09-01,15015
2025-09-02,15120
2025-09-03,13060
2025-09-04,13740
2025-09-05,14533
2025-09-06,9095
2025-09-07,8311
2025-09-08,13973
2025-09-09,13356
2025-09-10,13459
2025-09-11,12858
2025-09-12,13324
2025-09-13,9729
2025-09-14,8680
2025-09-15,13717
2025-09-16,13200
2025-09-17,12419
2025-09-18,12757
2025-09-19,12584
2025-09-20,8773
2025-09-21,8035
2025-09-22,13621
2025-09-23,12661
2025-09-24,13526
2025-09-25,17291
2025-09-26,13300
2025-09-27,8909
2025-09-28,8152
2025-09-29,14984
2025-09-30,17216
2025-10-01,34111
2025-10-02,31632
2025-10-03,16938
2025-10-04,11501
2025-10-05,10293
2025-10-06,14482
2025-10-07,18586
2025-10-08,14896
2025-10-09,14463
2025-10-10,15853
2025-10-11,17710
2025-10-12,11236
2025-10-13,14638
2025-10-14,15491
2025-10-15,14949
2025-10-16,14423
2025-10-17,15267
2025-10-18,10893
2025-10-19,9019
2025-10-20,12324
2025-10-21,13882
2025-10-22,14327
2025-10-23,12751
2025-10-24,12813
2025-10-25,8477
2025-10-26,9307
2025-10-27,14814
2025-10-28,17177
2025-10-29,14036
2025-10-30,15327
2025-10-31,15954
2025-11-01,10788
2025-11-02,9672
2025-11-03,16854
2025-11-04,17301
2025-11-05,16671
2025-11-06,16926
2025-11-07,17391
2025-11-08,11165
2025-11-09,10386
2025-11-10,18434
2025-11-11,22658
2025-11-12,17008
2025-11-13,17622
2025-11-14,18301
2025-11-15,14755
2025-11-16,12824
2025-11-17,18392
2025-11-18,23213
2025-11-19,16075
2025-11-20,16882
2025-11-21,18917
2025-11-22,15322
2025-11-23,15566
2025-11-24,21880
2025-11-25,23075
2025-11-26,18062
2025-11-27,16024
2025-11-28,18649
2025-11-29,12528
2025-11-30,13871
2025-12-01,22119
2025-12-02,20026
2025-12-03,21521
2025-12-04,19488
2025-12-05,16137
2025-12-06,12775
2025-12-07,9926
2025-12-08,17857
2025-12-09,14755
2025-12-10,14008
2025-12-11,14486
2025-12-12,15156
2025-12-13,10573
2025-12-14,12318
2025-12-15,17140
2025-12-16,17610
2025-12-17,17857
2025-12-18,19162
2025-12-19,15292
2025-12-20,13156
2025-12-21,9952
2025-12-22,14935
2025-12-23,15213
2025-12-24,11895
2025-12-25,8737
2025-12-26,10090
2025-12-27,8721
2025-12-28,10008
2025-12-29,18938
2025-12-30,26959
2025-12-31,46395
2026-01-01,15879
2026-01-02,17996
2026-01-03,20763
2026-01-04,15627
2026-01-05,25127
2026-01-06,20936
2026-01-07,15328
2026-01-08,14864
2026-01-09,13632
2026-01-10,9511
2026-01-11,8663
2026-01-12,16565
2026-01-13,17371
2026-01-14,12649
2026-01-15,13853
2026-01-16,13483
2026-01-17,8688
2026-01-18,7328
2026-01-19,12493
2026-01-20,17064
2026-01-21,16621
2026-01-22,15850
2026-01-23,14635
2026-01-24,13361
2026-01-25,11792
2026-01-26,16150
2026-01-27,17040
2026-01-28,16002
2026-01-29,15133
2026-01-30,16006
2026-01-31,13933
2026-02-01,11331
2026-02-02,19531
2026-02-03,15566
2026-02-04,17616
2026-02-05,18526
2026-02-06,17427
2026-02-07,9823
2026-02-08,8453
2026-02-09,13137
2026-02-10,13348
2026-02-11,12516
2026-02-12,12645
2026-02-13,13396
2026-02-14,10090
2026-02-15,8490
2026-02-16,11494
2026-02-17,11237
2026-02-18,10942
2026-02-19,11103
2026-02-20,11271
2026-02-21,8222
2026-02-22,9958
2026-02-23,11772
2026-02-24,11666
2026-02-25,13564
2026-02-26,11363
2026-02-27,13008
2026-02-28,10523
2026-03-01,9785
2026-03-02,15335
2026-03-03,13796
2026-03-04,13383
2026-03-05,12942
2026-03-06,12677
2026-03-07,8647
2026-03-08,8051
2026-03-09,16712
2026-03-10,12835
2026-03-11,13452
2026-03-12,11808
2026-03-13,12952
2026-03-14,8687
2026-03-15,8664
2026-03-16,14075
2026-03-17,12939
2026-03-18,12513
2026-03-19,12830
2026-03-20,11956
2026-03-21,8119
2026-03-22,8117
2026-03-23,12224
2026-03-24,11700
2026-03-25,11703
2026-03-26,11757
2026-03-27,13571
2026-03-28,8916
2026-03-29,7792
2026-03-30,12966
2026-03-31,15414
2026-04-01,15966
2026-04-02,14322
2026-04-03,12450
2026-04-04,8901
2026-04-05,8190
2026-04-06,12104
2026-04-07,12879
2026-04-08,13173
2026-04-09,16390
2026-04-10,13987
2026-04-11,9050
2026-04-12,1414
