date,Exchange Outflow (Mean)
2018-09-12,0.4
2018-09-13,0.0
2018-09-14,0.0
2018-09-15,0.0
2018-09-16,0.0
2018-09-17,0.0
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,0.0
2018-09-22,0.0
2018-09-23,0.0
2018-09-24,0.0
2018-09-25,0.0
2018-09-26,1.46666667
2018-09-27,72.683905
2018-09-28,25.0928906
2018-09-29,317.26139885
2018-09-30,3133.74829965
2018-10-01,16.85625
2018-10-02,31251.79412313
2018-10-03,829.30336736
2018-10-04,5112.891685
2018-10-05,705.36666667
2018-10-06,24999.0
2018-10-07,1039.5
2018-10-08,100.0
2018-10-09,1706.90165
2018-10-10,9441.189333
2018-10-11,10440.63959914
2018-10-12,5201.17898342
2018-10-13,7784.5263406
2018-10-14,11305.942049
2018-10-15,19849.41459503
2018-10-16,8113.23457509
2018-10-17,17203.10685721
2018-10-18,20133.43735142
2018-10-19,57668.363377
2018-10-20,60004.085198
2018-10-21,4758.05498978
2018-10-22,105728.305472
2018-10-23,15044.1158012
2018-10-24,23299.14952671
2018-10-25,8236.04657422
2018-10-26,23028.35958981
2018-10-27,24266.05373979
2018-10-28,8729.35441967
2018-10-29,32699.29138341
2018-10-30,98930.54533926
2018-10-31,27644.02643561
2018-11-01,6598.53441469
2018-11-02,32962.53685677
2018-11-03,10822.766936
2018-11-04,6325.68015613
2018-11-05,11467.62357344
2018-11-06,14680.24293998
2018-11-07,7152.12449835
2018-11-08,66174.01823258
2018-11-09,13735.24644431
2018-11-10,8855.95185629
2018-11-11,13034.47063245
2018-11-12,29065.60291381
2018-11-13,12218.00907431
2018-11-14,17050.17281579
2018-11-15,68084.55798151
2018-11-16,24812.00072415
2018-11-17,12533.03725103
2018-11-18,8150.59938975
2018-11-19,15817.01545434
2018-11-20,18647.29096335
2018-11-21,24562.42900115
2018-11-22,59344.57269851
2018-11-23,10672.6707789
2018-11-24,13747.81937118
2018-11-25,14969.04788895
2018-11-26,17199.97460118
2018-11-27,14388.08719907
2018-11-28,39256.44850479
2018-11-29,15522.58502151
2018-11-30,15400.72936467
2018-12-01,31279.16950896
2018-12-02,10808.06506175
2018-12-03,20068.45695967
2018-12-04,37139.89499661
2018-12-05,19712.14720236
2018-12-06,13573.33229496
2018-12-07,17854.94595448
2018-12-08,16032.6720194
2018-12-09,31124.16390649
2018-12-10,14840.11986366
2018-12-11,13545.33328642
2018-12-12,20305.98854155
2018-12-13,43579.21377614
2018-12-14,48966.05528312
2018-12-15,23766.12537412
2018-12-16,12286.87747927
2018-12-17,27411.12105599
2018-12-18,27626.8436923
2018-12-19,22130.53663773
2018-12-20,30561.05260889
2018-12-21,46499.60854328
2018-12-22,43240.63060379
2018-12-23,19087.59725296
2018-12-24,26381.94820374
2018-12-25,13128.33977613
2018-12-26,31932.29376359
2018-12-27,73061.39088257
2018-12-28,17191.54662139
2018-12-29,22093.18443199
2018-12-30,12341.81436369
2018-12-31,26757.44071797
2019-01-01,18607.75937952
2019-01-02,32741.44235269
2019-01-03,21616.29793274
2019-01-04,18141.07765494
2019-01-05,30175.98449036
2019-01-06,4370.31872688
2019-01-07,17977.27789439
2019-01-08,22682.54770037
2019-01-09,58479.73323021
2019-01-10,28688.50719468
2019-01-11,42942.22759065
2019-01-12,22153.11917425
2019-01-13,14542.86224234
2019-01-14,15316.67202718
2019-01-15,21175.00806196
2019-01-16,32437.37858404
2019-01-17,40496.06464652
2019-01-18,70932.52267598
2019-01-19,33673.62312517
2019-01-20,30535.9557244
2019-01-21,48941.40483714
2019-01-22,43566.55250612
2019-01-23,54624.28928954
2019-01-24,65133.74428271
2019-01-25,79331.8452369
2019-01-26,31647.94367343
2019-01-27,11701.4194699
2019-01-28,47603.73736403
2019-01-29,53555.29863438
2019-01-30,65534.64798954
2019-01-31,26533.10159901
2019-02-01,28178.00571077
2019-02-02,25988.68504809
2019-02-03,13613.39548217
2019-02-04,39225.15852037
2019-02-05,37199.84153761
2019-02-06,22055.58726742
2019-02-07,19008.3179986
2019-02-08,18088.63982763
2019-02-09,10417.22365352
2019-02-10,11504.09412071
2019-02-11,28199.99470155
2019-02-12,9274.11094957
2019-02-13,9971.73356175
2019-02-14,14933.8371598
2019-02-15,13321.36685901
2019-02-16,13531.77095632
2019-02-17,9161.90021229
2019-02-18,9627.44957776
2019-02-19,11490.18806143
2019-02-20,33323.30174038
2019-02-21,27947.75485338
2019-02-22,6154.71327948
2019-02-23,3943.44200414
2019-02-24,4073.59522723
2019-02-25,12244.76132553
2019-02-26,12095.7405317
2019-02-27,11617.31033408
2019-02-28,20504.74792916
2019-03-01,13564.63419671
2019-03-02,5485.91998935
2019-03-03,6573.90189862
2019-03-04,15210.42245082
2019-03-05,13092.08462453
2019-03-06,17564.03569765
2019-03-07,17925.79514728
2019-03-08,7966.72283614
2019-03-09,9003.20657605
2019-03-10,13988.52356911
2019-03-11,11741.14192261
2019-03-12,10377.22690604
2019-03-13,8362.34215031
2019-03-14,19875.72836064
2019-03-15,19241.61149312
2019-03-16,8780.5398428
2019-03-17,14388.06781028
2019-03-18,15163.03591598
2019-03-19,10145.85352255
2019-03-20,9048.95711566
2019-03-21,24990.84286397
2019-03-22,13558.80979009
2019-03-23,13199.87394075
2019-03-24,5428.0219728
2019-03-25,25676.21828634
2019-03-26,9954.16288261
2019-03-27,25008.39556882
2019-03-28,5998.98510549
2019-03-29,8423.75681154
2019-03-30,8613.53361201
2019-03-31,8403.9538621
2019-04-01,16617.23605341
2019-04-02,34468.43065516
2019-04-03,15104.20444009
2019-04-04,13506.93060339
2019-04-05,11526.21674815
2019-04-06,12431.30801113
2019-04-07,6351.76494033
2019-04-08,23110.26896411
2019-04-09,20162.54136144
2019-04-10,36935.51929612
2019-04-11,14604.22398123
2019-04-12,19642.1150962
2019-04-13,19032.60263973
2019-04-14,7269.21842866
2019-04-15,16311.92701242
2019-04-16,14829.81858975
2019-04-17,11605.88007183
2019-04-18,13994.81357385
