date,Exchange Outflow (Mean)
2019-04-19,10612.06658445
2019-04-20,7250.31282046
2019-04-21,29108.72833595
2019-04-22,14546.49155778
2019-04-23,17027.8110578
2019-04-24,21590.15715358
2019-04-25,15822.90801021
2019-04-26,18646.60602365
2019-04-27,10828.41908591
2019-04-28,25417.22228198
2019-04-29,22954.36281649
2019-04-30,26609.56886141
2019-05-01,7952.68334136
2019-05-02,20967.59359513
2019-05-03,16720.80966639
2019-05-04,15708.5768446
2019-05-05,8170.99505197
2019-05-06,19367.23496356
2019-05-07,8903.92312967
2019-05-08,21677.65412739
2019-05-09,12205.0848748
2019-05-10,30506.17562626
2019-05-11,9934.00986203
2019-05-12,12504.15299178
2019-05-13,19839.29666061
2019-05-14,15292.59283645
2019-05-15,15582.7098348
2019-05-16,15879.04578774
2019-05-17,18074.46353461
2019-05-18,18428.33814869
2019-05-19,14602.20460657
2019-05-20,17924.93902838
2019-05-21,17115.60812509
2019-05-22,22626.85627803
2019-05-23,13253.27595276
2019-05-24,23847.20605015
2019-05-25,16313.79862091
2019-05-26,13707.38242091
2019-05-27,23469.87398788
2019-05-28,19717.67702217
2019-05-29,18616.87716264
2019-05-30,16356.22078438
2019-05-31,15094.10284287
2019-06-01,7463.7075345
2019-06-02,7083.48454127
2019-06-03,18737.5814897
2019-06-04,13287.77213804
2019-06-05,11696.96812021
2019-06-06,16048.04087905
2019-06-07,10001.96648367
2019-06-08,5394.13195547
2019-06-09,8561.16151892
2019-06-10,13808.61396123
2019-06-11,14814.55264999
2019-06-12,27091.15384713
2019-06-13,18833.66633201
2019-06-14,8710.51204755
2019-06-15,12631.94658369
2019-06-16,19872.38926281
2019-06-17,16633.53755635
2019-06-18,13771.28038684
2019-06-19,22558.49668855
2019-06-20,21817.20328035
2019-06-21,15939.66678721
2019-06-22,15259.60991072
2019-06-23,26896.58930768
2019-06-24,28762.11931775
2019-06-25,29241.83174512
2019-06-26,17927.36353421
2019-06-27,18918.58201635
2019-06-28,25904.64112785
2019-06-29,16846.13274605
2019-06-30,15172.48777899
2019-07-01,14627.05003793
2019-07-02,18945.67477519
2019-07-03,29986.52320453
2019-07-04,11774.45305152
2019-07-05,26784.46762667
2019-07-06,9087.42690769
2019-07-07,11826.04190369
2019-07-08,25012.06751514
2019-07-09,13179.55625282
2019-07-10,22014.47189337
2019-07-11,21611.83728997
2019-07-12,40290.90581226
2019-07-13,11928.38596607
2019-07-14,11878.04465318
2019-07-15,33682.9461392
2019-07-16,21376.18692398
2019-07-17,41313.02546185
2019-07-18,35016.55387411
2019-07-19,59970.86041081
2019-07-20,14840.28455763
2019-07-21,11965.06569257
2019-07-22,22172.626643
2019-07-23,15101.74640914
2019-07-24,11194.95368055
2019-07-25,14336.92530313
2019-07-26,18518.1821425
2019-07-27,14012.53515807
2019-07-28,8182.6551576
2019-07-29,24272.34627114
2019-07-30,15641.72391194
2019-07-31,14939.07080723
2019-08-01,23155.99301846
2019-08-02,34932.88112654
2019-08-03,12541.33110757
2019-08-04,10638.33616387
2019-08-05,25958.37746586
2019-08-06,24366.4179007
2019-08-07,27186.20595912
2019-08-08,24982.01548503
2019-08-09,40193.45247116
2019-08-10,11830.09074883
2019-08-11,8410.69251722
2019-08-12,20527.15807059
2019-08-13,16156.74684308
2019-08-14,19166.09328075
2019-08-15,16897.52571565
2019-08-16,21561.09510589
2019-08-17,18780.17544617
2019-08-18,28364.89795351
2019-08-19,18713.11796472
2019-08-20,21118.81018485
2019-08-21,27381.16915173
2019-08-22,13886.36664131
2019-08-23,20572.31450609
2019-08-24,12828.49949109
2019-08-25,8760.76641426
2019-08-26,40279.7198228
2019-08-27,21369.95711704
2019-08-28,21420.65107235
2019-08-29,25632.39699685
2019-08-30,23839.27137122
2019-08-31,13747.76487632
2019-09-01,6249.10862961
2019-09-02,35788.78656075
2019-09-03,24095.71493274
2019-09-04,50110.60444515
2019-09-05,17058.91249358
2019-09-06,30686.90255084
2019-09-07,10973.83826828
2019-09-08,9326.3775276
2019-09-09,17077.54725014
2019-09-10,13781.18860385
2019-09-11,25398.99676804
2019-09-12,8891.18456093
2019-09-13,25499.41047186
2019-09-14,9418.91871875
2019-09-15,5754.69860525
2019-09-16,34306.57481032
2019-09-17,31890.7316499
2019-09-18,30811.93845204
2019-09-19,19451.13858556
2019-09-20,33804.05496043
2019-09-21,9300.0540621
2019-09-22,9360.79967344
2019-09-23,23499.51304345
2019-09-24,13922.46653796
2019-09-25,20607.51454685
2019-09-26,17152.65329415
2019-09-27,37592.05677797
2019-09-28,10851.7202222
2019-09-29,15543.30861564
2019-09-30,17809.16797518
2019-10-01,15564.62582129
2019-10-02,26991.22277591
2019-10-03,24804.73585302
2019-10-04,18514.68860525
2019-10-05,19318.24961845
2019-10-06,17395.07081232
2019-10-07,19017.08440013
2019-10-08,21245.98020211
2019-10-09,26703.27426053
2019-10-10,28069.58974903
2019-10-11,20560.61473638
2019-10-12,21621.38666956
2019-10-13,16946.11064943
2019-10-14,12876.95943693
2019-10-15,26866.90149751
2019-10-16,34028.82574203
2019-10-17,27987.50976392
2019-10-18,15049.65972112
2019-10-19,8865.96002098
2019-10-20,10003.49920369
2019-10-21,23273.86949154
2019-10-22,45164.2904824
2019-10-23,34876.98022178
2019-10-24,22525.58884776
2019-10-25,24014.22357834
2019-10-26,21676.25798398
2019-10-27,27486.41751838
2019-10-28,31535.08759739
2019-10-29,17478.77959287
2019-10-30,23185.72544504
2019-10-31,20100.28164529
2019-11-01,29232.40694509
2019-11-02,22651.03528949
2019-11-03,15955.97230005
2019-11-04,74421.41318154
2019-11-05,25343.7126975
2019-11-06,39177.95762156
2019-11-07,25670.4725197
2019-11-08,34279.81803312
2019-11-09,8795.97261943
2019-11-10,10877.13426156
2019-11-11,23153.65055173
2019-11-12,24564.53484781
2019-11-13,32542.50240068
2019-11-14,39870.27605462
2019-11-15,21476.67278904
2019-11-16,17574.35103259
2019-11-17,22050.72464151
2019-11-18,32238.15958788
2019-11-19,22589.08800943
2019-11-20,33498.0403629
2019-11-21,29124.13242268
2019-11-22,15635.63518052
2019-11-23,19339.11665731
2019-11-24,12177.58190136
2019-11-25,22557.90652515
2019-11-26,17174.44337405
2019-11-27,43326.16521151
2019-11-28,51884.63050924
2019-11-29,24768.63043139
2019-11-30,15907.3980644
2019-12-01,14678.66087924
2019-12-02,20160.92283882
2019-12-03,46136.81281054
2019-12-04,18697.19997592
2019-12-05,23122.77634561
2019-12-06,22333.26758463
2019-12-07,17055.43905118
2019-12-08,12127.09710278
2019-12-09,33058.37548065
2019-12-10,32866.489955
2019-12-11,30622.35520953
2019-12-12,15001.24283765
2019-12-13,20136.90538631
2019-12-14,8915.35849996
2019-12-15,11556.35922628
2019-12-16,43397.6676921
2019-12-17,22570.22111251
2019-12-18,25682.51253964
2019-12-19,16661.52964727
2019-12-20,39168.83748517
2019-12-21,15522.5309241
2019-12-22,13996.72520961
2019-12-23,33644.75714506
2019-12-24,29272.07975743
2019-12-25,18087.69534915
2019-12-26,23551.26423613
2019-12-27,32876.78057228
2019-12-28,14038.82641334
2019-12-29,16287.01047752
2019-12-30,39752.21100521
2019-12-31,27763.27928385
2020-01-01,20039.01354433
2020-01-02,26025.7745198
2020-01-03,19425.84415897
2020-01-04,21594.16827775
2020-01-05,14038.72197662
2020-01-06,25279.79130773
2020-01-07,39751.47215401
2020-01-08,46358.32092868
2020-01-09,39699.13615606
2020-01-10,47920.92573672
2020-01-11,38515.73214624
2020-01-12,7712.64549443
2020-01-13,37191.47913693
2020-01-14,29837.09575344
2020-01-15,19847.59392504
2020-01-16,33872.80561826
2020-01-17,28455.09572195
2020-01-18,23277.90773009
2020-01-19,15933.20460016
2020-01-20,18491.25621615
2020-01-21,33989.63286871
2020-01-22,25724.84957479
2020-01-23,22248.34299783
2020-01-24,15269.46872313
2020-01-25,7078.17116913
2020-01-26,16438.75687783
2020-01-27,19173.38603539
2020-01-28,26987.72256487
2020-01-29,26248.89477753
2020-01-30,25761.41659673
2020-01-31,21089.87700106
2020-02-01,13245.26594237
2020-02-02,11061.98461104
2020-02-03,23507.05095512
2020-02-04,16889.60744317
2020-02-05,19353.63483342
2020-02-06,22993.45953129
2020-02-07,22865.51413159
2020-02-08,18688.81440255
2020-02-09,18973.1050449
2020-02-10,15429.69119135
2020-02-11,22614.29457908
2020-02-12,20874.62736699
2020-02-13,15492.55834155
2020-02-14,15588.71192637
2020-02-15,20508.77051068
2020-02-16,19590.04703451
2020-02-17,29205.43786956
2020-02-18,40722.57898944
2020-02-19,28722.44621982
2020-02-20,46479.9117221
2020-02-21,38315.64404811
2020-02-22,14114.26688648
2020-02-23,21785.79529602
2020-02-24,38784.22854725
2020-02-25,24708.98069664
2020-02-26,19471.7660213
2020-02-27,26011.98647375
2020-02-28,24293.61329245
2020-02-29,10314.41578566
2020-03-01,28615.86688935
2020-03-02,21115.92866423
2020-03-03,22075.70304818
2020-03-04,44636.78255443
2020-03-05,33382.67501397
2020-03-06,40695.2915624
2020-03-07,8320.99499684
2020-03-08,16329.70227809
2020-03-09,38148.4424808
2020-03-10,30940.52366568
2020-03-11,27939.85016273
2020-03-12,24662.62497314
2020-03-13,28073.44054648
2020-03-14,29115.79875618
2020-03-15,26810.54746385
2020-03-16,36077.55127029
2020-03-17,42092.11318773
2020-03-18,32761.15161867
2020-03-19,29326.84963812
2020-03-20,35372.79800129
2020-03-21,26006.17173735
2020-03-22,13091.96624252
2020-03-23,42512.69545901
2020-03-24,44487.36366467
2020-03-25,30996.96860818
2020-03-26,41991.23581343
2020-03-27,37488.16099349
2020-03-28,18794.57064306
2020-03-29,31252.44020652
2020-03-30,32644.48465805
2020-03-31,24379.55958946
2020-04-01,20250.51412807
2020-04-02,25293.23426595
2020-04-03,25611.6340796
2020-04-04,14418.9333818
2020-04-05,23494.31376422
2020-04-06,24079.48395586
2020-04-07,16361.43649405
2020-04-08,15460.06806044
2020-04-09,24858.62130065
2020-04-10,26400.31547078
2020-04-11,16706.96475884
2020-04-12,15787.59641976
2020-04-13,20380.8641365
2020-04-14,29300.4274665
2020-04-15,34302.44252322
2020-04-16,27322.57886686
2020-04-17,32732.89081864
2020-04-18,7088.80620508
2020-04-19,21147.70077273
2020-04-20,29618.15647469
2020-04-21,35155.02051911
2020-04-22,32984.36524204
2020-04-23,24849.30352617
2020-04-24,29327.59049459
2020-04-25,19426.87488167
2020-04-26,15009.8966321
2020-04-27,26868.6294899
2020-04-28,44229.51560222
2020-04-29,35423.48070417
2020-04-30,30172.38777861
2020-05-01,32743.53904008
2020-05-02,12408.2722373
2020-05-03,25519.28784524
2020-05-04,31880.09219618
2020-05-05,46159.448689
2020-05-06,34709.958547
2020-05-07,30104.10504622
2020-05-08,35754.08158876
2020-05-09,18493.59223243
2020-05-10,31921.12564897
2020-05-11,29479.37473484
2020-05-12,18276.21852254
2020-05-13,17713.7920003
2020-05-14,27636.28363856
2020-05-15,14115.67044368
2020-05-16,18350.63041351
2020-05-17,8719.07029681
2020-05-18,27624.36039899
2020-05-19,19554.94610147
2020-05-20,30306.98375972
2020-05-21,29265.18657694
2020-05-22,16902.95587527
2020-05-23,13782.42409118
2020-05-24,15100.43544606
2020-05-25,25780.34498039
2020-05-26,18264.03236921
2020-05-27,11498.09295123
2020-05-28,20279.18888264
2020-05-29,23655.72750922
2020-05-30,13155.9383795
2020-05-31,14110.5171541
2020-06-01,25440.66963704
2020-06-02,37681.48679473
2020-06-03,30241.61459401
2020-06-04,20629.2274432
2020-06-05,31884.16266977
2020-06-06,10546.33377832
2020-06-07,8656.96200133
2020-06-08,27644.35437165
2020-06-09,16068.36330097
2020-06-10,30953.77254174
2020-06-11,29230.22769357
2020-06-12,24666.70713149
2020-06-13,15645.5889596
2020-06-14,14914.48762161
2020-06-15,26818.34470984
2020-06-16,25393.99734253
2020-06-17,36514.03141532
2020-06-18,28326.86845136
2020-06-19,31149.78683895
2020-06-20,27197.426801
2020-06-21,24853.39091841
2020-06-22,27945.26521283
2020-06-23,38488.15243
2020-06-24,26104.4703705
2020-06-25,24189.44486564
2020-06-26,30046.84278207
2020-06-27,14944.64180122
2020-06-28,20837.60325049
2020-06-29,16981.7640454
2020-06-30,21180.61190684
2020-07-01,18430.00650712
2020-07-02,35520.19013862
2020-07-03,25882.93792868
2020-07-04,18625.35265585
2020-07-05,9452.37191368
2020-07-06,25834.50092892
2020-07-07,18899.63777801
2020-07-08,35489.08203249
2020-07-09,27025.15956673
2020-07-10,27254.83077086
2020-07-11,17897.28760152
2020-07-12,12793.32260981
2020-07-13,22209.32700622
2020-07-14,20049.4275032
2020-07-15,27270.41044655
2020-07-16,24342.402415
2020-07-17,22576.27296437
2020-07-18,22497.07842861
2020-07-19,37318.95544313
2020-07-20,22306.53042117
2020-07-21,54278.5035675
2020-07-22,27540.81117541
2020-07-23,42310.96816978
2020-07-24,30192.57744068
2020-07-25,12539.07700449
2020-07-26,46323.59243624
2020-07-27,50411.6574006
2020-07-28,32325.59406605
2020-07-29,34433.76902594
2020-07-30,40642.10946979
2020-07-31,63113.68723395
2020-08-01,20750.07596721
2020-08-02,18649.21812304
2020-08-03,21343.02617409
2020-08-04,44934.68632684
2020-08-05,22311.68220399
2020-08-06,23700.77874086
2020-08-07,17021.20799598
2020-08-08,18791.81989212
2020-08-09,21096.69349533
2020-08-10,37085.36389321
2020-08-11,19495.78712166
2020-08-12,23737.66978335
2020-08-13,19463.09267615
2020-08-14,39294.82263051
2020-08-15,17045.34579755
2020-08-16,35256.19329773
2020-08-17,34079.38046456
2020-08-18,34888.36648968
2020-08-19,27874.99952863
2020-08-20,26231.10073381
2020-08-21,26341.40335148
2020-08-22,13383.66341734
2020-08-23,21846.59986663
2020-08-24,21027.09912037
2020-08-25,20025.21516103
2020-08-26,23061.39880441
2020-08-27,36390.72271497
2020-08-28,71752.54364786
2020-08-29,37722.7431206
2020-08-30,19661.03271788
2020-08-31,70515.23611822
2020-09-01,42741.73057997
2020-09-02,34938.48920056
2020-09-03,39558.53158959
2020-09-04,43891.9368597
2020-09-05,44443.13553523
2020-09-06,66270.37742851
2020-09-07,52984.82874038
2020-09-08,98792.14399629
2020-09-09,45945.1565149
2020-09-10,33990.49695008
2020-09-11,70636.92304154
2020-09-12,31815.12564837
2020-09-13,62165.41485108
2020-09-14,79506.7704101
2020-09-15,55737.60100268
2020-09-16,70037.82785739
2020-09-17,44688.05260838
2020-09-18,42008.23929029
2020-09-19,63207.27470825
2020-09-20,42105.57050565
2020-09-21,53516.41666514
2020-09-22,24793.60270363
2020-09-23,33814.68946845
2020-09-24,20153.69800364
2020-09-25,22973.092585
2020-09-26,29992.98622625
2020-09-27,32645.05749304
2020-09-28,60893.68710019
2020-09-29,36258.28023951
2020-09-30,36619.35309959
2020-10-01,32559.92903887
2020-10-02,21080.88364681
2020-10-03,23911.73700794
2020-10-04,32330.5393184
2020-10-05,43766.24207734
2020-10-06,29771.76351401
2020-10-07,57787.0417198
2020-10-08,50085.2969077
2020-10-09,50233.18043819
2020-10-10,59146.86236067
2020-10-11,21295.33963653
2020-10-12,58230.32516518
2020-10-13,112377.36042277
2020-10-14,41533.39219003
2020-10-15,67185.10539446
2020-10-16,52810.12450212
2020-10-17,23355.8667484
2020-10-18,37798.86166296
2020-10-19,38258.54399276
2020-10-20,30334.857629
2020-10-21,100020.1006796
2020-10-22,56963.30900874
2020-10-23,56880.63289961
2020-10-24,59675.83582672
2020-10-25,50050.56661144
2020-10-26,90238.9488228
2020-10-27,52088.43313645
2020-10-28,38225.65022479
2020-10-29,47396.02627931
2020-10-30,64438.4565934
2020-10-31,31633.50601367
2020-11-01,18984.79742649
2020-11-02,83414.84708276
2020-11-03,34202.3033426
2020-11-04,38522.19019765
2020-11-05,51033.93716559
2020-11-06,47122.86690555
2020-11-07,37221.65983061
2020-11-08,23428.94502303
2020-11-09,61198.21862034
2020-11-10,43043.42847048
2020-11-11,30997.17143601
2020-11-12,50909.3622391
2020-11-13,50927.42552696
2020-11-14,26597.9185291
2020-11-15,31937.13649345
2020-11-16,46193.29086204
2020-11-17,93435.25695982
2020-11-18,52653.20721175
2020-11-19,66260.76071935
2020-11-20,31387.70832463
2020-11-21,25876.29866877
2020-11-22,61250.38365174
2020-11-23,66060.84592329
2020-11-24,41590.95972599
2020-11-25,46304.28217412
2020-11-26,72025.52003379
2020-11-27,60507.31420252
2020-11-28,24049.62135851
2020-11-29,22163.4322701
2020-11-30,42092.89197188
2020-12-01,49381.60608606
2020-12-02,48783.59422348
2020-12-03,32931.30484774
2020-12-04,33785.78337447
2020-12-05,41521.34574697
2020-12-06,21579.00635853
2020-12-07,72743.86653476
2020-12-08,56937.42690752
2020-12-09,40247.03833022
2020-12-10,45458.48220254
2020-12-11,56481.17572734
2020-12-12,47905.16622056
2020-12-13,47652.36715632
2020-12-14,52056.3608696
2020-12-15,29330.18893916
2020-12-16,47117.76644579
2020-12-17,49317.11126804
2020-12-18,61429.59792997
2020-12-19,40551.29536596
2020-12-20,34696.8931263
2020-12-21,64821.66898829
2020-12-22,56844.90359856
2020-12-23,49162.06821076
2020-12-24,47470.08588126
2020-12-25,27201.49090497
2020-12-26,22274.91119715
2020-12-27,26694.56410171
2020-12-28,47342.00548314
2020-12-29,38356.48272214
2020-12-30,100351.06273284
2020-12-31,53681.30464041
2021-01-01,46733.3238895
2021-01-02,90306.39242631
2021-01-03,35870.33401503
2021-01-04,81370.08365768
2021-01-05,50014.39147836
2021-01-06,72315.44417454
2021-01-07,77488.7606469
2021-01-08,68763.65333925
2021-01-09,39096.06835002
2021-01-10,43313.80851447
2021-01-11,96772.38248416
2021-01-12,98729.91131249
2021-01-13,70499.64390202
2021-01-14,87676.50792062
2021-01-15,50625.26899522
2021-01-16,76788.22360207
2021-01-17,59767.68912837
2021-01-18,43800.51274401
2021-01-19,72050.34991594
2021-01-20,64087.78273293
2021-01-21,77210.41223086
2021-01-22,74663.03554075
2021-01-23,38759.63126889
2021-01-24,44693.15604497
2021-01-25,98336.55688384
2021-01-26,89297.66318978
2021-01-27,68573.01711318
2021-01-28,67574.67019785
2021-01-29,87887.58699581
2021-01-30,48060.20480191
2021-01-31,59067.64972927
2021-02-01,39185.80605327
2021-02-02,54436.49188931
2021-02-03,56215.84502893
2021-02-04,42561.86045241
2021-02-05,50359.35095659
2021-02-06,31569.52839098
2021-02-07,46823.27586111
2021-02-08,56399.10513928
2021-02-09,64918.52685533
2021-02-10,54053.98502741
2021-02-11,39887.74640677
2021-02-12,40143.47647133
2021-02-13,38506.12734124
2021-02-14,46549.65948642
2021-02-15,79832.99435602
2021-02-16,81434.42573318
2021-02-17,92891.39152704
2021-02-18,65883.22264839
2021-02-19,82512.9137918
2021-02-20,36114.24370303
2021-02-21,46192.99978645
2021-02-22,62631.02615289
2021-02-23,82063.44467425
2021-02-24,62945.12503568
2021-02-25,71188.55253771
2021-02-26,78270.51020342
2021-02-27,45135.6288572
2021-02-28,60142.23394354
2021-03-01,115266.53196184
2021-03-02,70405.6207462
2021-03-03,72378.05440217
2021-03-04,64666.68762338
2021-03-05,86007.00688653
2021-03-06,71196.66801469
2021-03-07,91415.81338522
2021-03-08,97295.09281065
2021-03-09,51689.20174898
2021-03-10,93939.93255935
2021-03-11,70763.90398318
2021-03-12,83327.59328842
2021-03-13,95020.07600644
2021-03-14,51547.7861753
2021-03-15,63414.99621492
2021-03-16,89046.84826559
2021-03-17,51466.19265446
2021-03-18,41144.47599425
2021-03-19,77251.49882772
2021-03-20,44033.22185633
2021-03-21,34766.13166799
2021-03-22,24659.73853251
2021-03-23,55077.5096278
2021-03-24,43277.09421304
2021-03-25,37124.47028615
2021-03-26,71514.15604303
2021-03-27,64086.54748594
2021-03-28,52234.54046649
2021-03-29,180810.27517064
2021-03-30,53812.70946798
2021-03-31,96839.16107903
2021-04-01,33647.94349057
2021-04-02,63917.13997805
2021-04-03,42791.83732358
2021-04-04,52338.39778646
2021-04-05,132015.42764187
2021-04-06,64634.47879401
2021-04-07,64804.32919309
2021-04-08,45280.34784549
2021-04-09,75920.2700064
2021-04-10,45694.97858489
2021-04-11,18643.03740021
2021-04-12,54026.42846424
2021-04-13,21800.5054894
2021-04-14,72909.07931522
2021-04-15,45412.75129024
2021-04-16,79043.49696376
2021-04-17,62553.32181436
2021-04-18,87526.34948936
2021-04-19,101657.806748
2021-04-20,43601.08827993
2021-04-21,48533.66871907
2021-04-22,59701.15133381
2021-04-23,107299.9670415
2021-04-24,98772.84137048
2021-04-25,43841.33003723
2021-04-26,84206.99142559
2021-04-27,77760.88648984
2021-04-28,70024.271497
2021-04-29,38316.3508951
2021-04-30,40011.75983088
2021-05-01,40280.77460119
2021-05-02,35601.14365613
2021-05-03,87651.12466587
2021-05-04,61953.13526089
2021-05-05,52670.1859496
2021-05-06,53918.82790443
2021-05-07,42283.53316652
2021-05-08,36420.20124198
2021-05-09,40137.87538288
2021-05-10,55288.99621183
2021-05-11,54978.83741933
2021-05-12,55693.85327637
2021-05-13,57617.23803117
2021-05-14,82344.41121247
2021-05-15,58180.74479854
2021-05-16,44814.1515941
2021-05-17,86890.67043338
2021-05-18,80552.92784665
2021-05-19,99418.60124819
2021-05-20,121679.76940295
2021-05-21,92050.35693453
2021-05-22,73203.89717178
2021-05-23,75665.83836913
2021-05-24,99912.62131109
2021-05-25,90624.13589378
2021-05-26,64052.35163621
2021-05-27,58845.79380663
2021-05-28,54576.76755502
2021-05-29,59641.15524371
2021-05-30,148342.44842835
2021-05-31,65765.80734411
2021-06-01,47975.14498274
2021-06-02,33718.90820635
2021-06-03,51385.64610721
2021-06-04,33751.49613343
2021-06-05,32382.81903486
2021-06-06,26181.12337075
2021-06-07,48752.57389817
2021-06-08,61775.88729258
2021-06-09,112771.59503559
2021-06-10,48857.08697613
