date,Exchange Depositing Transactions
2018-09-12,1
2018-09-13,0
2018-09-14,0
2018-09-15,0
2018-09-16,0
2018-09-17,0
2018-09-18,0
2018-09-19,0
2018-09-20,0
2018-09-21,0
2018-09-22,0
2018-09-23,0
2018-09-24,0
2018-09-25,1
2018-09-26,15
2018-09-27,2
2018-09-28,5
2018-09-29,9
2018-09-30,5
2018-10-01,2
2018-10-02,0
2018-10-03,7
2018-10-04,2
2018-10-05,7
2018-10-06,0
2018-10-07,0
2018-10-08,5
2018-10-09,3
2018-10-10,7
2018-10-11,11
2018-10-12,11
2018-10-13,6
2018-10-14,7
2018-10-15,35
2018-10-16,26
2018-10-17,32
2018-10-18,9
2018-10-19,10
2018-10-20,6
2018-10-21,2
2018-10-22,9
2018-10-23,20
2018-10-24,16
2018-10-25,27
2018-10-26,28
2018-10-27,17
2018-10-28,9
2018-10-29,34
2018-10-30,21
2018-10-31,29
2018-11-01,16
2018-11-02,21
2018-11-03,23
2018-11-04,13
2018-11-05,23
2018-11-06,54
2018-11-07,34
2018-11-08,40
2018-11-09,24
2018-11-10,27
2018-11-11,21
2018-11-12,36
2018-11-13,49
2018-11-14,122
2018-11-15,217
2018-11-16,169
2018-11-17,199
2018-11-18,158
2018-11-19,343
2018-11-20,428
2018-11-21,288
2018-11-22,129
2018-11-23,254
2018-11-24,182
2018-11-25,293
2018-11-26,287
2018-11-27,275
2018-11-28,316
2018-11-29,272
2018-11-30,200
2018-12-01,148
2018-12-02,96
2018-12-03,155
2018-12-04,196
2018-12-05,215
2018-12-06,254
2018-12-07,468
2018-12-08,234
2018-12-09,141
2018-12-10,123
2018-12-11,224
2018-12-12,234
2018-12-13,216
2018-12-14,269
2018-12-15,203
2018-12-16,187
2018-12-17,294
2018-12-18,285
2018-12-19,418
2018-12-20,421
2018-12-21,434
2018-12-22,247
2018-12-23,279
2018-12-24,378
2018-12-25,245
2018-12-26,295
2018-12-27,280
2018-12-28,310
2018-12-29,199
2018-12-30,175
2018-12-31,227
2019-01-01,205
2019-01-02,246
2019-01-03,338
2019-01-04,286
2019-01-05,207
2019-01-06,169
2019-01-07,249
2019-01-08,294
2019-01-09,331
2019-01-10,430
2019-01-11,368
2019-01-12,214
2019-01-13,228
2019-01-14,126
2019-01-15,316
2019-01-16,238
2019-01-17,267
2019-01-18,251
2019-01-19,204
2019-01-20,177
2019-01-21,158
2019-01-22,206
2019-01-23,200
2019-01-24,232
2019-01-25,254
2019-01-26,209
2019-01-27,213
2019-01-28,422
2019-01-29,298
2019-01-30,255
2019-01-31,286
2019-02-01,294
