date,Transactions Between EOA (Mean)
2023-10-14,38.56277964
2023-10-15,39.25314509
2023-10-16,41.921295
2023-10-17,41.96741259
2023-10-18,42.39605208
2023-10-19,40.60598853
2023-10-20,50.31190609
2023-10-21,45.51518119
2023-10-22,45.18113102
2023-10-23,45.47402325
2023-10-24,48.34173317
2023-10-25,48.98007577
2023-10-26,47.43726395
2023-10-27,45.11974291
2023-10-28,42.61161652
2023-10-29,56.4853662
2023-10-30,51.68062754
2023-10-31,48.17056762
2023-11-01,51.06069081
2023-11-02,44.71126069
2023-11-03,53.86496708
2023-11-04,47.03335669
2023-11-05,47.86417157
2023-11-06,43.15686275
2023-11-07,44.63972028
2023-11-08,46.36446246
2023-11-09,51.51545238
2023-11-10,51.06780372
2023-11-11,55.12025759
2023-11-12,50.65159574
2023-11-13,47.82550336
2023-11-14,43.43868715
2023-11-15,48.56267487
2023-11-16,50.21327743
2023-11-17,49.77199608
2023-11-18,66.2294068
2023-11-19,42.96806275
2023-11-20,51.86959563
2023-11-21,47.83200336
2023-11-22,53.58737048
2023-11-23,57.15955213
2023-11-24,47.55214466
2023-11-25,42.15185444
2023-11-26,41.90105116
2023-11-27,46.29932735
2023-11-28,59.72988104
2023-11-29,59.82111888
2023-11-30,52.63806858
2023-12-01,52.02349322
2023-12-02,71.84812072
2023-12-03,45.68667602
2023-12-04,51.74223776
2023-12-05,59.4394958
2023-12-06,52.67527727
2023-12-07,55.46429073
2023-12-08,57.77488085
2023-12-09,56.96341976
2023-12-10,54.4438383
2023-12-11,48.68723762
2023-12-12,49.80072768
2023-12-13,53.95964691
2023-12-14,62.93013468
2023-12-15,60.89122512
2023-12-16,55.40278559
2023-12-17,51.40662735
2023-12-18,57.98794843
2023-12-19,57.10655046
2023-12-20,64.25927487
2023-12-21,66.42973124
2023-12-22,63.96676483
2023-12-23,59.52209906
2023-12-24,55.27420942
2023-12-25,53.27427526
2023-12-26,56.33071969
2023-12-27,58.27743388
2023-12-28,56.18013468
2023-12-29,52.37652846
2023-12-30,55.66516601
2023-12-31,55.68334034
2024-01-01,60.50485437
2024-01-02,53.55040719
2024-01-03,49.6336092
2024-01-04,50.40502245
2024-01-05,50.34521127
2024-01-06,50.20756588
2024-01-07,49.99759989
2024-01-08,51.62914374
2024-01-09,50.51101445
2024-01-10,64.33263305
2024-01-11,59.70095425
2024-01-12,58.65706294
2024-01-13,64.60953446
2024-01-14,187.4343392
2024-01-15,51.89174466
2024-01-16,59.24392967
2024-01-17,49.11633767
2024-01-18,52.74318468
2024-01-19,54.88901298
2024-01-20,51.310494
2024-01-21,60.2446267
2024-01-22,49.45412196
2024-01-23,48.83771252
2024-01-24,48.49110769
2024-01-25,57.20397871
2024-01-26,56.39798348
2024-01-27,55.3650014
2024-01-28,56.46679742
2024-01-29,53.32758862
2024-01-30,56.68759614
2024-01-31,53.75929303
2024-02-01,52.35091904
2024-02-02,52.00196546
2024-02-03,48.41309541
2024-02-04,50.95232738
2024-02-05,54.5014741
2024-02-06,50.41291228
2024-02-07,54.60936624
2024-02-08,50.64157303
2024-02-09,54.64367816
2024-02-10,49.34161752
2024-02-11,49.92598315
2024-02-12,46.96033637
2024-02-13,54.71184063
2024-02-14,55.5599101
2024-02-15,55.49677419
2024-02-16,56.69845722
2024-02-17,51.95880782
2024-02-18,51.42375986
2024-02-19,53.64031509
2024-02-20,52.60254973
2024-02-21,52.20851482
2024-02-22,52.80982456
2024-02-23,56.76148459
2024-02-24,53.26993437
2024-02-25,53.03260565
2024-02-26,57.30434174
2024-02-27,60.4993007
2024-02-28,62.18348495
2024-02-29,64.35494259
2024-03-01,59.72365666
2024-03-02,58.08785674
2024-03-03,57.52849162
2024-03-04,60.47969862
2024-03-05,64.11236739
2024-03-06,59.09590954
2024-03-07,59.71648045
2024-03-08,58.84212754
2024-03-09,54.43840782
2024-03-10,52.73461969
2024-03-11,60.66107383
2024-03-12,59.16650356
2024-03-13,60.64423212
2024-03-14,62.96022006
2024-03-15,64.99733258
2024-03-16,62.19712757
2024-03-17,57.17615633
2024-03-18,59.33052158
2024-03-19,64.66343588
2024-03-20,66.35966882
2024-03-21,65.24789207
2024-03-22,64.23030558
2024-03-23,62.09480337
2024-03-24,58.15749472
2024-03-25,62.86205924
2024-03-26,61.39594195
2024-03-27,61.77734431
2024-03-28,63.90096756
2024-03-29,65.50870542
2024-03-30,60.90772261
2024-03-31,62.01547988
2024-04-01,59.83469101
2024-04-02,56.89203987
2024-04-03,54.9762271
2024-04-04,56.08256367
2024-04-05,59.95505461
2024-04-06,57.63040739
2024-04-07,54.41315937
2024-04-08,55.34090272
2024-04-09,56.04088491
2024-04-10,53.16864774
2024-04-11,55.46085982
2024-04-12,69.15119698
2024-04-13,51.44883329
2024-04-14,49.93706196
2024-04-15,53.40725693
2024-04-16,55.74509254
2024-04-17,61.05087352
2024-04-18,57.00055928
2024-04-19,54.89531951
2024-04-20,54.54105469
2024-04-21,51.04427374
2024-04-22,52.71608392
2024-04-23,52.75262055
2024-04-24,53.58119658
2024-04-25,55.54240604
2024-04-26,57.36865713
2024-04-27,52.8960403
2024-04-28,53.88094572
2024-04-29,59.02223776
2024-04-30,60.35270289
2024-05-01,55.35905666
2024-05-02,57.44428891
2024-05-03,56.76960716
2024-05-04,57.61562107
2024-05-05,55.20360789
2024-05-06,55.98866657
2024-05-07,58.5943185
2024-05-08,55.5382678
2024-05-09,52.85360738
2024-05-10,53.36166643
2024-05-11,47.89041096
2024-05-12,49.25891733
2024-05-13,55.58043326
2024-05-14,58.88270825
2024-05-15,58.51018415
2024-05-16,61.29569592
2024-05-17,51.65122463
2024-05-18,54.21872376
2024-05-19,48.86786913
2024-05-20,51.67249825
2024-05-21,55.13221523
2024-05-22,55.82959955
2024-05-23,55.29928741
2024-05-24,57.19390891
2024-05-25,60.39717601
2024-05-26,54.91717877
2024-05-27,56.64159911
2024-05-28,50.51040939
2024-05-29,53.9825077
2024-05-30,53.16288833
2024-05-31,55.41162498
2024-06-01,51.88138431
2024-06-02,46.95950286
2024-06-03,49.44647848
2024-06-04,52.46380248
2024-06-05,51.37639509
2024-06-06,51.47841274
2024-06-07,53.01633622
2024-06-08,52.98143495
2024-06-09,52.9970654
2024-06-10,51.66890193
2024-06-11,52.14884111
2024-06-12,54.98225266
2024-06-13,54.50258995
2024-06-14,53.85004189
2024-06-15,50.16309374
2024-06-16,50.23049002
2024-06-17,51.67132867
2024-06-18,50.24422026
2024-06-19,51.58142138
2024-06-20,51.82456631
2024-06-21,69.44020676
2024-06-22,81.68737755
2024-06-23,53.30871451
2024-06-24,53.47224164
2024-06-25,58.39374476
2024-06-26,68.48261416
2024-06-27,58.41463074
2024-06-28,58.58871981
2024-06-29,63.48763448
2024-06-30,56.82291376
2024-07-01,52.86767169
2024-07-02,52.34806321
2024-07-03,50.85299456
2024-07-04,54.46512928
2024-07-05,56.06042423
2024-07-06,56.63759419
2024-07-07,46.91899441
2024-07-08,54.29871221
2024-07-09,55.36724427
2024-07-10,55.84077589
2024-07-11,57.07227571
2024-07-12,60.41273387
2024-07-13,56.35850112
2024-07-14,49.50418644
2024-07-15,55.00251362
2024-07-16,55.04265997
2024-07-17,51.35123448
2024-07-18,48.71121352
2024-07-19,49.03151143
2024-07-20,46.460282
2024-07-21,47.14582752
2024-07-22,50.35312194
2024-07-23,51.70690858
2024-07-24,49.8031551
2024-07-25,49.7564926
2024-07-26,52.27625698
2024-07-27,46.61150677
2024-07-28,49.58737458
2024-07-29,47.69617959
2024-07-30,49.22538171
2024-07-31,51.07677275
2024-08-01,47.31639916
2024-08-02,45.52787481
2024-08-03,55.19385904
2024-08-04,49.50167177
2024-08-05,49.84349282
2024-08-06,50.18523171
2024-08-07,51.45405104
2024-08-08,47.28961672
2024-08-09,49.78808594
2024-08-10,54.35034868
2024-08-11,46.19444056
2024-08-12,42.8447049
2024-08-13,47.54485838
2024-08-14,74.09703993
2024-08-15,69.25905215
2024-08-16,53.8628053
2024-08-17,51.10019564
2024-08-18,49.72762754
2024-08-19,45.15355596
2024-08-20,46.20036328
2024-08-21,48.90919251
2024-08-22,51.44112306
2024-08-23,53.15196421
2024-08-24,54.5641958
2024-08-25,43.77106918
2024-08-26,48.8979877
2024-08-27,51.72854152
2024-08-28,57.09470596
2024-08-29,55.62400336
2024-08-30,55.19086209
2024-08-31,50.50048876
2024-09-01,48.75097711
2024-09-02,52.24644351
2024-09-03,50.85648536
2024-09-04,47.79413817
2024-09-05,49.73381696
2024-09-06,51.22259461
2024-09-07,49.34405906
2024-09-08,47.46193602
2024-09-09,50.51353237
2024-09-10,53.54893736
2024-09-11,56.46090478
2024-09-12,53.16662007
2024-09-13,51.10672433
2024-09-14,48.88719597
2024-09-15,44.11216386
2024-09-16,45.82007549
2024-09-17,48.50769877
2024-09-18,47.85814116
2024-09-19,50.90387835
2024-09-20,50.37503495
2024-09-21,44.03328206
2024-09-22,42.3640039
2024-09-23,46.79785006
2024-09-24,48.28093645
2024-09-25,49.47646319
2024-09-26,49.48737972
2024-09-27,53.53638138
2024-09-28,47.12655225
2024-09-29,47.48786272
2024-09-30,53.38492616
2024-10-01,52.92744524
2024-10-02,48.09740803
2024-10-03,49.92600866
2024-10-04,48.95697577
2024-10-05,46.89467818
2024-10-06,42.37512202
2024-10-07,48.92933798
2024-10-08,48.85359732
2024-10-09,53.95389972
2024-10-10,49.25797909
2024-10-11,54.61280403
2024-10-12,54.28757347
2024-10-13,44.07108805
2024-10-14,51.59454927
2024-10-15,54.96297331
2024-10-16,50.76379383
2024-10-17,54.55681184
2024-10-18,56.73563058
2024-10-19,52.63143216
2024-10-20,49.70266499
2024-10-21,53.24864036
2024-10-22,53.88402962
2024-10-23,53.23344948
2024-10-24,52.03443949
2024-10-25,52.70561986
2024-10-26,52.42863128
2024-10-27,42.21070234
2024-10-28,48.80092205
2024-10-29,57.35114397
2024-10-30,49.35145333
2024-10-31,51.4064678
2024-11-01,51.26596932
2024-11-02,47.45750629
2024-11-03,51.41272499
2024-11-04,49.91811968
2024-11-05,50.27541899
2024-11-06,52.91678302
2024-11-07,55.40452577
2024-11-08,55.66764459
2024-11-09,50.07429607
2024-11-10,52.89516241
2024-11-11,58.80276189
2024-11-12,59.01577772
2024-11-13,60.13031952
2024-11-14,59.44293896
2024-11-15,59.55879888
2024-11-16,57.59118795
2024-11-17,55.56630874
2024-11-18,55.36919861
2024-11-19,55.10158863
2024-11-20,60.97863128
2024-11-21,60.69537903
2024-11-22,63.03993298
2024-11-23,58.48402846
2024-11-24,52.65168853
2024-11-25,62.09990219
2024-11-26,60.62006418
2024-11-27,61.19278624
2024-11-28,58.46455696
2024-11-29,59.78362491
2024-11-30,55.88792622
2024-12-01,55.31846068
2024-12-02,64.31283198
2024-12-03,62.82238681
2024-12-04,62.39704035
2024-12-05,64.36469108
2024-12-06,63.5914549
2024-12-07,58.70124423
2024-12-08,56.0972106
2024-12-09,60.66508645
2024-12-10,66.46268865
2024-12-11,63.80829957
2024-12-12,68.14499023
2024-12-13,62.95699525
2024-12-14,58.72523025
2024-12-15,55.80656425
2024-12-16,59.57367907
2024-12-17,63.61324965
2024-12-18,62.29959458
2024-12-19,61.39248288
2024-12-20,67.57382082
2024-12-21,63.67208292
2024-12-22,64.83834009
2024-12-23,66.87279597
2024-12-24,65.21211697
2024-12-25,60.67192737
2024-12-26,56.79477142
2024-12-27,60.50055882
2024-12-28,54.59084566
2024-12-29,55.06987448
2024-12-30,58.52561776
2024-12-31,61.3539687
2025-01-01,46.74720982
2025-01-02,51.82520212
2025-01-03,58.1959799
2025-01-04,53.29357542
2025-01-05,50.49811268
2025-01-06,54.91864691
2025-01-07,54.7459565
2025-01-08,53.65066964
2025-01-09,54.66377986
2025-01-10,54.3028779
2025-01-11,52.68100559
2025-01-12,49.9099275
2025-01-13,59.59731544
2025-01-14,63.25038424
2025-01-15,60.13232831
2025-01-16,59.41264304
2025-01-17,61.00027925
2025-01-18,60.10668901
2025-01-19,72.36061453
2025-01-20,76.95398773
2025-01-21,62.48079341
2025-01-22,62.29500419
2025-01-23,65.15310537
2025-01-24,73.25041853
2025-01-25,80.8430606
2025-01-26,59.77397738
2025-01-27,58.44396432
2025-01-28,56.53867635
2025-01-29,54.97109342
2025-01-30,56.59670667
2025-01-31,56.49294397
2025-02-01,52.1485826
2025-02-02,49.42507688
2025-02-03,55.21237949
2025-02-04,56.61233049
2025-02-05,54.24480112
2025-02-06,63.24560424
2025-02-07,63.24731483
2025-02-08,61.47233864
2025-02-09,58.84312631
2025-02-10,67.73652611
2025-02-11,57.53540008
2025-02-12,57.58329825
2025-02-13,61.32801567
2025-02-14,64.96071829
2025-02-15,61.07221989
2025-02-16,58.89598208
2025-02-17,66.58412654
2025-02-18,57.82111437
2025-02-19,60.51124773
2025-02-20,67.71714766
2025-02-21,67.85744206
2025-02-22,57.54339623
2025-02-23,59.33808526
2025-02-24,63.82266629
2025-02-25,64.16115068
2025-02-26,65.01548981
2025-02-27,65.40616286
2025-02-28,62.53465347
2025-03-01,55.93571329
2025-03-02,58.56810261
2025-03-03,63.22037683
2025-03-04,62.96790399
2025-03-05,65.3300754
2025-03-06,64.74504051
2025-03-07,60.06361857
2025-03-08,56.05257271
2025-03-09,56.78673184
2025-03-10,59.38116529
2025-03-11,59.51278469
2025-03-12,57.39511173
2025-03-13,57.32501046
2025-03-14,59.52891061
2025-03-15,52.74194448
2025-03-16,47.23991063
2025-03-17,54.42563888
2025-03-18,61.0905787
2025-03-19,61.81237776
2025-03-20,64.75328121
2025-03-21,59.02550167
2025-03-22,56.84640067
2025-03-23,49.40184049
2025-03-24,63.05414457
2025-03-25,63.12167832
2025-03-26,64.48745819
2025-03-27,65.11477241
2025-03-28,66.1452514
2025-03-29,56.36306445
2025-03-30,53.20011156
2025-03-31,67.67550963
2025-04-01,64.54277739
2025-04-02,63.9125523
2025-04-03,65.68660053
2025-04-04,61.17579813
2025-04-05,55.85834149
2025-04-06,55.43172607
2025-04-07,78.7627972
2025-04-08,80.19542475
2025-04-09,76.68419584
2025-04-10,63.5137244
2025-04-11,60.98425307
2025-04-12,54.95192978
2025-04-13,51.53219064
2025-04-14,55.15066964
2025-04-15,56.82397318
2025-04-16,60.22716497
2025-04-17,57.35386119
2025-04-18,55.94741247
2025-04-19,57.9547928
2025-04-20,53.45871175
2025-04-21,57.53710938
2025-04-22,62.70478315
2025-04-23,64.44081519
2025-04-24,60.80486441
2025-04-25,69.1193364
2025-04-26,65.92421287
2025-04-27,55.17966574
2025-04-28,62.83449721
2025-04-29,64.99832215
2025-04-30,66.83956321
2025-05-01,60.8219543
2025-05-02,65.83124912
2025-05-03,56.51573647
2025-05-04,77.31150988
2025-05-05,78.17474097
2025-05-06,62.35555867
2025-05-07,66.02529128
2025-05-08,69.28180536
2025-05-09,69.44433456
2025-05-10,58.72293397
2025-05-11,55.41060627
2025-05-12,61.60554851
2025-05-13,65.34716556
2025-05-14,69.57657658
2025-05-15,70.0376669
2025-05-16,66.96343179
2025-05-17,72.31057207
2025-05-18,60.59053902
2025-05-19,63.20373491
2025-05-20,69.44608049
2025-05-21,65.27422969
2025-05-22,63.44679066
2025-05-23,69.57492654
2025-05-24,57.95348186
2025-05-25,57.13382848
2025-05-26,64.91942265
2025-05-27,67.01970099
2025-05-28,69.21848268
2025-05-29,66.22808737
2025-05-30,77.71190942
2025-05-31,94.64844842
2025-06-01,62.94764105
2025-06-02,68.45027353
2025-06-03,69.09314685
2025-06-04,65.95041322
2025-06-05,66.33987111
2025-06-06,64.73845508
2025-06-07,66.49713807
2025-06-08,65.97833683
2025-06-09,64.84422673
2025-06-10,73.69605925
2025-06-11,70.25702699
2025-06-12,73.79561636
2025-06-13,69.50391389
2025-06-14,69.36457606
2025-06-15,64.30255045
2025-06-16,63.0016795
2025-06-17,68.41840594
2025-06-18,70.74793793
2025-06-19,65.46662011
2025-06-20,65.99048818
2025-06-21,69.94995807
2025-06-22,57.44092945
2025-06-23,63.26475524
2025-06-24,77.43052455
2025-06-25,88.63744241
2025-06-26,75.57226644
2025-06-27,67.4241789
2025-06-28,72.28138528
2025-06-29,65.51316527
2025-06-30,70.09368891
2025-07-01,65.77734266
2025-07-02,70.51411403
2025-07-03,72.7420302
2025-07-04,80.37845381
2025-07-05,67.09752344
2025-07-06,63.29348434
2025-07-07,76.83163337
2025-07-08,78.87679844
2025-07-09,73.73600224
2025-07-10,74.88750872
2025-07-11,73.85004896
2025-07-12,70.88817535
2025-07-13,61.92584835
2025-07-14,70.31476829
2025-07-15,71.81601339
2025-07-16,73.73217027
2025-07-17,74.49512127
2025-07-18,75.75969317
2025-07-19,72.56645215
2025-07-20,69.13675094
2025-07-21,76.23466965
2025-07-22,77.03134182
2025-07-23,73.93317489
2025-07-24,76.02350308
2025-07-25,81.74104143
2025-07-26,72.80483038
2025-07-27,73.05328498
2025-07-28,76.16226046
2025-07-29,79.44301496
2025-07-30,79.13602015
2025-07-31,86.81571209
2025-08-01,93.56099608
2025-08-02,99.16864774
2025-08-03,91.63002232
2025-08-04,99.15505932
2025-08-05,105.34715822
2025-08-06,97.65693533
2025-08-07,95.15991054
2025-08-08,87.80581168
2025-08-09,82.79516895
2025-08-10,89.09012156
2025-08-11,85.73950168
2025-08-12,86.3799023
2025-08-13,92.07229588
2025-08-14,90.91365799
2025-08-15,86.96860611
2025-08-16,82.87686723
2025-08-17,84.12348432
2025-08-18,88.06179383
2025-08-19,88.97394091
2025-08-20,86.9748919
2025-08-21,83.62889479
2025-08-22,84.28238739
2025-08-23,82.74853311
2025-08-24,84.12503485
2025-08-25,79.5030692
2025-08-26,78.79419562
2025-08-27,72.82191207
2025-08-28,79.73477654
2025-08-29,81.67670851
2025-08-30,81.77090301
2025-08-31,78.38553881
2025-09-01,79.31249128
2025-09-02,85.1369248
2025-09-03,79.86326217
2025-09-04,85.91199888
2025-09-05,85.50656241
2025-09-06,71.30800448
2025-09-07,68.86538193
2025-09-08,87.73767286
2025-09-09,87.75045334
2025-09-10,84.13226622
2025-09-11,89.36011738
2025-09-12,96.71849267
2025-09-13,86.58420539
2025-09-14,78.28113234
2025-09-15,85.65636796
2025-09-16,85.12765363
2025-09-17,77.61563154
2025-09-18,89.7417237
2025-09-19,80.67090376
2025-09-20,72.25489374
2025-09-21,67.95717884
2025-09-22,70.76961813
2025-09-23,77.60672433
2025-09-24,71.34352744
2025-09-25,69.47509793
2025-09-26,74.13537729
2025-09-27,64.73707017
2025-09-28,66.54643357
2025-09-29,72.63528426
2025-09-30,77.55890985
2025-10-01,78.53823529
2025-10-02,86.84373251
2025-10-03,76.37562814
2025-10-04,67.85782189
2025-10-05,63.1105682
2025-10-06,78.83904349
2025-10-07,71.88614138
2025-10-08,73.78711485
2025-10-09,75.40209644
2025-10-10,74.88598209
2025-10-11,73.97610731
2025-10-12,71.47849162
2025-10-13,71.50412876
2025-10-14,71.92615385
2025-10-15,79.86947398
2025-10-16,75.81159826
2025-10-17,78.17344514
2025-10-18,66.92261405
2025-10-19,62.58227317
2025-10-20,68.05306753
2025-10-21,79.07891042
2025-10-22,75.43652686
2025-10-23,71.04432599
2025-10-24,71.94494256
2025-10-25,62.27722634
2025-10-26,61.50733138
2025-10-27,74.20308123
2025-10-28,82.18069585
2025-10-29,72.85422496
2025-10-30,73.67161462
2025-10-31,85.24908938
2025-11-01,69.05200615
2025-11-02,73.55105462
2025-11-03,69.51837362
2025-11-04,71.57885906
2025-11-05,70.33235294
2025-11-06,72.79009929
2025-11-07,68.037208
2025-11-08,69.92857143
2025-11-09,71.14744485
2025-11-10,74.62617215
2025-11-11,66.80874317
2025-11-12,65.51125717
2025-11-13,68.21742785
2025-11-14,73.93404136
2025-11-15,72.74849713
2025-11-16,62.1205981
2025-11-17,64.80541907
2025-11-18,65.53796491
2025-11-19,68.7040888
2025-11-20,74.01486885
2025-11-21,66.38500421
2025-11-22,63.2405295
2025-11-23,57.09480337
2025-11-24,65.90288529
2025-11-25,73.59354748
2025-11-26,75.64167369
2025-11-27,97.92511569
2025-11-28,77.37868163
2025-11-29,67.31624529
2025-11-30,73.03603855
2025-12-01,81.0513574
2025-12-02,84.19764838
2025-12-03,88.25983364
2025-12-04,82.06134516
2025-12-05,77.5921369
2025-12-06,64.89045141
2025-12-07,51.24386826
2025-12-08,57.8157193
2025-12-09,64.51727043
2025-12-10,70.86855452
2025-12-11,71.17325484
2025-12-12,65.2208304
2025-12-13,56.41552448
2025-12-14,48.53711973
2025-12-15,62.54259777
2025-12-16,69.17629816
2025-12-17,71.41139506
2025-12-18,82.46904263
2025-12-19,76.17633086
2025-12-20,78.40301213
2025-12-21,62.65310671
2025-12-22,80.53581902
2025-12-23,81.42735401
2025-12-24,84.66731735
2025-12-25,68.67067039
2025-12-26,75.21960073
2025-12-27,72.56682028
2025-12-28,78.23316134
2025-12-29,128.26029884
2025-12-30,101.82101875
2025-12-31,103.32993862
2026-01-01,108.19079498
2026-01-02,94.51407862
2026-01-03,108.05202232
2026-01-04,82.75097602
2026-01-05,104.35767137
2026-01-06,90.93633324
2026-01-07,105.11630829
2026-01-08,103.84488541
2026-01-09,107.08238082
2026-01-10,98.41110026
2026-01-11,98.58410042
2026-01-12,115.98073164
2026-01-13,133.71368598
2026-01-14,165.39575774
2026-01-15,177.97071538
2026-01-16,212.82339833
2026-01-17,151.79015616
2026-01-18,102.50069618
2026-01-19,138.6600223
2026-01-20,115.19514577
2026-01-21,140.85584832
2026-01-22,123.99804415
2026-01-23,159.30550126
2026-01-24,130.28471835
2026-01-25,118.90925565
2026-01-26,124.35230126
2026-01-27,148.37949791
2026-01-28,169.72211378
2026-01-29,166.1846583
2026-01-30,108.64375349
2026-01-31,93.19385904
2026-02-01,164.9614579
2026-02-02,137.06075419
2026-02-03,172.30801511
2026-02-04,159.73811521
2026-02-05,123.97034965
2026-02-06,146.56091087
2026-02-07,240.0389556
2026-02-08,149.43747362
2026-02-09,185.33924581
2026-02-10,206.28982672
2026-02-11,160.62370846
2026-02-12,116.911539
2026-02-13,123.65214964
2026-02-14,104.86951066
2026-02-15,88.87266648
2026-02-16,107.62283882
2026-02-17,98.11382341
2026-02-18,101.91942005
2026-02-19,94.93777902
2026-02-20,94.04389632
2026-02-21,88.71366806
2026-02-22,92.05210365
2026-02-23,113.60097629
2026-02-24,110.35768051
2026-02-25,148.86177046
2026-02-26,108.04753938
2026-02-27,102.44918444
2026-02-28,109.79024595
2026-03-01,92.75752508
2026-03-02,117.58812849
2026-03-03,94.67136281
2026-03-04,93.10760642
2026-03-05,110.24989541
2026-03-06,112.88836038
2026-03-07,99.83098198
2026-03-08,87.51087563
2026-03-09,110.50244243
2026-03-10,116.29558166
2026-03-11,117.30142538
2026-03-12,128.75614525
2026-03-13,120.11614612
2026-03-14,122.68372612
2026-03-15,86.74940767
2026-03-16,115.01075719
2026-03-17,155.76412983
2026-03-18,184.16655033
2026-03-19,178.76289378
2026-03-20,153.98954704
2026-03-21,150.7013947
2026-03-22,109.36026231
2026-03-23,175.30714485
2026-03-24,174.65654596
2026-03-25,114.94449093
2026-03-26,172.93971532
2026-03-27,202.99483312
2026-03-28,202.78682818
2026-03-29,117.04712115
2026-03-30,151.01227507
2026-03-31,183.34259001
2026-04-01,152.07061122
2026-04-02,175.45709111
2026-04-03,176.36955008
2026-04-04,161.21136174
2026-04-05,159.0777592
2026-04-06,174.03403068
2026-04-07,194.34940095
2026-04-08,152.66318429
2026-04-09,172.00264956
2026-04-10,179.45491346
