date,Tokens Transferred Between EOA USD (Total)
2018-02-12,3839113946.551241
2018-02-13,5257693978.570829
2018-02-14,4256344828.353829
2018-02-15,4853367725.342416
2018-02-16,3906104866.190417
2018-02-17,3947431664.318372
2018-02-18,3620937591.727478
2018-02-19,3444632571.109958
2018-02-20,3721667664.170167
2018-02-21,3426233758.57248
2018-02-22,4433846544.158045
2018-02-23,2556504370.243664
2018-02-24,2327953693.086079
2018-02-25,1496664975.9804792
2018-02-26,1990853412.7582483
2018-02-27,1179456733.1653128
2018-02-28,1182268541.1874738
2018-03-01,1288676202.0198808
2018-03-02,1156745398.06766
2018-03-03,812727496.4741472
2018-03-04,814016413.2116985
2018-03-05,1210600733.3329103
2018-03-06,1450807754.212988
2018-03-07,1361741289.4427035
2018-03-08,1026298326.2246964
2018-03-09,1180830372.114001
2018-03-10,712106515.374061
2018-03-11,718201431.6007578
2018-03-12,930290703.2212404
2018-03-13,1355977255.3945234
2018-03-14,1050662162.1773776
2018-03-15,1020259273.1433887
2018-03-16,727632015.7267492
2018-03-17,600695841.8641311
2018-03-18,1360445614.982355
2018-03-19,1179976242.7601955
2018-03-20,950713559.3830591
2018-03-21,895426822.4357492
2018-03-22,750302762.7161337
2018-03-23,950859412.4331872
2018-03-24,552221423.6252731
2018-03-25,473018391.17639005
2018-03-26,851492798.7706251
2018-03-27,1010815389.1966512
2018-03-28,998582342.413075
2018-03-29,828972646.0081773
2018-03-30,797609896.3778663
2018-03-31,521542710.9468917
2018-04-01,418930998.254666
2018-04-02,485613088.2178485
2018-04-03,612108540.3180006
2018-04-04,516464928.89642775
2018-04-05,436516476.5488053
2018-04-06,430099355.6034951
2018-04-07,297978429.7478379
2018-04-08,462210466.2449316
2018-04-09,551340695.8623114
2018-04-10,466555567.8548133
2018-04-11,560892998.1133777
2018-04-12,981656375.9188548
2018-04-13,963287012.1497692
2018-04-14,426734364.3733133
2018-04-15,548206705.0627762
2018-04-16,629204193.4521068
2018-04-17,648316768.3482283
2018-04-18,805053917.5236899
2018-04-19,911495365.1140409
2018-04-20,1212475676.9480195
2018-04-21,910052164.9825964
2018-04-22,694369412.8420092
2018-04-23,1489018383.862643
2018-04-24,1729181798.5707607
2018-04-25,1396831019.665155
2018-04-26,1172227768.4185755
2018-04-27,1201444555.6888304
2018-04-28,1103694551.3884833
2018-04-29,1008514348.5385424
2018-04-30,1214103589.1184056
2018-05-01,1119050847.0160291
2018-05-02,1664638502.1106718
2018-05-03,1886583226.75505
2018-05-04,1807987708.060988
2018-05-05,1299411130.9108524
2018-05-06,1082954734.9183078
2018-05-07,1997930748.2894087
2018-05-08,1359459710.9331656
2018-05-09,1531078830.755912
2018-05-10,1373355059.2381473
2018-05-11,1339977171.847226
2018-05-12,975686151.270727
2018-05-13,743553311.8617952
2018-05-14,1421681879.4693708
2018-05-15,1261091699.0579066
2018-05-16,1037225932.9252903
2018-05-17,987680198.2610704
2018-05-18,1019346074.7099264
2018-05-19,760400155.0824064
2018-05-20,812517598.9818769
2018-05-21,1033639887.2685376
2018-05-22,1235550249.2018807
2018-05-23,1385867883.309533
2018-05-24,1149423741.8346114
2018-05-25,941794420.6484864
2018-05-26,685093978.4242647
2018-05-27,1018944237.8260996
2018-05-28,1260978150.599146
2018-05-29,1143278906.0740542
2018-05-30,1091271267.2748885
2018-05-31,1132811679.220539
2018-06-01,1336827547.6378143
2018-06-02,708893909.0380402
2018-06-03,632408374.6579381
2018-06-04,1108296952.9359643
2018-06-05,1132333102.8138714
2018-06-06,1258053737.3890803
2018-06-07,1218630541.588632
2018-06-08,1278664630.6533847
2018-06-09,653219433.2819934
2018-06-10,826433653.2320728
2018-06-11,1064784952.19875
2018-06-12,1394195868.6788862
2018-06-13,1861765477.4016905
2018-06-14,2004609712.519728
2018-06-15,1601130251.6488874
2018-06-16,735552364.2733265
2018-06-17,546339546.9285171
2018-06-18,763793039.276474
2018-06-19,955176561.2762774
2018-06-20,1031333806.8187348
2018-06-21,917681419.2323246
2018-06-22,1017089147.762604
2018-06-23,571088978.6687573
2018-06-24,808959115.1001283
2018-06-25,986215777.7858756
2018-06-26,770811835.2658324
2018-06-27,768398694.2443422
2018-06-28,696993024.9005158
2018-06-29,847901000.9557134
2018-06-30,526072353.1654091
2018-07-01,429608095.0874374
2018-07-02,628779723.5599462
2018-07-03,768491832.5358601
2018-07-04,677445110.6709795
2018-07-05,731060801.9386225
2018-07-06,681243328.1388487
2018-07-07,514231248.5929852
2018-07-08,551000618.4147955
2018-07-09,765213601.0068799
2018-07-10,768709800.0365491
2018-07-11,593292523.6704628
2018-07-12,516114194.076024
2018-07-13,512603206.5992624
2018-07-14,371964491.57271695
2018-07-15,331339848.2564348
2018-07-16,775440816.7144647
2018-07-17,816783441.4453024
2018-07-18,893711963.8466598
2018-07-19,720093788.3337595
2018-07-20,692886990.4841022
2018-07-21,435077099.1324397
2018-07-22,416254456.48717993
2018-07-23,672623907.6361785
2018-07-24,764454622.6174965
2018-07-25,656234343.5954915
2018-07-26,535759770.8138571
2018-07-27,596684165.0839726
2018-07-28,344988761.5801557
2018-07-29,338380732.5099995
2018-07-30,631846791.8980048
2018-07-31,1170623135.368064
2018-08-01,563170782.8343074
2018-08-02,582484127.7987763
2018-08-03,507046327.37666094
2018-08-04,353998617.4702192
2018-08-05,334577464.94440234
2018-08-06,456782949.7489874
2018-08-07,472591261.0396918
2018-08-08,644038740.4611101
2018-08-09,528932608.52943575
2018-08-10,552737610.0415612
2018-08-11,477792266.1345674
2018-08-12,293150866.7197118
2018-08-13,631426895.2928984
2018-08-14,763167554.0321043
2018-08-15,582762763.4514046
2018-08-16,409880135.75564176
2018-08-17,537158394.7463107
2018-08-18,305122100.2499956
2018-08-19,202295039.79868603
2018-08-20,358228796.98429585
2018-08-21,383609333.1199932
2018-08-22,427723319.705002
2018-08-23,353481499.7462913
2018-08-24,371166785.31349146
2018-08-25,282465373.2926188
2018-08-26,246060494.08080164
2018-08-27,430083564.8450643
2018-08-28,385775122.6202492
2018-08-29,422465322.4271847
2018-08-30,375259270.7692794
2018-08-31,386401927.55747867
2018-09-01,315437013.7301103
2018-09-02,250249776.88283303
2018-09-03,483616004.7788703
2018-09-04,509053242.0175055
2018-09-05,500302026.3162955
2018-09-06,617910921.2382721
2018-09-07,490627736.67311865
2018-09-08,357140815.1817302
2018-09-09,390590528.9901592
2018-09-10,441148657.3201463
2018-09-11,415740146.6479157
2018-09-12,627664718.6881778
2018-09-13,450417953.5929194
2018-09-14,404265132.9074806
2018-09-15,298013182.7093571
2018-09-16,250509196.39203343
2018-09-17,348977333.9692292
2018-09-18,355558280.3245236
2018-09-19,303296010.94437087
2018-09-20,376513900.465451
2018-09-21,654271050.209319
2018-09-22,354170232.47794574
2018-09-23,306560119.21680266
2018-09-24,398479829.38008
2018-09-25,380559726.71192646
2018-09-26,358226994.2473867
2018-09-27,347254218.7547843
2018-09-28,347814437.8445427
2018-09-29,314173646.7881705
2018-09-30,291208947.6325665
2018-10-01,270164521.8966669
2018-10-02,229268838.49022192
2018-10-03,315616435.6811884
2018-10-04,331249549.33569485
2018-10-05,292049110.0406305
2018-10-06,219562365.2082191
2018-10-07,203885358.7967732
2018-10-08,347019035.7385631
2018-10-09,295788808.7295058
2018-10-10,301439455.9207928
2018-10-11,523226745.0128324
2018-10-12,360477220.0237948
2018-10-13,222094816.1193724
2018-10-14,204646629.63282043
2018-10-15,624776316.6119685
2018-10-16,426068903.168446
2018-10-17,373972578.5304812
2018-10-18,433223985.7116844
2018-10-19,312062841.5127749
2018-10-20,274304850.079752
2018-10-21,384132285.75068
2018-10-22,291782161.9013898
2018-10-23,320844983.14864457
2018-10-24,289278289.32591546
2018-10-25,402463517.0015172
2018-10-26,323814345.3916101
2018-10-27,184103093.02681243
2018-10-28,191131379.83126903
2018-10-29,348652579.1173127
2018-10-30,303803587.63962847
2018-10-31,320092824.19903046
2018-11-01,299463957.61483115
2018-11-02,353230295.6140076
2018-11-03,198016165.9851348
2018-11-04,293367568.6328485
2018-11-05,467986279.1860432
2018-11-06,373663512.4296296
2018-11-07,421488341.4698735
2018-11-08,328615323.69525784
2018-11-09,320903749.8598733
2018-11-10,212492936.89588943
2018-11-11,219326709.38410032
2018-11-12,370051745.6557847
2018-11-13,319733190.37865233
2018-11-14,497113475.83382463
2018-11-15,497955098.1298651
2018-11-16,355547705.16822684
2018-11-17,224893380.4970832
2018-11-18,296905134.73374134
2018-11-19,627758159.6544949
2018-11-20,634919018.70251
2018-11-21,474636234.2783786
2018-11-22,298381492.0414746
2018-11-23,331264167.4101771
2018-11-24,219926088.2093187
2018-11-25,398939193.8805724
2018-11-26,334341284.1467128
2018-11-27,279498699.6721829
2018-11-28,375445218.5441561
2018-11-29,392237549.90828216
2018-11-30,1936696615.1883569
2018-12-01,1807917459.2694373
2018-12-02,151510624.41548803
2018-12-03,219529129.6519719
2018-12-04,230536474.6069617
2018-12-05,266270031.4769241
2018-12-06,308185073.2548791
2018-12-07,400060187.4120272
2018-12-08,214090399.36919647
2018-12-09,198420739.5784661
2018-12-10,207985445.3255624
2018-12-11,200936656.0188453
2018-12-12,177839608.92779046
2018-12-13,242207421.2143553
2018-12-14,203979736.27338743
2018-12-15,141711293.58506554
2018-12-16,140215858.31112233
2018-12-17,284259404.13606393
2018-12-18,289915505.83004093
2018-12-19,388759036.7537243
2018-12-20,431601700.142476
2018-12-21,437298817.46308106
2018-12-22,211674775.47021183
2018-12-23,344349885.28215235
2018-12-24,497587769.6685561
2018-12-25,289571254.33178306
2018-12-26,257461901.58069795
2018-12-27,282886783.9112574
2018-12-28,386033084.0498512
2018-12-29,494573163.0865157
2018-12-30,210002389.175898
2018-12-31,243452966.55860472
2019-01-01,221117291.0558465
2019-01-02,388864560.83989537
2019-01-03,340601618.5339647
2019-01-04,550350741.7090393
2019-01-05,610982491.0078965
2019-01-06,330551798.8795625
2019-01-07,371070469.4792582
2019-01-08,321281383.48107743
2019-01-09,301617348.5484438
2019-01-10,371414766.8104278
2019-01-11,460144939.3368503
2019-01-12,170282474.81263918
2019-01-13,190289787.9663385
2019-01-14,384302572.1759184
2019-01-15,262094555.59583867
2019-01-16,301990801.2417357
2019-01-17,237178727.3109076
2019-01-18,197347361.617839
2019-01-19,167631262.24130926
2019-01-20,181958309.67956007
2019-01-21,201472478.06391576
2019-01-22,198796294.4727028
2019-01-23,215890009.7738896
2019-01-24,259084986.52505755
2019-01-25,210531780.40953985
2019-01-26,139951056.05761144
2019-01-27,189786117.2267398
2019-01-28,308583536.7885824
2019-01-29,222419152.2021177
2019-01-30,239331293.7493382
2019-01-31,235134916.1668487
2019-02-01,191931709.7056413
2019-02-02,125730081.44565472
2019-02-03,130039902.51206024
2019-02-04,86281573.5471516
2019-02-05,93856992.07324456
2019-02-06,162525929.4125037
2019-02-07,130448558.4761403
2019-02-08,231858355.72131035
2019-02-09,122513992.36063784
2019-02-10,159753780.63981274
2019-02-11,201527406.11306587
2019-02-12,170479097.13193634
2019-02-13,202337953.54784104
2019-02-14,182416986.38371947
2019-02-15,173935657.88558584
2019-02-16,122625189.70222084
2019-02-17,210209084.9682957
2019-02-18,409318103.071164
2019-02-19,368662662.9670819
2019-02-20,296614091.9734684
2019-02-21,287681836.7002535
2019-02-22,290194598.5455973
2019-02-23,227106623.27305487
2019-02-24,340465862.22268486
2019-02-25,472271211.68727934
2019-02-26,231360356.5069144
2019-02-27,369486588.1381155
2019-02-28,298077008.8553015
2019-03-01,227009198.3757245
2019-03-02,183200281.0010802
2019-03-03,201425661.87147665
2019-03-04,286040254.36076105
2019-03-05,297456529.3557489
2019-03-06,268005150.34426448
2019-03-07,261662001.93788588
2019-03-08,299678924.0386342
2019-03-09,232522090.70752683
2019-03-10,207596969.58921084
2019-03-11,281557585.7068159
2019-03-12,295371926.3121463
2019-03-13,251645210.61982703
2019-03-14,287061463.2357035
2019-03-15,278783585.19872934
2019-03-16,253288872.3288558
2019-03-17,212512257.7203157
2019-03-18,321963841.5867937
2019-03-19,245455461.36839944
2019-03-20,382702138.9146084
2019-03-21,308709014.006904
2019-03-22,265452269.94918647
2019-03-23,337798769.0872913
2019-03-24,230978249.958336
2019-03-25,358599831.5609927
2019-03-26,313193730.33325785
2019-03-27,297325879.19016355
2019-03-28,299980833.6865564
2019-03-29,347717738.8517795
2019-03-30,341658990.78025174
2019-03-31,291000150.77585256
2019-04-01,324172790.6766635
2019-04-02,615065821.8912966
2019-04-03,617145339.806791
2019-04-04,428176779.147363
2019-04-05,399679814.2131029
2019-04-06,294008135.522044
2019-04-07,392834223.6231896
2019-04-08,643180781.913782
2019-04-09,554445904.967396
2019-04-10,452109050.3923777
2019-04-11,453300276.51067615
2019-04-12,386507446.9921199
2019-04-13,240822536.2948091
2019-04-14,271197818.8982081
2019-04-15,371540446.3900584
2019-04-16,340645728.70477235
2019-04-17,328795613.02515507
2019-04-18,408725087.5090218
2019-04-19,365983419.9205021
2019-04-20,300870657.17177504
2019-04-21,324803795.4938242
2019-04-22,380132341.6837691
2019-04-23,432247716.7157432
2019-04-24,531724291.3818563
2019-04-25,436881307.32973534
2019-04-26,669312539.202937
2019-04-27,288494049.12662816
2019-04-28,348151318.3848491
2019-04-29,454875092.4323444
2019-04-30,440807404.5642261
2019-05-01,396299212.6804664
2019-05-02,314156517.4576054
2019-05-03,392130009.2766461
2019-05-04,310123236.3091933
2019-05-05,302690794.6991403
2019-05-06,511632471.0577605
2019-05-07,534161274.1811797
2019-05-08,500329092.4301943
2019-05-09,465960418.8979528
2019-05-10,453840990.9927139
2019-05-11,763848039.4923285
2019-05-12,505138120.5214216
2019-05-13,657169921.5076844
2019-05-14,683944289.5475178
2019-05-15,1000741675.8127372
2019-05-16,1739767985.6459906
2019-05-17,1056930449.8821788
2019-05-18,505449778.363492
2019-05-19,583027344.6858877
2019-05-20,716730881.7107948
2019-05-21,665248618.0810133
2019-05-22,654841144.5310179
2019-05-23,692973692.661292
2019-05-24,563077921.91783
2019-05-25,439879826.06612587
2019-05-26,616684920.6732054
2019-05-27,809275300.1602055
2019-05-28,632748191.1988121
2019-05-29,967429327.1715816
2019-05-30,858864977.3252472
2019-05-31,863183051.724988
2019-06-01,460615068.2193461
2019-06-02,398053095.5149509
2019-06-03,666237558.40528
2019-06-04,731611076.3178159
2019-06-05,807129251.5415426
2019-06-06,478156161.9715
2019-06-07,460314298.350485
2019-06-08,277621712.815919
2019-06-09,370613969.2555335
2019-06-10,560877939.746611
2019-06-11,494398692.334276
2019-06-12,597136949.023693
2019-06-13,642781578.2009786
2019-06-14,630529607.5297936
2019-06-15,535454879.4100819
2019-06-16,583133315.1064888
2019-06-17,596962848.4361827
2019-06-18,701481120.6249048
2019-06-19,764037915.437965
2019-06-20,608819788.8113234
2019-06-21,851277947.6723279
2019-06-22,832994700.056429
2019-06-23,633528709.1236084
2019-06-24,748007861.2165676
2019-06-25,860521325.2399244
2019-06-26,1141707714.0882926
2019-06-27,1003056475.2350785
2019-06-28,765564492.9661969
2019-06-29,779229036.6090493
2019-06-30,537674125.9611017
2019-07-01,664513561.9431716
2019-07-02,626589555.4791558
2019-07-03,585339884.6848134
2019-07-04,460186377.2791037
2019-07-05,446811095.8397921
2019-07-06,310865430.323975
2019-07-07,419235510.8865172
2019-07-08,510548390.80048966
2019-07-09,1265143063.7569003
2019-07-10,655392386.5377331
2019-07-11,948403698.5574104
2019-07-12,485800911.1603398
2019-07-13,261714634.02181453
2019-07-14,449979199.4531106
2019-07-15,627436983.367529
2019-07-16,458816264.1370572
2019-07-17,519969221.8337205
2019-07-18,503242958.3593983
2019-07-19,403310978.20088416
2019-07-20,296112455.7087909
2019-07-21,232380450.2174853
2019-07-22,328505636.8730931
2019-07-23,306752713.7828315
2019-07-24,316501968.8892983
2019-07-25,336251528.6540153
2019-07-26,532112091.9718647
2019-07-27,226087592.5472085
2019-07-28,193068725.4871251
2019-07-29,338318164.08264595
2019-07-30,336466504.522996
2019-07-31,337296930.8700021
2019-08-01,605393293.4679397
2019-08-02,392349961.1154944
2019-08-03,264391477.1427592
2019-08-04,202471674.6104888
2019-08-05,624400554.2984508
2019-08-06,481108723.43357295
2019-08-07,371395874.6485777
2019-08-08,443748847.6901619
2019-08-09,368494274.1656071
2019-08-10,259227134.95207623
2019-08-11,233686700.59662795
2019-08-12,300214355.7820505
2019-08-13,311307166.11927503
2019-08-14,380838870.12465256
2019-08-15,441905915.9981948
2019-08-16,339286701.6516066
2019-08-17,204131031.5629096
2019-08-18,224002565.9383392
2019-08-19,320066585.85540867
2019-08-20,423460275.1045162
2019-08-21,312446950.7540222
2019-08-22,320316667.75021875
2019-08-23,329826371.7643051
2019-08-24,223623403.4255731
2019-08-25,213271611.1912398
2019-08-26,330371157.50868005
2019-08-27,275909114.95824975
2019-08-28,296646766.8144001
2019-08-29,302837199.2243091
2019-08-30,309589472.407586
2019-08-31,379368032.2465391
2019-09-01,189716530.6500944
2019-09-02,295580128.0359145
2019-09-03,437398068.9757502
2019-09-04,306833506.2798615
2019-09-05,269757248.7651476
2019-09-06,287072959.6235504
2019-09-07,320512824.827372
2019-09-08,260091832.6198065
2019-09-09,322938171.7897443
2019-09-10,245912353.1406859
2019-09-11,309452874.1476273
2019-09-12,259426830.48448268
2019-09-13,333536238.3468825
2019-09-14,201333167.82344604
2019-09-15,228610191.75461248
2019-09-16,421396852.3128037
2019-09-17,455674257.4238054
2019-09-18,504679494.3504707
2019-09-19,389211219.3734821
2019-09-20,372410776.2013096
2019-09-21,200892752.59430057
2019-09-22,202998517.04843748
2019-09-23,329102123.8707325
2019-09-24,491485395.7193257
2019-09-25,420245664.6283561
2019-09-26,399755613.7880824
2019-09-27,347099297.6147149
2019-09-28,257896204.79477504
2019-09-29,198325461.3878036
2019-09-30,444115308.5454317
2019-10-01,263886573.42874816
2019-10-02,202637263.9763098
2019-10-03,159283643.7293811
2019-10-04,177618446.01458585
2019-10-05,136900165.932324
2019-10-06,148420253.50033587
2019-10-07,226456990.7488649
2019-10-08,274763974.69737774
2019-10-09,322695979.9186957
2019-10-10,254056365.2611675
2019-10-11,244863917.679797
2019-10-12,204922403.38886124
2019-10-13,137138098.400887
2019-10-14,218771932.65550825
2019-10-15,215358574.8947368
2019-10-16,237621949.27862328
2019-10-17,194681600.3018711
2019-10-18,214693299.4510353
2019-10-19,140635341.48775366
2019-10-20,192930801.9099061
2019-10-21,218999925.34423065
2019-10-22,215803954.811922
2019-10-23,367385431.3226708
2019-10-24,375496570.79722345
2019-10-25,330022507.1579141
2019-10-26,383005929.3230344
2019-10-27,202907344.4176011
2019-10-28,539982106.6568208
2019-10-29,350409090.61351913
2019-10-30,289311484.0883673
2019-10-31,291219331.4647501
2019-11-01,234748067.3281425
2019-11-02,159104651.48471084
2019-11-03,176550815.7341955
2019-11-04,299648662.4172457
2019-11-05,395309198.6527996
2019-11-06,231413052.7827428
2019-11-07,195378988.8433085
2019-11-08,227640098.87659377
2019-11-09,147794977.71142635
2019-11-10,141386205.92239794
2019-11-11,212626125.5366216
2019-11-12,288905073.68776834
2019-11-13,223123507.4566072
2019-11-14,188448135.03060985
2019-11-15,238230082.2787937
2019-11-16,146291854.96218845
2019-11-17,135567472.73182097
2019-11-18,218473609.3473594
2019-11-19,206391503.6498524
2019-11-20,203759382.18834525
2019-11-21,271872808.9289318
2019-11-22,428965857.57406855
2019-11-23,166915312.1972885
2019-11-24,129446415.05004662
2019-11-25,360495215.1384279
2019-11-26,175472545.59477893
2019-11-27,304427597.7566392
2019-11-28,278454068.938505
2019-11-29,183566024.31478983
2019-11-30,181879079.8339305
2019-12-01,107720607.5233033
2019-12-02,192721178.5830395
2019-12-03,158866935.48051876
2019-12-04,178646814.37128136
2019-12-05,173835879.52950817
2019-12-06,183999928.5451788
2019-12-07,85326686.31765565
2019-12-08,68652336.61438413
2019-12-09,146845111.57362118
2019-12-10,203505406.89231023
2019-12-11,111805439.2174415
2019-12-12,139914251.56983176
2019-12-13,141614212.46480256
2019-12-14,95416978.2747918
2019-12-15,84229401.59216362
2019-12-16,173907014.0326119
2019-12-17,278281006.8863504
2019-12-18,376336885.81195056
2019-12-19,375798752.1757344
2019-12-20,156261934.33231056
2019-12-21,96049954.71189605
2019-12-22,96324762.91468792
2019-12-23,207013705.86010903
2019-12-24,138413362.93151686
2019-12-25,149768922.69348332
2019-12-26,129587380.52886026
2019-12-27,142405908.40396047
2019-12-28,112288061.52188487
2019-12-29,124939678.22856514
2019-12-30,166507189.21456674
2019-12-31,244386231.493618
2020-01-01,69140491.40154469
2020-01-02,120567835.19131404
2020-01-03,220971584.1698118
2020-01-04,137478555.0861302
2020-01-05,111104144.99060136
2020-01-06,207547668.7804176
2020-01-07,175968335.5478622
2020-01-08,226779186.17443985
2020-01-09,166352773.3700065
2020-01-10,172078494.04746658
2020-01-11,179989438.68018898
2020-01-12,133952965.9302748
2020-01-13,187676605.2586173
2020-01-14,384242471.7022512
2020-01-15,308249017.5924697
2020-01-16,217107209.05724475
2020-01-17,233182611.6096573
2020-01-18,273542321.19679046
2020-01-19,173145781.77741423
2020-01-20,154508694.8028473
2020-01-21,144945480.56629378
2020-01-22,139545438.767783
2020-01-23,162057033.29963994
2020-01-24,170848868.34376362
2020-01-25,62975428.90021646
2020-01-26,89994781.5742065
2020-01-27,156480175.25445
2020-01-28,175490695.57287657
2020-01-29,192946704.90188155
2020-01-30,213711537.9903939
2020-01-31,313008344.20936286
2020-02-01,183103117.6614773
2020-02-02,183046283.3876737
2020-02-03,222496417.1240576
2020-02-04,260136797.1263899
2020-02-05,280943496.02216303
2020-02-06,450542120.6182202
2020-02-07,497185407.3000898
2020-02-08,267057372.79412004
2020-02-09,263897514.25206023
2020-02-10,369169629.2539314
2020-02-11,310092117.5319892
2020-02-12,655363137.7890927
2020-02-13,561783009.4364834
2020-02-14,481553416.167571
2020-02-15,461452856.239409
2020-02-16,387379771.84159154
2020-02-17,656464334.9631697
2020-02-18,583025776.9961505
2020-02-19,414969092.1469041
2020-02-20,522126957.3168884
2020-02-21,419446571.4991114
2020-02-22,225819498.0056705
2020-02-23,289467027.2489328
2020-02-24,414584770.4244521
2020-02-25,424395438.2097276
2020-02-26,560845582.9785721
2020-02-27,551008976.5568982
2020-02-28,365978770.3457462
2020-02-29,232463660.27769068
2020-03-01,328434793.2685827
2020-03-02,552399731.5243698
2020-03-03,352222990.72053987
2020-03-04,309705515.8492126
2020-03-05,354636507.55860335
2020-03-06,391465639.19005525
2020-03-07,255289062.23684728
2020-03-08,328609251.22745633
2020-03-09,658836874.2846677
2020-03-10,457281390.2986649
2020-03-11,426107462.5927311
2020-03-12,814784849.6027786
2020-03-13,951937902.41652
2020-03-14,345004688.9608644
2020-03-15,331138830.2317584
2020-03-16,612309967.0008422
2020-03-17,340015479.6661518
2020-03-18,291979637.007778
2020-03-19,450583235.8811185
2020-03-20,453746901.33323854
2020-03-21,201104079.7242989
2020-03-22,191610634.6116234
2020-03-23,328285750.0941758
2020-03-24,560085232.5925127
2020-03-25,286069579.2026425
2020-03-26,268460978.07079893
2020-03-27,203090313.2359517
2020-03-28,221819935.0600353
2020-03-29,136740607.05491874
2020-03-30,200226981.790373
2020-03-31,254773599.4012647
2020-04-01,175463984.49697715
2020-04-02,286607410.790602
2020-04-03,286089190.70746183
2020-04-04,156803156.8030416
2020-04-05,124467868.63662732
2020-04-06,414929768.84903365
2020-04-07,421451442.5285351
2020-04-08,287156066.0974602
2020-04-09,233573918.5611496
2020-04-10,451198002.19210845
2020-04-11,144239210.6661179
2020-04-12,153121951.1163406
2020-04-13,298101525.3079287
2020-04-14,192639782.13463128
2020-04-15,187247779.1135488
2020-04-16,427006645.8964022
2020-04-17,255253605.2610452
2020-04-18,286539402.0196515
2020-04-19,222821016.1270875
2020-04-20,364146740.60019857
2020-04-21,331578257.64793295
2020-04-22,308169298.0511889
2020-04-23,348826063.8006434
2020-04-24,569275006.851277
2020-04-25,253340124.1413901
2020-04-26,220574302.8456719
2020-04-27,371711914.3281223
2020-04-28,226227755.21986267
2020-04-29,495317539.2567494
2020-04-30,565447266.5671856
2020-05-01,268831869.07585245
2020-05-02,225245984.4688974
2020-05-03,231360024.52335
2020-05-04,296363110.7190602
2020-05-05,294488643.882813
2020-05-06,387769540.8710197
2020-05-07,553561340.6782812
2020-05-08,420510000.90026826
2020-05-09,269659178.0815814
2020-05-10,541356765.5981764
2020-05-11,399140871.7080234
2020-05-12,398448556.3918329
2020-05-13,447078671.5186927
2020-05-14,400648914.521424
2020-05-15,337132533.77105254
2020-05-16,222048634.2610298
2020-05-17,238702287.53626844
2020-05-18,387350084.8244669
2020-05-19,294635185.15502805
2020-05-20,299893304.11359125
2020-05-21,356300990.7570885
2020-05-22,336103853.32248324
2020-05-23,272558084.8956591
2020-05-24,195100155.67879087
2020-05-25,280636703.4632611
2020-05-26,331869683.6638362
2020-05-27,280221354.0411637
2020-05-28,391438671.9091601
2020-05-29,506003143.5302536
2020-05-30,517181358.7086443
2020-05-31,445179460.3202024
2020-06-01,451489548.5106102
2020-06-02,807610228.6355629
2020-06-03,328211842.43377125
2020-06-04,341318366.5658209
2020-06-05,415421695.27546585
2020-06-06,185448858.98946467
2020-06-07,243182143.1977565
2020-06-08,339925615.3482591
2020-06-09,348722566.5104461
2020-06-10,411251295.06923175
2020-06-11,450373819.62744606
2020-06-12,338576546.85112804
2020-06-13,173500209.43364495
2020-06-14,205691779.94614825
2020-06-15,545820942.6220866
2020-06-16,319792694.7764368
2020-06-17,334603244.3185885
2020-06-18,334315148.77305806
2020-06-19,369542038.22337216
2020-06-20,179548297.21439773
2020-06-21,240305348.4801567
2020-06-22,514164601.7691674
2020-06-23,454522453.8501051
2020-06-24,893916066.8842654
2020-06-25,1221283697.674197
2020-06-26,578462817.5840275
2020-06-27,349098257.8012152
2020-06-28,262713210.65123084
2020-06-29,300580611.3514624
2020-06-30,402633719.3753206
2020-07-01,361572803.47252375
2020-07-02,315841789.4515618
2020-07-03,311802900.7822122
2020-07-04,219288603.60407007
2020-07-05,179769120.59321067
2020-07-06,453397037.2674535
2020-07-07,470325484.1589244
2020-07-08,630733068.3495345
2020-07-09,508265626.44655913
2020-07-10,531561609.02024657
2020-07-11,201589402.4626852
2020-07-12,246865544.0493393
2020-07-13,510981376.69466233
2020-07-14,691195065.4871722
2020-07-15,369409743.25272745
2020-07-16,452858313.0867272
2020-07-17,372509746.8967509
2020-07-18,244235182.90144864
2020-07-19,295407281.1441199
2020-07-20,416792985.6467491
2020-07-21,474300062.37596
2020-07-22,625687713.8973376
2020-07-23,1232256483.6856408
2020-07-24,704178993.0817761
2020-07-25,698360423.9414115
2020-07-26,838931427.3279798
2020-07-27,1337372390.977485
2020-07-28,870293742.1320049
2020-07-29,744722733.013505
2020-07-30,863709438.6655414
2020-07-31,935847046.295375
2020-08-01,1006429854.8821718
2020-08-02,1065280908.1477308
2020-08-03,1049659801.2735271
2020-08-04,1137191537.924414
2020-08-05,821248403.8714911
2020-08-06,782127534.9402888
2020-08-07,901679667.0610806
2020-08-08,508508105.1485388
2020-08-09,556250046.1232862
2020-08-10,1029350633.091524
2020-08-11,886181486.1773716
2020-08-12,1167526834.5690598
2020-08-13,1333890549.108593
2020-08-14,1555794482.1475215
2020-08-15,746616870.1145319
2020-08-16,686735670.4567735
2020-08-17,1033722349.2610528
2020-08-18,953928368.4675506
2020-08-19,915870342.984258
2020-08-20,998616126.254236
2020-08-21,939703043.6944208
2020-08-22,638092688.7562814
2020-08-23,409568496.56106
2020-08-24,912392263.4950422
2020-08-25,855497483.113122
2020-08-26,852073626.6278898
2020-08-27,700423653.2752786
2020-08-28,953202148.5625572
2020-08-29,682641646.8878767
2020-08-30,941767454.342872
2020-08-31,1586387572.3046887
