,asset,sample,regressor,beta,hac_se,t,p,label,n,r2,adj_r2
0,btc,full,const,0.0006227083976678126,0.0006231802302614695,0.9992428633471588,0.31767705638294497,full,2107,0.13942202321032593,0.13449034426024187
1,btc,full,DGS10_d1,0.028283190263222995,0.021779724770483774,1.2986018217068023,0.19408061248149888,full,2107,0.13942202321032593,0.13449034426024187
2,btc,full,DGS2_d1,-0.010234372855919797,0.02259521155038288,-0.45294432553106034,0.6505888319811222,full,2107,0.13942202321032593,0.13449034426024187
3,btc,full,VIXCLS_d1,-0.004054915028449306,0.0008558354216750802,-4.737961208140745,2.158791229086473e-06,full,2107,0.13942202321032593,0.13449034426024187
4,btc,full,DTWEXBGS_d1,-0.003399588803763759,0.002419889442237014,-1.4048529426290992,0.16006501211508795,full,2107,0.13942202321032593,0.13449034426024187
5,btc,full,DFF_d1,-0.35423068198176355,0.32853406154737136,-1.0782160008413222,0.2809373728753173,full,2107,0.13942202321032593,0.13449034426024187
6,btc,full,spy_ret,-0.15239123717769543,0.23770443252566817,-0.6410954796193785,0.5214606509626398,full,2107,0.13942202321032593,0.13449034426024187
7,btc,full,qqq_ret,0.5604042459640183,0.15525832559171382,3.609495618532725,0.0003067929554579854,full,2107,0.13942202321032593,0.13449034426024187
8,btc,full,gld_ret,0.24308136353428605,0.08878433426669556,2.7378857491244353,0.0061835553830218845,full,2107,0.13942202321032593,0.13449034426024187
9,btc,full,defi_tvl_usd_ret,0.04653567856375924,0.030012858884834813,1.5505246848467753,0.1210156333962884,full,2107,0.13942202321032593,0.13449034426024187
10,btc,full,stables_total_usd_ret,0.041561942107283825,0.17580492648030963,0.23640942799142103,0.8131149810369174,full,2107,0.13942202321032593,0.13449034426024187
11,btc,full,fng_value_d1,-0.00036097651275385375,0.00013307552870934976,-2.7125686912900604,0.006676394232472562,full,2107,0.13942202321032593,0.13449034426024187
12,btc,full,cme_btc_basis_close_d1,4.0911736985640934e-06,2.2719617417373337e-06,1.800722971433329,0.0717465550646564,full,2107,0.13942202321032593,0.13449034426024187
13,btc,pre_etf,const,0.0009083091089216258,0.0008277289131424719,1.097350949688626,0.27248800657693406,pre_etf,1339,0.14033980398169577,0.1325600737009871
14,btc,pre_etf,DGS10_d1,0.023594760260681,0.02590272235571099,0.9108988598443154,0.362348666481885,pre_etf,1339,0.14033980398169577,0.1325600737009871
15,btc,pre_etf,DGS2_d1,-0.010447401330207072,0.025997668876784574,-0.4018591582084655,0.6877876816987787,pre_etf,1339,0.14033980398169577,0.1325600737009871
16,btc,pre_etf,VIXCLS_d1,-0.0044555866695897475,0.0010315900476405104,-4.319144683278715,1.5663507278761446e-05,pre_etf,1339,0.14033980398169577,0.1325600737009871
17,btc,pre_etf,DTWEXBGS_d1,-0.004076099732116344,0.0031625542210425225,-1.2888631932364705,0.1974456519862634,pre_etf,1339,0.14033980398169577,0.1325600737009871
18,btc,pre_etf,DFF_d1,-0.35418032750530964,0.36567325608921836,-0.9685704973154924,0.3327595293215698,pre_etf,1339,0.14033980398169577,0.1325600737009871
19,btc,pre_etf,spy_ret,-0.24666396427558201,0.26612389387508445,-0.9268764284328536,0.3539906969735377,pre_etf,1339,0.14033980398169577,0.1325600737009871
20,btc,pre_etf,qqq_ret,0.5814542405130361,0.17902319436115355,3.247926854327243,0.0011624915092016085,pre_etf,1339,0.14033980398169577,0.1325600737009871
21,btc,pre_etf,gld_ret,0.2915892304918163,0.1334320924166301,2.185300591564991,0.028866814056897474,pre_etf,1339,0.14033980398169577,0.1325600737009871
22,btc,pre_etf,defi_tvl_usd_ret,0.0730768687746465,0.03706426740710155,1.9716258781536014,0.048652330785317464,pre_etf,1339,0.14033980398169577,0.1325600737009871
23,btc,pre_etf,stables_total_usd_ret,0.04120764218539022,0.19668353183827567,0.2095124172331493,0.8340482429322462,pre_etf,1339,0.14033980398169577,0.1325600737009871
24,btc,pre_etf,fng_value_d1,-0.00048163254664155566,0.0002014021518213111,-2.391397223346808,0.01678438251032955,pre_etf,1339,0.14033980398169577,0.1325600737009871
25,btc,pre_etf,cme_btc_basis_close_d1,6.0835831466984245e-06,4.183201799162182e-06,1.4542887096474415,0.14586627933973018,pre_etf,1339,0.14033980398169577,0.1325600737009871
26,btc,post_etf,const,0.00018784209849903984,0.0009319584599404398,0.20155629952760404,0.8402636118999697,post_etf,768,0.15199671657100544,0.13851851868869036
27,btc,post_etf,DGS10_d1,0.05938163033246316,0.0430231136752454,1.3802262379403307,0.167516997816749,post_etf,768,0.15199671657100544,0.13851851868869036
28,btc,post_etf,DGS2_d1,-0.018227836832051918,0.04383563482114194,-0.4158223533530448,0.6775400005624488,post_etf,768,0.15199671657100544,0.13851851868869036
29,btc,post_etf,VIXCLS_d1,-0.0023955776919393564,0.001167065177013881,-2.0526511621817187,0.04010642176471914,post_etf,768,0.15199671657100544,0.13851851868869036
30,btc,post_etf,DTWEXBGS_d1,-0.0032039204340739394,0.0034050764583683857,-0.9409246674035524,0.3467434655216246,post_etf,768,0.15199671657100544,0.13851851868869036
31,btc,post_etf,DFF_d1,-0.29473867525623826,0.4753540936409361,-0.6200402588283427,0.535231282147621,post_etf,768,0.15199671657100544,0.13851851868869036
32,btc,post_etf,spy_ret,0.6104200990738446,0.5089989244929705,1.1992561667628334,0.23042835346786006,post_etf,768,0.15199671657100544,0.13851851868869036
33,btc,post_etf,qqq_ret,0.1993221292779186,0.33382332452646335,0.5970886832448331,0.5504481730822197,post_etf,768,0.15199671657100544,0.13851851868869036
34,btc,post_etf,gld_ret,0.173926241233188,0.1142758294781952,1.52198625052531,0.12801252587784215,post_etf,768,0.15199671657100544,0.13851851868869036
35,btc,post_etf,defi_tvl_usd_ret,-0.032408849105579236,0.044695875636131116,-0.7250970843354654,0.46839247299929987,post_etf,768,0.15199671657100544,0.13851851868869036
36,btc,post_etf,stables_total_usd_ret,-0.11606443731728866,0.2753393810477793,-0.42153228090953015,0.6733664442063739,post_etf,768,0.15199671657100544,0.13851851868869036
37,btc,post_etf,fng_value_d1,-0.0001082078903581422,0.0001615702369315558,-0.6697266304312044,0.5030320722167105,post_etf,768,0.15199671657100544,0.13851851868869036
38,btc,post_etf,cme_btc_basis_close_d1,2.5447160444501977e-06,2.4708434002311117e-06,1.0298977443136121,0.3030580097386031,post_etf,768,0.15199671657100544,0.13851851868869036
39,eth,full,const,-0.00029531819999375835,0.0008548802251617199,-0.3454497967102845,0.7297562462046816,full,1705,0.16475452662065682,0.1588307998591013
40,eth,full,DGS10_d1,0.05127387365575546,0.029414169310488666,1.7431691887852139,0.08130406576040401,full,1705,0.16475452662065682,0.1588307998591013
41,eth,full,DGS2_d1,-0.026108532270074196,0.02816910991432479,-0.9268497424832465,0.35400455421926047,full,1705,0.16475452662065682,0.1588307998591013
42,eth,full,VIXCLS_d1,-0.0037272388904968827,0.0012403407311720076,-3.0050120880695306,0.0026557029480706673,full,1705,0.16475452662065682,0.1588307998591013
43,eth,full,DTWEXBGS_d1,-0.009167208034967336,0.003302532248732522,-2.775811814853774,0.005506406979767687,full,1705,0.16475452662065682,0.1588307998591013
44,eth,full,DFF_d1,-0.18178280032780883,0.5214805721053078,-0.3485897846470484,0.7273972979224907,full,1705,0.16475452662065682,0.1588307998591013
45,eth,full,spy_ret,0.1444344033004623,0.400958398908336,0.3602229151296112,0.7186804395919175,full,1705,0.16475452662065682,0.1588307998591013
46,eth,full,qqq_ret,0.8270243619707318,0.2661144671474456,3.1077767805555037,0.0018850038395936848,full,1705,0.16475452662065682,0.1588307998591013
47,eth,full,gld_ret,0.12050696206098885,0.11646953981326444,1.0346650485113758,0.3008253641247147,full,1705,0.16475452662065682,0.1588307998591013
48,eth,full,defi_tvl_usd_ret,0.14100741881348855,0.052880970090726925,2.6665059013018233,0.007664426080404287,full,1705,0.16475452662065682,0.1588307998591013
49,eth,full,stables_total_usd_ret,-0.18111048035533175,0.2979162457979925,-0.6079241495213289,0.5432377818757513,full,1705,0.16475452662065682,0.1588307998591013
50,eth,full,fng_value_d1,-0.0004717743815913711,0.00020846188395034617,-2.2631205890077424,0.02362825668632138,full,1705,0.16475452662065682,0.1588307998591013
51,eth,full,cme_eth_basis_close_d1,4.5778080334597916e-05,4.979727576445452e-05,0.9192888492762585,0.3579445086787776,full,1705,0.16475452662065682,0.1588307998591013
52,eth,pre_etf,const,0.0003293265125555122,0.0010638245207096899,0.30956845433099683,0.7568891483711789,pre_etf,1123,0.15367382860717904,0.14452435648401352
53,eth,pre_etf,DGS10_d1,0.05076105067430379,0.03399888197852521,1.4930211736481838,0.1354316445116143,pre_etf,1123,0.15367382860717904,0.14452435648401352
54,eth,pre_etf,DGS2_d1,-0.01497103154160424,0.031146895405785163,-0.48065886973838007,0.6307589678936345,pre_etf,1123,0.15367382860717904,0.14452435648401352
55,eth,pre_etf,VIXCLS_d1,-0.004317146082015001,0.0016806141273140428,-2.568790784184745,0.010205405047253278,pre_etf,1123,0.15367382860717904,0.14452435648401352
56,eth,pre_etf,DTWEXBGS_d1,-0.011727817226929732,0.004123342418222809,-2.8442501343326483,0.004451608568923543,pre_etf,1123,0.15367382860717904,0.14452435648401352
57,eth,pre_etf,DFF_d1,-0.13633125175285182,0.6070355717045528,-0.22458527655971522,0.822301919913308,pre_etf,1123,0.15367382860717904,0.14452435648401352
58,eth,pre_etf,spy_ret,-0.12802098591831923,0.47320635890494284,-0.270539445443158,0.7867452748060875,pre_etf,1123,0.15367382860717904,0.14452435648401352
59,eth,pre_etf,qqq_ret,0.8911014952290991,0.3134314775054109,2.8430504246776414,0.004468400029675372,pre_etf,1123,0.15367382860717904,0.14452435648401352
60,eth,pre_etf,gld_ret,0.21871926967000277,0.1856688919197641,1.178007082438566,0.23879378271956675,pre_etf,1123,0.15367382860717904,0.14452435648401352
61,eth,pre_etf,defi_tvl_usd_ret,0.18600739345591638,0.06771624417372615,2.7468651831710287,0.00601678613797916,pre_etf,1123,0.15367382860717904,0.14452435648401352
62,eth,pre_etf,stables_total_usd_ret,-0.21365001203462758,0.33836142002703357,-0.631425450388398,0.5277623795271161,pre_etf,1123,0.15367382860717904,0.14452435648401352
63,eth,pre_etf,fng_value_d1,-0.0006826903998873176,0.0002959141988469525,-2.3070552293450666,0.02105174138495835,pre_etf,1123,0.15367382860717904,0.14452435648401352
64,eth,pre_etf,cme_eth_basis_close_d1,6.352501527090084e-05,6.410443546834569e-05,0.9909613087891403,0.32170447342469277,pre_etf,1123,0.15367382860717904,0.14452435648401352
65,eth,post_etf,const,-0.0017459594419871813,0.0014340077626649203,-1.2175383477300978,0.22339945531410144,post_etf,582,0.20991889505121153,0.19325637614192248
66,eth,post_etf,DGS10_d1,0.05893449416825707,0.05997410397245004,0.9826656884332857,0.3257720030327975,post_etf,582,0.20991889505121153,0.19325637614192248
67,eth,post_etf,DGS2_d1,-0.06147037675943465,0.06309846189919091,-0.9741977048131955,0.32995838406946776,post_etf,582,0.20991889505121153,0.19325637614192248
68,eth,post_etf,VIXCLS_d1,-0.001442418409343393,0.00164719288149943,-0.8756827603761667,0.38120251993463994,post_etf,582,0.20991889505121153,0.19325637614192248
69,eth,post_etf,DTWEXBGS_d1,-0.0028740728585363094,0.005480402916122626,-0.5244272916652103,0.5999813784395052,post_etf,582,0.20991889505121153,0.19325637614192248
70,eth,post_etf,DFF_d1,-0.5814231871992604,0.8857381906146874,-0.6564278173393004,0.5115488971064037,post_etf,582,0.20991889505121153,0.19325637614192248
71,eth,post_etf,spy_ret,0.9014997864936499,0.8311268847492602,1.084671670518299,0.27806709937576946,post_etf,582,0.20991889505121153,0.19325637614192248
72,eth,post_etf,qqq_ret,0.7626487016620007,0.5401651114383497,1.4118807111240905,0.1579850881430107,post_etf,582,0.20991889505121153,0.19325637614192248
73,eth,post_etf,gld_ret,0.054459053635144125,0.14526702002617262,0.3748893150374551,0.7077427858970533,post_etf,582,0.20991889505121153,0.19325637614192248
74,eth,post_etf,defi_tvl_usd_ret,0.031038808457361955,0.07317800137253878,0.42415490824008434,0.6714528434644251,post_etf,582,0.20991889505121153,0.19325637614192248
75,eth,post_etf,stables_total_usd_ret,-0.09786788648474516,0.4720573471320582,-0.20732202788354565,0.835758372092603,post_etf,582,0.20991889505121153,0.19325637614192248
76,eth,post_etf,fng_value_d1,-0.00013810400009398182,0.0002563444650575818,-0.5387438346404709,0.5900636229446655,post_etf,582,0.20991889505121153,0.19325637614192248
77,eth,post_etf,cme_eth_basis_close_d1,2.799123627296841e-06,7.460006694719705e-05,0.03752173076839326,0.9700690136975957,post_etf,582,0.20991889505121153,0.19325637614192248
