date,Transfer Event Count
2019-06-20,3341
2019-06-21,5787
2019-06-22,5608
2019-06-23,3139
2019-06-24,4126
2019-06-25,4347
2019-06-26,8165
2019-06-27,7875
2019-06-28,5985
2019-06-29,4550
2019-06-30,3537
2019-07-01,4758
2019-07-02,4977
2019-07-03,4526
2019-07-04,3658
2019-07-05,3274
2019-07-06,2852
2019-07-07,2768
2019-07-08,4124
2019-07-09,4833
2019-07-10,5194
2019-07-11,5144
2019-07-12,4566
2019-07-13,3215
2019-07-14,4556
2019-07-15,6365
2019-07-16,6133
2019-07-17,5939
2019-07-18,4644
2019-07-19,3861
2019-07-20,3199
2019-07-21,2670
2019-07-22,3162
2019-07-23,3410
2019-07-24,3206
2019-07-25,3217
2019-07-26,3828
2019-07-27,3735
2019-07-28,2537
2019-07-29,3143
2019-07-30,3448
2019-07-31,3576
2019-08-01,3786
2019-08-02,4513
2019-08-03,2825
2019-08-04,2386
2019-08-05,3969
2019-08-06,3862
2019-08-07,3508
2019-08-08,3500
2019-08-09,3876
2019-08-10,3012
2019-08-11,2024
2019-08-12,2883
2019-08-13,3665
2019-08-14,5133
2019-08-15,5692
2019-08-16,3616
2019-08-17,2294
2019-08-18,2481
2019-08-19,2599
2019-08-20,2948
2019-08-21,3695
2019-08-22,3300
2019-08-23,2781
2019-08-24,2651
2019-08-25,4531
2019-08-26,3511
2019-08-27,3406
2019-08-28,4414
2019-08-29,4860
2019-08-30,3395
2019-08-31,2139
2019-09-01,2076
2019-09-02,3204
2019-09-03,3456
2019-09-04,3307
2019-09-05,2931
2019-09-06,3693
2019-09-07,2394
2019-09-08,2216
2019-09-09,2855
2019-09-10,3004
2019-09-11,3170
2019-09-12,3168
2019-09-13,3275
2019-09-14,2165
2019-09-15,1791
2019-09-16,3716
2019-09-17,4040
2019-09-18,3547
2019-09-19,3737
2019-09-20,2861
2019-09-21,2129
2019-09-22,1781
2019-09-23,2597
2019-09-24,6754
2019-09-25,4792
2019-09-26,4045
2019-09-27,3436
2019-09-28,2075
2019-09-29,2067
2019-09-30,3042
2019-10-01,3825
2019-10-02,3433
2019-10-03,3560
2019-10-04,3749
2019-10-05,2492
2019-10-06,2469
2019-10-07,3633
2019-10-08,3773
2019-10-09,5561
2019-10-10,4637
2019-10-11,4137
2019-10-12,2392
2019-10-13,2401
2019-10-14,2702
2019-10-15,3427
2019-10-16,6999
2019-10-17,3441
2019-10-18,3409
2019-10-19,2212
2019-10-20,2338
2019-10-21,3137
2019-10-22,3161
2019-10-23,4932
2019-10-24,3546
2019-10-25,4780
2019-10-26,5760
2019-10-27,3958
2019-10-28,4693
2019-10-29,4410
2019-10-30,3590
2019-10-31,3703
2019-11-01,3860
2019-11-02,2333
2019-11-03,2087
2019-11-04,3571
2019-11-05,4013
2019-11-06,3745
2019-11-07,3705
2019-11-08,4379
2019-11-09,2569
2019-11-10,2482
2019-11-11,2945
2019-11-12,3463
2019-11-13,3268
2019-11-14,3598
2019-11-15,4355
2019-11-16,2681
2019-11-17,2434
2019-11-18,3854
2019-11-19,4722
2019-11-20,3940
2019-11-21,5991
2019-11-22,9988
2019-11-23,4105
2019-11-24,3600
2019-11-25,7891
2019-11-26,4514
2019-11-27,5590
2019-11-28,4112
2019-11-29,4948
2019-11-30,3091
2019-12-01,3082
2019-12-02,4101
2019-12-03,4035
2019-12-04,4281
2019-12-05,4021
2019-12-06,3699
2019-12-07,2754
2019-12-08,2525
2019-12-09,3148
2019-12-10,4340
2019-12-11,3764
2019-12-12,3661
2019-12-13,3647
2019-12-14,2862
2019-12-15,2511
2019-12-16,4289
2019-12-17,6683
2019-12-18,5837
2019-12-19,4781
2019-12-20,4187
2019-12-21,2719
2019-12-22,2492
2019-12-23,4164
2019-12-24,3258
2019-12-25,2642
2019-12-26,3202
2019-12-27,3940
2019-12-28,2623
2019-12-29,2773
2019-12-30,3655
2019-12-31,3256
2020-01-01,2289
2020-01-02,3243
2020-01-03,4175
2020-01-04,2653
2020-01-05,3133
2020-01-06,4578
2020-01-07,5364
2020-01-08,6149
2020-01-09,5026
2020-01-10,4598
2020-01-11,3850
2020-01-12,2817
2020-01-13,3955
2020-01-14,7870
2020-01-15,7485
2020-01-16,6231
2020-01-17,7498
2020-01-18,4927
2020-01-19,5287
2020-01-20,3857
2020-01-21,4596
2020-01-22,4503
2020-01-23,5535
2020-01-24,4867
2020-01-25,3357
2020-01-26,3464
2020-01-27,5787
2020-01-28,5747
2020-01-29,5745
2020-01-30,6890
2020-01-31,5567
2020-02-01,5752
2020-02-02,4567
2020-02-03,5530
2020-02-04,6644
2020-02-05,7555
2020-02-06,7492
2020-02-07,7214
2020-02-08,6418
2020-02-09,6051
2020-02-10,7172
2020-02-11,8035
2020-02-12,12057
2020-02-13,9000
2020-02-14,8641
2020-02-15,7588
2020-02-16,7651
2020-02-17,7799
2020-02-18,8065
2020-02-19,7610
2020-02-20,8535
2020-02-21,7119
2020-02-22,5194
2020-02-23,5114
2020-02-24,6773
2020-02-25,9314
2020-02-26,12779
2020-02-27,11250
2020-02-28,10048
2020-02-29,6176
2020-03-01,7342
2020-03-02,9525
2020-03-03,9100
2020-03-04,7993
2020-03-05,8688
2020-03-06,8766
2020-03-07,7134
2020-03-08,9381
2020-03-09,14422
2020-03-10,8970
2020-03-11,9674
2020-03-12,24719
2020-03-13,30285
2020-03-14,13553
2020-03-15,15882
2020-03-16,22584
2020-03-17,18098
2020-03-18,14505
2020-03-19,18141
2020-03-20,17930
2020-03-21,10547
