date,binance-cex,okx,bitfinex,bybit,robinhood,bitget,gemini,htx,gate,mexc,deribit,kucoin,crypto-com,hashkey-exchange,bitkub,poloniex,bitstamp,bitmex,swissborg,bingx,osl-hk,korbit,indodax,phemex,nexo,backpack,bitvavo,weex,valr,bitrue,coinex,biconomy.com,bitunix,coindcx,blofin,ourbit,bydfi,osl,toobit,coinstore,gate-us,coin8,byte-exchange,orangex,bigone,pionex,flipster,bitkan,okcoin,zoomex,bitvenus,hibt,bitlo,coinsquare,hashkey-global,bitmart,levex,lbank,hotcoin,woo-x,cex.io,probit-global,nonkyc,p2pb2b,exmo,bitomato,nbx,tothemoon,btse,coinw,arkham-exchange,fastex,latoken,tradeogre,grovex
2024-06-05,2528548315.0,299481284.0,345963770.0,104064570.0,274774709.0,-72800410.0,,54088375.0,77451167.0,1617428.0,78076434.0,39442091.0,89074714.0,,,,50417225.0,21514925.0,18578050.0,,,13078627.0,,3912795.0,-9394388.0,-221993.0,,,,,15290.0,,,1913723.0,,,,,,,,,,,,,326677.0,,201646.0,,3789333.0,21759.0,,14756861.0,-29460490.0,823587.0,,,,-238309.0,,,902971.0,,,,26070.0,,33400.0,324124.0,,-2198781.0,116547.0,,
2024-06-06,1033084922.0,79684518.0,158164073.0,141525149.0,261085005.0,27941705.0,,40782314.0,51746391.0,-6835446.0,38996543.0,11150483.0,111615004.0,,,,24616288.0,6219310.0,7548840.0,,,5279257.0,,1235478.0,13438380.0,1131164.0,,,,,9803.0,,,2399220.0,,,,,,,,,,,,,917433.0,,-1305948.0,,-2206170.0,29015.0,,1111792.0,-25359548.0,-334491.0,,,,4624818.0,,,1528095.0,,,,-27806.0,,9420.0,-130260.0,,-342395.0,90233.0,,
2024-06-07,-641138017.0,-66756203.0,-118465774.0,-69620268.0,-394550098.0,-217801901.0,,-5975429.0,-26681836.0,-59449565.0,23360654.0,-24536761.0,-105400837.0,,,,-38129645.0,-4453754.0,-10859990.0,,,-4712621.0,,-1088521.0,-3221786.0,-722539.0,,,,,-29567.0,,,-1224488.0,,,,,,,,,,,,,-448931.0,,599432.0,,-434325.0,-4996.0,,-1291339.0,-5323667.0,-516377.0,,,,-3563522.0,,,454741.0,,,,-271573.0,,-7020.0,326457.0,,-2080288.0,-109845.0,,
2024-06-08,-4478388141.0,-574386615.0,-358460150.0,-305132931.0,-424678022.0,-106691938.0,,-102195794.0,-136854236.0,-49180741.0,-142195605.0,-56011187.0,-258251768.0,,,,-116129137.0,-19109124.0,-37489177.0,,,-14635317.0,,-3981543.0,-10343971.0,-2476881.0,,,,,-79907.0,,,-6520934.0,,,,,,,,,,,,,1306665.0,,-447981.0,,-2235715.0,-360.0,,-4692932.0,-3107350.0,-795509.0,,,,-262172.0,,,-505675.0,,,,-77372.0,,-29040.0,-899789.0,,1810070.0,-354425.0,,
2024-06-09,205014617.0,-80577637.0,-137573438.0,-99394762.0,-49561930.0,-42571025.0,,12851267.0,30786755.0,2880936.0,2593175.0,-13132594.0,-88198123.0,,,,-23037971.0,2560026.0,-13851840.0,,,446144.0,,-271945.0,-6376763.0,-1101301.0,,,,,-32602.0,,,-3715144.0,,,,,,,,,,,,,27681.0,,-123059.0,,-1138507.0,11884.0,,-732711.0,214632.0,-890345.0,,,,-12368131.0,,,-342603.0,,,,19668.0,,-500.0,-431553.0,,-19305.0,-110155.0,,
2024-06-10,554372649.0,-186443387.0,142566756.0,84156058.0,128727888.0,35944953.0,,54090344.0,35486522.0,16268431.0,26155063.0,23889279.0,103014296.0,,,,54463741.0,3134990.0,11330331.0,,,4138597.0,,1162735.0,6052616.0,709475.0,,,,,13294.0,,,1550658.0,,,,,,,,,,,,,162060.0,,139327.0,,485704.0,5679.0,,1605112.0,711321.0,233104.0,,,,-1516194.0,,,-274206.0,,,,10682.0,,8520.0,-179564.0,,6072.0,133027.0,,
2024-06-11,-1925043093.0,-313079118.0,-109440346.0,-157600595.0,-109580318.0,-34985185.0,,4532959.0,-5225671.0,-8358793.0,-44669160.0,-24392539.0,-106913892.0,,,,14746663.0,-1558586.0,-8298413.0,,,-2377387.0,,-595071.0,10607200.0,-840160.0,,,,,-26707.0,,,-2592893.0,,,,,,,,,,,,,-138067.0,,-88158.0,,-1027914.0,50933.0,,-1111908.0,113066.0,-892614.0,,,,-1896908.0,,,-397851.0,,,,24164.0,,-2980.0,420901.0,,-1076268.0,-125584.0,,
2024-06-12,-3668399600.0,-892675021.0,-470298600.0,-211768463.0,-542257403.0,-41616236.0,,-54355602.0,-103244829.0,2495055.0,-174127288.0,-81092032.0,-268485674.0,,,,-121461832.0,-26968595.0,-40921839.0,,,-20504877.0,,-7859352.0,-34648096.0,-1093649.0,,,,,-35512.0,,,-7089177.0,,,,,,,,,,,,,228014.0,,-1288240.0,,-1580386.0,-3770.0,,-6021772.0,1618573.0,-3736735.0,,,,-3718259.0,,,-29725.0,,,,-58722.0,,-43140.0,-283294.0,,2334542.0,-496568.0,,
2024-06-13,1782914864.0,-307061589.0,286954540.0,136089878.0,229861519.0,81882478.0,,53709872.0,99662237.0,-5142355.0,64054738.0,48349223.0,167024647.0,,,,71859837.0,14771851.0,16671733.0,,,9528508.0,,2970204.0,-393045.0,1595776.0,,,,,15962.0,,,2923544.0,,,,,,,,,,,,,-25000.0,,218041.0,,943044.0,6446.0,,3086797.0,7255442.0,272734.0,,,,8711326.0,,,234948.0,,,,213632.0,,22640.0,396517.0,,-1145173.0,160543.0,,
2024-06-14,-2446186633.0,-240089708.0,-629755747.0,-74590936.0,-390669617.0,-9691162.0,,-57973387.0,-82375668.0,-16222855.0,-55828101.0,-71142771.0,-227305087.0,,,,-63141548.0,-21025052.0,-27643022.0,,,-16849702.0,,-5177155.0,-18844312.0,-2530341.0,,,,,-29843.0,,,-4160072.0,,,,,,,,,,,,,-390280.0,,-140282.0,,-858550.0,-4165.0,,-3974612.0,1869928.0,-347931.0,,,,-3040857.0,,,-188729.0,,,,-79953.0,,-32780.0,-345703.0,,811488.0,-252243.0,,
2024-06-15,-1114595003.0,-196926566.0,-245816319.0,1513943.0,-138867279.0,-48673035.0,,-30357980.0,25222450.0,-7368122.0,-18062190.0,-38379314.0,-89593744.0,,,,14660977.0,-8688120.0,-14751406.0,,,-7884004.0,,-4389390.0,-14705542.0,-939782.0,,,,,-19872.0,,,-6177478.0,,,,,,,,,,,,,-208755.0,,166576.0,,631692.0,12157.0,,-2121316.0,2803894.0,183610.0,,,,-8186852.0,,,93634.0,,,,17856.0,,-19740.0,137382.0,,435621.0,1834.0,,
2024-06-16,1043941274.0,273365496.0,206206588.0,65065597.0,157216608.0,30135035.0,,7308872.0,39118761.0,-1930160.0,21483659.0,26411735.0,47529697.0,,,,21880818.0,-1158558.0,7600028.0,,,4987665.0,,264275.0,3199136.0,-251544.0,,,,,1005.0,,,1801755.0,,,,,,,,,,,,,283801.0,,73291.0,,11404.0,19682.0,,1404788.0,-3658287.0,-514122.0,,,,4079759.0,,,131421.0,,,,3948.0,,2980.0,266369.0,,4532.0,134565.0,,
2024-06-17,1027790415.0,31453075.0,270778601.0,109632241.0,108549793.0,29021519.0,,21936048.0,47786648.0,5827563.0,24009205.0,18464403.0,38786077.0,,,,35873870.0,5132455.0,17482539.0,,,3081178.0,,-892206.0,-3529208.0,1095482.0,,,,,4137.0,,,1067093.0,,,,,,,,,,,,,140014.0,,115075.0,,654813.0,-96599.0,,1185494.0,-1104387.0,65005.0,,,,1020177.0,,,99112.0,,,,174723.0,,12520.0,125354.0,,504975.0,188841.0,,
2024-06-18,-1355369242.0,-205507919.0,-172319590.0,-70410202.0,-147758892.0,-30802742.0,,-22821879.0,-93649352.0,-14695567.0,22187502.0,-37941448.0,-146071834.0,,,,19883290.0,-293154.0,-20810128.0,,,-101555.0,,-567223.0,-9069169.0,-2487946.0,,,,,-51726.0,,,-3076328.0,,,,,,,,,,,,,3289595.0,,-124704.0,,-2785093.0,-302.0,,-830484.0,-737545.0,-463976.0,,,,-4078823.0,,,214790.0,,,,-33361.0,,-3748.0,-488765.0,,-1894375.0,-343628.0,,
2024-06-19,-2263739602.0,-317967131.0,-319161005.0,-76990508.0,-313566611.0,-18173321.0,,-84179089.0,-117835934.0,-10821372.0,-69105982.0,-50984159.0,-183068758.0,,,,-63124125.0,-21828202.0,-14716199.0,,,-13330441.0,,-3084054.0,-26293596.0,-1635499.0,,,,,-44701.0,,,-4959507.0,,,,,,,,,,,,,-151471.0,,-359005.0,,779451.0,822.0,,-3537038.0,-1717590.0,-532776.0,,,,-5519120.0,,,-219079.0,,,,-469511.0,,-27522.0,802900.0,,561827.0,-272370.0,,
2024-06-20,386707962.0,-45340533.0,66438300.0,-48691605.0,92793879.0,-10505458.0,,6590370.0,117983969.0,8492381.0,217061546.0,34374584.0,32406533.0,,,,-9555516.0,1573277.0,3428232.0,,,3693952.0,,554055.0,16905863.0,-327531.0,,,,,17905.0,,,-243614.0,,,,,,,,,,,,,-166620.0,,-1287116.0,,-846807.0,8956.0,,570889.0,-44666.0,-146376.0,,,,3692754.0,,,155930.0,,,,278804.0,,540.0,-438822.0,,869065.0,-1597787.0,,
2024-06-21,-521173928.0,-23157494.0,-189044700.0,-63217771.0,112476010.0,2009553.0,,12000426.0,27245934.0,-2219710.0,-9668387.0,-11603467.0,-61156821.0,-2968057.0,,,-72162085.0,-2110159.0,-6185262.0,,,-2441252.0,,-612930.0,-21453933.0,331292.0,,,,,1472.0,,,-2080023.0,,,,,,,,,,,,,568628.0,,-18358.0,,79700.0,-99617.0,,-2527478.0,-282577.0,-50400.0,,,,1942208.0,,,201785.0,,,,35691.0,,-2780.0,-233297.0,,674801.0,-60441.0,,
2024-06-22,-597871639.0,-184398970.0,-584529982.0,-35649152.0,-127407930.0,-46908864.0,,-236123079.0,-17845142.0,4943317.0,-33937294.0,-22070393.0,-48930386.0,-505025.0,,,-154980204.0,-10952443.0,-15272945.0,,,-6490857.0,,-1980138.0,13954260.0,48371.0,,,,,-4350.0,,,-1533691.0,,,,,,,,,,,,,164482.0,,-5249543.0,,-854929.0,2524.0,,-1507058.0,1642764.0,69554.0,,,,-7398637.0,,,-18450.0,,,,-58133.0,,-18982.0,-408298.0,,-1217105.0,-7321.0,,
2024-06-23,-65530905.0,-42001972.0,237980963.0,-44254829.0,14134997.0,-861235.0,,19592894.0,25034906.0,-2725788.0,6623013.0,2764609.0,7644869.0,1675504.0,,,-3201710.0,2275251.0,1784431.0,,,745878.0,,451000.0,-9346376.0,49242.0,,,,,9346.0,,,1506828.0,,,,,,,,,,,,,19981.0,,12471.0,,-92473.0,4127.0,,380993.0,419330.0,745864.0,,,,318704.0,,,-9448.0,,,,35125.0,,5120.0,-161619.0,,-20527.0,-20297.0,,
2024-06-24,-1184538788.0,-227594529.0,-153120745.0,-124195249.0,-185468094.0,-37876541.0,,-56727159.0,-55423117.0,-5112232.0,-44515440.0,-32865355.0,-51190592.0,-2115838.0,,,-15855713.0,-8593611.0,-15373574.0,,,-5499689.0,,-1777219.0,-6608633.0,-878734.0,,,,,-20735.0,,,-1288718.0,,,,,,,,,,,,,94275.0,,-77794.0,,-30775.0,11201.0,,-1727352.0,-255578.0,4572.0,,,,10705.0,,,-148577.0,,,,-32809.0,,-11101.0,-423956.0,,-35838.0,-174512.0,,
2024-06-25,-3210527688.0,-423433235.0,-776950087.0,-165232068.0,-626126923.0,-115452476.0,,-95449869.0,-139454802.0,-7954742.0,-113063957.0,-51576268.0,-251236147.0,-6704847.0,,,-87820725.0,-47150522.0,-29138906.0,,,-28315368.0,,-8254841.0,-19254712.0,-245558.0,,,,,10023.0,,,-5951609.0,,,,,,,,,,,,,-350553.0,,-296466.0,,-2240013.0,-1394.0,,-6955008.0,-323490.0,-539878.0,,,,-3057256.0,,,-233323.0,,,,-121082.0,,-72427.0,-1141808.0,,1089845.0,-146874.0,,
2024-06-26,2488396806.0,394660662.0,532875916.0,37689580.0,417562481.0,79432312.0,,359372717.0,96033982.0,7814112.0,-173962714.0,54589530.0,183753058.0,7343274.0,,,97292740.0,24709026.0,33767754.0,,,15757212.0,,4186912.0,-2260376.0,1160652.0,,,,,13405.0,,,5081742.0,,,,,,,,,,,,,44463.0,,378635.0,,2151104.0,-144468.0,,4151376.0,560951.0,676692.0,,,,5438892.0,,,210325.0,,,,145515.0,,35063.0,486873.0,,-201534.0,152762.0,,
2024-06-27,-1137427387.0,-195011213.0,-269429223.0,-55518226.0,-192604514.0,-18331328.0,,-30626892.0,-58391434.0,10612495.0,79411595.0,-28740599.0,-142701149.0,-8759974.0,,,-52879189.0,-13569428.0,-4153050.0,,,-8408822.0,,-2275671.0,-1150093.0,-1087525.0,,,,,-15112.0,,,43524.0,,,,,,,,,,,,,834638.0,,9026524.0,,-2886376.0,588.0,,-2054010.0,-197382.0,250445.0,,,,1210425.0,,,-53261.0,,,,60267.0,,-19662.0,-183896.0,,688951.0,-42904.0,,
2024-06-28,1287206840.0,194598429.0,101862048.0,85876804.0,154493167.0,60824246.0,,12788998.0,38923397.0,11301677.0,325496748.0,14409329.0,106391154.0,4432484.0,,,77412101.0,7997843.0,20563428.0,,,6258892.0,,1634344.0,12518583.0,2356676.0,,,,,4726.0,,,1900859.0,,,,,,,,,,,,,-318880.0,,39200.0,,2616227.0,3518.0,,1710342.0,515181.0,434583.0,,,,3998880.0,,,149421.0,,,,27669.0,,12262.0,32208.0,,10170.0,90095.0,,
2024-06-29,-1768932467.0,-288406218.0,-125616646.0,-182290670.0,-300827891.0,-26409693.0,,-31511517.0,-55743135.0,-3972745.0,-153619394.0,-86051975.0,-135581440.0,-13656367.0,,,-48670740.0,-21580112.0,-25861611.0,,,-8953526.0,,-3452188.0,-9099142.0,-643096.0,,,,,-21126.0,,,-2710548.0,,,,,,,,,,,,,-141454.0,,65864.0,,-1608145.0,-2405.0,,-2952268.0,-1125339.0,-592673.0,,,,-5630178.0,,,234247.0,,,,-1298430.0,,-26263.0,-464664.0,,3358441.0,-142739.0,,
2024-06-30,400903116.0,60547294.0,90032620.0,57339549.0,124626476.0,12757161.0,,46089616.0,38689542.0,5742976.0,20624653.0,9986840.0,75042516.0,4342893.0,,,13999677.0,8426318.0,1208354.0,,,4419729.0,,1742259.0,-13868571.0,-931848.0,,,,,-1144.0,,,786711.0,,,,,,,,,,,,,-49000.0,,104697.0,,-298318.0,3149.0,,1083594.0,587572.0,-161867.0,,,,-441379.0,,,234906.0,,,,-17649.0,,14801.0,-166763.0,,-60702.0,-2954.0,,
2024-07-01,2673741141.0,391321781.0,26836565.0,135061280.0,174162444.0,27972606.0,,17008686.0,52316596.0,-1903505.0,45279398.0,50346828.0,132829109.0,9010109.0,,,89427918.0,12565380.0,10357890.0,,,16008719.0,,2177108.0,3339313.0,22372.0,,,,,15586.0,,,1249330.0,,,,,,,,,,,,,197341.0,,135444.0,,-829153.0,6308.0,,3877164.0,322085.0,169705.0,,,,-842173.0,,,767677.0,,,,15037.0,,18082.0,109188.0,,84429.0,66686.0,,
2024-07-02,-34371497.0,5043543.0,401378050.0,20508784.0,242119177.0,76257715.0,,87074287.0,88345668.0,-20988046.0,47668728.0,-17482581.0,-2678862.0,3188333.0,,,32402069.0,15710113.0,8305199.0,,,-2971143.0,,2181727.0,13208907.0,323313.0,,,,,-8634.0,,,1626104.0,,,,,,,,,,,,,7048566.0,,2312652.0,,1455572.0,2304.0,,1897450.0,34893.0,430764.0,,,,1312765.0,,,125687.0,,,,24823.0,,24543.0,-80995.0,,887437.0,100162.0,,
2024-07-03,-648636638.0,-165367186.0,-285177027.0,-43000126.0,-231041154.0,-73925157.0,,-36325804.0,-8335265.0,-12541623.0,-81477901.0,-8397244.0,-87081775.0,-4287748.0,,,-41959792.0,-14698462.0,-4898176.0,,,-5510997.0,,-1989032.0,-4132614.0,-445589.0,,,,,4089.0,,,178274.0,,,,,,,,,,,,,346992.0,,-2055890.0,,-1025153.0,-1130.0,,-2762872.0,-371691.0,-4758.0,,,,570807.0,,,79634.0,,,,-42708.0,,-22923.0,-291614.0,,-490602.0,-67468.0,,
2024-07-04,-3150948460.0,-449411171.0,-418558549.0,-226647837.0,-432929097.0,-129935438.0,,-57037235.0,-97142982.0,-22131562.0,-60481362.0,-85547647.0,-175481395.0,5919404.0,,,-98492204.0,-22176098.0,-35627796.0,,,-13888192.0,,-4462554.0,-17000931.0,-1750486.0,,,,,-27034.0,,,-5858098.0,,,,,,,,,,,,,281808.0,,-259449.0,,-1527505.0,-757.0,,-4649373.0,-664072.0,-402288.0,,,,-6744828.0,,,-388712.0,,,,-49243.0,,-34303.0,484827.0,,-2896760.0,-268803.0,,
2024-07-05,-2864412428.0,-404071259.0,-412989796.0,-31564336.0,-444293086.0,-66986493.0,,-82958795.0,-127848319.0,-13498311.0,-97239339.0,-57994514.0,-249179204.0,-12949050.0,,,-79070327.0,-24143137.0,-32643256.0,,,-23539496.0,,-4808726.0,-20495848.0,-2053257.0,,,,,-36104.0,,,-6827079.0,,,,,,,,,,,,,-376217.0,,-9871125.0,,-1991958.0,-155865.0,,-6339567.0,-1234244.0,-302449.0,,,,-6416123.0,,,-605077.0,,,,-17475.0,,-35484.0,295866.0,,129229.0,-296452.0,,
2024-07-06,-3083963636.0,-408996149.0,-464955093.0,-156237366.0,-545192280.0,-138652254.0,,-84380808.0,-103596466.0,-10216935.0,-107161511.0,-55068264.0,-162847078.0,-17304746.0,,,-100907854.0,-46527420.0,-25593185.0,,,-15783889.0,,-4945422.0,-14585710.0,563316.0,,,,,-36487.0,,,-4131965.0,,,,,,,,,,,,,-2094922.0,,65162.0,,1426389.0,-305936.0,,-2502186.0,-1312162.0,-673562.0,,,,-1596306.0,,,-597334.0,,,,-181973.0,,-38823.0,1093751.0,,-76947.0,-356020.0,,
2024-07-07,2953639794.0,425238003.0,305288860.0,199017626.0,380992669.0,64786849.0,,135615116.0,94882399.0,-82321.0,76114947.0,66377451.0,249765466.0,11438113.0,,,69428376.0,-704678718.0,24447993.0,,,15268645.0,,3084742.0,9472756.0,1548571.0,,,,,23391.0,,,6618385.0,,,,,,,,,,,,,605924.0,,292023.0,,1070143.0,6432.0,,3069367.0,-4120527.0,891571.0,,,,4549742.0,,,660808.0,,,,-155585.0,,27622.0,-1498692.0,,1132507.0,270773.0,,
2024-07-08,-2835693045.0,-374711393.0,-235837487.0,-166914406.0,-362168272.0,-86773594.0,,-101311479.0,-55872576.0,-12221900.0,-78281174.0,-58702142.0,-207379887.0,-7155056.0,,,-52929086.0,-267589.0,-26564253.0,,,-14837799.0,,-3535472.0,-13210575.0,-1775718.0,,,,,-18939.0,,,-4907637.0,,,,,,,,,,,,,-68796.0,,-258406.0,,-2167226.0,-3341.0,,-3811724.0,2975561.0,-600313.0,,,,-4512839.0,,,-584119.0,,,,-2897.0,,-24862.0,-367416.0,,1675.0,-254617.0,,
2024-07-09,1338410400.0,89628691.0,126838849.0,80388047.0,164241623.0,36049568.0,,18118676.0,20268283.0,10792759.0,35116974.0,24511453.0,48755428.0,2558460.0,,,55760713.0,425322.0,16355255.0,1750580.0,,3032495.0,,1166144.0,7403827.0,271939.0,,,,,2768.0,,,169126.0,,,,,,,,,,,,,965998.0,,239492.0,,-1123065.0,20270.0,,1640838.0,663629.0,-727031.0,,,,7568067.0,,,232610.0,,,,-21744.0,,1580.0,697049.0,,-2361692.0,151447.0,,
2024-07-10,1125251620.0,297284205.0,304822978.0,34976230.0,162061004.0,519667.0,,72903522.0,28691550.0,6934894.0,44015136.0,44551747.0,102871008.0,2875887.0,,,39074734.0,-93651.0,2340297.0,1862101.0,,8321681.0,,2201146.0,5552632.0,364237.0,,,,,4327.0,,,1890277.0,,,,,,,,,,,,,831102.0,,119221.0,,1055507.0,13186.0,,1820933.0,555169.0,-647791.0,,,,-586500.0,,,191719.0,,,,200869.0,,21662.0,-978696.0,,1212284.0,45006.0,,
2024-07-11,224108431.0,29923124.0,-65434942.0,32857041.0,188110451.0,33198268.0,,11752379.0,-4884965.0,-10128071.0,-11754467.0,-1781727.0,-45469751.0,6212401.0,,,-10595890.0,-150269.0,1801482.0,1426296.0,,-1399718.0,,-540304.0,2471866.0,-606222.0,,,,,-2537.0,,,327874.0,,,,,,,,,,,,,760882.0,,82858.0,,652079.0,2506.0,,-170030.0,1619735.0,-3527.0,,,,591694.0,,,98133.0,,,,-28560.0,,-6961.0,232013.0,,993299.0,70939.0,,
2024-07-12,87546692.0,41418402.0,78306523.0,21249353.0,19478399.0,-8634886.0,,47474086.0,-7754184.0,13901663.0,2904880.0,2574564.0,47997063.0,4896244.0,,,2000463.0,26301.0,4305467.0,-265675.0,,1962666.0,,325321.0,7131000.0,-1012527.0,,,,,-11050.0,,,218516.0,,,,,,,,,,,,,797101.0,,25244.0,,295356.0,4223.0,,163452.0,4846075.0,-390466.0,,,,-1400711.0,,,80271.0,,,,263984.0,,160.0,-144421.0,,-1306870.0,6172.0,,
2024-07-13,1806541428.0,67688719.0,205441090.0,31806134.0,32939475.0,12387152.0,,32906850.0,18611799.0,9348418.0,9852462.0,16081265.0,8594843.0,4327670.0,,,92723979.0,195984.0,13009440.0,758475.0,,6603674.0,,422716.0,7386143.0,-430509.0,,,,,6190.0,,,1711211.0,,,,,,,,,,,,,336007.0,,110314.0,,-1232967.0,-80.0,,880202.0,-349293.0,511119.0,,,,1599905.0,,,85795.0,,,,9721.0,,4781.0,949078.0,,-2074917.0,27115.0,,
2024-07-14,-512449243.0,357882157.0,10838181.0,99236733.0,237825465.0,9788112.0,,76737968.0,42751942.0,8434524.0,30940953.0,41997655.0,97943162.0,2878020.0,,,-14849862.0,340659.0,-5692312.0,3387666.0,,14617316.0,,2446600.0,6867379.0,270671.0,,,,,2652.0,,,3474987.0,,,,,,,,,,,,,1343409.0,,135926.0,,445674.0,5233.0,,2451851.0,-744518.0,195262.0,,,,5061552.0,,,-17384.0,,,,-14390.0,,19862.0,-933769.0,,-76078.0,70312.0,,
2024-07-15,2912371544.0,319385691.0,650534359.0,281990310.0,517197211.0,58946413.0,,48732524.0,90384932.0,11183674.0,143784864.0,56125252.0,244481446.0,11381820.0,,,110547124.0,391975.0,33789459.0,4028196.0,,18289338.0,,6459557.0,18764244.0,1965575.0,,,,,12597.0,,,4420866.0,,,,,,,,,,,,,914225.0,,241549.0,,1267253.0,13047.0,,5464569.0,-2140730.0,428627.0,,,,3951614.0,,,312568.0,,,,40610.0,,46024.0,584607.0,,298770.0,228344.0,,
2024-07-16,3974048409.0,631642189.0,528836308.0,358110467.0,600744673.0,107042773.0,,68920279.0,153087465.0,19977716.0,173021769.0,73827388.0,231342852.0,9031957.0,,,181465160.0,27610.0,54618035.0,4620341.0,,19521132.0,,5841076.0,13022635.0,1376397.0,,,,,29594.0,,,4196979.0,,,,,,,,,,,,,-704598.0,,961614.0,,3605524.0,7099.0,,6787402.0,-2018776.0,503289.0,,,,3698983.0,,,647578.0,,,,-2466.0,,51146.0,188450.0,,993749.0,355766.0,,
2024-07-17,812173878.0,35482592.0,321583880.0,43756536.0,159032091.0,34758248.0,,-24422073.0,-18200252.0,-621058.0,33823965.0,24915511.0,98209493.0,-556190.0,,,3942152.0,691135.0,-4045194.0,3088018.0,,11542755.0,,1675637.0,15730864.0,466623.0,,,,,3120.0,,,2647241.0,,,,,,,,,,,,,424446.0,,-375116.0,,48299.0,-92592.0,,1006260.0,-782892.0,-994522.0,,,,-6913815.0,,,40626.0,,,,51847.0,,19062.0,607648.0,,2737711.0,53019.0,,
2024-07-18,95159236.0,-121896251.0,-214439300.0,-49279631.0,-100591646.0,19209840.0,,-17272592.0,-1352858.0,11748110.0,9403250.0,-25527689.0,-72868252.0,836481.0,,,-6365617.0,-890223.0,2586069.0,1165950.0,,4704931.0,,46562.0,-7736831.0,-666570.0,,,,,22219.0,,,419480.0,,,,,,,,,,,,,168016.0,,61864.0,,-4417341.0,-105438.0,,512579.0,1557482.0,109913.0,,,,3890901.0,,,-74333.0,,,,-27279.0,,-2641.0,377537.0,,1372457.0,-67402.0,,
2024-07-19,-822403126.0,555408937.0,-21785589.0,-12063049.0,-130566419.0,20569138.0,,-26456754.0,-14575093.0,829838.0,-7508591.0,-25574278.0,-124624626.0,-4697826.0,,,-29948077.0,,-15386761.0,-1385809.0,,-11952529.0,,-862422.0,-4584341.0,629512.0,,,,,-33396.0,,,-5384772.0,,,,,,,,,,,,,-383215.0,,-439831.0,,-682131.0,-289.0,,-1204423.0,5931419.0,25854.0,,,,-8047590.0,,,24106.0,,,,-18132.0,,-10721.0,-1162930.0,,-2486904.0,-749299.0,,
2024-07-20,3212008100.0,-87461071.0,707039469.0,287809361.0,602379998.0,89784843.0,,104521565.0,129116207.0,22796385.0,147874726.0,69683472.0,248267421.0,15585609.0,,,-30568262.0,189398.0,36554603.0,5079101.0,,24296194.0,,6956430.0,5668075.0,1750121.0,,,,,27182.0,,,5303200.0,,,,,,,,,,,,,873560.0,,-743628.0,,2501943.0,7850.0,,5962661.0,1991444.0,565738.0,,,,3536776.0,,,706418.0,,,,49843.0,,62686.0,335469.0,,3581949.0,190664.0,,
2024-07-21,506931709.0,74441029.0,-62580243.0,41620407.0,150568950.0,3343094.0,,2508558.0,2847023.0,3550733.0,22473299.0,11418135.0,27235589.0,2258778.0,,,28656207.0,-29949.0,4872673.0,582203.0,,3460609.0,,484074.0,-4276118.0,325810.0,,,,,12361.0,,,620748.0,,,,,,,,,,,,,2307121.0,,19471.0,,470923.0,5829.0,,831191.0,195064.0,218156.0,,,,322156.0,,-10643.0,171789.0,,,,-1082.0,,2881.0,5671.0,,-31114.0,41336.0,,
2024-07-22,911774369.0,221077619.0,214442207.0,91841598.0,168434693.0,35537641.0,,3687335.0,28481014.0,8832132.0,49341317.0,26164888.0,89273443.0,5463173.0,,,15546947.0,146190.0,11524985.0,1278720.0,,8052528.0,,2212171.0,1039631.0,1732957.0,,,,,6145.0,,,1662332.0,,,,,,,,,,,,,149128.0,,351199.0,,-257719.0,231.0,,2224928.0,1495791.0,-158173.0,,,,4195463.0,,18020.0,198232.0,,,,34742.0,,21142.0,190729.0,,-132041.0,15578.0,,
2024-07-23,584490935.0,183319473.0,-55002776.0,343780790.0,-176610762.0,146510411.0,,191282115.0,265421885.0,-54939253.0,2538683.0,116269444.0,-100149492.0,8987345.0,,,-18515425.0,-94939.0,17328828.0,-892424.0,,-4222200.0,,-1529370.0,-8050331.0,8466151.0,,,,,-20050.0,,,1997179.0,,,,,,,,,,,,,-644866.0,,176908.0,,-832442.0,-3310.0,,-720842.0,8044465.0,4753968.0,,,,159652.0,,878976.0,-218930.0,,,,-48848.0,,-7061.0,-447332.0,,-2656526.0,-197544.0,,
2024-07-24,-1336975116.0,-359174885.0,-400529916.0,-147872200.0,-245987004.0,-23241898.0,,-63092380.0,-67000220.0,646209.0,-60644579.0,-59346041.0,-133385324.0,-9515902.0,,,-23465312.0,-128143.0,-23848809.0,-1655774.0,,-12655726.0,,-3691962.0,-3857080.0,-1931562.0,,,,,-26707.0,,,-4005932.0,,,,,,,,,,,,,92155.0,,333611.0,,-391106.0,35460.0,,-2870486.0,-2395061.0,-944179.0,,,,-4097796.0,,-1020383.0,-238209.0,,,,-37643.0,,-38544.0,52387.0,,1352280.0,-19471.0,,
2024-07-25,-529874229.0,-523516329.0,-57513917.0,-112471532.0,-231814863.0,-12827835.0,,4780761.0,-28788690.0,-663238.0,-65714735.0,-22406654.0,-67979681.0,2215770.0,,,116779817.0,-664935.0,-8407720.0,-1340340.0,,-976615.0,,-1555832.0,-6038579.0,320418.0,,,,,487.0,,,-714028.0,,,,,,,,,,,,,27307.0,,99931.0,,-194526.0,6177.0,,-1602444.0,-3279874.0,140041.0,,,,-1813979.0,,191348.0,-95162.0,,,,-22373.0,,-5360.0,-165624.0,,-37539.0,-201711.0,,
