date,binance-cex,okx,bitfinex,bybit,robinhood,bitget,gemini,htx,gate,mexc,deribit,kucoin,crypto-com,hashkey-exchange,bitkub,poloniex,bitstamp,bitmex,swissborg,bingx,osl-hk,korbit,indodax,phemex,nexo,backpack,bitvavo,weex,valr,bitrue,coinex,biconomy.com,bitunix,coindcx,blofin,ourbit,bydfi,osl,toobit,coinstore,gate-us,coin8,byte-exchange,orangex,bigone,pionex,flipster,bitkan,okcoin,zoomex,bitvenus,hibt,bitlo,coinsquare,hashkey-global,bitmart,levex,lbank,hotcoin,woo-x,cex.io,probit-global,nonkyc,p2pb2b,exmo,bitomato,nbx,tothemoon,btse,coinw,arkham-exchange,fastex,latoken,tradeogre,grovex
2022-11-22,-129206129.0,,-335301435.0,-31593296.0,,,,121645971.0,,,-34784063.0,,49427218.0,,,,,,1796677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040249.0,,,,,,,,,,,,,,,,,,,,,
2022-11-23,585238566.0,,322838754.0,20933895.0,,,,13943556.0,,,18471391.0,,156079766.0,,,,,,1525856.0,,,6487480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924802.0,,,,,,,,,,,,,,,,,,,,,
2022-11-24,2295623498.0,,-52521903.0,32407992.0,,,,126331711.0,,,28586391.0,,117936525.0,,,,,,13776181.0,,,4424361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3512281.0,,,,,,,,,,,,,,,,,,,,,
2022-11-25,-800696237.0,,4894101.0,10496333.0,,,,47672449.0,,,-5126776.0,,69249219.0,,,,,-7705491.0,11201656.0,,,695794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673322.0,,,,,,,,,,,,,,,,,,,,,
2022-11-26,-217483609.0,,-63918134.0,20706630.0,,,,177847410.0,,,840266.0,,19295639.0,,,,,-21457318.0,12156654.0,,,980762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141901.0,,,,,,,,,,,,,15199.0,,,,,,,,
2022-11-27,703429292.0,,5472040.0,3016998.0,,,,86985882.0,,,-5567976.0,,87822672.0,,,,,-6791153.0,-3767648.0,,,-1617226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2512646.0,,,,,,,,,,,,,3555.0,,,,,,,,
2022-11-28,-380892195.0,,-47288937.0,-2974361.0,,,,-10414070.0,,,-3918762.0,,71473083.0,,,,,-996243.0,-2549332.0,,,-276318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-697458.0,,,,,,,,,,,,,-29212.0,,,,,,,,
2022-11-29,-1163493091.0,,-98807771.0,-7322623.0,,,,-211157470.0,426127.0,,-44427033.0,,227719683.0,,,,,-10002108.0,-8089900.0,,,-5367126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3564803.0,,,,,,,,,,,,,-424049.0,,,,,,,,
2022-11-30,1421802343.0,,303231652.0,48504627.0,,,,270076740.0,49730406.0,,60102868.0,,334937811.0,,,,,18086816.0,32965471.0,,,13721951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7070906.0,,,,,,,,,,,,,693461.0,,,,,,,,
2022-12-01,661918450.0,,-28147962.0,69499107.0,,,,-35875076.0,16103463.0,,16944266.0,,55391913.0,,,,,9556887.0,-4405520.0,,,3440819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1937991.0,,,,,,,,,,,,,182499.0,,,,,,,,
2022-12-02,-1067956716.0,,-47185707.0,-30486266.0,,,,-38774424.0,-8013157.0,,-33659036.0,,-39516095.0,,,,,-24172807.0,-1296354.0,,,-2828866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-990370.0,,,,,,,,,,,,,27764.0,,,,,,,,
2022-12-03,401380761.0,,14898565.0,34500644.0,,,,13641668.0,15053566.0,,5609843.0,,-18481534.0,,,,,-1619384.0,2973489.0,,,66538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6612997.0,,,,,,,,,,,,,-80903.0,,,,,,,,
2022-12-04,-470790985.0,,-60889744.0,-4293707.0,,,,-52016540.0,-13735227.0,,-26694694.0,,-40555739.0,,,,,-4816154.0,-12772271.0,,,-3653462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-982229.0,,,,,,,,,,,,,-139867.0,,,,,,,,
2022-12-05,156193472.0,,51832858.0,9697648.0,,,,7217040.0,24558706.0,,31339355.0,,49939294.0,,,,,9712075.0,9698882.0,,,4897863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740776.0,,,,,,,,,,,,,201791.0,,,,,,,,
2022-12-06,-702823201.0,,-67315259.0,-17179853.0,,,,-16377303.0,-16278571.0,,-22702253.0,,-80636959.0,,,,,-2724691.0,-10623673.0,,,-3705498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1768727.0,,,,,,,,,,,,,-145869.0,,,,,,,,
2022-12-07,-1137079979.0,,27285899.0,-4284499.0,,,,-27592236.0,42981.0,,2016283.0,,7287603.0,,,,,-6306353.0,-4365138.0,,,1098851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445640.0,,,,,,,,,,,,,-563298.0,,,,,,,,
2022-12-08,-830475567.0,,-114031385.0,-30354816.0,,,,-59415483.0,-24475503.0,,-23060858.0,,-76019989.0,,,,,-8115243.0,-7337959.0,,,-4377342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2339082.0,,,,,,,,,,,,,-167355.0,,,,,,,,
2022-12-09,688892181.0,,206610093.0,16594438.0,,,,70129688.0,26585190.0,,40519264.0,,15214076.0,,,,,3842641.0,9762385.0,,,5535167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888515.0,,,,,,,,,,,,,209659.0,,,,,,,,
2022-12-10,-408657825.0,,-66729519.0,-29738777.0,,,,-3082658.0,-1184942.0,,-16204352.0,,-33232797.0,,,,,6001298.0,-4861430.0,,,-1615062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-646977.0,,,,,,-3240066.0,,,,,,,-62691.0,,,,,,,,
2022-12-11,1060373209.0,,28044123.0,-319354.0,,,,32514316.0,7366423.0,,-2723315.0,,-17285384.0,,,,,-2133316.0,6807489.0,,,484954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129032.0,,,,,,933451.0,,,,,,,15211.0,,,,,,,,
2022-12-12,-507968297.0,,-51333462.0,-5795233.0,,,,-25409771.0,-5339394.0,,-11211594.0,,-30664529.0,,,,,-5646214.0,-8618093.0,,,-2506080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1447147.0,,,,,,-711817.0,,,,,,,-92073.0,,,,,,,,
2022-12-13,-1468254534.0,,-6168691.0,25851476.0,,4549360.0,,-25062705.0,-641825.0,,10479040.0,,-11955423.0,,,,,4262057.0,8297951.0,,,2612938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634581.0,,,,,,1120184.0,,,,,,,91068.0,,,,,,,,
2022-12-14,-3681166494.0,,188118898.0,81084618.0,,15505320.0,,62036770.0,52390424.0,,44665324.0,,93735585.0,,,,,16984306.0,9929739.0,,,9191294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4726555.0,,,,,,3805810.0,,,,,,,269904.0,,,,,,,,
2022-12-15,-726799658.0,,-60522545.0,-1879704.0,,5976913.0,,-54494261.0,3230853.0,,-10323648.0,,-33625532.0,,,,,-3484491.0,-8279255.0,,,-2462244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1181215.0,,,,,,-1095239.0,,,,,,,-34389.0,,,,,,,,
2022-12-16,-894423708.0,,-183163617.0,30866437.0,,-6130755.0,,-33356507.0,-12539327.0,,-38623691.0,,-36729947.0,,,,,-11241433.0,-11480139.0,,,-5214690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3015915.0,,,,,,1663605.0,,,,,,,-162746.0,,,,,,,,
2022-12-17,-3138986944.0,,-263530145.0,-36849617.0,,-18722404.0,,-219247767.0,-37405784.0,,-94009440.0,,-193832697.0,,,,,-24550533.0,-22477381.0,,,-13890245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8243286.0,,,,,,-2730939.0,,,,,,,-478940.0,,,,,,,,
2022-12-18,-17024064.0,,-50979984.0,6096342.0,,4372216.0,,-7576530.0,5966780.0,,3890438.0,,14408876.0,,,,,738958.0,4912605.0,,,1310370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196027.0,,,,,,-1132305.0,,,,,,,217221.0,,,,,,,,
2022-12-19,426261785.0,,-72701078.0,-2763605.0,,1459326.0,,-25290646.0,-468960.0,,2469870.0,,6126019.0,,,,,727876.0,-3750929.0,,,136214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178346.0,,,,,,-442878.0,,,,,,,36935.0,,,,,,,,
2022-12-20,-607371425.0,,2340738035.0,-41454008.0,,-1518767.0,,-91759732.0,-16347250.0,,-23294707.0,,-89173392.0,,,,,-12988804.0,-11212729.0,,,-5160803.0,,-460761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2612478.0,,,,,,-3732504.0,,,,,,,-167223.0,,,,,,,,
2022-12-21,538753572.0,,4949244.0,-8877739.0,,16733506.0,,71563104.0,25781545.0,,27453210.0,,21510154.0,,,,,12365196.0,11448006.0,,,5959798.0,,811076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3316796.0,,,,,,-405901.0,,,,,,,274965.0,,,,,,,,
2022-12-22,-129756113.0,968391778.0,18591280.0,-19206656.0,,6975829.0,,-22533162.0,5142646.0,,3278472.0,,3594905.0,,,,,1455552.0,-749606.0,,,591289.0,,-530108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463411.0,,,,,,84654.0,,,,,,,22635.0,,,,,,,,
2022-12-23,-264801811.0,45140194.0,7255315.0,-1749969.0,,-12241663.0,,-24113251.0,-2145882.0,,-2342491.0,11695566.0,-20610743.0,,,,,-5409652.0,-2819392.0,,,-272917.0,,-140448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-612545.0,,,,,,4591032.0,,,,,,,-37795.0,,,,,,,,
2022-12-24,-297052096.0,115310426.0,-32064512.0,34494983.0,,-1868997.0,,-44386091.0,481371.0,,1306026.0,5740990.0,-31640647.0,,,,,-2006306.0,-4724267.0,,,744348.0,,29307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429356.0,,,,,,-315939.0,,,,,,,-3903.0,,,,,,,,
2022-12-25,-14558902.0,-11346512.0,-20132110.0,3465609.0,,-1024822.0,,34580600.0,479748.0,,1613380.0,8326122.0,10020487.0,,,,,930825.0,-1621845.0,,,-10227.0,,68115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106690.0,,,,,,-172692.0,,,,,,,498108.0,,,,,,,,
2022-12-26,-240692048.0,-28738164.0,-33243603.0,-5567276.0,,592411.0,,1122549.0,5094881.0,,-2804161.0,3413075.0,-8849237.0,,,,,-783993.0,-1430189.0,,,-884833.0,,-28836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-379646.0,,,,,,-706329.0,,,,,,,36782.0,,,,,,,,
2022-12-27,-102060697.0,12401757.0,-9059799.0,-2769688.0,,-6496696.0,,-16819703.0,2905924.0,,1752764.0,4279912.0,-14475048.0,,,,,557376.0,434073.0,,,2610684.0,,-982575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207827.0,,,,,,2469212.0,,,,,,,30424.0,,,,,,,,
2022-12-28,-32560223.0,-41695442.0,-33054398.0,1247387.0,,998621.0,,16952484.0,-22488441.0,,-13913361.0,-7330336.0,-54584309.0,,,,,-5144525.0,-28773649.0,,,-1879164.0,,-705355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1240408.0,,,,,,-337240.0,,,,,,,-56971.0,,,,,,,,
2022-12-29,-332774639.0,-37347715.0,-124849090.0,-12268161.0,,833407.0,,-54975458.0,-23578018.0,,-14698958.0,8398720.0,44255168.0,,,,,-3054567.0,-7326178.0,,,-3998150.0,,-219870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2106288.0,,,,,,-81738.0,,,,,,,-633328.0,,,,,,,,
2022-12-30,49712489.0,-21514447.0,-44543511.0,25788157.0,,-795088.0,,8653363.0,-22635867.0,,5666616.0,8191949.0,211872382.0,,,,,824.0,-897617.0,,,-118842.0,,182470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92477.0,,,,,,-1607348.0,,,,,,,6960.0,,,,,,,,
2022-12-31,-728377.0,-44853330.0,-130498202.0,3243912.0,,-1404176.0,,-52533564.0,-24060249.0,,-34752491.0,-4127388.0,-82820011.0,,,,,-2324023.0,-947021.0,,,-556329.0,,-749904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-347808.0,,,,,,-2114797.0,,,,,,,121222.0,,,,,,,,
2023-01-01,-344867542.0,-27504472.0,30607425.0,92410699.0,,265486.0,,-12016653.0,1600177.0,,-10655428.0,-47137.0,-14571545.0,,,,,-1945875.0,-5826118.0,,,-1051782.0,,-1033193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-465303.0,,,,,,-774324.0,,,,,,,-130200.0,,,,,,,,
2023-01-02,-51113327.0,3508771.0,41868905.0,11558888.0,,-2014832.0,,-230899.0,6282807.0,,215418.0,6316921.0,9663813.0,,,,,-6499317.0,8042306.0,,,410113.0,,24012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229436.0,,,,,,1451493.0,,,,,,,254334.0,,,,,,,,
2023-01-03,419563230.0,27578769.0,205350041.0,21914678.0,,3402198.0,,30811834.0,22346856.0,,7523593.0,14515518.0,31648661.0,,,,,3611786.0,-8425117.0,,,3332365.0,,250512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741140.0,,,,,,2050659.0,,,,,,,17468.0,,,,,,,,
2023-01-04,-126380462.0,-17016050.0,5270892.0,5963498.0,,1048341.0,,6106236.0,12628529.0,,-5386294.0,-10414390.0,-39243880.0,,,,,-2571508.0,3052141.0,,,-1074700.0,,-83398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-194297.0,,,,,,-792752.0,,,,,,,-58047.0,,,,,,,,
2023-01-05,1116352967.0,79662762.0,90420902.0,10579944.0,,19327524.0,,1138763.0,20871065.0,,28251253.0,37198367.0,42772134.0,,,,,6413804.0,5326216.0,,,4574826.0,,3292037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205570.0,,,,,,2055751.0,,,,,,,155896.0,,,,,,,,
2023-01-06,586441276.0,-9899141.0,-8810746.0,9216879.0,,-6158147.0,,-189234417.0,2982588.0,,-14488626.0,-9573525.0,-15511944.0,,,,,-1885266.0,1240787.0,,,-997715.0,,-1058249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-301798.0,,,,,,527233.0,,,,,,,-15572.0,,,,,,,,
2023-01-07,-103128438.0,9703917.0,22250483.0,8672103.0,,-76979.0,,-38536183.0,1385739.0,,12056526.0,8934912.0,14012690.0,,,,,2764965.0,14392421.0,,,2223526.0,,251614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111653.0,,,,,,699885.0,,,,,,,94566.0,,,,,,,,
2023-01-08,13759261.0,-5816572.0,-25332491.0,-13227222.0,,-2741852.0,,-9254975.0,-1451898.0,,-4455557.0,-2444234.0,-23535108.0,,,,,-1175093.0,-2333553.0,,,-1119835.0,,-1026753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-427670.0,,,,,,671688.0,,,,,,,-23234.0,,,,,,,,
2023-01-09,1053973280.0,40878738.0,146468962.0,16337175.0,,2145843.0,,42642837.0,24009457.0,,18470035.0,22269362.0,70260369.0,,,,,6052764.0,5661093.0,,,4159038.0,,405605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272253.0,,,,,,6430023.0,,,,,,,147904.0,,,,,,,,
2023-01-10,412763708.0,30716403.0,-18096758.0,44795306.0,,5506265.0,,32452932.0,18012685.0,,19087078.0,22663717.0,16111656.0,,,,,2595859.0,9651790.0,,,3708068.0,,-1122807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2444215.0,,,,,,10927419.0,,,,,,,64300.0,,,,,,,,
2023-01-11,621208632.0,56689306.0,50102460.0,14146747.0,,8053572.0,,19802279.0,4078201.0,,19528216.0,17792673.0,24015806.0,,,,,7018850.0,3727240.0,,,1936632.0,,416482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064225.0,,,,,,3684420.0,,,,,,,129533.0,,,,,,,,
2023-01-12,1800171405.0,173934367.0,232785987.0,63757842.0,,17041911.0,,93145711.0,59756424.0,,49260137.0,59759434.0,57919472.0,,,,,23700250.0,12900658.0,,,12941450.0,,641366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6254085.0,,,,,,-1830104.0,,,,,,,448280.0,,,,,,,,
2023-01-13,656178426.0,64948985.0,65545191.0,18460356.0,,14271239.0,,3205395.0,7112716.0,,43065833.0,27194667.0,27152743.0,,,,,-4289062.0,3439891.0,,,2840617.0,,422280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174472.0,,,,,,-3428480.0,,,,,,,160345.0,,,,,,,,
2023-01-14,3195962426.0,381837653.0,460209264.0,99191398.0,,45762919.0,,194011823.0,112509108.0,,145425056.0,99191113.0,274720607.0,,,,,64370421.0,38025033.0,,,26047154.0,,3694229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14597663.0,,,,,,4757737.0,,,,,,,1063401.0,,,,,,,,
2023-01-15,410180564.0,-64831282.0,-81467269.0,19880339.0,,-3966829.0,,-46713271.0,17694742.0,,-2719231.0,-32629658.0,-36917307.0,,,,,-9513076.0,-8872268.0,,,-3125742.0,,-594642.0,-7550218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1630789.0,,,,,,-1410845.0,,,,,,,-153724.0,,,,,,,,
2023-01-16,-33388099.0,50583322.0,77902970.0,28761335.0,,447223.0,,877051.0,21612299.0,,18671843.0,29926963.0,83599142.0,,,,,7570368.0,1527298.0,,,3246878.0,,684571.0,-743506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727243.0,,,,,,8928226.0,,,,,,,179422.0,,,,,,,,
2023-01-17,639161147.0,5819870.0,36053456.0,-8222206.0,,-4706265.0,,2575610.0,-3211989.0,,-1218455.0,-6410302.0,-27916677.0,,,,,-2843194.0,9682525.0,,,686537.0,,-1531984.0,-3325037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62983.0,,,,,,-5242448.0,,,,,,,47190.0,,,,,,,,
2023-01-18,-343967805.0,93090629.0,-72792207.0,-293893.0,,-414696.0,,-62328155.0,-7205569.0,,2346107.0,25024641.0,4926066.0,,,,,-1642708.0,7173947.0,,,1447962.0,,273138.0,8134613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302595.0,,,,,,-2122492.0,,,,,,,112065.0,,,,,,,,
2023-01-19,-831026742.0,-70445764.0,-61465544.0,-56140031.0,,-18695144.0,,-109116780.0,-27171677.0,,-55471751.0,-19869389.0,-94324675.0,,,,,-18138213.0,-16798559.0,,,-7680234.0,,-2069695.0,-16774628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4033231.0,,,,,,-2157311.0,,,,,,,-322758.0,,,,,,,,
2023-01-20,893707483.0,87192723.0,108532728.0,23568429.0,,-3345129.0,,25051827.0,31428608.0,,35206279.0,16655975.0,74564131.0,,,,,7137895.0,3396872.0,,,5719052.0,,-482489.0,27951477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2569556.0,,,,,,741415.0,,,,,,,197837.0,,,,,,,,
2023-01-21,2040469074.0,290370079.0,341367190.0,65611719.0,,31170986.0,,146213258.0,65115966.0,,94381088.0,103436533.0,160786489.0,,,,,44609780.0,32563714.0,,,19083419.0,,3131889.0,13067890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10724912.0,,,,,,10088196.0,,,,,,,815455.0,,,,,,,,
2023-01-22,52800218.0,45331120.0,55959571.0,17206131.0,,7955441.0,,-23461540.0,9927584.0,,8845248.0,11749530.0,-28409093.0,,,,,5666411.0,-5541489.0,,,110867.0,,-1447132.0,786710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506424.0,,,,,,2577251.0,,,,,,,39733.0,,,,,,,,
2023-01-23,552001474.0,-1453376.0,9336599.0,10057021.0,,-1814931.0,,-13650200.0,6214920.0,,-14409376.0,989166.0,5933361.0,,,,,-6924226.0,-5296382.0,,,-715597.0,,-53010.0,-3550127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-561666.0,,,,,,-5584641.0,,,,,,,96.0,,,,,,,,
2023-01-24,16153169.0,12391821.0,-7172493.0,19532943.0,,2885557.0,,47728684.0,8721629.0,,32761624.0,10173018.0,-21629580.0,,,,,4447272.0,4708534.0,,,3031684.0,,246321.0,1352182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960178.0,,,,,,-688414.0,,,,,,,47353.0,,,,,,,,
2023-01-25,-1109404133.0,-115082990.0,-137494637.0,-15129518.0,,-10026246.0,,-71613193.0,-50971069.0,,-56298357.0,-45584174.0,-117933415.0,,,,,-9288785.0,-13659914.0,,,-9679051.0,,-796795.0,-13746719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4837322.0,,,,,,-7017990.0,,,,,,,-342975.0,,,,,,,,
2023-01-26,1154060640.0,159932175.0,284348014.0,43009549.0,,4178846.0,,55922186.0,47505040.0,,39708862.0,39078174.0,99022889.0,,,,,13750156.0,10416910.0,,,9239677.0,,1051164.0,17321706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4695164.0,,,,,,7936289.0,,,,,,,327895.0,,,,,,,,
2023-01-27,-144970159.0,-25345430.0,28593654.0,-2667130.0,,-6663154.0,,-44649100.0,-11254082.0,,-19396266.0,-21287434.0,-66416957.0,,,,,-7149021.0,-2669777.0,,,-4526364.0,,-420646.0,-8468787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2396891.0,,,,,,-3438451.0,,,,,,,-169665.0,,,,,,,,
2023-01-28,615070823.0,12012839.0,208083565.0,19570223.0,,17953650.0,,53934670.0,29029209.0,,23448642.0,36865810.0,-3699859.0,,,,,11126004.0,4121744.0,,,3622023.0,,-598427.0,3329439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176690.0,,,,,,-753575.0,,,,,,,135979.0,,,,,,,,
2023-01-29,-237850396.0,-27751142.0,-79441211.0,-6994174.0,,-3182867.0,,22766879.0,-1201975.0,,-14808068.0,17291702.0,1129729.0,,,,,-409348.0,-6143552.0,,,-1887686.0,,-501859.0,-7062059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-791028.0,,,,,,-3617011.0,,,,,,,-8507.0,,,,,,,,
2023-01-30,-3099875663.0,321705878.0,18962170.0,33626830.0,,26476409.0,,28317517.0,35570614.0,,49502986.0,46375410.0,100956940.0,,,,,16077610.0,11972095.0,,,8779852.0,,1106788.0,5154860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4871612.0,,,,,,1067374.0,,,,,,,330446.0,,,,,,,,
2023-01-31,-1504523014.0,-164895653.0,-366003716.0,-64944522.0,,-864697.0,,-77354807.0,-42675566.0,,-65202655.0,-45643309.0,-152790542.0,,,,,-27886590.0,-17431340.0,,,-15048015.0,,-2266106.0,-15934181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7590424.0,,,,,,-8723461.0,,,,,,,-487669.0,,,,,,,,
2023-02-01,630461602.0,53210675.0,-3974055.0,16689205.0,,-19826270.0,,27770767.0,19097687.0,,15965194.0,30775627.0,59448179.0,,,,,6031889.0,5814172.0,,,4479796.0,,557005.0,-852820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202570.0,,,,,,4501646.0,,,,,,,173679.0,,,,,,,,
2023-02-02,1994692397.0,259130760.0,241605817.0,56276314.0,,17911352.0,,73835298.0,53151161.0,,86739121.0,67528120.0,130247302.0,,,,,28590850.0,20599629.0,,,14902317.0,,1683329.0,5253228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8520726.0,,,,,,9679448.0,,,,,,,582666.0,,,,,,,,
2023-02-03,-299528847.0,-77203474.0,-170597787.0,-28154294.0,,-12769785.0,,120703187.0,-9331172.0,,-19175834.0,-2270749.0,-85388256.0,,,,,-13996402.0,-8395194.0,,,-7805777.0,,-2199636.0,34286783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4615329.0,,,,,,-3914497.0,,,,,,,-341949.0,,,,,,,,
