date,Taker Sell Volume
2016-02-21,1093116.0
2016-02-22,489203.0
2016-02-23,808332.0
2016-02-24,405087.0
2016-02-25,544877.0
2016-02-26,374368.0
2016-02-27,441311.0
2016-02-28,373292.0
2016-02-29,441625.0
2016-03-01,390184.0
2016-03-02,379781.0
2016-03-03,398679.0
2016-03-04,462213.0
2016-03-05,611814.0
2016-03-06,299238.0
2016-03-07,271039.0
2016-03-08,153489.0
2016-03-09,123638.0
2016-03-10,188354.0
2016-03-11,355858.0
2016-03-12,540950.0
2016-03-13,108335.0
2016-03-14,64521.0
2016-03-15,97107.0
2016-03-16,77858.0
2016-03-17,67352.0
2016-03-18,244004.0
2016-03-19,189482.0
2016-03-20,144303.0
2016-03-21,140963.0
2016-03-22,134244.0
2016-03-23,224967.0
2016-03-24,205397.0
2016-03-25,178913.0
2016-03-26,121463.0
2016-03-27,312391.0
2016-03-28,284310.0
2016-03-29,326116.0
2016-03-30,156113.0
2016-03-31,157962.0
2016-04-01,77957.0
2016-04-02,166903.0
2016-04-03,148221.0
2016-04-04,85159.0
2016-04-05,89515.0
2016-04-06,96109.0
2016-04-07,89823.0
2016-04-08,182272.0
2016-04-09,211055.0
2016-04-10,101981.0
2016-04-11,107425.0
2016-04-12,136221.0
2016-04-13,96316.0
2016-04-14,60220.0
2016-04-15,146322.0
2016-04-16,212372.0
2016-04-17,145493.0
2016-04-18,99495.0
2016-04-19,124603.0
2016-04-20,349006.0
2016-04-21,530444.0
2016-04-22,474607.0
2016-04-23,461507.0
2016-04-24,958873.0
2016-04-25,621931.0
2016-04-26,502622.0
2016-04-27,804059.0
2016-04-28,465216.0
2016-04-29,321044.0
2016-04-30,208577.0
2016-05-01,196307.0
2016-05-02,549803.0
2016-05-03,202058.0
2016-05-04,160728.0
2016-05-05,102161.0
2016-05-06,142597.0
2016-05-07,126674.0
2016-05-08,95883.0
2016-05-09,114381.0
2016-05-10,208087.0
2016-05-11,70788.0
2016-05-12,167721.0
2016-05-13,145002.0
2016-05-14,348682.0
2016-05-15,230924.0
2016-05-16,558359.0
2016-05-17,251262.0
2016-05-18,173093.0
2016-05-19,1283900.0
2016-05-20,590924.0
2016-05-21,176217.0
2016-05-22,860598.0
2016-05-23,442038.0
2016-05-24,399486.0
2016-05-25,509182.0
2016-05-26,496864.0
2016-05-27,1970830.0
2016-05-28,3585101.0
2016-05-29,3364181.0
2016-05-30,1717694.0
2016-05-31,2440713.0
2016-06-01,1311050.0
2016-06-02,685595.0
2016-06-03,2361268.0
2016-06-04,2291314.0
2016-06-05,1235854.0
2016-06-06,1211824.0
2016-06-07,2208458.0
2016-06-08,1523269.0
2016-06-09,2027339.0
2016-06-10,1330331.0
2016-06-11,1363737.0
2016-06-12,5413877.0
2016-06-13,5012515.0
2016-06-14,3445363.0
2016-06-15,1950507.0
2016-06-16,5455894.0
2016-06-17,4655591.0
2016-06-18,3977525.0
2016-06-19,2530698.0
2016-06-20,3935200.0
2016-06-21,6785986.0
2016-06-22,4434197.0
2016-06-23,5247175.0
2016-06-24,4139629.0
2016-06-25,4321001.0
2016-06-26,3600230.0
2016-06-27,3291263.0
2016-06-28,2268773.0
2016-06-29,2181069.0
2016-06-30,2460099.0
2016-07-01,2246699.0
2016-07-02,2336331.0
2016-07-03,4929296.0
2016-07-04,1822447.0
2016-07-05,1816630.0
2016-07-06,1308948.0
2016-07-07,3590688.0
2016-07-08,2139142.0
2016-07-09,3025909.0
2016-07-10,1462001.0
2016-07-11,1539430.0
2016-07-12,1789031.0
2016-07-13,979566.0
2016-07-14,1251719.0
2016-07-15,896512.0
2016-07-16,699134.0
2016-07-17,1712319.0
2016-07-18,1938407.0
2016-07-19,675625.0
2016-07-20,1034158.0
2016-07-21,720685.0
2016-07-22,1636676.0
2016-07-23,484214.0
2016-07-24,242172.0
2016-07-25,449031.0
2016-07-26,832802.0
2016-07-27,966157.0
2016-07-28,465421.0
2016-07-29,133952.0
2016-07-30,291715.0
2016-07-31,1954675.0
2016-08-01,1597532.0
2016-08-02,5254665.0
2016-08-03,3306411.0
2016-08-04,2166434.0
2016-08-05,889730.0
2016-08-06,2120272.0
2016-08-07,1309935.0
2016-08-08,886236.0
2016-08-09,1021048.0
2016-08-10,1210274.0
2016-08-11,763441.0
2016-08-12,937166.0
2016-08-13,454285.0
2016-08-14,1546393.0
2016-08-15,1295156.0
2016-08-16,849866.0
2016-08-17,307862.0
2016-08-18,558519.0
2016-08-19,635848.0
2016-08-20,535684.0
2016-08-21,406806.0
2016-08-22,498325.0
2016-08-23,517159.0
2016-08-24,585627.0
2016-08-25,504691.0
2016-08-26,246271.0
2016-08-27,464246.0
2016-08-28,275711.0
2016-08-29,189789.0
2016-08-30,646344.0
2016-08-31,331960.0
2016-09-01,225248.0
2016-09-02,506961.0
2016-09-03,1626134.0
2016-09-04,1434776.0
2016-09-05,710229.0
2016-09-06,611241.0
2016-09-07,950246.0
2016-09-08,1308584.0
2016-09-09,1075305.0
2016-09-10,389981.0
2016-09-11,1731861.0
2016-09-12,997706.0
2016-09-13,464445.0
2016-09-14,203138.0
2016-09-15,200411.0
2016-09-16,1025977.0
2016-09-17,164384.0
2016-09-18,117858.0
2016-09-19,363987.0
2016-09-20,558892.0
2016-09-21,803849.0
2016-09-22,326582.0
2016-09-23,383973.0
2016-09-24,150075.0
2016-09-25,199484.0
2016-09-26,485610.0
2016-09-27,437403.0
2016-09-28,163007.0
2016-09-29,287604.0
2016-09-30,238560.0
2016-10-01,862211.0
2016-10-02,635663.0
2016-10-03,162972.0
2016-10-04,372276.0
2016-10-05,334054.0
2016-10-06,340889.0
2016-10-07,623533.0
2016-10-08,401294.0
2016-10-09,688850.0
2016-10-10,887595.0
2016-10-11,2751893.0
2016-10-12,2271066.0
2016-10-13,1755786.0
2016-10-14,1580884.0
2016-10-15,1137543.0
2016-10-16,786999.0
2016-10-17,881307.0
2016-10-18,647896.0
2016-10-19,1553717.0
2016-10-20,530410.0
2016-10-21,576999.0
2016-10-22,2150239.0
2016-10-23,1950306.0
2016-10-24,1369568.0
2016-10-25,1876409.0
2016-10-26,2161743.0
2016-10-27,2084657.0
2016-10-28,1840826.0
2016-10-29,3723285.0
2016-10-30,4752844.0
2016-10-31,2251385.0
2016-11-01,4299067.0
2016-11-02,1897629.0
2016-11-03,10186072.0
2016-11-04,3065914.0
2016-11-05,1238545.0
2016-11-06,3230473.0
2016-11-07,1271220.0
2016-11-08,1460262.0
2016-11-09,5503697.0
2016-11-10,2421113.0
2016-11-11,1872578.0
2016-11-12,1590197.0
2016-11-13,2988765.0
2016-11-14,799204.0
2016-11-15,1263162.0
2016-11-16,5489965.0
2016-11-17,4092080.0
2016-11-18,2289919.0
2016-11-19,3676168.0
2016-11-20,5444981.0
2016-11-21,1778989.0
2016-11-22,2478804.0
2016-11-23,2748865.0
2016-11-24,3224361.0
2016-11-25,2346455.0
2016-11-26,1802843.0
2016-11-27,2030276.0
2016-11-28,1191534.0
2016-11-29,814204.0
2016-11-30,1058203.0
2016-12-01,1732705.0
2016-12-02,4257750.0
2016-12-03,1907649.0
2016-12-04,1254337.0
2016-12-05,4774332.0
2016-12-06,1964376.0
2016-12-07,1812409.0
2016-12-08,1514713.0
2016-12-09,1169927.0
2016-12-10,1084582.0
2016-12-11,2218126.0
2016-12-12,1926413.0
2016-12-13,3411352.0
2016-12-14,1653576.0
2016-12-15,1123613.0
2016-12-16,1802971.0
2016-12-17,1726023.0
2016-12-18,2271030.0
2016-12-19,963941.0
2016-12-20,2758683.0
2016-12-21,5453049.0
2016-12-22,8210512.0
2016-12-23,17857258.0
2016-12-24,10701591.0
2016-12-25,8159344.0
2016-12-26,5895403.0
2016-12-27,9438746.0
2016-12-28,14940230.0
2016-12-29,10556404.0
2016-12-30,9009139.0
2016-12-31,6502283.0
2017-01-01,10017165.0
2017-01-02,19386547.0
2017-01-03,10394111.0
2017-01-04,28998490.0
2017-01-05,51518501.0
2017-01-06,29365932.0
2017-01-07,17469306.0
2017-01-08,12799545.0
2017-01-09,8935708.0
2017-01-10,5142165.0
2017-01-11,21842448.0
2017-01-12,10981752.0
2017-01-13,7693623.0
2017-01-14,6614749.0
2017-01-15,3786649.0
2017-01-16,4898391.0
2017-01-17,9684419.0
2017-01-18,11471659.0
2017-01-19,6375700.0
2017-01-20,4521436.0
2017-01-21,5441693.0
2017-01-22,9366761.0
2017-01-23,4837683.0
2017-01-24,9292329.0
2017-01-25,3728387.0
2017-01-26,3045124.0
2017-01-27,5654287.0
2017-01-28,1451541.0
2017-01-29,1652179.0
2017-01-30,1530045.0
2017-01-31,5476990.0
2017-02-01,4773691.0
2017-02-02,8741717.0
2017-02-03,11085256.0
2017-02-04,12224702.0
2017-02-05,10732203.0
2017-02-06,3498179.0
2017-02-07,6725332.0
2017-02-08,18073917.0
2017-02-09,30806654.0
2017-02-10,14901921.0
2017-02-11,7785483.0
2017-02-12,3581092.0
2017-02-13,7761604.0
2017-02-14,7583446.0
2017-02-15,2797519.0
2017-02-16,7928427.0
2017-02-17,10485439.0
2017-02-18,9842234.0
2017-02-19,6587573.0
2017-02-20,7371977.0
2017-02-21,20771357.0
2017-02-22,16036336.0
2017-02-23,20482110.0
2017-02-24,40554199.0
2017-02-25,14509175.0
2017-02-26,10217317.0
2017-02-27,11071765.0
2017-02-28,16525406.0
2017-03-01,11938064.0
2017-03-02,21107781.0
2017-03-03,19484050.0
2017-03-04,19788966.0
2017-03-05,9737199.0
2017-03-06,10224431.0
2017-03-07,29544044.0
2017-03-08,43020497.0
2017-03-09,23142129.0
2017-03-10,55223186.0
2017-03-11,16151142.0
2017-03-12,10962804.0
2017-03-13,12025296.0
2017-03-14,8943742.0
2017-03-15,6732607.0
2017-03-16,27309299.0
2017-03-17,46697450.0
2017-03-18,61741329.0
2017-03-19,19426011.0
2017-03-20,11770938.0
2017-03-21,19273906.0
2017-03-22,32070399.0
2017-03-23,10317376.0
2017-03-24,32953001.0
2017-03-25,29505787.0
2017-03-26,23814228.0
2017-03-27,16216206.0
2017-03-28,15107073.0
2017-03-29,16655249.0
2017-03-30,7598877.0
2017-03-31,13852754.0
2017-04-01,9153924.0
2017-04-02,8452453.0
2017-04-03,15196142.0
2017-04-04,10714164.0
2017-04-05,9716607.0
2017-04-06,12769988.0
2017-04-07,12564283.0
2017-04-08,7865195.0
2017-04-09,8158606.0
2017-04-10,8774506.0
2017-04-11,9090251.0
2017-04-12,6496916.0
2017-04-13,19512007.0
2017-04-14,8624283.0
2017-04-15,7059729.0
2017-04-16,3609634.0
2017-04-17,8983526.0
2017-04-18,5699248.0
2017-04-19,6041196.0
2017-04-20,8610951.0
2017-04-21,7352097.0
2017-04-22,10551927.0
2017-04-23,3422090.0
2017-04-24,3127992.0
2017-04-25,6174197.0
2017-04-26,11935518.0
2017-04-27,10779873.0
2017-04-28,17116148.0
2017-04-29,6871903.0
2017-04-30,7922786.0
2017-05-01,16916651.0
2017-05-02,20744614.0
2017-05-03,19360022.0
2017-05-04,52897883.0
2017-05-05,42110821.0
2017-05-06,15666133.0
2017-05-07,10726993.0
2017-05-08,16844298.0
2017-05-09,41296490.0
2017-05-10,21554162.0
2017-05-11,36155227.0
2017-05-12,51654208.0
2017-05-13,39710250.0
2017-05-14,20978448.0
2017-05-15,29684978.0
2017-05-16,16744764.0
2017-05-17,21383467.0
2017-05-18,16282798.0
2017-05-19,25392869.0
2017-05-20,18411900.0
2017-05-21,33027016.0
2017-05-22,60491000.0
2017-05-23,40919268.0
2017-05-24,56106289.0
2017-05-25,133961021.0
2017-05-26,106968542.0
2017-05-27,86742409.0
2017-05-28,52600786.0
2017-05-29,36017380.0
2017-05-30,34925872.0
2017-05-31,25750307.0
2017-06-01,28222436.0
2017-06-02,19817995.0
2017-06-03,27233195.0
2017-06-04,22289505.0
2017-06-05,24479480.0
2017-06-06,72762352.0
2017-06-07,55627429.0
2017-06-08,33241686.0
2017-06-09,23171669.0
2017-06-10,24514145.0
2017-06-11,23313951.0
2017-06-12,95056889.0
2017-06-13,31525592.0
2017-06-14,72675220.0
2017-06-15,90163776.0
2017-06-16,42177363.0
2017-06-17,31897173.0
2017-06-18,37545133.0
2017-06-19,19832906.0
2017-06-20,30094058.0
2017-06-21,44556023.0
2017-06-22,18642885.0
2017-06-23,16689791.0
2017-06-24,34931284.0
2017-06-25,34825584.0
2017-06-26,56595471.0
2017-06-27,52846474.0
2017-06-28,28451142.0
2017-06-29,23019253.0
2017-06-30,19652700.0
2017-07-01,24593891.0
2017-07-02,20195750.0
2017-07-03,20056765.0
2017-07-04,20084883.0
2017-07-05,16841050.0
2017-07-06,10820520.0
2017-07-07,25606302.0
2017-07-08,17368121.0
2017-07-09,15096185.0
2017-07-10,51050461.0
2017-07-11,40890658.0
2017-07-12,38765014.0
2017-07-13,22239792.0
2017-07-14,44663874.0
2017-07-15,70436106.0
2017-07-16,78792428.0
2017-07-17,56575977.0
2017-07-18,76664469.0
2017-07-19,61833555.0
2017-07-20,128395564.0
2017-07-21,105150419.0
2017-07-22,78757575.0
2017-07-23,73570374.0
2017-07-24,46124420.0
2017-07-25,120436879.0
2017-07-26,78785307.0
2017-07-27,49980213.0
2017-07-28,66032209.0
2017-07-29,57321843.0
2017-07-30,43338689.0
2017-07-31,48166221.0
2017-08-01,82459118.0
2017-08-02,41373714.0
2017-08-03,23668725.0
2017-08-04,36896353.0
2017-08-05,121820340.0
2017-08-06,69345516.0
2017-08-07,64990848.0
2017-08-08,93485139.0
2017-08-09,83591827.0
2017-08-10,45142106.0
2017-08-11,67222368.0
2017-08-12,130901108.0
2017-08-13,188118599.0
2017-08-14,132933836.0
2017-08-15,221813598.0
2017-08-16,134225900.0
2017-08-17,166008978.0
2017-08-18,135167122.0
2017-08-19,97575316.0
2017-08-20,69743110.0
2017-08-21,60880063.0
2017-08-22,139837970.0
2017-08-23,79262125.0
2017-08-24,57193294.0
2017-08-25,74355800.0
2017-08-26,49654477.0
2017-08-27,35336356.0
2017-08-28,60740742.0
2017-08-29,82848608.0
2017-08-30,62951406.0
2017-08-31,70203645.0
2017-09-01,86688330.0
2017-09-02,209387477.0
2017-09-03,114782866.0
2017-09-04,198145481.0
2017-09-05,149452049.0
2017-09-06,87540795.0
2017-09-07,77386451.0
2017-09-08,218396229.0
2017-09-09,99639193.0
2017-09-10,120410088.0
2017-09-11,93105131.0
2017-09-12,113952363.0
2017-09-13,196601604.0
2017-09-14,312349188.0
2017-09-15,389812372.0
2017-09-16,166096275.0
2017-09-17,118521061.0
2017-09-18,158482089.0
2017-09-19,182795566.0
2017-09-20,135695581.0
2017-09-21,195517768.0
2017-09-22,166629618.0
2017-09-23,105931507.0
2017-09-24,96363572.0
2017-09-25,125931108.0
2017-09-26,120238764.0
2017-09-27,146043125.0
2017-09-28,153853913.0
2017-09-29,197481963.0
2017-09-30,134970680.0
2017-10-01,123435354.0
2017-10-02,161535179.0
2017-10-03,184875239.0
2017-10-04,131299634.0
2017-10-05,146777540.0
2017-10-06,120829657.0
2017-10-07,83755154.0
2017-10-08,137567200.0
2017-10-09,272716716.0
2017-10-10,270591888.0
2017-10-11,179789575.0
2017-10-12,420802854.0
2017-10-13,673172034.0
2017-10-14,285981099.0
2017-10-15,394251660.0
2017-10-16,242703360.0
2017-10-17,294959394.0
2017-10-18,540598139.0
2017-10-19,324457115.0
2017-10-20,441187109.0
2017-10-21,441069336.0
2017-10-22,427967307.0
2017-10-23,514040326.0
2017-10-24,504444562.0
2017-10-25,347807346.0
2017-10-26,375818505.0
2017-10-27,324407996.0
2017-10-28,221206597.0
2017-10-29,343744232.0
2017-10-30,301439911.0
2017-10-31,359584044.0
2017-11-01,475809609.0
2017-11-02,958136960.0
2017-11-03,671425639.0
2017-11-04,527541046.0
2017-11-05,545376185.0
2017-11-06,774691615.0
2017-11-07,530781665.0
2017-11-08,926979995.0
2017-11-09,542433828.0
2017-11-10,920379443.0
2017-11-11,672965990.0
2017-11-12,1135418053.0
2017-11-13,693986276.0
2017-11-14,393581249.0
2017-11-15,618277312.0
2017-11-16,650419208.0
2017-11-17,827735051.0
2017-11-18,422372497.0
2017-11-19,397198080.0
2017-11-20,424688164.0
2017-11-21,858543621.0
2017-11-22,427359002.0
2017-11-23,353965908.0
2017-11-24,474762774.0
2017-11-25,411306761.0
2017-11-26,877863136.0
2017-11-27,777246678.0
2017-11-28,618893424.0
2017-11-29,1741887240.0
2017-11-30,1144276254.0
2017-12-01,949100019.0
2017-12-02,690501719.0
2017-12-03,831629286.0
2017-12-04,758049971.0
2017-12-05,594792870.0
2017-12-06,1051910896.0
2017-12-07,1863760075.0
2017-12-08,1530989585.0
2017-12-09,962175719.0
2017-12-10,1169761452.0
2017-12-11,838767082.0
2017-12-12,806412965.0
2017-12-13,899506523.0
2017-12-14,510032231.0
2017-12-15,756710982.0
2017-12-16,675266598.0
2017-12-17,923652250.0
2017-12-18,902840035.0
2017-12-19,978544232.0
2017-12-20,1237619894.0
2017-12-21,814238814.0
2017-12-22,1826426604.0
2017-12-23,741078647.0
2017-12-24,788317226.0
2017-12-25,500091301.0
2017-12-26,675445752.0
2017-12-27,655216501.0
2017-12-28,692337778.0
2017-12-29,432847323.0
2017-12-30,751875747.0
2017-12-31,392590853.0
2018-01-01,318276944.0
2018-01-02,437597182.0
2018-01-03,400102975.0
2018-01-04,412527422.0
2018-01-05,474592142.0
2018-01-06,376407070.0
2018-01-07,465083738.0
2018-01-08,767441464.0
2018-01-09,516863984.0
2018-01-10,557232582.0
2018-01-11,792307316.0
2018-01-12,418914104.0
2018-01-13,292624602.0
2018-01-14,420026941.0
2018-01-15,373591076.0
2018-01-16,1449145534.0
2018-01-17,1135195822.0
2018-01-18,708423606.0
2018-01-19,501625145.0
2018-01-20,435899370.0
2018-01-21,592280297.0
2018-01-22,738665962.0
2018-01-23,728091392.0
2018-01-24,560081150.0
2018-01-25,491530771.0
2018-01-26,720597880.0
2018-01-27,503681327.0
2018-01-28,376579396.0
2018-01-29,467980865.0
2018-01-30,782830348.0
2018-01-31,565819607.0
2018-02-01,942596919.0
2018-02-02,1010237355.0
2018-02-03,577121615.0
2018-02-04,737110764.0
2018-02-05,1083828788.0
2018-02-06,1165484188.0
2018-02-07,972211042.0
2018-02-08,848799474.0
2018-02-09,718708520.0
2018-02-10,780809423.0
2018-02-11,772390987.0
2018-02-12,785572202.0
2018-02-13,783441578.0
2018-02-14,800940255.0
2018-02-15,1038826831.0
2018-02-16,872678029.0
2018-02-17,1058879887.0
2018-02-18,1564136456.0
2018-02-19,1227227319.0
2018-02-20,1369658236.0
2018-02-21,1633547317.0
2018-02-22,1647407863.0
2018-02-23,1398204739.0
2018-02-24,1409004376.0
2018-02-25,1141671807.0
2018-02-26,1199949898.0
2018-02-27,1320098521.0
2018-02-28,1593071005.0
2018-03-01,1483427920.0
2018-03-02,1485646307.0
2018-03-03,1378558658.0
2018-03-04,1317989836.0
2018-03-05,1223276400.0
2018-03-06,2083074435.0
2018-03-07,2416005333.0
2018-03-08,2390460168.0
2018-03-09,2825941109.0
2018-03-10,1606353620.0
2018-03-11,1950777012.0
2018-03-12,1955128427.0
2018-03-13,1753637866.0
2018-03-14,1893365643.0
2018-03-15,1893322870.0
2018-03-16,1359187149.0
2018-03-17,1304320537.0
2018-03-18,1848444878.0
2018-03-19,1551028946.0
2018-03-20,1529403813.0
2018-03-21,1533728885.0
2018-03-22,1591539505.0
2018-03-23,1540048075.0
2018-03-24,1436540462.0
2018-03-25,1349308311.0
2018-03-26,1671043340.0
2018-03-27,1640355716.0
2018-03-28,1188079347.0
2018-03-29,2189115122.0
2018-03-30,2250629816.0
2018-03-31,1510724866.0
2018-04-01,1564292077.0
2018-04-02,1168450153.0
2018-04-03,1293666883.0
2018-04-04,1794645860.0
2018-04-05,1650453792.0
2018-04-06,1134321967.0
2018-04-07,932037969.0
2018-04-08,781259526.0
2018-04-09,1407305175.0
2018-04-10,873887007.0
2018-04-11,675312649.0
2018-04-12,1633496101.0
2018-04-13,1773215581.0
2018-04-14,1170428900.0
2018-04-15,973034200.0
2018-04-16,1439746049.0
2018-04-17,1111616780.0
2018-04-18,919848449.0
2018-04-19,943782680.0
2018-04-20,1469717230.0
2018-04-21,1527094209.0
2018-04-22,1347366692.0
2018-04-23,1059020624.0
2018-04-24,1928219209.0
2018-04-25,3171550136.0
2018-04-26,1759415479.0
2018-04-27,1543825666.0
2018-04-28,1398630781.0
2018-04-29,1155926456.0
2018-04-30,1248371544.0
2018-05-01,1378843155.0
2018-05-02,954760838.0
2018-05-03,1415789147.0
2018-05-04,1383742491.0
2018-05-05,1254913879.0
2018-05-06,1536606199.0
2018-05-07,1644659049.0
2018-05-08,1336479408.0
2018-05-09,1082036512.0
2018-05-10,1232615045.0
2018-05-11,2240306292.0
2018-05-12,1911172692.0
2018-05-13,1231163501.0
2018-05-14,1707736283.0
2018-05-15,1300437913.0
2018-05-16,1560299680.0
2018-05-17,1036525109.0
2018-05-18,931155248.0
2018-05-19,695794026.0
2018-05-20,771497924.0
2018-05-21,947406274.0
2018-05-22,1424477909.0
2018-05-23,2287543802.0
2018-05-24,1851733481.0
2018-05-25,1284126087.0
2018-05-26,816089666.0
2018-05-27,797148282.0
2018-05-28,1078012893.0
2018-05-29,1192471615.0
2018-05-30,1173847022.0
2018-05-31,1031073579.0
2018-06-01,1051822953.0
2018-06-02,789381295.0
2018-06-03,702022617.0
2018-06-04,1130126590.0
2018-06-05,1169361108.0
2018-06-06,1065593897.0
2018-06-07,819575700.0
2018-06-08,805163559.0
2018-06-09,730564723.0
2018-06-10,2364402115.0
2018-06-11,1287545480.0
2018-06-12,1325988948.0
2018-06-13,1818867465.0
2018-06-14,1603124006.0
2018-06-15,1110149742.0
2018-06-16,814634587.0
2018-06-17,566820663.0
2018-06-18,872996959.0
2018-06-19,766488904.0
2018-06-20,1045007258.0
2018-06-21,711695571.0
2018-06-22,2246872515.0
2018-06-23,916995886.0
2018-06-24,1701344252.0
2018-06-25,1038026496.0
2018-06-26,948927596.0
2018-06-27,846414320.0
2018-06-28,1023436250.0
2018-06-29,1111080373.0
2018-06-30,886300743.0
2018-07-01,683006560.0
2018-07-02,893847649.0
2018-07-03,934428729.0
2018-07-04,1120335366.0
2018-07-05,1349808140.0
2018-07-06,833363861.0
2018-07-07,716418878.0
2018-07-08,591862322.0
2018-07-09,801752263.0
2018-07-10,1477125486.0
2018-07-11,871774150.0
2018-07-12,1276734168.0
2018-07-13,874741390.0
2018-07-14,654345277.0
2018-07-15,611034917.0
2018-07-16,1317323961.0
2018-07-17,1915386302.0
2018-07-18,2494425549.0
2018-07-19,1594709708.0
2018-07-20,2068060770.0
2018-07-21,1019093002.0
2018-07-22,1513792881.0
2018-07-23,2115449088.0
2018-07-24,3496277406.0
2018-07-25,3016901735.0
2018-07-26,2499463117.0
2018-07-27,2341891341.0
2018-07-28,1185486361.0
2018-07-29,1374236801.0
2018-07-30,2599614919.0
2018-07-31,3107841537.0
2018-08-01,2341906644.0
2018-08-02,1633025297.0
2018-08-03,2133434162.0
2018-08-04,1905885711.0
2018-08-05,1439032594.0
2018-08-06,1812820291.0
2018-08-07,2354454429.0
2018-08-08,2918138139.0
2018-08-09,1877877385.0
2018-08-10,2305693144.0
2018-08-11,1485409349.0
2018-08-12,1277787256.0
2018-08-13,1532830281.0
2018-08-14,2210921215.0
2018-08-15,2653965643.0
2018-08-16,1872286360.0
2018-08-17,1691027241.0
2018-08-18,1297116471.0
2018-08-19,1066355538.0
2018-08-20,1460972916.0
2018-08-21,1354682900.0
2018-08-22,2124474230.0
2018-08-23,1080505460.0
2018-08-24,1162697420.0
2018-08-25,1034065949.0
2018-08-26,1245521125.0
2018-08-27,1131817232.0
2018-08-28,1590638969.0
2018-08-29,1419279305.0
2018-08-30,1865929477.0
2018-08-31,1444990115.0
2018-09-01,1182201213.0
2018-09-02,1672599948.0
2018-09-03,1286605485.0
2018-09-04,1218934636.0
2018-09-05,2503501748.0
2018-09-06,2226884022.0
2018-09-07,1448821119.0
2018-09-08,1136710235.0
2018-09-09,922471877.0
2018-09-10,950942113.0
