date,timestamp_utc,0 ~ 1 USD (%),1 ~ 10 USD (%),10 ~ 100 USD (%),100 ~ 1K USD (%),1K ~ 10K USD (%),10K ~ 100K USD (%),100K ~ 1M USD (%),1M USD ~ (%)
2022-05-26,2022-05-26T00:00:00Z,0.0013314,0.01178865,0.16059731,0.8106389,2.9617101,8.11408377,12.92303193,75.01681794
2022-05-27,2022-05-27T00:00:00Z,0.00133435,0.01182517,0.16117733,0.8138889,2.97054808,8.13008382,12.92166734,74.98947501
2022-05-28,2022-05-28T00:00:00Z,0.00133474,0.01182225,0.16139423,0.81503752,2.9726899,8.13545994,12.93086712,74.97139431
2022-05-29,2022-05-29T00:00:00Z,0.00133507,0.01180886,0.16139834,0.81453124,2.97380181,8.15314051,12.93189978,74.95208439
2022-05-30,2022-05-30T00:00:00Z,0.00133429,0.01179769,0.1608093,0.81150784,2.97125677,8.15701916,12.9135799,74.97269506
2022-05-31,2022-05-31T00:00:00Z,0.0013336,0.0117957,0.16057158,0.81154231,2.9721878,8.14300051,12.85335985,75.04620866
2022-06-01,2022-06-01T00:00:00Z,0.00133583,0.0118199,0.16099049,0.81463236,2.97986563,8.15608069,12.89125542,74.98401967
2022-06-02,2022-06-02T00:00:00Z,0.00133946,0.0118494,0.16146738,0.81582418,2.98635504,8.17575162,12.92986188,74.91755104
2022-06-03,2022-06-03T00:00:00Z,0.00134107,0.01185278,0.16191838,0.81806172,2.99007079,8.18792067,12.92602993,74.90280467
2022-06-04,2022-06-04T00:00:00Z,0.00134258,0.01187161,0.16240388,0.81925861,2.99520532,8.19877712,12.95566206,74.8554788
2022-06-05,2022-06-05T00:00:00Z,0.00134338,0.01188902,0.16270359,0.81980529,2.9965253,8.20816842,12.94646081,74.85310418
2022-06-06,2022-06-06T00:00:00Z,0.00134403,0.0118928,0.16243753,0.81884964,2.99844154,8.21457222,12.94451461,74.84794763
2022-06-07,2022-06-07T00:00:00Z,0.00134626,0.01185119,0.1624079,0.82037127,3.00677429,8.24079219,12.97671738,74.77973952
2022-06-08,2022-06-08T00:00:00Z,0.00134678,0.01184005,0.16263969,0.82127772,3.00991429,8.2488338,12.98768423,74.75646344
2022-06-09,2022-06-09T00:00:00Z,0.00134855,0.01186104,0.16301366,0.82379104,3.01683463,8.26544393,13.00164953,74.71605763
2022-06-10,2022-06-10T00:00:00Z,0.00134992,0.01187743,0.16358362,0.82643036,3.02283153,8.27895715,13.02394952,74.67102048
2022-06-11,2022-06-11T00:00:00Z,0.00135163,0.01189574,0.16378311,0.82675734,3.02910878,8.3048829,13.02959359,74.6326269
2022-06-12,2022-06-12T00:00:00Z,0.00135324,0.01191854,0.16421765,0.82870586,3.03374548,8.32057517,13.04514795,74.59433611
2022-06-13,2022-06-13T00:00:00Z,0.00136667,0.01205681,0.16580543,0.83469729,3.06309229,8.41445383,13.06178809,74.4467396
2022-06-14,2022-06-14T00:00:00Z,0.00137724,0.01213221,0.16617287,0.83927012,3.08855805,8.47883377,13.14188028,74.27177546
2022-06-15,2022-06-15T00:00:00Z,0.00138572,0.01219519,0.16671802,0.84249247,3.10385228,8.52096325,13.18885209,74.16354099
2022-06-16,2022-06-16T00:00:00Z,0.00139134,0.01225928,0.16769196,0.84635802,3.11687563,8.54747529,13.22938977,74.07855872
2022-06-17,2022-06-17T00:00:00Z,0.00139665,0.0123242,0.16877336,0.85148633,3.13276349,8.58987809,13.26948316,73.97389473
2022-06-18,2022-06-18T00:00:00Z,0.0014039,0.01238217,0.16943061,0.85461125,3.15204211,8.64012183,13.34267486,73.82733326
2022-06-19,2022-06-19T00:00:00Z,0.00140479,0.0124002,0.169755,0.8559106,3.15774598,8.64886732,13.32476943,73.82914668
2022-06-20,2022-06-20T00:00:00Z,0.00140696,0.01243182,0.1700979,0.85795996,3.16014057,8.64928429,13.30511027,73.84356823
2022-06-21,2022-06-21T00:00:00Z,0.00140968,0.01245765,0.17013972,0.8601534,3.17196538,8.68139127,13.29882999,73.8036529
2022-06-22,2022-06-22T00:00:00Z,0.00141197,0.01249925,0.1705262,0.86339904,3.18312681,8.69863309,13.33373995,73.7366637
2022-06-23,2022-06-23T00:00:00Z,0.0014128,0.01251604,0.17079499,0.86519385,3.18979993,8.72076959,13.3143597,73.7251531
2022-06-24,2022-06-24T00:00:00Z,0.00141353,0.01253637,0.17122292,0.86723815,3.19973609,8.74457571,13.31957689,73.68370034
2022-06-25,2022-06-25T00:00:00Z,0.0014014,0.01249825,0.17162922,0.86840565,3.20190917,8.74595653,13.32667296,73.6715268
2022-06-26,2022-06-26T00:00:00Z,0.00139271,0.01235782,0.17205399,0.87086696,3.20703173,8.75714535,13.32992754,73.6492239
2022-06-27,2022-06-27T00:00:00Z,0.00138922,0.01233965,0.17162952,0.87231033,3.21567272,8.7785806,13.35196114,73.59611681
2022-06-28,2022-06-28T00:00:00Z,0.00138832,0.01234629,0.1716694,0.87367911,3.22332115,8.79723491,13.35123957,73.56912125
2022-06-29,2022-06-29T00:00:00Z,0.00138912,0.01236777,0.17186853,0.87304187,3.22764306,8.78780311,13.31098789,73.61489864
2022-06-30,2022-06-30T00:00:00Z,0.00139447,0.01242054,0.17260733,0.87788392,3.24782092,8.81070431,13.36810696,73.50906154
2022-07-01,2022-07-01T00:00:00Z,0.00139729,0.01246104,0.1734827,0.88218844,3.25936064,8.8300845,13.35527468,73.48575071
2022-07-02,2022-07-02T00:00:00Z,0.00139854,0.01247921,0.17382785,0.88231153,3.26749894,8.8485526,13.39022384,73.42370749
2022-07-03,2022-07-03T00:00:00Z,0.00139975,0.01250548,0.17431104,0.88344937,3.27397901,8.86045679,13.40031618,73.39358238
2022-07-04,2022-07-04T00:00:00Z,0.00140059,0.01252125,0.17419741,0.88380888,3.27945158,8.87169626,13.39667763,73.3802464
2022-07-05,2022-07-05T00:00:00Z,0.00140201,0.0125541,0.17420942,0.88620744,3.2871553,8.8855943,13.4277909,73.32508651
2022-07-06,2022-07-06T00:00:00Z,0.00140568,0.01260236,0.17459496,0.888802,3.29817376,8.91167755,13.46114198,73.25160171
2022-07-07,2022-07-07T00:00:00Z,0.00140588,0.01259767,0.17420879,0.88796895,3.29943144,8.91307609,13.44382923,73.26748196
2022-07-08,2022-07-08T00:00:00Z,0.00140632,0.01261087,0.17445955,0.88930672,3.3035848,8.9164827,13.46786097,73.23428808
2022-07-09,2022-07-09T00:00:00Z,0.00140857,0.01263953,0.17500505,0.8918792,3.31116372,8.93698056,13.4807043,73.19021907
2022-07-10,2022-07-10T00:00:00Z,0.00140929,0.01265959,0.17508783,0.8931623,3.31492083,8.94516052,13.49057875,73.16702089
2022-07-11,2022-07-11T00:00:00Z,0.00141434,0.01271183,0.17576938,0.8976956,3.32921055,8.97598028,13.54612813,73.06108989
2022-07-12,2022-07-12T00:00:00Z,0.00141593,0.01273271,0.17571659,0.89777032,3.33215697,8.98598106,13.54763256,73.04659385
2022-07-13,2022-07-13T00:00:00Z,0.00141584,0.01275314,0.17621033,0.90196655,3.34056171,8.99544248,13.56720707,73.00444288
2022-07-14,2022-07-14T00:00:00Z,0.00141705,0.01277709,0.17628512,0.90243419,3.34246577,8.9926044,13.49786616,73.07415023
2022-07-15,2022-07-15T00:00:00Z,0.00142053,0.01282034,0.17697941,0.90487737,3.35525711,9.03843036,13.55358137,72.95663351
2022-07-16,2022-07-16T00:00:00Z,0.0014209,0.0128267,0.17724492,0.90464733,3.3568053,9.04399311,13.55989401,72.94316774
2022-07-17,2022-07-17T00:00:00Z,0.00142119,0.01284066,0.17710829,0.90502049,3.35993305,9.04942784,13.56727179,72.9269767
2022-07-18,2022-07-18T00:00:00Z,0.00142168,0.01284404,0.17713311,0.9060619,3.36361575,9.05248144,13.57439296,72.91204911
2022-07-19,2022-07-19T00:00:00Z,0.00142399,0.01285461,0.17682638,0.9070429,3.37116834,9.06253666,13.59632937,72.87181775
2022-07-20,2022-07-20T00:00:00Z,0.00142377,0.01286719,0.17679316,0.90467247,3.36839586,9.05074058,13.55966025,72.92544671
2022-07-21,2022-07-21T00:00:00Z,0.00142684,0.01289601,0.17715607,0.90571286,3.37403977,9.07026114,13.55680536,72.90170195
2022-07-22,2022-07-22T00:00:00Z,0.0014296,0.01293704,0.17804896,0.90861793,3.38308401,9.08585151,13.57997716,72.8500538
2022-07-23,2022-07-23T00:00:00Z,0.00143072,0.0129551,0.17841489,0.90975471,3.38678215,9.09644662,13.58272609,72.8314897
2022-07-24,2022-07-24T00:00:00Z,0.00143197,0.01295729,0.17845447,0.91106313,3.38926534,9.09869608,13.58733444,72.82079728
2022-07-25,2022-07-25T00:00:00Z,0.00143384,0.01298085,0.17851414,0.91194137,3.39386488,9.11294268,13.60831056,72.78001168
2022-07-26,2022-07-26T00:00:00Z,0.00143543,0.01300289,0.17818296,0.91351986,3.39838463,9.12241854,13.63331053,72.73974514
2022-07-27,2022-07-27T00:00:00Z,0.00143505,0.01300687,0.17814273,0.91514068,3.39991933,9.12427559,13.633231,72.73484875
2022-07-28,2022-07-28T00:00:00Z,0.00143443,0.01300499,0.17802928,0.91356436,3.39282758,9.12017663,13.62909966,72.75186308
2022-07-29,2022-07-29T00:00:00Z,0.0014346,0.01301777,0.1783406,0.91530633,3.39381378,9.12367698,13.64696893,72.72744101
2022-07-30,2022-07-30T00:00:00Z,0.00143472,0.01303232,0.17882849,0.91646721,3.39478088,9.13068,13.65363072,72.71114566
2022-07-31,2022-07-31T00:00:00Z,0.00143549,0.01304575,0.17909336,0.91755481,3.39752816,9.13519056,13.66782891,72.68832297
2022-08-01,2022-08-01T00:00:00Z,0.00143573,0.0130541,0.17869962,0.91806506,3.39985139,9.13434029,13.67403417,72.68051966
2022-08-02,2022-08-02T00:00:00Z,0.00143678,0.01306072,0.178741,0.91965147,3.40281746,9.13439723,13.66620225,72.6836931
2022-08-03,2022-08-03T00:00:00Z,0.00143696,0.01306934,0.17894408,0.91851785,3.40161894,9.1270105,13.66667901,72.69272332
2022-08-04,2022-08-04T00:00:00Z,0.00143826,0.01309376,0.17925209,0.92141855,3.40776678,9.13646591,13.68511075,72.65545391
2022-08-05,2022-08-05T00:00:00Z,0.00143879,0.01311323,0.17974136,0.92289024,3.40915168,9.13829637,13.69230495,72.64306338
2022-08-06,2022-08-06T00:00:00Z,0.00143911,0.01311606,0.17969217,0.92257136,3.40862438,9.13839807,13.69423997,72.64191889
2022-08-07,2022-08-07T00:00:00Z,0.00143956,0.01312787,0.17979604,0.92342624,3.41015941,9.13379686,13.69407975,72.64417427
2022-08-08,2022-08-08T00:00:00Z,0.00143966,0.01313644,0.17978996,0.92475356,3.41174185,9.13506267,13.69701848,72.63705738
2022-08-09,2022-08-09T00:00:00Z,0.00144229,0.01316834,0.17943366,0.92562063,3.4153097,9.15591819,13.72072827,72.58837891
2022-08-10,2022-08-10T00:00:00Z,0.00144154,0.01308995,0.17922595,0.92491177,3.41448163,9.15174665,13.72969452,72.585408
2022-08-11,2022-08-11T00:00:00Z,0.00144196,0.01309455,0.17958235,0.92625458,3.41658786,9.15031332,13.74167398,72.57105139
2022-08-12,2022-08-12T00:00:00Z,0.00144228,0.01310182,0.17979363,0.9261303,3.41648565,9.152921,13.74418777,72.56593756
2022-08-13,2022-08-13T00:00:00Z,0.00144237,0.01311201,0.18021445,0.92671437,3.41782966,9.15688835,13.75045984,72.55333895
2022-08-14,2022-08-14T00:00:00Z,0.00144268,0.01311154,0.17984647,0.92711167,3.41937414,9.16302226,13.75637412,72.53971711
2022-08-15,2022-08-15T00:00:00Z,0.00144307,0.01312508,0.17960241,0.9284062,3.42216624,9.16762111,13.77144264,72.51619325
2022-08-16,2022-08-16T00:00:00Z,0.0014435,0.013105,0.17909047,0.92921956,3.42429735,9.17905221,13.76274628,72.51104565
2022-08-17,2022-08-17T00:00:00Z,0.00144488,0.01313766,0.17961607,0.92446472,3.42295594,9.19249524,13.76208475,72.50380074
2022-08-18,2022-08-18T00:00:00Z,0.00144384,0.01311224,0.17940407,0.92366277,3.42182975,9.18517449,13.76828621,72.50708664
2022-08-19,2022-08-19T00:00:00Z,0.00144509,0.01315435,0.18025283,0.92723311,3.42986645,9.20248521,13.77032827,72.47523469
2022-08-20,2022-08-20T00:00:00Z,0.00144514,0.0131763,0.1805412,0.92906207,3.4324544,9.20839003,13.77039655,72.46453431
2022-08-21,2022-08-21T00:00:00Z,0.00144574,0.01318838,0.18063061,0.92922695,3.43307193,9.20896463,13.77037638,72.46309539
2022-08-22,2022-08-22T00:00:00Z,0.00144728,0.01321226,0.18070481,0.93044435,3.43750997,9.21417898,13.78382736,72.43867499
2022-08-23,2022-08-23T00:00:00Z,0.00144793,0.0132165,0.18044034,0.93054375,3.44032893,9.22044844,13.79126282,72.42231129
2022-08-24,2022-08-24T00:00:00Z,0.00144869,0.01323235,0.18061242,0.93030672,3.44284817,9.22171667,13.81541378,72.3944212
2022-08-25,2022-08-25T00:00:00Z,0.00144964,0.01323897,0.18070911,0.93117984,3.44471575,9.22289524,13.82279539,72.38301606
2022-08-26,2022-08-26T00:00:00Z,0.00145099,0.01326234,0.18115171,0.93212733,3.44910111,9.22966619,13.81460807,72.37863226
2022-08-27,2022-08-27T00:00:00Z,0.00145254,0.0132781,0.18140935,0.93317563,3.45232197,9.23559031,13.82729893,72.35547316
2022-08-28,2022-08-28T00:00:00Z,0.00145305,0.01329199,0.18139133,0.9330198,3.45144297,9.23786398,13.82353151,72.35800536
2022-08-29,2022-08-29T00:00:00Z,0.0014533,0.01328676,0.18102316,0.93308915,3.45407479,9.23699427,13.81632239,72.36375618
2022-08-30,2022-08-30T00:00:00Z,0.00145558,0.01331148,0.18083779,0.93507647,3.46119333,9.2506782,13.81036091,72.34708626
2022-08-31,2022-08-31T00:00:00Z,0.00145649,0.01332315,0.18073527,0.93561959,3.46184008,9.24290221,13.82238804,72.34173518
2022-09-01,2022-09-01T00:00:00Z,0.00145828,0.01334606,0.18107038,0.93774743,3.46727663,9.24640868,13.82183435,72.33085818
2022-09-02,2022-09-02T00:00:00Z,0.00145977,0.01336278,0.1819619,0.94069343,3.46971277,9.25418852,13.80496629,72.33365454
2022-09-03,2022-09-03T00:00:00Z,0.00146036,0.01335954,0.18187395,0.94053366,3.46991321,9.25695597,13.81791356,72.31798975
2022-09-04,2022-09-04T00:00:00Z,0.00146076,0.01334383,0.18175066,0.94069659,3.47106326,9.25918346,13.82407244,72.30842899
2022-09-05,2022-09-05T00:00:00Z,0.00146197,0.01332594,0.18113741,0.94099123,3.47009931,9.25552201,13.82291316,72.31454897
2022-09-06,2022-09-06T00:00:00Z,0.00146442,0.01334633,0.18136816,0.94266499,3.47781822,9.27206125,13.83212089,72.27915574
2022-09-07,2022-09-07T00:00:00Z,0.0014657,0.01335298,0.18128204,0.9434798,3.48196875,9.27360798,13.84796058,72.25688217
2022-09-08,2022-09-08T00:00:00Z,0.00146692,0.01336106,0.18171115,0.9449487,3.48423009,9.28868387,13.84153323,72.24406497
2022-09-09,2022-09-09T00:00:00Z,0.00146651,0.01335167,0.18190429,0.944231,3.48209539,9.27879064,13.83075185,72.26740865
2022-09-10,2022-09-10T00:00:00Z,0.0014664,0.01335974,0.18199791,0.94437,3.48064012,9.280788,13.8456551,72.25172272
2022-09-11,2022-09-11T00:00:00Z,0.00146672,0.01336509,0.18187993,0.94427461,3.4805047,9.28379311,13.85151068,72.24320516
2022-09-12,2022-09-12T00:00:00Z,0.00146591,0.01333634,0.18146469,0.9443985,3.48059606,9.27787195,13.85377389,72.24709267
2022-09-13,2022-09-13T00:00:00Z,0.0014693,0.01335715,0.18217321,0.94799692,3.48954205,9.2917855,13.83270555,72.24097033
2022-09-14,2022-09-14T00:00:00Z,0.00147093,0.01337685,0.18242683,0.94954607,3.49610747,9.30905075,13.84286304,72.20515807
2022-09-15,2022-09-15T00:00:00Z,0.00147296,0.01339988,0.18277414,0.95188738,3.50109115,9.31820579,13.87966908,72.15149962
2022-09-16,2022-09-16T00:00:00Z,0.0014741,0.01342773,0.18379549,0.95482922,3.50481446,9.31929798,13.87550326,72.14685776
2022-09-17,2022-09-17T00:00:00Z,0.00147459,0.0134282,0.1836481,0.95456829,3.50454472,9.32081717,13.88869134,72.13282759
2022-09-18,2022-09-18T00:00:00Z,0.00147514,0.01343197,0.18378338,0.95551839,3.50666457,9.32242338,13.88485294,72.13185023
2022-09-19,2022-09-19T00:00:00Z,0.0014769,0.013445,0.18408286,0.95749761,3.51162064,9.33259554,13.90414561,72.09513583
2022-09-20,2022-09-20T00:00:00Z,0.0014782,0.01344917,0.18388703,0.95778141,3.5137513,9.33982569,13.91998127,72.06984593
2022-09-21,2022-09-21T00:00:00Z,0.00147951,0.01346643,0.18408678,0.9574413,3.5164431,9.34002913,13.91417014,72.07288361
2022-09-22,2022-09-22T00:00:00Z,0.0014799,0.01347563,0.18455334,0.95825945,3.52002355,9.34959172,13.89222515,72.08039125
2022-09-23,2022-09-23T00:00:00Z,0.0014809,0.01347909,0.18469698,0.95893639,3.52079564,9.34846426,13.90141088,72.07073585
2022-09-24,2022-09-24T00:00:00Z,0.00148092,0.01348502,0.18503851,0.95979252,3.52221453,9.34937419,13.90375419,72.06486013
2022-09-25,2022-09-25T00:00:00Z,0.00148166,0.0134937,0.18548116,0.96117187,3.52428883,9.35587688,13.89857366,72.05963224
2022-09-26,2022-09-26T00:00:00Z,0.00148203,0.01348414,0.18499556,0.96070142,3.52566712,9.35619392,13.90109613,72.05637969
2022-09-27,2022-09-27T00:00:00Z,0.00148287,0.01348477,0.18468417,0.96153774,3.5267752,9.34738013,13.87893642,72.0857187
2022-09-28,2022-09-28T00:00:00Z,0.00148434,0.01348742,0.18515759,0.96202501,3.52992457,9.35700951,13.90405333,72.04685822
2022-09-29,2022-09-29T00:00:00Z,0.00148525,0.013496,0.18544345,0.9632551,3.53395657,9.35557088,13.87412798,72.07266477
2022-09-30,2022-09-30T00:00:00Z,0.00148653,0.01350389,0.18583621,0.96509918,3.53656327,9.3548505,13.82596997,72.11669045
2022-10-01,2022-10-01T00:00:00Z,0.00148687,0.01350812,0.1860228,0.96462889,3.53690369,9.35515848,13.80666569,72.13562547
2022-10-02,2022-10-02T00:00:00Z,0.00148729,0.01350474,0.18608804,0.9642056,3.53808829,9.36229758,13.79763528,72.13669318
2022-10-03,2022-10-03T00:00:00Z,0.00148781,0.01349912,0.18545753,0.96402338,3.53852295,9.3598439,13.78612181,72.1510435
2022-10-04,2022-10-04T00:00:00Z,0.00148787,0.01350054,0.1852371,0.96441223,3.53926119,9.35545317,13.76689738,72.17375053
2022-10-05,2022-10-05T00:00:00Z,0.00148792,0.01350855,0.18553555,0.96384849,3.53943409,9.35739417,13.75819129,72.18059995
2022-10-06,2022-10-06T00:00:00Z,0.00148837,0.01351405,0.18562035,0.96443076,3.54114736,9.35698925,13.71830615,72.21850372
2022-10-07,2022-10-07T00:00:00Z,0.00148879,0.01351946,0.18542628,0.96159281,3.54378827,9.37295355,13.71946332,72.20176751
2022-10-08,2022-10-08T00:00:00Z,0.0014901,0.01353841,0.18602724,0.96355364,3.54863689,9.37806931,13.73445167,72.17423274
2022-10-09,2022-10-09T00:00:00Z,0.00149022,0.01353814,0.18628737,0.96549337,3.55084906,9.38249557,13.73965423,72.16019204
2022-10-10,2022-10-10T00:00:00Z,0.00149098,0.013542,0.18592037,0.96533733,3.55347565,9.38426491,13.74578992,72.15017883
2022-10-11,2022-10-11T00:00:00Z,0.00149188,0.01354386,0.18586475,0.966209,3.55602563,9.3907882,13.74799153,72.13808514
2022-10-12,2022-10-12T00:00:00Z,0.00149343,0.01356576,0.18638648,0.96841525,3.56195749,9.40656279,13.73466736,72.12695142
2022-10-13,2022-10-13T00:00:00Z,0.00148835,0.01354881,0.18668673,0.96888647,3.56392983,9.41309229,13.69899983,72.15336769
2022-10-14,2022-10-14T00:00:00Z,0.00148346,0.01346697,0.18701494,0.97074439,3.56665857,9.41945462,13.70865054,72.13252651
2022-10-15,2022-10-15T00:00:00Z,0.00148343,0.0134673,0.18722311,0.97071149,3.56771434,9.41871464,13.71554704,72.12513864
2022-10-16,2022-10-16T00:00:00Z,0.00148382,0.01347238,0.18755421,0.97282191,3.57043929,9.42135806,13.7234618,72.10940853
2022-10-17,2022-10-17T00:00:00Z,0.00148505,0.01348283,0.18755403,0.97316194,3.57524595,9.4252129,13.72993655,72.09392075
2022-10-18,2022-10-18T00:00:00Z,0.00148379,0.01338773,0.18720472,0.97374981,3.57428994,9.41297962,13.66728776,72.16961662
2022-10-19,2022-10-19T00:00:00Z,0.00148191,0.01331774,0.18654787,0.97218849,3.57443403,9.4119955,13.67543684,72.16459762
2022-10-20,2022-10-20T00:00:00Z,0.00148241,0.01332132,0.18656913,0.9720015,3.57493196,9.4203262,13.69281819,72.1385493
2022-10-21,2022-10-21T00:00:00Z,0.00148213,0.01331232,0.18708392,0.97331768,3.57806906,9.42826338,13.68206611,72.13640539
2022-10-22,2022-10-22T00:00:00Z,0.00148268,0.01332203,0.18752646,0.97424226,3.58203376,9.43280953,13.69529102,72.11329225
2022-10-23,2022-10-23T00:00:00Z,0.00148287,0.01332933,0.18793761,0.97599234,3.58417142,9.43724734,13.68559975,72.11423934
2022-10-24,2022-10-24T00:00:00Z,0.00148316,0.01333904,0.18756281,0.97494307,3.58526077,9.43697582,13.69318386,72.10725146
2022-10-25,2022-10-25T00:00:00Z,0.00148309,0.01335301,0.18792888,0.97566871,3.58617191,9.43473672,13.65225237,72.14840531
2022-10-26,2022-10-26T00:00:00Z,0.00148218,0.01331808,0.18679069,0.97270898,3.57941315,9.41327727,13.58590428,72.24710538
2022-10-27,2022-10-27T00:00:00Z,0.00148301,0.01332369,0.18675965,0.97281668,3.57814155,9.41298135,13.60676287,72.22773121
2022-10-28,2022-10-28T00:00:00Z,0.00148274,0.01332129,0.18704954,0.97275578,3.57912821,9.41090167,13.61737424,72.21798653
2022-10-29,2022-10-29T00:00:00Z,0.00148207,0.01332133,0.18778888,0.97415867,3.57886387,9.40838195,13.62094069,72.21506254
2022-10-30,2022-10-30T00:00:00Z,0.00148259,0.01333053,0.18792118,0.97575764,3.58009777,9.415873,13.61917051,72.20636677
2022-10-31,2022-10-31T00:00:00Z,0.00148227,0.01333197,0.18753488,0.97517322,3.5797586,9.42279774,13.63398223,72.18593909
2022-11-01,2022-11-01T00:00:00Z,0.00148272,0.01333875,0.1872093,0.97494933,3.58060648,9.42735691,13.62277227,72.19228424
2022-11-02,2022-11-02T00:00:00Z,0.00148373,0.01335656,0.18758035,0.97684726,3.58339844,9.42946374,13.63474609,72.17312382
2022-11-03,2022-11-03T00:00:00Z,0.00148457,0.01335963,0.18754747,0.9771195,3.58414077,9.43275506,13.63063737,72.17295563
2022-11-04,2022-11-04T00:00:00Z,0.00148314,0.0133521,0.1878753,0.97664405,3.58126453,9.41332655,13.6196167,72.20643765
2022-11-05,2022-11-05T00:00:00Z,0.00148305,0.01334755,0.18770313,0.97625396,3.58042504,9.41903994,13.61552913,72.2062182
2022-11-06,2022-11-06T00:00:00Z,0.00148267,0.01335711,0.18802053,0.97890177,3.58404899,9.42565877,13.62540634,72.18312383
2022-11-07,2022-11-07T00:00:00Z,0.00148693,0.01338796,0.18840982,0.98122648,3.59828205,9.4610051,13.70735833,72.04884332
2022-11-08,2022-11-08T00:00:00Z,0.00149025,0.0134005,0.18825276,0.98383773,3.61303663,9.49208525,13.69307991,72.01481697
2022-11-09,2022-11-09T00:00:00Z,0.00149745,0.01345796,0.18947695,0.99208103,3.6487595,9.55795058,13.70752718,71.88924935
2022-11-10,2022-11-10T00:00:00Z,0.00150093,0.01345944,0.19017936,0.99694145,3.67477425,9.59031563,13.71029245,71.82253649
2022-11-11,2022-11-11T00:00:00Z,0.00150435,0.013503,0.19102414,1.00188972,3.6978557,9.63333716,13.67719175,71.78369419
2022-11-12,2022-11-12T00:00:00Z,0.00150825,0.01353278,0.19148273,1.00321923,3.71572255,9.66949076,13.74826537,71.65677833
2022-11-13,2022-11-13T00:00:00Z,0.00150992,0.01355186,0.19175276,1.00802253,3.73906467,9.71927893,13.75783082,71.56898852
2022-11-14,2022-11-14T00:00:00Z,0.00151335,0.01358058,0.19227743,1.01292634,3.76252927,9.75198248,13.74589562,71.51929493
2022-11-15,2022-11-15T00:00:00Z,0.00151717,0.01358449,0.19156757,1.01023755,3.76476983,9.74896471,13.77519859,71.49416009
2022-11-16,2022-11-16T00:00:00Z,0.00152171,0.01359274,0.1912967,1.00592952,3.76585615,9.75084748,13.79757767,71.47337803
2022-11-17,2022-11-17T00:00:00Z,0.00152897,0.01363435,0.19172488,1.00491598,3.77616489,9.77399849,13.86384626,71.37418618
2022-11-18,2022-11-18T00:00:00Z,0.00154737,0.01378279,0.19377546,1.01266714,3.81100305,9.86564569,14.02747886,71.07409964
2022-11-19,2022-11-19T00:00:00Z,0.00154878,0.01375641,0.19173879,1.00992635,3.80998541,9.86918925,14.02448969,71.07936531
2022-11-20,2022-11-20T00:00:00Z,0.00154667,0.01368194,0.19066327,1.00579716,3.80596535,9.8863913,14.03682355,71.05913076
2022-11-21,2022-11-21T00:00:00Z,0.00155014,0.01371579,0.1904724,1.00619723,3.81964274,9.9098743,14.05164215,71.00690525
2022-11-22,2022-11-22T00:00:00Z,0.00155291,0.01373989,0.19056948,1.00681455,3.83001262,9.93607021,14.05042617,70.97081418
2022-11-23,2022-11-23T00:00:00Z,0.00155265,0.01372698,0.18934777,1.00394745,3.83729861,9.9509497,14.01061751,70.99255934
2022-11-24,2022-11-24T00:00:00Z,0.00155442,0.0137327,0.18796206,1.00437424,3.84464112,9.95713378,14.00370142,70.98690026
2022-11-25,2022-11-25T00:00:00Z,0.00155496,0.01369413,0.18791528,1.00632684,3.85191608,9.96993969,14.00616839,70.96248463
2022-11-26,2022-11-26T00:00:00Z,0.00155579,0.01362334,0.18814186,1.00787752,3.8575372,9.98270373,14.00369112,70.94486944
2022-11-27,2022-11-27T00:00:00Z,0.00155643,0.01361034,0.18771249,1.00701765,3.86370309,9.98844397,14.01996582,70.91799022
2022-11-28,2022-11-28T00:00:00Z,0.00155941,0.01358738,0.1872097,1.00856976,3.8738034,10.00797722,14.03113514,70.876158
2022-11-29,2022-11-29T00:00:00Z,0.00156068,0.01358032,0.1870168,1.01053352,3.88176207,10.01753143,14.03163333,70.85638184
2022-11-30,2022-11-30T00:00:00Z,0.00156236,0.01359488,0.18692259,1.01207836,3.88885664,10.01967327,14.05252103,70.82479087
2022-12-01,2022-12-01T00:00:00Z,0.00156367,0.01360023,0.18658116,1.0115526,3.89217857,10.03360322,14.06723455,70.793686
2022-12-02,2022-12-02T00:00:00Z,0.00156572,0.01362581,0.18680195,1.01455215,3.89975971,10.04950054,14.08585926,70.74833487
2022-12-03,2022-12-03T00:00:00Z,0.00156656,0.01362563,0.18694732,1.01466185,3.90118185,10.05431389,14.08589262,70.74181029
2022-12-04,2022-12-04T00:00:00Z,0.00156694,0.01363652,0.18643181,1.01561933,3.90556416,10.06511188,14.09469308,70.71737627
2022-12-05,2022-12-05T00:00:00Z,0.00157183,0.01367775,0.18619444,1.01795636,3.91838268,10.09055989,14.15664553,70.61501152
2022-12-06,2022-12-06T00:00:00Z,0.00157404,0.01369184,0.18590473,1.01961013,3.92740158,10.10793833,14.15314818,70.59073116
2022-12-07,2022-12-07T00:00:00Z,0.00157485,0.01369981,0.18569566,1.01919251,3.92792442,10.11365609,14.16493125,70.57332541
2022-12-08,2022-12-08T00:00:00Z,0.00157639,0.01371134,0.18585644,1.02030604,3.93089804,10.12451193,14.17651689,70.54662293
2022-12-09,2022-12-09T00:00:00Z,0.00157652,0.01371631,0.1862824,1.02304778,3.93809313,10.13597568,14.18466521,70.51664297
