date,timestamp_utc,KYC'd Exchage Volume,Non-KYC'd Exchange Volume
2015-12-20,2015-12-20T00:00:00Z,8543.05813309,51885.5941846903
2015-12-21,2015-12-21T00:00:00Z,7039.68100855,47697.071765910136
2015-12-22,2015-12-22T00:00:00Z,6700.2182827,20261.273863016817
2015-12-23,2015-12-23T00:00:00Z,7637.97822266,17627.990298987977
2015-12-24,2015-12-24T00:00:00Z,6920.49801863,21858.817715052417
2015-12-25,2015-12-25T00:00:00Z,3486.72727381,16326.102257832385
2015-12-26,2015-12-26T00:00:00Z,13721.530115713023,103490.92998454192
2015-12-27,2015-12-27T00:00:00Z,5595.95870163,30612.8073574101
2015-12-28,2015-12-28T00:00:00Z,7038.3669339200005,28180.696940515325
2015-12-29,2015-12-29T00:00:00Z,6535.607669533971,24295.823568373595
2015-12-30,2015-12-30T00:00:00Z,4933.465457137797,24054.5823073966
2015-12-31,2015-12-31T00:00:00Z,6561.346205989999,23684.91102323874
2016-01-01,2016-01-01T00:00:00Z,3877.629159729998,13996.61888400688
2016-01-02,2016-01-02T00:00:00Z,3303.4691684299773,7683.601206732069
2016-01-03,2016-01-03T00:00:00Z,3927.94634766,21766.055425107224
2016-01-04,2016-01-04T00:00:00Z,5935.596781777684,14545.873589249266
2016-01-05,2016-01-05T00:00:00Z,5184.203021237252,12072.22574673871
2016-01-06,2016-01-06T00:00:00Z,5497.00786437,10396.459231631352
2016-01-07,2016-01-07T00:00:00Z,14040.00916013272,62508.70764571775
2016-01-08,2016-01-08T00:00:00Z,8458.037216100001,35748.688650198295
2016-01-09,2016-01-09T00:00:00Z,4332.6608585899885,12179.386013826668
2016-01-10,2016-01-10T00:00:00Z,3997.15466787567,16498.46906314938
2016-01-11,2016-01-11T00:00:00Z,5706.8758407872165,18513.195495604337
2016-01-12,2016-01-12T00:00:00Z,6755.695460899336,23912.142407587395
2016-01-13,2016-01-13T00:00:00Z,9191.7982572828,37761.0620604082
2016-01-14,2016-01-14T00:00:00Z,5718.293200791402,14255.995004503971
2016-01-15,2016-01-15T00:00:00Z,29274.907818268926,130842.42349754776
2016-01-16,2016-01-16T00:00:00Z,18492.00773831996,80266.90249877282
2016-01-17,2016-01-17T00:00:00Z,8412.347668545479,25424.90956389789
2016-01-18,2016-01-18T00:00:00Z,8954.546206746132,22369.31450373213
2016-01-19,2016-01-19T00:00:00Z,8201.984820322976,19981.87078957649
2016-01-20,2016-01-20T00:00:00Z,14658.473940949863,89224.094163646
2016-01-21,2016-01-21T00:00:00Z,9469.456528423076,32989.68984066703
2016-01-22,2016-01-22T00:00:00Z,13944.62259423,71707.95046892362
2016-01-23,2016-01-23T00:00:00Z,6695.934614049999,27876.35763890964
2016-01-24,2016-01-24T00:00:00Z,4152.782647469937,26880.843932109936
2016-01-25,2016-01-25T00:00:00Z,6965.13296886,27218.7630654462
2016-01-26,2016-01-26T00:00:00Z,7689.77985259,16129.860596453873
2016-01-27,2016-01-27T00:00:00Z,6525.282427240516,9284.535718423867
2016-01-28,2016-01-28T00:00:00Z,9420.803509544656,27797.894295984737
2016-01-29,2016-01-29T00:00:00Z,12718.829344058098,67862.15301928479
2016-01-30,2016-01-30T00:00:00Z,4362.071343639999,12535.45905396949
2016-01-31,2016-01-31T00:00:00Z,5715.88081883,16742.15826231307
2016-02-01,2016-02-01T00:00:00Z,8456.368370491438,29142.842848642027
2016-02-02,2016-02-02T00:00:00Z,7218.08052464,11881.87476030998
2016-02-03,2016-02-03T00:00:00Z,7366.299406124649,16004.11498672506
2016-02-04,2016-02-04T00:00:00Z,9270.485957652709,40997.54590216508
2016-02-05,2016-02-05T00:00:00Z,7920.753673526905,19043.767901226573
2016-02-06,2016-02-06T00:00:00Z,6691.725717843679,43606.94282349661
2016-02-07,2016-02-07T00:00:00Z,4348.066748339928,14265.962856746177
2016-02-08,2016-02-08T00:00:00Z,7537.846570271676,19476.13909889269
2016-02-09,2016-02-09T00:00:00Z,9242.140389237566,9660.59292399368
2016-02-10,2016-02-10T00:00:00Z,10910.62168884618,34380.20201854079
2016-02-11,2016-02-11T00:00:00Z,11742.7621758147,15699.18629583442
2016-02-12,2016-02-12T00:00:00Z,7140.761677196109,11845.198045150231
2016-02-13,2016-02-13T00:00:00Z,6763.34787464995,16894.02568934042
2016-02-14,2016-02-14T00:00:00Z,8207.62601019,31954.982951486963
2016-02-15,2016-02-15T00:00:00Z,7282.34089268,34275.86351330403
2016-02-16,2016-02-16T00:00:00Z,6673.923586819975,18258.314524581667
2016-02-17,2016-02-17T00:00:00Z,9906.551020717778,34179.882462708054
2016-02-18,2016-02-18T00:00:00Z,7337.689450154343,27726.39330002192
2016-02-19,2016-02-19T00:00:00Z,6246.288761759033,15278.074723873671
2016-02-20,2016-02-20T00:00:00Z,10506.094064100793,54135.19148890374
2016-02-21,2016-02-21T00:00:00Z,7968.965209364157,47975.44864500728
2016-02-22,2016-02-22T00:00:00Z,6049.640177710068,18301.522998544813
2016-02-23,2016-02-23T00:00:00Z,10358.643083700288,35794.384915775605
2016-02-24,2016-02-24T00:00:00Z,8000.574933452939,24279.81200297767
2016-02-25,2016-02-25T00:00:00Z,6796.382420509695,15982.833295303886
2016-02-26,2016-02-26T00:00:00Z,7236.801919867556,20604.6716478592
2016-02-27,2016-02-27T00:00:00Z,6135.732817874356,13120.920167560427
2016-02-28,2016-02-28T00:00:00Z,5327.35167972,21550.24570624985
2016-02-29,2016-02-29T00:00:00Z,8164.080382747923,22401.50514457844
2016-03-01,2016-03-01T00:00:00Z,9388.337084590485,21283.97601149427
2016-03-02,2016-03-02T00:00:00Z,8783.298806420225,17842.494419245206
2016-03-03,2016-03-03T00:00:00Z,15486.40304957862,22427.98125620275
2016-03-04,2016-03-04T00:00:00Z,11979.542123950238,23547.30083860593
2016-03-05,2016-03-05T00:00:00Z,19298.319762007606,49599.29513294956
2016-03-06,2016-03-06T00:00:00Z,9407.418019206723,20963.658887461585
2016-03-07,2016-03-07T00:00:00Z,11195.235139925242,16640.46282982408
2016-03-08,2016-03-08T00:00:00Z,8816.636272700782,10858.48171871592
2016-03-09,2016-03-09T00:00:00Z,6949.783503614292,9555.472975189834
2016-03-10,2016-03-10T00:00:00Z,10683.918180078035,14465.586042535517
2016-03-11,2016-03-11T00:00:00Z,8563.157659560116,17002.695536489853
2016-03-12,2016-03-12T00:00:00Z,11187.309713845523,19155.09739684196
2016-03-13,2016-03-13T00:00:00Z,6811.943525820174,7986.190709339414
2016-03-14,2016-03-14T00:00:00Z,9998.748676646752,9580.20227389646
2016-03-15,2016-03-15T00:00:00Z,9136.66715846142,10038.41566809742
2016-03-16,2016-03-16T00:00:00Z,7879.167328099984,7351.622245989232
2016-03-17,2016-03-17T00:00:00Z,7947.129495581885,8605.86097758664
2016-03-18,2016-03-18T00:00:00Z,11821.731351995411,22084.44457849448
2016-03-19,2016-03-19T00:00:00Z,6682.39246211,9729.492778197422
2016-03-20,2016-03-20T00:00:00Z,5531.486050150001,6283.666625613662
2016-03-21,2016-03-21T00:00:00Z,7363.945244979977,8400.546692592225
2016-03-22,2016-03-22T00:00:00Z,7774.38945764918,10756.143223189089
2016-03-23,2016-03-23T00:00:00Z,6781.277525642881,8252.615396075547
2016-03-24,2016-03-24T00:00:00Z,6252.501027829974,8464.035125140763
2016-03-25,2016-03-25T00:00:00Z,5539.562355515661,4408.801986637407
2016-03-26,2016-03-26T00:00:00Z,4619.54964746,5555.009467463217
2016-03-27,2016-03-27T00:00:00Z,5951.306128018223,24891.10237213069
2016-03-28,2016-03-28T00:00:00Z,6855.339606586808,10425.23749116646
2016-03-29,2016-03-29T00:00:00Z,8596.362170093418,24643.29772839792
2016-03-30,2016-03-30T00:00:00Z,6874.376537937672,9697.107068856274
2016-03-31,2016-03-31T00:00:00Z,7328.992110586393,7937.257947361537
2016-04-01,2016-04-01T00:00:00Z,6001.96863356,5828.448414507829
2016-04-02,2016-04-02T00:00:00Z,4476.391888753086,6730.226334578095
2016-04-03,2016-04-03T00:00:00Z,3762.94196607,4773.419280947807
2016-04-04,2016-04-04T00:00:00Z,5906.33396357,6112.0749323931095
2016-04-05,2016-04-05T00:00:00Z,6712.888177866627,7726.720174637723
2016-04-06,2016-04-06T00:00:00Z,6103.941977290622,6081.394380992897
2016-04-07,2016-04-07T00:00:00Z,6073.833370619999,8050.42928213485
2016-04-08,2016-04-08T00:00:00Z,7298.602429800363,10645.384693701664
2016-04-09,2016-04-09T00:00:00Z,4367.025310997283,7067.694667340799
2016-04-10,2016-04-10T00:00:00Z,4641.6897907099765,4633.248273638104
2016-04-11,2016-04-11T00:00:00Z,6349.3102409,6799.383050324586
2016-04-12,2016-04-12T00:00:00Z,8153.16615718984,15486.71019399942
2016-04-13,2016-04-13T00:00:00Z,7070.539714575634,7080.910613872744
2016-04-14,2016-04-14T00:00:00Z,5245.594341407822,4396.117330138231
2016-04-15,2016-04-15T00:00:00Z,4821.810874232163,16807.572788457204
2016-04-16,2016-04-16T00:00:00Z,4916.75725639995,8537.229306238674
2016-04-17,2016-04-17T00:00:00Z,3860.680035719988,9056.00439128834
2016-04-18,2016-04-18T00:00:00Z,6318.697009333932,7901.905807678244
2016-04-19,2016-04-19T00:00:00Z,7402.136221332952,12567.63379202043
2016-04-20,2016-04-20T00:00:00Z,8725.626055675106,22846.78618032277
2016-04-21,2016-04-21T00:00:00Z,8623.009712982612,20156.52406553089
2016-04-22,2016-04-22T00:00:00Z,7452.18854362522,13915.642074172856
2016-04-23,2016-04-23T00:00:00Z,5316.125356823603,12261.714910404298
2016-04-24,2016-04-24T00:00:00Z,7307.428359887755,28735.701823344465
2016-04-25,2016-04-25T00:00:00Z,10993.390985038975,28566.055749094365
2016-04-26,2016-04-26T00:00:00Z,8374.471751380797,20702.804062220603
2016-04-27,2016-04-27T00:00:00Z,13211.199968961955,43396.76303716581
2016-04-28,2016-04-28T00:00:00Z,9347.422418472212,27658.860926027537
2016-04-29,2016-04-29T00:00:00Z,6898.35135118,14750.851341980904
2016-04-30,2016-04-30T00:00:00Z,5893.114498542817,11276.62504273157
2016-05-01,2016-05-01T00:00:00Z,3228.13054017,4591.585061210033
2016-05-02,2016-05-02T00:00:00Z,9049.03782586148,31748.475034898336
2016-05-03,2016-05-03T00:00:00Z,7107.862936746462,13083.517610941828
2016-05-04,2016-05-04T00:00:00Z,5600.5581756864,7741.555536701631
2016-05-05,2016-05-05T00:00:00Z,5978.76305422,11712.963167988595
2016-05-06,2016-05-06T00:00:00Z,8038.297065821691,27496.885181034864
2016-05-07,2016-05-07T00:00:00Z,3744.8807158499903,8487.941884056407
2016-05-08,2016-05-08T00:00:00Z,3934.89263060998,7082.625750034681
2016-05-09,2016-05-09T00:00:00Z,7133.275345956264,15752.53276886623
2016-05-10,2016-05-10T00:00:00Z,7826.220104144932,23495.5897758916
2016-05-11,2016-05-11T00:00:00Z,7549.749781577164,8516.547145140521
2016-05-12,2016-05-12T00:00:00Z,6958.722949010375,18833.36399531386
2016-05-13,2016-05-13T00:00:00Z,6689.719205615334,7948.07115014611
2016-05-14,2016-05-14T00:00:00Z,4251.40435769,5036.210797630643
2016-05-15,2016-05-15T00:00:00Z,3543.790628,6840.882290070404
2016-05-16,2016-05-16T00:00:00Z,7287.185541063362,10942.631972198866
2016-05-17,2016-05-17T00:00:00Z,7137.6322261897,8867.951352245329
2016-05-18,2016-05-18T00:00:00Z,6819.225787232598,7990.97887367083
2016-05-19,2016-05-19T00:00:00Z,9813.01539809,35339.9996255046
2016-05-20,2016-05-20T00:00:00Z,8153.389604163907,16837.434583641618
2016-05-21,2016-05-21T00:00:00Z,4620.610777695889,7383.502937154122
2016-05-22,2016-05-22T00:00:00Z,6573.388684703515,9949.898567735185
2016-05-23,2016-05-23T00:00:00Z,8553.163963089999,10303.398582346244
2016-05-24,2016-05-24T00:00:00Z,7941.24440072,10075.610812582958
2016-05-25,2016-05-25T00:00:00Z,6783.12442158,14896.055864300042
2016-05-26,2016-05-26T00:00:00Z,6752.580570766308,12250.698447419943
2016-05-27,2016-05-27T00:00:00Z,11721.505044964744,67360.78303968659
2016-05-28,2016-05-28T00:00:00Z,17265.826092136755,87910.30710855334
2016-05-29,2016-05-29T00:00:00Z,12556.751240309091,93843.97482921496
2016-05-30,2016-05-30T00:00:00Z,6883.928463729989,38075.49890769491
2016-05-31,2016-05-31T00:00:00Z,11206.732623004154,58083.93209559223
2016-06-01,2016-06-01T00:00:00Z,7727.328736083336,32810.14713230561
2016-06-02,2016-06-02T00:00:00Z,8186.832859237424,19242.853733707456
2016-06-03,2016-06-03T00:00:00Z,12856.954064175534,56056.704294400166
2016-06-04,2016-06-04T00:00:00Z,9394.197203061403,45872.43700045993
2016-06-05,2016-06-05T00:00:00Z,6158.828322889968,31867.01771252955
2016-06-06,2016-06-06T00:00:00Z,7812.999945248683,31876.34539860754
2016-06-07,2016-06-07T00:00:00Z,13524.822454959309,42421.01714042399
2016-06-08,2016-06-08T00:00:00Z,7010.557145789969,23372.89749260064
2016-06-09,2016-06-09T00:00:00Z,6347.86198461,27366.92808910969
2016-06-10,2016-06-10T00:00:00Z,7038.449183729999,20736.31161172856
2016-06-11,2016-06-11T00:00:00Z,7216.519820409576,33000.68368154558
2016-06-12,2016-06-12T00:00:00Z,23108.683192854467,132712.56273959004
2016-06-13,2016-06-13T00:00:00Z,19293.36507342304,131863.7814980633
2016-06-14,2016-06-14T00:00:00Z,16798.011600158214,75883.63907403022
2016-06-15,2016-06-15T00:00:00Z,9794.234106484702,39933.99340596543
2016-06-16,2016-06-16T00:00:00Z,22520.887868411497,136947.63527280526
2016-06-17,2016-06-17T00:00:00Z,19789.89531606429,109722.7634694942
2016-06-18,2016-06-18T00:00:00Z,15452.937716876357,78748.6835602691
2016-06-19,2016-06-19T00:00:00Z,7921.159171486282,33726.189480618355
2016-06-20,2016-06-20T00:00:00Z,13683.127681394526,56052.42178006333
2016-06-21,2016-06-21T00:00:00Z,34467.787501902574,124173.22753107784
2016-06-22,2016-06-22T00:00:00Z,22770.95826434172,115299.8985644802
2016-06-23,2016-06-23T00:00:00Z,25233.3301368248,145596.79573483244
2016-06-24,2016-06-24T00:00:00Z,24975.359568086584,106008.92030516552
2016-06-25,2016-06-25T00:00:00Z,9935.960479125171,67549.54795560344
2016-06-26,2016-06-26T00:00:00Z,7009.567771069807,55599.97469252968
2016-06-27,2016-06-27T00:00:00Z,7876.97841553,56418.10474733732
2016-06-28,2016-06-28T00:00:00Z,8166.049032551303,42302.91905277799
2016-06-29,2016-06-29T00:00:00Z,8554.466661025132,39807.09220368311
2016-06-30,2016-06-30T00:00:00Z,9423.070256695584,49250.30198103623
2016-07-01,2016-07-01T00:00:00Z,8923.255697446884,48915.07783366854
2016-07-02,2016-07-02T00:00:00Z,6216.274602433966,36565.73232721983
2016-07-03,2016-07-03T00:00:00Z,7973.436771811091,57703.55743042106
2016-07-04,2016-07-04T00:00:00Z,6045.07761455,29200.26515718448
2016-07-05,2016-07-05T00:00:00Z,5946.767433914708,22565.10334320832
2016-07-06,2016-07-06T00:00:00Z,6598.141199629999,19483.23844340244
2016-07-07,2016-07-07T00:00:00Z,15102.612735109127,90397.3049100034
2016-07-08,2016-07-08T00:00:00Z,12889.032407141613,39660.31211851803
2016-07-09,2016-07-09T00:00:00Z,11508.390761187427,56577.60037649823
2016-07-10,2016-07-10T00:00:00Z,4156.139817709994,14954.284851540882
2016-07-11,2016-07-11T00:00:00Z,5629.59430332,19527.60748033013
2016-07-12,2016-07-12T00:00:00Z,11678.75457662704,36493.94525333533
2016-07-13,2016-07-13T00:00:00Z,22831.51596641534,20403.768741517302
2016-07-14,2016-07-14T00:00:00Z,5756.6102778210025,24004.73218880893
2016-07-15,2016-07-15T00:00:00Z,5866.2145261365085,12468.782207422391
2016-07-16,2016-07-16T00:00:00Z,3343.8919267888286,8190.307487887378
2016-07-17,2016-07-17T00:00:00Z,4875.439931176289,25543.178873013327
2016-07-18,2016-07-18T00:00:00Z,5839.894243147867,23149.084865078134
2016-07-19,2016-07-19T00:00:00Z,4772.468507370955,12997.084477391558
2016-07-20,2016-07-20T00:00:00Z,5178.377479283043,15677.300368365006
2016-07-21,2016-07-21T00:00:00Z,4498.582622209401,12863.041724217275
2016-07-22,2016-07-22T00:00:00Z,8904.74812815814,32997.61818274147
2016-07-23,2016-07-23T00:00:00Z,5091.918932505879,11971.184760726
2016-07-24,2016-07-24T00:00:00Z,4299.2361925214,14990.492159365009
2016-07-25,2016-07-25T00:00:00Z,4959.01926931561,16040.480625347109
2016-07-26,2016-07-26T00:00:00Z,7616.304572604139,23276.41259812209
2016-07-27,2016-07-27T00:00:00Z,6918.55757124,16177.407801088084
2016-07-28,2016-07-28T00:00:00Z,4706.465238009985,10271.680830738984
2016-07-29,2016-07-29T00:00:00Z,5240.5450216266345,10356.03304601206
2016-07-30,2016-07-30T00:00:00Z,3427.22303294,8933.633504003508
2016-07-31,2016-07-31T00:00:00Z,7681.986874971019,40139.84163317746
2016-08-01,2016-08-01T00:00:00Z,10550.212148478662,35856.43617492174
2016-08-02,2016-08-02T00:00:00Z,22546.915157413485,54801.00732364139
2016-08-03,2016-08-03T00:00:00Z,25006.37010241104,12260.36066507637
2016-08-04,2016-08-04T00:00:00Z,12251.31102759992,7541.504396984925
2016-08-05,2016-08-05T00:00:00Z,6478.604727461651,3579.949518851554
2016-08-06,2016-08-06T00:00:00Z,4958.104253215504,7469.51400624776
2016-08-07,2016-08-07T00:00:00Z,4630.683262729867,4934.06324390944
2016-08-08,2016-08-08T00:00:00Z,4786.84110818,3642.2394111834255
2016-08-09,2016-08-09T00:00:00Z,5882.3107814829,4586.654109589041
2016-08-10,2016-08-10T00:00:00Z,11297.78990938584,25835.782890067232
2016-08-11,2016-08-11T00:00:00Z,6649.686092579026,17796.060059607447
2016-08-12,2016-08-12T00:00:00Z,4816.6534685100005,9863.772498845308
2016-08-13,2016-08-13T00:00:00Z,3361.5901461939065,7806.73776304979
2016-08-14,2016-08-14T00:00:00Z,5138.217036193511,12731.520523084524
2016-08-15,2016-08-15T00:00:00Z,5197.960539863537,11729.200663289006
2016-08-16,2016-08-16T00:00:00Z,5906.2074336982205,9640.659584281986
2016-08-17,2016-08-17T00:00:00Z,5255.6918822,6209.177311234148
2016-08-18,2016-08-18T00:00:00Z,4577.506259189855,8662.602164280908
2016-08-19,2016-08-19T00:00:00Z,4616.672716202096,4863.535696367167
2016-08-20,2016-08-20T00:00:00Z,4053.1156145936257,5170.087357839759
2016-08-21,2016-08-21T00:00:00Z,2832.667676581001,3599.185696430315
2016-08-22,2016-08-22T00:00:00Z,5290.725141015254,6570.299377629483
2016-08-23,2016-08-23T00:00:00Z,5871.138990178934,6362.042738715306
2016-08-24,2016-08-24T00:00:00Z,4391.592659286522,6896.47457913682
2016-08-25,2016-08-25T00:00:00Z,5463.492431239964,5460.870006876055
2016-08-26,2016-08-26T00:00:00Z,3681.2070384,2666.440140782969
2016-08-27,2016-08-27T00:00:00Z,3711.078199770194,3828.695231464967
2016-08-28,2016-08-28T00:00:00Z,3149.2079332956314,2635.54414308643
2016-08-29,2016-08-29T00:00:00Z,5427.25203867,3510.296939505115
2016-08-30,2016-08-30T00:00:00Z,4898.789009740605,5034.1073492107935
2016-08-31,2016-08-31T00:00:00Z,4932.9548779867,4458.137250390591
2016-09-01,2016-09-01T00:00:00Z,6208.863452261997,4323.375756825169
2016-09-02,2016-09-02T00:00:00Z,5882.4930566299845,7570.81086063099
2016-09-03,2016-09-03T00:00:00Z,5993.460242466463,12824.838716343682
2016-09-04,2016-09-04T00:00:00Z,5548.075556721215,10284.5175436482
2016-09-05,2016-09-05T00:00:00Z,3742.018829888156,7404.918259163421
2016-09-06,2016-09-06T00:00:00Z,4657.774565498595,5160.651522811617
2016-09-07,2016-09-07T00:00:00Z,5702.41518343,8653.009224117783
2016-09-08,2016-09-08T00:00:00Z,6191.91887800408,12840.185439607583
2016-09-09,2016-09-09T00:00:00Z,5079.455785623276,7148.644791450852
2016-09-10,2016-09-10T00:00:00Z,3256.5933861040003,5394.039058865717
2016-09-11,2016-09-11T00:00:00Z,5094.642423664448,16498.68308469163
2016-09-12,2016-09-12T00:00:00Z,4497.848258159993,8339.806853813338
2016-09-13,2016-09-13T00:00:00Z,4624.652746910604,9020.897096124569
2016-09-14,2016-09-14T00:00:00Z,4387.733575945874,6744.243310383892
2016-09-15,2016-09-15T00:00:00Z,4499.459844831616,5075.836422854401
2016-09-16,2016-09-16T00:00:00Z,4619.21945091,6775.779268736993
2016-09-17,2016-09-17T00:00:00Z,3268.21308747,4221.768357535433
2016-09-18,2016-09-18T00:00:00Z,3417.32404019,3487.4571839024284
2016-09-19,2016-09-19T00:00:00Z,3664.37447765,4013.331054489044
2016-09-20,2016-09-20T00:00:00Z,5433.434541598967,4829.337931298774
2016-09-21,2016-09-21T00:00:00Z,5872.9070540786815,11101.969885891784
2016-09-22,2016-09-22T00:00:00Z,4501.094775254708,3519.104747180499
2016-09-23,2016-09-23T00:00:00Z,4264.46853388,4114.263665012856
2016-09-24,2016-09-24T00:00:00Z,2957.4740175,1625.781155503849
2016-09-25,2016-09-25T00:00:00Z,3030.572076152416,1996.8503124689075
2016-09-26,2016-09-26T00:00:00Z,5062.417919660589,4920.435510173368
2016-09-27,2016-09-27T00:00:00Z,5066.2957428262,4775.787321666888
2016-09-28,2016-09-28T00:00:00Z,4126.331976634412,2436.901354501902
2016-09-29,2016-09-29T00:00:00Z,4601.524759625869,3976.918075301218
2016-09-30,2016-09-30T00:00:00Z,5171.23968367,4261.091098540132
2016-10-01,2016-10-01T00:00:00Z,3920.581631035706,4819.372998852401
2016-10-02,2016-10-02T00:00:00Z,3266.1403536959383,6738.853851580849
2016-10-03,2016-10-03T00:00:00Z,5006.489721605801,3898.8343823213368
2016-10-04,2016-10-04T00:00:00Z,5492.596435596467,4923.328580558067
2016-10-05,2016-10-05T00:00:00Z,5288.231332597989,4938.4464094967625
2016-10-06,2016-10-06T00:00:00Z,4308.927029819993,4253.630782655398
2016-10-07,2016-10-07T00:00:00Z,6780.107887903987,7110.567653116324
2016-10-08,2016-10-08T00:00:00Z,3318.7823875255995,4802.197282227997
2016-10-09,2016-10-09T00:00:00Z,2696.724228075856,4646.92201814116
2016-10-10,2016-10-10T00:00:00Z,4652.607382935339,6625.939467060746
2016-10-11,2016-10-11T00:00:00Z,7748.824127351326,21544.30205866117
2016-10-12,2016-10-12T00:00:00Z,5113.978189514044,9982.234134362869
2016-10-13,2016-10-13T00:00:00Z,4595.87999987,10221.85662705567
2016-10-14,2016-10-14T00:00:00Z,5302.3205328199965,12512.886053921362
2016-10-15,2016-10-15T00:00:00Z,1222.01095874,5812.2223839219405
2016-10-16,2016-10-16T00:00:00Z,2748.22643661,5421.692584235774
2016-10-17,2016-10-17T00:00:00Z,4569.877400291969,7137.730506696002
2016-10-18,2016-10-18T00:00:00Z,4718.341752651321,7788.113378167736
2016-10-19,2016-10-19T00:00:00Z,5498.731608789296,12554.455126800627
2016-10-20,2016-10-20T00:00:00Z,4627.774339830001,5272.147979764931
2016-10-21,2016-10-21T00:00:00Z,4898.650213112022,9741.85606166731
2016-10-22,2016-10-22T00:00:00Z,6066.569313256218,17472.16515597004
2016-10-23,2016-10-23T00:00:00Z,3861.895448105585,11612.130437646556
2016-10-24,2016-10-24T00:00:00Z,5032.745986240243,9547.041955050743
2016-10-25,2016-10-25T00:00:00Z,6482.567649105355,12058.528105343965
2016-10-26,2016-10-26T00:00:00Z,7439.883179513337,17959.726679816347
2016-10-27,2016-10-27T00:00:00Z,8298.184605118277,19380.186458023945
2016-10-28,2016-10-28T00:00:00Z,5619.44483253706,14852.050403235433
2016-10-29,2016-10-29T00:00:00Z,8244.674118022609,26309.424514662875
2016-10-30,2016-10-30T00:00:00Z,5543.126733304206,24152.425047242177
2016-10-31,2016-10-31T00:00:00Z,5458.199118464929,15405.191137313028
2016-11-01,2016-11-01T00:00:00Z,9240.549625972124,34796.505435277155
2016-11-02,2016-11-02T00:00:00Z,7002.404971148014,15399.624536044155
2016-11-03,2016-11-03T00:00:00Z,14485.3384054428,55554.41703489552
2016-11-04,2016-11-04T00:00:00Z,7134.1466968099,23640.415758664018
2016-11-05,2016-11-05T00:00:00Z,3629.4145596482576,9792.647021015271
2016-11-06,2016-11-06T00:00:00Z,3653.74233516669,15833.144227448734
2016-11-07,2016-11-07T00:00:00Z,5087.353771390369,7325.091195226381
2016-11-08,2016-11-08T00:00:00Z,5328.870635889986,14537.79156746533
2016-11-09,2016-11-09T00:00:00Z,14785.60812754391,31691.87129604501
2016-11-10,2016-11-10T00:00:00Z,5673.46392565,10589.932513572843
2016-11-11,2016-11-11T00:00:00Z,4083.46880179,9802.798590311157
2016-11-12,2016-11-12T00:00:00Z,3853.940374332449,10012.11765575682
2016-11-13,2016-11-13T00:00:00Z,5281.869099632954,16053.487538184048
2016-11-14,2016-11-14T00:00:00Z,5603.876809709983,9066.07110933176
2016-11-15,2016-11-15T00:00:00Z,5643.002675594899,11611.216668235056
2016-11-16,2016-11-16T00:00:00Z,8660.428777331304,32213.620096457635
2016-11-17,2016-11-17T00:00:00Z,7625.491227162766,25129.443816184063
2016-11-18,2016-11-18T00:00:00Z,6364.075547745124,13260.15837189036
2016-11-19,2016-11-19T00:00:00Z,4368.90778837159,16308.268209333331
2016-11-20,2016-11-20T00:00:00Z,5707.700212261237,27770.945549200173
2016-11-21,2016-11-21T00:00:00Z,3530.005853883231,12408.664759778268
2016-11-22,2016-11-22T00:00:00Z,6085.881222603278,16022.156754404346
2016-11-23,2016-11-23T00:00:00Z,4911.02824901327,12908.183634894718
2016-11-24,2016-11-24T00:00:00Z,4340.131588033841,14365.18821405698
2016-11-25,2016-11-25T00:00:00Z,4143.772975148576,11301.520053894474
2016-11-26,2016-11-26T00:00:00Z,3385.6704774438585,9071.513792027712
2016-11-27,2016-11-27T00:00:00Z,3322.285580839058,8642.714936655068
2016-11-28,2016-11-28T00:00:00Z,4684.549041855855,7242.626363262832
2016-11-29,2016-11-29T00:00:00Z,4870.561106496004,7855.697521957434
2016-11-30,2016-11-30T00:00:00Z,5121.219885349982,9674.13844519596
2016-12-01,2016-12-01T00:00:00Z,5482.767009033073,19046.64345573888
2016-12-02,2016-12-02T00:00:00Z,8515.850677896644,25508.325777441387
2016-12-03,2016-12-03T00:00:00Z,3847.89636011177,10401.899255517095
2016-12-04,2016-12-04T00:00:00Z,3322.2030262465787,8318.556190365049
2016-12-05,2016-12-05T00:00:00Z,6542.429621700598,20363.05915388277
2016-12-06,2016-12-06T00:00:00Z,5654.0213994760725,9860.926038761529
2016-12-07,2016-12-07T00:00:00Z,5373.254447642349,15724.13156893428
2016-12-08,2016-12-08T00:00:00Z,5641.021457501376,8898.39007207624
2016-12-09,2016-12-09T00:00:00Z,4747.398144615615,6976.988177590429
2016-12-10,2016-12-10T00:00:00Z,4060.81974085,6625.76107426467
2016-12-11,2016-12-11T00:00:00Z,3735.103876381386,8970.461980888718
2016-12-12,2016-12-12T00:00:00Z,5421.924575540858,12079.927213909476
2016-12-13,2016-12-13T00:00:00Z,6502.511123356477,13903.946812568942
2016-12-14,2016-12-14T00:00:00Z,5398.93568988,7602.4814094498415
2016-12-15,2016-12-15T00:00:00Z,6673.65743291,5992.265153986316
2016-12-16,2016-12-16T00:00:00Z,6790.551292983719,10742.437544710656
2016-12-17,2016-12-17T00:00:00Z,4993.226681813522,11135.912706524085
2016-12-18,2016-12-18T00:00:00Z,3204.7086884623563,7584.421473846954
2016-12-19,2016-12-19T00:00:00Z,6151.088599009768,4597.481303655157
2016-12-20,2016-12-20T00:00:00Z,7132.85790012573,14665.638514914175
2016-12-21,2016-12-21T00:00:00Z,10368.346864372326,31031.44956644466
