Datetime,Miner Depositing Addresses
2024-02-26T00:00:00Z,44125
2024-02-25T00:00:00Z,40847
2024-02-24T00:00:00Z,38862
2024-02-23T00:00:00Z,44930
2024-02-22T00:00:00Z,42033
2024-02-21T00:00:00Z,39456
2024-02-20T00:00:00Z,38297
2024-02-19T00:00:00Z,35461
2024-02-18T00:00:00Z,33124
2024-02-17T00:00:00Z,37437
2024-02-16T00:00:00Z,45681
2024-02-15T00:00:00Z,41634
2024-02-14T00:00:00Z,42272
2024-02-13T00:00:00Z,39081
2024-02-12T00:00:00Z,39013
2024-02-11T00:00:00Z,31736
2024-02-10T00:00:00Z,36836
2024-02-09T00:00:00Z,43889
2024-02-08T00:00:00Z,37568
2024-02-07T00:00:00Z,36218
2024-02-06T00:00:00Z,34960
2024-02-05T00:00:00Z,34461
2024-02-04T00:00:00Z,32681
2024-02-03T00:00:00Z,32701
2024-02-02T00:00:00Z,43612
2024-02-01T00:00:00Z,42993
2024-01-31T00:00:00Z,35880
2024-01-30T00:00:00Z,35312
2024-01-29T00:00:00Z,33152
2024-01-28T00:00:00Z,31170
2024-01-27T00:00:00Z,34533
2024-01-26T00:00:00Z,40139
2024-01-25T00:00:00Z,35251
2024-01-24T00:00:00Z,34919
2024-01-23T00:00:00Z,34171
2024-01-22T00:00:00Z,34097
2024-01-21T00:00:00Z,27378
2024-01-20T00:00:00Z,31870
2024-01-19T00:00:00Z,36800
2024-01-18T00:00:00Z,34553
2024-01-17T00:00:00Z,34141
2024-01-16T00:00:00Z,29975
2024-01-15T00:00:00Z,31285
2024-01-14T00:00:00Z,26729
2024-01-13T00:00:00Z,30564
2024-01-12T00:00:00Z,38436
2024-01-11T00:00:00Z,39048
2024-01-10T00:00:00Z,35875
2024-01-09T00:00:00Z,38031
2024-01-08T00:00:00Z,33404
2024-01-07T00:00:00Z,32191
2024-01-06T00:00:00Z,35098
2024-01-05T00:00:00Z,40941
2024-01-04T00:00:00Z,40509
2024-01-03T00:00:00Z,39261
2024-01-02T00:00:00Z,35519
2024-01-01T00:00:00Z,29539
2023-12-31T00:00:00Z,29483
2023-12-30T00:00:00Z,34321
2023-12-29T00:00:00Z,40215
2023-12-28T00:00:00Z,35939
2023-12-27T00:00:00Z,30317
2023-12-26T00:00:00Z,31452
2023-12-25T00:00:00Z,29826
2023-12-24T00:00:00Z,31916
2023-12-23T00:00:00Z,38587
2023-12-22T00:00:00Z,44089
2023-12-21T00:00:00Z,38214
2023-12-20T00:00:00Z,37705
2023-12-19T00:00:00Z,39647
2023-12-18T00:00:00Z,40129
2023-12-17T00:00:00Z,36266
2023-12-16T00:00:00Z,39340
2023-12-15T00:00:00Z,46216
2023-12-14T00:00:00Z,39938
2023-12-13T00:00:00Z,37075
2023-12-12T00:00:00Z,41762
2023-12-11T00:00:00Z,34575
2023-12-10T00:00:00Z,31584
2023-12-09T00:00:00Z,36777
2023-12-08T00:00:00Z,40430
2023-12-07T00:00:00Z,37877
2023-12-06T00:00:00Z,42482
2023-12-05T00:00:00Z,39770
2023-12-04T00:00:00Z,40585
2023-12-03T00:00:00Z,34627
2023-12-02T00:00:00Z,38277
2023-12-01T00:00:00Z,44291
2023-11-30T00:00:00Z,36943
2023-11-29T00:00:00Z,35277
2023-11-28T00:00:00Z,36730
2023-11-27T00:00:00Z,30666
2023-11-26T00:00:00Z,27353
2023-11-25T00:00:00Z,30644
2023-11-24T00:00:00Z,36548
2023-11-23T00:00:00Z,33001
2023-11-22T00:00:00Z,34661
2023-11-21T00:00:00Z,35900
2023-11-20T00:00:00Z,34268
2023-11-19T00:00:00Z,32823
2023-11-18T00:00:00Z,34995
2023-11-17T00:00:00Z,43345
2023-11-16T00:00:00Z,37557
2023-11-15T00:00:00Z,36015
2023-11-14T00:00:00Z,36018
2023-11-13T00:00:00Z,33294
2023-11-12T00:00:00Z,29044
2023-11-11T00:00:00Z,34161
2023-11-10T00:00:00Z,42456
2023-11-09T00:00:00Z,37675
2023-11-08T00:00:00Z,40227
2023-11-07T00:00:00Z,42927
2023-11-06T00:00:00Z,34472
2023-11-05T00:00:00Z,31508
2023-11-04T00:00:00Z,37270
2023-11-03T00:00:00Z,40005
2023-11-02T00:00:00Z,39824
2023-11-01T00:00:00Z,36178
2023-10-31T00:00:00Z,34358
2023-10-30T00:00:00Z,30916
2023-10-29T00:00:00Z,28213
2023-10-28T00:00:00Z,30560
2023-10-27T00:00:00Z,35143
2023-10-26T00:00:00Z,33728
2023-10-25T00:00:00Z,32725
2023-10-24T00:00:00Z,34976
2023-10-23T00:00:00Z,30131
2023-10-22T00:00:00Z,25678
2023-10-21T00:00:00Z,29920
2023-10-20T00:00:00Z,35670
2023-10-19T00:00:00Z,30574
2023-10-18T00:00:00Z,28957
2023-10-17T00:00:00Z,30945
2023-10-16T00:00:00Z,30970
2023-10-15T00:00:00Z,26675
2023-10-14T00:00:00Z,28595
2023-10-13T00:00:00Z,33047
2023-10-12T00:00:00Z,29827
2023-10-11T00:00:00Z,29079
2023-10-10T00:00:00Z,30074
2023-10-09T00:00:00Z,26496
2023-10-08T00:00:00Z,25254
2023-10-07T00:00:00Z,28794
2023-10-06T00:00:00Z,33353
2023-10-05T00:00:00Z,31629
2023-10-04T00:00:00Z,30028
2023-10-03T00:00:00Z,31902
2023-10-02T00:00:00Z,31977
2023-10-01T00:00:00Z,26679
2023-09-30T00:00:00Z,30642
2023-09-29T00:00:00Z,35320
2023-09-28T00:00:00Z,31313
2023-09-27T00:00:00Z,29660
2023-09-26T00:00:00Z,30502
2023-09-25T00:00:00Z,28377
2023-09-24T00:00:00Z,25440
2023-09-23T00:00:00Z,27728
2023-09-22T00:00:00Z,31051
2023-09-21T00:00:00Z,28538
2023-09-20T00:00:00Z,29203
2023-09-19T00:00:00Z,29953
2023-09-18T00:00:00Z,26822
2023-09-17T00:00:00Z,23956
2023-09-16T00:00:00Z,28428
2023-09-15T00:00:00Z,32683
2023-09-14T00:00:00Z,29275
2023-09-13T00:00:00Z,28325
2023-09-12T00:00:00Z,29044
2023-09-11T00:00:00Z,27450
2023-09-10T00:00:00Z,24314
2023-09-09T00:00:00Z,27775
2023-09-08T00:00:00Z,31130
2023-09-07T00:00:00Z,27380
2023-09-06T00:00:00Z,28330
2023-09-05T00:00:00Z,28197
2023-09-04T00:00:00Z,26280
2023-09-03T00:00:00Z,24670
2023-09-02T00:00:00Z,30593
2023-09-01T00:00:00Z,34929
2023-08-31T00:00:00Z,31257
2023-08-30T00:00:00Z,28444
2023-08-29T00:00:00Z,29726
2023-08-28T00:00:00Z,26157
2023-08-27T00:00:00Z,22268
2023-08-26T00:00:00Z,26080
2023-08-25T00:00:00Z,30724
2023-08-24T00:00:00Z,27933
2023-08-23T00:00:00Z,26209
2023-08-22T00:00:00Z,27626
2023-08-21T00:00:00Z,25934
2023-08-20T00:00:00Z,22582
2023-08-19T00:00:00Z,25777
2023-08-18T00:00:00Z,31125
2023-08-17T00:00:00Z,29761
2023-08-16T00:00:00Z,29536
2023-08-15T00:00:00Z,29159
2023-08-14T00:00:00Z,26378
2023-08-13T00:00:00Z,22275
2023-08-12T00:00:00Z,26399
2023-08-11T00:00:00Z,30568
2023-08-10T00:00:00Z,27808
2023-08-09T00:00:00Z,28001
2023-08-08T00:00:00Z,29224
2023-08-07T00:00:00Z,26003
2023-08-06T00:00:00Z,22183
2023-08-05T00:00:00Z,27932
2023-08-04T00:00:00Z,29560
2023-08-03T00:00:00Z,29710
2023-08-02T00:00:00Z,29181
2023-08-01T00:00:00Z,30964
2023-07-31T00:00:00Z,25753
2023-07-30T00:00:00Z,23787
2023-07-29T00:00:00Z,26216
2023-07-28T00:00:00Z,28985
2023-07-27T00:00:00Z,29269
2023-07-26T00:00:00Z,28515
2023-07-25T00:00:00Z,38742
2023-07-24T00:00:00Z,25845
2023-07-23T00:00:00Z,22581
2023-07-22T00:00:00Z,23797
2023-07-21T00:00:00Z,28818
2023-07-20T00:00:00Z,27853
2023-07-19T00:00:00Z,27305
2023-07-18T00:00:00Z,27971
2023-07-17T00:00:00Z,26934
2023-07-16T00:00:00Z,24739
2023-07-15T00:00:00Z,25824
2023-07-14T00:00:00Z,30921
2023-07-13T00:00:00Z,28598
2023-07-12T00:00:00Z,28516
2023-07-11T00:00:00Z,27374
2023-07-10T00:00:00Z,26477
2023-07-09T00:00:00Z,22848
2023-07-08T00:00:00Z,26263
2023-07-07T00:00:00Z,29915
2023-07-06T00:00:00Z,28834
2023-07-05T00:00:00Z,29600
2023-07-04T00:00:00Z,28787
2023-07-03T00:00:00Z,30836
2023-07-02T00:00:00Z,24587
2023-07-01T00:00:00Z,29467
2023-06-30T00:00:00Z,33411
2023-06-29T00:00:00Z,29510
2023-06-28T00:00:00Z,26482
2023-06-27T00:00:00Z,27930
2023-06-26T00:00:00Z,27330
2023-06-25T00:00:00Z,24371
2023-06-24T00:00:00Z,26818
2023-06-23T00:00:00Z,29963
2023-06-22T00:00:00Z,30374
2023-06-21T00:00:00Z,30515
2023-06-20T00:00:00Z,30185
2023-06-19T00:00:00Z,25518
2023-06-18T00:00:00Z,24197
2023-06-17T00:00:00Z,30505
2023-06-16T00:00:00Z,34748
2023-06-15T00:00:00Z,29413
2023-06-14T00:00:00Z,29536
2023-06-13T00:00:00Z,29056
2023-06-12T00:00:00Z,28480
2023-06-11T00:00:00Z,25819
2023-06-10T00:00:00Z,31512
2023-06-09T00:00:00Z,34683
2023-06-08T00:00:00Z,34481
2023-06-07T00:00:00Z,40531
2023-06-06T00:00:00Z,37653
2023-06-05T00:00:00Z,30247
2023-06-04T00:00:00Z,27613
2023-06-03T00:00:00Z,31739
2023-06-02T00:00:00Z,39292
2023-06-01T00:00:00Z,33285
2023-05-31T00:00:00Z,31260
2023-05-30T00:00:00Z,33996
2023-05-29T00:00:00Z,32141
2023-05-28T00:00:00Z,33052
2023-05-27T00:00:00Z,32129
2023-05-26T00:00:00Z,40292
2023-05-25T00:00:00Z,32300
2023-05-24T00:00:00Z,28805
2023-05-23T00:00:00Z,28865
2023-05-22T00:00:00Z,27824
2023-05-21T00:00:00Z,26742
2023-05-20T00:00:00Z,28397
2023-05-19T00:00:00Z,34388
2023-05-18T00:00:00Z,31984
2023-05-17T00:00:00Z,33896
2023-05-16T00:00:00Z,34347
2023-05-15T00:00:00Z,29898
2023-05-14T00:00:00Z,29624
2023-05-13T00:00:00Z,27911
2023-05-12T00:00:00Z,33852
2023-05-11T00:00:00Z,32706
2023-05-10T00:00:00Z,37654
2023-05-09T00:00:00Z,35784
2023-05-08T00:00:00Z,34548
2023-05-07T00:00:00Z,32432
2023-05-06T00:00:00Z,43345
2023-05-05T00:00:00Z,41355
2023-05-04T00:00:00Z,36800
2023-05-03T00:00:00Z,39144
2023-05-02T00:00:00Z,37607
2023-05-01T00:00:00Z,39346
2023-04-30T00:00:00Z,32135
2023-04-29T00:00:00Z,28490
2023-04-28T00:00:00Z,31155
2023-04-27T00:00:00Z,27838
2023-04-26T00:00:00Z,26732
2023-04-25T00:00:00Z,25428
2023-04-24T00:00:00Z,22731
2023-04-23T00:00:00Z,21527
2023-04-22T00:00:00Z,30007
2023-04-21T00:00:00Z,24789
2023-04-20T00:00:00Z,23606
2023-04-19T00:00:00Z,23493
2023-04-18T00:00:00Z,25190
2023-04-17T00:00:00Z,24092
2023-04-16T00:00:00Z,19609
2023-04-15T00:00:00Z,21957
2023-04-14T00:00:00Z,26105
2023-04-13T00:00:00Z,24129
2023-04-12T00:00:00Z,23338
2023-04-11T00:00:00Z,26723
2023-04-10T00:00:00Z,22113
2023-04-09T00:00:00Z,18598
2023-04-08T00:00:00Z,23057
2023-04-07T00:00:00Z,24749
2023-04-06T00:00:00Z,24263
2023-04-05T00:00:00Z,24867
2023-04-04T00:00:00Z,26885
2023-04-03T00:00:00Z,21924
2023-04-02T00:00:00Z,22594
2023-04-01T00:00:00Z,22976
2023-03-31T00:00:00Z,23513
2023-03-30T00:00:00Z,22264
2023-03-29T00:00:00Z,22019
2023-03-28T00:00:00Z,21289
2023-03-27T00:00:00Z,21162
2023-03-26T00:00:00Z,19137
2023-03-25T00:00:00Z,21546
2023-03-24T00:00:00Z,22272
2023-03-23T00:00:00Z,22097
2023-03-22T00:00:00Z,22388
2023-03-21T00:00:00Z,23008
2023-03-20T00:00:00Z,23264
2023-03-19T00:00:00Z,20545
2023-03-18T00:00:00Z,21549
2023-03-17T00:00:00Z,25528
2023-03-16T00:00:00Z,22817
2023-03-15T00:00:00Z,22719
2023-03-14T00:00:00Z,24262
2023-03-13T00:00:00Z,21912
2023-03-12T00:00:00Z,17727
2023-03-11T00:00:00Z,19744
2023-03-10T00:00:00Z,22349
2023-03-09T00:00:00Z,20372
2023-03-08T00:00:00Z,19564
2023-03-07T00:00:00Z,21497
2023-03-06T00:00:00Z,19638
2023-03-05T00:00:00Z,17268
2023-03-04T00:00:00Z,19672
2023-03-03T00:00:00Z,22464
2023-03-02T00:00:00Z,20727
2023-03-01T00:00:00Z,22716
2023-02-28T00:00:00Z,20792
2023-02-27T00:00:00Z,18253
2023-02-26T00:00:00Z,16610
2023-02-25T00:00:00Z,18091
2023-02-24T00:00:00Z,20374
2023-02-23T00:00:00Z,19604
2023-02-22T00:00:00Z,18940
2023-02-21T00:00:00Z,19231
2023-02-20T00:00:00Z,17726
2023-02-19T00:00:00Z,16472
2023-02-18T00:00:00Z,19358
2023-02-17T00:00:00Z,21327
2023-02-16T00:00:00Z,23637
2023-02-15T00:00:00Z,19583
2023-02-14T00:00:00Z,19012
2023-02-13T00:00:00Z,18216
2023-02-12T00:00:00Z,16926
2023-02-11T00:00:00Z,17349
2023-02-10T00:00:00Z,20414
2023-02-09T00:00:00Z,19739
2023-02-08T00:00:00Z,18829
2023-02-07T00:00:00Z,19228
2023-02-06T00:00:00Z,18054
2023-02-05T00:00:00Z,16707
2023-02-04T00:00:00Z,19018
2023-02-03T00:00:00Z,20835
2023-02-02T00:00:00Z,20363
2023-02-01T00:00:00Z,20954
2023-01-31T00:00:00Z,19149
2023-01-30T00:00:00Z,17187
2023-01-29T00:00:00Z,16591
2023-01-28T00:00:00Z,17564
2023-01-27T00:00:00Z,19039
2023-01-26T00:00:00Z,18130
2023-01-25T00:00:00Z,18279
2023-01-24T00:00:00Z,18276
2023-01-23T00:00:00Z,16897
2023-01-22T00:00:00Z,15881
2023-01-21T00:00:00Z,18627
2023-01-20T00:00:00Z,19240
2023-01-19T00:00:00Z,18218
2023-01-18T00:00:00Z,17713
2023-01-17T00:00:00Z,18808
2023-01-16T00:00:00Z,18177
2023-01-15T00:00:00Z,15954
2023-01-14T00:00:00Z,19757
2023-01-13T00:00:00Z,20080
2023-01-12T00:00:00Z,18701
2023-01-11T00:00:00Z,16263
2023-01-10T00:00:00Z,17699
2023-01-09T00:00:00Z,16597
2023-01-08T00:00:00Z,14551
2023-01-07T00:00:00Z,15723
2023-01-06T00:00:00Z,17919
2023-01-05T00:00:00Z,17479
2023-01-04T00:00:00Z,16153
2023-01-03T00:00:00Z,16340
2023-01-02T00:00:00Z,15129
2023-01-01T00:00:00Z,13009
2022-12-31T00:00:00Z,15897
2022-12-30T00:00:00Z,18506
2022-12-29T00:00:00Z,16396
2022-12-28T00:00:00Z,15644
2022-12-27T00:00:00Z,15203
2022-12-26T00:00:00Z,13630
2022-12-25T00:00:00Z,13382
2022-12-24T00:00:00Z,14967
2022-12-23T00:00:00Z,17785
2022-12-22T00:00:00Z,16530
2022-12-21T00:00:00Z,16035
2022-12-20T00:00:00Z,16880
2022-12-19T00:00:00Z,15427
2022-12-18T00:00:00Z,13477
2022-12-17T00:00:00Z,17129
2022-12-16T00:00:00Z,17759
2022-12-15T00:00:00Z,17174
2022-12-14T00:00:00Z,16442
2022-12-13T00:00:00Z,16895
2022-12-12T00:00:00Z,15925
2022-12-11T00:00:00Z,13497
2022-12-10T00:00:00Z,16053
2022-12-09T00:00:00Z,17003
2022-12-08T00:00:00Z,16486
2022-12-07T00:00:00Z,16179
2022-12-06T00:00:00Z,17017
2022-12-05T00:00:00Z,16598
2022-12-04T00:00:00Z,14054
2022-12-03T00:00:00Z,15873
2022-12-02T00:00:00Z,19255
2022-12-01T00:00:00Z,18113
2022-11-30T00:00:00Z,16214
2022-11-29T00:00:00Z,15914
2022-11-28T00:00:00Z,15752
2022-11-27T00:00:00Z,14034
2022-11-26T00:00:00Z,14528
2022-11-25T00:00:00Z,15879
2022-11-24T00:00:00Z,16052
2022-11-23T00:00:00Z,18145
2022-11-22T00:00:00Z,15971
2022-11-21T00:00:00Z,15624
2022-11-20T00:00:00Z,14027
2022-11-19T00:00:00Z,16329
2022-11-18T00:00:00Z,18265
2022-11-17T00:00:00Z,17442
2022-11-16T00:00:00Z,16562
2022-11-15T00:00:00Z,19290
2022-11-14T00:00:00Z,18110
2022-11-13T00:00:00Z,22990
2022-11-12T00:00:00Z,19197
2022-11-11T00:00:00Z,17022
2022-11-10T00:00:00Z,17020
2022-11-09T00:00:00Z,17392
2022-11-08T00:00:00Z,17490
2022-11-07T00:00:00Z,15838
2022-11-06T00:00:00Z,20542
2022-11-05T00:00:00Z,15544
2022-11-04T00:00:00Z,17243
2022-11-03T00:00:00Z,16897
2022-11-02T00:00:00Z,16204
2022-11-01T00:00:00Z,16753
2022-10-31T00:00:00Z,15674
2022-10-30T00:00:00Z,20318
2022-10-29T00:00:00Z,20303
2022-10-28T00:00:00Z,15694
2022-10-27T00:00:00Z,14795
2022-10-26T00:00:00Z,15525
2022-10-25T00:00:00Z,14066
2022-10-24T00:00:00Z,14092
2022-10-23T00:00:00Z,20958
2022-10-22T00:00:00Z,12683
2022-10-21T00:00:00Z,15758
2022-10-20T00:00:00Z,13796
2022-10-19T00:00:00Z,13521
2022-10-18T00:00:00Z,14522
2022-10-17T00:00:00Z,14364
2022-10-16T00:00:00Z,17220
2022-10-15T00:00:00Z,13866
2022-10-14T00:00:00Z,15514
2022-10-13T00:00:00Z,16707
2022-10-12T00:00:00Z,15489
2022-10-11T00:00:00Z,14720
2022-10-10T00:00:00Z,13859
2022-10-09T00:00:00Z,16617
2022-10-08T00:00:00Z,14230
2022-10-07T00:00:00Z,14928
2022-10-06T00:00:00Z,16460
2022-10-05T00:00:00Z,16601
2022-10-04T00:00:00Z,15052
2022-10-03T00:00:00Z,14946
2022-10-02T00:00:00Z,15677
2022-10-01T00:00:00Z,13934
2022-09-30T00:00:00Z,20182
2022-09-29T00:00:00Z,15182
2022-09-28T00:00:00Z,13537
2022-09-27T00:00:00Z,15050
2022-09-26T00:00:00Z,13022
2022-09-25T00:00:00Z,16874
2022-09-24T00:00:00Z,13300
2022-09-23T00:00:00Z,15616
2022-09-22T00:00:00Z,13637
2022-09-21T00:00:00Z,13682
2022-09-20T00:00:00Z,15182
2022-09-19T00:00:00Z,13358
2022-09-18T00:00:00Z,12157
2022-09-17T00:00:00Z,13680
2022-09-16T00:00:00Z,20250
2022-09-15T00:00:00Z,15189
2022-09-14T00:00:00Z,18270
2022-09-13T00:00:00Z,15395
2022-09-12T00:00:00Z,15105
2022-09-11T00:00:00Z,14216
2022-09-10T00:00:00Z,14478
2022-09-09T00:00:00Z,22269
2022-09-08T00:00:00Z,17488
2022-09-07T00:00:00Z,16132
2022-09-06T00:00:00Z,15410
2022-09-05T00:00:00Z,14676
2022-09-04T00:00:00Z,12895
2022-09-03T00:00:00Z,13720
2022-09-02T00:00:00Z,20863
2022-09-01T00:00:00Z,15594
2022-08-31T00:00:00Z,14118
2022-08-30T00:00:00Z,14993
2022-08-29T00:00:00Z,14993
2022-08-28T00:00:00Z,12916
2022-08-27T00:00:00Z,13285
2022-08-26T00:00:00Z,16521
2022-08-25T00:00:00Z,14439
2022-08-24T00:00:00Z,15192
2022-08-23T00:00:00Z,13854
2022-08-22T00:00:00Z,13539
2022-08-21T00:00:00Z,11521
2022-08-20T00:00:00Z,13084
2022-08-19T00:00:00Z,19448
2022-08-18T00:00:00Z,15007
2022-08-17T00:00:00Z,14612
2022-08-16T00:00:00Z,14563
2022-08-15T00:00:00Z,13252
2022-08-14T00:00:00Z,12474
2022-08-13T00:00:00Z,12835
2022-08-12T00:00:00Z,15527
2022-08-11T00:00:00Z,18319
2022-08-10T00:00:00Z,13365
2022-08-09T00:00:00Z,13669
2022-08-08T00:00:00Z,13937
2022-08-07T00:00:00Z,11609
2022-08-06T00:00:00Z,12597
2022-08-05T00:00:00Z,14425
2022-08-04T00:00:00Z,15512
2022-08-03T00:00:00Z,16486
2022-08-02T00:00:00Z,14675
2022-08-01T00:00:00Z,13534
2022-07-31T00:00:00Z,11544
2022-07-30T00:00:00Z,11881
2022-07-29T00:00:00Z,14299
2022-07-28T00:00:00Z,14824
2022-07-27T00:00:00Z,14466
2022-07-26T00:00:00Z,14849
2022-07-25T00:00:00Z,12119
2022-07-24T00:00:00Z,10690
2022-07-23T00:00:00Z,11010
2022-07-22T00:00:00Z,13043
2022-07-21T00:00:00Z,16179
2022-07-20T00:00:00Z,12466
2022-07-19T00:00:00Z,13652
2022-07-18T00:00:00Z,12244
2022-07-17T00:00:00Z,10634
2022-07-16T00:00:00Z,10559
2022-07-15T00:00:00Z,12095
2022-07-14T00:00:00Z,12639
2022-07-13T00:00:00Z,12671
2022-07-12T00:00:00Z,12383
2022-07-11T00:00:00Z,11588
2022-07-10T00:00:00Z,9800
2022-07-09T00:00:00Z,10106
2022-07-08T00:00:00Z,12863
2022-07-07T00:00:00Z,12532
2022-07-06T00:00:00Z,15035
2022-07-05T00:00:00Z,11714
2022-07-04T00:00:00Z,10979
2022-07-03T00:00:00Z,10020
2022-07-02T00:00:00Z,11066
2022-07-01T00:00:00Z,13139
2022-06-30T00:00:00Z,13471
2022-06-29T00:00:00Z,11289
2022-06-28T00:00:00Z,11246
2022-06-27T00:00:00Z,10704
2022-06-26T00:00:00Z,9121
2022-06-25T00:00:00Z,9685
2022-06-24T00:00:00Z,11478
2022-06-23T00:00:00Z,10893
2022-06-22T00:00:00Z,11000
2022-06-21T00:00:00Z,11357
2022-06-20T00:00:00Z,10803
2022-06-19T00:00:00Z,11214
2022-06-18T00:00:00Z,10712
2022-06-17T00:00:00Z,11393
2022-06-16T00:00:00Z,11857
2022-06-15T00:00:00Z,12150
2022-06-14T00:00:00Z,12423
2022-06-13T00:00:00Z,11333
2022-06-12T00:00:00Z,10545
2022-06-11T00:00:00Z,10243
2022-06-10T00:00:00Z,11272
2022-06-09T00:00:00Z,12073
2022-06-08T00:00:00Z,12019
2022-06-07T00:00:00Z,11302
2022-06-06T00:00:00Z,11463
2022-06-05T00:00:00Z,9278
2022-06-04T00:00:00Z,9853
2022-06-03T00:00:00Z,11546
2022-06-02T00:00:00Z,11749
2022-06-01T00:00:00Z,12692
2022-05-31T00:00:00Z,12369
2022-05-30T00:00:00Z,11469
2022-05-29T00:00:00Z,9030
2022-05-28T00:00:00Z,9399
2022-05-27T00:00:00Z,11610
2022-05-26T00:00:00Z,10519
2022-05-25T00:00:00Z,11740
2022-05-24T00:00:00Z,10392
2022-05-23T00:00:00Z,10567
2022-05-22T00:00:00Z,9306
2022-05-21T00:00:00Z,9362
2022-05-20T00:00:00Z,10160
2022-05-19T00:00:00Z,10144
2022-05-18T00:00:00Z,9994
2022-05-17T00:00:00Z,11503
2022-05-16T00:00:00Z,10874
2022-05-15T00:00:00Z,10175
2022-05-14T00:00:00Z,14338
2022-05-13T00:00:00Z,12263
2022-05-12T00:00:00Z,12031
2022-05-11T00:00:00Z,11113
2022-05-10T00:00:00Z,11492
2022-05-09T00:00:00Z,9876
2022-05-08T00:00:00Z,9265
2022-05-07T00:00:00Z,8576
2022-05-06T00:00:00Z,10612
2022-05-05T00:00:00Z,10600
2022-05-04T00:00:00Z,8829
2022-05-03T00:00:00Z,9929
2022-05-02T00:00:00Z,9940
2022-05-01T00:00:00Z,9066
2022-04-30T00:00:00Z,9306
2022-04-29T00:00:00Z,9825
2022-04-28T00:00:00Z,9423
2022-04-27T00:00:00Z,9122
2022-04-26T00:00:00Z,9541
2022-04-25T00:00:00Z,9025
2022-04-24T00:00:00Z,7746
2022-04-23T00:00:00Z,7881
2022-04-22T00:00:00Z,8451
2022-04-21T00:00:00Z,8998
2022-04-20T00:00:00Z,9104
2022-04-19T00:00:00Z,9151
2022-04-18T00:00:00Z,8291
2022-04-17T00:00:00Z,7768
2022-04-16T00:00:00Z,6957
2022-04-15T00:00:00Z,7843
2022-04-14T00:00:00Z,7873
2022-04-13T00:00:00Z,8388
2022-04-12T00:00:00Z,8128
2022-04-11T00:00:00Z,8096
2022-04-10T00:00:00Z,6192
2022-04-09T00:00:00Z,6529
2022-04-08T00:00:00Z,7727
2022-04-07T00:00:00Z,7527
2022-04-06T00:00:00Z,7260
2022-04-05T00:00:00Z,7797
2022-04-04T00:00:00Z,7664
2022-04-03T00:00:00Z,6340
2022-04-02T00:00:00Z,7438
2022-04-01T00:00:00Z,8009
2022-03-31T00:00:00Z,7458
2022-03-30T00:00:00Z,6952
2022-03-29T00:00:00Z,7887
2022-03-28T00:00:00Z,7819
2022-03-27T00:00:00Z,5915
2022-03-26T00:00:00Z,5391
2022-03-25T00:00:00Z,7024
2022-03-24T00:00:00Z,6133
2022-03-23T00:00:00Z,6097
2022-03-22T00:00:00Z,6317
2022-03-21T00:00:00Z,5574
2022-03-20T00:00:00Z,5127
2022-03-19T00:00:00Z,4929
2022-03-18T00:00:00Z,5528
2022-03-17T00:00:00Z,5159
2022-03-16T00:00:00Z,5285
2022-03-15T00:00:00Z,4857
2022-03-14T00:00:00Z,4778
2022-03-13T00:00:00Z,4116
2022-03-12T00:00:00Z,4065
2022-03-11T00:00:00Z,4225
2022-03-10T00:00:00Z,4262
2022-03-09T00:00:00Z,3286
2022-03-08T00:00:00Z,2126
2022-03-07T00:00:00Z,2172
2022-03-06T00:00:00Z,2062
2022-03-05T00:00:00Z,2070
2022-03-04T00:00:00Z,2265
2022-03-03T00:00:00Z,2281
2022-03-02T00:00:00Z,2543
2022-03-01T00:00:00Z,2358
2022-02-28T00:00:00Z,2426
2022-02-27T00:00:00Z,2170
2022-02-26T00:00:00Z,2140
2022-02-25T00:00:00Z,2482
2022-02-24T00:00:00Z,2848
2022-02-23T00:00:00Z,2305
2022-02-22T00:00:00Z,2512
2022-02-21T00:00:00Z,2485
2022-02-20T00:00:00Z,2289
2022-02-19T00:00:00Z,2163
2022-02-18T00:00:00Z,2439
2022-02-17T00:00:00Z,2426
2022-02-16T00:00:00Z,2350
2022-02-15T00:00:00Z,2372
2022-02-14T00:00:00Z,2254
2022-02-13T00:00:00Z,2144
2022-02-12T00:00:00Z,2454
2022-02-11T00:00:00Z,2443
2022-02-10T00:00:00Z,2474
2022-02-09T00:00:00Z,2389
2022-02-08T00:00:00Z,2650
2022-02-07T00:00:00Z,2367
2022-02-06T00:00:00Z,2379
2022-02-05T00:00:00Z,2503
2022-02-04T00:00:00Z,2376
2022-02-03T00:00:00Z,2535
2022-02-02T00:00:00Z,2610
2022-02-01T00:00:00Z,2621
2022-01-31T00:00:00Z,2533
2022-01-30T00:00:00Z,2285
2022-01-29T00:00:00Z,2535
2022-01-28T00:00:00Z,3085
2022-01-27T00:00:00Z,2426
2022-01-26T00:00:00Z,2471
2022-01-25T00:00:00Z,2505
2022-01-24T00:00:00Z,2545
2022-01-23T00:00:00Z,2551
2022-01-22T00:00:00Z,3363
2022-01-21T00:00:00Z,3375
2022-01-20T00:00:00Z,2973
2022-01-19T00:00:00Z,2820
2022-01-18T00:00:00Z,2575
2022-01-17T00:00:00Z,2414
2022-01-16T00:00:00Z,2276
2022-01-15T00:00:00Z,2491
2022-01-14T00:00:00Z,2645
2022-01-13T00:00:00Z,2742
2022-01-12T00:00:00Z,2591
