Datetime,Miner In-House Transactions
2021-12-15T00:00:00Z,592
2021-12-14T00:00:00Z,622
2021-12-13T00:00:00Z,637
2021-12-12T00:00:00Z,529
2021-12-11T00:00:00Z,706
2021-12-10T00:00:00Z,644
2021-12-09T00:00:00Z,527
2021-12-08T00:00:00Z,474
2021-12-07T00:00:00Z,498
2021-12-06T00:00:00Z,647
2021-12-05T00:00:00Z,464
2021-12-04T00:00:00Z,572
2021-12-03T00:00:00Z,529
2021-12-02T00:00:00Z,544
2021-12-01T00:00:00Z,689
2021-11-30T00:00:00Z,698
2021-11-29T00:00:00Z,708
2021-11-28T00:00:00Z,529
2021-11-27T00:00:00Z,507
2021-11-26T00:00:00Z,698
2021-11-25T00:00:00Z,648
2021-11-24T00:00:00Z,573
2021-11-23T00:00:00Z,673
2021-11-22T00:00:00Z,700
2021-11-21T00:00:00Z,634
2021-11-20T00:00:00Z,531
2021-11-19T00:00:00Z,594
2021-11-18T00:00:00Z,624
2021-11-17T00:00:00Z,588
2021-11-16T00:00:00Z,664
2021-11-15T00:00:00Z,647
2021-11-14T00:00:00Z,518
2021-11-13T00:00:00Z,508
2021-11-12T00:00:00Z,531
2021-11-11T00:00:00Z,535
2021-11-10T00:00:00Z,665
2021-11-09T00:00:00Z,718
2021-11-08T00:00:00Z,787
2021-11-07T00:00:00Z,543
2021-11-06T00:00:00Z,558
2021-11-05T00:00:00Z,624
2021-11-04T00:00:00Z,586
2021-11-03T00:00:00Z,572
2021-11-02T00:00:00Z,639
2021-11-01T00:00:00Z,623
2021-10-31T00:00:00Z,502
2021-10-30T00:00:00Z,549
2021-10-29T00:00:00Z,591
2021-10-28T00:00:00Z,560
2021-10-27T00:00:00Z,566
2021-10-26T00:00:00Z,597
2021-10-25T00:00:00Z,598
2021-10-24T00:00:00Z,490
2021-10-23T00:00:00Z,474
2021-10-22T00:00:00Z,567
2021-10-21T00:00:00Z,612
2021-10-20T00:00:00Z,689
2021-10-19T00:00:00Z,657
2021-10-18T00:00:00Z,622
2021-10-17T00:00:00Z,554
2021-10-16T00:00:00Z,656
2021-10-15T00:00:00Z,676
2021-10-14T00:00:00Z,593
2021-10-13T00:00:00Z,565
2021-10-12T00:00:00Z,600
2021-10-11T00:00:00Z,641
2021-10-10T00:00:00Z,522
2021-10-09T00:00:00Z,537
2021-10-08T00:00:00Z,639
2021-10-07T00:00:00Z,658
2021-10-06T00:00:00Z,758
2021-10-05T00:00:00Z,670
2021-10-04T00:00:00Z,614
2021-10-03T00:00:00Z,579
2021-10-02T00:00:00Z,631
2021-10-01T00:00:00Z,746
2021-09-30T00:00:00Z,647
2021-09-29T00:00:00Z,542
2021-09-28T00:00:00Z,619
2021-09-27T00:00:00Z,643
2021-09-26T00:00:00Z,611
2021-09-25T00:00:00Z,478
2021-09-24T00:00:00Z,562
2021-09-23T00:00:00Z,454
2021-09-22T00:00:00Z,491
2021-09-21T00:00:00Z,454
2021-09-20T00:00:00Z,553
2021-09-19T00:00:00Z,549
2021-09-18T00:00:00Z,536
2021-09-17T00:00:00Z,535
2021-09-16T00:00:00Z,545
2021-09-15T00:00:00Z,509
2021-09-14T00:00:00Z,466
2021-09-13T00:00:00Z,493
2021-09-12T00:00:00Z,402
2021-09-11T00:00:00Z,419
2021-09-10T00:00:00Z,428
2021-09-09T00:00:00Z,451
2021-09-08T00:00:00Z,492
2021-09-07T00:00:00Z,579
2021-09-06T00:00:00Z,612
2021-09-05T00:00:00Z,462
2021-09-04T00:00:00Z,427
2021-09-03T00:00:00Z,525
2021-09-02T00:00:00Z,615
2021-09-01T00:00:00Z,637
2021-08-31T00:00:00Z,589
2021-08-30T00:00:00Z,553
2021-08-29T00:00:00Z,456
2021-08-28T00:00:00Z,491
2021-08-27T00:00:00Z,501
2021-08-26T00:00:00Z,500
2021-08-25T00:00:00Z,527
2021-08-24T00:00:00Z,517
2021-08-23T00:00:00Z,763
2021-08-22T00:00:00Z,642
2021-08-21T00:00:00Z,846
2021-08-20T00:00:00Z,961
2021-08-19T00:00:00Z,1129
2021-08-18T00:00:00Z,938
2021-08-17T00:00:00Z,2321
2021-08-16T00:00:00Z,846
2021-08-15T00:00:00Z,597
2021-08-14T00:00:00Z,488
2021-08-13T00:00:00Z,518
2021-08-12T00:00:00Z,544
2021-08-11T00:00:00Z,594
2021-08-10T00:00:00Z,589
2021-08-09T00:00:00Z,610
2021-08-08T00:00:00Z,587
2021-08-07T00:00:00Z,613
2021-08-06T00:00:00Z,608
2021-08-05T00:00:00Z,575
2021-08-04T00:00:00Z,530
2021-08-03T00:00:00Z,473
2021-08-02T00:00:00Z,462
2021-08-01T00:00:00Z,438
2021-07-31T00:00:00Z,459
2021-07-30T00:00:00Z,491
2021-07-29T00:00:00Z,464
2021-07-28T00:00:00Z,503
2021-07-27T00:00:00Z,453
2021-07-26T00:00:00Z,549
2021-07-25T00:00:00Z,408
2021-07-24T00:00:00Z,396
2021-07-23T00:00:00Z,404
2021-07-22T00:00:00Z,418
2021-07-21T00:00:00Z,428
2021-07-20T00:00:00Z,370
2021-07-19T00:00:00Z,397
2021-07-18T00:00:00Z,356
2021-07-17T00:00:00Z,356
2021-07-16T00:00:00Z,388
2021-07-15T00:00:00Z,397
2021-07-14T00:00:00Z,390
2021-07-13T00:00:00Z,369
2021-07-12T00:00:00Z,393
2021-07-11T00:00:00Z,368
2021-07-10T00:00:00Z,355
2021-07-09T00:00:00Z,359
2021-07-08T00:00:00Z,382
2021-07-07T00:00:00Z,379
2021-07-06T00:00:00Z,377
2021-07-05T00:00:00Z,369
2021-07-04T00:00:00Z,374
2021-07-03T00:00:00Z,392
2021-07-02T00:00:00Z,325
2021-07-01T00:00:00Z,383
2021-06-30T00:00:00Z,380
2021-06-29T00:00:00Z,388
2021-06-28T00:00:00Z,433
2021-06-27T00:00:00Z,331
2021-06-26T00:00:00Z,352
2021-06-25T00:00:00Z,401
2021-06-24T00:00:00Z,353
2021-06-23T00:00:00Z,380
2021-06-22T00:00:00Z,397
2021-06-21T00:00:00Z,504
2021-06-20T00:00:00Z,350
2021-06-19T00:00:00Z,327
2021-06-18T00:00:00Z,335
2021-06-17T00:00:00Z,350
2021-06-16T00:00:00Z,387
2021-06-15T00:00:00Z,423
2021-06-14T00:00:00Z,472
2021-06-13T00:00:00Z,426
2021-06-12T00:00:00Z,440
2021-06-11T00:00:00Z,400
2021-06-10T00:00:00Z,456
2021-06-09T00:00:00Z,492
2021-06-08T00:00:00Z,459
2021-06-07T00:00:00Z,575
2021-06-06T00:00:00Z,412
2021-06-05T00:00:00Z,389
2021-06-04T00:00:00Z,455
2021-06-03T00:00:00Z,624
2021-06-02T00:00:00Z,578
2021-06-01T00:00:00Z,483
2021-05-31T00:00:00Z,579
2021-05-30T00:00:00Z,902
2021-05-29T00:00:00Z,369
2021-05-28T00:00:00Z,436
2021-05-27T00:00:00Z,418
2021-05-26T00:00:00Z,482
2021-05-25T00:00:00Z,453
2021-05-24T00:00:00Z,507
2021-05-23T00:00:00Z,543
2021-05-22T00:00:00Z,514
2021-05-21T00:00:00Z,499
2021-05-20T00:00:00Z,537
2021-05-19T00:00:00Z,625
2021-05-18T00:00:00Z,445
2021-05-17T00:00:00Z,482
2021-05-16T00:00:00Z,439
2021-05-15T00:00:00Z,442
2021-05-14T00:00:00Z,488
2021-05-13T00:00:00Z,567
2021-05-12T00:00:00Z,685
2021-05-11T00:00:00Z,890
2021-05-10T00:00:00Z,609
2021-05-09T00:00:00Z,479
2021-05-08T00:00:00Z,544
2021-05-07T00:00:00Z,531
2021-05-06T00:00:00Z,539
2021-05-05T00:00:00Z,495
2021-05-04T00:00:00Z,520
2021-05-03T00:00:00Z,519
2021-05-02T00:00:00Z,425
2021-05-01T00:00:00Z,551
2021-04-30T00:00:00Z,612
2021-04-29T00:00:00Z,513
2021-04-28T00:00:00Z,549
2021-04-27T00:00:00Z,557
2021-04-26T00:00:00Z,568
2021-04-25T00:00:00Z,601
2021-04-24T00:00:00Z,625
2021-04-23T00:00:00Z,565
2021-04-22T00:00:00Z,543
2021-04-21T00:00:00Z,535
2021-04-20T00:00:00Z,494
2021-04-19T00:00:00Z,482
2021-04-18T00:00:00Z,552
2021-04-17T00:00:00Z,497
2021-04-16T00:00:00Z,611
2021-04-15T00:00:00Z,574
2021-04-14T00:00:00Z,680
2021-04-13T00:00:00Z,632
2021-04-12T00:00:00Z,613
2021-04-11T00:00:00Z,539
2021-04-10T00:00:00Z,646
2021-04-09T00:00:00Z,532
2021-04-08T00:00:00Z,569
2021-04-07T00:00:00Z,658
2021-04-06T00:00:00Z,592
2021-04-05T00:00:00Z,557
2021-04-04T00:00:00Z,548
2021-04-03T00:00:00Z,541
2021-04-02T00:00:00Z,586
2021-04-01T00:00:00Z,648
2021-03-31T00:00:00Z,598
2021-03-30T00:00:00Z,607
2021-03-29T00:00:00Z,585
2021-03-28T00:00:00Z,462
2021-03-27T00:00:00Z,537
2021-03-26T00:00:00Z,475
2021-03-25T00:00:00Z,617
2021-03-24T00:00:00Z,561
2021-03-23T00:00:00Z,591
2021-03-22T00:00:00Z,581
2021-03-21T00:00:00Z,487
2021-03-20T00:00:00Z,528
2021-03-19T00:00:00Z,571
2021-03-18T00:00:00Z,603
2021-03-17T00:00:00Z,577
2021-03-16T00:00:00Z,586
2021-03-15T00:00:00Z,801
2021-03-14T00:00:00Z,723
2021-03-13T00:00:00Z,643
2021-03-12T00:00:00Z,627
2021-03-11T00:00:00Z,611
2021-03-10T00:00:00Z,728
2021-03-09T00:00:00Z,714
2021-03-08T00:00:00Z,756
2021-03-07T00:00:00Z,597
2021-03-06T00:00:00Z,547
2021-03-05T00:00:00Z,616
2021-03-04T00:00:00Z,672
2021-03-03T00:00:00Z,724
2021-03-02T00:00:00Z,606
2021-03-01T00:00:00Z,650
2021-02-28T00:00:00Z,621
2021-02-27T00:00:00Z,751
2021-02-26T00:00:00Z,662
2021-02-25T00:00:00Z,637
2021-02-24T00:00:00Z,581
2021-02-23T00:00:00Z,609
2021-02-22T00:00:00Z,635
2021-02-21T00:00:00Z,602
2021-02-20T00:00:00Z,690
2021-02-19T00:00:00Z,615
2021-02-18T00:00:00Z,609
2021-02-17T00:00:00Z,609
2021-02-16T00:00:00Z,578
2021-02-15T00:00:00Z,599
2021-02-14T00:00:00Z,772
2021-02-13T00:00:00Z,487
2021-02-12T00:00:00Z,494
2021-02-11T00:00:00Z,462
2021-02-10T00:00:00Z,580
2021-02-09T00:00:00Z,736
2021-02-08T00:00:00Z,740
2021-02-07T00:00:00Z,595
2021-02-06T00:00:00Z,685
2021-02-05T00:00:00Z,806
2021-02-04T00:00:00Z,559
2021-02-03T00:00:00Z,548
2021-02-02T00:00:00Z,562
2021-02-01T00:00:00Z,536
2021-01-31T00:00:00Z,504
2021-01-30T00:00:00Z,486
2021-01-29T00:00:00Z,623
2021-01-28T00:00:00Z,506
2021-01-27T00:00:00Z,530
2021-01-26T00:00:00Z,568
2021-01-25T00:00:00Z,574
2021-01-24T00:00:00Z,543
2021-01-23T00:00:00Z,544
2021-01-22T00:00:00Z,515
2021-01-21T00:00:00Z,566
2021-01-20T00:00:00Z,580
2021-01-19T00:00:00Z,574
2021-01-18T00:00:00Z,593
2021-01-17T00:00:00Z,541
2021-01-16T00:00:00Z,611
2021-01-15T00:00:00Z,563
2021-01-14T00:00:00Z,579
2021-01-13T00:00:00Z,508
2021-01-12T00:00:00Z,502
2021-01-11T00:00:00Z,621
2021-01-10T00:00:00Z,622
2021-01-09T00:00:00Z,584
2021-01-08T00:00:00Z,713
2021-01-07T00:00:00Z,720
2021-01-06T00:00:00Z,708
2021-01-05T00:00:00Z,640
2021-01-04T00:00:00Z,801
2021-01-03T00:00:00Z,739
2021-01-02T00:00:00Z,732
2021-01-01T00:00:00Z,870
2020-12-31T00:00:00Z,684
2020-12-30T00:00:00Z,882
2020-12-29T00:00:00Z,716
2020-12-28T00:00:00Z,849
2020-12-27T00:00:00Z,877
2020-12-26T00:00:00Z,770
2020-12-25T00:00:00Z,712
2020-12-24T00:00:00Z,647
2020-12-23T00:00:00Z,727
2020-12-22T00:00:00Z,705
2020-12-21T00:00:00Z,671
2020-12-20T00:00:00Z,776
2020-12-19T00:00:00Z,669
2020-12-18T00:00:00Z,659
2020-12-17T00:00:00Z,846
2020-12-16T00:00:00Z,800
2020-12-15T00:00:00Z,740
2020-12-14T00:00:00Z,698
2020-12-13T00:00:00Z,800
2020-12-12T00:00:00Z,572
2020-12-11T00:00:00Z,653
2020-12-10T00:00:00Z,573
2020-12-09T00:00:00Z,647
2020-12-08T00:00:00Z,648
2020-12-07T00:00:00Z,726
2020-12-06T00:00:00Z,714
2020-12-05T00:00:00Z,562
2020-12-04T00:00:00Z,707
2020-12-03T00:00:00Z,719
2020-12-02T00:00:00Z,590
2020-12-01T00:00:00Z,804
2020-11-30T00:00:00Z,743
2020-11-29T00:00:00Z,603
2020-11-28T00:00:00Z,731
2020-11-27T00:00:00Z,687
2020-11-26T00:00:00Z,721
2020-11-25T00:00:00Z,683
2020-11-24T00:00:00Z,775
2020-11-23T00:00:00Z,824
2020-11-22T00:00:00Z,883
2020-11-21T00:00:00Z,671
2020-11-20T00:00:00Z,726
2020-11-19T00:00:00Z,643
2020-11-18T00:00:00Z,782
2020-11-17T00:00:00Z,756
2020-11-16T00:00:00Z,776
2020-11-15T00:00:00Z,740
2020-11-14T00:00:00Z,629
2020-11-13T00:00:00Z,749
2020-11-12T00:00:00Z,718
2020-11-11T00:00:00Z,724
2020-11-10T00:00:00Z,724
2020-11-09T00:00:00Z,875
2020-11-08T00:00:00Z,847
2020-11-07T00:00:00Z,643
2020-11-06T00:00:00Z,965
2020-11-05T00:00:00Z,927
2020-11-04T00:00:00Z,935
2020-11-03T00:00:00Z,700
2020-11-02T00:00:00Z,674
2020-11-01T00:00:00Z,656
2020-10-31T00:00:00Z,652
2020-10-30T00:00:00Z,586
2020-10-29T00:00:00Z,588
2020-10-28T00:00:00Z,693
2020-10-27T00:00:00Z,747
2020-10-26T00:00:00Z,940
2020-10-25T00:00:00Z,690
2020-10-24T00:00:00Z,802
2020-10-23T00:00:00Z,601
2020-10-22T00:00:00Z,774
2020-10-21T00:00:00Z,869
2020-10-20T00:00:00Z,840
2020-10-19T00:00:00Z,689
2020-10-18T00:00:00Z,585
2020-10-17T00:00:00Z,625
2020-10-16T00:00:00Z,851
2020-10-15T00:00:00Z,812
2020-10-14T00:00:00Z,832
2020-10-13T00:00:00Z,725
2020-10-12T00:00:00Z,740
2020-10-11T00:00:00Z,703
2020-10-10T00:00:00Z,871
2020-10-09T00:00:00Z,795
2020-10-08T00:00:00Z,680
2020-10-07T00:00:00Z,651
2020-10-06T00:00:00Z,599
2020-10-05T00:00:00Z,654
2020-10-04T00:00:00Z,906
2020-10-03T00:00:00Z,600
2020-10-02T00:00:00Z,451
2020-10-01T00:00:00Z,514
2020-09-30T00:00:00Z,990
2020-09-29T00:00:00Z,624
2020-09-28T00:00:00Z,921
2020-09-27T00:00:00Z,983
2020-09-26T00:00:00Z,937
2020-09-25T00:00:00Z,863
2020-09-24T00:00:00Z,663
2020-09-23T00:00:00Z,618
2020-09-22T00:00:00Z,617
2020-09-21T00:00:00Z,705
2020-09-20T00:00:00Z,611
2020-09-19T00:00:00Z,681
2020-09-18T00:00:00Z,814
2020-09-17T00:00:00Z,852
2020-09-16T00:00:00Z,775
2020-09-15T00:00:00Z,687
2020-09-14T00:00:00Z,847
2020-09-13T00:00:00Z,763
2020-09-12T00:00:00Z,815
2020-09-11T00:00:00Z,753
2020-09-10T00:00:00Z,757
2020-09-09T00:00:00Z,778
2020-09-08T00:00:00Z,795
2020-09-07T00:00:00Z,1324
2020-09-06T00:00:00Z,889
2020-09-05T00:00:00Z,999
2020-09-04T00:00:00Z,729
2020-09-03T00:00:00Z,720
2020-09-02T00:00:00Z,769
2020-09-01T00:00:00Z,808
2020-08-31T00:00:00Z,792
2020-08-30T00:00:00Z,681
2020-08-29T00:00:00Z,669
2020-08-28T00:00:00Z,705
2020-08-27T00:00:00Z,685
2020-08-26T00:00:00Z,748
2020-08-25T00:00:00Z,735
2020-08-24T00:00:00Z,848
2020-08-23T00:00:00Z,796
2020-08-22T00:00:00Z,730
2020-08-21T00:00:00Z,848
2020-08-20T00:00:00Z,790
2020-08-19T00:00:00Z,861
2020-08-18T00:00:00Z,721
2020-08-17T00:00:00Z,728
2020-08-16T00:00:00Z,606
2020-08-15T00:00:00Z,674
2020-08-14T00:00:00Z,818
2020-08-13T00:00:00Z,772
2020-08-12T00:00:00Z,834
2020-08-11T00:00:00Z,872
2020-08-10T00:00:00Z,806
2020-08-09T00:00:00Z,813
2020-08-08T00:00:00Z,995
2020-08-07T00:00:00Z,917
2020-08-06T00:00:00Z,807
2020-08-05T00:00:00Z,876
2020-08-04T00:00:00Z,905
2020-08-03T00:00:00Z,810
2020-08-02T00:00:00Z,949
2020-08-01T00:00:00Z,729
2020-07-31T00:00:00Z,734
2020-07-30T00:00:00Z,684
2020-07-29T00:00:00Z,739
2020-07-28T00:00:00Z,665
2020-07-27T00:00:00Z,1202
2020-07-26T00:00:00Z,932
2020-07-25T00:00:00Z,765
2020-07-24T00:00:00Z,704
2020-07-23T00:00:00Z,592
2020-07-22T00:00:00Z,512
2020-07-21T00:00:00Z,546
2020-07-20T00:00:00Z,878
2020-07-19T00:00:00Z,693
2020-07-18T00:00:00Z,588
2020-07-17T00:00:00Z,574
2020-07-16T00:00:00Z,737
2020-07-15T00:00:00Z,846
2020-07-14T00:00:00Z,708
2020-07-13T00:00:00Z,778
2020-07-12T00:00:00Z,977
2020-07-11T00:00:00Z,1065
2020-07-10T00:00:00Z,1092
2020-07-09T00:00:00Z,1026
2020-07-08T00:00:00Z,1004
2020-07-07T00:00:00Z,742
2020-07-06T00:00:00Z,755
2020-07-05T00:00:00Z,735
2020-07-04T00:00:00Z,643
2020-07-03T00:00:00Z,788
2020-07-02T00:00:00Z,871
2020-07-01T00:00:00Z,791
2020-06-30T00:00:00Z,844
2020-06-29T00:00:00Z,692
2020-06-28T00:00:00Z,780
2020-06-27T00:00:00Z,619
2020-06-26T00:00:00Z,696
2020-06-25T00:00:00Z,590
2020-06-24T00:00:00Z,729
2020-06-23T00:00:00Z,807
2020-06-22T00:00:00Z,952
2020-06-21T00:00:00Z,1095
2020-06-20T00:00:00Z,877
2020-06-19T00:00:00Z,674
2020-06-18T00:00:00Z,610
2020-06-17T00:00:00Z,667
2020-06-16T00:00:00Z,622
2020-06-15T00:00:00Z,512
2020-06-14T00:00:00Z,612
2020-06-13T00:00:00Z,805
2020-06-12T00:00:00Z,854
2020-06-11T00:00:00Z,804
2020-06-10T00:00:00Z,719
2020-06-09T00:00:00Z,832
2020-06-08T00:00:00Z,753
2020-06-07T00:00:00Z,576
2020-06-06T00:00:00Z,990
2020-06-05T00:00:00Z,867
2020-06-04T00:00:00Z,736
2020-06-03T00:00:00Z,609
2020-06-02T00:00:00Z,746
2020-06-01T00:00:00Z,675
2020-05-31T00:00:00Z,632
2020-05-30T00:00:00Z,1201
2020-05-29T00:00:00Z,1091
2020-05-28T00:00:00Z,734
2020-05-27T00:00:00Z,578
2020-05-26T00:00:00Z,616
2020-05-25T00:00:00Z,595
2020-05-24T00:00:00Z,626
2020-05-23T00:00:00Z,428
2020-05-22T00:00:00Z,512
2020-05-21T00:00:00Z,396
2020-05-20T00:00:00Z,455
2020-05-19T00:00:00Z,521
2020-05-18T00:00:00Z,544
2020-05-17T00:00:00Z,550
2020-05-16T00:00:00Z,482
2020-05-15T00:00:00Z,647
2020-05-14T00:00:00Z,622
2020-05-13T00:00:00Z,695
2020-05-12T00:00:00Z,742
2020-05-11T00:00:00Z,961
2020-05-10T00:00:00Z,796
2020-05-09T00:00:00Z,752
2020-05-08T00:00:00Z,895
2020-05-07T00:00:00Z,877
2020-05-06T00:00:00Z,922
2020-05-05T00:00:00Z,741
2020-05-04T00:00:00Z,643
2020-05-03T00:00:00Z,1038
2020-05-02T00:00:00Z,629
2020-05-01T00:00:00Z,994
2020-04-30T00:00:00Z,771
2020-04-29T00:00:00Z,1137
2020-04-28T00:00:00Z,1246
2020-04-27T00:00:00Z,1224
2020-04-26T00:00:00Z,1096
2020-04-25T00:00:00Z,1283
2020-04-24T00:00:00Z,1095
2020-04-23T00:00:00Z,1150
2020-04-22T00:00:00Z,975
2020-04-21T00:00:00Z,1097
2020-04-20T00:00:00Z,1355
2020-04-19T00:00:00Z,1148
2020-04-18T00:00:00Z,1376
2020-04-17T00:00:00Z,1097
2020-04-16T00:00:00Z,1262
2020-04-15T00:00:00Z,1116
2020-04-14T00:00:00Z,1105
2020-04-13T00:00:00Z,1006
2020-04-12T00:00:00Z,950
2020-04-11T00:00:00Z,966
2020-04-10T00:00:00Z,1093
2020-04-09T00:00:00Z,940
2020-04-08T00:00:00Z,994
2020-04-07T00:00:00Z,1223
2020-04-06T00:00:00Z,964
2020-04-05T00:00:00Z,1108
2020-04-04T00:00:00Z,944
2020-04-03T00:00:00Z,1152
2020-04-02T00:00:00Z,1317
2020-04-01T00:00:00Z,1242
2020-03-31T00:00:00Z,1262
2020-03-30T00:00:00Z,1078
2020-03-29T00:00:00Z,1114
2020-03-28T00:00:00Z,1053
2020-03-27T00:00:00Z,1200
2020-03-26T00:00:00Z,1378
2020-03-25T00:00:00Z,899
2020-03-24T00:00:00Z,1390
2020-03-23T00:00:00Z,808
2020-03-22T00:00:00Z,594
2020-03-21T00:00:00Z,667
2020-03-20T00:00:00Z,875
2020-03-19T00:00:00Z,818
2020-03-18T00:00:00Z,945
2020-03-17T00:00:00Z,1453
2020-03-16T00:00:00Z,1498
2020-03-15T00:00:00Z,1151
2020-03-14T00:00:00Z,993
2020-03-13T00:00:00Z,1657
2020-03-12T00:00:00Z,1615
2020-03-11T00:00:00Z,1356
2020-03-10T00:00:00Z,1792
2020-03-09T00:00:00Z,1517
2020-03-08T00:00:00Z,1149
2020-03-07T00:00:00Z,1303
2020-03-06T00:00:00Z,1314
2020-03-05T00:00:00Z,1360
2020-03-04T00:00:00Z,1638
2020-03-03T00:00:00Z,1537
2020-03-02T00:00:00Z,1692
2020-03-01T00:00:00Z,1638
2020-02-29T00:00:00Z,1672
2020-02-28T00:00:00Z,1788
2020-02-27T00:00:00Z,1626
2020-02-26T00:00:00Z,1906
2020-02-25T00:00:00Z,1495
2020-02-24T00:00:00Z,1789
2020-02-23T00:00:00Z,1605
2020-02-22T00:00:00Z,1321
2020-02-21T00:00:00Z,1566
2020-02-20T00:00:00Z,1286
2020-02-19T00:00:00Z,1321
2020-02-18T00:00:00Z,1314
2020-02-17T00:00:00Z,1168
2020-02-16T00:00:00Z,1064
2020-02-15T00:00:00Z,1006
2020-02-14T00:00:00Z,1012
2020-02-13T00:00:00Z,1355
2020-02-12T00:00:00Z,1104
2020-02-11T00:00:00Z,1219
2020-02-10T00:00:00Z,1097
2020-02-09T00:00:00Z,981
2020-02-08T00:00:00Z,999
2020-02-07T00:00:00Z,959
2020-02-06T00:00:00Z,949
2020-02-05T00:00:00Z,1034
2020-02-04T00:00:00Z,897
2020-02-03T00:00:00Z,1004
2020-02-02T00:00:00Z,872
2020-02-01T00:00:00Z,728
2020-01-31T00:00:00Z,809
2020-01-30T00:00:00Z,745
2020-01-29T00:00:00Z,820
2020-01-28T00:00:00Z,970
2020-01-27T00:00:00Z,593
2020-01-26T00:00:00Z,590
2020-01-25T00:00:00Z,569
2020-01-24T00:00:00Z,959
2020-01-23T00:00:00Z,1439
2020-01-22T00:00:00Z,1715
2020-01-21T00:00:00Z,929
2020-01-20T00:00:00Z,893
2020-01-19T00:00:00Z,864
2020-01-18T00:00:00Z,630
2020-01-17T00:00:00Z,910
2020-01-16T00:00:00Z,1051
2020-01-15T00:00:00Z,1073
2020-01-14T00:00:00Z,1014
2020-01-13T00:00:00Z,850
2020-01-12T00:00:00Z,637
2020-01-11T00:00:00Z,713
2020-01-10T00:00:00Z,958
2020-01-09T00:00:00Z,1058
2020-01-08T00:00:00Z,898
2020-01-07T00:00:00Z,1084
2020-01-06T00:00:00Z,883
2020-01-05T00:00:00Z,693
2020-01-04T00:00:00Z,696
2020-01-03T00:00:00Z,726
2020-01-02T00:00:00Z,930
2020-01-01T00:00:00Z,601
2019-12-31T00:00:00Z,842
2019-12-30T00:00:00Z,812
2019-12-29T00:00:00Z,645
2019-12-28T00:00:00Z,800
2019-12-27T00:00:00Z,703
2019-12-26T00:00:00Z,657
2019-12-25T00:00:00Z,787
2019-12-24T00:00:00Z,770
2019-12-23T00:00:00Z,897
2019-12-22T00:00:00Z,588
2019-12-21T00:00:00Z,572
2019-12-20T00:00:00Z,770
2019-12-19T00:00:00Z,932
2019-12-18T00:00:00Z,982
2019-12-17T00:00:00Z,906
2019-12-16T00:00:00Z,954
2019-12-15T00:00:00Z,714
2019-12-14T00:00:00Z,737
2019-12-13T00:00:00Z,920
2019-12-12T00:00:00Z,937
2019-12-11T00:00:00Z,992
2019-12-10T00:00:00Z,1054
2019-12-09T00:00:00Z,907
2019-12-08T00:00:00Z,814
2019-12-07T00:00:00Z,853
2019-12-06T00:00:00Z,902
2019-12-05T00:00:00Z,924
2019-12-04T00:00:00Z,896
2019-12-03T00:00:00Z,970
2019-12-02T00:00:00Z,1109
2019-12-01T00:00:00Z,864
2019-11-30T00:00:00Z,839
2019-11-29T00:00:00Z,922
2019-11-28T00:00:00Z,945
2019-11-27T00:00:00Z,1208
2019-11-26T00:00:00Z,1018
2019-11-25T00:00:00Z,1086
2019-11-24T00:00:00Z,741
2019-11-23T00:00:00Z,708
2019-11-22T00:00:00Z,995
2019-11-21T00:00:00Z,927
2019-11-20T00:00:00Z,932
2019-11-19T00:00:00Z,1015
2019-11-18T00:00:00Z,989
2019-11-17T00:00:00Z,775
2019-11-16T00:00:00Z,980
2019-11-15T00:00:00Z,998
2019-11-14T00:00:00Z,1054
2019-11-13T00:00:00Z,1046
2019-11-12T00:00:00Z,939
2019-11-11T00:00:00Z,1028
2019-11-10T00:00:00Z,939
2019-11-09T00:00:00Z,914
2019-11-08T00:00:00Z,896
2019-11-07T00:00:00Z,1033
2019-11-06T00:00:00Z,1010
2019-11-05T00:00:00Z,1044
2019-11-04T00:00:00Z,949
2019-11-03T00:00:00Z,800
2019-11-02T00:00:00Z,899
2019-11-01T00:00:00Z,921
2019-10-31T00:00:00Z,932
2019-10-30T00:00:00Z,858
2019-10-29T00:00:00Z,909
2019-10-28T00:00:00Z,989
2019-10-27T00:00:00Z,850
2019-10-26T00:00:00Z,1109
2019-10-25T00:00:00Z,1035
2019-10-24T00:00:00Z,882
2019-10-23T00:00:00Z,968
2019-10-22T00:00:00Z,1008
2019-10-21T00:00:00Z,1018
2019-10-20T00:00:00Z,841
2019-10-19T00:00:00Z,808
2019-10-18T00:00:00Z,875
2019-10-17T00:00:00Z,942
2019-10-16T00:00:00Z,926
2019-10-15T00:00:00Z,1467
2019-10-14T00:00:00Z,918
2019-10-13T00:00:00Z,663
2019-10-12T00:00:00Z,751
2019-10-11T00:00:00Z,861
2019-10-10T00:00:00Z,946
2019-10-09T00:00:00Z,876
2019-10-08T00:00:00Z,824
2019-10-07T00:00:00Z,798
2019-10-06T00:00:00Z,663
2019-10-05T00:00:00Z,704
2019-10-04T00:00:00Z,682
2019-10-03T00:00:00Z,645
2019-10-02T00:00:00Z,754
2019-10-01T00:00:00Z,820
2019-09-30T00:00:00Z,911
2019-09-29T00:00:00Z,849
2019-09-28T00:00:00Z,873
2019-09-27T00:00:00Z,969
2019-09-26T00:00:00Z,1100
2019-09-25T00:00:00Z,1447
2019-09-24T00:00:00Z,1144
2019-09-23T00:00:00Z,1138
2019-09-22T00:00:00Z,726
