Datetime,Exchange to Miner Flow (Total)
2024-07-11T00:00:00Z,2016.58163436
2024-07-10T00:00:00Z,2467.55566901
2024-07-09T00:00:00Z,2324.97030658
2024-07-08T00:00:00Z,2278.83114789
2024-07-07T00:00:00Z,1631.36700166
2024-07-06T00:00:00Z,1096.60070686
2024-07-05T00:00:00Z,4997.26343393
2024-07-04T00:00:00Z,3267.43390318
2024-07-03T00:00:00Z,1124.18032902
2024-07-02T00:00:00Z,1959.76461718
2024-07-01T00:00:00Z,2284.24304213
2024-06-30T00:00:00Z,1444.82141081
2024-06-29T00:00:00Z,1090.24935654
2024-06-28T00:00:00Z,1907.11698551
2024-06-27T00:00:00Z,2517.61250282
2024-06-26T00:00:00Z,3551.15383994
2024-06-25T00:00:00Z,3159.25099203
2024-06-24T00:00:00Z,3825.63142114
2024-06-23T00:00:00Z,956.72348307
2024-06-22T00:00:00Z,847.78721802
2024-06-21T00:00:00Z,1327.88743727
2024-06-20T00:00:00Z,1832.37393341
2024-06-19T00:00:00Z,1836.71757349
2024-06-18T00:00:00Z,2409.84763248
2024-06-17T00:00:00Z,3823.88363283
2024-06-16T00:00:00Z,1055.28770797
2024-06-15T00:00:00Z,1205.0970048
2024-06-14T00:00:00Z,3229.81067108
2024-06-13T00:00:00Z,2887.51212267
2024-06-12T00:00:00Z,3207.69415092
2024-06-11T00:00:00Z,3533.41342339
2024-06-10T00:00:00Z,1345.67403268
2024-06-09T00:00:00Z,876.93077843
2024-06-08T00:00:00Z,909.96731131
2024-06-07T00:00:00Z,1636.43512895
2024-06-06T00:00:00Z,2682.11103942
2024-06-05T00:00:00Z,3227.50369507
2024-06-04T00:00:00Z,1997.59067858
2024-06-03T00:00:00Z,2669.60761361
2024-06-02T00:00:00Z,606.97980076
2024-06-01T00:00:00Z,780.22000714
2024-05-31T00:00:00Z,2172.99493227
2024-05-30T00:00:00Z,1940.8372551
2024-05-29T00:00:00Z,1516.65122508
2024-05-28T00:00:00Z,2601.45447237
2024-05-27T00:00:00Z,1086.23235349
2024-05-26T00:00:00Z,895.6373868
2024-05-25T00:00:00Z,1000.90361127
2024-05-24T00:00:00Z,1049.28304614
2024-05-23T00:00:00Z,2500.80266001
2024-05-22T00:00:00Z,2283.29059389
2024-05-21T00:00:00Z,5341.67181861
2024-05-20T00:00:00Z,3554.91808347
2024-05-19T00:00:00Z,1277.30877145
2024-05-18T00:00:00Z,1096.13050987
2024-05-17T00:00:00Z,3082.79924235
2024-05-16T00:00:00Z,2644.99669777
2024-05-15T00:00:00Z,3122.37100245
2024-05-14T00:00:00Z,2124.78675421
2024-05-13T00:00:00Z,1960.11102169
2024-05-12T00:00:00Z,1921.81454908
2024-05-11T00:00:00Z,624.05534136
2024-05-10T00:00:00Z,2630.7209709
2024-05-09T00:00:00Z,1521.26275918
2024-05-08T00:00:00Z,1859.9974371
2024-05-07T00:00:00Z,2281.0617806
2024-05-06T00:00:00Z,2484.1570919
2024-05-05T00:00:00Z,585.43121698
2024-05-04T00:00:00Z,1522.99951012
2024-05-03T00:00:00Z,2628.04563058
2024-05-02T00:00:00Z,2251.28149153
2024-05-01T00:00:00Z,2952.91511163
2024-04-30T00:00:00Z,5807.33606783
2024-04-29T00:00:00Z,2342.97047322
2024-04-28T00:00:00Z,1731.90808738
2024-04-27T00:00:00Z,1106.12224531
2024-04-26T00:00:00Z,2289.63714335
2024-04-25T00:00:00Z,1073.98029494
2024-04-24T00:00:00Z,2317.84836539
2024-04-23T00:00:00Z,2068.7861302
2024-04-22T00:00:00Z,2039.1658567
2024-04-21T00:00:00Z,819.72474775
2024-04-20T00:00:00Z,948.03126824
2024-04-19T00:00:00Z,3843.0600314
2024-04-18T00:00:00Z,18976.91066318
2024-04-17T00:00:00Z,3070.76442494
2024-04-16T00:00:00Z,3233.50975845
2024-04-15T00:00:00Z,3539.85170355
2024-04-14T00:00:00Z,3386.29741808
2024-04-13T00:00:00Z,2222.98907284
2024-04-12T00:00:00Z,4328.39892359
2024-04-11T00:00:00Z,2691.08839345
2024-04-10T00:00:00Z,2899.20427043
2024-04-09T00:00:00Z,3855.84824795
2024-04-08T00:00:00Z,3812.93878438
2024-04-07T00:00:00Z,1236.92131001
2024-04-06T00:00:00Z,1617.53108916
2024-04-05T00:00:00Z,2766.43995513
2024-04-04T00:00:00Z,3454.67116917
2024-04-03T00:00:00Z,1398.84068013
2024-04-02T00:00:00Z,4327.68689873
2024-04-01T00:00:00Z,2332.26010665
2024-03-31T00:00:00Z,1476.74380271
2024-03-30T00:00:00Z,1361.56507716
2024-03-29T00:00:00Z,2026.4319019
2024-03-28T00:00:00Z,3540.84456843
2024-03-27T00:00:00Z,3453.10867109
2024-03-26T00:00:00Z,2282.94147188
2024-03-25T00:00:00Z,4256.60004846
2024-03-24T00:00:00Z,1818.46227832
2024-03-23T00:00:00Z,1531.62101455
2024-03-22T00:00:00Z,4424.01572734
2024-03-21T00:00:00Z,5473.58125327
2024-03-20T00:00:00Z,3421.85834272
2024-03-19T00:00:00Z,7606.52625692
2024-03-18T00:00:00Z,2898.62507242
2024-03-17T00:00:00Z,2214.16041182
2024-03-16T00:00:00Z,1803.62302417
2024-03-15T00:00:00Z,3175.6830321
2024-03-14T00:00:00Z,5675.47842459
2024-03-13T00:00:00Z,2669.88101919
2024-03-12T00:00:00Z,3700.56515757
2024-03-11T00:00:00Z,4840.72920238
2024-03-10T00:00:00Z,1806.44137853
2024-03-09T00:00:00Z,1585.42479065
2024-03-08T00:00:00Z,2849.73502276
2024-03-07T00:00:00Z,3262.64099758
2024-03-06T00:00:00Z,4245.04577393
2024-03-05T00:00:00Z,6915.84110805
2024-03-04T00:00:00Z,3837.9275217
2024-03-03T00:00:00Z,2045.05048751
2024-03-02T00:00:00Z,2250.58532195
2024-03-01T00:00:00Z,3143.86765466
2024-02-29T00:00:00Z,4633.48275092
2024-02-28T00:00:00Z,6259.6540632
2024-02-27T00:00:00Z,4145.58660377
2024-02-26T00:00:00Z,3111.34297156
2024-02-25T00:00:00Z,1114.89055569
2024-02-24T00:00:00Z,978.45020671
2024-02-23T00:00:00Z,1773.40555756
2024-02-22T00:00:00Z,2305.57095986
2024-02-21T00:00:00Z,2873.64291279
2024-02-20T00:00:00Z,2601.26144729
2024-02-19T00:00:00Z,2095.25715414
2024-02-18T00:00:00Z,1390.99109345
2024-02-17T00:00:00Z,1672.62256217
2024-02-16T00:00:00Z,1998.57788808
2024-02-15T00:00:00Z,3374.99879063
2024-02-14T00:00:00Z,2725.56569885
2024-02-13T00:00:00Z,1885.69104376
2024-02-12T00:00:00Z,2936.84777125
2024-02-11T00:00:00Z,2195.95405598
2024-02-10T00:00:00Z,2303.62174142
2024-02-09T00:00:00Z,3462.29482186
2024-02-08T00:00:00Z,3390.20196828
2024-02-07T00:00:00Z,3699.1168822
2024-02-06T00:00:00Z,1855.58944525
2024-02-05T00:00:00Z,2648.84704708
2024-02-04T00:00:00Z,1305.66241466
2024-02-03T00:00:00Z,1138.2875659
2024-02-02T00:00:00Z,1957.32372141
2024-02-01T00:00:00Z,3460.24471568
2024-01-31T00:00:00Z,2916.24208033
2024-01-30T00:00:00Z,2237.50734748
2024-01-29T00:00:00Z,1847.6484611
2024-01-28T00:00:00Z,1305.38932182
2024-01-27T00:00:00Z,1023.81327585
2024-01-26T00:00:00Z,3098.087122
2024-01-25T00:00:00Z,1898.56349475
2024-01-24T00:00:00Z,2415.876272
2024-01-23T00:00:00Z,2947.59368276
2024-01-22T00:00:00Z,3041.08670504
2024-01-21T00:00:00Z,649.60554891
2024-01-20T00:00:00Z,990.92312359
2024-01-19T00:00:00Z,2325.2313161
2024-01-18T00:00:00Z,2305.41958338
2024-01-17T00:00:00Z,2856.18304411
2024-01-16T00:00:00Z,2711.15211956
2024-01-15T00:00:00Z,3424.84152917
2024-01-14T00:00:00Z,1385.50232474
2024-01-13T00:00:00Z,2096.20209356
2024-01-12T00:00:00Z,6559.57557824
2024-01-11T00:00:00Z,6711.44485653
2024-01-10T00:00:00Z,3365.27840477
2024-01-09T00:00:00Z,3105.65919163
2024-01-08T00:00:00Z,3304.71623624
2024-01-07T00:00:00Z,1467.02460642
2024-01-06T00:00:00Z,1251.54049213
2024-01-05T00:00:00Z,2611.52696772
2024-01-04T00:00:00Z,2985.7321375
2024-01-03T00:00:00Z,4110.19822406
2024-01-02T00:00:00Z,3599.9667053
2024-01-01T00:00:00Z,2146.30043664
2023-12-31T00:00:00Z,2834.76813822
2023-12-30T00:00:00Z,1708.34289044
2023-12-29T00:00:00Z,2741.80227402
2023-12-28T00:00:00Z,2209.3909661
2023-12-27T00:00:00Z,1315.27458191
2023-12-26T00:00:00Z,2614.43971464
2023-12-25T00:00:00Z,1585.16092937
2023-12-24T00:00:00Z,1119.34447074
2023-12-23T00:00:00Z,1297.93529219
2023-12-22T00:00:00Z,2099.4405035
2023-12-21T00:00:00Z,2726.63813404
2023-12-20T00:00:00Z,3413.33226457
2023-12-19T00:00:00Z,3570.45775855
2023-12-18T00:00:00Z,4068.42611577
2023-12-17T00:00:00Z,1566.25082406
2023-12-16T00:00:00Z,1302.56565721
2023-12-15T00:00:00Z,2008.84905987
2023-12-14T00:00:00Z,1765.17760928
2023-12-13T00:00:00Z,1791.3516048
2023-12-12T00:00:00Z,3014.04873944
2023-12-11T00:00:00Z,5644.50095069
2023-12-10T00:00:00Z,1141.32196399
2023-12-09T00:00:00Z,1439.05551442
2023-12-08T00:00:00Z,3322.39198922
2023-12-07T00:00:00Z,1863.91280021
2023-12-06T00:00:00Z,3293.80664403
2023-12-05T00:00:00Z,2647.53300314
2023-12-04T00:00:00Z,5252.04019414
2023-12-03T00:00:00Z,1768.85479262
2023-12-02T00:00:00Z,1957.55686477
2023-12-01T00:00:00Z,2892.2771985
2023-11-30T00:00:00Z,2402.11112099
2023-11-29T00:00:00Z,2343.38249875
2023-11-28T00:00:00Z,2243.9942879
2023-11-27T00:00:00Z,2093.33506357
2023-11-26T00:00:00Z,1301.89074278
2023-11-25T00:00:00Z,930.73006391
2023-11-24T00:00:00Z,1703.75714431
2023-11-23T00:00:00Z,983.04949403
2023-11-22T00:00:00Z,2438.85287601
2023-11-21T00:00:00Z,2032.53277812
2023-11-20T00:00:00Z,2313.72580836
2023-11-19T00:00:00Z,1138.9833616
2023-11-18T00:00:00Z,940.90161429
2023-11-17T00:00:00Z,2479.84734748
2023-11-16T00:00:00Z,3032.47125425
2023-11-15T00:00:00Z,2551.99361464
2023-11-14T00:00:00Z,3104.24165557
2023-11-13T00:00:00Z,1909.14490445
2023-11-12T00:00:00Z,1133.82704886
2023-11-11T00:00:00Z,1087.42576179
2023-11-10T00:00:00Z,2542.30406393
2023-11-09T00:00:00Z,4093.91479115
2023-11-08T00:00:00Z,2266.89169612
2023-11-07T00:00:00Z,1894.74609063
2023-11-06T00:00:00Z,2051.19357875
2023-11-05T00:00:00Z,1178.09618185
2023-11-04T00:00:00Z,1961.51259294
2023-11-03T00:00:00Z,3585.44250093
2023-11-02T00:00:00Z,3442.61206772
2023-11-01T00:00:00Z,3054.7672733
2023-10-31T00:00:00Z,2397.2979228
2023-10-30T00:00:00Z,1931.91272571
2023-10-29T00:00:00Z,1197.53043475
2023-10-28T00:00:00Z,1634.50559479
2023-10-27T00:00:00Z,4724.21844657
2023-10-26T00:00:00Z,2722.19698705
2023-10-25T00:00:00Z,2288.86126333
2023-10-24T00:00:00Z,7880.63231684
2023-10-23T00:00:00Z,4946.07718157
2023-10-22T00:00:00Z,1894.86884497
2023-10-21T00:00:00Z,2612.36212851
2023-10-20T00:00:00Z,5223.51951389
2023-10-19T00:00:00Z,3018.87324755
2023-10-18T00:00:00Z,3320.84800127
2023-10-17T00:00:00Z,2811.89894218
2023-10-16T00:00:00Z,4404.57822426
2023-10-15T00:00:00Z,1608.19540084
2023-10-14T00:00:00Z,878.12911661
2023-10-13T00:00:00Z,1128.37219624
2023-10-12T00:00:00Z,2482.09314166
2023-10-11T00:00:00Z,4353.26733192
2023-10-10T00:00:00Z,1712.35848565
2023-10-09T00:00:00Z,2485.56914907
2023-10-08T00:00:00Z,684.80094349
2023-10-07T00:00:00Z,899.45444991
2023-10-06T00:00:00Z,1513.12107681
2023-10-05T00:00:00Z,1220.43780576
2023-10-04T00:00:00Z,1570.21469016
2023-10-03T00:00:00Z,1832.51717973
2023-10-02T00:00:00Z,2595.43786679
2023-10-01T00:00:00Z,1353.13507694
2023-09-30T00:00:00Z,713.31595705
2023-09-29T00:00:00Z,1584.68667112
2023-09-28T00:00:00Z,5817.88157155
2023-09-27T00:00:00Z,2193.80454801
2023-09-26T00:00:00Z,1863.30989417
2023-09-25T00:00:00Z,2053.87963069
2023-09-24T00:00:00Z,518.82063308
2023-09-23T00:00:00Z,476.17994708
2023-09-22T00:00:00Z,1956.01041501
2023-09-21T00:00:00Z,2077.14835232
2023-09-20T00:00:00Z,1248.98634019
2023-09-19T00:00:00Z,1367.44054505
2023-09-18T00:00:00Z,1742.78828184
2023-09-17T00:00:00Z,672.01683389
2023-09-16T00:00:00Z,463.36307304
2023-09-15T00:00:00Z,1484.99525888
2023-09-14T00:00:00Z,1572.8502771
2023-09-13T00:00:00Z,1396.70052191
2023-09-12T00:00:00Z,2089.947091
2023-09-11T00:00:00Z,1329.06447291
2023-09-10T00:00:00Z,852.35864253
2023-09-09T00:00:00Z,409.91117384
2023-09-08T00:00:00Z,1472.22496553
2023-09-07T00:00:00Z,1779.77642147
2023-09-06T00:00:00Z,1852.11920771
2023-09-05T00:00:00Z,1913.57685103
2023-09-04T00:00:00Z,1294.61921075
2023-09-03T00:00:00Z,887.22373172
2023-09-02T00:00:00Z,1282.30458554
2023-09-01T00:00:00Z,4020.77758486
2023-08-31T00:00:00Z,2582.73021494
2023-08-30T00:00:00Z,2011.28376339
2023-08-29T00:00:00Z,2086.72959641
2023-08-28T00:00:00Z,683.33166114
2023-08-27T00:00:00Z,531.05066453
2023-08-26T00:00:00Z,400.70840832
2023-08-25T00:00:00Z,1692.13443022
2023-08-24T00:00:00Z,1093.10653722
2023-08-23T00:00:00Z,876.63032511
2023-08-22T00:00:00Z,1921.23871233
2023-08-21T00:00:00Z,1251.75139114
2023-08-20T00:00:00Z,743.68990997
2023-08-19T00:00:00Z,1015.22509351
2023-08-18T00:00:00Z,4392.91164928
2023-08-17T00:00:00Z,6936.25104993
2023-08-16T00:00:00Z,5553.70433252
2023-08-15T00:00:00Z,4276.11582341
2023-08-14T00:00:00Z,4928.35842278
2023-08-13T00:00:00Z,3137.43761756
2023-08-12T00:00:00Z,3616.84124865
2023-08-11T00:00:00Z,3798.4889787
2023-08-10T00:00:00Z,4090.23566884
2023-08-09T00:00:00Z,3520.54360785
2023-08-08T00:00:00Z,3729.30325362
2023-08-07T00:00:00Z,4276.58398004
2023-08-06T00:00:00Z,3529.38461077
2023-08-05T00:00:00Z,4003.65497301
2023-08-04T00:00:00Z,3617.94933227
2023-08-03T00:00:00Z,4209.89515824
2023-08-02T00:00:00Z,4669.56650312
2023-08-01T00:00:00Z,5691.03835732
2023-07-31T00:00:00Z,4399.06070962
2023-07-30T00:00:00Z,3802.27613805
2023-07-29T00:00:00Z,3139.32695244
2023-07-28T00:00:00Z,4601.44961401
2023-07-27T00:00:00Z,4194.9744188
2023-07-26T00:00:00Z,4531.63396056
2023-07-25T00:00:00Z,3429.64317481
2023-07-24T00:00:00Z,5594.30344547
2023-07-23T00:00:00Z,1134.96589566
2023-07-22T00:00:00Z,522.98282607
2023-07-21T00:00:00Z,1541.31139418
2023-07-20T00:00:00Z,4447.2691881
2023-07-19T00:00:00Z,4247.74653473
2023-07-18T00:00:00Z,5803.31419146
2023-07-17T00:00:00Z,3430.69441649
2023-07-16T00:00:00Z,3256.10576063
2023-07-15T00:00:00Z,3976.53682818
2023-07-14T00:00:00Z,4143.57753675
2023-07-13T00:00:00Z,3591.157919
2023-07-12T00:00:00Z,3608.98224043
2023-07-11T00:00:00Z,3500.07943529
2023-07-10T00:00:00Z,4669.31102937
2023-07-09T00:00:00Z,4363.8887601
2023-07-08T00:00:00Z,4086.84430395
2023-07-07T00:00:00Z,4540.44239306
2023-07-06T00:00:00Z,3717.72233857
2023-07-05T00:00:00Z,4199.50780313
2023-07-04T00:00:00Z,3245.71327582
2023-07-03T00:00:00Z,3803.05962183
2023-07-02T00:00:00Z,3857.63293905
2023-07-01T00:00:00Z,3154.76723488
2023-06-30T00:00:00Z,4959.61321926
2023-06-29T00:00:00Z,4675.95384344
2023-06-28T00:00:00Z,3553.48298657
2023-06-27T00:00:00Z,3990.26260201
2023-06-26T00:00:00Z,4142.88830878
2023-06-25T00:00:00Z,5288.53838265
2023-06-24T00:00:00Z,3322.19279672
2023-06-23T00:00:00Z,5456.70104226
2023-06-22T00:00:00Z,4140.3768661
2023-06-21T00:00:00Z,6282.52381028
2023-06-20T00:00:00Z,4042.45254197
2023-06-19T00:00:00Z,2719.37504954
2023-06-18T00:00:00Z,3993.60024548
2023-06-17T00:00:00Z,3599.15221429
2023-06-16T00:00:00Z,5156.42988892
2023-06-15T00:00:00Z,3465.33103862
2023-06-14T00:00:00Z,1666.33714924
2023-06-13T00:00:00Z,1045.58335061
2023-06-12T00:00:00Z,923.78665069
2023-06-11T00:00:00Z,665.00865206
2023-06-10T00:00:00Z,1655.26505812
2023-06-09T00:00:00Z,1029.62553555
2023-06-08T00:00:00Z,1116.2703473
2023-06-07T00:00:00Z,1621.70760742
2023-06-06T00:00:00Z,2497.89928467
2023-06-05T00:00:00Z,1412.11229779
2023-06-04T00:00:00Z,803.43045289
2023-06-03T00:00:00Z,187.80211224
2023-06-02T00:00:00Z,1065.95942139
2023-06-01T00:00:00Z,778.38822651
2023-05-31T00:00:00Z,766.82624652
2023-05-30T00:00:00Z,429.00615216
2023-05-29T00:00:00Z,591.14789588
2023-05-28T00:00:00Z,928.18065173
2023-05-27T00:00:00Z,394.33770434
2023-05-26T00:00:00Z,450.26695894
2023-05-25T00:00:00Z,751.8297063
2023-05-24T00:00:00Z,1246.21397119
2023-05-23T00:00:00Z,2064.27206085
2023-05-22T00:00:00Z,653.62865547
2023-05-21T00:00:00Z,475.05978535
2023-05-20T00:00:00Z,392.96398645
2023-05-19T00:00:00Z,631.89071811
2023-05-18T00:00:00Z,478.19667789
2023-05-17T00:00:00Z,1153.94259887
2023-05-16T00:00:00Z,834.82800081
2023-05-15T00:00:00Z,381.49691804
2023-05-14T00:00:00Z,199.22599238
2023-05-13T00:00:00Z,320.24728824
2023-05-12T00:00:00Z,794.66594486
2023-05-11T00:00:00Z,313.70536418
2023-05-10T00:00:00Z,881.86152325
2023-05-09T00:00:00Z,536.41122275
2023-05-08T00:00:00Z,849.35674836
2023-05-07T00:00:00Z,572.3592238
2023-05-06T00:00:00Z,565.10122736
2023-05-05T00:00:00Z,351.09924586
2023-05-04T00:00:00Z,472.79489465
2023-05-03T00:00:00Z,493.20188583
2023-05-02T00:00:00Z,335.7324691
2023-05-01T00:00:00Z,469.09566033
2023-04-30T00:00:00Z,334.81213526
2023-04-29T00:00:00Z,242.38720897
2023-04-28T00:00:00Z,519.89992668
2023-04-27T00:00:00Z,396.553394
2023-04-26T00:00:00Z,396.55729499
2023-04-25T00:00:00Z,724.20704439
2023-04-24T00:00:00Z,639.31980336
2023-04-23T00:00:00Z,256.62861146
2023-04-22T00:00:00Z,368.56138574
2023-04-21T00:00:00Z,670.10689577
2023-04-20T00:00:00Z,930.19754777
2023-04-19T00:00:00Z,1142.02323549
2023-04-18T00:00:00Z,525.46782657
2023-04-17T00:00:00Z,446.62992115
2023-04-16T00:00:00Z,269.82048829
2023-04-15T00:00:00Z,209.17835159
2023-04-14T00:00:00Z,466.07439438
2023-04-13T00:00:00Z,327.02617005
2023-04-12T00:00:00Z,1018.92151343
2023-04-11T00:00:00Z,2873.47032624
2023-04-10T00:00:00Z,537.70683446
2023-04-09T00:00:00Z,209.94902335
2023-04-08T00:00:00Z,412.19805356
2023-04-07T00:00:00Z,294.82917067
2023-04-06T00:00:00Z,260.37469253
2023-04-05T00:00:00Z,687.60354906
2023-04-04T00:00:00Z,391.3683662
2023-04-03T00:00:00Z,581.23203576
2023-04-02T00:00:00Z,200.25400863
2023-04-01T00:00:00Z,223.51146443
2023-03-31T00:00:00Z,745.42194633
2023-03-30T00:00:00Z,961.81505897
2023-03-29T00:00:00Z,992.40261185
2023-03-28T00:00:00Z,512.69638077
2023-03-27T00:00:00Z,591.32917397
2023-03-26T00:00:00Z,102.42683055
2023-03-25T00:00:00Z,220.16409174
2023-03-24T00:00:00Z,796.17477517
2023-03-23T00:00:00Z,376.83398921
2023-03-22T00:00:00Z,2069.02789043
2023-03-21T00:00:00Z,914.94486552
2023-03-20T00:00:00Z,1327.37263652
2023-03-19T00:00:00Z,933.04611663
2023-03-18T00:00:00Z,1376.46058514
2023-03-17T00:00:00Z,2427.30785669
2023-03-16T00:00:00Z,1733.97738165
2023-03-15T00:00:00Z,3693.665464
2023-03-14T00:00:00Z,6104.19159258
2023-03-13T00:00:00Z,1659.82391986
2023-03-12T00:00:00Z,827.5534892
2023-03-11T00:00:00Z,1607.00215394
2023-03-10T00:00:00Z,1006.37837451
2023-03-09T00:00:00Z,2150.06276639
2023-03-08T00:00:00Z,674.59461769
2023-03-07T00:00:00Z,700.46799697
2023-03-06T00:00:00Z,418.07272221
2023-03-05T00:00:00Z,305.78870852
2023-03-04T00:00:00Z,220.59386578
2023-03-03T00:00:00Z,1156.428731
2023-03-02T00:00:00Z,337.69187376
2023-03-01T00:00:00Z,384.08209189
2023-02-28T00:00:00Z,574.07313333
2023-02-27T00:00:00Z,457.31139609
2023-02-26T00:00:00Z,214.41088654
2023-02-25T00:00:00Z,273.5385515
2023-02-24T00:00:00Z,1142.3368453
2023-02-23T00:00:00Z,776.69465322
2023-02-22T00:00:00Z,481.46933586
2023-02-21T00:00:00Z,1729.00619714
2023-02-20T00:00:00Z,415.74363345
2023-02-19T00:00:00Z,174.86928739
2023-02-18T00:00:00Z,164.97772389
2023-02-17T00:00:00Z,725.54417257
2023-02-16T00:00:00Z,743.78912408
2023-02-15T00:00:00Z,705.00359209
2023-02-14T00:00:00Z,368.85313367
2023-02-13T00:00:00Z,528.03343728
2023-02-12T00:00:00Z,263.63385932
2023-02-11T00:00:00Z,195.06642729
2023-02-10T00:00:00Z,594.58947662
2023-02-09T00:00:00Z,564.07220615
2023-02-08T00:00:00Z,530.15728033
2023-02-07T00:00:00Z,440.56743165
2023-02-06T00:00:00Z,450.33314386
2023-02-05T00:00:00Z,357.29654716
2023-02-04T00:00:00Z,403.31042825
2023-02-03T00:00:00Z,582.78244505
2023-02-02T00:00:00Z,842.70852467
2023-02-01T00:00:00Z,495.9737417
2023-01-31T00:00:00Z,329.76916346
2023-01-30T00:00:00Z,431.22250776
2023-01-29T00:00:00Z,242.20933822
2023-01-28T00:00:00Z,392.91535964
2023-01-27T00:00:00Z,455.80408837
2023-01-26T00:00:00Z,671.89522142
2023-01-25T00:00:00Z,707.89154209
2023-01-24T00:00:00Z,904.47393745
2023-01-23T00:00:00Z,675.6997681
2023-01-22T00:00:00Z,229.15889632
2023-01-21T00:00:00Z,915.68959474
2023-01-20T00:00:00Z,1184.1518642
2023-01-19T00:00:00Z,408.72972119
2023-01-18T00:00:00Z,631.35226192
2023-01-17T00:00:00Z,304.19630766
2023-01-16T00:00:00Z,386.72029421
2023-01-15T00:00:00Z,495.30286803
2023-01-14T00:00:00Z,1658.33558429
2023-01-13T00:00:00Z,676.18376158
2023-01-12T00:00:00Z,1670.00728715
2023-01-11T00:00:00Z,517.40991098
2023-01-10T00:00:00Z,615.78236829
2023-01-09T00:00:00Z,784.16941606
2023-01-08T00:00:00Z,299.64572703
2023-01-07T00:00:00Z,280.87603734
2023-01-06T00:00:00Z,536.40734573
2023-01-05T00:00:00Z,930.06439353
2023-01-04T00:00:00Z,830.30315347
2023-01-03T00:00:00Z,4003.38638402
2023-01-02T00:00:00Z,474.25250025
2023-01-01T00:00:00Z,411.78627712
2022-12-31T00:00:00Z,427.74383077
2022-12-30T00:00:00Z,584.22666677
2022-12-29T00:00:00Z,618.38218585
2022-12-28T00:00:00Z,716.77263872
2022-12-27T00:00:00Z,397.10560548
2022-12-26T00:00:00Z,429.98281914
2022-12-25T00:00:00Z,179.83087217
2022-12-24T00:00:00Z,180.01682053
2022-12-23T00:00:00Z,430.71459374
2022-12-22T00:00:00Z,535.95515969
2022-12-21T00:00:00Z,569.76497568
2022-12-20T00:00:00Z,912.00352021
2022-12-19T00:00:00Z,512.29479654
2022-12-18T00:00:00Z,293.73303751
2022-12-17T00:00:00Z,311.76268703
2022-12-16T00:00:00Z,712.88054697
2022-12-15T00:00:00Z,932.71772062
2022-12-14T00:00:00Z,998.39832562
2022-12-13T00:00:00Z,2102.05641149
2022-12-12T00:00:00Z,782.46243067
2022-12-11T00:00:00Z,497.83888406
2022-12-10T00:00:00Z,419.86757544
2022-12-09T00:00:00Z,618.11216929
2022-12-08T00:00:00Z,497.21975347
2022-12-07T00:00:00Z,567.84110552
2022-12-06T00:00:00Z,723.22925561
2022-12-05T00:00:00Z,535.16130469
2022-12-04T00:00:00Z,303.66760829
2022-12-03T00:00:00Z,324.72947029
2022-12-02T00:00:00Z,336.89194102
2022-12-01T00:00:00Z,653.43348724
2022-11-30T00:00:00Z,987.3056192
2022-11-29T00:00:00Z,1137.04716833
2022-11-28T00:00:00Z,979.35468951
2022-11-27T00:00:00Z,184.82284321
2022-11-26T00:00:00Z,291.68723176
2022-11-25T00:00:00Z,495.15925492
2022-11-24T00:00:00Z,338.32690304
2022-11-23T00:00:00Z,1058.98188684
2022-11-22T00:00:00Z,600.26260521
2022-11-21T00:00:00Z,839.26276273
2022-11-20T00:00:00Z,248.33730158
2022-11-19T00:00:00Z,383.53399933
2022-11-18T00:00:00Z,695.95442847
2022-11-17T00:00:00Z,650.88955257
2022-11-16T00:00:00Z,858.77922376
2022-11-15T00:00:00Z,2426.71233669
2022-11-14T00:00:00Z,1729.87032377
2022-11-13T00:00:00Z,911.31138436
2022-11-12T00:00:00Z,673.06193792
2022-11-11T00:00:00Z,2118.64868312
2022-11-10T00:00:00Z,4698.51106598
2022-11-09T00:00:00Z,2586.03358013
2022-11-08T00:00:00Z,1539.00655773
2022-11-07T00:00:00Z,1855.25811302
2022-11-06T00:00:00Z,271.42999286
2022-11-05T00:00:00Z,583.81108126
2022-11-04T00:00:00Z,445.64730934
2022-11-03T00:00:00Z,304.38162198
2022-11-02T00:00:00Z,284.60021161
2022-11-01T00:00:00Z,777.61099229
2022-10-31T00:00:00Z,129.97263192
2022-10-30T00:00:00Z,116.5281112
2022-10-29T00:00:00Z,317.14666271
2022-10-28T00:00:00Z,323.10537828
2022-10-27T00:00:00Z,168.39202655
2022-10-26T00:00:00Z,445.51405278
2022-10-25T00:00:00Z,186.08434646
2022-10-24T00:00:00Z,272.29393355
2022-10-23T00:00:00Z,179.65421294
2022-10-22T00:00:00Z,138.77597562
2022-10-21T00:00:00Z,634.01088619
2022-10-20T00:00:00Z,239.69008033
2022-10-19T00:00:00Z,357.58874715
2022-10-18T00:00:00Z,244.34201491
2022-10-17T00:00:00Z,157.05307187
2022-10-16T00:00:00Z,122.66714915
2022-10-15T00:00:00Z,161.20973552
2022-10-14T00:00:00Z,850.65209393
2022-10-13T00:00:00Z,515.67055694
2022-10-12T00:00:00Z,122.54292496
2022-10-11T00:00:00Z,345.88561883
2022-10-10T00:00:00Z,113.32003307
2022-10-09T00:00:00Z,109.94880271
2022-10-08T00:00:00Z,217.45172992
2022-10-07T00:00:00Z,225.54393972
2022-10-06T00:00:00Z,282.78845724
2022-10-05T00:00:00Z,265.28150163
