Datetime,Miner Reserve
2025-10-28T00:00:00Z,1807776.81220932
2025-10-27T00:00:00Z,1807808.2265026
2025-10-26T00:00:00Z,1807646.7173344
2025-10-25T00:00:00Z,1807591.31289289
2025-10-24T00:00:00Z,1807453.00736185
2025-10-23T00:00:00Z,1807366.45679865
2025-10-22T00:00:00Z,1807463.99446088
2025-10-21T00:00:00Z,1807721.17439743
2025-10-20T00:00:00Z,1807305.77988154
2025-10-19T00:00:00Z,1807110.69376999
2025-10-18T00:00:00Z,1807047.98763766
2025-10-17T00:00:00Z,1807361.04032278
2025-10-16T00:00:00Z,1806990.91794608
2025-10-15T00:00:00Z,1808185.68519873
2025-10-14T00:00:00Z,1807488.58252601
2025-10-13T00:00:00Z,1807770.91932414
2025-10-12T00:00:00Z,1807884.37972748
2025-10-11T00:00:00Z,1808968.04234474
2025-10-10T00:00:00Z,1810923.53253155
2025-10-09T00:00:00Z,1808551.09893418
2025-10-08T00:00:00Z,1808189.96253585
2025-10-07T00:00:00Z,1808309.99364553
2025-10-06T00:00:00Z,1806829.50131589
2025-10-05T00:00:00Z,1805305.92926094
2025-10-04T00:00:00Z,1805249.68222311
2025-10-03T00:00:00Z,1806427.01183072
2025-10-02T00:00:00Z,1805858.70590172
2025-10-01T00:00:00Z,1805493.20040942
2025-09-30T00:00:00Z,1805426.62527793
2025-09-29T00:00:00Z,1804735.15345923
2025-09-28T00:00:00Z,1805292.42723577
2025-09-27T00:00:00Z,1804628.22860061
2025-09-26T00:00:00Z,1804790.22890535
2025-09-25T00:00:00Z,1806482.14345062
2025-09-24T00:00:00Z,1806490.26717899
2025-09-23T00:00:00Z,1806434.91649423
2025-09-22T00:00:00Z,1806553.62186141
2025-09-21T00:00:00Z,1806438.08299613
2025-09-20T00:00:00Z,1806082.86814008
2025-09-19T00:00:00Z,1806086.70413918
2025-09-18T00:00:00Z,1805995.18413979
2025-09-17T00:00:00Z,1806584.18862835
2025-09-16T00:00:00Z,1806333.13583597
2025-09-15T00:00:00Z,1806325.77237767
2025-09-14T00:00:00Z,1808702.62904767
2025-09-13T00:00:00Z,1808172.76876394
2025-09-12T00:00:00Z,1809260.00037731
2025-09-11T00:00:00Z,1808862.52966812
2025-09-10T00:00:00Z,1808832.3956507
2025-09-09T00:00:00Z,1810442.10298247
2025-09-08T00:00:00Z,1809319.6195906
2025-09-07T00:00:00Z,1808610.25942183
2025-09-06T00:00:00Z,1808385.63757281
2025-09-05T00:00:00Z,1808501.12183739
2025-09-04T00:00:00Z,1808563.78983268
2025-09-03T00:00:00Z,1808645.05077658
2025-09-02T00:00:00Z,1808787.752332
2025-09-01T00:00:00Z,1808660.25736886
2025-08-31T00:00:00Z,1808050.34729535
2025-08-30T00:00:00Z,1807750.26219848
2025-08-29T00:00:00Z,1807819.5488236
2025-08-28T00:00:00Z,1807902.41333765
2025-08-27T00:00:00Z,1807794.68013385
2025-08-26T00:00:00Z,1807944.03338924
2025-08-25T00:00:00Z,1807923.59419532
2025-08-24T00:00:00Z,1807999.6264577
2025-08-23T00:00:00Z,1807697.75887531
2025-08-22T00:00:00Z,1809286.12076941
2025-08-21T00:00:00Z,1807780.94695221
2025-08-20T00:00:00Z,1807567.96801282
2025-08-19T00:00:00Z,1807639.14275377
2025-08-18T00:00:00Z,1807449.5213261
2025-08-17T00:00:00Z,1808433.41245949
2025-08-16T00:00:00Z,1808302.98358433
2025-08-15T00:00:00Z,1808292.88128714
2025-08-14T00:00:00Z,1807909.15655819
2025-08-13T00:00:00Z,1808615.24596853
2025-08-12T00:00:00Z,1808831.58288379
2025-08-11T00:00:00Z,1808888.94612963
2025-08-10T00:00:00Z,1810735.16608524
2025-08-09T00:00:00Z,1810591.69915704
2025-08-08T00:00:00Z,1810317.41284877
2025-08-07T00:00:00Z,1810328.53805174
2025-08-06T00:00:00Z,1809668.13763025
2025-08-05T00:00:00Z,1809418.63171579
2025-08-04T00:00:00Z,1809264.71277447
2025-08-03T00:00:00Z,1809060.21405674
2025-08-02T00:00:00Z,1809094.1311477
2025-08-01T00:00:00Z,1809446.48759084
2025-07-31T00:00:00Z,1809328.89638841
2025-07-30T00:00:00Z,1810550.38516371
2025-07-29T00:00:00Z,1810632.36322858
2025-07-28T00:00:00Z,1810648.26065394
2025-07-27T00:00:00Z,1810728.68258284
2025-07-26T00:00:00Z,1810717.81904971
2025-07-25T00:00:00Z,1811269.16825336
2025-07-24T00:00:00Z,1811166.49279336
2025-07-23T00:00:00Z,1810544.82928716
2025-07-22T00:00:00Z,1811645.50927314
2025-07-21T00:00:00Z,1811344.55821243
2025-07-20T00:00:00Z,1811537.77489737
2025-07-19T00:00:00Z,1811192.84460034
2025-07-18T00:00:00Z,1811299.31262802
2025-07-17T00:00:00Z,1810061.70169141
2025-07-16T00:00:00Z,1812240.12289099
2025-07-15T00:00:00Z,1810047.97741456
2025-07-14T00:00:00Z,1809730.10712741
2025-07-13T00:00:00Z,1809802.07853959
2025-07-12T00:00:00Z,1809467.26941632
2025-07-11T00:00:00Z,1809874.9918125
2025-07-10T00:00:00Z,1812354.75284842
2025-07-09T00:00:00Z,1810325.78758373
2025-07-08T00:00:00Z,1810674.82327456
2025-07-07T00:00:00Z,1810350.63994748
2025-07-06T00:00:00Z,1810078.22470742
2025-07-05T00:00:00Z,1809567.64622603
2025-07-04T00:00:00Z,1809471.85571504
2025-07-03T00:00:00Z,1809604.22748052
2025-07-02T00:00:00Z,1809339.25797317
2025-07-01T00:00:00Z,1809544.52394035
2025-06-30T00:00:00Z,1809467.76125464
2025-06-29T00:00:00Z,1809367.22677489
2025-06-28T00:00:00Z,1809419.74488416
2025-06-27T00:00:00Z,1809393.8356235
2025-06-26T00:00:00Z,1809509.94584893
2025-06-25T00:00:00Z,1809747.88829398
2025-06-24T00:00:00Z,1809569.52266002
2025-06-23T00:00:00Z,1810240.82232001
2025-06-22T00:00:00Z,1809956.5840158
2025-06-21T00:00:00Z,1810214.30688737
2025-06-20T00:00:00Z,1809735.3105523
2025-06-19T00:00:00Z,1809650.13760925
2025-06-18T00:00:00Z,1810054.70599399
2025-06-17T00:00:00Z,1810658.6865735
2025-06-16T00:00:00Z,1810969.25890351
2025-06-15T00:00:00Z,1809699.87715551
2025-06-14T00:00:00Z,1809635.05284452
2025-06-13T00:00:00Z,1811161.35977783
2025-06-12T00:00:00Z,1810119.40766148
2025-06-11T00:00:00Z,1810058.5958525
2025-06-10T00:00:00Z,1810081.49734417
2025-06-09T00:00:00Z,1810498.61924505
2025-06-08T00:00:00Z,1810086.7922368
2025-06-07T00:00:00Z,1809995.22837425
2025-06-06T00:00:00Z,1810032.2830353
2025-06-05T00:00:00Z,1810121.81528114
2025-06-04T00:00:00Z,1810103.3949276
2025-06-03T00:00:00Z,1811067.21639365
2025-06-02T00:00:00Z,1810126.59734881
2025-06-01T00:00:00Z,1810080.76501339
2025-05-31T00:00:00Z,1809274.06221574
2025-05-30T00:00:00Z,1809239.77654311
2025-05-29T00:00:00Z,1809429.730174
2025-05-28T00:00:00Z,1809252.53340066
2025-05-27T00:00:00Z,1809632.02361465
2025-05-26T00:00:00Z,1809248.51888486
2025-05-25T00:00:00Z,1809239.07984115
2025-05-24T00:00:00Z,1809350.46684691
2025-05-23T00:00:00Z,1809013.13453562
2025-05-22T00:00:00Z,1809830.39288381
2025-05-21T00:00:00Z,1811050.37793331
2025-05-20T00:00:00Z,1811370.257573
2025-05-19T00:00:00Z,1811009.22775353
2025-05-18T00:00:00Z,1812925.4321519
2025-05-17T00:00:00Z,1810619.71632025
2025-05-16T00:00:00Z,1810830.01113567
2025-05-15T00:00:00Z,1811623.24589366
2025-05-14T00:00:00Z,1811075.68393383
2025-05-13T00:00:00Z,1811142.43780835
2025-05-12T00:00:00Z,1811276.7659257
2025-05-11T00:00:00Z,1811057.81580345
2025-05-10T00:00:00Z,1811377.96158968
2025-05-09T00:00:00Z,1811044.17537255
2025-05-08T00:00:00Z,1811578.67840527
2025-05-07T00:00:00Z,1811357.9596771
2025-05-06T00:00:00Z,1811528.49047958
2025-05-05T00:00:00Z,1810938.61719586
2025-05-04T00:00:00Z,1810925.01182018
2025-05-03T00:00:00Z,1811235.556868
2025-05-02T00:00:00Z,1810720.3375836
2025-05-01T00:00:00Z,1810659.24957967
2025-04-30T00:00:00Z,1810238.01855604
2025-04-29T00:00:00Z,1810009.69257055
2025-04-28T00:00:00Z,1809843.06900479
2025-04-27T00:00:00Z,1810722.43213476
2025-04-26T00:00:00Z,1810836.30804845
2025-04-25T00:00:00Z,1810994.28127655
2025-04-24T00:00:00Z,1811107.24171302
2025-04-23T00:00:00Z,1811123.76222163
2025-04-22T00:00:00Z,1811084.75537058
2025-04-21T00:00:00Z,1811105.07588185
2025-04-20T00:00:00Z,1811135.17535027
2025-04-19T00:00:00Z,1811068.1338831
2025-04-18T00:00:00Z,1811016.13582353
2025-04-17T00:00:00Z,1810997.65349291
2025-04-16T00:00:00Z,1811389.38645833
2025-04-15T00:00:00Z,1811327.32026336
2025-04-14T00:00:00Z,1810933.24044384
2025-04-13T00:00:00Z,1810834.35759495
2025-04-12T00:00:00Z,1810847.67344229
2025-04-11T00:00:00Z,1810811.52924283
2025-04-10T00:00:00Z,1811277.44723625
2025-04-09T00:00:00Z,1811959.09481277
2025-04-08T00:00:00Z,1811784.77964869
2025-04-07T00:00:00Z,1811252.49886252
2025-04-06T00:00:00Z,1812924.97318398
2025-04-05T00:00:00Z,1811675.17244244
2025-04-04T00:00:00Z,1811495.83287451
2025-04-03T00:00:00Z,1811470.7748486
2025-04-02T00:00:00Z,1811299.18135123
2025-04-01T00:00:00Z,1810654.39904906
2025-03-31T00:00:00Z,1810776.80341106
2025-03-30T00:00:00Z,1810848.32878723
2025-03-29T00:00:00Z,1810836.21778674
2025-03-28T00:00:00Z,1811142.46222657
2025-03-27T00:00:00Z,1811381.78628777
2025-03-26T00:00:00Z,1811512.68458969
2025-03-25T00:00:00Z,1811816.77917046
2025-03-24T00:00:00Z,1812135.35821356
2025-03-23T00:00:00Z,1811742.17097811
2025-03-22T00:00:00Z,1811686.15281351
2025-03-21T00:00:00Z,1811689.45136709
2025-03-20T00:00:00Z,1812008.61145039
2025-03-19T00:00:00Z,1811902.50874818
2025-03-18T00:00:00Z,1811847.27403502
2025-03-17T00:00:00Z,1811686.75438639
2025-03-16T00:00:00Z,1811789.5237042
2025-03-15T00:00:00Z,1811770.8778366
2025-03-14T00:00:00Z,1811952.66208456
2025-03-13T00:00:00Z,1812071.80802271
2025-03-12T00:00:00Z,1812047.74580313
2025-03-11T00:00:00Z,1811878.90381586
2025-03-10T00:00:00Z,1812896.2848398
2025-03-09T00:00:00Z,1812711.71595498
2025-03-08T00:00:00Z,1812139.25729776
2025-03-07T00:00:00Z,1812096.49389509
2025-03-06T00:00:00Z,1812337.64711519
2025-03-05T00:00:00Z,1812042.54531476
2025-03-04T00:00:00Z,1812090.31098387
2025-03-03T00:00:00Z,1811898.47909982
2025-03-02T00:00:00Z,1812038.58843408
2025-03-01T00:00:00Z,1811763.07782029
2025-02-28T00:00:00Z,1811565.54669308
2025-02-27T00:00:00Z,1811355.11568191
2025-02-26T00:00:00Z,1811820.81109719
2025-02-25T00:00:00Z,1811735.17130894
2025-02-24T00:00:00Z,1813051.06506895
2025-02-23T00:00:00Z,1811563.35180911
2025-02-22T00:00:00Z,1811687.3866137
2025-02-21T00:00:00Z,1812307.78394199
2025-02-20T00:00:00Z,1811429.37075341
2025-02-19T00:00:00Z,1811230.89069433
2025-02-18T00:00:00Z,1811865.08786228
2025-02-17T00:00:00Z,1811601.56379047
2025-02-16T00:00:00Z,1811682.96856148
2025-02-15T00:00:00Z,1811794.26566911
2025-02-14T00:00:00Z,1811532.99772449
2025-02-13T00:00:00Z,1811565.87204906
2025-02-12T00:00:00Z,1811678.71128116
2025-02-11T00:00:00Z,1812016.94222389
2025-02-10T00:00:00Z,1813018.1727621
2025-02-09T00:00:00Z,1812140.10574075
2025-02-08T00:00:00Z,1812063.99774965
2025-02-07T00:00:00Z,1812011.94854267
2025-02-06T00:00:00Z,1811786.51273403
2025-02-05T00:00:00Z,1811804.53086848
2025-02-04T00:00:00Z,1812445.22506351
2025-02-03T00:00:00Z,1812706.32521638
2025-02-02T00:00:00Z,1813337.72687453
2025-02-01T00:00:00Z,1813957.43613503
2025-01-31T00:00:00Z,1812629.86824188
2025-01-30T00:00:00Z,1811973.20678363
2025-01-29T00:00:00Z,1812153.25624445
2025-01-28T00:00:00Z,1811701.27572714
2025-01-27T00:00:00Z,1811849.95207064
2025-01-26T00:00:00Z,1812049.63488989
2025-01-25T00:00:00Z,1811526.37610728
2025-01-24T00:00:00Z,1811773.7683543
2025-01-23T00:00:00Z,1812074.03318868
2025-01-22T00:00:00Z,1811148.19778251
2025-01-21T00:00:00Z,1812259.5161789
2025-01-20T00:00:00Z,1811358.64375606
2025-01-19T00:00:00Z,1812105.83057549
2025-01-18T00:00:00Z,1811535.47858527
2025-01-17T00:00:00Z,1811720.72436693
2025-01-16T00:00:00Z,1811110.71454241
2025-01-15T00:00:00Z,1811804.15451529
2025-01-14T00:00:00Z,1811368.79531988
2025-01-13T00:00:00Z,1811476.12836619
2025-01-12T00:00:00Z,1811509.20270631
2025-01-11T00:00:00Z,1811942.74719337
2025-01-10T00:00:00Z,1811349.48961453
2025-01-09T00:00:00Z,1810872.41703903
2025-01-08T00:00:00Z,1811319.00298444
2025-01-07T00:00:00Z,1811346.8541986
2025-01-06T00:00:00Z,1811448.59985796
2025-01-05T00:00:00Z,1811028.0010029
2025-01-04T00:00:00Z,1810901.82946992
2025-01-03T00:00:00Z,1811183.18016388
2025-01-02T00:00:00Z,1811576.25814779
2025-01-01T00:00:00Z,1811132.77742848
2024-12-31T00:00:00Z,1811279.16747999
2024-12-30T00:00:00Z,1811284.96231102
2024-12-29T00:00:00Z,1811036.55283755
2024-12-28T00:00:00Z,1810810.47979304
2024-12-27T00:00:00Z,1810701.30133455
2024-12-26T00:00:00Z,1810917.22034423
2024-12-25T00:00:00Z,1810596.8553011
2024-12-24T00:00:00Z,1811141.61224858
2024-12-23T00:00:00Z,1811429.77474282
2024-12-22T00:00:00Z,1812171.85284245
2024-12-21T00:00:00Z,1812055.5665245
2024-12-20T00:00:00Z,1812558.95879425
2024-12-19T00:00:00Z,1811536.18516746
2024-12-18T00:00:00Z,1810799.60047959
2024-12-17T00:00:00Z,1810917.0863472
2024-12-16T00:00:00Z,1811103.42609307
2024-12-15T00:00:00Z,1812166.36278724
2024-12-14T00:00:00Z,1810639.00066813
2024-12-13T00:00:00Z,1811092.08905762
2024-12-12T00:00:00Z,1810668.02952569
2024-12-11T00:00:00Z,1811125.13675192
2024-12-10T00:00:00Z,1811247.64852734
2024-12-09T00:00:00Z,1812146.30609437
2024-12-08T00:00:00Z,1811375.835129
2024-12-07T00:00:00Z,1811746.3947911
2024-12-06T00:00:00Z,1811992.06108425
2024-12-05T00:00:00Z,1814859.49111339
2024-12-04T00:00:00Z,1813601.24654231
2024-12-03T00:00:00Z,1813638.90891247
2024-12-02T00:00:00Z,1813510.45396959
2024-12-01T00:00:00Z,1813936.33897623
2024-11-30T00:00:00Z,1813668.95979187
2024-11-29T00:00:00Z,1813712.04685249
2024-11-28T00:00:00Z,1812920.31578735
2024-11-27T00:00:00Z,1813424.3295347
2024-11-26T00:00:00Z,1813626.40756329
2024-11-25T00:00:00Z,1812771.28282596
2024-11-24T00:00:00Z,1812171.40323179
2024-11-23T00:00:00Z,1812039.13278303
2024-11-22T00:00:00Z,1813615.0684174
2024-11-21T00:00:00Z,1812723.33453232
2024-11-20T00:00:00Z,1814109.72830078
2024-11-19T00:00:00Z,1813191.59987141
2024-11-18T00:00:00Z,1813028.03556969
2024-11-17T00:00:00Z,1813222.56879331
2024-11-16T00:00:00Z,1813568.03005552
2024-11-15T00:00:00Z,1813856.51354811
2024-11-14T00:00:00Z,1816757.18042949
2024-11-13T00:00:00Z,1814892.08289982
2024-11-12T00:00:00Z,1814503.50863573
2024-11-11T00:00:00Z,1816286.2763108
2024-11-10T00:00:00Z,1814654.98992944
2024-11-09T00:00:00Z,1814172.9257829
2024-11-08T00:00:00Z,1813949.44169806
2024-11-07T00:00:00Z,1813599.12319072
2024-11-06T00:00:00Z,1814013.03441577
2024-11-05T00:00:00Z,1813486.76270286
2024-11-04T00:00:00Z,1814214.47567523
2024-11-03T00:00:00Z,1813210.54104889
2024-11-02T00:00:00Z,1813383.65829687
2024-11-01T00:00:00Z,1813085.87789104
2024-10-31T00:00:00Z,1813435.41411331
2024-10-30T00:00:00Z,1813279.14766823
2024-10-29T00:00:00Z,1815203.46969174
2024-10-28T00:00:00Z,1815603.34072323
2024-10-27T00:00:00Z,1815047.15553231
2024-10-26T00:00:00Z,1816681.39841417
2024-10-25T00:00:00Z,1815401.74041367
2024-10-24T00:00:00Z,1816158.8610243
2024-10-23T00:00:00Z,1815094.75056897
2024-10-22T00:00:00Z,1815534.06647991
2024-10-21T00:00:00Z,1815124.34751624
2024-10-20T00:00:00Z,1815484.92822683
2024-10-19T00:00:00Z,1815109.43126089
2024-10-18T00:00:00Z,1815623.1626171
2024-10-17T00:00:00Z,1815395.092153
2024-10-16T00:00:00Z,1815983.37572451
2024-10-15T00:00:00Z,1814692.17301581
2024-10-14T00:00:00Z,1815008.75851475
2024-10-13T00:00:00Z,1814595.45137531
2024-10-12T00:00:00Z,1814694.96492963
2024-10-11T00:00:00Z,1814610.64111178
2024-10-10T00:00:00Z,1814361.42837824
2024-10-09T00:00:00Z,1814566.37585546
2024-10-08T00:00:00Z,1814387.87449175
2024-10-07T00:00:00Z,1815011.85194884
2024-10-06T00:00:00Z,1814942.32646268
2024-10-05T00:00:00Z,1814542.18153506
2024-10-04T00:00:00Z,1814595.02445091
2024-10-03T00:00:00Z,1814597.4945997
2024-10-02T00:00:00Z,1816005.60879257
2024-10-01T00:00:00Z,1816964.90606238
2024-09-30T00:00:00Z,1816998.94546604
2024-09-29T00:00:00Z,1816367.19816056
2024-09-28T00:00:00Z,1816157.26330009
2024-09-27T00:00:00Z,1816123.78831149
2024-09-26T00:00:00Z,1816160.15559916
2024-09-25T00:00:00Z,1816491.2806993
2024-09-24T00:00:00Z,1816703.02394906
2024-09-23T00:00:00Z,1816162.21695476
2024-09-22T00:00:00Z,1816429.67427202
2024-09-21T00:00:00Z,1816069.85544422
2024-09-20T00:00:00Z,1816711.89771989
2024-09-19T00:00:00Z,1816980.34307354
2024-09-18T00:00:00Z,1817204.44470991
2024-09-17T00:00:00Z,1816732.42979385
2024-09-16T00:00:00Z,1816814.08678056
2024-09-15T00:00:00Z,1817685.05246275
2024-09-14T00:00:00Z,1816671.31560737
2024-09-13T00:00:00Z,1817393.33079739
2024-09-12T00:00:00Z,1816910.21169934
2024-09-11T00:00:00Z,1817038.64740373
2024-09-10T00:00:00Z,1817150.88102808
2024-09-09T00:00:00Z,1816961.64595453
2024-09-08T00:00:00Z,1816894.2242518
2024-09-07T00:00:00Z,1816995.56197547
2024-09-06T00:00:00Z,1817442.22104153
2024-09-05T00:00:00Z,1817164.46676658
2024-09-04T00:00:00Z,1816942.69906217
2024-09-03T00:00:00Z,1817268.8914669
2024-09-02T00:00:00Z,1817844.94635623
2024-09-01T00:00:00Z,1817558.34803456
2024-08-31T00:00:00Z,1817471.6400625
2024-08-30T00:00:00Z,1820269.08360831
2024-08-29T00:00:00Z,1817342.76475513
2024-08-28T00:00:00Z,1817420.75216959
2024-08-27T00:00:00Z,1817255.37034734
2024-08-26T00:00:00Z,1816268.48733248
2024-08-25T00:00:00Z,1816516.74833635
2024-08-24T00:00:00Z,1816238.63713242
2024-08-23T00:00:00Z,1816662.20400827
2024-08-22T00:00:00Z,1816734.26486241
2024-08-21T00:00:00Z,1816384.5366084
2024-08-20T00:00:00Z,1816427.66165313
2024-08-19T00:00:00Z,1816422.98197922
2024-08-18T00:00:00Z,1816246.32854485
2024-08-17T00:00:00Z,1816108.33123517
2024-08-16T00:00:00Z,1816019.38271529
2024-08-15T00:00:00Z,1816184.38149573
2024-08-14T00:00:00Z,1816092.29225103
2024-08-13T00:00:00Z,1816037.40365294
