Datetime,Miner Outflow (Top10)
2025-07-29T00:00:00Z,2649.61451742
2025-07-28T00:00:00Z,3231.24206531
2025-07-27T00:00:00Z,1778.43070634
2025-07-26T00:00:00Z,2255.77653427
2025-07-25T00:00:00Z,10850.71618805
2025-07-24T00:00:00Z,3210.2584305
2025-07-23T00:00:00Z,3880.62194621
2025-07-22T00:00:00Z,2297.44355684
2025-07-21T00:00:00Z,3094.71266658
2025-07-20T00:00:00Z,2026.39018252
2025-07-19T00:00:00Z,1607.36300909
2025-07-18T00:00:00Z,5735.32259796
2025-07-17T00:00:00Z,4626.09443639
2025-07-16T00:00:00Z,2826.88935315
2025-07-15T00:00:00Z,9395.70684503
2025-07-14T00:00:00Z,4594.75627051
2025-07-13T00:00:00Z,3338.06386793
2025-07-12T00:00:00Z,1753.50006743
2025-07-11T00:00:00Z,4641.73308731
2025-07-10T00:00:00Z,3709.23308538
2025-07-09T00:00:00Z,2069.69971388
2025-07-08T00:00:00Z,1709.64352901
2025-07-07T00:00:00Z,2954.91866546
2025-07-06T00:00:00Z,1427.93746907
2025-07-05T00:00:00Z,1394.99331231
2025-07-04T00:00:00Z,4172.89413305
2025-07-03T00:00:00Z,2262.57839524
2025-07-02T00:00:00Z,3752.34165684
2025-07-01T00:00:00Z,2540.89722104
2025-06-30T00:00:00Z,2726.27238764
2025-06-29T00:00:00Z,1406.69027423
2025-06-28T00:00:00Z,1477.49721895
2025-06-27T00:00:00Z,3861.93749389
2025-06-26T00:00:00Z,2416.49380924
2025-06-25T00:00:00Z,3059.52359108
2025-06-24T00:00:00Z,2886.30315858
2025-06-23T00:00:00Z,2905.84255003
2025-06-22T00:00:00Z,2940.708507
2025-06-21T00:00:00Z,1824.43250592
2025-06-20T00:00:00Z,2686.90796712
2025-06-19T00:00:00Z,1612.20303361
2025-06-18T00:00:00Z,2551.99573814
2025-06-17T00:00:00Z,3755.11118144
2025-06-16T00:00:00Z,1926.83824258
2025-06-15T00:00:00Z,1404.5189517
2025-06-14T00:00:00Z,1922.69936211
2025-06-13T00:00:00Z,3516.30442584
2025-06-12T00:00:00Z,2225.32255184
2025-06-11T00:00:00Z,2072.28567491
2025-06-10T00:00:00Z,2456.22170189
2025-06-09T00:00:00Z,2980.91914142
2025-06-08T00:00:00Z,1388.55138744
2025-06-07T00:00:00Z,1443.11413463
2025-06-06T00:00:00Z,3100.6691002
2025-06-05T00:00:00Z,3993.47527549
2025-06-04T00:00:00Z,3019.71878948
2025-06-03T00:00:00Z,2803.86926152
2025-06-02T00:00:00Z,2812.45487699
2025-06-01T00:00:00Z,1372.76713222
2025-05-31T00:00:00Z,1896.67284341
2025-05-30T00:00:00Z,3271.62471068
2025-05-29T00:00:00Z,3772.27234719
2025-05-28T00:00:00Z,3348.46013216
2025-05-27T00:00:00Z,2675.85176588
2025-05-26T00:00:00Z,2477.55096946
2025-05-25T00:00:00Z,2045.24081336
2025-05-24T00:00:00Z,1814.28588717
2025-05-23T00:00:00Z,4184.61485065
2025-05-22T00:00:00Z,4757.99182838
2025-05-21T00:00:00Z,5093.56647388
2025-05-20T00:00:00Z,3016.93024852
2025-05-19T00:00:00Z,4389.43415852
2025-05-18T00:00:00Z,2300.132269
2025-05-17T00:00:00Z,1413.68402303
2025-05-16T00:00:00Z,2621.38625246
2025-05-15T00:00:00Z,7403.07546423
2025-05-14T00:00:00Z,3116.53967873
2025-05-13T00:00:00Z,2553.17181357
2025-05-12T00:00:00Z,3772.21725352
2025-05-11T00:00:00Z,2889.18093074
2025-05-10T00:00:00Z,1518.9926636
2025-05-09T00:00:00Z,3773.49918395
2025-05-08T00:00:00Z,3976.82294615
2025-05-07T00:00:00Z,2792.20188042
2025-05-06T00:00:00Z,3180.45166836
2025-05-05T00:00:00Z,4825.04173616
2025-05-04T00:00:00Z,2218.84337398
2025-05-03T00:00:00Z,1859.897038
2025-05-02T00:00:00Z,2244.41534873
2025-05-01T00:00:00Z,3415.35569518
2025-04-30T00:00:00Z,3628.57778849
2025-04-29T00:00:00Z,2693.54809187
2025-04-28T00:00:00Z,3839.16806315
2025-04-27T00:00:00Z,2885.78181855
2025-04-26T00:00:00Z,2829.96889273
2025-04-25T00:00:00Z,5474.75942961
2025-04-24T00:00:00Z,4586.75964588
2025-04-23T00:00:00Z,2846.69240091
2025-04-22T00:00:00Z,5363.62106562
2025-04-21T00:00:00Z,3782.11375857
2025-04-20T00:00:00Z,1491.8277304
2025-04-19T00:00:00Z,2143.79191804
2025-04-18T00:00:00Z,2249.62424767
2025-04-17T00:00:00Z,3133.95260593
2025-04-16T00:00:00Z,3373.51238865
2025-04-15T00:00:00Z,3422.32129704
2025-04-14T00:00:00Z,3387.7538252
2025-04-13T00:00:00Z,2150.39916836
2025-04-12T00:00:00Z,1722.35276231
2025-04-11T00:00:00Z,5248.79847672
2025-04-10T00:00:00Z,3745.28479853
2025-04-09T00:00:00Z,4184.70780255
2025-04-08T00:00:00Z,6368.0485793
2025-04-07T00:00:00Z,7710.13429385
2025-04-06T00:00:00Z,3127.50166629
2025-04-05T00:00:00Z,2197.06669524
2025-04-04T00:00:00Z,3743.37690691
2025-04-03T00:00:00Z,6906.09401019
2025-04-02T00:00:00Z,2907.96101924
2025-04-01T00:00:00Z,3966.93164029
2025-03-31T00:00:00Z,3849.00775637
2025-03-30T00:00:00Z,1635.03580004
2025-03-29T00:00:00Z,1745.44113954
2025-03-28T00:00:00Z,7719.47527407
2025-03-27T00:00:00Z,2656.7963341
2025-03-26T00:00:00Z,5347.30377585
2025-03-25T00:00:00Z,4892.83835875
2025-03-24T00:00:00Z,2573.83950344
2025-03-23T00:00:00Z,1475.40250438
2025-03-22T00:00:00Z,1984.76591571
2025-03-21T00:00:00Z,3477.04891648
2025-03-20T00:00:00Z,5138.67093933
2025-03-19T00:00:00Z,2672.71239758
2025-03-18T00:00:00Z,3239.65740787
2025-03-17T00:00:00Z,3901.02326437
2025-03-16T00:00:00Z,1636.49519322
2025-03-15T00:00:00Z,1487.34054024
2025-03-14T00:00:00Z,3691.52731906
2025-03-13T00:00:00Z,4112.97529548
2025-03-12T00:00:00Z,3267.68515605
2025-03-11T00:00:00Z,3942.28173367
2025-03-10T00:00:00Z,5559.54734711
2025-03-09T00:00:00Z,1712.7256435
2025-03-08T00:00:00Z,2170.23525272
2025-03-07T00:00:00Z,4992.24030717
2025-03-06T00:00:00Z,4227.52973925
2025-03-05T00:00:00Z,3514.98555656
2025-03-04T00:00:00Z,4179.96424986
2025-03-03T00:00:00Z,7821.01463896
2025-03-02T00:00:00Z,4706.03459477
2025-03-01T00:00:00Z,3423.0840674
2025-02-28T00:00:00Z,5099.1698762
2025-02-27T00:00:00Z,4592.14411239
2025-02-26T00:00:00Z,8283.69016749
2025-02-25T00:00:00Z,7724.07374829
2025-02-24T00:00:00Z,4495.76263046
2025-02-23T00:00:00Z,3846.66634491
2025-02-22T00:00:00Z,5117.20217886
2025-02-21T00:00:00Z,4801.62170651
2025-02-20T00:00:00Z,2957.84811313
2025-02-19T00:00:00Z,3955.2096433
2025-02-18T00:00:00Z,3914.25756244
2025-02-17T00:00:00Z,3538.22446478
2025-02-16T00:00:00Z,2595.35807473
2025-02-15T00:00:00Z,2077.87132791
2025-02-14T00:00:00Z,3265.81780015
2025-02-13T00:00:00Z,4277.46162589
2025-02-12T00:00:00Z,3125.06577636
2025-02-11T00:00:00Z,4973.04859485
2025-02-10T00:00:00Z,3640.54361386
2025-02-09T00:00:00Z,2255.9114803
2025-02-08T00:00:00Z,4008.48209601
2025-02-07T00:00:00Z,4752.42453827
2025-02-06T00:00:00Z,6926.70037497
2025-02-05T00:00:00Z,4327.60036715
2025-02-04T00:00:00Z,4928.932739
2025-02-03T00:00:00Z,6718.84050324
2025-02-02T00:00:00Z,4494.59433313
2025-02-01T00:00:00Z,2275.15713718
2025-01-31T00:00:00Z,5417.12781176
2025-01-30T00:00:00Z,3545.88953932
2025-01-29T00:00:00Z,3504.33666554
2025-01-28T00:00:00Z,4083.88306482
2025-01-27T00:00:00Z,4561.23108623
2025-01-26T00:00:00Z,1826.3613515
2025-01-25T00:00:00Z,3133.65354113
2025-01-24T00:00:00Z,4628.01646727
2025-01-23T00:00:00Z,4895.83011046
2025-01-22T00:00:00Z,4682.5351044
2025-01-21T00:00:00Z,6081.66064718
2025-01-20T00:00:00Z,5071.51323902
2025-01-19T00:00:00Z,3812.61346438
2025-01-18T00:00:00Z,3366.02123835
2025-01-17T00:00:00Z,4035.41862281
2025-01-16T00:00:00Z,4211.50771263
2025-01-15T00:00:00Z,3468.34093816
2025-01-14T00:00:00Z,3332.08029554
2025-01-13T00:00:00Z,4151.08873629
2025-01-12T00:00:00Z,3707.96294321
2025-01-11T00:00:00Z,1879.14323038
2025-01-10T00:00:00Z,4641.3392244
2025-01-09T00:00:00Z,4349.29516397
2025-01-08T00:00:00Z,4066.63613206
2025-01-07T00:00:00Z,4430.01617401
2025-01-06T00:00:00Z,3194.22096834
2025-01-05T00:00:00Z,1716.23439474
2025-01-04T00:00:00Z,1914.3968952
2025-01-03T00:00:00Z,3875.14137228
2025-01-02T00:00:00Z,3733.75923373
2025-01-01T00:00:00Z,5603.31887842
2024-12-31T00:00:00Z,3906.1059483
2024-12-30T00:00:00Z,6587.62886089
2024-12-29T00:00:00Z,1945.36376457
2024-12-28T00:00:00Z,2340.66026191
2024-12-27T00:00:00Z,4519.13975028
2024-12-26T00:00:00Z,3230.67638847
2024-12-25T00:00:00Z,3001.36777468
2024-12-24T00:00:00Z,3778.96372536
2024-12-23T00:00:00Z,5230.07812399
2024-12-22T00:00:00Z,2431.95761725
2024-12-21T00:00:00Z,2368.3085569
2024-12-20T00:00:00Z,5992.0554851
2024-12-19T00:00:00Z,7969.4765682
2024-12-18T00:00:00Z,5297.19122113
2024-12-17T00:00:00Z,4267.94629176
2024-12-16T00:00:00Z,5471.34166961
2024-12-15T00:00:00Z,3014.42057347
2024-12-14T00:00:00Z,2625.22949728
2024-12-13T00:00:00Z,3344.7495731
2024-12-12T00:00:00Z,4463.61228326
2024-12-11T00:00:00Z,6227.12220225
2024-12-10T00:00:00Z,4774.7663021
2024-12-09T00:00:00Z,5208.50953695
2024-12-08T00:00:00Z,2133.87590074
2024-12-07T00:00:00Z,5059.80722626
2024-12-06T00:00:00Z,8486.32783033
2024-12-05T00:00:00Z,5828.30048154
2024-12-04T00:00:00Z,3475.11276373
2024-12-03T00:00:00Z,6505.28807137
2024-12-02T00:00:00Z,5123.40864821
2024-12-01T00:00:00Z,3097.11352009
2024-11-30T00:00:00Z,3856.95308303
2024-11-29T00:00:00Z,4221.19358644
2024-11-28T00:00:00Z,3677.35627288
2024-11-27T00:00:00Z,4303.20583299
2024-11-26T00:00:00Z,8793.54110461
2024-11-25T00:00:00Z,6470.36561657
2024-11-24T00:00:00Z,3418.2536029
2024-11-23T00:00:00Z,5079.64887459
2024-11-22T00:00:00Z,4873.74774555
2024-11-21T00:00:00Z,6476.76009182
2024-11-20T00:00:00Z,4628.28750128
2024-11-19T00:00:00Z,5250.58283777
2024-11-18T00:00:00Z,5447.55190272
2024-11-17T00:00:00Z,2469.554309
2024-11-16T00:00:00Z,4666.18985262
2024-11-15T00:00:00Z,8190.3250006
2024-11-14T00:00:00Z,6065.51909695
2024-11-13T00:00:00Z,6980.60386745
2024-11-12T00:00:00Z,9803.46717537
2024-11-11T00:00:00Z,4388.69678046
2024-11-10T00:00:00Z,4178.6850396
2024-11-09T00:00:00Z,2515.82446444
2024-11-08T00:00:00Z,4788.93320375
2024-11-07T00:00:00Z,4940.08363392
2024-11-06T00:00:00Z,5116.81796587
2024-11-05T00:00:00Z,4084.02579361
2024-11-04T00:00:00Z,4855.54929811
2024-11-03T00:00:00Z,3996.54484244
2024-11-02T00:00:00Z,2184.79818039
2024-11-01T00:00:00Z,8229.44029111
2024-10-31T00:00:00Z,7089.58531282
2024-10-30T00:00:00Z,5337.93841841
2024-10-29T00:00:00Z,6042.11778881
2024-10-28T00:00:00Z,4531.38897184
2024-10-27T00:00:00Z,3908.28674683
2024-10-26T00:00:00Z,2662.84569334
2024-10-25T00:00:00Z,4569.08957024
2024-10-24T00:00:00Z,3405.87513976
2024-10-23T00:00:00Z,3599.01991434
2024-10-22T00:00:00Z,4361.85470254
2024-10-21T00:00:00Z,4081.88174149
2024-10-20T00:00:00Z,2073.32935259
2024-10-19T00:00:00Z,2357.45816842
2024-10-18T00:00:00Z,3929.40913783
2024-10-17T00:00:00Z,4782.72361242
2024-10-16T00:00:00Z,6417.34772344
2024-10-15T00:00:00Z,4933.9983158
2024-10-14T00:00:00Z,5845.19169058
2024-10-13T00:00:00Z,1779.6897793
2024-10-12T00:00:00Z,1986.58379631
2024-10-11T00:00:00Z,4305.75005464
2024-10-10T00:00:00Z,4460.36832316
2024-10-09T00:00:00Z,4012.55116085
2024-10-08T00:00:00Z,5890.14189994
2024-10-07T00:00:00Z,4473.37599944
2024-10-06T00:00:00Z,2266.51488882
2024-10-05T00:00:00Z,1607.72729507
2024-10-04T00:00:00Z,2772.07746184
2024-10-03T00:00:00Z,4476.73954043
2024-10-02T00:00:00Z,6503.22540825
2024-10-01T00:00:00Z,5841.90221408
2024-09-30T00:00:00Z,4591.27979049
2024-09-29T00:00:00Z,1761.87021353
2024-09-28T00:00:00Z,1785.21487163
2024-09-27T00:00:00Z,5102.41746659
2024-09-26T00:00:00Z,3866.63806962
2024-09-25T00:00:00Z,3532.22745191
2024-09-24T00:00:00Z,3615.89996242
2024-09-23T00:00:00Z,3628.87629214
2024-09-22T00:00:00Z,2148.53472942
2024-09-21T00:00:00Z,2549.25039996
2024-09-20T00:00:00Z,4225.16198562
2024-09-19T00:00:00Z,6768.09349396
2024-09-18T00:00:00Z,4477.61855287
2024-09-17T00:00:00Z,4887.75082483
2024-09-16T00:00:00Z,4950.8679277
2024-09-15T00:00:00Z,2898.34645849
2024-09-14T00:00:00Z,2772.41830009
2024-09-13T00:00:00Z,6163.77041192
2024-09-12T00:00:00Z,4100.58000434
2024-09-11T00:00:00Z,4347.63580653
2024-09-10T00:00:00Z,3092.15824943
2024-09-09T00:00:00Z,4916.33470499
2024-09-08T00:00:00Z,1525.76271842
2024-09-07T00:00:00Z,2527.92476296
2024-09-06T00:00:00Z,6053.2018091
2024-09-05T00:00:00Z,4497.21972083
2024-09-04T00:00:00Z,3846.38332265
2024-09-03T00:00:00Z,5145.76866722
2024-09-02T00:00:00Z,4987.61515336
2024-09-01T00:00:00Z,2323.16846799
2024-08-31T00:00:00Z,4549.48463257
2024-08-30T00:00:00Z,4294.09959834
2024-08-29T00:00:00Z,4358.54830896
2024-08-28T00:00:00Z,5313.15668687
2024-08-27T00:00:00Z,4053.2605399
2024-08-26T00:00:00Z,3863.79246083
2024-08-25T00:00:00Z,2267.55621364
2024-08-24T00:00:00Z,2552.61719409
2024-08-23T00:00:00Z,3807.00125806
2024-08-22T00:00:00Z,3501.24502956
2024-08-21T00:00:00Z,3242.45394358
2024-08-20T00:00:00Z,4036.86310483
2024-08-19T00:00:00Z,3300.9284787
2024-08-18T00:00:00Z,2337.47139787
2024-08-17T00:00:00Z,1981.74556965
2024-08-16T00:00:00Z,5121.09575096
2024-08-15T00:00:00Z,5743.661154
2024-08-14T00:00:00Z,4868.43999707
2024-08-13T00:00:00Z,3149.14808926
2024-08-12T00:00:00Z,5123.04875598
2024-08-11T00:00:00Z,2795.992135
2024-08-10T00:00:00Z,2410.46513306
2024-08-09T00:00:00Z,4274.2310119
2024-08-08T00:00:00Z,5527.9064215
2024-08-07T00:00:00Z,6458.96465202
2024-08-06T00:00:00Z,4134.7023694
2024-08-05T00:00:00Z,6630.7989206
2024-08-04T00:00:00Z,3559.43770993
2024-08-03T00:00:00Z,3453.53894868
2024-08-02T00:00:00Z,5153.27530853
2024-08-01T00:00:00Z,6105.01525596
2024-07-31T00:00:00Z,3205.36845966
2024-07-30T00:00:00Z,3459.22428466
2024-07-29T00:00:00Z,5516.57620854
2024-07-28T00:00:00Z,2368.38987964
2024-07-27T00:00:00Z,3328.31661712
2024-07-26T00:00:00Z,3835.72483272
2024-07-25T00:00:00Z,10255.74803945
2024-07-24T00:00:00Z,4981.22480602
2024-07-23T00:00:00Z,6199.04748704
2024-07-22T00:00:00Z,4516.11402025
2024-07-21T00:00:00Z,2797.11624658
2024-07-20T00:00:00Z,2920.20330688
2024-07-19T00:00:00Z,4291.11310752
2024-07-18T00:00:00Z,5639.87285393
2024-07-17T00:00:00Z,4592.64608461
2024-07-16T00:00:00Z,4188.72028388
