Datetime,Miner In-House Flow (Total)
2022-06-19T00:00:00Z,1753.18945835
2022-06-18T00:00:00Z,2659.11331962
2022-06-17T00:00:00Z,13113.88379738
2022-06-16T00:00:00Z,4806.04933709
2022-06-15T00:00:00Z,5095.08678866
2022-06-14T00:00:00Z,7568.68121326
2022-06-13T00:00:00Z,2893.82491858
2022-06-12T00:00:00Z,4058.79720102
2022-06-11T00:00:00Z,3520.71518031
2022-06-10T00:00:00Z,2450.77844991
2022-06-09T00:00:00Z,2222.39104941
2022-06-08T00:00:00Z,2734.54208452
2022-06-07T00:00:00Z,2865.9626087
2022-06-06T00:00:00Z,3388.79216613
2022-06-05T00:00:00Z,2501.42018903
2022-06-04T00:00:00Z,3149.22316153
2022-06-03T00:00:00Z,2151.73542326
2022-06-02T00:00:00Z,2365.11652476
2022-06-01T00:00:00Z,3485.12464297
2022-05-31T00:00:00Z,4756.9327591
2022-05-30T00:00:00Z,2858.73425621
2022-05-29T00:00:00Z,2561.50149879
2022-05-28T00:00:00Z,2388.23639485
2022-05-27T00:00:00Z,3014.90244661
2022-05-26T00:00:00Z,2550.33429894
2022-05-25T00:00:00Z,3126.51267707
2022-05-24T00:00:00Z,2957.59080985
2022-05-23T00:00:00Z,2674.62047224
2022-05-22T00:00:00Z,6884.80124464
2022-05-21T00:00:00Z,2364.03919896
2022-05-20T00:00:00Z,2451.24155923
2022-05-19T00:00:00Z,3418.38371089
2022-05-18T00:00:00Z,2984.50109992
2022-05-17T00:00:00Z,2548.83308775
2022-05-16T00:00:00Z,2888.80212855
2022-05-15T00:00:00Z,2154.89205601
2022-05-14T00:00:00Z,3450.00826263
2022-05-13T00:00:00Z,6804.76986583
2022-05-12T00:00:00Z,4799.65566094
2022-05-11T00:00:00Z,8064.5082149
2022-05-10T00:00:00Z,4935.79328255
2022-05-09T00:00:00Z,2922.31896875
2022-05-08T00:00:00Z,3325.33108404
2022-05-07T00:00:00Z,2210.59469379
2022-05-06T00:00:00Z,3893.06166746
2022-05-05T00:00:00Z,3566.22051376
2022-05-04T00:00:00Z,4542.94302525
2022-05-03T00:00:00Z,4219.67907976
2022-05-02T00:00:00Z,4753.57235909
2022-05-01T00:00:00Z,4638.93172243
2022-04-30T00:00:00Z,3321.07816551
2022-04-29T00:00:00Z,2951.12639155
2022-04-28T00:00:00Z,2402.72352762
2022-04-27T00:00:00Z,2655.29105711
2022-04-26T00:00:00Z,2284.21879881
2022-04-25T00:00:00Z,6187.20590625
2022-04-24T00:00:00Z,1935.88184391
2022-04-23T00:00:00Z,2033.47878799
2022-04-22T00:00:00Z,3904.08650587
2022-04-21T00:00:00Z,4377.99303205
2022-04-20T00:00:00Z,5047.6829504
2022-04-19T00:00:00Z,2647.06634414
2022-04-18T00:00:00Z,3678.75172574
2022-04-17T00:00:00Z,2540.48829704
2022-04-16T00:00:00Z,3695.41987432
2022-04-15T00:00:00Z,4272.90526395
2022-04-14T00:00:00Z,2964.88915365
2022-04-13T00:00:00Z,4387.13102085
2022-04-12T00:00:00Z,4026.8357507
2022-04-11T00:00:00Z,3848.46904488
2022-04-10T00:00:00Z,2950.44205298
2022-04-09T00:00:00Z,2691.41256588
2022-04-08T00:00:00Z,3095.31086833
2022-04-07T00:00:00Z,2904.64758446
2022-04-06T00:00:00Z,4109.00165321
2022-04-05T00:00:00Z,15073.5653499
2022-04-04T00:00:00Z,19334.9456251
2022-04-03T00:00:00Z,20161.42866331
2022-04-02T00:00:00Z,13175.30630276
2022-04-01T00:00:00Z,27679.03574434
2022-03-31T00:00:00Z,4077.63371778
2022-03-30T00:00:00Z,4441.83481778
2022-03-29T00:00:00Z,4797.00857565
2022-03-28T00:00:00Z,6499.93637243
2022-03-27T00:00:00Z,2325.15736156
2022-03-26T00:00:00Z,2241.0761372
2022-03-25T00:00:00Z,3386.86361216
2022-03-24T00:00:00Z,4251.14918752
2022-03-23T00:00:00Z,3133.12139943
2022-03-22T00:00:00Z,4647.53345821
2022-03-21T00:00:00Z,3032.77311224
2022-03-20T00:00:00Z,3539.63584944
2022-03-19T00:00:00Z,3452.44884966
2022-03-18T00:00:00Z,3144.8848041
2022-03-17T00:00:00Z,5551.71744029
2022-03-16T00:00:00Z,5227.10410624
2022-03-15T00:00:00Z,5471.32131526
2022-03-14T00:00:00Z,2836.19318383
2022-03-13T00:00:00Z,1960.81608051
2022-03-12T00:00:00Z,3603.74519282
2022-03-11T00:00:00Z,2575.48737545
2022-03-10T00:00:00Z,3212.48850823
2022-03-09T00:00:00Z,3536.29282887
2022-03-08T00:00:00Z,4453.0818043
2022-03-07T00:00:00Z,5574.93219522
2022-03-06T00:00:00Z,4315.40714415
2022-03-05T00:00:00Z,3989.2767247
2022-03-04T00:00:00Z,3473.17606486
2022-03-03T00:00:00Z,3988.13535977
2022-03-02T00:00:00Z,4481.3451928
2022-03-01T00:00:00Z,5358.74075037
2022-02-28T00:00:00Z,6712.8934814
2022-02-27T00:00:00Z,2647.58931347
2022-02-26T00:00:00Z,3054.1354923
2022-02-25T00:00:00Z,3307.52318385
2022-02-24T00:00:00Z,4430.89077764
2022-02-23T00:00:00Z,3215.58194972
2022-02-22T00:00:00Z,3014.34841728
2022-02-21T00:00:00Z,5224.68026393
2022-02-20T00:00:00Z,3785.25088091
2022-02-19T00:00:00Z,3946.85035719
2022-02-18T00:00:00Z,2500.17229553
2022-02-17T00:00:00Z,5966.02218636
2022-02-16T00:00:00Z,5453.64028672
2022-02-15T00:00:00Z,2591.39908501
2022-02-14T00:00:00Z,6431.83077638
2022-02-13T00:00:00Z,2212.06689122
2022-02-12T00:00:00Z,2775.87860788
2022-02-11T00:00:00Z,5951.39307139
2022-02-10T00:00:00Z,8635.68469564
2022-02-09T00:00:00Z,3080.96856445
2022-02-08T00:00:00Z,3423.0846703
2022-02-07T00:00:00Z,3080.36569618
2022-02-06T00:00:00Z,2465.76265616
2022-02-05T00:00:00Z,2963.56568736
2022-02-04T00:00:00Z,8959.26980598
2022-02-03T00:00:00Z,3840.28620459
2022-02-02T00:00:00Z,3632.67402094
2022-02-01T00:00:00Z,4333.61366888
2022-01-31T00:00:00Z,3891.27747203
2022-01-30T00:00:00Z,4975.91391431
2022-01-29T00:00:00Z,2102.33846679
2022-01-28T00:00:00Z,7739.34024286
2022-01-27T00:00:00Z,3890.3174731
2022-01-26T00:00:00Z,2553.3397085
2022-01-25T00:00:00Z,2541.78453478
2022-01-24T00:00:00Z,3776.54735657
2022-01-23T00:00:00Z,1835.65152551
2022-01-22T00:00:00Z,7011.52844395
2022-01-21T00:00:00Z,8361.15167135
2022-01-20T00:00:00Z,3365.66041097
2022-01-19T00:00:00Z,2303.86735288
2022-01-18T00:00:00Z,27240.18248645
2022-01-17T00:00:00Z,3540.96109103
2022-01-16T00:00:00Z,2154.65466384
2022-01-15T00:00:00Z,3207.04081844
2022-01-14T00:00:00Z,4084.29761189
2022-01-13T00:00:00Z,2355.35869251
2022-01-12T00:00:00Z,8340.3512393
2022-01-11T00:00:00Z,1779.94474923
2022-01-10T00:00:00Z,2242.45391534
2022-01-09T00:00:00Z,3311.37744724
2022-01-08T00:00:00Z,1964.14459231
2022-01-07T00:00:00Z,3222.6878599
2022-01-06T00:00:00Z,2134.15062848
2022-01-05T00:00:00Z,1698.45816878
2022-01-04T00:00:00Z,1984.29609419
2022-01-03T00:00:00Z,2439.86240886
2022-01-02T00:00:00Z,2336.67999533
2022-01-01T00:00:00Z,2257.40679982
2021-12-31T00:00:00Z,3581.63755538
2021-12-30T00:00:00Z,3390.08993239
2021-12-29T00:00:00Z,3302.79648467
2021-12-28T00:00:00Z,2827.97887901
2021-12-27T00:00:00Z,4665.52136806
2021-12-26T00:00:00Z,2813.17838495
2021-12-25T00:00:00Z,1728.9336499
2021-12-24T00:00:00Z,1889.7499882
2021-12-23T00:00:00Z,4302.63762847
2021-12-22T00:00:00Z,4193.16830484
2021-12-21T00:00:00Z,3163.59243787
2021-12-20T00:00:00Z,2640.11037587
2021-12-19T00:00:00Z,2284.27138198
2021-12-18T00:00:00Z,2235.84135208
2021-12-17T00:00:00Z,4304.82623474
2021-12-16T00:00:00Z,2014.88706888
2021-12-15T00:00:00Z,2182.88830555
2021-12-14T00:00:00Z,2641.47239623
2021-12-13T00:00:00Z,2074.79884156
2021-12-12T00:00:00Z,3415.98177136
2021-12-11T00:00:00Z,2878.51102068
2021-12-10T00:00:00Z,2536.03947221
2021-12-09T00:00:00Z,11924.21290215
2021-12-08T00:00:00Z,3215.00835664
2021-12-07T00:00:00Z,22804.24251864
2021-12-06T00:00:00Z,2594.07763723
2021-12-05T00:00:00Z,2374.00408617
2021-12-04T00:00:00Z,3362.4468307
2021-12-03T00:00:00Z,4519.12770202
2021-12-02T00:00:00Z,2757.3577982
2021-12-01T00:00:00Z,4507.10600253
2021-11-30T00:00:00Z,5619.10941329
2021-11-29T00:00:00Z,3109.05409653
2021-11-28T00:00:00Z,4227.77267788
2021-11-27T00:00:00Z,2970.48816568
2021-11-26T00:00:00Z,3015.60181039
2021-11-25T00:00:00Z,4648.49888486
2021-11-24T00:00:00Z,3086.50078872
2021-11-23T00:00:00Z,3080.32503696
2021-11-22T00:00:00Z,2820.21528531
2021-11-21T00:00:00Z,3937.78828315
2021-11-20T00:00:00Z,2437.52616137
2021-11-19T00:00:00Z,2779.54169623
2021-11-18T00:00:00Z,3360.19568762
2021-11-17T00:00:00Z,2854.02874846
2021-11-16T00:00:00Z,2852.78706683
2021-11-15T00:00:00Z,4679.65471746
2021-11-14T00:00:00Z,1948.4398121
2021-11-13T00:00:00Z,2576.87993476
2021-11-12T00:00:00Z,4432.68711532
2021-11-11T00:00:00Z,2595.00855246
2021-11-10T00:00:00Z,4065.02283345
2021-11-09T00:00:00Z,3763.51999994
2021-11-08T00:00:00Z,6420.80232371
2021-11-07T00:00:00Z,2219.05125666
2021-11-06T00:00:00Z,3685.24139618
2021-11-05T00:00:00Z,3453.7698808
2021-11-04T00:00:00Z,3800.66687052
2021-11-03T00:00:00Z,3118.19503329
2021-11-02T00:00:00Z,3847.75459499
2021-11-01T00:00:00Z,3707.16612199
2021-10-31T00:00:00Z,3562.76666074
2021-10-30T00:00:00Z,3392.32997721
2021-10-29T00:00:00Z,4576.99882415
2021-10-28T00:00:00Z,3221.62220968
2021-10-27T00:00:00Z,4004.07073438
2021-10-26T00:00:00Z,3358.25828323
2021-10-25T00:00:00Z,4134.71431645
2021-10-24T00:00:00Z,2754.27575694
2021-10-23T00:00:00Z,2681.63013037
2021-10-22T00:00:00Z,5161.15850998
2021-10-21T00:00:00Z,2205.06426472
2021-10-20T00:00:00Z,4508.36636144
2021-10-19T00:00:00Z,2537.23047344
2021-10-18T00:00:00Z,4894.34922727
2021-10-17T00:00:00Z,2406.65284049
2021-10-16T00:00:00Z,3878.51141684
2021-10-15T00:00:00Z,4048.16547867
2021-10-14T00:00:00Z,4455.2207231
2021-10-13T00:00:00Z,3546.3218846
2021-10-12T00:00:00Z,11680.56681563
2021-10-11T00:00:00Z,4062.24776392
2021-10-10T00:00:00Z,2405.6657374
2021-10-09T00:00:00Z,3562.73865405
2021-10-08T00:00:00Z,2819.60523737
2021-10-07T00:00:00Z,5098.40151768
2021-10-06T00:00:00Z,2693.87630297
2021-10-05T00:00:00Z,3272.64449809
2021-10-04T00:00:00Z,3817.48396273
2021-10-03T00:00:00Z,2335.19285077
2021-10-02T00:00:00Z,3181.58311261
2021-10-01T00:00:00Z,4470.50770323
2021-09-30T00:00:00Z,3678.58582856
2021-09-29T00:00:00Z,3945.75552783
2021-09-28T00:00:00Z,2522.63831281
2021-09-27T00:00:00Z,3116.38596346
2021-09-26T00:00:00Z,4009.89511199
2021-09-25T00:00:00Z,2353.11097726
2021-09-24T00:00:00Z,5334.95265995
2021-09-23T00:00:00Z,2056.19305016
2021-09-22T00:00:00Z,2062.32728403
2021-09-21T00:00:00Z,3098.24754248
2021-09-20T00:00:00Z,3863.32960613
2021-09-19T00:00:00Z,2124.42336013
2021-09-18T00:00:00Z,2451.87779169
2021-09-17T00:00:00Z,2336.09959066
2021-09-16T00:00:00Z,5087.7179452
2021-09-15T00:00:00Z,3884.53475246
2021-09-14T00:00:00Z,7780.56645305
2021-09-13T00:00:00Z,2298.25267769
2021-09-12T00:00:00Z,2131.39056636
2021-09-11T00:00:00Z,4115.26117072
2021-09-10T00:00:00Z,1917.01256657
2021-09-09T00:00:00Z,13097.10278201
2021-09-08T00:00:00Z,2140.65502403
2021-09-07T00:00:00Z,4955.7607359
2021-09-06T00:00:00Z,2766.95834223
2021-09-05T00:00:00Z,3597.50308549
2021-09-04T00:00:00Z,1887.38361407
2021-09-03T00:00:00Z,2603.00766884
2021-09-02T00:00:00Z,4244.02362256
2021-09-01T00:00:00Z,3418.0287953
2021-08-31T00:00:00Z,1913.70548187
2021-08-30T00:00:00Z,4643.12398864
2021-08-29T00:00:00Z,4015.22014611
2021-08-28T00:00:00Z,2606.86918815
2021-08-27T00:00:00Z,2962.25923236
2021-08-26T00:00:00Z,1960.10113686
2021-08-25T00:00:00Z,4847.3103417
2021-08-24T00:00:00Z,2752.21090607
2021-08-23T00:00:00Z,2440.46009634
2021-08-22T00:00:00Z,4259.33480653
2021-08-21T00:00:00Z,2599.37390125
2021-08-20T00:00:00Z,2327.49002542
2021-08-19T00:00:00Z,1710.06397084
2021-08-18T00:00:00Z,4734.37029697
2021-08-17T00:00:00Z,2549.79600335
2021-08-16T00:00:00Z,2303.12156374
2021-08-15T00:00:00Z,2023.86106369
2021-08-14T00:00:00Z,4099.57665275
2021-08-13T00:00:00Z,1815.89324607
2021-08-12T00:00:00Z,2297.50631559
2021-08-11T00:00:00Z,1891.94013977
2021-08-10T00:00:00Z,3258.86673388
2021-08-09T00:00:00Z,2824.18478506
2021-08-08T00:00:00Z,11411.03936014
2021-08-07T00:00:00Z,2439.06437539
2021-08-06T00:00:00Z,2284.06726554
2021-08-05T00:00:00Z,3248.00165336
2021-08-04T00:00:00Z,1811.31503679
2021-08-03T00:00:00Z,1723.04071356
2021-08-02T00:00:00Z,2711.92826509
2021-08-01T00:00:00Z,3532.58796155
2021-07-31T00:00:00Z,2259.63372304
2021-07-30T00:00:00Z,2407.12884638
2021-07-29T00:00:00Z,2112.26208963
2021-07-28T00:00:00Z,12326.19726821
2021-07-27T00:00:00Z,2386.12311286
2021-07-26T00:00:00Z,2473.83097931
2021-07-25T00:00:00Z,2193.40793932
2021-07-24T00:00:00Z,1632.42959196
2021-07-23T00:00:00Z,1693.93210879
2021-07-22T00:00:00Z,1701.42390684
2021-07-21T00:00:00Z,2851.11254032
2021-07-20T00:00:00Z,2601.56816915
2021-07-19T00:00:00Z,2918.38827646
2021-07-18T00:00:00Z,1918.13081753
2021-07-17T00:00:00Z,1640.79241998
2021-07-16T00:00:00Z,2452.82141787
2021-07-15T00:00:00Z,1661.49277248
2021-07-14T00:00:00Z,1371.71004548
2021-07-13T00:00:00Z,1679.47506595
2021-07-12T00:00:00Z,1489.00742096
2021-07-11T00:00:00Z,2684.21062855
2021-07-10T00:00:00Z,1230.44252041
2021-07-09T00:00:00Z,2163.55962231
2021-07-08T00:00:00Z,1414.86634991
2021-07-07T00:00:00Z,1112.10291962
2021-07-06T00:00:00Z,1392.4721628
2021-07-05T00:00:00Z,1501.70417268
2021-07-04T00:00:00Z,1485.36928028
2021-07-03T00:00:00Z,1300.91489501
2021-07-02T00:00:00Z,1371.06271328
2021-07-01T00:00:00Z,1210.75556912
2021-06-30T00:00:00Z,2764.8538179
2021-06-29T00:00:00Z,1653.28015714
2021-06-28T00:00:00Z,2573.40337869
2021-06-27T00:00:00Z,923.52125068
2021-06-26T00:00:00Z,1370.95837872
2021-06-25T00:00:00Z,1549.90281214
2021-06-24T00:00:00Z,1725.31512502
2021-06-23T00:00:00Z,1802.41724163
2021-06-22T00:00:00Z,2252.35679436
2021-06-21T00:00:00Z,2425.05730967
2021-06-20T00:00:00Z,2138.71713861
2021-06-19T00:00:00Z,1369.12950031
2021-06-18T00:00:00Z,1745.05653996
2021-06-17T00:00:00Z,2399.16531107
2021-06-16T00:00:00Z,1688.06764669
2021-06-15T00:00:00Z,2486.44282172
2021-06-14T00:00:00Z,2262.94305987
2021-06-13T00:00:00Z,3063.23666677
2021-06-12T00:00:00Z,2219.202562
2021-06-11T00:00:00Z,1767.25922714
2021-06-10T00:00:00Z,2053.29580524
2021-06-09T00:00:00Z,1844.72477527
2021-06-08T00:00:00Z,2030.02782633
2021-06-07T00:00:00Z,1962.84444975
2021-06-06T00:00:00Z,1753.01143544
2021-06-05T00:00:00Z,1804.25269336
2021-06-04T00:00:00Z,2217.29767271
2021-06-03T00:00:00Z,2548.54299835
2021-06-02T00:00:00Z,4215.63302496
2021-06-01T00:00:00Z,3194.77905265
2021-05-31T00:00:00Z,3146.10063898
2021-05-30T00:00:00Z,2432.92868847
2021-05-29T00:00:00Z,2905.6024444
2021-05-28T00:00:00Z,4678.31479159
2021-05-27T00:00:00Z,3486.43219119
2021-05-26T00:00:00Z,2856.20992249
2021-05-25T00:00:00Z,2939.64741437
2021-05-24T00:00:00Z,5111.02776296
2021-05-23T00:00:00Z,4296.78794357
2021-05-22T00:00:00Z,4851.06623071
2021-05-21T00:00:00Z,4907.1677284
2021-05-20T00:00:00Z,5066.55547588
2021-05-19T00:00:00Z,3830.16164668
2021-05-18T00:00:00Z,3213.18505393
2021-05-17T00:00:00Z,1832.44156562
2021-05-16T00:00:00Z,2620.39422865
2021-05-15T00:00:00Z,2166.90125475
2021-05-14T00:00:00Z,2768.42440199
2021-05-13T00:00:00Z,3139.0496219
2021-05-12T00:00:00Z,3028.45999807
2021-05-11T00:00:00Z,3908.91222514
2021-05-10T00:00:00Z,4290.94787074
2021-05-09T00:00:00Z,2810.22637779
2021-05-08T00:00:00Z,3052.42767899
2021-05-07T00:00:00Z,3721.37701569
2021-05-06T00:00:00Z,2574.59605283
2021-05-05T00:00:00Z,3961.90916738
2021-05-04T00:00:00Z,2244.60344849
2021-05-03T00:00:00Z,3161.84006077
2021-05-02T00:00:00Z,1813.51930844
2021-05-01T00:00:00Z,2753.98296283
2021-04-30T00:00:00Z,3075.41099608
2021-04-29T00:00:00Z,4518.98472375
2021-04-28T00:00:00Z,2212.98507292
2021-04-27T00:00:00Z,2211.2919988
2021-04-26T00:00:00Z,4284.92182072
2021-04-25T00:00:00Z,3398.06294181
2021-04-24T00:00:00Z,2701.8359097
2021-04-23T00:00:00Z,2624.57153258
2021-04-22T00:00:00Z,2646.69129518
2021-04-21T00:00:00Z,3326.02692218
2021-04-20T00:00:00Z,2809.47772311
2021-04-19T00:00:00Z,2580.95529842
2021-04-18T00:00:00Z,3059.17419529
2021-04-17T00:00:00Z,2100.44740442
2021-04-16T00:00:00Z,2511.12049984
2021-04-15T00:00:00Z,2574.65694993
2021-04-14T00:00:00Z,2906.5910919
2021-04-13T00:00:00Z,2166.93209252
2021-04-12T00:00:00Z,2653.19575152
2021-04-11T00:00:00Z,2302.19878095
2021-04-10T00:00:00Z,3749.08581935
2021-04-09T00:00:00Z,3415.24647724
2021-04-08T00:00:00Z,1653.09782904
2021-04-07T00:00:00Z,2222.5750808
2021-04-06T00:00:00Z,4581.65269116
2021-04-05T00:00:00Z,1926.17932836
2021-04-04T00:00:00Z,1964.17173632
2021-04-03T00:00:00Z,2329.00701804
2021-04-02T00:00:00Z,3484.35922699
2021-04-01T00:00:00Z,2668.06992026
2021-03-31T00:00:00Z,3217.98339149
2021-03-30T00:00:00Z,2512.93082344
2021-03-29T00:00:00Z,2279.83551653
2021-03-28T00:00:00Z,1666.67173238
2021-03-27T00:00:00Z,11025.69702108
2021-03-26T00:00:00Z,2407.99896588
2021-03-25T00:00:00Z,2667.31686478
2021-03-24T00:00:00Z,10563.63874551
2021-03-23T00:00:00Z,1938.74488885
2021-03-22T00:00:00Z,2459.3821872
2021-03-21T00:00:00Z,1841.89587941
2021-03-20T00:00:00Z,2062.24465919
2021-03-19T00:00:00Z,2215.64882311
2021-03-18T00:00:00Z,11019.02976913
2021-03-17T00:00:00Z,2810.12415208
2021-03-16T00:00:00Z,2838.26357818
2021-03-15T00:00:00Z,4392.20814387
2021-03-14T00:00:00Z,6499.2562088
2021-03-13T00:00:00Z,8121.70950511
2021-03-12T00:00:00Z,8771.23235726
2021-03-11T00:00:00Z,16448.43692662
2021-03-10T00:00:00Z,9219.73373815
2021-03-09T00:00:00Z,7795.11154535
2021-03-08T00:00:00Z,19982.30847013
2021-03-07T00:00:00Z,10831.99293467
2021-03-06T00:00:00Z,9049.35025444
2021-03-05T00:00:00Z,11060.70670225
2021-03-04T00:00:00Z,10641.83228954
2021-03-03T00:00:00Z,11216.09926215
2021-03-02T00:00:00Z,11080.88174525
2021-03-01T00:00:00Z,11149.20655633
2021-02-28T00:00:00Z,14209.47065634
2021-02-27T00:00:00Z,12706.86286875
2021-02-26T00:00:00Z,12791.09208906
2021-02-25T00:00:00Z,9065.99555146
2021-02-24T00:00:00Z,3701.98471582
2021-02-23T00:00:00Z,5612.20224363
2021-02-22T00:00:00Z,14620.32728703
2021-02-21T00:00:00Z,4805.55217799
2021-02-20T00:00:00Z,5272.33694953
2021-02-19T00:00:00Z,6171.2197653
2021-02-18T00:00:00Z,5367.98368422
2021-02-17T00:00:00Z,3781.51385643
2021-02-16T00:00:00Z,3943.91271595
2021-02-15T00:00:00Z,2591.73724814
2021-02-14T00:00:00Z,4373.77654799
2021-02-13T00:00:00Z,3679.84689659
2021-02-12T00:00:00Z,3371.85080461
2021-02-11T00:00:00Z,4620.41660471
2021-02-10T00:00:00Z,14813.03740459
2021-02-09T00:00:00Z,19717.06946563
2021-02-08T00:00:00Z,10290.9085785
2021-02-07T00:00:00Z,9467.69759382
2021-02-06T00:00:00Z,10882.18814012
2021-02-05T00:00:00Z,8707.61065545
2021-02-04T00:00:00Z,6927.93995411
2021-02-03T00:00:00Z,7342.04512045
2021-02-02T00:00:00Z,10177.25707292
2021-02-01T00:00:00Z,7509.48011669
2021-01-31T00:00:00Z,5495.44145893
2021-01-30T00:00:00Z,8077.75884498
2021-01-29T00:00:00Z,10981.18857933
2021-01-28T00:00:00Z,5614.80642151
2021-01-27T00:00:00Z,5735.71350899
2021-01-26T00:00:00Z,6228.69273905
2021-01-25T00:00:00Z,6333.66296669
2021-01-24T00:00:00Z,5649.5388506
2021-01-23T00:00:00Z,6077.4630092
2021-01-22T00:00:00Z,7424.72673865
2021-01-21T00:00:00Z,6495.19342674
2021-01-20T00:00:00Z,8469.48186581
2021-01-19T00:00:00Z,7871.80040254
2021-01-18T00:00:00Z,7752.35817519
2021-01-17T00:00:00Z,17558.23662241
2021-01-16T00:00:00Z,6607.58289146
2021-01-15T00:00:00Z,7364.75331428
2021-01-14T00:00:00Z,7832.26436303
2021-01-13T00:00:00Z,15969.71510907
2021-01-12T00:00:00Z,10710.07033936
2021-01-11T00:00:00Z,8014.93483243
2021-01-10T00:00:00Z,6481.98405017
2021-01-09T00:00:00Z,8221.89800998
2021-01-08T00:00:00Z,19205.26066911
2021-01-07T00:00:00Z,6743.52446
2021-01-06T00:00:00Z,16112.19779379
2021-01-05T00:00:00Z,6178.20348799
2021-01-04T00:00:00Z,18706.97863184
2021-01-03T00:00:00Z,10167.00516149
2021-01-02T00:00:00Z,8666.17519701
2021-01-01T00:00:00Z,8752.89903354
2020-12-31T00:00:00Z,11439.77703871
2020-12-30T00:00:00Z,17845.71302361
2020-12-29T00:00:00Z,12275.37677336
2020-12-28T00:00:00Z,21881.96414363
2020-12-27T00:00:00Z,21779.67347383
2020-12-26T00:00:00Z,13703.69715837
2020-12-25T00:00:00Z,14126.30735987
2020-12-24T00:00:00Z,17848.94878457
2020-12-23T00:00:00Z,10128.40581802
2020-12-22T00:00:00Z,10310.24836436
2020-12-21T00:00:00Z,9519.53375168
2020-12-20T00:00:00Z,6953.30232706
2020-12-19T00:00:00Z,7013.76342997
2020-12-18T00:00:00Z,6128.25242819
2020-12-17T00:00:00Z,6670.92517631
2020-12-16T00:00:00Z,6479.99774791
2020-12-15T00:00:00Z,4793.91065968
2020-12-14T00:00:00Z,5212.3109537
2020-12-13T00:00:00Z,4802.05099146
2020-12-12T00:00:00Z,3254.21179114
2020-12-11T00:00:00Z,5182.62895208
2020-12-10T00:00:00Z,4813.33676648
2020-12-09T00:00:00Z,14018.16104333
2020-12-08T00:00:00Z,6250.01854706
2020-12-07T00:00:00Z,8160.77340287
2020-12-06T00:00:00Z,5538.31837237
2020-12-05T00:00:00Z,6767.04171708
2020-12-04T00:00:00Z,8240.22090149
2020-12-03T00:00:00Z,7904.77916932
2020-12-02T00:00:00Z,6977.66948147
2020-12-01T00:00:00Z,10392.5129897
2020-11-30T00:00:00Z,8897.4052044
2020-11-29T00:00:00Z,5618.29223442
2020-11-28T00:00:00Z,5565.57459483
2020-11-27T00:00:00Z,7089.30451565
2020-11-26T00:00:00Z,13207.49977193
2020-11-25T00:00:00Z,10063.57101931
2020-11-24T00:00:00Z,10072.98331242
2020-11-23T00:00:00Z,10314.95198828
2020-11-22T00:00:00Z,9777.39692994
2020-11-21T00:00:00Z,12125.52297318
2020-11-20T00:00:00Z,12635.51595496
2020-11-19T00:00:00Z,11195.22849515
2020-11-18T00:00:00Z,10740.2706297
2020-11-17T00:00:00Z,7599.78439515
2020-11-16T00:00:00Z,5669.30135578
2020-11-15T00:00:00Z,4311.15204593
2020-11-14T00:00:00Z,4614.98350974
2020-11-13T00:00:00Z,5675.06570495
2020-11-12T00:00:00Z,8294.05798956
2020-11-11T00:00:00Z,5089.11303393
2020-11-10T00:00:00Z,6237.85462534
2020-11-09T00:00:00Z,6672.66527917
2020-11-08T00:00:00Z,4334.30129906
2020-11-07T00:00:00Z,6613.79654799
2020-11-06T00:00:00Z,10513.2962188
2020-11-05T00:00:00Z,15188.58724413
2020-11-04T00:00:00Z,3961.62907598
2020-11-03T00:00:00Z,4904.93202564
2020-11-02T00:00:00Z,6121.82454718
2020-11-01T00:00:00Z,3664.81767512
2020-10-31T00:00:00Z,6114.61259574
2020-10-30T00:00:00Z,4357.45953243
2020-10-29T00:00:00Z,3373.66376521
2020-10-28T00:00:00Z,4275.76607023
2020-10-27T00:00:00Z,5950.79036342
2020-10-26T00:00:00Z,7631.39489103
2020-10-25T00:00:00Z,2702.98803972
2020-10-24T00:00:00Z,3647.93861017
2020-10-23T00:00:00Z,3347.62357665
2020-10-22T00:00:00Z,5099.28159956
2020-10-21T00:00:00Z,4943.1981748
2020-10-20T00:00:00Z,2863.41868242
2020-10-19T00:00:00Z,2825.89909389
2020-10-18T00:00:00Z,2679.72669543
2020-10-17T00:00:00Z,2225.74488622
2020-10-16T00:00:00Z,5685.24845495
2020-10-15T00:00:00Z,2960.33933058
2020-10-14T00:00:00Z,4352.2101475
2020-10-13T00:00:00Z,4377.81897096
2020-10-12T00:00:00Z,2566.64185006
2020-10-11T00:00:00Z,2663.74348182
2020-10-10T00:00:00Z,3097.78040137
2020-10-09T00:00:00Z,2643.23924367
2020-10-08T00:00:00Z,2759.48918945
2020-10-07T00:00:00Z,2460.33197843
2020-10-06T00:00:00Z,2235.93183287
2020-10-05T00:00:00Z,2778.97973651
2020-10-04T00:00:00Z,2243.8421809
2020-10-03T00:00:00Z,2220.80591046
2020-10-02T00:00:00Z,2731.39166632
2020-10-01T00:00:00Z,2649.18909354
2020-09-30T00:00:00Z,3013.89806456
2020-09-29T00:00:00Z,3461.88994285
2020-09-28T00:00:00Z,3606.28077671
2020-09-27T00:00:00Z,2535.85872829
2020-09-26T00:00:00Z,4087.46921412
2020-09-25T00:00:00Z,6402.82521711
2020-09-24T00:00:00Z,4324.52222955
2020-09-23T00:00:00Z,3725.45662542
