date,Fund Holdings
2023-01-04,670606.764352376
2023-01-05,670554.6823384572
2023-01-06,670519.1655682806
2023-01-07,670519.1655682806
2023-01-08,670519.1655682806
2023-01-09,670411.351885174
2023-01-10,670381.3386959373
2023-01-11,670359.1637174286
2023-01-12,670250.1940276454
2023-01-13,670361.4291987543
2023-01-14,670361.4291987543
2023-01-15,670361.4291987543
2023-01-16,670115.240542208
2023-01-17,670026.3112086622
2023-01-18,670001.1984416117
2023-01-19,670504.3860691863
2023-01-20,670249.2771714011
2023-01-21,670249.2771714011
2023-01-22,670249.2771714011
2023-01-23,671047.6378440433
2023-01-24,671103.7479377044
2023-01-25,671461.460633048
2023-01-26,672464.4439516831
2023-01-27,672793.7279358687
2023-01-28,672793.7279358687
2023-01-29,672793.7279358687
2023-01-30,672974.6221796774
2023-01-31,672938.9921699672
2023-02-01,673049.4145326813
2023-02-02,673058.6498131189
2023-02-03,672838.4774335885
2023-02-04,672838.4774335885
2023-02-05,672838.4774335885
2023-02-06,672824.6859598093
2023-02-07,672835.9985220855
2023-02-08,672728.783323733
2023-02-09,672188.1571283725
2023-02-10,671654.1917692436
2023-02-11,671654.1917692436
2023-02-12,671654.1917692436
2023-02-13,671305.9448709751
2023-02-14,670908.4573002673
2023-02-15,670822.9513438453
2023-02-16,670600.9938418831
2023-02-17,670760.6078539139
2023-02-18,670760.6078539139
2023-02-19,670760.6078539139
2023-02-20,671128.798661472
2023-02-21,670973.4823813856
2023-02-22,670877.6679750612
2023-02-23,670580.8908739699
2023-02-24,670517.4184412437
2023-02-25,670517.4184412437
2023-02-26,670517.4184412437
2023-02-27,670286.8143447132
2023-02-28,670275.4081504219
2023-03-01,670310.7805384103
2023-03-02,670263.9371641945
2023-03-03,669512.6701007122
2023-03-04,669512.6701007122
2023-03-05,669512.6701007122
2023-03-06,669481.6421621816
2023-03-07,669290.7204969947
2023-03-08,669259.5203245207
2023-03-09,669083.4230447378
2023-03-10,668482.8115700079
2023-03-11,668482.8115700079
2023-03-12,668482.8115700079
2023-03-13,667904.8768196894
2023-03-14,667729.37023043
2023-03-15,667546.7011626475
2023-03-16,667488.7958471812
2023-03-17,667807.9098532373
2023-03-18,667807.9098532373
2023-03-19,667807.9098532373
2023-03-20,667815.2307485639
2023-03-21,668783.3749973197
2023-03-22,668833.7570060836
2023-03-23,669388.3997691592
2023-03-24,670192.8520574952
2023-03-25,670192.8520574952
2023-03-26,670192.8520574952
2023-03-27,670181.3700698942
2023-03-28,670280.2287425568
2023-03-29,670255.2905671865
2023-03-30,670345.4083688066
2023-03-31,670982.6826487565
2023-04-01,670982.6826487565
2023-04-02,670982.6826487565
2023-04-03,670875.7454311012
2023-04-04,670782.6334689974
2023-04-05,671323.1324280886
2023-04-06,671284.8493040885
2023-04-07,671250.2307990885
2023-04-08,671250.2307990885
2023-04-09,671250.2307990885
2023-04-10,671364.7072060886
2023-04-11,672150.0522356377
2023-04-12,672564.0610711238
2023-04-13,672933.1832708118
2023-04-14,672996.9989432434
2023-04-15,672996.9989432434
2023-04-16,672996.9989432434
2023-04-17,672736.5710752434
2023-04-18,672734.1549612435
2023-04-19,673172.4197800723
2023-04-20,672565.5633507869
2023-04-21,672624.1096983977
2023-04-22,672624.1096983977
2023-04-23,672624.1096983977
2023-04-24,671717.861230513
2023-04-25,671478.7805385883
2023-04-26,671398.9584122497
2023-04-27,671347.7553436861
2023-04-28,671067.103754306
2023-04-29,671067.103754306
2023-04-30,671067.103754306
2023-05-01,670761.2940187297
2023-05-02,670533.9216999392
2023-05-03,670706.4120716539
2023-05-04,670478.6097238265
2023-05-05,670362.6852323958
2023-05-06,670362.6852323958
2023-05-07,670362.6852323958
2023-05-08,669657.1252758045
2023-05-09,669638.5541047453
2023-05-10,669381.9273837467
2023-05-11,668655.0248483388
2023-05-12,668389.3939525657
2023-05-13,668389.3939525657
2023-05-14,668389.3939525657
2023-05-15,668051.0249683434
2023-05-16,667571.6020788397
2023-05-17,667428.1080735467
2023-05-18,667211.790422868
2023-05-19,667176.2190645497
2023-05-20,667176.2190645497
2023-05-21,667176.2190645497
2023-05-22,667048.7830305783
2023-05-23,667013.2130301417
2023-05-24,666988.4600313685
2023-05-25,666857.301585627
2023-05-26,666847.2468999834
2023-05-27,666847.2468999834
2023-05-28,666847.2468999834
2023-05-29,667028.0041584632
2023-05-30,666623.2735859343
2023-05-31,666505.6727856945
2023-06-01,666327.7824401342
2023-06-02,666224.08594188
2023-06-03,666224.08594188
2023-06-04,666224.08594188
2023-06-05,665886.4879418002
2023-06-06,665923.130401928
2023-06-07,665781.9156826967
2023-06-08,665589.4763302716
2023-06-09,665599.8451212118
2023-06-10,665599.8451212118
2023-06-11,665599.8451212118
2023-06-12,665591.6832226563
2023-06-13,665610.3531834744
2023-06-14,665574.8224793315
2023-06-15,665614.2628660608
2023-06-16,665526.9402360299
2023-06-17,665526.9402360299
2023-06-18,665526.9402360299
2023-06-19,665449.7518976759
2023-06-20,665409.9927019494
2023-06-21,666862.0467839247
2023-06-22,667844.228483384
2023-06-23,668477.82928679
2023-06-24,668477.82928679
2023-06-25,668477.82928679
2023-06-26,670064.335349794
2023-06-27,671259.0470625752
2023-06-28,672326.7964592061
2023-06-29,674256.7863577222
2023-06-30,674345.7098119587
2023-07-01,674345.7098119587
2023-07-02,674345.7098119587
2023-07-03,674416.9351966187
2023-07-04,675093.4201275425
2023-07-05,675149.4792555366
2023-07-06,675116.9939893917
2023-07-07,675320.7535909597
2023-07-08,675320.7535909597
2023-07-09,675320.7535909597
2023-07-10,675181.4090090379
2023-07-11,675150.5760026841
2023-07-12,675149.354733634
2023-07-13,675767.3810708841
2023-07-14,675631.0946874305
2023-07-15,675631.0946874305
2023-07-16,675631.0946874305
2023-07-17,675620.5404583557
2023-07-18,675575.7559762532
2023-07-19,675363.6848117167
2023-07-20,675249.7311771684
2023-07-21,675401.7139039524
2023-07-22,675401.7139039524
2023-07-23,675401.7139039524
2023-07-24,675078.1186294479
2023-07-25,675281.9054151301
2023-07-26,674943.8959862554
2023-07-27,674173.1121565972
2023-07-28,674364.1773990763
2023-07-29,674364.1773990763
2023-07-30,674364.1773990763
2023-07-31,673861.4764362873
2023-08-01,673656.7889731578
2023-08-02,671736.4309254414
2023-08-03,671467.1271086121
2023-08-04,671337.5420066874
2023-08-05,671337.5420066874
2023-08-06,671337.5420066874
2023-08-07,671230.2198974864
2023-08-08,671834.6012789971
2023-08-09,671778.7369094577
2023-08-10,671801.0013855038
2023-08-11,671731.2887687641
2023-08-12,671731.2887687641
2023-08-13,671731.2887687641
2023-08-14,671610.8879956139
2023-08-15,671537.0472331145
2023-08-16,671495.6700945117
2023-08-17,670737.9646731331
2023-08-18,670330.873978857
2023-08-19,670330.873978857
2023-08-20,670330.873978857
2023-08-21,669186.8345191203
2023-08-22,668185.5277081217
2023-08-23,667841.8214972425
2023-08-24,667075.873859542
2023-08-25,667041.2804975419
2023-08-26,667041.2804975419
2023-08-27,667041.2804975419
2023-08-28,666875.1261135419
2023-08-29,666063.0809178728
2023-08-30,666017.4085258582
2023-08-31,665957.721279149
2023-09-01,665591.7592196726
2023-09-02,665591.7592196726
2023-09-03,665591.7592196726
2023-09-04,665429.61446927
2023-09-05,664861.6593578603
2023-09-06,664717.2963794015
2023-09-07,664024.9747208707
2023-09-08,663919.179683696
2023-09-09,663919.179683696
2023-09-10,663919.179683696
2023-09-11,663663.8043299948
2023-09-12,663628.2570589202
2023-09-13,663323.6759717797
2023-09-14,663297.8247442223
2023-09-15,663262.2624593794
2023-09-16,663262.2624593794
2023-09-17,663262.2624593794
2023-09-18,663155.6638131097
2023-09-19,663280.4147833298
2023-09-20,663724.188245723
2023-09-21,663799.6237145978
2023-09-22,663792.9608922227
2023-09-23,663792.9608922227
2023-09-24,663792.9608922227
2023-09-25,663541.193297562
2023-09-26,663503.2833619982
2023-09-27,663513.4569794226
2023-09-28,664095.3129473026
2023-09-29,664845.5581168209
2023-09-30,664845.5581168209
2023-10-01,664845.5581168209
2023-10-02,664958.9432009535
2023-10-03,664982.7748768814
2023-10-04,665874.0992424594
2023-10-05,666153.3949365737
2023-10-06,666380.7503186116
2023-10-07,666380.7503186116
2023-10-08,666380.7503186116
2023-10-09,666419.6615289415
2023-10-10,666144.4332316595
2023-10-11,666189.0277167882
2023-10-12,666099.4103538643
2023-10-13,666020.9890037598
2023-10-14,666020.9890037598
2023-10-15,666020.9890037598
2023-10-16,665672.3908781813
2023-10-17,666065.9885908688
2023-10-18,666154.6815318746
2023-10-19,666258.0445282673
2023-10-20,666663.122281999
2023-10-21,666663.122281999
2023-10-22,666663.122281999
2023-10-23,667444.5692328889
2023-10-24,667823.2538043609
2023-10-25,669391.1803016935
2023-10-26,670726.6386247397
2023-10-27,671051.8301144007
2023-10-28,671051.8301144007
2023-10-29,671051.8301144007
2023-10-30,671391.1568934352
2023-10-31,671404.3769886787
2023-11-01,672081.5257628256
2023-11-02,672361.9740512604
2023-11-03,672779.0796114975
2023-11-04,672779.0796114975
2023-11-05,672779.0796114975
2023-11-06,672814.239174797
2023-11-07,674002.9927535293
2023-11-08,674621.8773394452
2023-11-09,675438.8575652766
2023-11-10,676144.4658534743
2023-11-11,676144.4658534743
2023-11-12,676144.4658534743
2023-11-13,676645.0711732926
2023-11-14,676488.2542216965
2023-11-15,676560.8503438358
2023-11-16,676785.2032028456
2023-11-17,677475.1218625667
2023-11-18,677475.1218625667
2023-11-19,677475.1218625667
2023-11-20,678177.487929028
2023-11-21,678956.7140269262
2023-11-22,680476.5855406653
2023-11-23,680615.0041649287
2023-11-24,681665.638558435
2023-11-25,681665.638558435
2023-11-26,681665.638558435
2023-11-27,681794.8673329446
2023-11-28,682604.3970109493
2023-11-29,682745.0522872362
2023-11-30,682722.4255712193
2023-12-01,682678.7295188664
2023-12-02,682678.7295188664
2023-12-03,682678.7295188664
2023-12-04,682295.7617257131
2023-12-05,682223.7066220297
2023-12-06,682302.8861580769
2023-12-07,682371.1794274607
2023-12-08,682424.037746218
2023-12-09,682424.037746218
2023-12-10,682424.037746218
2023-12-11,681904.9557429169
2023-12-12,681876.2575562638
2023-12-13,681764.206623325
2023-12-14,681722.7501462393
2023-12-15,682039.4955171903
2023-12-16,682039.4955171903
2023-12-17,682039.4955171903
2023-12-18,682116.8254045314
2023-12-19,682090.0171184272
2023-12-20,682220.7521895453
2023-12-21,682208.9544432366
2023-12-22,682395.3053624018
2023-12-23,682395.3053624018
2023-12-24,682395.3053624018
2023-12-25,682395.3053624018
2023-12-26,682263.7550434017
2023-12-27,682464.9454896644
2023-12-28,682604.9365349032
2023-12-29,682696.2764666035
2023-12-30,682696.2764666035
2023-12-31,682696.2764666035
2024-01-01,682696.2764666035
2024-01-02,682606.3073075857
2024-01-03,683047.366630771
2024-01-04,683030.4830459896
2024-01-05,682932.4139630978
2024-01-06,682932.4139630978
2024-01-07,682932.4139630978
2024-01-08,682564.4512651867
2024-01-09,682523.2337860888
2024-01-10,681929.1920068231
2024-01-11,692251.1443773283
2024-01-12,715730.1453530652
2024-01-13,715730.1453530652
2024-01-14,715730.1453530652
2024-01-15,715011.4150746195
2024-01-16,726014.5046681418
2024-01-17,748616.9948171995
2024-01-18,720896.5547220473
2024-01-19,720767.2024492326
2024-01-20,720767.2024492326
2024-01-21,720767.2024492326
2024-01-22,720138.4678818351
2024-01-23,714211.0263121227
2024-01-24,707439.4776901216
2024-01-25,705074.5681635591
2024-01-26,700563.3048711414
2024-01-27,700563.3048711414
2024-01-28,700563.3048711414
2024-01-29,704724.7654106293
2024-01-30,710236.6949563586
2024-01-31,714215.2308067706
2024-02-01,714781.2250387042
2024-02-02,715708.9465588371
2024-02-03,715708.9465588371
2024-02-04,715708.9465588371
2024-02-05,716153.3099665333
2024-02-06,715681.5217524881
2024-02-07,718406.74871988
2024-02-08,728259.8416242901
2024-02-09,739095.3129378916
2024-02-10,739095.3129378916
2024-02-11,739095.3129378916
2024-02-12,750068.723604308
2024-02-13,761726.4198863836
2024-02-14,769593.4800427125
2024-02-15,779502.9321866042
2024-02-16,785413.8300669005
2024-02-17,785413.8300669005
2024-02-18,785413.8300669005
2024-02-19,785428.3203477219
2024-02-20,786930.9759808896
2024-02-21,787212.7768716603
2024-02-22,788875.7147689413
2024-02-23,793472.620897929
2024-02-24,793472.620897929
2024-02-25,793472.620897929
2024-02-26,802227.3169900032
2024-02-27,813291.4352775011
2024-02-28,825049.6102815832
2024-02-29,832700.3608903245
2024-03-01,828224.2875501023
2024-03-02,828224.2875501023
2024-03-03,828224.2875501023
2024-03-04,834186.6839799321
2024-03-05,843259.7981814959
2024-03-06,846814.9415334295
2024-03-07,854855.5353385368
2024-03-08,856764.9878025688
2024-03-09,856764.9878025688
2024-03-10,856764.9878025688
2024-03-11,864531.6160197615
2024-03-12,874031.3856007782
2024-03-13,886498.0432368602
2024-03-14,887915.6975836686
2024-03-15,888900.8251397402
2024-03-16,888900.8251397402
2024-03-17,888900.8251397402
2024-03-18,894340.4035580368
2024-03-19,886641.5038486746
2024-03-20,881437.7237099891
2024-03-21,879784.8569003253
2024-03-22,875928.4079969532
2024-03-23,875928.4079969532
2024-03-24,875928.4079969532
2024-03-25,878880.2437859634
2024-03-26,882055.6719849906
2024-03-27,886941.5304486889
2024-03-28,886499.9483562476
2024-03-29,886499.9483562476
2024-03-30,886499.9483562476
2024-03-31,886499.9483562476
2024-04-01,888258.9886412476
2024-04-02,885490.252768619
2024-04-03,887075.7302085757
2024-04-04,889888.3839634616
2024-04-05,894925.1801966449
2024-04-06,894925.1801966449
2024-04-07,894925.1801966449
2024-04-08,893340.3375878986
2024-04-09,890965.4372445408
2024-04-10,890663.9466920465
2024-04-11,893320.8230800831
2024-04-12,891889.5101474796
2024-04-13,891889.5101474796
2024-04-14,891889.5101474796
2024-04-15,891817.8811834241
2024-04-16,889830.2618042597
2024-04-17,887988.4420568973
2024-04-18,887146.1643853893
2024-04-19,887750.4813545167
2024-04-20,887750.4813545167
2024-04-21,887750.4813545167
2024-04-22,888245.8486463521
2024-04-23,889396.648200598
2024-04-24,888277.5309954898
2024-04-25,885637.0547511356
2024-04-26,882734.1420363961
2024-04-27,882734.1420363961
2024-04-28,882734.1420363961
2024-04-29,880762.5699563157
2024-04-30,879023.079102387
2024-05-01,870648.0840175061
2024-05-02,868100.2870718387
2024-05-03,872002.3150978388
2024-05-04,872002.3150978388
2024-05-05,872002.3150978388
2024-05-06,876297.0949712931
2024-05-07,876551.2260081532
2024-05-08,876274.1800343024
2024-05-09,876486.3821417638
2024-05-10,875720.2511645514
2024-05-11,875720.2511645514
2024-05-12,875720.2511645514
2024-05-13,875122.7427338515
2024-05-14,877385.2345177449
2024-05-15,880680.0190174816
2024-05-16,885007.7894655331
2024-05-17,887775.7450022008
2024-05-18,887775.7450022008
2024-05-19,887775.7450022008
2024-05-20,891543.8556925223
2024-05-21,896486.4100594867
2024-05-22,898861.8659335898
2024-05-23,899832.7116325574
2024-05-24,903290.6929853854
2024-05-25,903290.6929853854
2024-05-26,903290.6929853854
2024-05-27,903294.9834253248
2024-05-28,905702.519488444
2024-05-29,904906.3398615638
2024-05-30,905208.0724824588
2024-05-31,907772.7921080588
2024-06-01,907772.7921080588
2024-06-02,907772.7921080588
2024-06-03,907340.1104759744
2024-06-04,919423.7631946764
2024-06-05,926445.2233668438
2024-06-06,930089.9719243556
2024-06-07,931768.2985058192
2024-06-08,931768.2985058192
2024-06-09,931768.2985058192
2024-06-10,931247.1525083664
2024-06-11,929550.8274351432
2024-06-12,928539.9078094986
2024-06-13,926455.7838930062
2024-06-14,923196.768479477
2024-06-15,923196.768479477
2024-06-16,923196.768479477
2024-06-17,920286.2324115116
2024-06-18,918608.0493606868
2024-06-19,918385.7322417584
2024-06-20,916831.3379197086
2024-06-21,914797.3146895173
2024-06-22,914797.3146895173
2024-06-23,914797.3146895173
2024-06-24,912147.5363757224
2024-06-25,911222.6856136648
2024-06-26,910921.413453466
2024-06-27,911356.8006112032
2024-06-28,912066.4439164764
2024-06-29,912066.4439164764
2024-06-30,912066.4439164764
2024-07-01,914168.9707556302
2024-07-02,914449.9099911584
2024-07-03,914536.8141648076
2024-07-04,914413.054892
2024-07-05,915881.1621855536
2024-07-06,915881.1621855536
2024-07-07,915881.1621855536
2024-07-08,920317.8242291554
2024-07-09,924926.6245647146
2024-07-10,927010.5637321452
2024-07-11,928860.1779314548
2024-07-12,933138.246384278
2024-07-13,933138.246384278
2024-07-14,933138.246384278
2024-07-15,938069.3523363534
2024-07-16,944482.854918553
2024-07-17,946499.5753360807
2024-07-18,946401.8638222964
2024-07-19,951438.2081745758
2024-07-20,951438.2081745758
2024-07-21,951438.2081745758
2024-07-22,959760.1293482304
2024-07-23,958457.2719833069
2024-07-24,958798.3267416242
2024-07-25,959033.9073284572
2024-07-26,959353.1147847632
2024-07-27,959353.1147847632
2024-07-28,959353.1147847632
2024-07-29,961818.6878899734
2024-07-30,934888.1630203952
2024-07-31,959982.50597229
2024-08-01,957723.5219141648
2024-08-02,957080.351389998
2024-08-03,957080.351389998
2024-08-04,957080.351389998
2024-08-05,954182.932112449
2024-08-06,951922.052043226
2024-08-07,952970.632562592
2024-08-08,957004.6586983688
2024-08-09,954399.5074023552
2024-08-10,954399.5074023552
2024-08-11,954399.5074023552
2024-08-12,953815.2619415176
2024-08-13,954893.867317752
2024-08-14,954028.5950112996
2024-08-15,953035.6259972143
2024-08-16,954580.3562432136
2024-08-17,954580.3562432136
2024-08-18,954580.3562432136
2024-08-19,954184.2484493944
2024-08-20,955065.247863222
2024-08-21,956553.5784339616
2024-08-22,957814.6293267494
2024-08-23,960909.6491086198
2024-08-24,960909.6491086198
2024-08-25,960909.6491086198
2024-08-26,964758.1582270731
2024-08-27,962548.3606336262
2024-08-28,960924.9007725628
2024-08-29,959887.882218948
2024-08-30,958826.2988276996
2024-08-31,958826.2988276996
2024-09-01,958826.2988276996
2024-09-02,958823.639939643
2024-09-03,952549.164113793
2024-09-04,951561.1180305202
2024-09-05,947676.7205560452
2024-09-06,944558.630069836
2024-09-07,944558.630069836
2024-09-08,944558.630069836
2024-09-09,944736.6186067016
2024-09-10,945487.2618497248
2024-09-11,945421.7342210338
2024-09-12,945901.1380645751
2024-09-13,949998.9478964364
2024-09-14,949998.9478964364
2024-09-15,949998.9478964364
2024-09-16,950676.623408771
2024-09-17,952410.0981201662
2024-09-18,952381.473951368
2024-09-19,954835.5175580104
2024-09-20,956119.2597458753
2024-09-21,956119.2597458753
2024-09-22,956119.2597458753
2024-09-23,956983.2545320692
2024-09-24,958282.3960095276
2024-09-25,959935.277367076
2024-09-26,965261.4484732324
2024-09-27,972304.9302419672
2024-09-28,972304.9302419672
2024-09-29,972304.9302419672
2024-09-30,973871.013248728
2024-10-01,970445.8933998971
2024-10-02,968937.6450304524
2024-10-03,967492.9471253126
2024-10-04,967903.0655434312
2024-10-05,967903.0655434312
2024-10-06,967903.0655434312
2024-10-07,971433.536144202
2024-10-08,971202.226078322
2024-10-09,970445.5732750744
2024-10-10,968948.0051088188
2024-10-11,972612.87509013
2024-10-12,972612.87509013
2024-10-13,972612.87509013
2024-10-14,979930.7295374776
2024-10-15,985711.9096184212
2024-10-16,992684.8119781462
2024-10-17,999102.6310990312
2024-10-18,1003444.9279312087
2024-10-19,1003444.9279312087
2024-10-20,1003444.9279312087
2024-10-21,1008368.3999572116
2024-10-22,1006909.663583364
2024-10-23,1009826.8921359977
2024-10-24,1012479.8657218616
2024-10-25,1018165.034092152
2024-10-26,1018165.034092152
2024-10-27,1018165.034092152
2024-10-28,1024929.7744774836
2024-10-29,1036560.954909682
2024-10-30,1049105.1701124578
2024-10-31,1050188.435563069
2024-11-01,1048653.349209772
2024-11-02,1048653.349209772
2024-11-03,1048653.349209772
2024-11-04,1043417.5868377476
2024-11-05,1038979.3492668852
2024-11-06,1045035.42022862
2024-11-07,1064702.9968515274
2024-11-08,1068718.5965924964
2024-11-09,1068718.5965924964
2024-11-10,1068718.5965924964
2024-11-11,1080777.964413855
2024-11-12,1090684.8876628086
2024-11-13,1095328.075825659
2024-11-14,1092202.779142517
2024-11-15,1088124.7928228169
2024-11-16,1088124.7928228169
2024-11-17,1088124.7928228169
2024-11-18,1089192.6230630246
2024-11-19,1098419.826417513
2024-11-20,1106963.3289134745
2024-11-21,1117122.0947383528
2024-11-22,1122428.178325747
2024-11-23,1122428.178325747
2024-11-24,1122428.178325747
2024-11-25,1118766.9203527286
2024-11-26,1116010.955860966
2024-11-27,1116126.4187768516
2024-11-28,1118080.3435616833
2024-11-29,1119441.9024182344
2024-11-30,1119441.9024182344
2024-12-01,1119441.9024182344
2024-12-02,1123587.4141301848
2024-12-03,1131089.0455961162
2024-12-04,1137279.5535455574
2024-12-05,1144835.982524731
2024-12-06,1146757.119211258
2024-12-07,1146757.119211258
2024-12-08,1146757.119211258
2024-12-09,1154183.8609745668
2024-12-10,1159138.1129252291
2024-12-11,1159803.7980576523
2024-12-12,1165280.7890230364
2024-12-13,1170231.634396717
2024-12-14,1170231.634396717
2024-12-15,1170231.634396717
2024-12-16,1174926.4102354546
2024-12-17,1180362.7568597689
2024-12-18,1182317.253194495
2024-12-19,1178725.3266525918
2024-12-20,1173909.7670768388
2024-12-21,1173909.7670768388
2024-12-22,1173909.7670768388
2024-12-23,1171511.3621869795
2024-12-24,1168296.0538150785
2024-12-25,1168296.0538150785
2024-12-26,1171445.186908078
2024-12-27,1170921.198989496
2024-12-28,1170921.198989496
2024-12-29,1170921.198989496
2024-12-30,1165911.7712500491
2024-12-31,1163947.3660299194
2025-01-01,1163947.3660299194
2025-01-02,1161520.3629664648
2025-01-03,1167914.6958402838
2025-01-04,1167914.6958402838
2025-01-05,1167914.6958402838
2025-01-06,1174586.8761785864
2025-01-07,1178836.1454104418
2025-01-08,1177073.7144266083
2025-01-09,1177104.074164291
2025-01-10,1172597.0540329863
2025-01-11,1172597.0540329863
2025-01-12,1172597.0540329863
2025-01-13,1171512.676523211
2025-01-14,1168273.888796538
2025-01-15,1173650.3367479811
2025-01-16,1179682.830952986
2025-01-17,1184679.301132873
2025-01-18,1184679.301132873
2025-01-19,1184679.301132873
2025-01-20,1184824.0457628728
2025-01-21,1194561.3157678077
2025-01-22,1198651.1932678353
2025-01-23,1200173.482424608
2025-01-24,1203088.8929751134
2025-01-25,1203088.8929751134
2025-01-26,1203088.8929751134
2025-01-27,1200220.0219450078
2025-01-28,1199349.6398656156
2025-01-29,1199188.7303602628
2025-01-30,1205654.6485436333
2025-01-31,1208751.31466079
2025-02-01,1208751.31466079
2025-02-02,1208751.31466079
2025-02-03,1206630.6351078204
2025-02-04,1209322.6089134114
2025-02-05,1210202.4294517278
2025-02-06,1209000.2343857668
2025-02-07,1209001.1453262055
2025-02-08,1209001.1453262055
2025-02-09,1209001.1453262055
2025-02-10,1209140.0315376783
2025-02-11,1207119.1764200898
2025-02-12,1205470.859151183
2025-02-13,1204463.2523169292
2025-02-14,1204584.780742367
2025-02-15,1204584.780742367
2025-02-16,1204584.780742367
2025-02-17,1204607.1805713768
2025-02-18,1204455.0169719202
2025-02-19,1203829.4343129732
2025-02-20,1201973.3200522212
2025-02-21,1200911.3737832685
2025-02-22,1200911.3737832685
2025-02-23,1200911.3737832685
2025-02-24,1194335.7528484128
2025-02-25,1186874.1052262662
2025-02-26,1175556.7267805324
2025-02-27,1171676.3692702083
2025-02-28,1170613.4091022096
2025-03-01,1170613.4091022096
2025-03-02,1170613.4091022096
2025-03-03,1169211.7272957114
2025-03-04,1166265.4710433672
2025-03-05,1166954.6699484068
2025-03-06,1165945.676678376
2025-03-07,1178487.6792064183
2025-03-08,1178487.6792064183
2025-03-09,1178487.6792064183
2025-03-10,1158918.405191864
2025-03-11,1154398.6696792822
2025-03-12,1153193.5292702662
2025-03-13,1152451.8651290769
2025-03-14,1151153.141458848
2025-03-15,1151153.141458848
2025-03-16,1151153.141458848
2025-03-17,1153309.9012873182
2025-03-18,1155961.200508355
2025-03-19,1155932.8028731698
2025-03-20,1157816.625039362
2025-03-21,1159174.1326826515
2025-03-22,1159174.1326826515
2025-03-23,1159174.1326826515
2025-03-24,1160178.4648401467
2025-03-25,1160506.4929752229
2025-03-26,1161541.028063499
2025-03-27,1162406.500442339
2025-03-28,1162402.6325112777
2025-03-29,1162402.6325112777
2025-03-30,1162402.6325112777
2025-03-31,1160624.8616867964
2025-04-01,1159771.4689676098
2025-04-02,1160299.942940351
2025-04-03,1161138.5317425444
2025-04-04,1159451.4641900186
2025-04-05,1159451.4641900186
2025-04-06,1159451.4641900186
2025-04-07,1158689.7596798595
2025-04-08,1153682.214409797
2025-04-09,1152396.031318797
2025-04-10,1151059.3173657968
2025-04-11,1150240.1322917966
2025-04-12,1150240.1322917966
2025-04-13,1150240.1322917966
2025-04-14,1150244.3684607968
2025-04-15,1150817.866027
2025-04-16,1148585.812602
2025-04-17,1149581.570977
2025-04-18,1149581.570977
2025-04-19,1149599.000977
2025-04-20,1149599.000977
2025-04-21,1155488.9885299508
2025-04-22,1163214.1721462852
2025-04-23,1173664.7343091718
2025-04-24,1178069.258370618
2025-04-25,1179357.024672673
2025-04-26,1179357.024672673
2025-04-27,1179357.024672673
2025-04-28,1188673.4165535371
2025-04-29,1188921.2145459969
2025-04-30,1189173.0429684415
2025-05-01,1192892.455998898
2025-05-02,1200610.194941333
2025-05-03,1200610.194941333
2025-05-04,1200610.194941333
2025-05-05,1205639.3479096985
2025-05-06,1206023.5782939317
2025-05-07,1206049.6487086648
2025-05-08,1206204.2850384382
2025-05-09,1210138.627159174
2025-05-10,1210138.627159174
2025-05-11,1210138.627159174
2025-05-12,1210073.485546749
2025-05-13,1208803.911252098
2025-05-14,1210241.255816856
2025-05-15,1213875.49054608
2025-05-16,1216963.8802823098
2025-05-17,1216963.8802823098
2025-05-18,1216963.8802823098
2025-05-19,1221755.351807996
2025-05-20,1224724.339197193
2025-05-21,1229216.262406842
2025-05-22,1238203.137627325
2025-05-23,1241902.5804626525
2025-05-24,1241902.5804626525
2025-05-25,1241902.5804626525
2025-05-26,1241902.563492652
2025-05-27,1242357.285911166
2025-05-28,1245762.434886796
2025-05-29,1244405.124028466
2025-05-30,1237901.6015782023
2025-05-31,1237901.6015782023
2025-06-01,1237901.6015782023
2025-06-02,1236839.9904799568
2025-06-03,1238665.2437874128
2025-06-04,1238737.378195834
2025-06-05,1237933.91705329
2025-06-06,1236497.39921976
2025-06-07,1236497.39921976
2025-06-08,1236497.39921976
2025-06-09,1240018.156313925
2025-06-10,1244016.339288115
2025-06-11,1245569.45572219
2025-06-12,1247024.97553151
2025-06-13,1249481.48269769
2025-06-14,1249481.48269769
2025-06-15,1249481.48269769
2025-06-16,1252813.7564492198
2025-06-17,1255491.143945571
2025-06-18,1256395.20624022
2025-06-19,1256373.03901122
2025-06-20,1259104.83369159
2025-06-21,1259104.83369159
2025-06-22,1259104.83369159
2025-06-23,1261524.015140131
2025-06-24,1267445.815675274
2025-06-25,1273330.03165586
2025-06-26,1276032.018205678
2025-06-27,1278833.360936177
2025-06-28,1278833.360936177
2025-06-29,1278833.360936177
2025-06-30,1278475.932766564
2025-07-01,1278062.006010528
2025-07-02,1280690.0213118
2025-07-03,1286405.832554715
2025-07-04,1286416.155479715
2025-07-05,1286416.155479715
2025-07-06,1286416.155479715
2025-07-07,1288265.505464671
2025-07-08,1289278.6081425955
2025-07-09,1289945.732356343
2025-07-10,1294882.171185205
2025-07-11,1302389.2352001292
2025-07-12,1302389.2352001292
2025-07-13,1302389.2352001292
2025-07-14,1311648.136883265
2025-07-15,1313301.611847186
2025-07-16,1322900.261571824
2025-07-17,1326774.650304665
2025-07-18,1325155.1248133811
2025-07-19,1325155.1248133811
2025-07-20,1325155.1248133811
