date,Fund Price (USD)
2015-05-04,0.412399908898
2015-05-05,0.540047499747
2015-05-06,0.540047499747
2015-05-07,0.392761817998
2015-05-08,0.481133227048
2015-05-11,0.490952272498
2015-05-12,0.490461320225
2015-05-13,0.481133227048
2015-05-14,0.441857045248
2015-05-15,0.373123727098
2015-05-18,0.266587083966
2015-05-19,0.284752318049
2015-05-20,0.309299931673
2015-05-21,0.314209454398
2015-05-22,0.313227549853
2015-05-26,0.314209454398
2015-05-27,0.299971838496
2015-05-28,0.324028499848
2015-05-29,0.324028499848
2015-06-01,0.300953743041
2015-06-02,0.286225174866
2015-06-03,0.284752318049
2015-06-04,0.286716127139
2015-06-05,0.286716127139
2015-06-08,0.287207079411
2015-06-09,0.284752318049
2015-06-10,0.287207079411
2015-06-11,0.286225174866
2015-06-12,0.284163175322
2015-06-15,0.284752318049
2015-06-16,0.284752318049
2015-06-17,0.284752318049
2015-06-18,0.284752318049
2015-06-19,0.281021080778
2015-06-22,0.280333747596
2015-06-23,0.274933272599
2015-06-24,0.279842795324
2015-06-25,0.279842795324
2015-06-26,0.284752318049
2015-06-29,0.285636032139
2015-06-30,0.295749648953
2015-07-01,0.298008029406
2015-07-02,0.298008029406
2015-07-06,0.299480886224
2015-07-07,0.299480886224
2015-07-08,0.300462790768
2015-07-09,0.298989933951
2015-07-10,0.300462790768
2015-07-13,0.297811648497
2015-07-14,0.299480886224
2015-07-15,0.299480886224
2015-07-16,0.299480886224
2015-07-17,0.298989933951
2015-07-20,0.295651458498
2015-07-21,0.298498981679
2015-07-22,0.299480886224
2015-07-23,0.299480886224
2015-07-24,0.299971838496
2015-07-27,0.299480886224
2015-07-28,0.299971838496
2015-07-29,0.298989933951
2015-07-30,0.299480886224
2015-07-31,0.296044220316
2015-08-03,0.295553268044
2015-08-04,0.294571363499
2015-08-05,0.288778126683
2015-08-06,0.297517077134
2015-08-07,0.293687649408
2015-08-10,0.293687649408
2015-08-11,0.298989933951
2015-08-12,0.289760031228
2015-08-13,0.298498981679
2015-08-14,0.294571363499
2015-08-17,0.289661840774
2015-08-18,0.288679936229
2015-08-19,0.288679936229
2015-08-20,0.284752318049
2015-08-21,0.265114227149
2015-08-24,0.235657090799
2015-08-25,0.235657090799
2015-08-26,0.227016330803
2015-08-27,0.233104138982
2015-08-28,0.245377945794
2015-08-31,0.255295181699
2015-09-01,0.255295181699
2015-09-02,0.270023749874
2015-09-03,0.282297556686
2015-09-04,0.284261365776
2015-09-08,0.293589458954
2015-09-09,0.289661840774
2015-09-10,0.293589458954
2015-09-11,0.294571363499
2015-09-14,0.289661840774
2015-09-15,0.294473173044
2015-09-16,0.284752318049
2015-09-17,0.279842795324
2015-09-18,0.289661840774
2015-09-21,0.284752318049
2015-09-22,0.289661840774
2015-09-23,0.284752318049
2015-09-24,0.279842795324
2015-09-25,0.274933272599
2015-09-28,0.284752318049
2015-09-29,0.287207079411
2015-09-30,0.275031463053
2015-10-01,0.272085749418
2015-10-02,0.269041845329
2015-10-05,0.279842795324
2015-10-06,0.274933272599
2015-10-07,0.275031463053
2015-10-08,0.265114227149
