date,Coinbase Premium Gap
2024-05-16,16.97
2024-05-17,22.33
2024-05-18,8.67
2024-05-19,-12.39
2024-05-20,-14.45
2024-05-21,-5.5
2024-05-22,-56.69
2024-05-23,-29.2
2024-05-24,-2.19
2024-05-25,-0.9
2024-05-26,-33.95
2024-05-27,-67.71
2024-05-28,-76.41
2024-05-29,-82.97
2024-05-30,-13.59
2024-05-31,-67.6
2024-06-01,-47.56
2024-06-02,-30.11
2024-06-03,-18.9
2024-06-04,4.48
2024-06-05,13.11
2024-06-06,-25.42
2024-06-07,-31.07
2024-06-08,-6.41
2024-06-09,-10.27
2024-06-10,-42.27
2024-06-11,2.29
2024-06-12,-15.39
2024-06-13,-34.16
2024-06-14,-39.6
2024-06-15,-36.25
2024-06-16,-48.12
2024-06-17,-22.52
2024-06-18,-22.52
2024-06-19,-30.58
2024-06-20,-29.11
2024-06-21,-23.28
2024-06-22,-27.0
2024-06-23,-38.58
2024-06-24,-30.3
2024-06-25,-16.3
2024-06-26,-48.31
2024-06-27,-91.08
2024-06-28,-114.49
2024-06-29,-101.01
2024-06-30,-103.75
2024-07-01,-69.86
2024-07-02,-95.25
2024-07-03,-63.57
2024-07-04,-7.87
2024-07-05,10.64
2024-07-06,14.62
2024-07-07,-3.72
2024-07-08,-15.19
2024-07-09,-2.14
2024-07-10,-13.26
2024-07-11,0.88
2024-07-12,19.93
2024-07-13,20.56
2024-07-14,10.51
2024-07-15,33.02
2024-07-16,45.0
2024-07-17,-2.18
2024-07-18,-5.06
2024-07-19,47.61
2024-07-20,23.87
2024-07-21,15.94
2024-07-22,26.21
2024-07-23,3.23
2024-07-24,-9.6
2024-07-25,-4.53
2024-07-26,16.09
2024-07-27,2.91
2024-07-28,-5.58
2024-07-29,-13.24
2024-07-30,-18.32
2024-07-31,-18.38
2024-08-01,-65.84
2024-08-02,-80.27
2024-08-03,-23.06
2024-08-04,-30.05
2024-08-05,10.31
2024-08-06,26.07
2024-08-07,13.94
2024-08-08,19.59
2024-08-09,24.14
2024-08-10,11.51
2024-08-11,9.9
2024-08-12,12.14
2024-08-13,16.04
2024-08-14,7.23
2024-08-15,2.55
2024-08-16,14.39
2024-08-17,5.5
2024-08-18,10.55
2024-08-19,14.17
2024-08-20,3.79
2024-08-21,7.25
2024-08-22,7.45
2024-08-23,49.48
2024-08-24,22.62
2024-08-25,31.93
2024-08-26,6.0
2024-08-27,24.64
2024-08-28,10.98
2024-08-29,5.46
2024-08-30,-11.22
2024-08-31,-5.62
2024-09-01,-2.86
2024-09-02,7.7
2024-09-03,-18.89
2024-09-04,0.1
2024-09-05,-23.18
2024-09-06,-12.96
2024-09-07,-4.53
2024-09-08,11.16
2024-09-09,11.9
2024-09-10,9.6
2024-09-11,14.79
2024-09-12,5.22
2024-09-13,45.35
2024-09-14,19.32
2024-09-15,-9.67
2024-09-16,-5.24
2024-09-17,-1.39
2024-09-18,9.19
2024-09-19,12.15
2024-09-20,9.64
2024-09-21,13.78
2024-09-22,-1.1
2024-09-23,-1.12
2024-09-24,10.23
2024-09-25,-21.12
2024-09-26,3.22
2024-09-27,19.05
2024-09-28,0.99
2024-09-29,-2.0
2024-09-30,-26.34
2024-10-01,-15.78
2024-10-02,-17.91
2024-10-03,-7.72
2024-10-04,4.71
2024-10-05,-6.71
2024-10-06,-9.05
2024-10-07,-23.72
2024-10-08,-38.47
2024-10-09,-57.74
2024-10-10,-46.86
2024-10-11,-21.25
2024-10-12,-18.75
2024-10-13,-24.72
2024-10-14,-18.34
2024-10-15,-17.54
2024-10-16,-11.57
2024-10-17,-19.45
2024-10-18,-1.89
2024-10-19,-14.27
2024-10-20,-17.13
2024-10-21,-31.35
2024-10-22,-45.92
2024-10-23,-67.54
2024-10-24,-41.44
2024-10-25,-133.82
2024-10-26,-80.2
2024-10-27,-78.51
2024-10-28,-37.71
2024-10-29,-12.07
2024-10-30,-21.83
2024-10-31,-94.18
2024-11-01,-28.72
2024-11-02,-15.8
2024-11-03,-37.81
2024-11-04,-42.53
2024-11-05,8.72
2024-11-06,74.56
2024-11-07,62.11
2024-11-08,56.95
2024-11-09,38.6
2024-11-10,58.91
2024-11-11,122.74
2024-11-12,83.42
2024-11-13,118.62
2024-11-14,14.81
2024-11-15,26.29
2024-11-16,49.32
2024-11-17,30.7
2024-11-18,56.22
2024-11-19,125.1
2024-11-20,106.59
2024-11-21,121.97
2024-11-22,132.03
2024-11-23,106.37
2024-11-24,128.14
2024-11-25,-10.0
2024-11-26,-35.62
2024-11-27,88.08
2024-11-28,21.55
2024-11-29,30.56
2024-11-30,57.43
2024-12-01,78.0
2024-12-02,22.27
2024-12-03,74.83
2024-12-04,158.92
2024-12-05,98.6
2024-12-06,150.51
2024-12-07,97.33
2024-12-08,65.4
2024-12-09,48.34
2024-12-10,67.76
2024-12-11,77.11
2024-12-12,26.18
2024-12-13,4.5
2024-12-14,-20.01
2024-12-15,-16.23
2024-12-16,41.15
2024-12-17,3.25
2024-12-18,-53.28
2024-12-19,-89.65
2024-12-20,-40.44
2024-12-21,-61.91
2024-12-22,-98.52
2024-12-23,-116.91
2024-12-24,-69.11
2024-12-25,-83.32
2024-12-26,-122.11
2024-12-27,-127.14
2024-12-28,-169.18
2024-12-29,-174.85
2024-12-30,-171.34
2024-12-31,-221.78
2025-01-01,-208.2
2025-01-02,-81.6
2025-01-03,-37.67
2025-01-04,-10.65
2025-01-05,-18.28
2025-01-06,43.81
2025-01-07,-12.63
2025-01-08,-23.98
2025-01-09,-5.05
2025-01-10,-24.93
2025-01-11,-34.97
2025-01-12,-35.44
2025-01-13,-29.65
2025-01-14,-25.9
2025-01-15,12.88
2025-01-16,-5.52
2025-01-17,29.52
2025-01-18,-121.23
2025-01-19,-120.44
2025-01-20,-114.58
2025-01-21,15.44
2025-01-22,-39.55
2025-01-23,16.02
2025-01-24,-20.23
2025-01-25,-13.29
2025-01-26,-57.0
2025-01-27,-20.41
2025-01-28,-45.52
2025-01-29,14.01
2025-01-30,19.7
2025-01-31,-18.3
2025-02-01,-11.8
2025-02-02,-24.07
2025-02-03,131.68
2025-02-04,31.92
2025-02-05,25.9
2025-02-06,10.27
2025-02-07,30.28
2025-02-08,31.51
2025-02-09,13.07
2025-02-10,13.59
2025-02-11,-4.12
2025-02-12,-7.46
2025-02-13,17.15
2025-02-14,8.55
2025-02-15,27.28
2025-02-16,1.76
2025-02-17,1.8
2025-02-18,-64.34
2025-02-19,-12.34
2025-02-20,42.2
2025-02-21,-24.95
2025-02-22,31.11
2025-02-23,7.98
2025-02-24,-42.06
2025-02-25,-96.66
2025-02-26,-138.31
2025-02-27,-83.39
2025-02-28,-52.21
2025-03-01,-45.77
2025-03-02,-4.52
2025-03-03,-59.51
2025-03-04,-32.02
2025-03-05,-2.28
2025-03-06,-10.04
2025-03-07,-44.77
2025-03-08,-15.76
2025-03-09,-35.2
2025-03-10,-51.15
2025-03-11,-18.48
2025-03-12,-20.69
2025-03-13,-42.35
2025-03-14,-2.71
2025-03-15,13.02
2025-03-16,-11.96
2025-03-17,1.37
2025-03-18,-16.27
2025-03-19,32.02
2025-03-20,-39.97
2025-03-21,-26.83
2025-03-22,11.44
2025-03-23,10.44
2025-03-24,25.46
2025-03-25,35.01
2025-03-26,16.84
2025-03-27,-14.53
2025-03-28,-42.58
2025-03-29,-31.71
2025-03-30,-10.01
2025-03-31,-15.69
2025-04-01,12.03
2025-04-02,-26.21
2025-04-03,-38.76
2025-04-04,-29.71
2025-04-05,-39.74
2025-04-06,-59.25
2025-04-07,-23.23
2025-04-08,-70.78
2025-04-09,-20.47
2025-04-10,-54.96
2025-04-11,-43.37
2025-04-12,-5.89
2025-04-13,-26.93
2025-04-14,-1.22
2025-04-15,-14.21
2025-04-16,-1.66
2025-04-17,14.06
2025-04-18,-8.22
2025-04-19,-2.02
2025-04-20,-1.9
2025-04-21,5.84
2025-04-22,46.11
2025-04-23,49.84
2025-04-24,41.49
2025-04-25,70.11
2025-04-26,38.64
2025-04-27,31.27
2025-04-28,31.39
2025-04-29,14.27
2025-04-30,10.54
2025-05-01,35.07
2025-05-02,42.67
2025-05-03,4.91
2025-05-04,-5.07
2025-05-05,0.31
2025-05-06,5.15
2025-05-07,27.82
2025-05-08,-8.11
2025-05-09,14.97
2025-05-10,11.66
2025-05-11,19.62
2025-05-12,8.89
2025-05-13,27.34
2025-05-14,37.56
2025-05-15,22.72
2025-05-16,36.13
2025-05-17,34.42
2025-05-18,19.2
2025-05-19,42.44
2025-05-20,33.25
2025-05-21,55.55
2025-05-22,26.32
2025-05-23,11.31
2025-05-24,32.1
2025-05-25,44.49
2025-05-26,29.53
2025-05-27,40.29
2025-05-28,37.51
2025-05-29,-17.17
2025-05-30,47.78
2025-05-31,53.99
2025-06-01,55.01
2025-06-02,46.95
2025-06-03,70.93
2025-06-04,56.52
2025-06-05,61.52
2025-06-06,109.55
2025-06-07,66.87
2025-06-08,50.4
2025-06-09,38.13
2025-06-10,25.85
2025-06-11,24.25
2025-06-12,49.32
2025-06-13,52.11
2025-06-14,50.78
2025-06-15,5.24
2025-06-16,58.85
2025-06-17,39.27
2025-06-18,28.82
2025-06-19,13.31
2025-06-20,19.81
2025-06-21,40.02
2025-06-22,33.0
2025-06-23,85.46
2025-06-24,58.0
2025-06-25,59.64
2025-06-26,82.58
2025-06-27,65.79
2025-06-28,55.41
2025-06-29,29.51
2025-06-30,26.71
2025-07-01,30.64
2025-07-02,38.72
2025-07-03,44.05
2025-07-04,44.36
2025-07-05,48.53
2025-07-06,14.14
2025-07-07,6.9
2025-07-08,35.06
2025-07-09,48.86
2025-07-10,21.3
2025-07-11,54.5
2025-07-12,52.65
2025-07-13,44.17
2025-07-14,22.53
2025-07-15,23.55
2025-07-16,51.25
2025-07-17,96.13
2025-07-18,98.21
2025-07-19,74.17
2025-07-20,47.58
2025-07-21,48.43
2025-07-22,72.0
2025-07-23,54.45
2025-07-24,56.05
2025-07-25,18.96
2025-07-26,49.64
2025-07-27,49.97
2025-07-28,8.27
2025-07-29,-17.37
2025-07-30,-10.15
2025-07-31,-2.95
2025-08-01,-49.2
2025-08-02,-3.61
2025-08-03,6.93
2025-08-04,-3.18
2025-08-05,-16.8
2025-08-06,36.56
2025-08-07,43.48
2025-08-08,9.05
2025-08-09,30.26
2025-08-10,15.36
2025-08-11,15.84
2025-08-12,-20.9
2025-08-13,59.2
2025-08-14,94.7
2025-08-15,94.91
2025-08-16,75.02
2025-08-17,83.59
2025-08-18,59.71
2025-08-19,-16.75
2025-08-20,4.76
2025-08-21,-19.7
2025-08-22,-27.31
2025-08-23,-54.18
2025-08-24,-15.59
2025-08-25,15.76
2025-08-26,24.79
2025-08-27,-8.8
2025-08-28,7.95
2025-08-29,0.92
2025-08-30,11.6
2025-08-31,1.6
2025-09-01,3.13
2025-09-02,7.93
2025-09-03,50.7
2025-09-04,-10.08
2025-09-05,10.03
2025-09-06,24.63
2025-09-07,-7.73
2025-09-08,7.34
2025-09-09,2.93
2025-09-10,23.97
2025-09-11,57.31
2025-09-12,76.61
2025-09-13,50.06
2025-09-14,46.12
2025-09-15,31.37
2025-09-16,43.6
2025-09-17,36.81
2025-09-18,44.46
2025-09-19,58.17
2025-09-20,66.77
2025-09-21,49.98
2025-09-22,85.6
2025-09-23,18.41
2025-09-24,41.17
2025-09-25,41.23
2025-09-26,53.83
2025-09-27,45.31
2025-09-28,33.72
2025-09-29,53.11
2025-09-30,18.78
2025-10-01,64.98
2025-10-02,91.97
2025-10-03,86.4
2025-10-04,67.56
2025-10-05,38.48
2025-10-06,61.55
2025-10-07,61.0
2025-10-08,37.25
2025-10-09,52.11
2025-10-10,205.78
2025-10-11,124.49
2025-10-12,109.18
2025-10-13,108.03
2025-10-14,39.86
2025-10-15,40.84
2025-10-16,3.72
2025-10-17,31.62
2025-10-18,23.9
2025-10-19,34.0
2025-10-20,35.97
2025-10-21,64.6
2025-10-22,18.54
2025-10-23,37.85
2025-10-24,37.24
2025-10-25,19.94
2025-10-26,-11.31
2025-10-27,-20.59
2025-10-28,8.3
2025-10-29,10.84
2025-10-30,-14.7
2025-10-31,-52.74
2025-11-01,-45.85
2025-11-02,-4.67
2025-11-03,-25.06
2025-11-04,-29.07
2025-11-05,-16.16
2025-11-06,-55.54
2025-11-07,-54.81
2025-11-08,-27.37
2025-11-09,-28.01
2025-11-10,-31.75
2025-11-11,-49.64
2025-11-12,-15.36
2025-11-13,-77.48
2025-11-14,-90.04
2025-11-15,-51.3
2025-11-16,-77.47
2025-11-17,-114.54
2025-11-18,-46.37
2025-11-19,-93.36
2025-11-20,-100.35
2025-11-21,-60.55
2025-11-22,-55.74
2025-11-23,-21.72
2025-11-24,-33.81
2025-11-25,-44.95
2025-11-26,-15.18
2025-11-27,-17.25
2025-11-28,12.0
2025-11-29,25.62
2025-11-30,9.51
2025-12-01,-3.65
2025-12-02,30.17
2025-12-03,23.89
2025-12-04,15.48
2025-12-05,15.25
2025-12-06,31.18
2025-12-07,6.98
2025-12-08,19.52
2025-12-09,11.2
2025-12-10,20.62
2025-12-11,28.62
2025-12-12,9.58
2025-12-13,15.31
2025-12-14,-0.56
2025-12-15,-14.58
2025-12-16,-9.41
2025-12-17,-33.45
2025-12-18,-56.39
2025-12-19,-44.29
2025-12-20,-36.9
2025-12-21,-18.91
2025-12-22,-64.02
2025-12-23,-56.68
2025-12-24,-60.42
2025-12-25,-53.59
2025-12-26,-73.55
2025-12-27,-69.01
2025-12-28,-75.42
2025-12-29,-126.35
2025-12-30,-87.99
2025-12-31,-150.28
2026-01-01,-100.7
2026-01-02,-37.14
2026-01-03,-29.99
2026-01-04,-35.73
2026-01-05,10.35
2026-01-06,-25.96
2026-01-07,-84.43
2026-01-08,-73.99
2026-01-09,-125.83
2026-01-10,-119.16
2026-01-11,-141.64
2026-01-12,-108.11
2026-01-13,-29.77
2026-01-14,3.38
2026-01-15,-17.15
2026-01-16,-46.94
2026-01-17,-37.78
2026-01-18,-39.61
2026-01-19,-71.34
2026-01-20,-117.06
2026-01-21,-91.02
2026-01-22,-96.17
2026-01-23,-125.33
2026-01-24,-143.17
2026-01-25,-108.42
2026-01-26,-97.07
2026-01-27,-133.04
2026-01-28,-137.59
2026-01-29,-136.96
2026-01-30,-149.5
2026-01-31,-93.09
2026-02-01,-72.68
2026-02-02,-71.76
2026-02-03,-108.72
2026-02-04,-167.83
2026-02-05,-118.86
2026-02-06,-52.56
2026-02-07,-44.64
2026-02-08,-51.05
2026-02-09,-36.01
2026-02-10,-37.64
2026-02-11,-57.59
2026-02-12,-64.17
2026-02-13,-41.96
2026-02-14,-35.99
2026-02-15,-40.58
2026-02-16,-34.3
2026-02-17,-36.82
2026-02-18,-41.21
2026-02-19,-31.23
2026-02-20,-35.59
2026-02-21,-20.15
2026-02-22,-25.42
2026-02-23,-30.24
2026-02-24,10.18
2026-02-25,4.64
2026-02-26,5.33
2026-02-27,-12.16
2026-02-28,-5.41
2026-03-01,-7.47
2026-03-02,1.95
2026-03-03,-2.01
2026-03-04,16.49
2026-03-05,-3.12
2026-03-06,-5.78
2026-03-07,-3.29
2026-03-08,-0.64
2026-03-09,0.01
2026-03-10,12.2
2026-03-11,16.14
2026-03-12,-9.78
2026-03-13,14.33
2026-03-14,20.07
2026-03-15,14.77
2026-03-16,1.8
2026-03-17,24.75
2026-03-18,-1.52
2026-03-19,-11.7
2026-03-20,-13.72
2026-03-21,-6.1
2026-03-22,-14.06
2026-03-23,-32.22
2026-03-24,-23.25
2026-03-25,-35.0
2026-03-26,-51.29
2026-03-27,-53.94
2026-03-28,-56.88
2026-03-29,-53.99
2026-03-30,-60.19
2026-03-31,-62.63
2026-04-01,-1.57
2026-04-02,-7.51
2026-04-03,-4.31
2026-04-04,-8.69
2026-04-05,-29.18
2026-04-06,-0.05
2026-04-07,-14.02
2026-04-08,16.06
2026-04-09,10.04
2026-04-10,35.18
