Date,ETHA,ETHB,FETH,ETHW,TETH,ETHV,QETH,EZET,ETHE,ETH,Total
2025-08-28,67.6,,-33.5,-1.3,0.0,0.0,0.0,0.0,0.0,6.3,39.1
2025-08-29,0.0,,-51.0,-23.7,0.0,0.0,0.0,0.0,-28.6,-61.3,-164.6
2025-09-02,0.0,,-99.2,-24.2,-6.6,0.0,0.0,0.0,-5.3,0.0,-135.3
2025-09-03,-151.4,,65.8,20.8,0.0,0.0,0.0,0.0,0.0,26.6,-38.2
2025-09-04,148.8,,-216.7,-45.7,0.0,-17.2,-2.1,-1.6,-26.4,-6.4,-167.3
2025-09-05,-309.9,,-37.8,0.0,-14.7,0.0,0.0,0.0,-51.8,-32.6,-446.8
2025-09-08,-192.7,,75.2,0.0,0.0,0.0,0.0,0.0,9.5,11.3,-96.7
2025-09-09,44.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2
2025-09-10,74.5,,49.5,8.4,7.1,11.1,4.3,0.0,8.9,7.7,171.5
2025-09-11,-17.4,,88.3,19.6,0.0,0.0,0.0,3.4,14.6,4.6,113.1
2025-09-12,165.6,,168.2,16.6,6.9,6.8,0.0,0.0,23.8,17.6,405.5
2025-09-15,363.2,,-13.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,359.7
2025-09-16,-20.3,,-48.1,6.7,0.0,0.0,0.0,0.0,0.0,0.0,-61.7
2025-09-17,25.9,,-29.2,-9.7,2.0,0.0,2.7,0.0,0.0,6.4,-1.9
2025-09-18,0.0,,159.4,17.5,0.0,0.0,0.0,3.5,9.8,22.9,213.1
2025-09-19,144.3,,-53.4,-7.0,-6.0,-8.2,-4.4,0.0,-6.2,-11.3,47.8
2025-09-22,-15.1,,-33.1,-22.3,0.0,0.0,0.0,0.0,0.0,-5.5,-76.0
2025-09-23,0.0,,-63.4,-23.9,0.0,0.0,0.0,0.0,-17.1,-36.4,-140.8
2025-09-24,-26.5,,-33.3,-4.5,-6.2,0.0,0.0,0.0,-8.9,0.0,-79.4
2025-09-25,0.0,,-158.1,-27.6,-2.4,-1.4,-2.3,-3.0,-30.3,-26.1,-251.2
2025-09-26,-199.9,,-74.4,0.0,8.0,0.0,0.0,0.0,17.9,0.0,-248.4
2025-09-29,154.2,,202.2,36.5,3.1,15.3,6.7,6.3,22.8,99.8,546.9
2025-09-30,127.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.5
2025-10-01,26.2,,36.8,0.0,0.0,0.0,0.0,0.0,3.6,14.3,80.9
2025-10-02,177.1,,60.7,46.5,2.7,3.3,0.0,0.0,4.1,12.7,307.1
2025-10-03,206.7,,5.6,0.0,0.0,3.3,0.0,0.0,0.0,17.9,233.5
2025-10-06,92.6,,23.5,27.0,0.0,5.2,0.0,0.0,14.8,18.7,181.8
2025-10-07,437.5,,-25.7,0.0,3.6,0.0,0.0,0.0,0.0,5.5,420.9
2025-10-08,148.9,,-63.1,0.0,0.0,0.0,0.0,0.0,-16.7,0.0,69.1
2025-10-09,39.3,,-30.3,-8.1,-2.6,-4.8,-2.2,0.0,0.0,0.0,-8.7
2025-10-10,-80.2,,-30.1,-21.6,0.0,0.0,0.0,0.0,-30.6,-12.4,-174.9
2025-10-13,-310.1,,-19.1,-12.8,0.0,-9.3,0.0,-6.5,-21.0,-49.7,-428.5
2025-10-14,0.0,,154.6,13.3,0.0,10.5,0.0,7.8,15.2,34.8,236.2
2025-10-15,164.3,,1.0,12.3,-8.0,0.0,0.0,0.0,0.0,0.0,169.6
2025-10-16,46.9,,-11.6,-15.8,0.0,0.0,0.0,-2.9,-69.0,-4.4,-56.8
2025-10-17,-146.1,,-30.6,-20.6,0.0,-4.2,0.0,0.0,-26.1,-4.7,-232.3
2025-10-20,-117.9,,-27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-145.7
2025-10-21,42.5,,59.1,0.0,0.0,4.4,0.0,0.0,13.1,22.6,141.7
2025-10-22,110.7,,-49.5,0.0,0.0,0.0,0.0,0.0,-33.5,-46.6,-18.9
2025-10-23,-23.4,,-77.0,-8.8,0.0,-5.6,0.0,0.0,-5.7,-6.9,-127.4
2025-10-24,-101.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,-93.6
2025-10-27,72.5,,11.5,22.6,0.0,4.6,0.0,0.0,6.9,15.8,133.9
2025-10-28,76.4,,99.3,0.0,0.0,0.0,0.0,0.0,-2.7,73.0,246.0
2025-10-29,21.4,,-69.5,0.0,0.0,-4.3,0.0,0.0,-12.8,-16.2,-81.4
2025-10-30,-118.0,,-18.5,-31.1,-3.2,-2.7,-2.0,-4.2,0.0,-4.5,-184.2
2025-10-31,-38.6,,-27.1,-6.7,0.0,0.0,0.0,0.0,-13.7,-12.1,-98.2
2025-11-03,-81.7,,-25.1,-6.2,0.0,-2.6,0.0,0.0,-15.0,-5.1,-135.7
2025-11-04,-111.1,,-19.9,0.0,0.0,0.0,0.0,0.0,-19.8,-68.6,-219.4
2025-11-05,-146.6,,3.5,0.0,0.5,0.0,0.0,0.0,0.0,24.1,-118.5
2025-11-06,8.0,,4.9,3.1,0.0,0.0,0.0,0.0,-3.5,0.0,12.5
2025-11-07,34.4,,-72.2,0.0,0.0,0.0,2.6,0.0,0.0,-11.4,-46.6
2025-11-10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-11,-19.8,,-3.4,-4.4,0.0,-3.8,0.0,0.0,0.0,-75.7,-107.1
2025-11-12,-91.0,,-19.6,0.0,0.0,0.0,0.0,0.0,-49.3,-23.8,-183.7
2025-11-13,-137.3,,-14.2,0.0,0.0,0.0,-4.4,0.0,-67.9,-35.8,-259.6
2025-11-14,-173.3,,0.0,0.0,0.0,0.0,0.0,0.0,-4.6,0.0,-177.9
2025-11-17,-193.0,,-3.0,0.0,0.0,0.0,0.0,0.0,2.5,10.8,-182.7
2025-11-18,-165.1,,0.0,19.1,0.0,4.6,0.0,4.8,0.0,62.4,-74.2
2025-11-19,-24.6,,0.0,0.0,0.0,0.0,2.9,0.0,-15.7,0.0,-37.4
2025-11-20,-122.6,,-90.5,-11.2,0.0,-18.7,0.0,0.0,-18.6,0.0,-261.6
2025-11-21,-53.7,,95.4,6.3,0.0,0.0,0.0,0.0,0.0,7.7,55.7
2025-11-24,92.6,,-2.2,-4.3,0.7,0.0,0.0,0.0,0.0,9.8,96.6
2025-11-25,46.1,,47.5,0.0,0.0,0.0,0.0,0.0,-23.3,8.3,78.6
2025-11-26,50.2,,0.0,4.3,0.0,0.0,0.0,0.0,0.0,6.3,60.8
2025-11-28,68.3,,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,76.6
2025-12-01,26.7,,-31.6,0.0,0.0,-4.0,0.0,0.0,-49.8,-20.3,-79.0
2025-12-02,-88.7,,50.7,0.0,0.0,0.0,0.0,0.0,0.0,28.1,-9.9
2025-12-03,53.0,,34.4,4.5,0.0,0.0,0.0,0.0,27.6,20.7,140.2
2025-12-04,28.4,,-17.9,0.0,0.0,0.0,0.0,0.0,-31.0,-21.0,-41.5
2025-12-05,-75.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.2
2025-12-08,23.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,35.5
2025-12-09,35.3,,51.5,17.9,1.7,14.6,0.0,0.0,11.5,45.2,177.7
2025-12-10,56.5,,-6.8,0.0,0.0,0.0,0.0,0.0,0.0,7.9,57.6
2025-12-11,0.0,,-3.2,0.0,2.1,0.0,0.0,0.0,-31.2,-10.0,-42.3
2025-12-12,23.2,,-6.1,0.0,0.0,0.0,0.0,0.0,-14.4,-22.1,-19.4
2025-12-15,-139.1,,-11.0,-13.0,0.0,-6.4,0.0,0.0,-35.1,-20.2,-224.8
2025-12-16,-221.3,,-2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-224.2
2025-12-17,-19.6,,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.4
2025-12-18,-102.2,,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.9,-96.6
2025-12-19,-75.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.9
2025-12-22,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,53.7,30.9,84.6
2025-12-23,-25.0,,0.0,-14.0,0.0,0.0,0.0,-5.6,-50.9,0.0,-95.5
2025-12-24,-22.3,,0.0,0.0,0.0,0.0,0.0,0.0,-33.8,3.3,-52.8
2025-12-26,-22.1,,0.0,0.0,0.0,0.0,0.0,0.0,-16.6,0.0,-38.7
2025-12-29,-13.3,,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.6
2025-12-30,0.0,,3.7,0.0,0.0,0.0,0.0,0.0,50.2,14.0,67.9
2025-12-31,-21.5,,-2.2,0.0,0.0,-14.1,0.0,-2.2,0.0,-32.0,-72.0
2026-01-02,47.2,,0.0,19.0,0.0,4.6,0.0,0.0,53.7,50.0,174.5
2026-01-05,102.9,,21.8,19.7,0.0,0.0,0.0,0.0,1.3,22.3,168.0
2026-01-06,198.8,,-1.6,1.4,1.6,0.0,0.0,0.0,-53.0,-32.5,114.7
2026-01-07,-6.6,,-13.3,-11.2,0.0,-4.6,0.0,2.4,-52.0,-13.0,-98.3
2026-01-08,-107.7,,-4.6,0.0,0.0,-2.3,0.0,0.0,-31.7,-12.9,-159.2
2026-01-09,-83.8,,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,-93.8
2026-01-12,-79.9,,0.0,0.0,5.0,0.0,0.0,0.0,50.7,29.3,5.1
2026-01-13,53.3,,14.4,23.0,0.0,0.0,0.0,0.0,3.9,35.4,130.0
2026-01-14,81.6,,5.9,8.0,0.0,3.7,0.0,0.0,32.4,43.5,175.1
2026-01-15,149.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,164.4
2026-01-16,14.9,,0.0,0.0,0.0,0.0,0.0,0.0,-10.2,0.0,4.7
2026-01-20,-92.3,,-51.5,-31.1,0.0,-5.5,0.0,0.0,-38.5,-11.1,-230.0
2026-01-21,-250.3,,-30.9,0.0,,-4.4,0.0,0.0,-11.4,10.0,-287.0
2026-01-22,-44.4,,0.0,-15.2,0.0,0.0,0.0,0.0,7.9,9.7,-42.0
2026-01-23,-44.5,,4.4,0.0,0.0,0.0,0.0,0.0,-10.8,9.2,-41.7
2026-01-26,-20.2,,137.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
2026-01-27,-59.0,,0.0,0.0,0.0,0.0,0.0,0.0,-14.6,10.0,-63.6
2026-01-28,27.3,,0.8,0.0,0.0,0.0,0.0,0.0,,0.0,28.1
2026-01-29,-54.9,,-59.2,-2.0,0.0,0.0,0.0,0.0,-13.1,-26.5,-155.7
2026-01-30,-157.2,,-95.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-252.9
2026-02-02,-82.1,,66.6,5.0,0.0,7.6,0.0,0.0,0.0,0.0,-2.9
2026-02-03,42.9,,-54.8,0.0,0.0,-2.5,1.1,0.0,8.2,19.1,14.0
2026-02-04,-58.9,,-20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.4
2026-02-05,-8.5,,-55.8,0.0,0.0,0.0,3.5,0.0,-27.1,7.1,-80.8
2026-02-06,-45.4,,4.6,11.8,0.0,3.0,2.5,0.0,0.0,6.8,-16.7
2026-02-09,-45.0,,67.3,-9.9,0.0,0.0,0.0,0.0,0.0,44.6,57.0
2026-02-10,0.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,13.3,13.8
2026-02-11,-29.4,,-67.1,-16.7,0.0,0.0,0.0,0.0,-11.5,-4.4,-129.1
2026-02-12,-29.0,,-43.5,-6.2,-2.9,0.0,0.0,0.0,-13.4,-18.1,-113.1
2026-02-13,-9.3,,2.0,0.0,0.0,3.0,0.0,0.0,0.0,14.5,10.2
2026-02-17,22.9,,14.4,0.0,0.0,0.0,0.0,0.0,0.0,11.3,48.6
2026-02-18,-29.9,,-8.2,0.0,0.0,0.0,-3.7,0.0,0.0,0.0,-41.8
2026-02-19,-96.8,,-11.6,-3.3,0.0,0.0,0.0,0.0,0.0,-18.4,-130.1
2026-02-20,1.8,,-2.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-23,-45.4,,-1.4,0.0,0.0,-2.7,0.0,0.0,0.0,0.0,-49.5
2026-02-24,0.0,,-1.9,0.0,0.0,0.0,0.0,0.0,0.0,11.1,9.2
2026-02-25,31.3,,61.9,1.5,0.0,3.0,0.0,0.0,33.9,25.6,157.2
2026-02-26,15.3,,-19.2,0.0,7.6,0.0,-2.2,0.0,6.6,-1.5,6.6
2026-02-27,-43.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.0
2026-03-02,26.5,,1.0,2.2,0.0,0.0,0.0,0.0,4.2,4.8,38.7
2026-03-03,41.9,,-66.7,0.0,0.0,0.0,0.0,0.0,-4.7,18.7,-10.8
2026-03-04,39.3,,30.3,8.9,0.0,9.5,0.0,0.0,21.9,59.5,169.4
2026-03-05,30.3,,-115.0,-3.6,-5.2,-3.8,2.7,0.0,-3.4,7.1,-90.9
2026-03-06,-4.8,,-67.6,0.0,0.0,-2.9,0.0,0.0,-1.6,-6.0,-82.9
2026-03-09,-55.1,,16.2,0.0,1.0,0.0,0.0,0.0,-13.4,0.0,-51.3
2026-03-10,0.0,,10.7,0.0,0.0,0.0,0.0,0.0,0.0,1.9,12.6
2026-03-11,18.8,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,19.1,57.0
2026-03-12,18.7,43.5,52.0,0.9,0.0,0.0,0.0,0.8,0.0,0.0,115.9
2026-03-13,32.4,2.2,-7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7
2026-03-16,-16.2,32.4,34.9,0.0,0.0,0.0,0.0,0.0,-15.2,0.0,35.9
2026-03-17,81.7,67.2,-35.5,0.0,0.0,0.0,0.0,0.0,9.4,15.4,138.2
2026-03-18,-1.3,1.1,-37.1,-4.7,0.0,-4.8,0.0,0.0,-8.9,0.0,-55.7
2026-03-19,-102.3,7.7,-11.8,-5.8,-5.2,-7.1,-3.4,0.0,0.0,-8.5,-136.4
2026-03-20,-31.5,5.5,-12.2,0.0,-0.7,0.0,0.0,-0.8,-2.3,0.0,-42.0
2026-03-23,-15.7,1.1,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.2
2026-03-24,-25.0,2.2,-5.8,-1.5,1.1,,0.0,0.0,-1.7,-10.0,-40.7
2026-03-25,-33.4,1.1,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.5
2026-03-26,-140.2,96.8,-24.0,-5.1,0.0,0.0,0.0,0.0,-13.8,-6.2,-92.5
2026-03-27,-70.8,39.9,-8.9,0.0,0.0,0.0,0.0,0.0,0.0,-8.7,-48.5
2026-03-30,-9.8,4.2,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2026-03-31,24.7,1.1,1.6,1.2,2.6,0.0,0.0,0.0,0.0,0.0,31.2
2026-04-01,-32.3,5.5,-11.7,4.3,3.2,0.0,0.0,0.0,17.4,6.5,-7.1
2026-04-02,-46.7,0.0,-7.7,0.0,0.0,0.0,0.0,0.0,-16.8,0.0,-71.2
2026-04-06,60.8,0.0,40.1,0.0,2.1,0.0,0.0,0.0,2.8,14.4,120.2
2026-04-07,-16.5,0.0,-48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64.7
2026-04-08,-20.6,44.2,-32.4,0.0,2.0,0.0,0.0,0.0,-6.1,-5.7,-18.6
2026-04-09,90.9,13.7,-21.0,0.0,-5.5,0.0,0.0,-1.7,-0.9,9.7,85.2
2026-04-10,53.7,8.1,-0.6,0.0,3.7,0.0,0.0,0.0,0.0,0.0,64.9
