Datetime,Taker Sell Ratio
2026-04-11T00:00:00Z,0.46570476
2026-04-10T00:00:00Z,0.49538024
2026-04-09T00:00:00Z,0.49546986
2026-04-08T00:00:00Z,0.50137348
2026-04-07T00:00:00Z,0.48505904
2026-04-06T00:00:00Z,0.48610661
2026-04-05T00:00:00Z,0.49489973
2026-04-04T00:00:00Z,0.48197874
2026-04-03T00:00:00Z,0.48652405
2026-04-02T00:00:00Z,0.51217856
2026-04-01T00:00:00Z,0.48477211
2026-03-31T00:00:00Z,0.48683933
2026-03-30T00:00:00Z,0.47780177
2026-03-29T00:00:00Z,0.52579892
2026-03-28T00:00:00Z,0.49918555
2026-03-27T00:00:00Z,0.51768578
2026-03-26T00:00:00Z,0.51397754
2026-03-25T00:00:00Z,0.49937162
2026-03-24T00:00:00Z,0.49529109
2026-03-23T00:00:00Z,0.48789331
2026-03-22T00:00:00Z,0.50312763
2026-03-21T00:00:00Z,0.52943321
2026-03-20T00:00:00Z,0.4928141
2026-03-19T00:00:00Z,0.50894686
2026-03-18T00:00:00Z,0.51191578
2026-03-17T00:00:00Z,0.49854361
2026-03-16T00:00:00Z,0.46867359
2026-03-15T00:00:00Z,0.46631347
2026-03-14T00:00:00Z,0.50651044
2026-03-13T00:00:00Z,0.47548175
2026-03-12T00:00:00Z,0.48972656
2026-03-11T00:00:00Z,0.50021976
2026-03-10T00:00:00Z,0.49969101
2026-03-09T00:00:00Z,0.49206817
2026-03-08T00:00:00Z,0.520996
2026-03-07T00:00:00Z,0.49938268
2026-03-06T00:00:00Z,0.50784852
2026-03-05T00:00:00Z,0.49830427
2026-03-04T00:00:00Z,0.48865061
2026-03-03T00:00:00Z,0.5024882
2026-03-02T00:00:00Z,0.49219272
2026-03-01T00:00:00Z,0.49866754
2026-02-28T00:00:00Z,0.49936538
2026-02-27T00:00:00Z,0.50623852
2026-02-26T00:00:00Z,0.49125203
2026-02-25T00:00:00Z,0.47711435
2026-02-24T00:00:00Z,0.51462308
2026-02-23T00:00:00Z,0.51001823
2026-02-22T00:00:00Z,0.50541573
2026-02-21T00:00:00Z,0.48605992
2026-02-20T00:00:00Z,0.50071215
2026-02-19T00:00:00Z,0.51484457
2026-02-18T00:00:00Z,0.49297763
2026-02-17T00:00:00Z,0.49876622
2026-02-16T00:00:00Z,0.50097257
2026-02-15T00:00:00Z,0.51046266
2026-02-14T00:00:00Z,0.48835201
2026-02-13T00:00:00Z,0.49674931
2026-02-12T00:00:00Z,0.50183245
2026-02-11T00:00:00Z,0.49770886
2026-02-10T00:00:00Z,0.51334882
2026-02-09T00:00:00Z,0.50116797
2026-02-08T00:00:00Z,0.49471079
2026-02-07T00:00:00Z,0.50684372
2026-02-06T00:00:00Z,0.48852589
2026-02-05T00:00:00Z,0.51604356
2026-02-04T00:00:00Z,0.50167171
2026-02-03T00:00:00Z,0.50791133
2026-02-02T00:00:00Z,0.49913
2026-02-01T00:00:00Z,0.51626934
2026-01-31T00:00:00Z,0.52479463
2026-01-30T00:00:00Z,0.51325344
2026-01-29T00:00:00Z,0.52443047
2026-01-28T00:00:00Z,0.50136723
2026-01-27T00:00:00Z,0.48056714
2026-01-26T00:00:00Z,0.46329911
2026-01-25T00:00:00Z,0.53508015
2026-01-24T00:00:00Z,0.51904609
2026-01-23T00:00:00Z,0.50032772
2026-01-22T00:00:00Z,0.51258515
2026-01-21T00:00:00Z,0.50820718
2026-01-20T00:00:00Z,0.52544882
2026-01-19T00:00:00Z,0.53059176
2026-01-18T00:00:00Z,0.50328917
2026-01-17T00:00:00Z,0.4815466
2026-01-16T00:00:00Z,0.51595495
2026-01-15T00:00:00Z,0.50680706
2026-01-14T00:00:00Z,0.50350029
2026-01-13T00:00:00Z,0.46852194
2026-01-12T00:00:00Z,0.51679344
2026-01-11T00:00:00Z,0.49435079
2026-01-10T00:00:00Z,0.50294706
2026-01-09T00:00:00Z,0.49904775
2026-01-08T00:00:00Z,0.50796991
2026-01-07T00:00:00Z,0.50766437
2026-01-06T00:00:00Z,0.49496865
2026-01-05T00:00:00Z,0.50542154
2026-01-04T00:00:00Z,0.49222502
2026-01-03T00:00:00Z,0.50168392
2026-01-02T00:00:00Z,0.47341866
2026-01-01T00:00:00Z,0.48990404
2025-12-31T00:00:00Z,0.4928019
2025-12-30T00:00:00Z,0.50339532
2025-12-29T00:00:00Z,0.49608328
2025-12-28T00:00:00Z,0.51320675
2025-12-27T00:00:00Z,0.49994941
2025-12-26T00:00:00Z,0.49769711
2025-12-25T00:00:00Z,0.50438123
2025-12-24T00:00:00Z,0.48932624
2025-12-23T00:00:00Z,0.50446137
2025-12-22T00:00:00Z,0.48995207
2025-12-21T00:00:00Z,0.49814701
2025-12-20T00:00:00Z,0.51981185
2025-12-19T00:00:00Z,0.48737041
2025-12-18T00:00:00Z,0.49709986
2025-12-17T00:00:00Z,0.51169998
2025-12-16T00:00:00Z,0.52445566
2025-12-15T00:00:00Z,0.50480642
2025-12-14T00:00:00Z,0.50514434
2025-12-13T00:00:00Z,0.50826361
2025-12-12T00:00:00Z,0.51686763
2025-12-11T00:00:00Z,0.52275876
2025-12-10T00:00:00Z,0.50568253
2025-12-09T00:00:00Z,0.49637539
2025-12-08T00:00:00Z,0.50032331
2025-12-07T00:00:00Z,0.50796741
2025-12-06T00:00:00Z,0.49330681
2025-12-05T00:00:00Z,0.51409658
2025-12-04T00:00:00Z,0.51210562
2025-12-03T00:00:00Z,0.47942329
2025-12-02T00:00:00Z,0.49171116
2025-12-01T00:00:00Z,0.50793973
2025-11-30T00:00:00Z,0.49764027
2025-11-29T00:00:00Z,0.51665387
2025-11-28T00:00:00Z,0.49904949
2025-11-27T00:00:00Z,0.50183268
2025-11-26T00:00:00Z,0.49534752
2025-11-25T00:00:00Z,0.50584683
2025-11-24T00:00:00Z,0.49235388
2025-11-23T00:00:00Z,0.50038782
2025-11-22T00:00:00Z,0.49770265
2025-11-21T00:00:00Z,0.50891248
2025-11-20T00:00:00Z,0.51762144
2025-11-19T00:00:00Z,0.51555276
2025-11-18T00:00:00Z,0.49863321
2025-11-17T00:00:00Z,0.51070844
2025-11-16T00:00:00Z,0.51410089
2025-11-15T00:00:00Z,0.49649525
2025-11-14T00:00:00Z,0.51175809
2025-11-13T00:00:00Z,0.50973303
2025-11-12T00:00:00Z,0.49345963
2025-11-11T00:00:00Z,0.5032453
2025-11-10T00:00:00Z,0.49790091
2025-11-09T00:00:00Z,0.48227188
2025-11-08T00:00:00Z,0.50735593
2025-11-07T00:00:00Z,0.49474732
2025-11-06T00:00:00Z,0.513215
2025-11-05T00:00:00Z,0.49141471
2025-11-04T00:00:00Z,0.51391543
2025-11-03T00:00:00Z,0.52989526
2025-11-02T00:00:00Z,0.50149507
2025-11-01T00:00:00Z,0.49556678
2025-10-31T00:00:00Z,0.4997965
2025-10-30T00:00:00Z,0.50931467
2025-10-29T00:00:00Z,0.51112439
2025-10-28T00:00:00Z,0.52181756
2025-10-27T00:00:00Z,0.50692729
2025-10-26T00:00:00Z,0.49465094
2025-10-25T00:00:00Z,0.49044713
2025-10-24T00:00:00Z,0.5080135
2025-10-23T00:00:00Z,0.49979678
2025-10-22T00:00:00Z,0.50923947
2025-10-21T00:00:00Z,0.51045988
2025-10-20T00:00:00Z,0.50565808
2025-10-19T00:00:00Z,0.49795665
2025-10-18T00:00:00Z,0.50401561
2025-10-17T00:00:00Z,0.50977695
2025-10-16T00:00:00Z,0.51422891
2025-10-15T00:00:00Z,0.50338732
2025-10-14T00:00:00Z,0.51082965
2025-10-13T00:00:00Z,0.49813529
2025-10-12T00:00:00Z,0.49361433
2025-10-11T00:00:00Z,0.4992142
2025-10-10T00:00:00Z,0.52673417
2025-10-09T00:00:00Z,0.52267951
2025-10-08T00:00:00Z,0.50084197
2025-10-07T00:00:00Z,0.51870152
2025-10-06T00:00:00Z,0.49386912
2025-10-05T00:00:00Z,0.50567315
2025-10-04T00:00:00Z,0.52685514
2025-10-03T00:00:00Z,0.50532589
2025-10-02T00:00:00Z,0.49654084
2025-10-01T00:00:00Z,0.49543241
2025-09-30T00:00:00Z,0.51342927
2025-09-29T00:00:00Z,0.50137393
2025-09-28T00:00:00Z,0.47234362
2025-09-27T00:00:00Z,0.50123159
2025-09-26T00:00:00Z,0.49409745
2025-09-25T00:00:00Z,0.51143947
2025-09-24T00:00:00Z,0.51475864
2025-09-23T00:00:00Z,0.50236691
2025-09-22T00:00:00Z,0.53695787
2025-09-21T00:00:00Z,0.51393709
2025-09-20T00:00:00Z,0.4974138
2025-09-19T00:00:00Z,0.53496608
2025-09-18T00:00:00Z,0.50975676
2025-09-17T00:00:00Z,0.51364063
2025-09-16T00:00:00Z,0.50672454
2025-09-15T00:00:00Z,0.52150197
2025-09-14T00:00:00Z,0.51473118
2025-09-13T00:00:00Z,0.52262372
2025-09-12T00:00:00Z,0.48166978
2025-09-11T00:00:00Z,0.49245405
2025-09-10T00:00:00Z,0.50361095
2025-09-09T00:00:00Z,0.51506284
2025-09-08T00:00:00Z,0.50356
2025-09-07T00:00:00Z,0.50701317
2025-09-06T00:00:00Z,0.52019048
2025-09-05T00:00:00Z,0.50262615
2025-09-04T00:00:00Z,0.51412708
2025-09-03T00:00:00Z,0.50694182
2025-09-02T00:00:00Z,0.50754673
2025-09-01T00:00:00Z,0.5113076
2025-08-31T00:00:00Z,0.5054655
2025-08-30T00:00:00Z,0.51236342
2025-08-29T00:00:00Z,0.51470295
2025-08-28T00:00:00Z,0.50573586
2025-08-27T00:00:00Z,0.51618346
2025-08-26T00:00:00Z,0.49920579
2025-08-25T00:00:00Z,0.52453317
2025-08-24T00:00:00Z,0.50498514
2025-08-23T00:00:00Z,0.51207895
2025-08-22T00:00:00Z,0.50151645
2025-08-21T00:00:00Z,0.51787374
2025-08-20T00:00:00Z,0.49956508
2025-08-19T00:00:00Z,0.52024864
2025-08-18T00:00:00Z,0.51092147
2025-08-17T00:00:00Z,0.5110673
2025-08-16T00:00:00Z,0.52101145
2025-08-15T00:00:00Z,0.51260994
2025-08-14T00:00:00Z,0.5184826
