Datetime,Taker Buy Volume
2026-04-11T00:00:00Z,3420048597.549832
2026-04-10T00:00:00Z,4350351087.410117
2026-04-09T00:00:00Z,5076418940.050531
2026-04-08T00:00:00Z,5752894382.728632
2026-04-07T00:00:00Z,7672831368.722213
2026-04-06T00:00:00Z,5766811995.743814
2026-04-05T00:00:00Z,3312870733.377242
2026-04-04T00:00:00Z,1367579805.98494
2026-04-03T00:00:00Z,2267415063.080944
2026-04-02T00:00:00Z,5862140575.266168
2026-04-01T00:00:00Z,5222926862.474167
2026-03-31T00:00:00Z,6865077260.484789
2026-03-30T00:00:00Z,5843602524.251305
2026-03-29T00:00:00Z,2689911633.8458805
2026-03-28T00:00:00Z,2507685533.8596253
2026-03-27T00:00:00Z,4964554082.952907
2026-03-26T00:00:00Z,5521373451.831325
2026-03-25T00:00:00Z,4665506115.077719
2026-03-24T00:00:00Z,5122095951.375758
2026-03-23T00:00:00Z,9038922384.542633
2026-03-22T00:00:00Z,4374871089.061578
2026-03-21T00:00:00Z,1891442364.0943747
2026-03-20T00:00:00Z,4866953241.107262
2026-03-19T00:00:00Z,6584002182.810986
2026-03-18T00:00:00Z,7752576178.501055
2026-03-17T00:00:00Z,6485000820.186681
2026-03-16T00:00:00Z,11247020815.004484
2026-03-15T00:00:00Z,4420469436.857441
2026-03-14T00:00:00Z,2216195969.1432667
2026-03-13T00:00:00Z,8834938521.716692
2026-03-12T00:00:00Z,5697885764.113289
2026-03-11T00:00:00Z,4788048252.014002
2026-03-10T00:00:00Z,6225134763.853316
2026-03-09T00:00:00Z,6519709211.540556
2026-03-08T00:00:00Z,3886392033.9338827
2026-03-07T00:00:00Z,2185417034.247592
2026-03-06T00:00:00Z,5206909237.899565
2026-03-05T00:00:00Z,6048474037.990477
2026-03-04T00:00:00Z,9030080698.052011
2026-03-03T00:00:00Z,6729854096.327425
2026-03-02T00:00:00Z,7368512117.002019
2026-03-01T00:00:00Z,6848782196.55051
2026-02-28T00:00:00Z,6219006490.897449
2026-02-27T00:00:00Z,5789235598.543545
2026-02-26T00:00:00Z,5638169483.633982
2026-02-25T00:00:00Z,9127280871.370253
2026-02-24T00:00:00Z,5006794716.630441
2026-02-23T00:00:00Z,6307844353.456579
2026-02-22T00:00:00Z,2165437857.71778
2026-02-21T00:00:00Z,2038003168.5667872
2026-02-20T00:00:00Z,4642339358.0294
2026-02-19T00:00:00Z,4041517866.2863975
2026-02-18T00:00:00Z,5152428333.101915
2026-02-17T00:00:00Z,4535382120.074682
2026-02-16T00:00:00Z,4321806101.937619
2026-02-15T00:00:00Z,5432852857.252626
2026-02-14T00:00:00Z,2810062725.9727883
2026-02-13T00:00:00Z,4947743994.705199
2026-02-12T00:00:00Z,5294880607.84735
2026-02-11T00:00:00Z,7130067093.59132
2026-02-10T00:00:00Z,5843970426.475827
2026-02-09T00:00:00Z,6610319938.125363
2026-02-08T00:00:00Z,5026836507.808364
2026-02-07T00:00:00Z,9674329215.433258
2026-02-06T00:00:00Z,13570950224.032228
2026-02-05T00:00:00Z,16919121653.875444
2026-02-04T00:00:00Z,11946811703.359653
2026-02-03T00:00:00Z,12550259661.165527
2026-02-02T00:00:00Z,11709546360.010483
2026-02-01T00:00:00Z,8963726748.464558
2026-01-31T00:00:00Z,11912293075.677856
2026-01-30T00:00:00Z,9777197558.349264
2026-01-29T00:00:00Z,8214799123.598993
2026-01-28T00:00:00Z,4670789722.357546
2026-01-27T00:00:00Z,6188896018.85779
2026-01-26T00:00:00Z,8392015395.831281
2026-01-25T00:00:00Z,5040736041.278617
2026-01-24T00:00:00Z,1163025797.7401166
2026-01-23T00:00:00Z,5268048499.400137
2026-01-22T00:00:00Z,5303027138.11023
2026-01-21T00:00:00Z,9977531457.341347
2026-01-20T00:00:00Z,8902771029.426456
2026-01-19T00:00:00Z,5611471251.205288
2026-01-18T00:00:00Z,3128421423.7241435
2026-01-17T00:00:00Z,2045259465.9388843
2026-01-16T00:00:00Z,4300472932.719103
2026-01-15T00:00:00Z,7067257728.236592
2026-01-14T00:00:00Z,8457456639.943201
2026-01-13T00:00:00Z,8386934287.784518
2026-01-12T00:00:00Z,6091402374.835762
2026-01-11T00:00:00Z,2477246350.8632393
2026-01-10T00:00:00Z,1101257108.140266
2026-01-09T00:00:00Z,5999478160.768729
2026-01-08T00:00:00Z,6738993179.533396
2026-01-07T00:00:00Z,7412397816.845751
2026-01-06T00:00:00Z,7792331833.760053
2026-01-05T00:00:00Z,7439854766.605958
2026-01-04T00:00:00Z,3144032260.4986753
2026-01-03T00:00:00Z,2370117014.502757
2026-01-02T00:00:00Z,7826313628.313894
2026-01-01T00:00:00Z,1711665309.8835127
2025-12-31T00:00:00Z,3785574614.0772843
2025-12-30T00:00:00Z,4860020371.842001
2025-12-29T00:00:00Z,7780559959.595096
2025-12-28T00:00:00Z,1736500595.518659
2025-12-27T00:00:00Z,1382548611.766349
2025-12-26T00:00:00Z,5488888049.9086
2025-12-25T00:00:00Z,2788217965.2075047
2025-12-24T00:00:00Z,4089954033.6595764
2025-12-23T00:00:00Z,6169719957.326135
2025-12-22T00:00:00Z,6536935853.484581
2025-12-21T00:00:00Z,2940933872.4504657
2025-12-20T00:00:00Z,1569433609.1084797
2025-12-19T00:00:00Z,8006235307.889423
2025-12-18T00:00:00Z,9685404098.545692
2025-12-17T00:00:00Z,8789450856.866154
2025-12-16T00:00:00Z,6571847123.654103
2025-12-15T00:00:00Z,9575610589.9235
2025-12-14T00:00:00Z,4274327643.718566
2025-12-13T00:00:00Z,2308125569.3934913
2025-12-12T00:00:00Z,7424458147.004244
2025-12-11T00:00:00Z,8387404686.724687
2025-12-10T00:00:00Z,8398555378.123583
2025-12-09T00:00:00Z,9596296800.871136
2025-12-08T00:00:00Z,7057240020.622259
2025-12-07T00:00:00Z,6790021900.996634
2025-12-06T00:00:00Z,2620937142.9329295
2025-12-05T00:00:00Z,8583558293.927581
2025-12-04T00:00:00Z,8138089267.780843
2025-12-03T00:00:00Z,9237428118.063358
2025-12-02T00:00:00Z,7939878118.25832
2025-12-01T00:00:00Z,9814825214.085297
2025-11-30T00:00:00Z,3109125206.910243
2025-11-29T00:00:00Z,3402282246.5622435
2025-11-28T00:00:00Z,6279553212.824204
2025-11-27T00:00:00Z,4680297924.476353
2025-11-26T00:00:00Z,6699453151.77714
2025-11-25T00:00:00Z,7220495185.780644
2025-11-24T00:00:00Z,9481822941.274368
2025-11-23T00:00:00Z,4867516064.460944
2025-11-22T00:00:00Z,3924858145.680413
2025-11-21T00:00:00Z,15482852827.923645
2025-11-20T00:00:00Z,12011081181.229868
2025-11-19T00:00:00Z,11939796030.255737
2025-11-18T00:00:00Z,10062060686.883772
2025-11-17T00:00:00Z,10855958243.591509
2025-11-16T00:00:00Z,8805212808.57149
2025-11-15T00:00:00Z,4006507861.732973
2025-11-14T00:00:00Z,13325155346.472351
2025-11-13T00:00:00Z,13545169465.58293
2025-11-12T00:00:00Z,9209379328.168146
2025-11-11T00:00:00Z,8484811694.766371
2025-11-10T00:00:00Z,7143870927.844674
2025-11-09T00:00:00Z,6196285866.208486
2025-11-08T00:00:00Z,4775850426.747904
2025-11-07T00:00:00Z,9021819209.022957
2025-11-06T00:00:00Z,8567013012.138794
2025-11-05T00:00:00Z,9980563962.066828
2025-11-04T00:00:00Z,18594153080.759033
2025-11-03T00:00:00Z,12068753480.724918
2025-11-02T00:00:00Z,3690381152.9632454
2025-11-01T00:00:00Z,2605296782.794518
2025-10-31T00:00:00Z,7873598381.254742
2025-10-30T00:00:00Z,11399261959.549587
2025-10-29T00:00:00Z,9095861235.947092
2025-10-28T00:00:00Z,8860116914.02779
2025-10-27T00:00:00Z,9058045601.687937
2025-10-26T00:00:00Z,6297042461.158638
2025-10-25T00:00:00Z,2721150642.4253106
2025-10-24T00:00:00Z,7538067686.450072
2025-10-23T00:00:00Z,7570515542.969325
2025-10-22T00:00:00Z,10067232306.318518
2025-10-21T00:00:00Z,12632386337.616915
2025-10-20T00:00:00Z,8413161108.965796
2025-10-19T00:00:00Z,7039762109.633219
2025-10-18T00:00:00Z,3916480734.559402
2025-10-17T00:00:00Z,13226449254.777788
2025-10-16T00:00:00Z,11707934075.698624
2025-10-15T00:00:00Z,11516395542.686686
2025-10-14T00:00:00Z,18042977948.678646
2025-10-13T00:00:00Z,17147573466.899696
2025-10-12T00:00:00Z,19784811288.432766
2025-10-11T00:00:00Z,10645488903.047243
2025-10-10T00:00:00Z,24206676517.607616
2025-10-09T00:00:00Z,11347271214.173244
2025-10-08T00:00:00Z,8938273391.204485
2025-10-07T00:00:00Z,13911777375.041574
2025-10-06T00:00:00Z,9916433915.642363
2025-10-05T00:00:00Z,8244838737.768177
2025-10-04T00:00:00Z,4204511627.9244018
2025-10-03T00:00:00Z,10585602703.648878
2025-10-02T00:00:00Z,10547194708.615297
2025-10-01T00:00:00Z,10085608596.354166
2025-09-30T00:00:00Z,7882256593.858845
2025-09-29T00:00:00Z,8303386296.786553
2025-09-28T00:00:00Z,5672896286.088148
2025-09-27T00:00:00Z,3738850903.9788146
2025-09-26T00:00:00Z,10581312909.62512
2025-09-25T00:00:00Z,17783419841.892555
2025-09-24T00:00:00Z,6582311126.492184
2025-09-23T00:00:00Z,7707412342.89428
2025-09-22T00:00:00Z,12825077504.11516
2025-09-21T00:00:00Z,3132488571.7952604
2025-09-20T00:00:00Z,2867167284.8589478
2025-09-19T00:00:00Z,7598704600.614015
2025-09-18T00:00:00Z,7021207946.403515
2025-09-17T00:00:00Z,11884165679.461233
2025-09-16T00:00:00Z,7374839319.606728
2025-09-15T00:00:00Z,9711178977.002956
2025-09-14T00:00:00Z,5936903846.098556
2025-09-13T00:00:00Z,7489912820.578486
2025-09-12T00:00:00Z,12075706580.961626
2025-09-11T00:00:00Z,10003994894.620228
2025-09-10T00:00:00Z,10195213517.044256
2025-09-09T00:00:00Z,7788777951.622838
2025-09-08T00:00:00Z,8000586330.872229
2025-09-07T00:00:00Z,3829892827.311055
2025-09-06T00:00:00Z,4609484272.724439
2025-09-05T00:00:00Z,14570865164.978493
2025-09-04T00:00:00Z,11031488895.011112
2025-09-03T00:00:00Z,8944362767.680435
2025-09-02T00:00:00Z,11656655730.489979
2025-09-01T00:00:00Z,12369559068.04478
2025-08-31T00:00:00Z,7424663389.759853
2025-08-30T00:00:00Z,6717820287.051621
2025-08-29T00:00:00Z,14156991072.795073
2025-08-28T00:00:00Z,10528533929.610737
2025-08-27T00:00:00Z,13306867413.529373
2025-08-26T00:00:00Z,15896281913.797506
2025-08-25T00:00:00Z,20614480875.606552
2025-08-24T00:00:00Z,15757851492.840141
2025-08-23T00:00:00Z,9647101198.13106
2025-08-22T00:00:00Z,28290298980.557434
2025-08-21T00:00:00Z,10477014503.199326
2025-08-20T00:00:00Z,16789615576.775808
2025-08-19T00:00:00Z,16018059824.362778
2025-08-18T00:00:00Z,18199047330.611248
2025-08-17T00:00:00Z,9386238355.00484
2025-08-16T00:00:00Z,6955586827.498019
2025-08-15T00:00:00Z,17081291490.903446
2025-08-14T00:00:00Z,24077549589.53747
2025-08-13T00:00:00Z,18909582162.51945
2025-08-12T00:00:00Z,19681339538.620125
2025-08-11T00:00:00Z,15745413075.285307
2025-08-10T00:00:00Z,9920015800.625763
2025-08-09T00:00:00Z,14117621415.506842
2025-08-08T00:00:00Z,12638734957.588799
2025-08-07T00:00:00Z,11968091473.068893
2025-08-06T00:00:00Z,7702203077.010151
2025-08-05T00:00:00Z,10534308057.49786
2025-08-04T00:00:00Z,10046197717.027533
2025-08-03T00:00:00Z,6224391446.245872
2025-08-02T00:00:00Z,9320038396.528376
2025-08-01T00:00:00Z,16424941227.48353
2025-07-31T00:00:00Z,10288149573.497025
2025-07-30T00:00:00Z,11029558720.046474
2025-07-29T00:00:00Z,12733272299.299284
2025-07-28T00:00:00Z,12135505259.826529
2025-07-27T00:00:00Z,8130101372.36434
2025-07-26T00:00:00Z,6504714796.341441
2025-07-25T00:00:00Z,13866025373.929237
2025-07-24T00:00:00Z,14713863263.179657
2025-07-23T00:00:00Z,12511886383.253426
2025-07-22T00:00:00Z,14610602148.917112
2025-07-21T00:00:00Z,12632976455.006672
2025-07-20T00:00:00Z,13579182414.591648
2025-07-19T00:00:00Z,6225612315.013553
2025-07-18T00:00:00Z,18149009578.361954
2025-07-17T00:00:00Z,15454780778.040056
2025-07-16T00:00:00Z,16082321392.017908
2025-07-15T00:00:00Z,13581374892.38329
2025-07-14T00:00:00Z,10576517012.037922
2025-07-13T00:00:00Z,5435188421.270241
2025-07-12T00:00:00Z,4911435844.242027
2025-07-11T00:00:00Z,12200507064.179068
2025-07-10T00:00:00Z,12733418694.969906
2025-07-09T00:00:00Z,10419857796.92771
2025-07-08T00:00:00Z,6099810121.89448
2025-07-07T00:00:00Z,5940894529.797916
2025-07-06T00:00:00Z,4824007981.929903
2025-07-05T00:00:00Z,2530730387.8722243
2025-07-04T00:00:00Z,6375660213.075961
2025-07-03T00:00:00Z,7311648989.750746
2025-07-02T00:00:00Z,8830194209.090094
2025-07-01T00:00:00Z,5468321303.29471
2025-06-30T00:00:00Z,6499921381.179411
2025-06-29T00:00:00Z,3997185219.9824576
2025-06-28T00:00:00Z,1924729844.7085907
2025-06-27T00:00:00Z,5567611103.667829
2025-06-26T00:00:00Z,7191951852.298566
2025-06-25T00:00:00Z,6260352837.568354
2025-06-24T00:00:00Z,8420316526.39512
2025-06-23T00:00:00Z,12315747560.126066
2025-06-22T00:00:00Z,12524711486.921406
2025-06-21T00:00:00Z,7348119805.246383
2025-06-20T00:00:00Z,9505463937.44666
2025-06-19T00:00:00Z,4809440196.936757
2025-06-18T00:00:00Z,8663968011.027584
2025-06-17T00:00:00Z,10592236219.68177
2025-06-16T00:00:00Z,9624682618.816801
2025-06-15T00:00:00Z,4679102633.417466
