Datetime,Taker Buy Volume
2025-06-14T00:00:00Z,4558132904.621393
2025-06-13T00:00:00Z,14422220559.615389
2025-06-12T00:00:00Z,10264413316.007051
2025-06-11T00:00:00Z,11495647093.73073
2025-06-10T00:00:00Z,12919749058.538567
2025-06-09T00:00:00Z,7786377213.09647
2025-06-08T00:00:00Z,3344153116.1977215
2025-06-07T00:00:00Z,3594910441.6693234
2025-06-06T00:00:00Z,6841133114.719099
2025-06-05T00:00:00Z,10012206104.03634
2025-06-04T00:00:00Z,7200646202.583691
2025-06-03T00:00:00Z,6998127520.80609
2025-06-02T00:00:00Z,7060761453.870226
2025-06-01T00:00:00Z,4470322863.812006
2025-05-31T00:00:00Z,4490351369.261399
2025-05-30T00:00:00Z,9083917066.133873
2025-05-29T00:00:00Z,10629386049.279297
2025-05-28T00:00:00Z,7125459558.000505
2025-05-27T00:00:00Z,9818936598.160341
2025-05-26T00:00:00Z,4983728666.855915
2025-05-25T00:00:00Z,5187894319.578696
2025-05-24T00:00:00Z,3513984426.826225
2025-05-23T00:00:00Z,11995400972.167507
2025-05-22T00:00:00Z,9476435861.320524
2025-05-21T00:00:00Z,13729213392.167952
2025-05-20T00:00:00Z,8947398596.865099
2025-05-19T00:00:00Z,11258897290.324898
2025-05-18T00:00:00Z,9892253293.386824
2025-05-17T00:00:00Z,6366720235.976417
2025-05-16T00:00:00Z,7251870299.674195
2025-05-15T00:00:00Z,10613787975.563581
2025-05-14T00:00:00Z,9167786100.197538
2025-05-13T00:00:00Z,11636682063.016367
2025-05-12T00:00:00Z,11829669338.934181
2025-05-11T00:00:00Z,9315867279.03765
2025-05-10T00:00:00Z,12007098611.548937
2025-05-09T00:00:00Z,16780036132.502808
2025-05-08T00:00:00Z,14519376847.544294
2025-05-07T00:00:00Z,5480617832.843174
2025-05-06T00:00:00Z,4799164441.25186
2025-05-05T00:00:00Z,4317881105.262682
2025-05-04T00:00:00Z,2858866474.7424016
2025-05-03T00:00:00Z,2567575234.9821253
2025-05-02T00:00:00Z,4105304880.663671
2025-05-01T00:00:00Z,5218246327.65453
2025-04-30T00:00:00Z,5115482599.031981
2025-04-29T00:00:00Z,4953858560.239975
2025-04-28T00:00:00Z,5865045975.8796215
2025-04-27T00:00:00Z,3302024801.446312
2025-04-26T00:00:00Z,3645963624.1415854
2025-04-25T00:00:00Z,5556788401.263361
2025-04-24T00:00:00Z,4734025309.326995
2025-04-23T00:00:00Z,7767432116.600864
2025-04-22T00:00:00Z,9197809805.8777
2025-04-21T00:00:00Z,6235873277.807632
2025-04-20T00:00:00Z,2449221276.3072486
2025-04-19T00:00:00Z,2137540316.8299477
2025-04-18T00:00:00Z,1979849064.3136976
2025-04-17T00:00:00Z,4048994427.1209645
2025-04-16T00:00:00Z,5963028713.934296
2025-04-15T00:00:00Z,4410119596.125665
2025-04-14T00:00:00Z,5903864670.518778
2025-04-13T00:00:00Z,5474636683.978106
2025-04-12T00:00:00Z,4820063137.547664
2025-04-11T00:00:00Z,5372012531.256841
2025-04-10T00:00:00Z,7982065255.282263
2025-04-09T00:00:00Z,13067576734.557762
2025-04-08T00:00:00Z,7286107243.2656355
2025-04-07T00:00:00Z,14303218015.727903
2025-04-06T00:00:00Z,7902867004.546446
2025-04-05T00:00:00Z,2185542206.6197314
2025-04-04T00:00:00Z,5846158189.133536
2025-04-03T00:00:00Z,4924004994.907943
2025-04-02T00:00:00Z,7068182527.975165
2025-04-01T00:00:00Z,4759408374.364727
2025-03-31T00:00:00Z,5167813971.007026
2025-03-30T00:00:00Z,3679907852.3021994
2025-03-29T00:00:00Z,4059519490.4290967
2025-03-28T00:00:00Z,5699863635.222702
2025-03-27T00:00:00Z,3508202334.432713
2025-03-26T00:00:00Z,4006582133.141487
2025-03-25T00:00:00Z,3551544392.538606
2025-03-24T00:00:00Z,5226214228.657956
2025-03-23T00:00:00Z,2278919751.5527754
2025-03-22T00:00:00Z,1786948808.2191722
2025-03-21T00:00:00Z,2887987464.5554895
2025-03-20T00:00:00Z,4189233864.912304
2025-03-19T00:00:00Z,6926324837.405368
2025-03-18T00:00:00Z,3221598798.9749527
2025-03-17T00:00:00Z,3324443977.1394744
2025-03-16T00:00:00Z,3026188987.520184
2025-03-15T00:00:00Z,1900785785.627471
2025-03-14T00:00:00Z,3495509917.3764324
2025-03-13T00:00:00Z,5208629760.708101
2025-03-12T00:00:00Z,7391615143.1129875
2025-03-11T00:00:00Z,9142664870.27659
2025-03-10T00:00:00Z,9656337416.661352
2025-03-09T00:00:00Z,5081396643.530807
2025-03-08T00:00:00Z,3057988434.9532905
2025-03-07T00:00:00Z,7114533238.968958
2025-03-06T00:00:00Z,5468385343.980667
2025-03-05T00:00:00Z,5405370893.928104
2025-03-04T00:00:00Z,10189507930.825066
2025-03-03T00:00:00Z,9231272727.26955
2025-03-02T00:00:00Z,10338797790.974888
2025-03-01T00:00:00Z,4081976265.1253433
2025-02-28T00:00:00Z,10707651478.967598
2025-02-27T00:00:00Z,5621950342.270836
2025-02-26T00:00:00Z,8173633947.096948
2025-02-25T00:00:00Z,10531177162.787052
2025-02-24T00:00:00Z,7830826125.421258
2025-02-23T00:00:00Z,4764603466.0813055
2025-02-22T00:00:00Z,3804326015.2688093
2025-02-21T00:00:00Z,8722160144.053642
2025-02-20T00:00:00Z,3482470458.6939106
2025-02-19T00:00:00Z,3441888553.5524263
2025-02-18T00:00:00Z,5034160243.479253
2025-02-17T00:00:00Z,6208506567.113409
2025-02-16T00:00:00Z,2100178447.4996436
2025-02-15T00:00:00Z,1816515033.6426423
2025-02-14T00:00:00Z,4053547156.351883
2025-02-13T00:00:00Z,4025081601.5095873
2025-02-12T00:00:00Z,6217325161.295661
2025-02-11T00:00:00Z,4718578915.9790125
2025-02-10T00:00:00Z,3784317595.6879444
2025-02-09T00:00:00Z,3456037999.4915004
2025-02-08T00:00:00Z,2679648287.095646
2025-02-07T00:00:00Z,5961795382.940622
2025-02-06T00:00:00Z,5349200049.991539
2025-02-05T00:00:00Z,6084832267.570171
2025-02-04T00:00:00Z,9851731335.995121
2025-02-03T00:00:00Z,19027683524.40336
2025-02-02T00:00:00Z,9514029791.409882
2025-02-01T00:00:00Z,4379510475.117487
2025-01-31T00:00:00Z,7536711504.061672
2025-01-30T00:00:00Z,4397379623.450134
2025-01-29T00:00:00Z,4575451782.1273365
2025-01-28T00:00:00Z,4251298176.41827
2025-01-27T00:00:00Z,7982327454.766125
2025-01-26T00:00:00Z,2742452406.566325
2025-01-25T00:00:00Z,2486126667.7928667
2025-01-24T00:00:00Z,5181191488.035319
2025-01-23T00:00:00Z,6226608492.088629
2025-01-22T00:00:00Z,3441545885.94074
2025-01-21T00:00:00Z,5321404915.521248
2025-01-20T00:00:00Z,11978155723.186428
2025-01-19T00:00:00Z,12085464625.758373
2025-01-18T00:00:00Z,7029249146.929958
2025-01-17T00:00:00Z,5783818454.796991
2025-01-16T00:00:00Z,5695159018.674946
2025-01-15T00:00:00Z,6056037379.080396
2025-01-14T00:00:00Z,4605845510.500562
2025-01-13T00:00:00Z,9604534101.64878
2025-01-12T00:00:00Z,2277324481.3798637
2025-01-11T00:00:00Z,2006229128.9562514
2025-01-10T00:00:00Z,5305353246.570005
2025-01-09T00:00:00Z,6298025756.817898
2025-01-08T00:00:00Z,6846122902.302239
2025-01-07T00:00:00Z,7284913867.547606
2025-01-06T00:00:00Z,5332304940.610072
2025-01-05T00:00:00Z,2355027677.631221
2025-01-04T00:00:00Z,3417808595.342336
2025-01-03T00:00:00Z,5120497156.731298
2025-01-02T00:00:00Z,4605750203.940282
2025-01-01T00:00:00Z,2234729997.137287
2024-12-31T00:00:00Z,3878584279.593944
2024-12-30T00:00:00Z,5422823132.961234
2024-12-29T00:00:00Z,2365256149.8622932
2024-12-28T00:00:00Z,2200866243.8107567
2024-12-27T00:00:00Z,5360124271.994933
2024-12-26T00:00:00Z,4601349868.16634
2024-12-25T00:00:00Z,3154997029.1287107
2024-12-24T00:00:00Z,4941652147.831099
2024-12-23T00:00:00Z,7420963632.906593
2024-12-22T00:00:00Z,5215692003.308409
2024-12-21T00:00:00Z,6261389611.416041
2024-12-20T00:00:00Z,14388510356.963469
2024-12-19T00:00:00Z,13009040409.210316
2024-12-18T00:00:00Z,8911519487.992453
2024-12-17T00:00:00Z,6922408618.485104
2024-12-16T00:00:00Z,9070934890.301855
2024-12-15T00:00:00Z,4206881297.60565
2024-12-14T00:00:00Z,3700898281.8632092
2024-12-13T00:00:00Z,5357729019.755508
2024-12-12T00:00:00Z,8472345920.146965
2024-12-11T00:00:00Z,6289366991.415306
2024-12-10T00:00:00Z,10837650339.86464
2024-12-09T00:00:00Z,12644318710.621595
2024-12-08T00:00:00Z,3625335458.505957
2024-12-07T00:00:00Z,3303379597.417388
2024-12-06T00:00:00Z,10182084155.029953
2024-12-05T00:00:00Z,12688743391.104307
2024-12-04T00:00:00Z,11490368859.9819
2024-12-03T00:00:00Z,6545142087.881285
2024-12-02T00:00:00Z,8582886014.254456
2024-12-01T00:00:00Z,4739850964.832445
2024-11-30T00:00:00Z,5707809784.599218
2024-11-29T00:00:00Z,4962562576.658688
2024-11-28T00:00:00Z,6082635911.233506
2024-11-27T00:00:00Z,9053909833.364471
2024-11-26T00:00:00Z,7731811526.5630865
2024-11-25T00:00:00Z,11399068422.104868
2024-11-24T00:00:00Z,5339416046.409886
2024-11-23T00:00:00Z,7304947057.812037
2024-11-22T00:00:00Z,6545391537.672359
2024-11-21T00:00:00Z,10447778008.366138
2024-11-20T00:00:00Z,5017853653.677903
2024-11-19T00:00:00Z,4832213078.26006
2024-11-18T00:00:00Z,6945650166.831141
2024-11-17T00:00:00Z,4750677473.3901825
2024-11-16T00:00:00Z,4091297992.0724454
2024-11-15T00:00:00Z,5916335792.697968
2024-11-14T00:00:00Z,6895331210.975781
2024-11-13T00:00:00Z,10025607088.350306
2024-11-12T00:00:00Z,12115059400.572508
2024-11-11T00:00:00Z,10928636707.413897
2024-11-10T00:00:00Z,9458833043.997879
2024-11-09T00:00:00Z,6037997210.981485
2024-11-08T00:00:00Z,6238032817.703019
2024-11-07T00:00:00Z,7980968233.250015
2024-11-06T00:00:00Z,9286382581.22874
2024-11-05T00:00:00Z,3444317000.786706
2024-11-04T00:00:00Z,3515559579.5643454
2024-11-03T00:00:00Z,3832625683.1390605
2024-11-02T00:00:00Z,1534391073.964138
2024-11-01T00:00:00Z,4579384014.123103
2024-10-31T00:00:00Z,4100700030.0171394
2024-10-30T00:00:00Z,4883804671.559929
2024-10-29T00:00:00Z,4223196913.288842
2024-10-28T00:00:00Z,4069214885.313645
2024-10-27T00:00:00Z,1539086732.5868375
2024-10-26T00:00:00Z,2092551680.7138295
2024-10-25T00:00:00Z,5326077965.273126
2024-10-24T00:00:00Z,2820472780.6156993
2024-10-23T00:00:00Z,4254741356.4955316
2024-10-22T00:00:00Z,3078893311.151585
2024-10-21T00:00:00Z,3368918033.57712
2024-10-20T00:00:00Z,2858990653.222055
2024-10-19T00:00:00Z,1109858998.9149463
2024-10-18T00:00:00Z,3383948681.567734
2024-10-17T00:00:00Z,2897712625.301321
2024-10-16T00:00:00Z,3054951592.2574162
2024-10-15T00:00:00Z,5405702488.426062
2024-10-14T00:00:00Z,5484282192.682668
2024-10-13T00:00:00Z,1634196165.2588086
2024-10-12T00:00:00Z,1525901145.2772489
2024-10-11T00:00:00Z,3214941735.48386
2024-10-10T00:00:00Z,3674050014.6338367
2024-10-09T00:00:00Z,3395186475.950751
2024-10-08T00:00:00Z,3024574776.0803237
2024-10-07T00:00:00Z,4483177687.665083
2024-10-06T00:00:00Z,1645194535.6960084
2024-10-05T00:00:00Z,1412778772.416408
2024-10-04T00:00:00Z,3361736285.906561
2024-10-03T00:00:00Z,4017707351.035134
2024-10-02T00:00:00Z,4638353759.769804
2024-10-01T00:00:00Z,6196663590.920593
2024-09-30T00:00:00Z,3975099029.5422297
2024-09-29T00:00:00Z,1930132863.6508312
2024-09-28T00:00:00Z,1945052261.3879368
2024-09-27T00:00:00Z,3535199417.995359
2024-09-26T00:00:00Z,3806678865.9600205
2024-09-25T00:00:00Z,2967769501.764551
2024-09-24T00:00:00Z,3856235152.1488476
2024-09-23T00:00:00Z,4589813193.102126
2024-09-22T00:00:00Z,2707425154.123007
2024-09-21T00:00:00Z,2161119042.8447804
2024-09-20T00:00:00Z,4326042155.572305
2024-09-19T00:00:00Z,4080914290.5766773
2024-09-18T00:00:00Z,3630699129.379668
2024-09-17T00:00:00Z,3449268109.1275635
2024-09-16T00:00:00Z,3551567846.355238
2024-09-15T00:00:00Z,2045798305.9512117
2024-09-14T00:00:00Z,1336735719.9987621
2024-09-13T00:00:00Z,3185301059.074701
2024-09-12T00:00:00Z,2743516752.789939
2024-09-11T00:00:00Z,3988875797.4718175
2024-09-10T00:00:00Z,2724649686.7528954
2024-09-09T00:00:00Z,3831907573.3405
2024-09-08T00:00:00Z,2473792155.407807
2024-09-07T00:00:00Z,2303510313.169148
2024-09-06T00:00:00Z,6631899335.421982
2024-09-05T00:00:00Z,3318353418.6394467
2024-09-04T00:00:00Z,4493429664.995467
2024-09-03T00:00:00Z,2716309979.5043187
2024-09-02T00:00:00Z,3198477069.47099
2024-09-01T00:00:00Z,2986587180.2084007
2024-08-31T00:00:00Z,1074035439.3237586
2024-08-30T00:00:00Z,3728498760.071522
2024-08-29T00:00:00Z,2976748629.2170377
2024-08-28T00:00:00Z,5036997837.91601
2024-08-27T00:00:00Z,5138517926.312376
2024-08-26T00:00:00Z,2715481119.664579
2024-08-25T00:00:00Z,1858304580.389431
2024-08-24T00:00:00Z,3162635113.9581747
2024-08-23T00:00:00Z,5053174977.985365
2024-08-22T00:00:00Z,2332211536.869581
2024-08-21T00:00:00Z,3409106796.737325
2024-08-20T00:00:00Z,3615746725.1527734
2024-08-19T00:00:00Z,3045190085.8125305
2024-08-18T00:00:00Z,2332761860.975447
