date,timestamp_utc,open,high,low,close,Volume,Open Interest,Open Interest (Open),Open Interest (High,Open Interest (Low),Open Interest (Close)
2025-03-16,2025-03-16T22:00:00Z,126.0,130.5,124.7,129.85,192,119,,,,
2025-03-17,2025-03-17T22:00:00Z,129.2,129.2,122.05,124.2,165,101,,,,
2025-03-18,2025-03-18T22:00:00Z,124.7,133.7,124.7,132.85,200,129,,,,
2025-03-19,2025-03-19T22:00:00Z,134.5,136.05,127.15,128.05,145,162,,,,
2025-03-20,2025-03-20T22:00:00Z,127.65,129.5,124.85,128.0,145,156,,,,
2025-03-23,2025-03-23T22:00:00Z,131.35,144.75,131.15,142.95,94,157,,,,
2025-03-24,2025-03-24T22:00:00Z,140.6,146.85,138.8,145.05,161,162,,,,
2025-03-25,2025-03-25T22:00:00Z,145.0,145.0,137.55,138.0,51,148,,,,
2025-03-26,2025-03-26T22:00:00Z,137.45,140.15,137.0,139.5,238,262,,,,
2025-03-27,2025-03-27T22:00:00Z,140.1,140.15,128.6,129.6,140,271,,,,
2025-03-30,2025-03-30T22:00:00Z,125.55,127.9,123.3,125.2,186,288,,,,
2025-03-31,2025-03-31T22:00:00Z,125.35,130.5,125.15,127.05,309,361,,,,
2025-04-01,2025-04-01T22:00:00Z,127.2,135.7,123.7,131.5,194,402,,,,
2025-04-02,2025-04-02T22:00:00Z,123.9,123.9,112.75,115.2,197,413,,,,
2025-04-03,2025-04-03T22:00:00Z,116.8,123.6,113.8,122.7,267,448,,,,
2025-04-06,2025-04-06T22:00:00Z,106.1,112.6,97.1,105.7,267,395,,,,
2025-04-07,2025-04-07T22:00:00Z,107.65,112.4,103.25,103.85,454,405,,,,
2025-04-08,2025-04-08T22:00:00Z,105.95,120.5,101.15,119.2,234,465,,,,
2025-04-09,2025-04-09T22:00:00Z,119.5,119.9,108.45,111.55,242,445,,,,
2025-04-10,2025-04-10T22:00:00Z,112.55,121.85,112.5,121.3,159,441,,,,
2025-04-13,2025-04-13T22:00:00Z,127.1,136.05,127.1,131.55,159,494,,,,
2025-04-14,2025-04-14T22:00:00Z,130.05,134.6,127.7,128.05,289,489,,,,
2025-04-15,2025-04-15T22:00:00Z,126.75,133.95,123.8,132.05,286,481,,,,
2025-04-16,2025-04-16T22:00:00Z,132.8,136.35,129.75,133.25,978,369,,,,
2025-04-20,2025-04-20T22:00:00Z,136.85,143.35,134.1,136.65,978,273,,,,
2025-04-21,2025-04-21T22:00:00Z,137.0,147.7,135.5,144.35,1531,248,,,,
2025-04-22,2025-04-22T22:00:00Z,149.6,154.3,148.2,151.9,450,632,,,,
2025-04-23,2025-04-23T22:00:00Z,152.45,153.2,149.0,152.8,145,624,,,,
2025-04-24,2025-04-24T22:00:00Z,152.2,158.1,151.45,152.45,570,677,,,,
2025-04-27,2025-04-27T22:00:00Z,149.8,153.7,145.7,149.1,570,666,,,,
2025-04-28,2025-04-28T22:00:00Z,148.2,150.95,147.15,149.95,273,707,,,,
2025-04-29,2025-04-29T22:00:00Z,147.2,148.9,141.05,146.15,218,687,,,,
2025-04-30,2025-04-30T22:00:00Z,147.4,154.6,147.4,150.9,365,715,,,,
2025-05-01,2025-05-01T22:00:00Z,151.55,152.35,148.15,148.65,197,727,,,,
2025-05-04,2025-05-04T22:00:00Z,147.45,147.5,143.45,146.85,197,724,,,,
2025-05-05,2025-05-05T22:00:00Z,147.7,147.7,142.15,145.25,179,711,,,,
2025-05-06,2025-05-06T22:00:00Z,145.3,149.85,145.1,146.25,130,725,,,,
2025-05-07,2025-05-07T22:00:00Z,148.35,163.5,147.5,160.95,637,796,,,,
