date,defi_tvl_growth,stablecoin_supply_growth,btc_ret,eth_ret,total3_ret,fitted_valuation_component,price_adjusted_tvl_residual,price_adjusted_tvl_residual_z365
2020-01-02,-0.000769566501436,0.000277378176587,-0.0332583847549,-0.0268761822181,-0.0345566228736,0.00190500540268,-0.00267457190411,
2020-01-03,-0.00932627052817,0.232324408117,0.0526232180268,0.0541818344922,0.0514719578865,0.00272204621732,-0.0120483167455,
2020-01-04,0.0136005670551,0.00565616367804,0.00151165029713,-0.00114380791216,0.00952398509871,0.00270390997979,0.0108966570753,
2020-01-05,0.00302729109579,0.000790102665107,0.00111111337712,0.00980294809772,0.00738570109058,0.00291270921321,0.00011458188258,
2020-01-06,0.00591662366578,-0.00112487033122,0.0535335862222,0.0631857648201,0.0838461374192,0.00529209929752,0.000624524368261,
2020-01-07,0.0216374584787,0.00169840126868,0.0495455130758,-0.00896579671695,-0.00735407345584,-0.00322282299408,0.0248602814728,
2020-01-08,-0.0204624950263,-0.00391783023055,-0.012556036528,-0.0155302970766,-0.0211685987989,0.00131444822878,-0.0217769432551,
2020-01-09,0.0363839154571,-0.00549470325378,-0.0294523001146,-0.0213332291522,-0.00881397092465,0.00361453161156,0.0327693838455,
2020-01-10,-0.0701362598215,-0.000292162223101,0.0470710116234,0.0501079047407,0.0706335616371,0.00452462479479,-0.0746608846163,
2020-01-11,-0.00260048896921,-0.00266976510608,-0.0218232731628,-0.0174028680026,-0.0137699981173,0.00266121162563,-0.00526170059485,
2020-01-12,0.0380609381579,-0.00477230402486,0.01986059987,0.0286422113568,0.0269215261963,0.00318098025953,0.0348799578984,
2020-01-13,-0.0287622037955,0.00208524870583,-0.0089792077934,-0.0204353176875,-0.00983472985786,0.00167017536594,-0.0304323791615,
2020-01-14,0.0317673668803,-0.00276018127542,0.0807583814518,0.140438861191,0.192494694057,0.0130929358183,0.0186744310621,
2020-01-15,0.0574871105249,-0.00282169072538,0.00228854534177,0.00611772140852,-0.0122760948798,0.00124519280116,0.0562419177238,
2020-01-16,0.0889970104521,0.00350948587243,-0.0106515624039,-0.0127613748943,-0.0105756769372,0.0020012475502,0.0869957629019,
2020-01-17,-0.0293386397607,-0.000493932915848,0.020885739388,0.0335985456802,0.0313387940409,0.00356029114527,-0.032898930906,
2020-01-18,0.0551788737831,-0.00150844103565,0.00162625615213,0.0260074768994,0.00086213371733,0.00287190647929,0.0523069673038,
2020-01-19,-0.0172917650384,-0.000516583086345,-0.0242196078855,-0.0434719715295,-0.0277921310971,0.00106690817637,-0.0183586732148,
2020-01-20,-0.00867636975366,0.0010130261915,-0.00797092780176,-0.000538520193212,0.00824201492419,0.00350598744708,-0.0121823572007,
2020-01-21,-0.0376934826045,-0.00112472699488,0.0119961794038,0.0163797850504,0.0173520432047,0.00283609491967,-0.0405295775242,
2020-01-22,0.0477567146235,-0.000264559697275,-0.00844430888684,-0.0100717583036,-0.00392482994874,0.00236737209656,0.045389342527,
2020-01-23,-0.00412276300316,0.00148698862913,-0.0330020660225,-0.0322139882852,-0.058318555662,-2.87719563246e-05,-0.00409399104683,
2020-01-24,-0.0180819012441,-0.00233117336507,0.00612016876715,0.000134001951847,0.00475823442391,0.00196460110499,-0.0200465023491,
2020-01-25,-0.0121613305938,0.00211342408291,-0.0119253810145,-0.0135899022805,-0.0139695509817,0.00184443157811,-0.0140057621719,
2020-01-26,-0.00519080147559,-0.00108675275802,0.0322179522392,0.0465869217167,0.0459428950135,0.00397650925694,-0.00916731073253,
2020-01-27,0.0103039058973,0.00044830028239,0.0329813638769,0.0109428364115,0.0321790238947,0.00182067458809,0.00848323130919,
2020-01-28,0.0364652633341,-0.00181566785815,0.0537719116209,0.0352048892633,0.0309368635047,0.000533111460538,0.0359321518735,
2020-01-29,0.041978981433,0.00528354989511,-0.0109610046885,-0.0137505538335,-0.00280156559527,0.00257255821246,0.0394064232205,
2020-01-30,0.0194158787276,-0.00289155356525,0.0235556379608,0.0623952105514,0.0375732355932,0.00463787556483,0.0147780031628,
2020-01-31,0.00197843387451,0.000464970704989,-0.0170884141918,-0.0258969342986,-0.0293826109138,0.000817754283165,0.00116067959134,
2020-02-01,0.014780360604,-0.000768906736514,0.00447607976922,0.0210800920273,0.019827574766,0.00385619317129,0.0109241674328,
2020-02-02,0.0138972922394,0.000318447145229,-0.0042121210263,0.0274172644937,0.0139045546471,0.00441532726476,0.00948196497467,
2020-02-03,0.0274105011053,0.000853476153363,-0.00682710319093,0.00388092472281,0.00445721444914,0.00325426102147,0.0241562400838,
2020-02-04,-0.0140989021088,0.00113517180711,-0.0122029352928,-0.00609079177158,0.0058506888365,0.00355494133998,-0.0176538434487,
2020-02-05,-0.0090711407734,-0.00267516623775,0.0473398909534,0.0791180573066,0.0630425811186,0.00481306988411,-0.0138842106575,
2020-02-06,0.0408219668458,-0.00126265705877,0.0149645976716,0.0435565890889,0.015068676587,0.00321017658964,0.0376117902561,
2020-02-07,0.0421627977311,0.00123663836153,0.0043558489403,0.0463319191866,0.00707462208623,0.00368760877008,0.038475188961,
2020-02-08,0.0330513193372,-0.00196935782906,0.00971837454047,0.000828644566727,0.0269142011993,0.00328352469358,0.0297677946437,
2020-02-09,0.00694412019443,0.000852593327817,0.0262763657285,0.0243918731263,0.0231192148834,0.00217900550319,0.00476511469123,
2020-02-10,0.00124235074963,0.00525954764876,-0.0311318537453,-0.0259241763301,0.000353881317213,0.00430706352489,-0.00306471277527,
2020-02-11,-0.0533630388287,-0.00359465558491,0.0413469632318,0.0647070254172,0.0463566935272,0.00370627921405,-0.0570693180427,
2020-02-12,0.0441156205631,-0.000365636354751,0.0066364864514,0.111934187912,0.0195921878601,0.0063705056079,0.0377451149552,
2020-02-13,0.0851707958872,-0.000975268972823,-0.0107477440641,0.00818668489353,0.00655711616083,0.00390146111971,0.0812693347675,
2020-02-14,0.0252224946266,0.00163864067676,0.0121583470589,0.0622048191646,0.0320373442573,0.00528016014554,0.019942334481,
2020-02-15,0.0313483160826,-0.000203013826098,-0.0440841269569,-0.0746703619358,-0.0887368387629,-0.00251854911373,0.0338668651964,
2020-02-16,0.0173351345488,-8.23105746335e-05,0.00257706707422,-0.022267768851,-0.0413891928667,-0.0017785446887,0.0191136792375,
2020-02-17,-0.0454877994932,0.00174753317899,-0.0217177708061,0.0350843422767,-0.00547480468811,0.00484034792042,-0.0503281474136,
